team,link,txt,key,year
Oregon St. Beavers,http://stats.ncaa.org/team/528/stats/11520,Team Statistics,stats,2014
Penn St. Nittany Lions,http://stats.ncaa.org/teams/history/MFB/539,Team History,history,2014
Penn St. Nittany Lions,http://stats.ncaa.org/people/37354?sport_code=MFB,Bill O'Brien,people,2014
Penn St. Nittany Lions,http://stats.ncaa.org/team/539/roster/11520,Roster,roster,2014
Penn St. Nittany Lions,http://stats.ncaa.org/team/539/stats/11520,Team Statistics,stats,2014
Pittsburgh  Panthers,http://stats.ncaa.org/teams/history/MFB/545,Team History,history,2014
Pittsburgh  Panthers,http://stats.ncaa.org/people/25784?sport_code=MFB,Paul Chryst,people,2014
Pittsburgh  Panthers,http://stats.ncaa.org/team/545/roster/11520,Roster,roster,2014
Pittsburgh  Panthers,http://stats.ncaa.org/team/545/stats/11520,Team Statistics,stats,2014
Rice Owls,http://stats.ncaa.org/teams/history/MFB/574,Team History,history,2014
Rice Owls,http://stats.ncaa.org/people/25058?sport_code=MFB,David Bailiff,people,2014
Rice Owls,http://stats.ncaa.org/team/574/roster/11520,Roster,roster,2014
Rice Owls,http://stats.ncaa.org/team/574/stats/11520,Team Statistics,stats,2014
Rutgers Scarlet Knights,http://stats.ncaa.org/teams/history/MFB/587,Team History,history,2014
Rutgers Scarlet Knights,http://stats.ncaa.org/people/37122?sport_code=MFB,Kyle Flood,people,2014
Rutgers Scarlet Knights,http://stats.ncaa.org/team/587/roster/11520,Roster,roster,2014
Rutgers Scarlet Knights,http://stats.ncaa.org/team/587/stats/11520,Team Statistics,stats,2014
SMU Mustangs,http://stats.ncaa.org/teams/history/MFB/663,Team History,history,2014
SMU Mustangs,http://stats.ncaa.org/people/2054?sport_code=MFB,June Jones,people,2014
SMU Mustangs,http://stats.ncaa.org/team/663/roster/11520,Roster,roster,2014
SMU Mustangs,http://stats.ncaa.org/team/663/stats/11520,Team Statistics,stats,2014
San Diego St. Aztecs,http://stats.ncaa.org/teams/history/MFB/626,Team History,history,2014
San Diego St. Aztecs,http://stats.ncaa.org/people/3211?sport_code=MFB,Rocky Long,people,2014
San Diego St. Aztecs,http://stats.ncaa.org/team/626/roster/11520,Roster,roster,2014
San Diego St. Aztecs,http://stats.ncaa.org/team/626/stats/11520,Team Statistics,stats,2014
San Jose St. Spartans,http://stats.ncaa.org/teams/history/MFB/630,Team History,history,2014
San Jose St. Spartans,http://stats.ncaa.org/people/31313?sport_code=MFB,Ron Caragher,people,2014
San Jose St. Spartans,http://stats.ncaa.org/team/630/roster/11520,Roster,roster,2014
San Jose St. Spartans,http://stats.ncaa.org/team/630/stats/11520,Team Statistics,stats,2014
South Ala. Jaguars,http://stats.ncaa.org/teams/history/MFB/646,Team History,history,2014
South Ala. Jaguars,http://stats.ncaa.org/people/40974?sport_code=MFB,Joey Jones,people,2014
South Ala. Jaguars,http://stats.ncaa.org/team/646/roster/11520,Roster,roster,2014
South Ala. Jaguars,http://stats.ncaa.org/team/646/stats/11520,Team Statistics,stats,2014
South Carolina  Gamecocks,http://stats.ncaa.org/teams/history/MFB/648,Team History,history,2014
South Carolina  Gamecocks,http://stats.ncaa.org/people/3529?sport_code=MFB,Steve Spurrier,people,2014
South Carolina  Gamecocks,http://stats.ncaa.org/team/648/roster/11520,Roster,roster,2014
South Carolina  Gamecocks,http://stats.ncaa.org/team/648/stats/11520,Team Statistics,stats,2014
Southern California Trojans,http://stats.ncaa.org/teams/history/MFB/657,Team History,history,2014
Southern California Trojans,http://stats.ncaa.org/people/35871?sport_code=MFB,Lane Kiffin,people,2014
Southern California Trojans,http://stats.ncaa.org/people/25075?sport_code=MFB,Ed Orgeron,people,2014
Southern California Trojans,http://stats.ncaa.org/people/44779?sport_code=MFB,Clay Helton,people,2014
Southern California Trojans,http://stats.ncaa.org/team/657/roster/11520,Roster,roster,2014
Southern California Trojans,http://stats.ncaa.org/team/657/stats/11520,Team Statistics,stats,2014
Southern Miss.  Golden Eagles,http://stats.ncaa.org/teams/history/MFB/664,Team History,history,2014
Southern Miss.  Golden Eagles,http://stats.ncaa.org/people/41716?sport_code=MFB,Todd Monken,people,2014
Southern Miss.  Golden Eagles,http://stats.ncaa.org/team/664/roster/11520,Roster,roster,2014
Southern Miss.  Golden Eagles,http://stats.ncaa.org/team/664/stats/11520,Team Statistics,stats,2014
Stanford Cardinal,http://stats.ncaa.org/teams/history/MFB/674,Team History,history,2014
Stanford Cardinal,http://stats.ncaa.org/people/38546?sport_code=MFB,David Shaw,people,2014
Stanford Cardinal,http://stats.ncaa.org/team/674/roster/11520,Roster,roster,2014
Stanford Cardinal,http://stats.ncaa.org/team/674/stats/11520,Team Statistics,stats,2014
Syracuse  Orange,http://stats.ncaa.org/teams/history/MFB/688,Team History,history,2014
Syracuse  Orange,http://stats.ncaa.org/people/41717?sport_code=MFB,Scott Shafer,people,2014
Syracuse  Orange,http://stats.ncaa.org/team/688/roster/11520,Roster,roster,2014
Syracuse  Orange,http://stats.ncaa.org/team/688/stats/11520,Team Statistics,stats,2014
TCU Horned Frogs,http://stats.ncaa.org/teams/history/MFB/698,Team History,history,2014
TCU Horned Frogs,http://stats.ncaa.org/people/1268?sport_code=MFB,Gary Patterson,people,2014
TCU Horned Frogs,http://stats.ncaa.org/team/698/roster/11520,Roster,roster,2014
TCU Horned Frogs,http://stats.ncaa.org/team/698/stats/11520,Team Statistics,stats,2014
Temple  Owls,http://stats.ncaa.org/teams/history/MFB/690,Team History,history,2014
Temple  Owls,http://stats.ncaa.org/people/41718?sport_code=MFB,Matt Rhule,people,2014
Temple  Owls,http://stats.ncaa.org/team/690/roster/11520,Roster,roster,2014
Temple  Owls,http://stats.ncaa.org/team/690/stats/11520,Team Statistics,stats,2014
Tennessee  Volunteers,http://stats.ncaa.org/teams/history/MFB/694,Team History,history,2014
Tennessee  Volunteers,http://stats.ncaa.org/people/31752?sport_code=MFB,Butch Jones,people,2014
Tennessee  Volunteers,http://stats.ncaa.org/team/694/roster/11520,Roster,roster,2014
Tennessee  Volunteers,http://stats.ncaa.org/team/694/stats/11520,Team Statistics,stats,2014
Texas  Longhorns,http://stats.ncaa.org/teams/history/MFB/703,Team History,history,2014
Texas  Longhorns,http://stats.ncaa.org/people/2456?sport_code=MFB,Mack Brown,people,2014
Texas  Longhorns,http://stats.ncaa.org/team/703/roster/11520,Roster,roster,2014
Texas  Longhorns,http://stats.ncaa.org/team/703/stats/11520,Team Statistics,stats,2014
Texas A&M Aggies,http://stats.ncaa.org/teams/history/MFB/697,Team History,history,2014
Texas A&M Aggies,http://stats.ncaa.org/people/33421?sport_code=MFB,Kevin Sumlin,people,2014
Texas A&M Aggies,http://stats.ncaa.org/team/697/roster/11520,Roster,roster,2014
Texas A&M Aggies,http://stats.ncaa.org/team/697/stats/11520,Team Statistics,stats,2014
Texas St. Bobcats,http://stats.ncaa.org/teams/history/MFB/670,Team History,history,2014
Texas St. Bobcats,http://stats.ncaa.org/people/945?sport_code=MFB,Dennis Franchione,people,2014
Texas St. Bobcats,http://stats.ncaa.org/team/670/roster/11520,Roster,roster,2014
Texas St. Bobcats,http://stats.ncaa.org/team/670/stats/11520,Team Statistics,stats,2014
Toledo  Rockets,http://stats.ncaa.org/teams/history/MFB/709,Team History,history,2014
Toledo  Rockets,http://stats.ncaa.org/people/22364?sport_code=MFB,Matt Campbell,people,2014
Toledo  Rockets,http://stats.ncaa.org/team/709/roster/11520,Roster,roster,2014
Toledo  Rockets,http://stats.ncaa.org/team/709/stats/11520,Team Statistics,stats,2014
Troy Trojans,http://stats.ncaa.org/teams/history/MFB/716,Team History,history,2014
Troy Trojans,http://stats.ncaa.org/people/2269?sport_code=MFB,Larry Blakeney,people,2014
Troy Trojans,http://stats.ncaa.org/team/716/roster/11520,Roster,roster,2014
Troy Trojans,http://stats.ncaa.org/team/716/stats/11520,Team Statistics,stats,2014
Tulane Green Wave,http://stats.ncaa.org/teams/history/MFB/718,Team History,history,2014
Tulane Green Wave,http://stats.ncaa.org/people/39897?sport_code=MFB,Curtis Johnson,people,2014
Tulane Green Wave,http://stats.ncaa.org/team/718/roster/11520,Roster,roster,2014
Tulane Green Wave,http://stats.ncaa.org/team/718/stats/11520,Team Statistics,stats,2014
Tulsa  Golden Hurricane,http://stats.ncaa.org/teams/history/MFB/719,Team History,history,2014
Tulsa  Golden Hurricane,http://stats.ncaa.org/people/38548?sport_code=MFB,Bill Blankenship,people,2014
Tulsa  Golden Hurricane,http://stats.ncaa.org/team/719/roster/11520,Roster,roster,2014
Tulsa  Golden Hurricane,http://stats.ncaa.org/team/719/stats/11520,Team Statistics,stats,2014
UAB Blazers,http://stats.ncaa.org/teams/history/MFB/9,Team History,history,2014
UAB Blazers,http://stats.ncaa.org/people/39895?sport_code=MFB,Garrick McGee,people,2014
UAB Blazers,http://stats.ncaa.org/team/9/roster/11520,Roster,roster,2014
UAB Blazers,http://stats.ncaa.org/team/9/stats/11520,Team Statistics,stats,2014
UCF Knights,http://stats.ncaa.org/teams/history/MFB/128,Team History,history,2014
UCF Knights,http://stats.ncaa.org/people/1312?sport_code=MFB,George O'Leary,people,2014
UCF Knights,http://stats.ncaa.org/team/128/roster/11520,Roster,roster,2014
UCF Knights,http://stats.ncaa.org/team/128/stats/11520,Team Statistics,stats,2014
UCLA Bruins,http://stats.ncaa.org/teams/history/MFB/110,Team History,history,2014
UCLA Bruins,http://stats.ncaa.org/people/13944?sport_code=MFB,Jim L. Mora,people,2014
UCLA Bruins,http://stats.ncaa.org/team/110/roster/11520,Roster,roster,2014
UCLA Bruins,http://stats.ncaa.org/team/110/stats/11520,Team Statistics,stats,2014
"UConn Huskies, UConn",http://stats.ncaa.org/teams/history/MFB/164,Team History,history,2014
"UConn Huskies, UConn",http://stats.ncaa.org/people/2930?sport_code=MFB,Paul Pasqualoni,people,2014
"UConn Huskies, UConn",http://stats.ncaa.org/people/42314?sport_code=MFB,T.J. Weist,people,2014
"UConn Huskies, UConn",http://stats.ncaa.org/team/164/roster/11520,Roster,roster,2014
"UConn Huskies, UConn",http://stats.ncaa.org/team/164/stats/11520,Team Statistics,stats,2014
UNLV Rebels,http://stats.ncaa.org/teams/history/MFB/465,Team History,history,2014
UNLV Rebels,http://stats.ncaa.org/people/21446?sport_code=MFB,Bobby Hauck,people,2014
UNLV Rebels,http://stats.ncaa.org/team/465/roster/11520,Roster,roster,2014
UNLV Rebels,http://stats.ncaa.org/team/465/stats/11520,Team Statistics,stats,2014
UTEP Miners,http://stats.ncaa.org/teams/history/MFB/704,Team History,history,2014
UTEP Miners,http://stats.ncaa.org/people/41719?sport_code=MFB,Sean Kugler,people,2014
UTEP Miners,http://stats.ncaa.org/team/704/roster/11520,Roster,roster,2014
UTEP Miners,http://stats.ncaa.org/team/704/stats/11520,Team Statistics,stats,2014
UTSA Roadrunners,http://stats.ncaa.org/teams/history/MFB/706,Team History,history,2014
UTSA Roadrunners,http://stats.ncaa.org/people/2271?sport_code=MFB,Larry Coker,people,2014
UTSA Roadrunners,http://stats.ncaa.org/team/706/roster/11520,Roster,roster,2014
UTSA Roadrunners,http://stats.ncaa.org/team/706/stats/11520,Team Statistics,stats,2014
Utah St. Aggies,http://stats.ncaa.org/teams/history/MFB/731,Team History,history,2014
Utah St. Aggies,http://stats.ncaa.org/people/41685?sport_code=MFB,Matt Wells,people,2014
Utah St. Aggies,http://stats.ncaa.org/team/731/roster/11520,Roster,roster,2014
Utah St. Aggies,http://stats.ncaa.org/team/731/stats/11520,Team Statistics,stats,2014
Vanderbilt Commodores,http://stats.ncaa.org/teams/history/MFB/736,Team History,history,2014
Vanderbilt Commodores,http://stats.ncaa.org/people/38549?sport_code=MFB,James Franklin,people,2014
Vanderbilt Commodores,http://stats.ncaa.org/team/736/roster/11520,Roster,roster,2014
Vanderbilt Commodores,http://stats.ncaa.org/team/736/stats/11520,Team Statistics,stats,2014
Utah  Utes,http://stats.ncaa.org/teams/history/MFB/732,Team History,history,2014
Utah  Utes,http://stats.ncaa.org/people/25052?sport_code=MFB,Kyle Whittingham,people,2014
Utah  Utes,http://stats.ncaa.org/team/732/roster/11520,Roster,roster,2014
Utah  Utes,http://stats.ncaa.org/team/732/stats/11520,Team Statistics,stats,2014
Virginia  Cavaliers,http://stats.ncaa.org/teams/history/MFB/746,Team History,history,2014
Virginia  Cavaliers,http://stats.ncaa.org/people/33438?sport_code=MFB,Mike London,people,2014
Virginia  Cavaliers,http://stats.ncaa.org/team/746/roster/11520,Roster,roster,2014
Virginia  Cavaliers,http://stats.ncaa.org/team/746/stats/11520,Team Statistics,stats,2014
Virginia Tech Hokies,http://stats.ncaa.org/teams/history/MFB/742,Team History,history,2014
Virginia Tech Hokies,http://stats.ncaa.org/people/1190?sport_code=MFB,Frank Beamer,people,2014
Virginia Tech Hokies,http://stats.ncaa.org/team/742/roster/11520,Roster,roster,2014
Virginia Tech Hokies,http://stats.ncaa.org/team/742/stats/11520,Team Statistics,stats,2014
Wake Forest Demon Deacons,http://stats.ncaa.org/teams/history/MFB/749,Team History,history,2014
Wake Forest Demon Deacons,http://stats.ncaa.org/people/1741?sport_code=MFB,Jim Grobe,people,2014
Wake Forest Demon Deacons,http://stats.ncaa.org/team/749/roster/11520,Roster,roster,2014
Wake Forest Demon Deacons,http://stats.ncaa.org/team/749/stats/11520,Team Statistics,stats,2014
Washington  Huskies,http://stats.ncaa.org/teams/history/MFB/756,Team History,history,2014
Washington  Huskies,http://stats.ncaa.org/people/35875?sport_code=MFB,Steve Sarkisian,people,2014
Washington  Huskies,http://stats.ncaa.org/team/756/roster/11520,Roster,roster,2014
Washington  Huskies,http://stats.ncaa.org/team/756/stats/11520,Team Statistics,stats,2014
Washington St. Cougars,http://stats.ncaa.org/teams/history/MFB/754,Team History,history,2014
Washington St. Cougars,http://stats.ncaa.org/people/2710?sport_code=MFB,Mike Leach,people,2014
Washington St. Cougars,http://stats.ncaa.org/team/754/roster/11520,Roster,roster,2014
Washington St. Cougars,http://stats.ncaa.org/team/754/stats/11520,Team Statistics,stats,2014
West Virginia  Mountaineers,http://stats.ncaa.org/teams/history/MFB/768,Team History,history,2014
West Virginia  Mountaineers,http://stats.ncaa.org/people/37545?sport_code=MFB,Dana Holgorsen,people,2014
West Virginia  Mountaineers,http://stats.ncaa.org/team/768/roster/11520,Roster,roster,2014
West Virginia  Mountaineers,http://stats.ncaa.org/team/768/stats/11520,Team Statistics,stats,2014
Western Ky. Hilltoppers,http://stats.ncaa.org/teams/history/MFB/772,Team History,history,2014
Western Ky. Hilltoppers,http://stats.ncaa.org/people/21353?sport_code=MFB,Bobby Petrino,people,2014
Western Ky. Hilltoppers,http://stats.ncaa.org/team/772/roster/11520,Roster,roster,2014
Western Ky. Hilltoppers,http://stats.ncaa.org/team/772/stats/11520,Team Statistics,stats,2014
Western Mich. Broncos,http://stats.ncaa.org/teams/history/MFB/774,Team History,history,2014
Western Mich. Broncos,http://stats.ncaa.org/people/41684?sport_code=MFB,P.J. Fleck,people,2014
Western Mich. Broncos,http://stats.ncaa.org/team/774/roster/11520,Roster,roster,2014
Western Mich. Broncos,http://stats.ncaa.org/team/774/stats/11520,Team Statistics,stats,2014
Wisconsin Badgers,http://stats.ncaa.org/teams/history/MFB/796,Team History,history,2014
Wisconsin Badgers,http://stats.ncaa.org/people/35874?sport_code=MFB,Gary Andersen,people,2014
Wisconsin Badgers,http://stats.ncaa.org/team/796/roster/11520,Roster,roster,2014
Wisconsin Badgers,http://stats.ncaa.org/team/796/stats/11520,Team Statistics,stats,2014
Wyoming  Cowboys,http://stats.ncaa.org/teams/history/MFB/811,Team History,history,2014
Wyoming  Cowboys,http://stats.ncaa.org/people/35876?sport_code=MFB,Dave Christensen,people,2014
Wyoming  Cowboys,http://stats.ncaa.org/team/811/roster/11520,Roster,roster,2014
Wyoming  Cowboys,http://stats.ncaa.org/team/811/stats/11520,Team Statistics,stats,2014
Air Force Falcons,http://stats.ncaa.org/teams/history/MFB/721,Team History,history,2015
Air Force Falcons,http://stats.ncaa.org/people/31099?sport_code=MFB,Troy Calhoun,people,2015
Air Force Falcons,http://stats.ncaa.org/team/721/roster/11980,Roster,roster,2015
Air Force Falcons,http://stats.ncaa.org/team/721/stats/11980,Team Statistics,stats,2015
Akron  Zips,http://stats.ncaa.org/teams/history/MFB/5,Team History,history,2015
Akron  Zips,http://stats.ncaa.org/people/25564?sport_code=MFB,Terry Bowden,people,2015
Akron  Zips,http://stats.ncaa.org/team/5/roster/11980,Roster,roster,2015
Akron  Zips,http://stats.ncaa.org/team/5/stats/11980,Team Statistics,stats,2015
Alabama  Crimson Tide,http://stats.ncaa.org/teams/history/MFB/8,Team History,history,2015
Alabama  Crimson Tide,http://stats.ncaa.org/people/2826?sport_code=MFB,Nick Saban,people,2015
Alabama  Crimson Tide,http://stats.ncaa.org/team/8/roster/11980,Roster,roster,2015
Alabama  Crimson Tide,http://stats.ncaa.org/team/8/stats/11980,Team Statistics,stats,2015
Appalachian St. Mountaineers,http://stats.ncaa.org/teams/history/MFB/27,Team History,history,2015
Appalachian St. Mountaineers,http://stats.ncaa.org/people/41727?sport_code=MFB,Scott Satterfield,people,2015
Appalachian St. Mountaineers,http://stats.ncaa.org/team/27/roster/11980,Roster,roster,2015
Appalachian St. Mountaineers,http://stats.ncaa.org/team/27/stats/11980,Team Statistics,stats,2015
Arizona  Wildcats,http://stats.ncaa.org/teams/history/MFB/29,Team History,history,2015
Arizona  Wildcats,http://stats.ncaa.org/people/3089?sport_code=MFB,Rich Rodriguez,people,2015
Arizona  Wildcats,http://stats.ncaa.org/team/29/roster/11980,Roster,roster,2015
Arizona  Wildcats,http://stats.ncaa.org/team/29/stats/11980,Team Statistics,stats,2015
Arizona St. Sun Devils,http://stats.ncaa.org/teams/history/MFB/28,Team History,history,2015
Arizona St. Sun Devils,http://stats.ncaa.org/people/28005?sport_code=MFB,Todd Graham,people,2015
Arizona St. Sun Devils,http://stats.ncaa.org/team/28/roster/11980,Roster,roster,2015
Arizona St. Sun Devils,http://stats.ncaa.org/team/28/stats/11980,Team Statistics,stats,2015
Arkansas  Razorbacks,http://stats.ncaa.org/teams/history/MFB/31,Team History,history,2015
Arkansas  Razorbacks,http://stats.ncaa.org/people/28008?sport_code=MFB,Bret Bielema,people,2015
Arkansas  Razorbacks,http://stats.ncaa.org/team/31/roster/11980,Roster,roster,2015
Arkansas  Razorbacks,http://stats.ncaa.org/team/31/stats/11980,Team Statistics,stats,2015
Arkansas St. Red Wolves,http://stats.ncaa.org/teams/history/MFB/30,Team History,history,2015
Arkansas St. Red Wolves,http://stats.ncaa.org/people/42965?sport_code=MFB,Blake Anderson,people,2015
Arkansas St. Red Wolves,http://stats.ncaa.org/team/30/roster/11980,Roster,roster,2015
Arkansas St. Red Wolves,http://stats.ncaa.org/team/30/stats/11980,Team Statistics,stats,2015
Army West Point Black Knights,http://stats.ncaa.org/teams/history/MFB/725,Team History,history,2015
Army West Point Black Knights,http://stats.ncaa.org/people/37004?sport_code=MFB,Jeff Monken,people,2015
Army West Point Black Knights,http://stats.ncaa.org/team/725/roster/11980,Roster,roster,2015
Army West Point Black Knights,http://stats.ncaa.org/team/725/stats/11980,Team Statistics,stats,2015
Auburn Tigers,http://stats.ncaa.org/teams/history/MFB/37,Team History,history,2015
Auburn Tigers,http://stats.ncaa.org/people/18897?sport_code=MFB,Gus Malzahn,people,2015
Auburn Tigers,http://stats.ncaa.org/team/37/roster/11980,Roster,roster,2015
Auburn Tigers,http://stats.ncaa.org/team/37/stats/11980,Team Statistics,stats,2015
Boston College Eagles,http://stats.ncaa.org/teams/history/MFB/67,Team History,history,2015
Boston College Eagles,http://stats.ncaa.org/people/38547?sport_code=MFB,Steve Addazio,people,2015
Boston College Eagles,http://stats.ncaa.org/team/67/roster/11980,Roster,roster,2015
Boston College Eagles,http://stats.ncaa.org/team/67/stats/11980,Team Statistics,stats,2015
Bowling Green  Falcons,http://stats.ncaa.org/teams/history/MFB/71,Team History,history,2015
Bowling Green  Falcons,http://stats.ncaa.org/people/40968?sport_code=MFB,Dino Babers,people,2015
Bowling Green  Falcons,http://stats.ncaa.org/team/71/roster/11980,Roster,roster,2015
Bowling Green  Falcons,http://stats.ncaa.org/team/71/stats/11980,Team Statistics,stats,2015
Buffalo  Bulls,http://stats.ncaa.org/teams/history/MFB/86,Team History,history,2015
Buffalo  Bulls,http://stats.ncaa.org/people/31016?sport_code=MFB,Jeff Quinn,people,2015
Buffalo  Bulls,http://stats.ncaa.org/people/25587?sport_code=MFB,Alex Wood,people,2015
Buffalo  Bulls,http://stats.ncaa.org/team/86/roster/11980,Roster,roster,2015
Buffalo  Bulls,http://stats.ncaa.org/team/86/stats/11980,Team Statistics,stats,2015
Charlotte 49ers,http://stats.ncaa.org/teams/history/MFB/458,Team History,history,2015
Charlotte 49ers,http://stats.ncaa.org/people/42447?sport_code=MFB,Brad Lambert,people,2015
Charlotte 49ers,http://stats.ncaa.org/team/458/roster/11980,Roster,roster,2015
Charlotte 49ers,http://stats.ncaa.org/team/458/stats/11980,Team Statistics,stats,2015
Cincinnati  Bearcats,http://stats.ncaa.org/teams/history/MFB/140,Team History,history,2015
Cincinnati  Bearcats,http://stats.ncaa.org/people/3821?sport_code=MFB,Tommy Tuberville,people,2015
Cincinnati  Bearcats,http://stats.ncaa.org/team/140/roster/11980,Roster,roster,2015
Cincinnati  Bearcats,http://stats.ncaa.org/team/140/stats/11980,Team Statistics,stats,2015
Clemson Tigers,http://stats.ncaa.org/teams/history/MFB/147,Team History,history,2015
Clemson Tigers,http://stats.ncaa.org/people/34932?sport_code=MFB,Dabo Swinney,people,2015
Clemson Tigers,http://stats.ncaa.org/team/147/roster/11980,Roster,roster,2015
Clemson Tigers,http://stats.ncaa.org/team/147/stats/11980,Team Statistics,stats,2015
Colorado  Buffaloes,http://stats.ncaa.org/teams/history/MFB/157,Team History,history,2015
Colorado  Buffaloes,http://stats.ncaa.org/people/37033?sport_code=MFB,Mike MacIntyre,people,2015
Colorado  Buffaloes,http://stats.ncaa.org/team/157/roster/11980,Roster,roster,2015
Colorado  Buffaloes,http://stats.ncaa.org/team/157/stats/11980,Team Statistics,stats,2015
Colorado St. Rams,http://stats.ncaa.org/teams/history/MFB/156,Team History,history,2015
Colorado St. Rams,http://stats.ncaa.org/people/40992?sport_code=MFB,Jim McElwain,people,2015
Colorado St. Rams,http://stats.ncaa.org/people/25177?sport_code=MFB,Dave Baldwin,people,2015
Colorado St. Rams,http://stats.ncaa.org/team/156/roster/11980,Roster,roster,2015
Colorado St. Rams,http://stats.ncaa.org/team/156/stats/11980,Team Statistics,stats,2015
Duke Blue Devils,http://stats.ncaa.org/teams/history/MFB/193,Team History,history,2015
Duke Blue Devils,http://stats.ncaa.org/people/856?sport_code=MFB,David Cutcliffe,people,2015
Duke Blue Devils,http://stats.ncaa.org/team/193/roster/11980,Roster,roster,2015
Duke Blue Devils,http://stats.ncaa.org/team/193/stats/11980,Team Statistics,stats,2015
East Carolina Pirates,http://stats.ncaa.org/teams/history/MFB/196,Team History,history,2015
East Carolina Pirates,http://stats.ncaa.org/people/36711?sport_code=MFB,Ruffin McNeill,people,2015
East Carolina Pirates,http://stats.ncaa.org/team/196/roster/11980,Roster,roster,2015
East Carolina Pirates,http://stats.ncaa.org/team/196/stats/11980,Team Statistics,stats,2015
Eastern Mich. Eagles,http://stats.ncaa.org/teams/history/MFB/204,Team History,history,2015
Eastern Mich. Eagles,http://stats.ncaa.org/people/617?sport_code=MFB,Chris Creighton,people,2015
Eastern Mich. Eagles,http://stats.ncaa.org/team/204/roster/11980,Roster,roster,2015
Eastern Mich. Eagles,http://stats.ncaa.org/team/204/stats/11980,Team Statistics,stats,2015
FIU Panthers,http://stats.ncaa.org/teams/history/MFB/231,Team History,history,2015
FIU Panthers,http://stats.ncaa.org/people/3283?sport_code=MFB,Ron Turner,people,2015
FIU Panthers,http://stats.ncaa.org/team/231/roster/11980,Roster,roster,2015
FIU Panthers,http://stats.ncaa.org/team/231/stats/11980,Team Statistics,stats,2015
Fla. Atlantic Owls,http://stats.ncaa.org/teams/history/MFB/229,Team History,history,2015
Fla. Atlantic Owls,http://stats.ncaa.org/people/42982?sport_code=MFB,Charlie Partridge,people,2015
Fla. Atlantic Owls,http://stats.ncaa.org/team/229/roster/11980,Roster,roster,2015
Fla. Atlantic Owls,http://stats.ncaa.org/team/229/stats/11980,Team Statistics,stats,2015
Florida  Gators,http://stats.ncaa.org/teams/history/MFB/235,Team History,history,2015
Florida  Gators,http://stats.ncaa.org/people/38515?sport_code=MFB,Will Muschamp,people,2015
Florida  Gators,http://stats.ncaa.org/people/44008?sport_code=MFB,D.J. Durkin,people,2015
Florida  Gators,http://stats.ncaa.org/team/235/roster/11980,Roster,roster,2015
Florida  Gators,http://stats.ncaa.org/team/235/stats/11980,Team Statistics,stats,2015
BYU Cougars,http://stats.ncaa.org/teams/history/MFB/77,Team History,history,2015
BYU Cougars,http://stats.ncaa.org/people/24968?sport_code=MFB,Bronco Mendenhall,people,2015
BYU Cougars,http://stats.ncaa.org/team/77/roster/11980,Roster,roster,2015
BYU Cougars,http://stats.ncaa.org/team/77/stats/11980,Team Statistics,stats,2015
Ball St. Cardinals,http://stats.ncaa.org/teams/history/MFB/47,Team History,history,2015
Ball St. Cardinals,http://stats.ncaa.org/people/2969?sport_code=MFB,Pete Lembo,people,2015
Ball St. Cardinals,http://stats.ncaa.org/team/47/roster/11980,Roster,roster,2015
Ball St. Cardinals,http://stats.ncaa.org/team/47/stats/11980,Team Statistics,stats,2015
Baylor Bears,http://stats.ncaa.org/teams/history/MFB/51,Team History,history,2015
Baylor Bears,http://stats.ncaa.org/people/21351?sport_code=MFB,Art Briles,people,2015
Baylor Bears,http://stats.ncaa.org/team/51/roster/11980,Roster,roster,2015
Baylor Bears,http://stats.ncaa.org/team/51/stats/11980,Team Statistics,stats,2015
Boise St. Broncos,http://stats.ncaa.org/teams/history/MFB/66,Team History,history,2015
Boise St. Broncos,http://stats.ncaa.org/people/41686?sport_code=MFB,Bryan Harsin,people,2015
Boise St. Broncos,http://stats.ncaa.org/team/66/roster/11980,Roster,roster,2015
Boise St. Broncos,http://stats.ncaa.org/team/66/stats/11980,Team Statistics,stats,2015
Florida St. Seminoles,http://stats.ncaa.org/teams/history/MFB/234,Team History,history,2015
Florida St. Seminoles,http://stats.ncaa.org/people/37001?sport_code=MFB,Jimbo Fisher,people,2015
Florida St. Seminoles,http://stats.ncaa.org/team/234/roster/11980,Roster,roster,2015
Florida St. Seminoles,http://stats.ncaa.org/team/234/stats/11980,Team Statistics,stats,2015
Fresno St. Bulldogs,http://stats.ncaa.org/teams/history/MFB/96,Team History,history,2015
Fresno St. Bulldogs,http://stats.ncaa.org/people/40878?sport_code=MFB,Tim DeRuyter,people,2015
Fresno St. Bulldogs,http://stats.ncaa.org/team/96/roster/11980,Roster,roster,2015
Fresno St. Bulldogs,http://stats.ncaa.org/team/96/stats/11980,Team Statistics,stats,2015
Ga. Southern Eagles,http://stats.ncaa.org/teams/history/MFB/253,Team History,history,2015
Ga. Southern Eagles,http://stats.ncaa.org/people/3953?sport_code=MFB,Willie Fritz,people,2015
Ga. Southern Eagles,http://stats.ncaa.org/team/253/roster/11980,Roster,roster,2015
Ga. Southern Eagles,http://stats.ncaa.org/team/253/stats/11980,Team Statistics,stats,2015
Georgia  Bulldogs,http://stats.ncaa.org/teams/history/MFB/257,Team History,history,2015
Georgia  Bulldogs,http://stats.ncaa.org/people/2504?sport_code=MFB,Mark Richt,people,2015
Georgia  Bulldogs,http://stats.ncaa.org/team/257/roster/11980,Roster,roster,2015
Georgia  Bulldogs,http://stats.ncaa.org/team/257/stats/11980,Team Statistics,stats,2015
