team,link,txt,key,year
Georgia St. Panthers,http://stats.ncaa.org/teams/history/MFB/254,Team History,history,2015
Georgia St. Panthers,http://stats.ncaa.org/people/33449?sport_code=MFB,Trent Miles,people,2015
Georgia St. Panthers,http://stats.ncaa.org/team/254/roster/11980,Roster,roster,2015
Georgia St. Panthers,http://stats.ncaa.org/team/254/stats/11980,Team Statistics,stats,2015
Georgia Tech Yellow Jackets,http://stats.ncaa.org/teams/history/MFB/255,Team History,history,2015
Georgia Tech Yellow Jackets,http://stats.ncaa.org/people/2926?sport_code=MFB,Paul Johnson,people,2015
Georgia Tech Yellow Jackets,http://stats.ncaa.org/team/255/roster/11980,Roster,roster,2015
Georgia Tech Yellow Jackets,http://stats.ncaa.org/team/255/stats/11980,Team Statistics,stats,2015
Hawaii  Rainbow Warriors,http://stats.ncaa.org/teams/history/MFB/277,Team History,history,2015
Hawaii  Rainbow Warriors,http://stats.ncaa.org/people/40879?sport_code=MFB,Norm Chow,people,2015
Hawaii  Rainbow Warriors,http://stats.ncaa.org/team/277/roster/11980,Roster,roster,2015
Hawaii  Rainbow Warriors,http://stats.ncaa.org/team/277/stats/11980,Team Statistics,stats,2015
Houston  Cougars,http://stats.ncaa.org/teams/history/MFB/288,Team History,history,2015
Houston  Cougars,http://stats.ncaa.org/people/44010?sport_code=MFB,David Gibbs,people,2015
Houston  Cougars,http://stats.ncaa.org/people/40880?sport_code=MFB,Tony Levine,people,2015
Houston  Cougars,http://stats.ncaa.org/team/288/roster/11980,Roster,roster,2015
Houston  Cougars,http://stats.ncaa.org/team/288/stats/11980,Team Statistics,stats,2015
Idaho  Vandals,http://stats.ncaa.org/teams/history/MFB/295,Team History,history,2015
Idaho  Vandals,http://stats.ncaa.org/people/41709?sport_code=MFB,Paul Petrino,people,2015
Idaho  Vandals,http://stats.ncaa.org/team/295/roster/11980,Roster,roster,2015
Idaho  Vandals,http://stats.ncaa.org/team/295/stats/11980,Team Statistics,stats,2015
Illinois  Fighting Illini,http://stats.ncaa.org/teams/history/MFB/301,Team History,history,2015
Illinois  Fighting Illini,http://stats.ncaa.org/people/35872?sport_code=MFB,Tim Beckman,people,2015
Illinois  Fighting Illini,http://stats.ncaa.org/team/301/roster/11980,Roster,roster,2015
Illinois  Fighting Illini,http://stats.ncaa.org/team/301/stats/11980,Team Statistics,stats,2015
Indiana  Hoosiers,http://stats.ncaa.org/teams/history/MFB/306,Team History,history,2015
Indiana  Hoosiers,http://stats.ncaa.org/people/38534?sport_code=MFB,Kevin Wilson,people,2015
Indiana  Hoosiers,http://stats.ncaa.org/team/306/roster/11980,Roster,roster,2015
Indiana  Hoosiers,http://stats.ncaa.org/team/306/stats/11980,Team Statistics,stats,2015
Iowa  Hawkeyes,http://stats.ncaa.org/teams/history/MFB/312,Team History,history,2015
Iowa  Hawkeyes,http://stats.ncaa.org/people/2233?sport_code=MFB,Kirk Ferentz,people,2015
Iowa  Hawkeyes,http://stats.ncaa.org/team/312/roster/11980,Roster,roster,2015
Iowa  Hawkeyes,http://stats.ncaa.org/team/312/stats/11980,Team Statistics,stats,2015
Iowa St. Cyclones,http://stats.ncaa.org/teams/history/MFB/311,Team History,history,2015
Iowa St. Cyclones,http://stats.ncaa.org/people/35865?sport_code=MFB,Paul Rhoads,people,2015
Iowa St. Cyclones,http://stats.ncaa.org/team/311/roster/11980,Roster,roster,2015
Iowa St. Cyclones,http://stats.ncaa.org/team/311/stats/11980,Team Statistics,stats,2015
Kansas  Jayhawks,http://stats.ncaa.org/teams/history/MFB/328,Team History,history,2015
Kansas  Jayhawks,http://stats.ncaa.org/people/25046?sport_code=MFB,Charlie Weis,people,2015
Kansas  Jayhawks,http://stats.ncaa.org/people/44012?sport_code=MFB,Clint Bowen,people,2015
Kansas  Jayhawks,http://stats.ncaa.org/team/328/roster/11980,Roster,roster,2015
Kansas  Jayhawks,http://stats.ncaa.org/team/328/stats/11980,Team Statistics,stats,2015
Kansas St. Wildcats,http://stats.ncaa.org/teams/history/MFB/327,Team History,history,2015
Kansas St. Wildcats,http://stats.ncaa.org/people/253?sport_code=MFB,Bill Snyder,people,2015
Kansas St. Wildcats,http://stats.ncaa.org/team/327/roster/11980,Roster,roster,2015
Kansas St. Wildcats,http://stats.ncaa.org/team/327/stats/11980,Team Statistics,stats,2015
Kent St. Golden Flashes,http://stats.ncaa.org/teams/history/MFB/331,Team History,history,2015
Kent St. Golden Flashes,http://stats.ncaa.org/people/41500?sport_code=MFB,Paul Haynes,people,2015
Kent St. Golden Flashes,http://stats.ncaa.org/team/331/roster/11980,Roster,roster,2015
Kent St. Golden Flashes,http://stats.ncaa.org/team/331/stats/11980,Team Statistics,stats,2015
Kentucky  Wildcats,http://stats.ncaa.org/teams/history/MFB/334,Team History,history,2015
Kentucky  Wildcats,http://stats.ncaa.org/people/41710?sport_code=MFB,Mark Stoops,people,2015
Kentucky  Wildcats,http://stats.ncaa.org/team/334/roster/11980,Roster,roster,2015
Kentucky  Wildcats,http://stats.ncaa.org/team/334/stats/11980,Team Statistics,stats,2015
LSU Fighting Tigers,http://stats.ncaa.org/teams/history/MFB/365,Team History,history,2015
LSU Fighting Tigers,http://stats.ncaa.org/people/2361?sport_code=MFB,Les Miles,people,2015
LSU Fighting Tigers,http://stats.ncaa.org/team/365/roster/11980,Roster,roster,2015
LSU Fighting Tigers,http://stats.ncaa.org/team/365/stats/11980,Team Statistics,stats,2015
La.-Monroe Warhawks,http://stats.ncaa.org/teams/history/MFB/498,Team History,history,2015
La.-Monroe Warhawks,http://stats.ncaa.org/people/3710?sport_code=MFB,Todd Berry,people,2015
La.-Monroe Warhawks,http://stats.ncaa.org/team/498/roster/11980,Roster,roster,2015
La.-Monroe Warhawks,http://stats.ncaa.org/team/498/stats/11980,Team Statistics,stats,2015
Louisiana Ragin' Cajuns,http://stats.ncaa.org/teams/history/MFB/671,Team History,history,2015
Louisiana Ragin' Cajuns,http://stats.ncaa.org/people/20684?sport_code=MFB,Mark Hudspeth,people,2015
Louisiana Ragin' Cajuns,http://stats.ncaa.org/team/671/roster/11980,Roster,roster,2015
Louisiana Ragin' Cajuns,http://stats.ncaa.org/team/671/stats/11980,Team Statistics,stats,2015
Louisiana Tech Bulldogs,http://stats.ncaa.org/teams/history/MFB/366,Team History,history,2015
Louisiana Tech Bulldogs,http://stats.ncaa.org/people/25072?sport_code=MFB,Skip Holtz,people,2015
Louisiana Tech Bulldogs,http://stats.ncaa.org/team/366/roster/11980,Roster,roster,2015
Louisiana Tech Bulldogs,http://stats.ncaa.org/team/366/stats/11980,Team Statistics,stats,2015
"Maryland  Terrapins, Terps",http://stats.ncaa.org/teams/history/MFB/392,Team History,history,2015
"Maryland  Terrapins, Terps",http://stats.ncaa.org/people/3032?sport_code=MFB,Randy Edsall,people,2015
"Maryland  Terrapins, Terps",http://stats.ncaa.org/team/392/roster/11980,Roster,roster,2015
"Maryland  Terrapins, Terps",http://stats.ncaa.org/team/392/stats/11980,Team Statistics,stats,2015
Massachusetts  Minutemen,http://stats.ncaa.org/teams/history/MFB/400,Team History,history,2015
Massachusetts  Minutemen,http://stats.ncaa.org/people/2517?sport_code=MFB,Mark Whipple,people,2015
Massachusetts  Minutemen,http://stats.ncaa.org/team/400/roster/11980,Roster,roster,2015
Massachusetts  Minutemen,http://stats.ncaa.org/team/400/stats/11980,Team Statistics,stats,2015
Memphis  Tigers,http://stats.ncaa.org/teams/history/MFB/404,Team History,history,2015
Memphis  Tigers,http://stats.ncaa.org/people/40881?sport_code=MFB,Justin Fuente,people,2015
Memphis  Tigers,http://stats.ncaa.org/team/404/roster/11980,Roster,roster,2015
Memphis  Tigers,http://stats.ncaa.org/team/404/stats/11980,Team Statistics,stats,2015
Miami (FL) Hurricanes,http://stats.ncaa.org/teams/history/MFB/415,Team History,history,2015
Miami (FL) Hurricanes,http://stats.ncaa.org/people/28007?sport_code=MFB,Al Golden,people,2015
Miami (FL) Hurricanes,http://stats.ncaa.org/team/415/roster/11980,Roster,roster,2015
Miami (FL) Hurricanes,http://stats.ncaa.org/team/415/stats/11980,Team Statistics,stats,2015
Miami (OH) RedHawks,http://stats.ncaa.org/teams/history/MFB/414,Team History,history,2015
Miami (OH) RedHawks,http://stats.ncaa.org/people/22568?sport_code=MFB,Chuck Martin,people,2015
Miami (OH) RedHawks,http://stats.ncaa.org/team/414/roster/11980,Roster,roster,2015
Miami (OH) RedHawks,http://stats.ncaa.org/team/414/stats/11980,Team Statistics,stats,2015
Michigan  Wolverines,http://stats.ncaa.org/teams/history/MFB/418,Team History,history,2015
Michigan  Wolverines,http://stats.ncaa.org/people/21342?sport_code=MFB,Brady Hoke,people,2015
Michigan  Wolverines,http://stats.ncaa.org/team/418/roster/11980,Roster,roster,2015
Michigan  Wolverines,http://stats.ncaa.org/team/418/stats/11980,Team Statistics,stats,2015
Michigan St. Spartans,http://stats.ncaa.org/teams/history/MFB/416,Team History,history,2015
Michigan St. Spartans,http://stats.ncaa.org/people/24978?sport_code=MFB,Mark Dantonio,people,2015
Michigan St. Spartans,http://stats.ncaa.org/team/416/roster/11980,Roster,roster,2015
Michigan St. Spartans,http://stats.ncaa.org/team/416/stats/11980,Team Statistics,stats,2015
Middle Tenn. Blue Raiders,http://stats.ncaa.org/teams/history/MFB/419,Team History,history,2015
Middle Tenn. Blue Raiders,http://stats.ncaa.org/people/28004?sport_code=MFB,Rick Stockstill,people,2015
Middle Tenn. Blue Raiders,http://stats.ncaa.org/team/419/roster/11980,Roster,roster,2015
Middle Tenn. Blue Raiders,http://stats.ncaa.org/team/419/stats/11980,Team Statistics,stats,2015
Mississippi St. Bulldogs,http://stats.ncaa.org/teams/history/MFB/430,Team History,history,2015
Mississippi St. Bulldogs,http://stats.ncaa.org/people/35867?sport_code=MFB,Dan Mullen,people,2015
Mississippi St. Bulldogs,http://stats.ncaa.org/team/430/roster/11980,Roster,roster,2015
Mississippi St. Bulldogs,http://stats.ncaa.org/team/430/stats/11980,Team Statistics,stats,2015
NC State Wolfpack,http://stats.ncaa.org/teams/history/MFB/490,Team History,history,2015
NC State Wolfpack,http://stats.ncaa.org/people/38542?sport_code=MFB,Dave Doeren,people,2015
NC State Wolfpack,http://stats.ncaa.org/team/490/roster/11980,Roster,roster,2015
NC State Wolfpack,http://stats.ncaa.org/team/490/stats/11980,Team Statistics,stats,2015
Navy Midshipmen,http://stats.ncaa.org/teams/history/MFB/726,Team History,history,2015
Navy Midshipmen,http://stats.ncaa.org/people/33422?sport_code=MFB,Ken Niumatalolo,people,2015
Navy Midshipmen,http://stats.ncaa.org/team/726/roster/11980,Roster,roster,2015
Navy Midshipmen,http://stats.ncaa.org/team/726/stats/11980,Team Statistics,stats,2015
"Nebraska  Cornhuskers, Huskers",http://stats.ncaa.org/teams/history/MFB/463,Team History,history,2015
"Nebraska  Cornhuskers, Huskers",http://stats.ncaa.org/people/25400?sport_code=MFB,Bo Pelini,people,2015
"Nebraska  Cornhuskers, Huskers",http://stats.ncaa.org/people/44016?sport_code=MFB,Barney Cotton,people,2015
"Nebraska  Cornhuskers, Huskers",http://stats.ncaa.org/team/463/roster/11980,Roster,roster,2015
"Nebraska  Cornhuskers, Huskers",http://stats.ncaa.org/team/463/stats/11980,Team Statistics,stats,2015
Nevada  Wolf Pack,http://stats.ncaa.org/teams/history/MFB/466,Team History,history,2015
Nevada  Wolf Pack,http://stats.ncaa.org/people/41711?sport_code=MFB,Brian Polian,people,2015
Nevada  Wolf Pack,http://stats.ncaa.org/team/466/roster/11980,Roster,roster,2015
Nevada  Wolf Pack,http://stats.ncaa.org/team/466/stats/11980,Team Statistics,stats,2015
New Mexico  Lobos,http://stats.ncaa.org/teams/history/MFB/473,Team History,history,2015
New Mexico  Lobos,http://stats.ncaa.org/people/304?sport_code=MFB,Bob Davie,people,2015
New Mexico  Lobos,http://stats.ncaa.org/team/473/roster/11980,Roster,roster,2015
New Mexico  Lobos,http://stats.ncaa.org/team/473/stats/11980,Team Statistics,stats,2015
New Mexico St. Aggies,http://stats.ncaa.org/teams/history/MFB/472,Team History,history,2015
New Mexico St. Aggies,http://stats.ncaa.org/people/1061?sport_code=MFB,Doug Martin,people,2015
New Mexico St. Aggies,http://stats.ncaa.org/team/472/roster/11980,Roster,roster,2015
New Mexico St. Aggies,http://stats.ncaa.org/team/472/stats/11980,Team Statistics,stats,2015
North Carolina  Tar Heels,http://stats.ncaa.org/teams/history/MFB/457,Team History,history,2015
North Carolina  Tar Heels,http://stats.ncaa.org/people/33424?sport_code=MFB,Larry Fedora,people,2015
North Carolina  Tar Heels,http://stats.ncaa.org/team/457/roster/11980,Roster,roster,2015
North Carolina  Tar Heels,http://stats.ncaa.org/team/457/stats/11980,Team Statistics,stats,2015
North Texas Mean Green,http://stats.ncaa.org/teams/history/MFB/497,Team History,history,2015
North Texas Mean Green,http://stats.ncaa.org/people/750?sport_code=MFB,Dan McCarney,people,2015
North Texas Mean Green,http://stats.ncaa.org/team/497/roster/11980,Roster,roster,2015
North Texas Mean Green,http://stats.ncaa.org/team/497/stats/11980,Team Statistics,stats,2015
Northern Ill. Huskies,http://stats.ncaa.org/teams/history/MFB/503,Team History,history,2015
Northern Ill. Huskies,http://stats.ncaa.org/people/41712?sport_code=MFB,Rod Carey,people,2015
Northern Ill. Huskies,http://stats.ncaa.org/team/503/roster/11980,Roster,roster,2015
Northern Ill. Huskies,http://stats.ncaa.org/team/503/stats/11980,Team Statistics,stats,2015
Northwestern Wildcats,http://stats.ncaa.org/teams/history/MFB/509,Team History,history,2015
Northwestern Wildcats,http://stats.ncaa.org/people/29792?sport_code=MFB,Pat Fitzgerald,people,2015
Northwestern Wildcats,http://stats.ncaa.org/team/509/roster/11980,Roster,roster,2015
Northwestern Wildcats,http://stats.ncaa.org/team/509/stats/11980,Team Statistics,stats,2015
Notre Dame Fighting Irish,http://stats.ncaa.org/teams/history/MFB/513,Team History,history,2015
Notre Dame Fighting Irish,http://stats.ncaa.org/people/434?sport_code=MFB,Brian Kelly,people,2015
Notre Dame Fighting Irish,http://stats.ncaa.org/team/513/roster/11980,Roster,roster,2015
Notre Dame Fighting Irish,http://stats.ncaa.org/team/513/stats/11980,Team Statistics,stats,2015
Ohio Bobcats,http://stats.ncaa.org/teams/history/MFB/519,Team History,history,2015
Ohio Bobcats,http://stats.ncaa.org/people/1208?sport_code=MFB,Frank Solich,people,2015
Ohio Bobcats,http://stats.ncaa.org/team/519/roster/11980,Roster,roster,2015
Ohio Bobcats,http://stats.ncaa.org/team/519/stats/11980,Team Statistics,stats,2015
Ohio St. Buckeyes,http://stats.ncaa.org/teams/history/MFB/518,Team History,history,2015
Ohio St. Buckeyes,http://stats.ncaa.org/people/3864?sport_code=MFB,Urban Meyer,people,2015
Ohio St. Buckeyes,http://stats.ncaa.org/team/518/roster/11980,Roster,roster,2015
Ohio St. Buckeyes,http://stats.ncaa.org/team/518/stats/11980,Team Statistics,stats,2015
Oklahoma  Sooners,http://stats.ncaa.org/teams/history/MFB/522,Team History,history,2015
Oklahoma  Sooners,http://stats.ncaa.org/people/358?sport_code=MFB,Bob Stoops,people,2015
Oklahoma  Sooners,http://stats.ncaa.org/team/522/roster/11980,Roster,roster,2015
Oklahoma  Sooners,http://stats.ncaa.org/team/522/stats/11980,Team Statistics,stats,2015
Oklahoma St. Cowboys,http://stats.ncaa.org/teams/history/MFB/521,Team History,history,2015
Oklahoma St. Cowboys,http://stats.ncaa.org/people/25077?sport_code=MFB,Mike Gundy,people,2015
Oklahoma St. Cowboys,http://stats.ncaa.org/team/521/roster/11980,Roster,roster,2015
Oklahoma St. Cowboys,http://stats.ncaa.org/team/521/stats/11980,Team Statistics,stats,2015
Old Dominion Monarchs,http://stats.ncaa.org/teams/history/MFB/523,Team History,history,2015
Old Dominion Monarchs,http://stats.ncaa.org/people/31380?sport_code=MFB,Bobby Wilder,people,2015
Old Dominion Monarchs,http://stats.ncaa.org/team/523/roster/11980,Roster,roster,2015
Old Dominion Monarchs,http://stats.ncaa.org/team/523/stats/11980,Team Statistics,stats,2015
Ole Miss Rebels,http://stats.ncaa.org/teams/history/MFB/433,Team History,history,2015
Ole Miss Rebels,http://stats.ncaa.org/people/38512?sport_code=MFB,Hugh Freeze,people,2015
Ole Miss Rebels,http://stats.ncaa.org/team/433/roster/11980,Roster,roster,2015
Ole Miss Rebels,http://stats.ncaa.org/team/433/stats/11980,Team Statistics,stats,2015
Oregon  Ducks,http://stats.ncaa.org/teams/history/MFB/529,Team History,history,2015
Oregon  Ducks,http://stats.ncaa.org/people/41683?sport_code=MFB,Mark Helfrich,people,2015
Oregon  Ducks,http://stats.ncaa.org/team/529/roster/11980,Roster,roster,2015
Oregon  Ducks,http://stats.ncaa.org/team/529/stats/11980,Team Statistics,stats,2015
Oregon St. Beavers,http://stats.ncaa.org/teams/history/MFB/528,Team History,history,2015
Oregon St. Beavers,http://stats.ncaa.org/people/15427?sport_code=MFB,Mike Riley,people,2015
Oregon St. Beavers,http://stats.ncaa.org/team/528/roster/11980,Roster,roster,2015
Oregon St. Beavers,http://stats.ncaa.org/team/528/stats/11980,Team Statistics,stats,2015
Penn St. Nittany Lions,http://stats.ncaa.org/teams/history/MFB/539,Team History,history,2015
Penn St. Nittany Lions,http://stats.ncaa.org/people/38549?sport_code=MFB,James Franklin,people,2015
Penn St. Nittany Lions,http://stats.ncaa.org/team/539/roster/11980,Roster,roster,2015
Penn St. Nittany Lions,http://stats.ncaa.org/team/539/stats/11980,Team Statistics,stats,2015
Pittsburgh  Panthers,http://stats.ncaa.org/teams/history/MFB/545,Team History,history,2015
Pittsburgh  Panthers,http://stats.ncaa.org/people/25784?sport_code=MFB,Paul Chryst,people,2015
Pittsburgh  Panthers,http://stats.ncaa.org/people/44018?sport_code=MFB,Joe Rudolph,people,2015
Pittsburgh  Panthers,http://stats.ncaa.org/team/545/roster/11980,Roster,roster,2015
Pittsburgh  Panthers,http://stats.ncaa.org/team/545/stats/11980,Team Statistics,stats,2015
Rice Owls,http://stats.ncaa.org/teams/history/MFB/574,Team History,history,2015
Rice Owls,http://stats.ncaa.org/people/25058?sport_code=MFB,David Bailiff,people,2015
Rice Owls,http://stats.ncaa.org/team/574/roster/11980,Roster,roster,2015
Rice Owls,http://stats.ncaa.org/team/574/stats/11980,Team Statistics,stats,2015
Rutgers Scarlet Knights,http://stats.ncaa.org/teams/history/MFB/587,Team History,history,2015
Rutgers Scarlet Knights,http://stats.ncaa.org/people/37122?sport_code=MFB,Kyle Flood,people,2015
Rutgers Scarlet Knights,http://stats.ncaa.org/team/587/roster/11980,Roster,roster,2015
Rutgers Scarlet Knights,http://stats.ncaa.org/team/587/stats/11980,Team Statistics,stats,2015
SMU Mustangs,http://stats.ncaa.org/teams/history/MFB/663,Team History,history,2015
SMU Mustangs,http://stats.ncaa.org/people/2054?sport_code=MFB,June Jones,people,2015
SMU Mustangs,http://stats.ncaa.org/people/23463?sport_code=MFB,Tom Mason,people,2015
SMU Mustangs,http://stats.ncaa.org/team/663/roster/11980,Roster,roster,2015
SMU Mustangs,http://stats.ncaa.org/team/663/stats/11980,Team Statistics,stats,2015
San Diego St. Aztecs,http://stats.ncaa.org/teams/history/MFB/626,Team History,history,2015
San Diego St. Aztecs,http://stats.ncaa.org/people/3211?sport_code=MFB,Rocky Long,people,2015
San Diego St. Aztecs,http://stats.ncaa.org/team/626/roster/11980,Roster,roster,2015
San Diego St. Aztecs,http://stats.ncaa.org/team/626/stats/11980,Team Statistics,stats,2015
San Jose St. Spartans,http://stats.ncaa.org/teams/history/MFB/630,Team History,history,2015
San Jose St. Spartans,http://stats.ncaa.org/people/31313?sport_code=MFB,Ron Caragher,people,2015
San Jose St. Spartans,http://stats.ncaa.org/team/630/roster/11980,Roster,roster,2015
San Jose St. Spartans,http://stats.ncaa.org/team/630/stats/11980,Team Statistics,stats,2015
South Ala. Jaguars,http://stats.ncaa.org/teams/history/MFB/646,Team History,history,2015
South Ala. Jaguars,http://stats.ncaa.org/people/40974?sport_code=MFB,Joey Jones,people,2015
South Ala. Jaguars,http://stats.ncaa.org/team/646/roster/11980,Roster,roster,2015
South Ala. Jaguars,http://stats.ncaa.org/team/646/stats/11980,Team Statistics,stats,2015
South Carolina  Gamecocks,http://stats.ncaa.org/teams/history/MFB/648,Team History,history,2015
South Carolina  Gamecocks,http://stats.ncaa.org/people/3529?sport_code=MFB,Steve Spurrier,people,2015
South Carolina  Gamecocks,http://stats.ncaa.org/team/648/roster/11980,Roster,roster,2015
South Carolina  Gamecocks,http://stats.ncaa.org/team/648/stats/11980,Team Statistics,stats,2015
Southern California Trojans,http://stats.ncaa.org/teams/history/MFB/657,Team History,history,2015
Southern California Trojans,http://stats.ncaa.org/people/35875?sport_code=MFB,Steve Sarkisian,people,2015
Southern California Trojans,http://stats.ncaa.org/team/657/roster/11980,Roster,roster,2015
Southern California Trojans,http://stats.ncaa.org/team/657/stats/11980,Team Statistics,stats,2015
Southern Miss.  Golden Eagles,http://stats.ncaa.org/teams/history/MFB/664,Team History,history,2015
Southern Miss.  Golden Eagles,http://stats.ncaa.org/people/41716?sport_code=MFB,Todd Monken,people,2015
Southern Miss.  Golden Eagles,http://stats.ncaa.org/team/664/roster/11980,Roster,roster,2015
Southern Miss.  Golden Eagles,http://stats.ncaa.org/team/664/stats/11980,Team Statistics,stats,2015
Stanford Cardinal,http://stats.ncaa.org/teams/history/MFB/674,Team History,history,2015
Stanford Cardinal,http://stats.ncaa.org/people/38546?sport_code=MFB,David Shaw,people,2015
Stanford Cardinal,http://stats.ncaa.org/team/674/roster/11980,Roster,roster,2015
Stanford Cardinal,http://stats.ncaa.org/team/674/stats/11980,Team Statistics,stats,2015
Syracuse  Orange,http://stats.ncaa.org/teams/history/MFB/688,Team History,history,2015
Syracuse  Orange,http://stats.ncaa.org/people/41717?sport_code=MFB,Scott Shafer,people,2015
Syracuse  Orange,http://stats.ncaa.org/team/688/roster/11980,Roster,roster,2015
Syracuse  Orange,http://stats.ncaa.org/team/688/stats/11980,Team Statistics,stats,2015
TCU Horned Frogs,http://stats.ncaa.org/teams/history/MFB/698,Team History,history,2015
TCU Horned Frogs,http://stats.ncaa.org/people/1268?sport_code=MFB,Gary Patterson,people,2015
TCU Horned Frogs,http://stats.ncaa.org/team/698/roster/11980,Roster,roster,2015
TCU Horned Frogs,http://stats.ncaa.org/team/698/stats/11980,Team Statistics,stats,2015
Temple  Owls,http://stats.ncaa.org/teams/history/MFB/690,Team History,history,2015
Temple  Owls,http://stats.ncaa.org/people/41718?sport_code=MFB,Matt Rhule,people,2015
Temple  Owls,http://stats.ncaa.org/team/690/roster/11980,Roster,roster,2015
Temple  Owls,http://stats.ncaa.org/team/690/stats/11980,Team Statistics,stats,2015
Tennessee  Volunteers,http://stats.ncaa.org/teams/history/MFB/694,Team History,history,2015
Tennessee  Volunteers,http://stats.ncaa.org/people/31752?sport_code=MFB,Butch Jones,people,2015
Tennessee  Volunteers,http://stats.ncaa.org/team/694/roster/11980,Roster,roster,2015
Tennessee  Volunteers,http://stats.ncaa.org/team/694/stats/11980,Team Statistics,stats,2015
Texas  Longhorns,http://stats.ncaa.org/teams/history/MFB/703,Team History,history,2015
Texas  Longhorns,http://stats.ncaa.org/people/25309?sport_code=MFB,Charlie Strong,people,2015
Texas  Longhorns,http://stats.ncaa.org/team/703/roster/11980,Roster,roster,2015
Texas  Longhorns,http://stats.ncaa.org/team/703/stats/11980,Team Statistics,stats,2015
Texas A&M Aggies,http://stats.ncaa.org/teams/history/MFB/697,Team History,history,2015
Texas A&M Aggies,http://stats.ncaa.org/people/33421?sport_code=MFB,Kevin Sumlin,people,2015
Texas A&M Aggies,http://stats.ncaa.org/team/697/roster/11980,Roster,roster,2015
Texas A&M Aggies,http://stats.ncaa.org/team/697/stats/11980,Team Statistics,stats,2015
Texas St. Bobcats,http://stats.ncaa.org/teams/history/MFB/670,Team History,history,2015
Texas St. Bobcats,http://stats.ncaa.org/people/945?sport_code=MFB,Dennis Franchione,people,2015
Texas St. Bobcats,http://stats.ncaa.org/team/670/roster/11980,Roster,roster,2015
Texas St. Bobcats,http://stats.ncaa.org/team/670/stats/11980,Team Statistics,stats,2015
Toledo  Rockets,http://stats.ncaa.org/teams/history/MFB/709,Team History,history,2015
Toledo  Rockets,http://stats.ncaa.org/people/22364?sport_code=MFB,Matt Campbell,people,2015
Toledo  Rockets,http://stats.ncaa.org/team/709/roster/11980,Roster,roster,2015
Toledo  Rockets,http://stats.ncaa.org/team/709/stats/11980,Team Statistics,stats,2015
Troy Trojans,http://stats.ncaa.org/teams/history/MFB/716,Team History,history,2015
Troy Trojans,http://stats.ncaa.org/people/2269?sport_code=MFB,Larry Blakeney,people,2015
Troy Trojans,http://stats.ncaa.org/team/716/roster/11980,Roster,roster,2015
Troy Trojans,http://stats.ncaa.org/team/716/stats/11980,Team Statistics,stats,2015
Tulane Green Wave,http://stats.ncaa.org/teams/history/MFB/718,Team History,history,2015
Tulane Green Wave,http://stats.ncaa.org/people/39897?sport_code=MFB,Curtis Johnson,people,2015
Tulane Green Wave,http://stats.ncaa.org/team/718/roster/11980,Roster,roster,2015
Tulane Green Wave,http://stats.ncaa.org/team/718/stats/11980,Team Statistics,stats,2015
Tulsa  Golden Hurricane,http://stats.ncaa.org/teams/history/MFB/719,Team History,history,2015
Tulsa  Golden Hurricane,http://stats.ncaa.org/people/38548?sport_code=MFB,Bill Blankenship,people,2015
Tulsa  Golden Hurricane,http://stats.ncaa.org/team/719/roster/11980,Roster,roster,2015
Tulsa  Golden Hurricane,http://stats.ncaa.org/team/719/stats/11980,Team Statistics,stats,2015
UCF Knights,http://stats.ncaa.org/teams/history/MFB/128,Team History,history,2015
UCF Knights,http://stats.ncaa.org/people/1312?sport_code=MFB,George O'Leary,people,2015
UCF Knights,http://stats.ncaa.org/team/128/roster/11980,Roster,roster,2015
UCF Knights,http://stats.ncaa.org/team/128/stats/11980,Team Statistics,stats,2015
UCLA Bruins,http://stats.ncaa.org/teams/history/MFB/110,Team History,history,2015
UCLA Bruins,http://stats.ncaa.org/people/13944?sport_code=MFB,Jim L. Mora,people,2015
UCLA Bruins,http://stats.ncaa.org/team/110/roster/11980,Roster,roster,2015
UCLA Bruins,http://stats.ncaa.org/team/110/stats/11980,Team Statistics,stats,2015
"UConn Huskies, UConn",http://stats.ncaa.org/teams/history/MFB/164,Team History,history,2015
"UConn Huskies, UConn",http://stats.ncaa.org/people/42979?sport_code=MFB,Bob Diaco,people,2015
"UConn Huskies, UConn",http://stats.ncaa.org/team/164/roster/11980,Roster,roster,2015
"UConn Huskies, UConn",http://stats.ncaa.org/team/164/stats/11980,Team Statistics,stats,2015
UNLV Rebels,http://stats.ncaa.org/teams/history/MFB/465,Team History,history,2015
UNLV Rebels,http://stats.ncaa.org/people/21446?sport_code=MFB,Bobby Hauck,people,2015
UNLV Rebels,http://stats.ncaa.org/team/465/roster/11980,Roster,roster,2015
UNLV Rebels,http://stats.ncaa.org/team/465/stats/11980,Team Statistics,stats,2015
UTEP Miners,http://stats.ncaa.org/teams/history/MFB/704,Team History,history,2015
UTEP Miners,http://stats.ncaa.org/people/41719?sport_code=MFB,Sean Kugler,people,2015
UTEP Miners,http://stats.ncaa.org/team/704/roster/11980,Roster,roster,2015
UTEP Miners,http://stats.ncaa.org/team/704/stats/11980,Team Statistics,stats,2015
UTSA Roadrunners,http://stats.ncaa.org/teams/history/MFB/706,Team History,history,2015
UTSA Roadrunners,http://stats.ncaa.org/people/2271?sport_code=MFB,Larry Coker,people,2015
UTSA Roadrunners,http://stats.ncaa.org/team/706/roster/11980,Roster,roster,2015
UTSA Roadrunners,http://stats.ncaa.org/team/706/stats/11980,Team Statistics,stats,2015
