Date,Opponent,Result,G,FGM,FGA,FGBlocksAllowed,LongFGM,Team,OffenseDefense
11/12/2016,@ Arizona,W 49 - 24,1/,1,4,nan,23,Colorado Buffaloes,Defense
11/19/2016,Washington St.,W 38 - 24,1/,1,2,nan,46,Colorado Buffaloes,Offense
11/19/2016,Washington St.,W 38 - 24,1/,1,2,nan,28,Colorado Buffaloes,Defense
11/26/2016,Utah,W 27 - 22,1/,2,2,nan,25,Colorado Buffaloes,Offense
11/26/2016,Utah,W 27 - 22,1/,3,4,nan,23,Colorado Buffaloes,Defense
12/02/2016,"Washington @ Santa Clara, Calif.",L 10 - 41,1/,1,1,nan,24,Colorado Buffaloes,Offense
12/02/2016,"Washington @ Santa Clara, Calif.",L 10 - 41,1/,2,2,nan,24,Colorado Buffaloes,Defense
12/29/2016,"Oklahoma St. @ San Antonio, Texas",L 8 - 38,1/,nan,1,nan,nan,Colorado Buffaloes,Offense
12/29/2016,"Oklahoma St. @ San Antonio, Texas",L 8 - 38,1/,1,2,nan,28,Colorado Buffaloes,Defense
09/03/2016,@ Lamar University,W 38 - 14,1/,3,5/,nan,40,Coastal Caro. Chanticleers,Offense
09/03/2016,@ Lamar University,W 38 - 14,1/,nan,1,nan,nan,Coastal Caro. Chanticleers,Defense
09/10/2016,Florida A&M,W 49 - 10,1/,nan,nan,nan,nan,Coastal Caro. Chanticleers,Offense
09/10/2016,Florida A&M,W 49 - 10,1/,1,2,nan,35,Coastal Caro. Chanticleers,Defense
09/17/2016,@ Jacksonville St.,L 26 - 27,1/,1,2,nan,49/,Coastal Caro. Chanticleers,Offense
09/17/2016,@ Jacksonville St.,L 26 - 27,1/,nan,1,1/,nan,Coastal Caro. Chanticleers,Defense
09/24/2016,Furman,W 41 - 21,1/,2,2,nan,43,Coastal Caro. Chanticleers,Offense
09/24/2016,Furman,W 41 - 21,1/,nan,1,1,nan,Coastal Caro. Chanticleers,Defense
10/01/2016,Charleston So.,L 58 - 59 (1OT),1/,1,1,nan,35,Coastal Caro. Chanticleers,Offense
10/01/2016,Charleston So.,L 58 - 59 (1OT),1/,1,1,nan,37,Coastal Caro. Chanticleers,Defense
10/15/2016,@ Gardner-Webb,W 17 - 7,1/,1,1,nan,23,Coastal Caro. Chanticleers,Offense
10/15/2016,@ Gardner-Webb,W 17 - 7,1/,nan,nan,nan,nan,Coastal Caro. Chanticleers,Defense
10/22/2016,Central Conn. St.,W 33 - 25,1/,2,2,nan,45,Coastal Caro. Chanticleers,Offense
10/22/2016,Central Conn. St.,W 33 - 25,1/,1,1,nan,32,Coastal Caro. Chanticleers,Defense
10/29/2016,@ Presbyterian,W 48 - 17,1/,1,2,nan,44,Coastal Caro. Chanticleers,Offense
10/29/2016,@ Presbyterian,W 48 - 17,1/,1,1,nan,28,Coastal Caro. Chanticleers,Defense
11/05/2016,Monmouth,W 38 - 17,1/,1,1,nan,25,Coastal Caro. Chanticleers,Offense
11/05/2016,Monmouth,W 38 - 17,1/,1,2,1/,45,Coastal Caro. Chanticleers,Defense
11/12/2016,Bryant,W 31 - 21,1/,1,1,nan,25,Coastal Caro. Chanticleers,Offense
11/12/2016,Bryant,W 31 - 21,1/,nan,nan,nan,nan,Coastal Caro. Chanticleers,Defense
11/17/2016,Liberty,W 42 - 7,1/,nan,nan,nan,nan,Coastal Caro. Chanticleers,Offense
11/17/2016,Liberty,W 42 - 7,1/,nan,nan,nan,nan,Coastal Caro. Chanticleers,Defense
11/26/2016,Hampton,W 26 - 7,1/,4/,4,nan,30,Coastal Caro. Chanticleers,Offense
11/26/2016,Hampton,W 26 - 7,1/,nan,1,nan,nan,Coastal Caro. Chanticleers,Defense
09/05/2015,Wofford,W 49 - 10,1/,nan,nan,nan,nan,Clemson Tigers,Offense
09/05/2015,Wofford,W 49 - 10,1/,1,1,nan,37,Clemson Tigers,Defense
09/12/2015,Appalachian St.,W 41 - 10,1/,2,3,nan,47,Clemson Tigers,Offense
09/12/2015,Appalachian St.,W 41 - 10,1/,1,1,nan,31,Clemson Tigers,Defense
09/17/2015,@ Louisville,W 20 - 17,1/,2,2,nan,36,Clemson Tigers,Offense
09/17/2015,@ Louisville,W 20 - 17,1/,1,2,nan,26,Clemson Tigers,Defense
10/03/2015,Notre Dame,W 24 - 22,1/,1,2,nan,35,Clemson Tigers,Offense
10/03/2015,Notre Dame,W 24 - 22,1/,1,1,nan,46,Clemson Tigers,Defense
10/10/2015,Georgia Tech,W 43 - 24,1/,2,2,nan,42,Clemson Tigers,Offense
10/10/2015,Georgia Tech,W 43 - 24,1/,1,1,nan,39,Clemson Tigers,Defense
10/17/2015,Boston College,W 34 - 17,1/,2,2,nan,42,Clemson Tigers,Offense
10/17/2015,Boston College,W 34 - 17,1/,1,1,nan,21,Clemson Tigers,Defense
10/24/2015,@ Miami (FL),W 58 - 0,1/,1,1,nan,30,Clemson Tigers,Offense
10/24/2015,@ Miami (FL),W 58 - 0,1/,nan,nan,nan,nan,Clemson Tigers,Defense
10/31/2015,@ NC State,W 56 - 41,1/,3,3,nan,41,Clemson Tigers,Offense
10/31/2015,@ NC State,W 56 - 41,1/,nan,1,nan,nan,Clemson Tigers,Defense
11/07/2015,Florida St.,W 23 - 13,1/,3,3,nan,34,Clemson Tigers,Offense
11/07/2015,Florida St.,W 23 - 13,1/,2,2,nan,41,Clemson Tigers,Defense
11/14/2015,@ Syracuse,W 37 - 27,1/,3,3,nan,42,Clemson Tigers,Offense
11/14/2015,@ Syracuse,W 37 - 27,1/,2,3,1/,48,Clemson Tigers,Defense
11/21/2015,Wake Forest,W 33 - 13,1/,2,2,nan,40,Clemson Tigers,Offense
11/21/2015,Wake Forest,W 33 - 13,1/,nan,nan,nan,nan,Clemson Tigers,Defense
11/28/2015,@ South Carolina,W 37 - 32,1/,1,1,nan,36,Clemson Tigers,Offense
11/28/2015,@ South Carolina,W 37 - 32,1/,1,2,nan,21,Clemson Tigers,Defense
12/05/2015,"North Carolina @ Charlotte, N.C.",W 45 - 37,1/,1,2,nan,27,Clemson Tigers,Offense
12/05/2015,"North Carolina @ Charlotte, N.C.",W 45 - 37,1/,1,1,nan,30,Clemson Tigers,Defense
12/31/2015,"Oklahoma @ Miami Gardens, Fla.",W 37 - 17,1/,3,4,nan,43,Clemson Tigers,Offense
12/31/2015,"Oklahoma @ Miami Gardens, Fla.",W 37 - 17,1/,1,1,nan,22,Clemson Tigers,Defense
01/11/2016,"Alabama @ Glendale, Ariz.",L 40 - 45,1/,2,3,nan,37,Clemson Tigers,Offense
01/11/2016,"Alabama @ Glendale, Ariz.",L 40 - 45,1/,1,2,nan,33,Clemson Tigers,Defense
09/03/2016,@ Auburn,W 19 - 13,1/,2,2,nan,40,Clemson Tigers,Offense
09/03/2016,@ Auburn,W 19 - 13,1/,2,2,nan,53,Clemson Tigers,Defense
09/10/2016,Troy,W 30 - 24,1/,3,3,nan,34,Clemson Tigers,Offense
09/10/2016,Troy,W 30 - 24,1/,1,2,nan,39,Clemson Tigers,Defense
09/17/2016,South Carolina St.,W 59 - 0,1/,1,2,1/,26,Clemson Tigers,Offense
09/17/2016,South Carolina St.,W 59 - 0,1/,nan,nan,nan,nan,Clemson Tigers,Defense
09/22/2016,@ Georgia Tech,W 26 - 7,1/,1,2,nan,47,Clemson Tigers,Offense
09/22/2016,@ Georgia Tech,W 26 - 7,1/,nan,nan,nan,nan,Clemson Tigers,Defense
10/01/2016,Louisville,W 42 - 36,1/,nan,nan,nan,nan,Clemson Tigers,Offense
10/01/2016,Louisville,W 42 - 36,1/,3,3,nan,28,Clemson Tigers,Defense
10/07/2016,@ Boston College,W 56 - 10,1/,nan,nan,nan,nan,Clemson Tigers,Offense
10/07/2016,@ Boston College,W 56 - 10,1/,1,1,nan,21,Clemson Tigers,Defense
10/15/2016,NC State,W 24 - 17 (1OT),1/,1,1,nan,25,Clemson Tigers,Offense
10/15/2016,NC State,W 24 - 17 (1OT),1/,1,4,1/,28,Clemson Tigers,Defense
10/29/2016,@ Florida St.,W 37 - 34,1/,3,3,nan,46,Clemson Tigers,Offense
10/29/2016,@ Florida St.,W 37 - 34,1/,nan,nan,nan,nan,Clemson Tigers,Defense
11/05/2016,Syracuse,W 54 - 0,1/,2,3,nan,46,Clemson Tigers,Offense
11/05/2016,Syracuse,W 54 - 0,1/,nan,1,nan,nan,Clemson Tigers,Defense
11/12/2016,Pittsburgh,L 42 - 43,1/,nan,nan,nan,nan,Clemson Tigers,Offense
11/12/2016,Pittsburgh,L 42 - 43,1/,1,2,1/,48,Clemson Tigers,Defense
11/19/2016,@ Wake Forest,W 35 - 13,1/,nan,nan,nan,nan,Clemson Tigers,Offense
11/19/2016,@ Wake Forest,W 35 - 13,1/,2,2,nan,42,Clemson Tigers,Defense
11/26/2016,South Carolina,W 56 - 7,1/,nan,1,1/,nan,Clemson Tigers,Offense
11/26/2016,South Carolina,W 56 - 7,1/,nan,nan,nan,nan,Clemson Tigers,Defense
12/03/2016,"Virginia Tech @ Orlando, Fla.",W 42 - 35,1/,nan,nan,nan,nan,Clemson Tigers,Offense
12/03/2016,"Virginia Tech @ Orlando, Fla.",W 42 - 35,1/,nan,nan,nan,nan,Clemson Tigers,Defense
12/31/2016,"Ohio St. @ Glendale, Ariz.",W 31 - 0,1/,1,2,nan,45,Clemson Tigers,Offense
12/31/2016,"Ohio St. @ Glendale, Ariz.",W 31 - 0,1/,nan,2,nan,nan,Clemson Tigers,Defense
01/09/2017,"Alabama @ Tampa, Florida",W 35 - 31,1/,nan,nan,nan,nan,Clemson Tigers,Offense
01/09/2017,"Alabama @ Tampa, Florida",W 35 - 31,1/,1,1,nan,27,Clemson Tigers,Defense
08/30/2014,@ Georgia,L 21 - 45,1/,nan,1,nan,nan,Clemson Tigers,Offense
08/30/2014,@ Georgia,L 21 - 45,1/,1,1,nan,27,Clemson Tigers,Defense
09/06/2014,South Carolina St.,W 73 - 7,1/,3,3,nan,38,Clemson Tigers,Offense
09/06/2014,South Carolina St.,W 73 - 7,1/,nan,nan,nan,nan,Clemson Tigers,Defense
09/20/2014,@ Florida St.,L 17 - 23 (1OT),1/,1,3,nan,30,Clemson Tigers,Offense
09/20/2014,@ Florida St.,L 17 - 23 (1OT),1/,1,1,nan,50,Clemson Tigers,Defense
09/27/2014,North Carolina,W 50 - 35,1/,2,2,nan,45,Clemson Tigers,Offense
09/27/2014,North Carolina,W 50 - 35,1/,nan,nan,nan,nan,Clemson Tigers,Defense
10/04/2014,NC State,W 41 - 0,1/,2,3,nan,43,Clemson Tigers,Offense
10/04/2014,NC State,W 41 - 0,1/,nan,nan,nan,nan,Clemson Tigers,Defense
10/11/2014,Louisville,W 23 - 17,1/,3,3,nan,45,Clemson Tigers,Offense
10/11/2014,Louisville,W 23 - 17,1/,1,1,nan,41,Clemson Tigers,Defense
10/18/2014,@ Boston College,W 17 - 13,1/,1,1,nan,23,Clemson Tigers,Offense
10/18/2014,@ Boston College,W 17 - 13,1/,nan,nan,nan,nan,Clemson Tigers,Defense
10/25/2014,Syracuse,W 16 - 6,1/,3,3,nan,41,Clemson Tigers,Offense
10/25/2014,Syracuse,W 16 - 6,1/,2,3,nan,50,Clemson Tigers,Defense
11/06/2014,@ Wake Forest,W 34 - 20,1/,2,2,nan,39,Clemson Tigers,Offense
11/06/2014,@ Wake Forest,W 34 - 20,1/,2,3,nan,50,Clemson Tigers,Defense
11/15/2014,@ Georgia Tech,L 6 - 28,1/,2,2,nan,32,Clemson Tigers,Offense
11/15/2014,@ Georgia Tech,L 6 - 28,1/,3,4,nan,42,Clemson Tigers,Defense
11/22/2014,Georgia St.,W 28 - 0,1/,nan,1,nan,nan,Clemson Tigers,Offense
11/22/2014,Georgia St.,W 28 - 0,1/,nan,nan,nan,nan,Clemson Tigers,Defense
11/29/2014,South Carolina,W 35 - 17,1/,nan,1,nan,nan,Clemson Tigers,Offense
11/29/2014,South Carolina,W 35 - 17,1/,1,2,nan,47,Clemson Tigers,Defense
12/29/2014,"Oklahoma @ Orlando, Fla.",W 40 - 6,1/,2,3,1/,49,Clemson Tigers,Offense
12/29/2014,"Oklahoma @ Orlando, Fla.",W 40 - 6,1/,nan,nan,nan,nan,Clemson Tigers,Defense
09/12/2014,Toledo,W 58 - 34,1/,1,1,nan,34,Cincinnati Bearcats,Offense
09/12/2014,Toledo,W 58 - 34,1/,2,4,nan,36,Cincinnati Bearcats,Defense
09/20/2014,Miami (OH),W 31 - 24,1/,1,1,nan,21,Cincinnati Bearcats,Offense
09/20/2014,Miami (OH),W 31 - 24,1/,1,2,nan,49,Cincinnati Bearcats,Defense
09/27/2014,@ Ohio St.,L 28 - 50,1/,nan,nan,nan,nan,Cincinnati Bearcats,Offense
09/27/2014,@ Ohio St.,L 28 - 50,1/,2,2,nan,42,Cincinnati Bearcats,Defense
10/04/2014,Memphis,L 14 - 41,1/,nan,1,nan,nan,Cincinnati Bearcats,Offense
10/04/2014,Memphis,L 14 - 41,1/,2,4,nan,20,Cincinnati Bearcats,Defense
10/11/2014,@ Miami (FL),L 34 - 55,1/,2,2,nan,46,Cincinnati Bearcats,Offense
10/11/2014,@ Miami (FL),L 34 - 55,1/,2,2,nan,42,Cincinnati Bearcats,Defense
10/18/2014,@ SMU,W 41 - 3,1/,3,3,nan,40,Cincinnati Bearcats,Offense
10/18/2014,@ SMU,W 41 - 3,1/,1,1,nan,29,Cincinnati Bearcats,Defense
10/24/2014,South Fla.,W 34 - 17,1/,2,2,nan,23,Cincinnati Bearcats,Offense
10/24/2014,South Fla.,W 34 - 17,1/,1,1,nan,44,Cincinnati Bearcats,Defense
10/31/2014,@ Tulane,W 38 - 14,1/,1,1,nan,30,Cincinnati Bearcats,Offense
10/31/2014,@ Tulane,W 38 - 14,1/,nan,1,nan,nan,Cincinnati Bearcats,Defense
11/13/2014,East Carolina,W 54 - 46,1/,2,2,nan,47,Cincinnati Bearcats,Offense
11/13/2014,East Carolina,W 54 - 46,1/,2,4,nan,31,Cincinnati Bearcats,Defense
11/22/2014,@ UConn,W 41 - 0,1/,2,3,nan,44,Cincinnati Bearcats,Offense
11/22/2014,@ UConn,W 41 - 0,1/,nan,1,nan,nan,Cincinnati Bearcats,Defense
11/29/2014,@ Temple,W 14 - 6,1/,nan,nan,nan,nan,Cincinnati Bearcats,Offense
11/29/2014,@ Temple,W 14 - 6,1/,2,3,nan,31,Cincinnati Bearcats,Defense
12/06/2014,Houston,W 38 - 31,1/,1,2,nan,40,Cincinnati Bearcats,Offense
12/06/2014,Houston,W 38 - 31,1/,1,1,nan,27,Cincinnati Bearcats,Defense
12/27/2014,"Virginia Tech @ Annapolis, Md.",L 17 - 33,1/,1,2,nan,25,Cincinnati Bearcats,Offense
12/27/2014,"Virginia Tech @ Annapolis, Md.",L 17 - 33,1/,4,4,nan,49,Cincinnati Bearcats,Defense
09/05/2015,Alabama A&M,W 52 - 10,1/,1,1,nan,35,Cincinnati Bearcats,Offense
09/05/2015,Alabama A&M,W 52 - 10,1/,1,1,nan,28,Cincinnati Bearcats,Defense
09/12/2015,Temple,L 26 - 34,1/,2,3,nan,27,Cincinnati Bearcats,Offense
09/12/2015,Temple,L 26 - 34,1/,2,2,nan,40,Cincinnati Bearcats,Defense
09/19/2015,@ Miami (OH),W 37 - 33,1/,3,3,nan,46,Cincinnati Bearcats,Offense
09/19/2015,@ Miami (OH),W 37 - 33,1/,2,2,nan,22,Cincinnati Bearcats,Defense
09/24/2015,@ Memphis,L 46 - 53,1/,4/,5/,1/,49,Cincinnati Bearcats,Offense
09/24/2015,@ Memphis,L 46 - 53,1/,1,1,nan,40,Cincinnati Bearcats,Defense
10/01/2015,Miami (FL),W 34 - 23,1/,2,2,nan,51,Cincinnati Bearcats,Offense
10/01/2015,Miami (FL),W 34 - 23,1/,3,5/,nan,47,Cincinnati Bearcats,Defense
10/16/2015,@ BYU,L 24 - 38,1/,1,2,1/,29,Cincinnati Bearcats,Offense
10/16/2015,@ BYU,L 24 - 38,1/,1,1,nan,29,Cincinnati Bearcats,Defense
10/24/2015,UConn,W 37 - 13,1/,3,4,nan,38,Cincinnati Bearcats,Offense
10/24/2015,UConn,W 37 - 13,1/,2,2,nan,30,Cincinnati Bearcats,Defense
10/31/2015,UCF,W 52 - 7,1/,1,1,nan,26,Cincinnati Bearcats,Offense
10/31/2015,UCF,W 52 - 7,1/,nan,2,nan,nan,Cincinnati Bearcats,Defense
11/07/2015,@ Houston,L 30 - 33,1/,nan,nan,nan,nan,Cincinnati Bearcats,Offense
11/07/2015,@ Houston,L 30 - 33,1/,1,1,nan,29,Cincinnati Bearcats,Defense
11/14/2015,Tulsa,W 49 - 38,1/,nan,1,nan,nan,Cincinnati Bearcats,Offense
11/14/2015,Tulsa,W 49 - 38,1/,1,2,nan,33,Cincinnati Bearcats,Defense
11/20/2015,@ South Fla.,L 27 - 65,1/,2,2,nan,44,Cincinnati Bearcats,Offense
11/20/2015,@ South Fla.,L 27 - 65,1/,1,1,nan,49,Cincinnati Bearcats,Defense
11/28/2015,@ East Carolina,W 19 - 16,1/,2,3,nan,50,Cincinnati Bearcats,Offense
11/28/2015,@ East Carolina,W 19 - 16,1/,1,1,nan,20,Cincinnati Bearcats,Defense
12/24/2015,"San Diego St. @ Honolulu, HI",L 7 - 42,1/,nan,nan,nan,nan,Cincinnati Bearcats,Offense
12/24/2015,"San Diego St. @ Honolulu, HI",L 7 - 42,1/,nan,nan,nan,nan,Cincinnati Bearcats,Defense
08/31/2013,Purdue,W 42 - 7,1/,nan,nan,nan,nan,Cincinnati Bearcats,Offense
08/31/2013,Purdue,W 42 - 7,1/,nan,1,nan,nan,Cincinnati Bearcats,Defense
09/07/2013,@ Illinois,L 17 - 45,1/,1,1,nan,37,Cincinnati Bearcats,Offense
09/07/2013,@ Illinois,L 17 - 45,1/,1,1,nan,19,Cincinnati Bearcats,Defense
09/14/2013,Northwestern St.,W 66 - 9,1/,1,1,nan,30,Cincinnati Bearcats,Offense
09/14/2013,Northwestern St.,W 66 - 9,1/,1,1,nan,47,Cincinnati Bearcats,Defense
09/21/2013,@ Miami (OH),W 14 - 0,1/,nan,2,1/,nan,Cincinnati Bearcats,Offense
09/21/2013,@ Miami (OH),W 14 - 0,1/,nan,nan,nan,nan,Cincinnati Bearcats,Defense
10/05/2013,@ South Fla.,L 20 - 26,1/,nan,1,1/,nan,Cincinnati Bearcats,Offense
10/05/2013,@ South Fla.,L 20 - 26,1/,4,4,nan,52,Cincinnati Bearcats,Defense
10/11/2013,Temple,W 38 - 20,1/,1,1,nan,44,Cincinnati Bearcats,Offense
10/11/2013,Temple,W 38 - 20,1/,nan,nan,nan,nan,Cincinnati Bearcats,Defense
10/19/2013,UConn,W 41 - 16,1/,nan,1,nan,nan,Cincinnati Bearcats,Offense
10/19/2013,UConn,W 41 - 16,1/,1,2,nan,26,Cincinnati Bearcats,Defense
10/30/2013,@ Memphis,W 34 - 21,1/,nan,1,nan,nan,Cincinnati Bearcats,Offense
10/30/2013,@ Memphis,W 34 - 21,1/,nan,nan,nan,nan,Cincinnati Bearcats,Defense
11/09/2013,SMU,W 28 - 25,1/,nan,nan,nan,nan,Cincinnati Bearcats,Offense
11/09/2013,SMU,W 28 - 25,1/,1,3,nan,24,Cincinnati Bearcats,Defense
11/16/2013,@ Rutgers,W 52 - 17,1/,1,2,nan,30,Cincinnati Bearcats,Offense
11/16/2013,@ Rutgers,W 52 - 17,1/,1,1,nan,36,Cincinnati Bearcats,Defense
11/23/2013,@ Houston,W 24 - 17,1/,1,4,nan,25,Cincinnati Bearcats,Offense
11/23/2013,@ Houston,W 24 - 17,1/,1,1,nan,27,Cincinnati Bearcats,Defense
12/05/2013,Louisville,L 24 - 31 (1OT),1/,1,1,nan,26,Cincinnati Bearcats,Offense
12/05/2013,Louisville,L 24 - 31 (1OT),1/,1,1,nan,31,Cincinnati Bearcats,Defense
12/28/2013,"North Carolina @ Charlotte, NC",L 17 - 39,1/,1,2,nan,34,Cincinnati Bearcats,Offense
12/28/2013,"North Carolina @ Charlotte, NC",L 17 - 39,1/,1,2,nan,40,Cincinnati Bearcats,Defense
09/01/2016,UT Martin,W 28 - 7,1/,nan,1,nan,nan,Cincinnati Bearcats,Offense
09/01/2016,UT Martin,W 28 - 7,1/,nan,2,nan,nan,Cincinnati Bearcats,Defense
09/10/2016,@ Purdue,W 38 - 20,1/,1,1,nan,26,Cincinnati Bearcats,Offense
09/10/2016,@ Purdue,W 38 - 20,1/,nan,1,nan,nan,Cincinnati Bearcats,Defense
09/15/2016,Houston,L 16 - 40,1/,1,1,nan,37,Cincinnati Bearcats,Offense
09/15/2016,Houston,L 16 - 40,1/,1,1,nan,32,Cincinnati Bearcats,Defense
09/24/2016,Miami (OH),W 27 - 20,1/,2,3,nan,28,Cincinnati Bearcats,Offense
09/24/2016,Miami (OH),W 27 - 20,1/,2,2,nan,35,Cincinnati Bearcats,Defense
10/01/2016,South Fla.,L 20 - 45,1/,nan,1,nan,nan,Cincinnati Bearcats,Offense
10/01/2016,South Fla.,L 20 - 45,1/,1,1,nan,26,Cincinnati Bearcats,Defense
10/08/2016,@ UConn,L 9 - 20,1/,3,3,nan,43,Cincinnati Bearcats,Offense
10/08/2016,@ UConn,L 9 - 20,1/,2,3,nan,30,Cincinnati Bearcats,Defense
10/22/2016,East Carolina,W 31 - 19,1/,1,2,1/,42,Cincinnati Bearcats,Offense
10/22/2016,East Carolina,W 31 - 19,1/,2,2,nan,37,Cincinnati Bearcats,Defense
10/29/2016,@ Temple,L 13 - 34,1/,nan,nan,nan,nan,Cincinnati Bearcats,Offense
10/29/2016,@ Temple,L 13 - 34,1/,2,2,nan,27,Cincinnati Bearcats,Defense
11/05/2016,BYU,L 3 - 20,1/,1,2,nan,23,Cincinnati Bearcats,Offense
11/05/2016,BYU,L 3 - 20,1/,2,2,nan,28,Cincinnati Bearcats,Defense
11/12/2016,@ UCF,L 3 - 24,1/,1,2,nan,38,Cincinnati Bearcats,Offense
11/12/2016,@ UCF,L 3 - 24,1/,1,2,nan,22,Cincinnati Bearcats,Defense
11/18/2016,Memphis,L 7 - 34,1/,nan,nan,nan,nan,Cincinnati Bearcats,Offense
11/18/2016,Memphis,L 7 - 34,1/,2,2,nan,37,Cincinnati Bearcats,Defense
11/25/2016,@ Tulsa,L 37 - 40 (1OT),1/,3,3,nan,39,Cincinnati Bearcats,Offense
11/25/2016,@ Tulsa,L 37 - 40 (1OT),1/,2,2,nan,24,Cincinnati Bearcats,Defense
08/28/2014,@ Campbell,W 33 - 9,1/,2,2,nan,50,Charlotte 49ers,Offense
08/28/2014,@ Campbell,W 33 - 9,1/,1,3,nan,25,Charlotte 49ers,Defense
09/06/2014,Johnson C. Smith,W 56 - 0,1/,5/,5/,nan,27,Charlotte 49ers,Offense
09/06/2014,Johnson C. Smith,W 56 - 0,1/,nan,1,1/,nan,Charlotte 49ers,Defense
09/13/2014,@ N.C. Central,W 40 - 28,1/,2,3,nan,28,Charlotte 49ers,Offense
09/13/2014,@ N.C. Central,W 40 - 28,1/,nan,nan,nan,nan,Charlotte 49ers,Defense
09/20/2014,@ Elon,L 13 - 20,1/,2,2,nan,43,Charlotte 49ers,Offense
09/20/2014,@ Elon,L 13 - 20,1/,2,5/,nan,26,Charlotte 49ers,Defense
09/27/2014,Charleston So.,L 41 - 47 (1OT),1/,2,3,nan,36,Charlotte 49ers,Offense
09/27/2014,Charleston So.,L 41 - 47 (1OT),1/,nan,2,1,nan,Charlotte 49ers,Defense
10/04/2014,@ Gardner-Webb,L 24 - 27,1/,1,3,nan,25,Charlotte 49ers,Offense
10/04/2014,@ Gardner-Webb,L 24 - 27,1/,2,4/,nan,35,Charlotte 49ers,Defense
10/11/2014,@ The Citadel,L 56 - 63 (2OT),1/,2,2,nan,34,Charlotte 49ers,Offense
10/11/2014,@ The Citadel,L 56 - 63 (2OT),1/,nan,nan,nan,nan,Charlotte 49ers,Defense
10/25/2014,James Madison,L 40 - 48,1/,2,3,nan,47,Charlotte 49ers,Offense
10/25/2014,James Madison,L 40 - 48,1/,2,2,nan,49,Charlotte 49ers,Defense
11/08/2014,Coastal Caro.,L 34 - 59,1/,nan,1,nan,nan,Charlotte 49ers,Offense
11/08/2014,Coastal Caro.,L 34 - 59,1/,1,2,nan,32,Charlotte 49ers,Defense
11/15/2014,Wesley,W 38 - 33,1/,1,1,nan,29,Charlotte 49ers,Offense
11/15/2014,Wesley,W 38 - 33,1/,2,2,nan,32,Charlotte 49ers,Defense
11/22/2014,Morehead St.,W 52 - 14,1/,1,2,nan,51,Charlotte 49ers,Offense
11/22/2014,Morehead St.,W 52 - 14,1/,nan,1,nan,nan,Charlotte 49ers,Defense
09/04/2015,@ Georgia St.,W 23 - 20,1/,3,3,nan,45,Charlotte 49ers,Offense
09/04/2015,@ Georgia St.,W 23 - 20,1/,2,3,nan,50,Charlotte 49ers,Defense
09/12/2015,Presbyterian,W 34 - 10,1/,2,3,nan,35,Charlotte 49ers,Offense
09/12/2015,Presbyterian,W 34 - 10,1/,1,1,nan,21,Charlotte 49ers,Defense
09/19/2015,@ Middle Tenn.,L 14 - 73,1/,nan,1,nan,nan,Charlotte 49ers,Offense
09/19/2015,@ Middle Tenn.,L 14 - 73,1/,1,1,nan,31,Charlotte 49ers,Defense
09/26/2015,Fla. Atlantic,L 7 - 17,1/,nan,nan,nan,nan,Charlotte 49ers,Offense
09/26/2015,Fla. Atlantic,L 7 - 17,1/,1,2,nan,45,Charlotte 49ers,Defense
10/02/2015,Temple,L 3 - 37,1/,1,3,nan,36,Charlotte 49ers,Offense
10/02/2015,Temple,L 3 - 37,1/,1,2,nan,39,Charlotte 49ers,Defense
10/17/2015,@ Old Dominion,L 34 - 37,1/,2,3,1/,31,Charlotte 49ers,Offense
10/17/2015,@ Old Dominion,L 34 - 37,1/,3,4,nan,45,Charlotte 49ers,Defense
10/24/2015,Southern Miss.,L 10 - 44,1/,1,3,nan,25,Charlotte 49ers,Offense
10/24/2015,Southern Miss.,L 10 - 44,1/,1,1,nan,38,Charlotte 49ers,Defense
10/31/2015,Marshall,L 10 - 34,1/,1,1,nan,34,Charlotte 49ers,Offense
10/31/2015,Marshall,L 10 - 34,1/,2,4,nan,39,Charlotte 49ers,Defense
11/07/2015,@ FIU,L 31 - 48,1/,1,2,nan,56/,Charlotte 49ers,Offense
11/07/2015,@ FIU,L 31 - 48,1/,nan,1,nan,nan,Charlotte 49ers,Defense
11/14/2015,UTSA,L 27 - 30 (1OT),1/,2,4,nan,41,Charlotte 49ers,Offense
11/14/2015,UTSA,L 27 - 30 (1OT),1/,1,3,nan,22,Charlotte 49ers,Defense
11/21/2015,@ Kentucky,L 10 - 58,1/,1,1,nan,23,Charlotte 49ers,Offense
11/21/2015,@ Kentucky,L 10 - 58,1/,3,3,nan,46,Charlotte 49ers,Defense
11/28/2015,@ Rice,L 7 - 27,1/,nan,3,nan,nan,Charlotte 49ers,Offense
11/28/2015,@ Rice,L 7 - 27,1/,2,3,nan,23,Charlotte 49ers,Defense
09/01/2016,@ Louisville,L 14 - 70,1/,nan,nan,nan,nan,Charlotte 49ers,Offense
09/01/2016,@ Louisville,L 14 - 70,1/,nan,nan,nan,nan,Charlotte 49ers,Defense
09/10/2016,Elon,W 47 - 14,1/,nan,nan,nan,nan,Charlotte 49ers,Offense
09/10/2016,Elon,W 47 - 14,1/,nan,nan,nan,nan,Charlotte 49ers,Defense
09/17/2016,Eastern Mich.,L 19 - 37,1/,2,3,nan,29,Charlotte 49ers,Offense
09/17/2016,Eastern Mich.,L 19 - 37,1/,3,3,nan,36,Charlotte 49ers,Defense
09/24/2016,@ Temple,L 20 - 48,1/,nan,nan,nan,nan,Charlotte 49ers,Offense
