Year,Team,GP,G,RushNetYards,TOP,PassYards,Plays,TotOff,YdsPlay,RushingFirstDowns,PassingFirstDowns,FirstDownsbyPenalty,Penalties,PenaltiesPerGame,PenaltyYards,PenaltyYdsPerGame,TotalOffYardsG,OffenseDefense
2013-14,Arizona St.,14,14,2679,25496,3723,1102,6402,0.00,147,165,28,56,4.00,439,31.36,457.29,Offense
2013-14,Arizona St.,0,14,1927,24904,3286,942,5213,5.53,94,135,14,92,6.57,793,56.64,372.36,Defensive
2014-15,Arizona St.,13,13,2194,22391,3556,975,5750,0.00,110,166,25,58,4.46,421,32.38,442.31,Offense
2014-15,Arizona St.,0,13,2046,24409,3376,964,5422,5.62,100,146,15,91,7.00,796,61.23,417.08,Defensive
2015-16,Arizona St.,13,13,2319,24566,3888,1070,6207,0.00,116,170,19,60,4.62,518,39.85,477.46,Offense
2015-16,Arizona St.,0,13,1641,22234,4388,967,6029,6.23,93,164,14,75,5.77,663,51.00,463.77,Defensive
2016-17,Arizona St.,12,12,1578,21734,3111,900,4689,0.00,88,134,22,66,5.50,624,52.00,390.75,Offense
2016-17,Arizona St.,0,12,1957,21466,4289,884,6246,7.07,93,163,22,82,6.83,723,60.25,520.50,Defensive
2017-18,Arizona St.,12,12,2159,22961,2972,911,5131,0.00,122,116,19,49,4.08,483,40.25,427.58,Offense
2017-18,Arizona St.,0,12,2108,20239,3256,852,5364,6.30,103,142,22,83,6.92,699,58.25,447.00,Defensive
2013-14,Appalachian St.,12,12,1656,21138,3261,845,4917,0.00,92,155,12,81,6.75,664,55.33,409.75,Offense
2013-14,Appalachian St.,0,12,2643,22062,2163,835,4806,5.76,139,95,12,72,6.00,637,53.08,400.50,Defensive
2014-15,Appalachian St.,12,12,2901,22566,2637,877,5538,0.00,137,114,32,88,7.33,755,62.92,461.50,Offense
2014-15,Appalachian St.,0,12,1828,20634,2342,786,4170,5.31,94,100,19,80,6.67,837,69.75,347.50,Defensive
2015-16,Appalachian St.,13,13,3529,24485,2546,902,6075,0.00,158,109,24,84,6.46,739,56.85,467.31,Offense
2015-16,Appalachian St.,0,13,1710,22315,2378,871,4088,4.69,99,112,12,79,6.08,688,52.92,314.46,Defensive
2016-17,Appalachian St.,13,13,3262,26206,2327,912,5589,0.00,156,114,21,79,6.08,750,57.69,429.92,Offense
2016-17,Appalachian St.,0,13,1637,20594,2649,859,4286,4.99,83,125,24,77,77.00,694,694.00,4286.00,Defensive
2017-18,Appalachian St.,12,12,2580,22279,2680,816,5260,0.00,121,109,19,87,7.25,806,67.17,438.33,Offense
2017-18,Appalachian St.,0,12,1765,20921,2542,789,4307,5.46,93,103,18,88,7.33,754,62.83,358.92,Defensive
2013-14,Appalachian St.,12,12,1656,21138,3261,845,4917,0.00,92,155,12,81,6.75,664,55.33,409.75,Offense
2013-14,Appalachian St.,0,12,2643,22062,2163,835,4806,5.76,139,95,12,72,6.00,637,53.08,400.50,Defensive
2014-15,Appalachian St.,12,12,2901,22566,2637,877,5538,0.00,137,114,32,88,7.33,755,62.92,461.50,Offense
2014-15,Appalachian St.,0,12,1828,20634,2342,786,4170,5.31,94,100,19,80,6.67,837,69.75,347.50,Defensive
2015-16,Appalachian St.,13,13,3529,24485,2546,902,6075,0.00,158,109,24,84,6.46,739,56.85,467.31,Offense
2015-16,Appalachian St.,0,13,1710,22315,2378,871,4088,4.69,99,112,12,79,6.08,688,52.92,314.46,Defensive
2016-17,Appalachian St.,13,13,3262,26206,2327,912,5589,0.00,156,114,21,79,6.08,750,57.69,429.92,Offense
2016-17,Appalachian St.,0,13,1637,20594,2649,859,4286,4.99,83,125,24,77,77.00,694,694.00,4286.00,Defensive
2017-18,Appalachian St.,12,12,2580,22279,2680,816,5260,0.00,121,109,19,87,7.25,806,67.17,438.33,Offense
2017-18,Appalachian St.,0,12,1765,20921,2542,789,4307,5.46,93,103,18,88,7.33,754,62.83,358.92,Defensive
2013-14,Appalachian St.,12,12,1656,352:18,3261,845,4917,0.00,92,155,12,81,6.75,664,55.33,409.75,Offense
2013-14,Appalachian St.,0,12,2643,367:42,2163,835,4806,5.76,139,95,12,72,6.00,637,53.08,400.50,Defensive
2014-15,Appalachian St.,12,12,2901,376:06,2637,877,5538,0.00,137,114,32,88,7.33,755,62.92,461.50,Offense
2014-15,Appalachian St.,0,12,1828,343:54,2342,786,4170,5.31,94,100,19,80,6.67,837,69.75,347.50,Defensive
2015-16,Appalachian St.,13,13,3529,408:05,2546,902,6075,0.00,158,109,24,84,6.46,739,56.85,467.31,Offense
2015-16,Appalachian St.,0,13,1710,371:55,2378,871,4088,4.69,99,112,12,79,6.08,688,52.92,314.46,Defensive
2016-17,Appalachian St.,13,13,3262,436:46,2327,912,5589,0.00,156,114,21,79,6.08,750,57.69,429.92,Offense
2016-17,Appalachian St.,0,13,1637,343:14,2649,859,4286,4.99,83,125,24,77,77.00,694,694.00,4286.00,Defensive
2017-18,Appalachian St.,12,12,2580,371:19,2680,816,5260,0.00,121,109,19,87,7.25,806,67.17,438.33,Offense
2017-18,Appalachian St.,0,12,1765,348:41,2542,789,4307,5.46,93,103,18,88,7.33,754,62.83,358.92,Defensive
2013-14,Appalachian St.,12,12,1656,21138,3261,845,4917,0.00,92,155,12,81,6.75,664,55.33,409.75,Offense
2013-14,Appalachian St.,0,12,2643,22062,2163,835,4806,5.76,139,95,12,72,6.00,637,53.08,400.50,Defensive
2014-15,Appalachian St.,12,12,2901,22566,2637,877,5538,0.00,137,114,32,88,7.33,755,62.92,461.50,Offense
2014-15,Appalachian St.,0,12,1828,20634,2342,786,4170,5.31,94,100,19,80,6.67,837,69.75,347.50,Defensive
2015-16,Appalachian St.,13,13,3529,24485,2546,902,6075,0.00,158,109,24,84,6.46,739,56.85,467.31,Offense
2015-16,Appalachian St.,0,13,1710,22315,2378,871,4088,4.69,99,112,12,79,6.08,688,52.92,314.46,Defensive
2016-17,Appalachian St.,13,13,3262,26206,2327,912,5589,0.00,156,114,21,79,6.08,750,57.69,429.92,Offense
2016-17,Appalachian St.,0,13,1637,20594,2649,859,4286,4.99,83,125,24,77,77.00,694,694.00,4286.00,Defensive
2017-18,Appalachian St.,12,12,2580,22279,2680,816,5260,0.00,121,109,19,87,7.25,806,67.17,438.33,Offense
2017-18,Appalachian St.,0,12,1765,20921,2542,789,4307,5.46,93,103,18,88,7.33,754,62.83,358.92,Defensive
2013-14,Alabama,13,13,2673,24964,3230,826,5903,0.00,142,141,19,63,4.85,520,40.00,454.08,Offense
2013-14,Alabama,0,13,1381,21836,2344,771,3725,4.83,78,101,15,71,5.46,560,43.08,286.54,Defensive
2014-15,Alabama,14,14,2893,26678,3890,1018,6783,0.00,154,170,16,69,4.93,562,40.14,484.50,Offense
2014-15,Alabama,0,14,1434,23249,3164,945,4598,4.87,81,141,12,61,4.36,516,36.86,328.43,Defensive
2015-16,Alabama,15,15,2999,30230,3407,1088,6406,0.00,158,147,25,89,5.93,835,55.67,427.07,Offense
2015-16,Alabama,0,15,1136,23770,3009,963,4145,4.30,67,129,27,90,6.00,696,46.40,276.33,Defensive
2016-17,Alabama,15,15,3675,27839,3154,1056,6829,0.00,181,122,12,86,5.73,660,44.00,455.27,Offense
2016-17,Alabama,0,15,959,26161,2968,983,3927,3.99,71,125,21,58,3.87,471,31.40,261.80,Defensive
2017-18,Alabama,12,12,3184,21485,2401,807,5585,0.00,155,106,14,62,5.17,518,43.17,465.42,Offense
2017-18,Alabama,0,12,1129,21715,1964,766,3093,4.04,62,95,22,51,4.25,361,30.08,257.75,Defensive
2013-14,Alabama,13,13,2673,24964,3230,826,5903,0.00,142,141,19,63,4.85,520,40.00,454.08,Offense
2013-14,Alabama,0,13,1381,21836,2344,771,3725,4.83,78,101,15,71,5.46,560,43.08,286.54,Defensive
2014-15,Alabama,14,14,2893,26678,3890,1018,6783,0.00,154,170,16,69,4.93,562,40.14,484.50,Offense
2014-15,Alabama,0,14,1434,23249,3164,945,4598,4.87,81,141,12,61,4.36,516,36.86,328.43,Defensive
2015-16,Alabama,15,15,2999,30230,3407,1088,6406,0.00,158,147,25,89,5.93,835,55.67,427.07,Offense
2015-16,Alabama,0,15,1136,23770,3009,963,4145,4.30,67,129,27,90,6.00,696,46.40,276.33,Defensive
2016-17,Alabama,15,15,3675,27839,3154,1056,6829,0.00,181,122,12,86,5.73,660,44.00,455.27,Offense
2016-17,Alabama,0,15,959,26161,2968,983,3927,3.99,71,125,21,58,3.87,471,31.40,261.80,Defensive
2017-18,Alabama,12,12,3184,21485,2401,807,5585,0.00,155,106,14,62,5.17,518,43.17,465.42,Offense
2017-18,Alabama,0,12,1129,21715,1964,766,3093,4.04,62,95,22,51,4.25,361,30.08,257.75,Defensive
2013-14,Alabama,13,13,2673,24964,3230,826,5903,0.00,142,141,19,63,4.85,520,40.00,454.08,Offense
2013-14,Alabama,0,13,1381,21836,2344,771,3725,4.83,78,101,15,71,5.46,560,43.08,286.54,Defensive
2014-15,Alabama,14,14,2893,26678,3890,1018,6783,0.00,154,170,16,69,4.93,562,40.14,484.50,Offense
2014-15,Alabama,0,14,1434,23249,3164,945,4598,4.87,81,141,12,61,4.36,516,36.86,328.43,Defensive
2015-16,Alabama,15,15,2999,30230,3407,1088,6406,0.00,158,147,25,89,5.93,835,55.67,427.07,Offense
2015-16,Alabama,0,15,1136,23770,3009,963,4145,4.30,67,129,27,90,6.00,696,46.40,276.33,Defensive
2016-17,Alabama,15,15,3675,27839,3154,1056,6829,0.00,181,122,12,86,5.73,660,44.00,455.27,Offense
2016-17,Alabama,0,15,959,26161,2968,983,3927,3.99,71,125,21,58,3.87,471,31.40,261.80,Defensive
2017-18,Alabama,12,12,3184,21485,2401,807,5585,0.00,155,106,14,62,5.17,518,43.17,465.42,Offense
2017-18,Alabama,0,12,1129,21715,1964,766,3093,4.04,62,95,22,51,4.25,361,30.08,257.75,Defensive
2013-14,Akron,12,12,1471,21128,2633,837,4104,0.00,86,122,19,78,6.50,642,53.50,342.00,Offense
2013-14,Akron,0,12,1969,22072,2795,865,4764,5.51,106,133,19,56,4.67,483,40.25,397.00,Defensive
2014-15,Akron,12,12,1484,20951,2995,891,4479,0.00,93,142,25,101,8.42,870,72.50,350.17,Offense
2014-15,Akron,0,12,1783,22249,2670,859,4453,5.18,100,124,31,95,7.92,849,70.75,335.67,Defensive
2015-16,Akron,13,13,2134,25600,2508,905,4642,0.00,114,116,26,99,7.62,845,65.00,357.08,Offense
2015-16,Akron,0,13,1208,21200,3102,888,4310,4.85,77,140,31,98,7.54,912,70.15,331.54,Defensive
2016-17,Akron,12,12,1586,18707,3063,776,4649,0.00,86,123,25,91,7.58,807,67.25,387.42,Offense
2016-17,Akron,0,12,2696,24493,2896,924,5592,6.05,144,130,20,80,80.00,794,794.00,5592.00,Defensive
2017-18,Akron,13,13,1406,22475,2872,848,4278,0.00,85,133,27,84,6.46,824,63.38,329.08,Offense
2017-18,Akron,0,13,2564,24325,3054,944,5618,5.95,132,138,29,84,6.46,825,63.46,432.15,Defensive
2013-14,Alabama,13,13,2673,416:04,3230,826,5903,0.00,142,141,19,63,4.85,520,40.00,454.08,Offense
2013-14,Alabama,0,13,1381,363:56,2344,771,3725,4.83,78,101,15,71,5.46,560,43.08,286.54,Defensive
2014-15,Alabama,14,14,2893,444:38,3890,1018,6783,0.00,154,170,16,69,4.93,562,40.14,484.50,Offense
2014-15,Alabama,0,14,1434,387:29,3164,945,4598,4.87,81,141,12,61,4.36,516,36.86,328.43,Defensive
2015-16,Alabama,15,15,2999,503:50,3407,1088,6406,0.00,158,147,25,89,5.93,835,55.67,427.07,Offense
2015-16,Alabama,0,15,1136,396:10,3009,963,4145,4.30,67,129,27,90,6.00,696,46.40,276.33,Defensive
2016-17,Alabama,15,15,3675,463:59,3154,1056,6829,0.00,181,122,12,86,5.73,660,44.00,455.27,Offense
2016-17,Alabama,0,15,959,436:01,2968,983,3927,3.99,71,125,21,58,3.87,471,31.40,261.80,Defensive
2017-18,Alabama,12,12,3184,358:05,2401,807,5585,0.00,155,106,14,62,5.17,518,43.17,465.42,Offense
2017-18,Alabama,0,12,1129,361:55,1964,766,3093,4.04,62,95,22,51,4.25,361,30.08,257.75,Defensive
2013-14,Akron,12,12,1471,21128,2633,837,4104,0.00,86,122,19,78,6.50,642,53.50,342.00,Offense
2013-14,Akron,0,12,1969,22072,2795,865,4764,5.51,106,133,19,56,4.67,483,40.25,397.00,Defensive
2014-15,Akron,12,12,1484,20951,2995,891,4479,0.00,93,142,25,101,8.42,870,72.50,350.17,Offense
2014-15,Akron,0,12,1783,22249,2670,859,4453,5.18,100,124,31,95,7.92,849,70.75,335.67,Defensive
2015-16,Akron,13,13,2134,25600,2508,905,4642,0.00,114,116,26,99,7.62,845,65.00,357.08,Offense
2015-16,Akron,0,13,1208,21200,3102,888,4310,4.85,77,140,31,98,7.54,912,70.15,331.54,Defensive
2016-17,Akron,12,12,1586,18707,3063,776,4649,0.00,86,123,25,91,7.58,807,67.25,387.42,Offense
2016-17,Akron,0,12,2696,24493,2896,924,5592,6.05,144,130,20,80,80.00,794,794.00,5592.00,Defensive
2017-18,Akron,13,13,1406,22475,2872,848,4278,0.00,85,133,27,84,6.46,824,63.38,329.08,Offense
2017-18,Akron,0,13,2564,24325,3054,944,5618,5.95,132,138,29,84,6.46,825,63.46,432.15,Defensive
2013-14,Akron,12,12,1471,21128,2633,837,4104,0.00,86,122,19,78,6.50,642,53.50,342.00,Offense
2013-14,Akron,0,12,1969,22072,2795,865,4764,5.51,106,133,19,56,4.67,483,40.25,397.00,Defensive
2014-15,Akron,12,12,1484,20951,2995,891,4479,0.00,93,142,25,101,8.42,870,72.50,350.17,Offense
2014-15,Akron,0,12,1783,22249,2670,859,4453,5.18,100,124,31,95,7.92,849,70.75,335.67,Defensive
2015-16,Akron,13,13,2134,25600,2508,905,4642,0.00,114,116,26,99,7.62,845,65.00,357.08,Offense
2015-16,Akron,0,13,1208,21200,3102,888,4310,4.85,77,140,31,98,7.54,912,70.15,331.54,Defensive
2016-17,Akron,12,12,1586,18707,3063,776,4649,0.00,86,123,25,91,7.58,807,67.25,387.42,Offense
2016-17,Akron,0,12,2696,24493,2896,924,5592,6.05,144,130,20,80,80.00,794,794.00,5592.00,Defensive
2017-18,Akron,13,13,1406,22475,2872,848,4278,0.00,85,133,27,84,6.46,824,63.38,329.08,Offense
2017-18,Akron,0,13,2564,24325,3054,944,5618,5.95,132,138,29,84,6.46,825,63.46,432.15,Defensive
2013-14,Akron,12,12,1471,352:08,2633,837,4104,0.00,86,122,19,78,6.50,642,53.50,342.00,Offense
2013-14,Akron,0,12,1969,367:52,2795,865,4764,5.51,106,133,19,56,4.67,483,40.25,397.00,Defensive
2014-15,Akron,12,12,1484,349:11,2995,891,4479,0.00,93,142,25,101,8.42,870,72.50,350.17,Offense
2014-15,Akron,0,12,1783,370:49,2670,859,4453,5.18,100,124,31,95,7.92,849,70.75,335.67,Defensive
2015-16,Akron,13,13,2134,426:40,2508,905,4642,0.00,114,116,26,99,7.62,845,65.00,357.08,Offense
2015-16,Akron,0,13,1208,353:20,3102,888,4310,4.85,77,140,31,98,7.54,912,70.15,331.54,Defensive
2016-17,Akron,12,12,1586,311:47,3063,776,4649,0.00,86,123,25,91,7.58,807,67.25,387.42,Offense
2016-17,Akron,0,12,2696,408:13,2896,924,5592,6.05,144,130,20,80,80.00,794,794.00,5592.00,Defensive
2017-18,Akron,13,13,1406,374:35,2872,848,4278,0.00,85,133,27,84,6.46,824,63.38,329.08,Offense
2017-18,Akron,0,13,2564,405:25,3054,944,5618,5.95,132,138,29,84,6.46,825,63.46,432.15,Defensive
2013-14,Air Force,12,12,3152,19849,1259,811,4411,0.00,162,55,13,53,4.42,428,35.67,367.58,Offense
2013-14,Air Force,0,12,3007,23351,2876,918,5883,6.41,174,143,13,58,4.83,438,36.50,490.25,Defensive
2014-15,Air Force,13,13,3550,24607,1893,1002,5443,0.00,198,74,15,46,3.54,460,35.38,418.69,Offense
2014-15,Air Force,0,13,1763,22193,3369,895,5132,5.73,91,144,14,59,4.54,535,41.15,394.77,Defensive
2015-16,Air Force,14,14,4468,27169,1847,986,6315,0.00,218,66,16,53,3.79,532,38.00,451.07,Offense
2015-16,Air Force,0,14,2026,23231,2942,870,4968,5.71,90,123,17,77,5.50,587,41.93,354.86,Defensive
2016-17,Air Force,13,13,4126,26564,1752,977,5878,0.00,230,56,16,67,5.15,681,52.38,411.08,Offense
2016-17,Air Force,0,13,1484,20236,3259,819,4743,5.79,78,127,24,70,70.00,530,530.00,4184.00,Defensive
2017-18,Air Force,12,12,3689,24091,1321,908,5010,0.00,219,52,19,48,4.00,465,38.75,417.50,Offense
2017-18,Air Force,0,12,2674,19109,2053,694,4727,6.81,114,81,17,50,4.17,457,38.08,393.92,Defensive
2013-14,Air Force,12,12,3152,19849,1259,811,4411,0.00,162,55,13,53,4.42,428,35.67,367.58,Offense
2013-14,Air Force,0,12,3007,23351,2876,918,5883,6.41,174,143,13,58,4.83,438,36.50,490.25,Defensive
2014-15,Air Force,13,13,3550,24607,1893,1002,5443,0.00,198,74,15,46,3.54,460,35.38,418.69,Offense
2014-15,Air Force,0,13,1763,22193,3369,895,5132,5.73,91,144,14,59,4.54,535,41.15,394.77,Defensive
2015-16,Air Force,14,14,4468,27169,1847,986,6315,0.00,218,66,16,53,3.79,532,38.00,451.07,Offense
2015-16,Air Force,0,14,2026,23231,2942,870,4968,5.71,90,123,17,77,5.50,587,41.93,354.86,Defensive
2016-17,Air Force,13,13,4126,26564,1752,977,5878,0.00,230,56,16,67,5.15,681,52.38,411.08,Offense
2016-17,Air Force,0,13,1484,20236,3259,819,4743,5.79,78,127,24,70,70.00,530,530.00,4184.00,Defensive
2017-18,Air Force,12,12,3689,24091,1321,908,5010,0.00,219,52,19,48,4.00,465,38.75,417.50,Offense
2017-18,Air Force,0,12,2674,19109,2053,694,4727,6.81,114,81,17,50,4.17,457,38.08,393.92,Defensive
2013-14,Air Force,12,12,3152,330:49,1259,811,4411,0.00,162,55,13,53,4.42,428,35.67,367.58,Offense
2013-14,Air Force,0,12,3007,389:11,2876,918,5883,6.41,174,143,13,58,4.83,438,36.50,490.25,Defensive
2014-15,Air Force,13,13,3550,410:07,1893,1002,5443,0.00,198,74,15,46,3.54,460,35.38,418.69,Offense
2014-15,Air Force,0,13,1763,369:53,3369,895,5132,5.73,91,144,14,59,4.54,535,41.15,394.77,Defensive
2015-16,Air Force,14,14,4468,452:49,1847,986,6315,0.00,218,66,16,53,3.79,532,38.00,451.07,Offense
2015-16,Air Force,0,14,2026,387:10,2942,870,4968,5.71,90,123,17,77,5.50,587,41.93,354.86,Defensive
2016-17,Air Force,13,13,4126,442:44,1752,977,5878,0.00,230,56,16,67,5.15,681,52.38,411.08,Offense
2016-17,Air Force,0,13,1484,337:16,3259,819,4743,5.79,78,127,24,70,70.00,530,530.00,4184.00,Defensive
2017-18,Air Force,12,12,3689,401:31,1321,908,5010,0.00,219,52,19,48,4.00,465,38.75,417.50,Offense
2017-18,Air Force,0,12,2674,318:29,2053,694,4727,6.81,114,81,17,50,4.17,457,38.08,393.92,Defensive
2013-14,Air Force,12,12,3152,19849,1259,811,4411,0.00,162,55,13,53,4.42,428,35.67,367.58,Offense
2013-14,Air Force,0,12,3007,23351,2876,918,5883,6.41,174,143,13,58,4.83,438,36.50,490.25,Defensive
2014-15,Air Force,13,13,3550,24607,1893,1002,5443,0.00,198,74,15,46,3.54,460,35.38,418.69,Offense
2014-15,Air Force,0,13,1763,22193,3369,895,5132,5.73,91,144,14,59,4.54,535,41.15,394.77,Defensive
2015-16,Air Force,14,14,4468,27169,1847,986,6315,0.00,218,66,16,53,3.79,532,38.00,451.07,Offense
2015-16,Air Force,0,14,2026,23231,2942,870,4968,5.71,90,123,17,77,5.50,587,41.93,354.86,Defensive
2016-17,Air Force,13,13,4126,26564,1752,977,5878,0.00,230,56,16,67,5.15,681,52.38,411.08,Offense
2016-17,Air Force,0,13,1484,20236,3259,819,4743,5.79,78,127,24,70,70.00,530,530.00,4184.00,Defensive
2017-18,Air Force,12,12,3689,24091,1321,908,5010,0.00,219,52,19,48,4.00,465,38.75,417.50,Offense
2017-18,Air Force,0,12,2674,19109,2053,694,4727,6.81,114,81,17,50,4.17,457,38.08,393.92,Defensive
2011-12,Auburn,1,1,254,1977,265,85,519,nan,14,13,1,5,nan,47,nan,nan,Offense
2011-12,Auburn,0,1,75,1623,374,73,449,nan,5,16,2,6,nan,37,nan,nan,Defensive
2013-14,Auburn,14,14,4596,25514,2422,1014,7018,0.00,229,90,15,70,5.00,569,40.64,501.29,Offense
2013-14,Auburn,0,14,2270,24886,3620,989,5890,5.96,116,152,20,80,70.00,600,546.00,5011.00,Defensive
2014-15,Auburn,13,13,3321,23305,2984,939,6305,0.00,172,132,10,92,7.08,896,68.92,485.00,Offense
2014-15,Auburn,0,13,2194,23495,2991,914,5185,5.67,119,131,37,57,4.38,467,35.92,398.85,Defensive
2015-16,Auburn,13,13,2553,22123,2257,893,4810,0.00,150,97,10,62,4.77,603,46.38,370.00,Offense
2015-16,Auburn,0,13,2375,24677,2892,981,5267,5.37,131,142,22,61,4.69,472,36.31,405.15,Defensive
2016-17,Auburn,13,13,3527,22761,2203,934,5730,0.00,173,97,16,61,4.69,475,36.54,440.77,Offense
2016-17,Auburn,0,13,1726,24039,2979,928,4705,5.07,95,137,18,79,79.00,639,639.00,4705.00,Defensive
2017-18,Auburn,13,13,2966,24288,2936,937,5902,0.00,153,109,22,55,4.23,476,36.62,414.69,Offense
2017-18,Auburn,0,13,1749,22512,2311,886,4060,4.58,91,100,22,76,5.85,605,46.54,285.31,Defensive
2013-14,Army West Point,12,12,3717,23148,931,847,4648,0.00,198,35,18,45,3.75,390,32.50,387.33,Offense
2013-14,Army West Point,0,12,2560,20052,2370,753,4930,6.55,126,100,9,66,5.50,568,47.33,410.83,Defensive
2014-15,Army West Point,12,12,3558,22363,747,770,4305,0.00,181,25,10,49,4.08,435,36.25,358.75,Offense
2014-15,Army West Point,0,12,2316,20837,2854,798,5170,6.48,117,131,13,54,4.50,460,38.33,430.83,Defensive
2015-16,Army West Point,12,12,2931,23224,1128,724,4059,0.00,145,36,13,48,4.00,474,39.50,338.25,Offense
2015-16,Army West Point,0,12,1982,19976,2525,742,4507,6.07,93,110,13,75,6.25,567,47.25,375.58,Defensive
2016-17,Army West Point,13,13,4414,26989,967,913,5381,0.00,232,38,14,62,4.77,548,42.15,413.92,Offense
2016-17,Army West Point,0,13,1576,19811,2213,744,3789,5.09,87,91,10,79,79.00,626,626.00,3789.00,Defensive
2017-18,Army West Point,12,12,4270,24329,355,759,4625,0.00,213,15,11,51,4.25,425,35.42,385.42,Offense
2017-18,Army West Point,0,12,1993,18871,2273,696,4266,6.13,108,103,14,53,4.42,416,34.67,355.50,Defensive
2013-14,Army West Point,12,12,3717,23148,931,847,4648,0.00,198,35,18,45,3.75,390,32.50,387.33,Offense
2013-14,Army West Point,0,12,2560,20052,2370,753,4930,6.55,126,100,9,66,5.50,568,47.33,410.83,Defensive
2014-15,Army West Point,12,12,3558,22363,747,770,4305,0.00,181,25,10,49,4.08,435,36.25,358.75,Offense
2014-15,Army West Point,0,12,2316,20837,2854,798,5170,6.48,117,131,13,54,4.50,460,38.33,430.83,Defensive
2015-16,Army West Point,12,12,2931,23224,1128,724,4059,0.00,145,36,13,48,4.00,474,39.50,338.25,Offense
2015-16,Army West Point,0,12,1982,19976,2525,742,4507,6.07,93,110,13,75,6.25,567,47.25,375.58,Defensive
2016-17,Army West Point,13,13,4414,26989,967,913,5381,0.00,232,38,14,62,4.77,548,42.15,413.92,Offense
2016-17,Army West Point,0,13,1576,19811,2213,744,3789,5.09,87,91,10,79,79.00,626,626.00,3789.00,Defensive
2017-18,Army West Point,12,12,4270,24329,355,759,4625,0.00,213,15,11,51,4.25,425,35.42,385.42,Offense
2017-18,Army West Point,0,12,1993,18871,2273,696,4266,6.13,108,103,14,53,4.42,416,34.67,355.50,Defensive
2013-14,Army West Point,12,12,3717,385:48,931,847,4648,0.00,198,35,18,45,3.75,390,32.50,387.33,Offense
2013-14,Army West Point,0,12,2560,334:12,2370,753,4930,6.55,126,100,9,66,5.50,568,47.33,410.83,Defensive
2014-15,Army West Point,12,12,3558,372:43,747,770,4305,0.00,181,25,10,49,4.08,435,36.25,358.75,Offense
2014-15,Army West Point,0,12,2316,347:17,2854,798,5170,6.48,117,131,13,54,4.50,460,38.33,430.83,Defensive
2015-16,Army West Point,12,12,2931,387:04,1128,724,4059,0.00,145,36,13,48,4.00,474,39.50,338.25,Offense
2015-16,Army West Point,0,12,1982,332:56,2525,742,4507,6.07,93,110,13,75,6.25,567,47.25,375.58,Defensive
2016-17,Army West Point,13,13,4414,449:49,967,913,5381,0.00,232,38,14,62,4.77,548,42.15,413.92,Offense
2016-17,Army West Point,0,13,1576,330:11,2213,744,3789,5.09,87,91,10,79,79.00,626,626.00,3789.00,Defensive
2017-18,Army West Point,12,12,4270,405:29,355,759,4625,0.00,213,15,11,51,4.25,425,35.42,385.42,Offense
2017-18,Army West Point,0,12,1993,314:31,2273,696,4266,6.13,108,103,14,53,4.42,416,34.67,355.50,Defensive
2013-14,Army West Point,12,12,3717,23148,931,847,4648,0.00,198,35,18,45,3.75,390,32.50,387.33,Offense
2013-14,Army West Point,0,12,2560,20052,2370,753,4930,6.55,126,100,9,66,5.50,568,47.33,410.83,Defensive
2014-15,Army West Point,12,12,3558,22363,747,770,4305,0.00,181,25,10,49,4.08,435,36.25,358.75,Offense
2014-15,Army West Point,0,12,2316,20837,2854,798,5170,6.48,117,131,13,54,4.50,460,38.33,430.83,Defensive
2015-16,Army West Point,12,12,2931,23224,1128,724,4059,0.00,145,36,13,48,4.00,474,39.50,338.25,Offense
2015-16,Army West Point,0,12,1982,19976,2525,742,4507,6.07,93,110,13,75,6.25,567,47.25,375.58,Defensive
2016-17,Army West Point,13,13,4414,26989,967,913,5381,0.00,232,38,14,62,4.77,548,42.15,413.92,Offense
2016-17,Army West Point,0,13,1576,19811,2213,744,3789,5.09,87,91,10,79,79.00,626,626.00,3789.00,Defensive
2017-18,Army West Point,12,12,4270,24329,355,759,4625,0.00,213,15,11,51,4.25,425,35.42,385.42,Offense
2017-18,Army West Point,0,12,1993,18871,2273,696,4266,6.13,108,103,14,53,4.42,416,34.67,355.50,Defensive
2013-14,Arkansas St.,13,13,2674,23371,2627,947,5301,0.00,147,117,11,94,7.23,783,60.23,407.77,Offense
2013-14,Arkansas St.,0,13,2342,23429,3028,929,5370,5.78,120,125,24,70,5.38,556,42.77,413.08,Defensive
2014-15,Arkansas St.,13,13,2813,22505,3381,1024,6194,0.00,145,139,20,104,8.00,905,69.62,476.46,Offense
2014-15,Arkansas St.,0,13,2668,24295,2808,975,5476,5.62,146,108,25,91,7.00,793,61.00,421.23,Defensive
2015-16,Arkansas St.,13,13,3007,23748,2693,973,5700,0.00,151,115,24,109,8.38,1032,79.38,438.46,Offense
2015-16,Arkansas St.,0,13,1969,23052,3481,947,5450,5.76,92,132,31,93,7.15,837,64.38,419.23,Defensive
2016-17,Arkansas St.,13,13,1784,22645,3148,919,4932,0.00,102,124,16,107,8.23,835,64.23,379.38,Offense
2016-17,Arkansas St.,0,13,1864,24155,2853,946,4717,4.99,97,125,29,89,89.00,713,713.00,4717.00,Defensive
2017-18,Arkansas St.,11,11,1727,18959,3748,878,5475,0.00,96,173,23,87,7.91,747,67.91,497.73,Offense
2017-18,Arkansas St.,0,11,1513,20641,2665,793,4178,5.27,83,110,23,73,6.64,634,57.64,379.82,Defensive
2013-14,Arkansas St.,13,13,2674,389:31,2627,947,5301,0.00,147,117,11,94,7.23,783,60.23,407.77,Offense
