Date,Opponent,Result,G,PuntRet,PuntRetTDs,PuntRetYds,Team,OffenseDefense
11/26/2016,@ UNLV,W 45 - 10,1/,nan,nan,nan,Nevada Wolf Pack,Defense
09/03/2015,UC Davis,W 31 - 17,1/,1,nan,40,Nevada Wolf Pack,Offense
09/03/2015,UC Davis,W 31 - 17,1/,nan,nan,nan,Nevada Wolf Pack,Defense
09/12/2015,Arizona,L 20 - 44,1/,nan,nan,nan,Nevada Wolf Pack,Offense
09/12/2015,Arizona,L 20 - 44,1/,1,nan,26,Nevada Wolf Pack,Defense
09/19/2015,@ Texas A&M,L 27 - 44,1/,2,nan,22,Nevada Wolf Pack,Offense
09/19/2015,@ Texas A&M,L 27 - 44,1/,2,nan,17,Nevada Wolf Pack,Defense
09/26/2015,@ Buffalo,W 24 - 21,1/,2,nan,23,Nevada Wolf Pack,Offense
09/26/2015,@ Buffalo,W 24 - 21,1/,1,nan,nan,Nevada Wolf Pack,Defense
10/03/2015,UNLV,L 17 - 23,1/,1,nan,20,Nevada Wolf Pack,Offense
10/03/2015,UNLV,L 17 - 23,1/,1,nan,8,Nevada Wolf Pack,Defense
10/10/2015,New Mexico,W 35 - 17,1/,2,nan,1,Nevada Wolf Pack,Offense
10/10/2015,New Mexico,W 35 - 17,1/,nan,nan,nan,Nevada Wolf Pack,Defense
10/17/2015,@ Wyoming,L 21 - 28,1/,nan,nan,nan,Nevada Wolf Pack,Offense
10/17/2015,@ Wyoming,L 21 - 28,1/,1,nan,12,Nevada Wolf Pack,Defense
10/24/2015,Hawaii,W 30 - 20,1/,nan,nan,nan,Nevada Wolf Pack,Offense
10/24/2015,Hawaii,W 30 - 20,1/,3,nan,60,Nevada Wolf Pack,Defense
11/05/2015,@ Fresno St.,W 30 - 16,1/,1,nan,1,Nevada Wolf Pack,Offense
11/05/2015,@ Fresno St.,W 30 - 16,1/,1,nan,6,Nevada Wolf Pack,Defense
11/14/2015,San Jose St.,W 37 - 34 (1OT),1/,2,nan,32,Nevada Wolf Pack,Offense
11/14/2015,San Jose St.,W 37 - 34 (1OT),1/,1,nan,3,Nevada Wolf Pack,Defense
11/21/2015,@ Utah St.,L 27 - 31,1/,nan,nan,nan,Nevada Wolf Pack,Offense
11/21/2015,@ Utah St.,L 27 - 31,1/,3,nan,34,Nevada Wolf Pack,Defense
11/28/2015,@ San Diego St.,L 14 - 31,1/,nan,nan,nan,Nevada Wolf Pack,Offense
11/28/2015,@ San Diego St.,L 14 - 31,1/,2,nan,33,Nevada Wolf Pack,Defense
12/29/2015,"Colorado St. @ Tucson, Ariz.",W 28 - 23,1/,1,nan,13,Nevada Wolf Pack,Offense
12/29/2015,"Colorado St. @ Tucson, Ariz.",W 28 - 23,1/,nan,nan,nan,Nevada Wolf Pack,Defense
08/31/2013,Wyoming,W 37 - 34,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
08/31/2013,Wyoming,W 37 - 34,1/,2,nan,13,"Nebraska Cornhuskers, Huskers",Defense
09/07/2013,Southern Miss.,W 56 - 13,1/,2,nan,6,"Nebraska Cornhuskers, Huskers",Offense
09/07/2013,Southern Miss.,W 56 - 13,1/,1,nan,5,"Nebraska Cornhuskers, Huskers",Defense
09/14/2013,UCLA,L 21 - 41,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
09/14/2013,UCLA,L 21 - 41,1/,2,nan,28,"Nebraska Cornhuskers, Huskers",Defense
09/21/2013,South Dakota St.,W 59 - 20,1/,1,nan,9,"Nebraska Cornhuskers, Huskers",Offense
09/21/2013,South Dakota St.,W 59 - 20,1/,1,nan,1,"Nebraska Cornhuskers, Huskers",Defense
10/05/2013,Illinois,W 39 - 19,1/,1,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
10/05/2013,Illinois,W 39 - 19,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
10/12/2013,@ Purdue,W 44 - 7,1/,4,nan,12,"Nebraska Cornhuskers, Huskers",Offense
10/12/2013,@ Purdue,W 44 - 7,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
10/26/2013,@ Minnesota,L 23 - 34,1/,3,nan,17,"Nebraska Cornhuskers, Huskers",Offense
10/26/2013,@ Minnesota,L 23 - 34,1/,2,nan,9,"Nebraska Cornhuskers, Huskers",Defense
11/02/2013,Northwestern,W 27 - 24,1/,2,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
11/02/2013,Northwestern,W 27 - 24,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
11/09/2013,@ Michigan,W 17 - 13,1/,3,nan,25,"Nebraska Cornhuskers, Huskers",Offense
11/09/2013,@ Michigan,W 17 - 13,1/,2,nan,15,"Nebraska Cornhuskers, Huskers",Defense
11/16/2013,Michigan St.,L 28 - 41,1/,2,nan,-4,"Nebraska Cornhuskers, Huskers",Offense
11/16/2013,Michigan St.,L 28 - 41,1/,1,nan,26,"Nebraska Cornhuskers, Huskers",Defense
11/23/2013,@ Penn St.,W 23 - 20 (1OT),1/,3,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
11/23/2013,@ Penn St.,W 23 - 20 (1OT),1/,3,nan,27,"Nebraska Cornhuskers, Huskers",Defense
11/29/2013,Iowa,L 17 - 38,1/,2,nan,5,"Nebraska Cornhuskers, Huskers",Offense
11/29/2013,Iowa,L 17 - 38,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
01/01/2014,"Georgia @ Jacksonville, Fla.",W 24 - 19,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
01/01/2014,"Georgia @ Jacksonville, Fla.",W 24 - 19,1/,1,nan,-3,"Nebraska Cornhuskers, Huskers",Defense
09/05/2015,BYU,L 28 - 33,1/,1,nan,5,"Nebraska Cornhuskers, Huskers",Offense
09/05/2015,BYU,L 28 - 33,1/,1,nan,11,"Nebraska Cornhuskers, Huskers",Defense
09/12/2015,South Ala.,W 48 - 9,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
09/12/2015,South Ala.,W 48 - 9,1/,1,nan,1,"Nebraska Cornhuskers, Huskers",Defense
09/19/2015,@ Miami (FL),L 33 - 36 (1OT),1/,2,nan,33,"Nebraska Cornhuskers, Huskers",Offense
09/19/2015,@ Miami (FL),L 33 - 36 (1OT),1/,3,nan,44,"Nebraska Cornhuskers, Huskers",Defense
09/26/2015,Southern Miss.,W 36 - 28,1/,1,nan,17,"Nebraska Cornhuskers, Huskers",Offense
09/26/2015,Southern Miss.,W 36 - 28,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
10/03/2015,@ Illinois,L 13 - 14,1/,2,nan,-1,"Nebraska Cornhuskers, Huskers",Offense
10/03/2015,@ Illinois,L 13 - 14,1/,2,nan,40,"Nebraska Cornhuskers, Huskers",Defense
10/10/2015,Wisconsin,L 21 - 23,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
10/10/2015,Wisconsin,L 21 - 23,1/,3,nan,12,"Nebraska Cornhuskers, Huskers",Defense
10/17/2015,@ Minnesota,W 48 - 25,1/,2,nan,49,"Nebraska Cornhuskers, Huskers",Offense
10/17/2015,@ Minnesota,W 48 - 25,1/,1,nan,14,"Nebraska Cornhuskers, Huskers",Defense
10/24/2015,Northwestern,L 28 - 30,1/,1,nan,-1,"Nebraska Cornhuskers, Huskers",Offense
10/24/2015,Northwestern,L 28 - 30,1/,2,nan,27,"Nebraska Cornhuskers, Huskers",Defense
10/31/2015,@ Purdue,L 45 - 55,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
10/31/2015,@ Purdue,L 45 - 55,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
11/07/2015,Michigan St.,W 39 - 38,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
11/07/2015,Michigan St.,W 39 - 38,1/,1,nan,9,"Nebraska Cornhuskers, Huskers",Defense
11/14/2015,@ Rutgers,W 31 - 14,1/,1,nan,4,"Nebraska Cornhuskers, Huskers",Offense
11/14/2015,@ Rutgers,W 31 - 14,1/,1,nan,5,"Nebraska Cornhuskers, Huskers",Defense
11/27/2015,Iowa,L 20 - 28,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
11/27/2015,Iowa,L 20 - 28,1/,3,nan,44,"Nebraska Cornhuskers, Huskers",Defense
12/26/2015,"UCLA @ Santa Clara, Calif.",W 37 - 29,1/,1,nan,8,"Nebraska Cornhuskers, Huskers",Offense
12/26/2015,"UCLA @ Santa Clara, Calif.",W 37 - 29,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
09/03/2016,Fresno St.,W 43 - 10,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
09/03/2016,Fresno St.,W 43 - 10,1/,2,nan,17,"Nebraska Cornhuskers, Huskers",Defense
09/10/2016,Wyoming,W 52 - 17,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
09/10/2016,Wyoming,W 52 - 17,1/,1,nan,25,"Nebraska Cornhuskers, Huskers",Defense
09/17/2016,Oregon,W 35 - 32,1/,3,nan,42,"Nebraska Cornhuskers, Huskers",Offense
09/17/2016,Oregon,W 35 - 32,1/,1,nan,5,"Nebraska Cornhuskers, Huskers",Defense
09/24/2016,@ Northwestern,W 24 - 13,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
09/24/2016,@ Northwestern,W 24 - 13,1/,1,nan,5,"Nebraska Cornhuskers, Huskers",Defense
10/01/2016,Illinois,W 31 - 16,1/,3,nan,42,"Nebraska Cornhuskers, Huskers",Offense
10/01/2016,Illinois,W 31 - 16,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
10/15/2016,@ Indiana,W 27 - 22,1/,4,nan,25,"Nebraska Cornhuskers, Huskers",Offense
10/15/2016,@ Indiana,W 27 - 22,1/,2,nan,48,"Nebraska Cornhuskers, Huskers",Defense
10/22/2016,Purdue,W 27 - 14,1/,1,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
10/22/2016,Purdue,W 27 - 14,1/,1,nan,4,"Nebraska Cornhuskers, Huskers",Defense
10/29/2016,@ Wisconsin,L 17 - 23 (1OT),1/,4,nan,36,"Nebraska Cornhuskers, Huskers",Offense
10/29/2016,@ Wisconsin,L 17 - 23 (1OT),1/,1,nan,24,"Nebraska Cornhuskers, Huskers",Defense
11/05/2016,@ Ohio St.,L 3 - 62,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
11/05/2016,@ Ohio St.,L 3 - 62,1/,3,nan,8,"Nebraska Cornhuskers, Huskers",Defense
11/12/2016,Minnesota,W 24 - 17,1/,3,nan,-1,"Nebraska Cornhuskers, Huskers",Offense
11/12/2016,Minnesota,W 24 - 17,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
11/19/2016,Maryland,W 28 - 7,1/,2,nan,16,"Nebraska Cornhuskers, Huskers",Offense
11/19/2016,Maryland,W 28 - 7,1/,2,nan,5,"Nebraska Cornhuskers, Huskers",Defense
11/25/2016,@ Iowa,L 10 - 40,1/,3,nan,8,"Nebraska Cornhuskers, Huskers",Offense
11/25/2016,@ Iowa,L 10 - 40,1/,6,nan,82,"Nebraska Cornhuskers, Huskers",Defense
12/30/2016,"Tennessee @ Nashville, Tenn.",L 24 - 38,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
12/30/2016,"Tennessee @ Nashville, Tenn.",L 24 - 38,1/,1,nan,1,"Nebraska Cornhuskers, Huskers",Defense
08/30/2014,Fla. Atlantic,W 55 - 7,1/,4,nan,19,"Nebraska Cornhuskers, Huskers",Offense
08/30/2014,Fla. Atlantic,W 55 - 7,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
09/06/2014,McNeese,W 31 - 24,1/,5,nan,52,"Nebraska Cornhuskers, Huskers",Offense
09/06/2014,McNeese,W 31 - 24,1/,3,nan,19,"Nebraska Cornhuskers, Huskers",Defense
09/13/2014,@ Fresno St.,W 55 - 19,1/,6,1/,140,"Nebraska Cornhuskers, Huskers",Offense
09/13/2014,@ Fresno St.,W 55 - 19,1/,2,nan,15,"Nebraska Cornhuskers, Huskers",Defense
09/20/2014,Miami (FL),W 41 - 31,1/,2,nan,11,"Nebraska Cornhuskers, Huskers",Offense
09/20/2014,Miami (FL),W 41 - 31,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
09/27/2014,Illinois,W 45 - 14,1/,3,nan,12,"Nebraska Cornhuskers, Huskers",Offense
09/27/2014,Illinois,W 45 - 14,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
10/04/2014,@ Michigan St.,L 22 - 27,1/,2,1/,95,"Nebraska Cornhuskers, Huskers",Offense
10/04/2014,@ Michigan St.,L 22 - 27,1/,4,nan,19,"Nebraska Cornhuskers, Huskers",Defense
10/18/2014,@ Northwestern,W 38 - 17,1/,3,nan,26,"Nebraska Cornhuskers, Huskers",Offense
10/18/2014,@ Northwestern,W 38 - 17,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
10/25/2014,Rutgers,W 42 - 24,1/,4,nan,36,"Nebraska Cornhuskers, Huskers",Offense
10/25/2014,Rutgers,W 42 - 24,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
11/01/2014,Purdue,W 35 - 14,1/,4,nan,57,"Nebraska Cornhuskers, Huskers",Offense
11/01/2014,Purdue,W 35 - 14,1/,1,nan,28,"Nebraska Cornhuskers, Huskers",Defense
11/15/2014,@ Wisconsin,L 24 - 59,1/,1,nan,14,"Nebraska Cornhuskers, Huskers",Offense
11/15/2014,@ Wisconsin,L 24 - 59,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Defense
11/22/2014,Minnesota,L 24 - 28,1/,nan,nan,nan,"Nebraska Cornhuskers, Huskers",Offense
11/22/2014,Minnesota,L 24 - 28,1/,1,nan,12,"Nebraska Cornhuskers, Huskers",Defense
11/28/2014,@ Iowa,W 37 - 34 (1OT),1/,3,1/,134,"Nebraska Cornhuskers, Huskers",Offense
11/28/2014,@ Iowa,W 37 - 34 (1OT),1/,4,1/,44,"Nebraska Cornhuskers, Huskers",Defense
12/27/2014,"Southern California @ San Diego, Calif.",L 42 - 45,1/,2,nan,24,"Nebraska Cornhuskers, Huskers",Offense
12/27/2014,"Southern California @ San Diego, Calif.",L 42 - 45,1/,1,nan,6,"Nebraska Cornhuskers, Huskers",Defense
09/05/2015,Colgate,W 48 - 10,1/,4,nan,50,Navy Midshipmen,Offense
09/05/2015,Colgate,W 48 - 10,1/,nan,nan,nan,Navy Midshipmen,Defense
09/19/2015,East Carolina,W 45 - 21,1/,nan,nan,nan,Navy Midshipmen,Offense
09/19/2015,East Carolina,W 45 - 21,1/,nan,nan,nan,Navy Midshipmen,Defense
09/26/2015,@ UConn,W 28 - 18,1/,1,nan,-5,Navy Midshipmen,Offense
09/26/2015,@ UConn,W 28 - 18,1/,nan,nan,nan,Navy Midshipmen,Defense
10/03/2015,Air Force,W 33 - 11,1/,1,nan,3,Navy Midshipmen,Offense
10/03/2015,Air Force,W 33 - 11,1/,1,nan,15,Navy Midshipmen,Defense
10/10/2015,@ Notre Dame,L 24 - 41,1/,nan,nan,nan,Navy Midshipmen,Offense
10/10/2015,@ Notre Dame,L 24 - 41,1/,nan,nan,nan,Navy Midshipmen,Defense
10/24/2015,Tulane,W 31 - 14,1/,2,nan,9,Navy Midshipmen,Offense
10/24/2015,Tulane,W 31 - 14,1/,1,nan,nan,Navy Midshipmen,Defense
10/31/2015,South Fla.,W 29 - 17,1/,nan,nan,nan,Navy Midshipmen,Offense
10/31/2015,South Fla.,W 29 - 17,1/,2,nan,32,Navy Midshipmen,Defense
11/07/2015,@ Memphis,W 45 - 20,1/,nan,nan,nan,Navy Midshipmen,Offense
11/07/2015,@ Memphis,W 45 - 20,1/,1,nan,4,Navy Midshipmen,Defense
11/14/2015,SMU,W 55 - 14,1/,1,nan,10,Navy Midshipmen,Offense
11/14/2015,SMU,W 55 - 14,1/,nan,nan,nan,Navy Midshipmen,Defense
11/21/2015,@ Tulsa,W 44 - 21,1/,1,nan,-1,Navy Midshipmen,Offense
11/21/2015,@ Tulsa,W 44 - 21,1/,2,nan,42,Navy Midshipmen,Defense
11/27/2015,@ Houston,L 31 - 52,1/,nan,nan,nan,Navy Midshipmen,Offense
11/27/2015,@ Houston,L 31 - 52,1/,1,nan,28,Navy Midshipmen,Defense
12/12/2015,"Army West Point @ Philadelphia, PA",W 21 - 17,1/,nan,nan,nan,Navy Midshipmen,Offense
12/12/2015,"Army West Point @ Philadelphia, PA",W 21 - 17,1/,3,nan,53,Navy Midshipmen,Defense
12/28/2015,Pittsburgh,W 44 - 28,1/,1,nan,1,Navy Midshipmen,Offense
12/28/2015,Pittsburgh,W 44 - 28,1/,nan,nan,nan,Navy Midshipmen,Defense
09/03/2016,Fordham,W 52 - 16,1/,1,nan,18,Navy Midshipmen,Offense
09/03/2016,Fordham,W 52 - 16,1/,2,nan,26,Navy Midshipmen,Defense
09/10/2016,UConn,W 28 - 24,1/,2,nan,46,Navy Midshipmen,Offense
09/10/2016,UConn,W 28 - 24,1/,nan,nan,nan,Navy Midshipmen,Defense
09/17/2016,@ Tulane,W 21 - 14,1/,1,nan,nan,Navy Midshipmen,Offense
09/17/2016,@ Tulane,W 21 - 14,1/,1,nan,3,Navy Midshipmen,Defense
10/01/2016,@ Air Force,L 14 - 28,1/,2,nan,-2,Navy Midshipmen,Offense
10/01/2016,@ Air Force,L 14 - 28,1/,1,nan,3,Navy Midshipmen,Defense
10/08/2016,Houston,W 46 - 40,1/,nan,nan,nan,Navy Midshipmen,Offense
10/08/2016,Houston,W 46 - 40,1/,nan,nan,nan,Navy Midshipmen,Defense
10/22/2016,Memphis,W 42 - 28,1/,1,nan,nan,Navy Midshipmen,Offense
10/22/2016,Memphis,W 42 - 28,1/,nan,nan,nan,Navy Midshipmen,Defense
10/28/2016,@ South Fla.,L 45 - 52,1/,1,nan,6,Navy Midshipmen,Offense
10/28/2016,@ South Fla.,L 45 - 52,1/,1,nan,31,Navy Midshipmen,Defense
11/05/2016,"Notre Dame @ Jacksonville, FL",W 28 - 27,1/,nan,nan,nan,Navy Midshipmen,Offense
11/05/2016,"Notre Dame @ Jacksonville, FL",W 28 - 27,1/,nan,nan,nan,Navy Midshipmen,Defense
11/12/2016,Tulsa,W 42 - 40,1/,1,nan,10,Navy Midshipmen,Offense
11/12/2016,Tulsa,W 42 - 40,1/,nan,nan,nan,Navy Midshipmen,Defense
11/19/2016,@ East Carolina,W 66 - 31,1/,3,nan,37,Navy Midshipmen,Offense
11/19/2016,@ East Carolina,W 66 - 31,1/,nan,nan,nan,Navy Midshipmen,Defense
11/26/2016,@ SMU,W 75 - 31,1/,nan,nan,nan,Navy Midshipmen,Offense
11/26/2016,@ SMU,W 75 - 31,1/,nan,nan,nan,Navy Midshipmen,Defense
12/03/2016,Temple,L 10 - 34,1/,1,nan,nan,Navy Midshipmen,Offense
12/03/2016,Temple,L 10 - 34,1/,nan,nan,nan,Navy Midshipmen,Defense
12/10/2016,"Army West Point @ Baltimore, Md.",L 17 - 21,1/,nan,nan,nan,Navy Midshipmen,Offense
12/10/2016,"Army West Point @ Baltimore, Md.",L 17 - 21,1/,nan,nan,nan,Navy Midshipmen,Defense
12/23/2016,"Louisiana Tech @ Fort Worth, Texas",L 45 - 48,1/,2,nan,31,Navy Midshipmen,Offense
12/23/2016,"Louisiana Tech @ Fort Worth, Texas",L 45 - 48,1/,nan,nan,nan,Navy Midshipmen,Defense
08/30/2014,"Ohio St. @ Baltimore, Md.",L 17 - 34,1/,nan,nan,nan,Navy Midshipmen,Offense
08/30/2014,"Ohio St. @ Baltimore, Md.",L 17 - 34,1/,3,nan,24,Navy Midshipmen,Defense
09/06/2014,@ Temple,W 31 - 24,1/,2,nan,3,Navy Midshipmen,Offense
09/06/2014,@ Temple,W 31 - 24,1/,nan,nan,nan,Navy Midshipmen,Defense
09/13/2014,@ Texas St.,W 35 - 21,1/,2,nan,5,Navy Midshipmen,Offense
09/13/2014,@ Texas St.,W 35 - 21,1/,1,nan,8,Navy Midshipmen,Defense
09/20/2014,Rutgers,L 24 - 31,1/,1,nan,nan,Navy Midshipmen,Offense
09/20/2014,Rutgers,L 24 - 31,1/,nan,nan,nan,Navy Midshipmen,Defense
09/27/2014,Western Ky.,L 27 - 36,1/,1,nan,nan,Navy Midshipmen,Offense
09/27/2014,Western Ky.,L 27 - 36,1/,3,nan,24,Navy Midshipmen,Defense
10/04/2014,@ Air Force,L 21 - 30,1/,1,nan,1,Navy Midshipmen,Offense
10/04/2014,@ Air Force,L 21 - 30,1/,1,nan,-2,Navy Midshipmen,Defense
10/11/2014,VMI,W 51 - 14,1/,nan,nan,nan,Navy Midshipmen,Offense
10/11/2014,VMI,W 51 - 14,1/,1,nan,nan,Navy Midshipmen,Defense
10/25/2014,San Jose St.,W 41 - 31,1/,1,nan,19,Navy Midshipmen,Offense
10/25/2014,San Jose St.,W 41 - 31,1/,1,nan,-1,Navy Midshipmen,Defense
11/01/2014,"Notre Dame @ Landover, Md.",L 39 - 49,1/,nan,nan,nan,Navy Midshipmen,Offense
11/01/2014,"Notre Dame @ Landover, Md.",L 39 - 49,1/,2,nan,nan,Navy Midshipmen,Defense
11/15/2014,Ga. Southern,W 52 - 19,1/,nan,nan,nan,Navy Midshipmen,Offense
11/15/2014,Ga. Southern,W 52 - 19,1/,nan,nan,nan,Navy Midshipmen,Defense
11/28/2014,@ South Ala.,W 42 - 40,1/,1,nan,3,Navy Midshipmen,Offense
11/28/2014,@ South Ala.,W 42 - 40,1/,nan,nan,nan,Navy Midshipmen,Defense
12/13/2014,"Army West Point @ Baltimore, Md.",W 17 - 10,1/,nan,nan,nan,Navy Midshipmen,Offense
12/13/2014,"Army West Point @ Baltimore, Md.",W 17 - 10,1/,3,1/,44,Navy Midshipmen,Defense
12/23/2014,@ San Diego St.,W 17 - 16,1/,1,nan,3,Navy Midshipmen,Offense
12/23/2014,@ San Diego St.,W 17 - 16,1/,1,nan,nan,Navy Midshipmen,Defense
09/07/2013,@ Indiana,W 41 - 35,1/,nan,nan,nan,Navy Midshipmen,Offense
09/07/2013,@ Indiana,W 41 - 35,1/,nan,nan,nan,Navy Midshipmen,Defense
09/14/2013,Delaware,W 51 - 7,1/,2,nan,28,Navy Midshipmen,Offense
09/14/2013,Delaware,W 51 - 7,1/,nan,nan,nan,Navy Midshipmen,Defense
09/28/2013,@ Western Ky.,L 7 - 19,1/,1,nan,nan,Navy Midshipmen,Offense
09/28/2013,@ Western Ky.,L 7 - 19,1/,1,nan,2,Navy Midshipmen,Defense
10/05/2013,Air Force,W 28 - 10,1/,1,nan,2,Navy Midshipmen,Offense
10/05/2013,Air Force,W 28 - 10,1/,1,nan,1,Navy Midshipmen,Defense
10/12/2013,@ Duke,L 7 - 35,1/,nan,nan,nan,Navy Midshipmen,Offense
10/12/2013,@ Duke,L 7 - 35,1/,3,nan,15,Navy Midshipmen,Defense
10/19/2013,@ Toledo,L 44 - 45 (2OT),1/,1,nan,5,Navy Midshipmen,Offense
10/19/2013,@ Toledo,L 44 - 45 (2OT),1/,1,nan,33,Navy Midshipmen,Defense
10/26/2013,Pittsburgh,W 24 - 21,1/,2,nan,2,Navy Midshipmen,Offense
10/26/2013,Pittsburgh,W 24 - 21,1/,nan,nan,nan,Navy Midshipmen,Defense
11/02/2013,@ Notre Dame,L 34 - 38,1/,nan,nan,nan,Navy Midshipmen,Offense
11/02/2013,@ Notre Dame,L 34 - 38,1/,1,nan,5,Navy Midshipmen,Defense
11/09/2013,Hawaii,W 42 - 28,1/,nan,nan,nan,Navy Midshipmen,Offense
11/09/2013,Hawaii,W 42 - 28,1/,2,nan,10,Navy Midshipmen,Defense
11/16/2013,South Ala.,W 42 - 14,1/,1,nan,8,Navy Midshipmen,Offense
11/16/2013,South Ala.,W 42 - 14,1/,1,nan,3,Navy Midshipmen,Defense
11/22/2013,@ San Jose St.,W 58 - 52 (3OT),1/,1,nan,24,Navy Midshipmen,Offense
11/22/2013,@ San Jose St.,W 58 - 52 (3OT),1/,nan,nan,nan,Navy Midshipmen,Defense
12/14/2013,"Army West Point @ Philadelphia, Pa.",W 34 - 7,1/,1,nan,5,Navy Midshipmen,Offense
12/14/2013,"Army West Point @ Philadelphia, Pa.",W 34 - 7,1/,1,nan,3,Navy Midshipmen,Defense
12/30/2013,"Middle Tenn. @ Fort Worth, Texas",W 24 - 6,1/,nan,nan,nan,Navy Midshipmen,Offense
12/30/2013,"Middle Tenn. @ Fort Worth, Texas",W 24 - 6,1/,nan,nan,nan,Navy Midshipmen,Defense
09/01/2016,William & Mary,W 48 - 14,1/,1,nan,13,NC State Wolfpack,Offense
09/01/2016,William & Mary,W 48 - 14,1/,nan,nan,nan,NC State Wolfpack,Defense
09/10/2016,@ East Carolina,L 30 - 33,1/,1,nan,2,NC State Wolfpack,Offense
09/10/2016,@ East Carolina,L 30 - 33,1/,nan,nan,nan,NC State Wolfpack,Defense
09/17/2016,Old Dominion,W 49 - 22,1/,nan,nan,nan,NC State Wolfpack,Offense
09/17/2016,Old Dominion,W 49 - 22,1/,nan,nan,nan,NC State Wolfpack,Defense
10/01/2016,Wake Forest,W 33 - 16,1/,3,nan,11,NC State Wolfpack,Offense
10/01/2016,Wake Forest,W 33 - 16,1/,1,nan,6,NC State Wolfpack,Defense
10/08/2016,Notre Dame,W 10 - 3,1/,2,1/,25,NC State Wolfpack,Offense
10/08/2016,Notre Dame,W 10 - 3,1/,nan,nan,nan,NC State Wolfpack,Defense
10/15/2016,@ Clemson,L 17 - 24 (1OT),1/,nan,nan,nan,NC State Wolfpack,Offense
10/15/2016,@ Clemson,L 17 - 24 (1OT),1/,1,nan,nan,NC State Wolfpack,Defense
10/22/2016,@ Louisville,L 13 - 54,1/,nan,nan,nan,NC State Wolfpack,Offense
10/22/2016,@ Louisville,L 13 - 54,1/,1,nan,8,NC State Wolfpack,Defense
10/29/2016,Boston College,L 14 - 21,1/,2,nan,nan,NC State Wolfpack,Offense
10/29/2016,Boston College,L 14 - 21,1/,1,nan,15,NC State Wolfpack,Defense
11/05/2016,Florida St.,L 20 - 24,1/,nan,nan,nan,NC State Wolfpack,Offense
11/05/2016,Florida St.,L 20 - 24,1/,nan,nan,nan,NC State Wolfpack,Defense
11/12/2016,@ Syracuse,W 35 - 20,1/,1,nan,-1,NC State Wolfpack,Offense
11/12/2016,@ Syracuse,W 35 - 20,1/,2,nan,16,NC State Wolfpack,Defense
11/19/2016,Miami (FL),L 13 - 27,1/,2,nan,31,NC State Wolfpack,Offense
11/19/2016,Miami (FL),L 13 - 27,1/,1,nan,5,NC State Wolfpack,Defense
11/25/2016,@ North Carolina,W 28 - 21,1/,1,nan,3,NC State Wolfpack,Offense
11/25/2016,@ North Carolina,W 28 - 21,1/,1,nan,13,NC State Wolfpack,Defense
12/26/2016,"Vanderbilt @ Shreveport, La.",W 41 - 17,1/,2,nan,48,NC State Wolfpack,Offense
12/26/2016,"Vanderbilt @ Shreveport, La.",W 41 - 17,1/,1,nan,71,NC State Wolfpack,Defense
08/30/2014,Ga. Southern,W 24 - 23,1/,2,nan,33,NC State Wolfpack,Offense
08/30/2014,Ga. Southern,W 24 - 23,1/,3,nan,12,NC State Wolfpack,Defense
09/06/2014,Old Dominion,W 46 - 34,1/,nan,nan,nan,NC State Wolfpack,Offense
09/06/2014,Old Dominion,W 46 - 34,1/,nan,nan,nan,NC State Wolfpack,Defense
09/13/2014,@ South Fla.,W 49 - 17,1/,4,nan,-1,NC State Wolfpack,Offense
