Date,Opponent,Result,G,PuntRet,PuntRetTDs,PuntRetYds,Team,OffenseDefense
11/28/2014,@ Arizona,L 35 - 42,1/,3,nan,30,Arizona St. Sun Devils,Offense
11/28/2014,@ Arizona,L 35 - 42,1/,2,nan,nan,Arizona St. Sun Devils,Defense
12/27/2014,"Duke @ El Paso, Texas",W 36 - 31,1/,nan,nan,nan,Arizona St. Sun Devils,Offense
12/27/2014,"Duke @ El Paso, Texas",W 36 - 31,1/,1,1/,68,Arizona St. Sun Devils,Defense
09/03/2016,Northern Ariz.,W 44 - 13,1/,4,nan,31,Arizona St. Sun Devils,Offense
09/03/2016,Northern Ariz.,W 44 - 13,1/,nan,nan,nan,Arizona St. Sun Devils,Defense
09/10/2016,Texas Tech,W 68 - 55,1/,2,nan,14,Arizona St. Sun Devils,Offense
09/10/2016,Texas Tech,W 68 - 55,1/,1,nan,nan,Arizona St. Sun Devils,Defense
09/16/2016,@ UTSA,W 32 - 28,1/,3,nan,10,Arizona St. Sun Devils,Offense
09/16/2016,@ UTSA,W 32 - 28,1/,nan,nan,nan,Arizona St. Sun Devils,Defense
09/24/2016,California,W 51 - 41,1/,3,nan,46,Arizona St. Sun Devils,Offense
09/24/2016,California,W 51 - 41,1/,nan,nan,nan,Arizona St. Sun Devils,Defense
10/01/2016,@ Southern California,L 20 - 41,1/,nan,nan,nan,Arizona St. Sun Devils,Offense
10/01/2016,@ Southern California,L 20 - 41,1/,3,nan,16,Arizona St. Sun Devils,Defense
10/08/2016,UCLA,W 23 - 20,1/,1,nan,12,Arizona St. Sun Devils,Offense
10/08/2016,UCLA,W 23 - 20,1/,4,nan,6,Arizona St. Sun Devils,Defense
10/15/2016,@ Colorado,L 16 - 40,1/,5/,nan,35,Arizona St. Sun Devils,Offense
10/15/2016,@ Colorado,L 16 - 40,1/,4,nan,16,Arizona St. Sun Devils,Defense
10/22/2016,Washington St.,L 32 - 37,1/,2,1/,78,Arizona St. Sun Devils,Offense
10/22/2016,Washington St.,L 32 - 37,1/,1,nan,-5,Arizona St. Sun Devils,Defense
10/29/2016,@ Oregon,L 35 - 54,1/,1,nan,2,Arizona St. Sun Devils,Offense
10/29/2016,@ Oregon,L 35 - 54,1/,2,nan,6,Arizona St. Sun Devils,Defense
11/10/2016,Utah,L 26 - 49,1/,nan,nan,nan,Arizona St. Sun Devils,Offense
11/10/2016,Utah,L 26 - 49,1/,1,nan,3,Arizona St. Sun Devils,Defense
11/19/2016,@ Washington,L 18 - 44,1/,1,nan,1,Arizona St. Sun Devils,Offense
11/19/2016,@ Washington,L 18 - 44,1/,3,nan,23,Arizona St. Sun Devils,Defense
11/25/2016,@ Arizona,L 35 - 56,1/,1,nan,7,Arizona St. Sun Devils,Offense
11/25/2016,@ Arizona,L 35 - 56,1/,nan,nan,nan,Arizona St. Sun Devils,Defense
09/04/2015,Washington,W 16 - 13,1/,1,nan,2,Boise St. Broncos,Offense
09/04/2015,Washington,W 16 - 13,1/,2,1/,93,Boise St. Broncos,Defense
09/12/2015,@ BYU,L 24 - 35,1/,nan,nan,nan,Boise St. Broncos,Offense
09/12/2015,@ BYU,L 24 - 35,1/,2,nan,7,Boise St. Broncos,Defense
09/18/2015,Idaho St.,W 52 - 0,1/,6,nan,15,Boise St. Broncos,Offense
09/18/2015,Idaho St.,W 52 - 0,1/,nan,nan,nan,Boise St. Broncos,Defense
09/25/2015,@ Virginia,W 56 - 14,1/,1,nan,nan,Boise St. Broncos,Offense
09/25/2015,@ Virginia,W 56 - 14,1/,2,nan,21,Boise St. Broncos,Defense
10/03/2015,Hawaii,W 55 - 0,1/,6,nan,73,Boise St. Broncos,Offense
10/03/2015,Hawaii,W 55 - 0,1/,3,nan,11,Boise St. Broncos,Defense
10/10/2015,@ Colorado St.,W 41 - 10,1/,4,nan,12,Boise St. Broncos,Offense
10/10/2015,@ Colorado St.,W 41 - 10,1/,nan,nan,nan,Boise St. Broncos,Defense
10/16/2015,@ Utah St.,L 26 - 52,1/,2,nan,39,Boise St. Broncos,Offense
10/16/2015,@ Utah St.,L 26 - 52,1/,1,nan,8,Boise St. Broncos,Defense
10/24/2015,Wyoming,W 34 - 14,1/,3,nan,12,Boise St. Broncos,Offense
10/24/2015,Wyoming,W 34 - 14,1/,nan,nan,nan,Boise St. Broncos,Defense
10/31/2015,@ UNLV,W 55 - 27,1/,1,nan,5,Boise St. Broncos,Offense
10/31/2015,@ UNLV,W 55 - 27,1/,nan,nan,nan,Boise St. Broncos,Defense
11/14/2015,New Mexico,L 24 - 31,1/,4,nan,11,Boise St. Broncos,Offense
11/14/2015,New Mexico,L 24 - 31,1/,1,nan,-3,Boise St. Broncos,Defense
11/20/2015,Air Force,L 30 - 37,1/,nan,nan,nan,Boise St. Broncos,Offense
11/20/2015,Air Force,L 30 - 37,1/,nan,nan,nan,Boise St. Broncos,Defense
11/27/2015,@ San Jose St.,W 40 - 23,1/,nan,nan,nan,Boise St. Broncos,Offense
11/27/2015,@ San Jose St.,W 40 - 23,1/,1,nan,nan,Boise St. Broncos,Defense
12/23/2015,"Northern Ill. @ San Diego, Calif.",W 55 - 7,1/,4,nan,1,Boise St. Broncos,Offense
12/23/2015,"Northern Ill. @ San Diego, Calif.",W 55 - 7,1/,nan,nan,nan,Boise St. Broncos,Defense
08/28/2014,"Ole Miss @ Atlanta, Georgia",L 13 - 35,1/,1,nan,-2,Boise St. Broncos,Offense
08/28/2014,"Ole Miss @ Atlanta, Georgia",L 13 - 35,1/,1,nan,2,Boise St. Broncos,Defense
09/06/2014,Colorado St.,W 37 - 24,1/,4,nan,35,Boise St. Broncos,Offense
09/06/2014,Colorado St.,W 37 - 24,1/,nan,nan,nan,Boise St. Broncos,Defense
09/13/2014,@ UConn,W 38 - 21,1/,3,nan,14,Boise St. Broncos,Offense
09/13/2014,@ UConn,W 38 - 21,1/,nan,nan,nan,Boise St. Broncos,Defense
09/20/2014,Louisiana,W 34 - 9,1/,1,nan,12,Boise St. Broncos,Offense
09/20/2014,Louisiana,W 34 - 9,1/,2,nan,33,Boise St. Broncos,Defense
09/27/2014,@ Air Force,L 14 - 28,1/,3,nan,52,Boise St. Broncos,Offense
09/27/2014,@ Air Force,L 14 - 28,1/,nan,nan,nan,Boise St. Broncos,Defense
10/04/2014,@ Nevada,W 51 - 46,1/,1,nan,16,Boise St. Broncos,Offense
10/04/2014,@ Nevada,W 51 - 46,1/,2,nan,18,Boise St. Broncos,Defense
10/17/2014,Fresno St.,W 37 - 27,1/,3,nan,7,Boise St. Broncos,Offense
10/17/2014,Fresno St.,W 37 - 27,1/,1,nan,12,Boise St. Broncos,Defense
10/24/2014,BYU,W 55 - 30,1/,2,nan,19,Boise St. Broncos,Offense
10/24/2014,BYU,W 55 - 30,1/,3,nan,13,Boise St. Broncos,Defense
11/08/2014,@ New Mexico,W 60 - 49,1/,1,nan,37,Boise St. Broncos,Offense
11/08/2014,@ New Mexico,W 60 - 49,1/,2,nan,23,Boise St. Broncos,Defense
11/15/2014,San Diego St.,W 38 - 29,1/,1,nan,3,Boise St. Broncos,Offense
11/15/2014,San Diego St.,W 38 - 29,1/,nan,nan,nan,Boise St. Broncos,Defense
11/22/2014,@ Wyoming,W 63 - 14,1/,3,1/,78,Boise St. Broncos,Offense
11/22/2014,@ Wyoming,W 63 - 14,1/,2,nan,42,Boise St. Broncos,Defense
11/29/2014,Utah St.,W 50 - 19,1/,2,nan,4,Boise St. Broncos,Offense
11/29/2014,Utah St.,W 50 - 19,1/,2,nan,5,Boise St. Broncos,Defense
12/06/2014,Fresno St.,W 28 - 14,1/,nan,nan,nan,Boise St. Broncos,Offense
12/06/2014,Fresno St.,W 28 - 14,1/,2,nan,13,Boise St. Broncos,Defense
12/31/2014,"Arizona @ Glendale, Ariz.",W 38 - 30,1/,4,nan,11,Boise St. Broncos,Offense
12/31/2014,"Arizona @ Glendale, Ariz.",W 38 - 30,1/,1,nan,2,Boise St. Broncos,Defense
08/31/2014,SMU,W 45 - 0,1/,3,nan,54,Baylor Bears,Offense
08/31/2014,SMU,W 45 - 0,1/,1,nan,1,Baylor Bears,Defense
09/06/2014,Northwestern St.,W 70 - 6,1/,1,nan,5,Baylor Bears,Offense
09/06/2014,Northwestern St.,W 70 - 6,1/,nan,nan,nan,Baylor Bears,Defense
09/12/2014,@ Buffalo,W 63 - 21,1/,2,nan,1,Baylor Bears,Offense
09/12/2014,@ Buffalo,W 63 - 21,1/,nan,nan,nan,Baylor Bears,Defense
09/27/2014,@ Iowa St.,W 49 - 28,1/,3,nan,7,Baylor Bears,Offense
09/27/2014,@ Iowa St.,W 49 - 28,1/,nan,nan,nan,Baylor Bears,Defense
10/04/2014,@ Texas,W 28 - 7,1/,2,nan,5,Baylor Bears,Offense
10/04/2014,@ Texas,W 28 - 7,1/,3,nan,18,Baylor Bears,Defense
10/11/2014,TCU,W 61 - 58,1/,1,nan,nan,Baylor Bears,Offense
10/11/2014,TCU,W 61 - 58,1/,2,nan,28,Baylor Bears,Defense
10/18/2014,@ West Virginia,L 27 - 41,1/,2,nan,2,Baylor Bears,Offense
10/18/2014,@ West Virginia,L 27 - 41,1/,2,nan,1,Baylor Bears,Defense
11/01/2014,Kansas,W 60 - 14,1/,3,nan,9,Baylor Bears,Offense
11/01/2014,Kansas,W 60 - 14,1/,nan,nan,nan,Baylor Bears,Defense
11/08/2014,@ Oklahoma,W 48 - 14,1/,1,nan,nan,Baylor Bears,Offense
11/08/2014,@ Oklahoma,W 48 - 14,1/,1,nan,6,Baylor Bears,Defense
11/22/2014,Oklahoma St.,W 49 - 28,1/,1,nan,nan,Baylor Bears,Offense
11/22/2014,Oklahoma St.,W 49 - 28,1/,1,nan,-2,Baylor Bears,Defense
11/29/2014,"Texas Tech @ Arlington, Texas",W 48 - 46,1/,nan,nan,nan,Baylor Bears,Offense
11/29/2014,"Texas Tech @ Arlington, Texas",W 48 - 46,1/,nan,nan,nan,Baylor Bears,Defense
12/06/2014,Kansas St.,W 38 - 27,1/,nan,nan,nan,Baylor Bears,Offense
12/06/2014,Kansas St.,W 38 - 27,1/,1,nan,4,Baylor Bears,Defense
01/01/2015,"Michigan St. @ Arlington, Texas",L 41 - 42,1/,1,nan,10,Baylor Bears,Offense
01/01/2015,"Michigan St. @ Arlington, Texas",L 41 - 42,1/,nan,nan,nan,Baylor Bears,Defense
09/02/2016,Northwestern St.,W 55 - 7,1/,6/,nan,95,Baylor Bears,Offense
09/02/2016,Northwestern St.,W 55 - 7,1/,nan,nan,nan,Baylor Bears,Defense
09/10/2016,SMU,W 40 - 13,1/,3,nan,8,Baylor Bears,Offense
09/10/2016,SMU,W 40 - 13,1/,2,nan,4,Baylor Bears,Defense
09/16/2016,@ Rice,W 38 - 10,1/,2,nan,5,Baylor Bears,Offense
09/16/2016,@ Rice,W 38 - 10,1/,nan,nan,nan,Baylor Bears,Defense
09/24/2016,Oklahoma St.,W 35 - 24,1/,1,nan,1,Baylor Bears,Offense
09/24/2016,Oklahoma St.,W 35 - 24,1/,nan,nan,nan,Baylor Bears,Defense
10/01/2016,@ Iowa St.,W 45 - 42,1/,nan,nan,nan,Baylor Bears,Offense
10/01/2016,@ Iowa St.,W 45 - 42,1/,2,nan,1,Baylor Bears,Defense
10/15/2016,Kansas,W 49 - 7,1/,3,nan,45,Baylor Bears,Offense
10/15/2016,Kansas,W 49 - 7,1/,nan,nan,nan,Baylor Bears,Defense
10/29/2016,@ Texas,L 34 - 35,1/,1,nan,12,Baylor Bears,Offense
10/29/2016,@ Texas,L 34 - 35,1/,1,nan,1,Baylor Bears,Defense
11/05/2016,TCU,L 22 - 62,1/,1,nan,14,Baylor Bears,Offense
11/05/2016,TCU,L 22 - 62,1/,nan,nan,nan,Baylor Bears,Defense
11/12/2016,@ Oklahoma,L 24 - 45,1/,nan,nan,nan,Baylor Bears,Offense
11/12/2016,@ Oklahoma,L 24 - 45,1/,nan,nan,nan,Baylor Bears,Defense
11/19/2016,Kansas St.,L 21 - 42,1/,nan,nan,nan,Baylor Bears,Offense
11/19/2016,Kansas St.,L 21 - 42,1/,1,nan,5,Baylor Bears,Defense
11/25/2016,"Texas Tech @ Arlington, Texas",L 35 - 54,1/,2,nan,24,Baylor Bears,Offense
11/25/2016,"Texas Tech @ Arlington, Texas",L 35 - 54,1/,nan,nan,nan,Baylor Bears,Defense
12/03/2016,@ West Virginia,L 21 - 24,1/,3,nan,5,Baylor Bears,Offense
12/03/2016,@ West Virginia,L 21 - 24,1/,nan,nan,nan,Baylor Bears,Defense
12/27/2016,"Boise St. @ Phoenix, AZ",W 31 - 12,1/,1,nan,14,Baylor Bears,Offense
12/27/2016,"Boise St. @ Phoenix, AZ",W 31 - 12,1/,2,nan,6,Baylor Bears,Defense
09/04/2015,@ SMU,W 56 - 21,1/,1,nan,5,Baylor Bears,Offense
09/04/2015,@ SMU,W 56 - 21,1/,nan,nan,nan,Baylor Bears,Defense
09/12/2015,Lamar University,W 66 - 31,1/,1,nan,5,Baylor Bears,Offense
09/12/2015,Lamar University,W 66 - 31,1/,nan,nan,nan,Baylor Bears,Defense
09/26/2015,Rice,W 70 - 17,1/,2,nan,14,Baylor Bears,Offense
09/26/2015,Rice,W 70 - 17,1/,nan,nan,nan,Baylor Bears,Defense
10/03/2015,"Texas Tech @ Arlington, Texas",W 63 - 35,1/,2,nan,-5,Baylor Bears,Offense
10/03/2015,"Texas Tech @ Arlington, Texas",W 63 - 35,1/,3,nan,-6,Baylor Bears,Defense
10/10/2015,@ Kansas,W 66 - 7,1/,3,nan,33,Baylor Bears,Offense
10/10/2015,@ Kansas,W 66 - 7,1/,1,nan,10,Baylor Bears,Defense
10/17/2015,West Virginia,W 62 - 38,1/,1,nan,5,Baylor Bears,Offense
10/17/2015,West Virginia,W 62 - 38,1/,nan,nan,nan,Baylor Bears,Defense
10/24/2015,Iowa St.,W 45 - 27,1/,1,nan,6,Baylor Bears,Offense
10/24/2015,Iowa St.,W 45 - 27,1/,2,nan,22,Baylor Bears,Defense
11/05/2015,@ Kansas St.,W 31 - 24,1/,nan,nan,nan,Baylor Bears,Offense
11/05/2015,@ Kansas St.,W 31 - 24,1/,1,nan,nan,Baylor Bears,Defense
11/14/2015,Oklahoma,L 34 - 44,1/,2,nan,-2,Baylor Bears,Offense
11/14/2015,Oklahoma,L 34 - 44,1/,nan,nan,nan,Baylor Bears,Defense
11/21/2015,@ Oklahoma St.,W 45 - 35,1/,1,nan,2,Baylor Bears,Offense
11/21/2015,@ Oklahoma St.,W 45 - 35,1/,nan,nan,nan,Baylor Bears,Defense
11/27/2015,@ TCU,L 21 - 28 (2OT),1/,1,nan,1,Baylor Bears,Offense
11/27/2015,@ TCU,L 21 - 28 (2OT),1/,nan,nan,nan,Baylor Bears,Defense
12/05/2015,Texas,L 17 - 23,1/,nan,nan,nan,Baylor Bears,Offense
12/05/2015,Texas,L 17 - 23,1/,1,nan,2,Baylor Bears,Defense
12/29/2015,"North Carolina @ Orlando, Fla.",W 49 - 38,1/,nan,nan,nan,Baylor Bears,Offense
12/29/2015,"North Carolina @ Orlando, Fla.",W 49 - 38,1/,nan,nan,nan,Baylor Bears,Defense
08/29/2013,Illinois St.,W 51 - 28,1/,1,nan,nan,Ball St. Cardinals,Offense
08/29/2013,Illinois St.,W 51 - 28,1/,nan,nan,nan,Ball St. Cardinals,Defense
09/07/2013,Army West Point,W 40 - 14,1/,1,nan,3,Ball St. Cardinals,Offense
09/07/2013,Army West Point,W 40 - 14,1/,1,nan,3,Ball St. Cardinals,Defense
09/14/2013,@ North Texas,L 27 - 34,1/,1,nan,6,Ball St. Cardinals,Offense
09/14/2013,@ North Texas,L 27 - 34,1/,2,nan,29,Ball St. Cardinals,Defense
09/21/2013,@ Eastern Mich.,W 51 - 20,1/,nan,nan,nan,Ball St. Cardinals,Offense
09/21/2013,@ Eastern Mich.,W 51 - 20,1/,nan,nan,nan,Ball St. Cardinals,Defense
09/28/2013,Toledo,W 31 - 24,1/,nan,nan,nan,Ball St. Cardinals,Offense
09/28/2013,Toledo,W 31 - 24,1/,1,nan,4,Ball St. Cardinals,Defense
10/05/2013,@ Virginia,W 48 - 27,1/,1,nan,5,Ball St. Cardinals,Offense
10/05/2013,@ Virginia,W 48 - 27,1/,3,nan,31,Ball St. Cardinals,Defense
10/12/2013,Kent St.,W 27 - 24,1/,nan,nan,nan,Ball St. Cardinals,Offense
10/12/2013,Kent St.,W 27 - 24,1/,1,nan,4,Ball St. Cardinals,Defense
10/19/2013,@ Western Mich.,W 38 - 17,1/,1,nan,2,Ball St. Cardinals,Offense
10/19/2013,@ Western Mich.,W 38 - 17,1/,2,nan,38,Ball St. Cardinals,Defense
10/26/2013,@ Akron,W 42 - 24,1/,nan,nan,nan,Ball St. Cardinals,Offense
10/26/2013,@ Akron,W 42 - 24,1/,1,nan,nan,Ball St. Cardinals,Defense
11/06/2013,Central Mich.,W 44 - 24,1/,1,nan,42,Ball St. Cardinals,Offense
11/06/2013,Central Mich.,W 44 - 24,1/,nan,nan,nan,Ball St. Cardinals,Defense
11/13/2013,@ Northern Ill.,L 27 - 48,1/,nan,nan,nan,Ball St. Cardinals,Offense
11/13/2013,@ Northern Ill.,L 27 - 48,1/,nan,nan,nan,Ball St. Cardinals,Defense
11/29/2013,Miami (OH),W 55 - 14,1/,3,nan,26,Ball St. Cardinals,Offense
11/29/2013,Miami (OH),W 55 - 14,1/,1,nan,nan,Ball St. Cardinals,Defense
01/05/2014,"Arkansas St. @ Mobile, Ala.",L 20 - 23,1/,1,nan,nan,Ball St. Cardinals,Offense
01/05/2014,"Arkansas St. @ Mobile, Ala.",L 20 - 23,1/,1,nan,10,Ball St. Cardinals,Defense
08/30/2014,Colgate,W 30 - 10,1/,3,nan,14,Ball St. Cardinals,Offense
08/30/2014,Colgate,W 30 - 10,1/,nan,nan,nan,Ball St. Cardinals,Defense
09/06/2014,@ Iowa,L 13 - 17,1/,nan,nan,nan,Ball St. Cardinals,Offense
09/06/2014,@ Iowa,L 13 - 17,1/,2,nan,11,Ball St. Cardinals,Defense
09/13/2014,Indiana St.,L 20 - 27,1/,3,nan,15,Ball St. Cardinals,Offense
09/13/2014,Indiana St.,L 20 - 27,1/,nan,nan,nan,Ball St. Cardinals,Defense
09/20/2014,@ Toledo,L 23 - 34,1/,nan,nan,nan,Ball St. Cardinals,Offense
09/20/2014,@ Toledo,L 23 - 34,1/,2,nan,66,Ball St. Cardinals,Defense
10/04/2014,@ Army West Point,L 24 - 33,1/,nan,nan,nan,Ball St. Cardinals,Offense
10/04/2014,@ Army West Point,L 24 - 33,1/,1,nan,nan,Ball St. Cardinals,Defense
10/11/2014,Western Mich.,L 38 - 42,1/,nan,nan,nan,Ball St. Cardinals,Offense
10/11/2014,Western Mich.,L 38 - 42,1/,2,nan,4,Ball St. Cardinals,Defense
10/18/2014,@ Central Mich.,W 32 - 29,1/,nan,nan,nan,Ball St. Cardinals,Offense
10/18/2014,@ Central Mich.,W 32 - 29,1/,1,nan,13,Ball St. Cardinals,Defense
10/25/2014,Akron,W 35 - 21,1/,1,nan,24,Ball St. Cardinals,Offense
10/25/2014,Akron,W 35 - 21,1/,2,nan,1,Ball St. Cardinals,Defense
11/05/2014,Northern Ill.,L 21 - 35,1/,1,nan,2,Ball St. Cardinals,Offense
11/05/2014,Northern Ill.,L 21 - 35,1/,4,nan,19,Ball St. Cardinals,Defense
11/12/2014,@ Massachusetts,L 10 - 24,1/,nan,nan,nan,Ball St. Cardinals,Offense
11/12/2014,@ Massachusetts,L 10 - 24,1/,nan,nan,nan,Ball St. Cardinals,Defense
11/22/2014,Eastern Mich.,W 45 - 30,1/,1,nan,5,Ball St. Cardinals,Offense
11/22/2014,Eastern Mich.,W 45 - 30,1/,nan,nan,nan,Ball St. Cardinals,Defense
11/28/2014,@ Bowling Green,W 41 - 24,1/,nan,nan,nan,Ball St. Cardinals,Offense
11/28/2014,@ Bowling Green,W 41 - 24,1/,nan,nan,nan,Ball St. Cardinals,Defense
09/05/2015,@ Nebraska,W 33 - 28,1/,1,nan,11,BYU Cougars,Offense
09/05/2015,@ Nebraska,W 33 - 28,1/,1,nan,5,BYU Cougars,Defense
09/12/2015,Boise St.,W 35 - 24,1/,2,nan,7,BYU Cougars,Offense
09/12/2015,Boise St.,W 35 - 24,1/,nan,nan,nan,BYU Cougars,Defense
09/19/2015,@ UCLA,L 23 - 24,1/,1,nan,1,BYU Cougars,Offense
09/19/2015,@ UCLA,L 23 - 24,1/,3,nan,80,BYU Cougars,Defense
09/26/2015,@ Michigan,L 0 - 31,1/,1,nan,5,BYU Cougars,Offense
09/26/2015,@ Michigan,L 0 - 31,1/,4,nan,20,BYU Cougars,Defense
10/02/2015,UConn,W 30 - 13,1/,5/,nan,15,BYU Cougars,Offense
10/02/2015,UConn,W 30 - 13,1/,nan,nan,nan,BYU Cougars,Defense
10/10/2015,East Carolina,W 45 - 38,1/,3,nan,21,BYU Cougars,Offense
10/10/2015,East Carolina,W 45 - 38,1/,4,1/,63,BYU Cougars,Defense
10/16/2015,Cincinnati,W 38 - 24,1/,2,nan,47,BYU Cougars,Offense
10/16/2015,Cincinnati,W 38 - 24,1/,1,nan,nan,BYU Cougars,Defense
10/24/2015,Wagner,W 70 - 6,1/,5/,nan,94/,BYU Cougars,Offense
10/24/2015,Wagner,W 70 - 6,1/,nan,nan,nan,BYU Cougars,Defense
11/06/2015,@ San Jose St.,W 17 - 16,1/,1,nan,10,BYU Cougars,Offense
11/06/2015,@ San Jose St.,W 17 - 16,1/,nan,nan,nan,BYU Cougars,Defense
11/14/2015,"Missouri @ Kansas City, Mo.",L 16 - 20,1/,1,nan,-4,BYU Cougars,Offense
11/14/2015,"Missouri @ Kansas City, Mo.",L 16 - 20,1/,2,nan,4,BYU Cougars,Defense
11/21/2015,Fresno St.,W 52 - 10,1/,1,nan,-3,BYU Cougars,Offense
11/21/2015,Fresno St.,W 52 - 10,1/,1,nan,21,BYU Cougars,Defense
11/28/2015,@ Utah St.,W 51 - 28,1/,nan,nan,nan,BYU Cougars,Offense
11/28/2015,@ Utah St.,W 51 - 28,1/,5,nan,67,BYU Cougars,Defense
12/19/2015,"Utah @ Las Vegas, NV",L 28 - 35,1/,2,nan,13,BYU Cougars,Offense
12/19/2015,"Utah @ Las Vegas, NV",L 28 - 35,1/,nan,nan,nan,BYU Cougars,Defense
09/03/2016,"Arizona @ Glendale, Ariz.",W 18 - 16,1/,1,nan,27,BYU Cougars,Offense
09/03/2016,"Arizona @ Glendale, Ariz.",W 18 - 16,1/,1,nan,6,BYU Cougars,Defense
09/10/2016,@ Utah,L 19 - 20,1/,1,nan,9,BYU Cougars,Offense
09/10/2016,@ Utah,L 19 - 20,1/,3,nan,10,BYU Cougars,Defense
09/17/2016,UCLA,L 14 - 17,1/,4,nan,16,BYU Cougars,Offense
09/17/2016,UCLA,L 14 - 17,1/,4,nan,5,BYU Cougars,Defense
09/24/2016,"West Virginia @ Landover, Md.",L 32 - 35,1/,1,nan,16,BYU Cougars,Offense
09/24/2016,"West Virginia @ Landover, Md.",L 32 - 35,1/,nan,nan,nan,BYU Cougars,Defense
09/30/2016,Toledo,W 55 - 53,1/,1,nan,4,BYU Cougars,Offense
09/30/2016,Toledo,W 55 - 53,1/,1,nan,6,BYU Cougars,Defense
10/08/2016,@ Michigan St.,W 31 - 14,1/,nan,nan,nan,BYU Cougars,Offense
10/08/2016,@ Michigan St.,W 31 - 14,1/,nan,nan,nan,BYU Cougars,Defense
10/14/2016,Mississippi St.,W 28 - 21 (2OT),1/,1,nan,15,BYU Cougars,Offense
10/14/2016,Mississippi St.,W 28 - 21 (2OT),1/,nan,nan,nan,BYU Cougars,Defense
10/20/2016,@ Boise St.,L 27 - 28,1/,nan,nan,nan,BYU Cougars,Offense
10/20/2016,@ Boise St.,L 27 - 28,1/,3,nan,7,BYU Cougars,Defense
11/05/2016,@ Cincinnati,W 20 - 3,1/,nan,nan,nan,BYU Cougars,Offense
11/05/2016,@ Cincinnati,W 20 - 3,1/,1,nan,nan,BYU Cougars,Defense
11/12/2016,Southern Utah,W 37 - 7,1/,6/,nan,68,BYU Cougars,Offense
11/12/2016,Southern Utah,W 37 - 7,1/,nan,nan,nan,BYU Cougars,Defense
11/19/2016,Massachusetts,W 51 - 9,1/,2,nan,3,BYU Cougars,Offense
11/19/2016,Massachusetts,W 51 - 9,1/,1,nan,3,BYU Cougars,Defense
11/26/2016,Utah St.,W 28 - 10,1/,4,nan,34,BYU Cougars,Offense
11/26/2016,Utah St.,W 28 - 10,1/,nan,nan,nan,BYU Cougars,Defense
12/21/2016,"Wyoming @ San Diego, Calif.",W 24 - 21,1/,3,nan,12,BYU Cougars,Offense
12/21/2016,"Wyoming @ San Diego, Calif.",W 24 - 21,1/,3,nan,6,BYU Cougars,Defense
08/31/2013,@ Virginia,L 16 - 19,1/,5,nan,34,BYU Cougars,Offense
08/31/2013,@ Virginia,L 16 - 19,1/,4,nan,63,BYU Cougars,Defense
09/07/2013,Texas,W 40 - 21,1/,2,nan,10,BYU Cougars,Offense
09/07/2013,Texas,W 40 - 21,1/,2,nan,28,BYU Cougars,Defense
09/21/2013,Utah,L 13 - 20,1/,4,nan,84,BYU Cougars,Offense
09/21/2013,Utah,L 13 - 20,1/,2,nan,6,BYU Cougars,Defense
09/27/2013,Middle Tenn.,W 37 - 10,1/,6/,1/,107/,BYU Cougars,Offense
09/27/2013,Middle Tenn.,W 37 - 10,1/,1,nan,-6,BYU Cougars,Defense
10/04/2013,@ Utah St.,W 31 - 14,1/,1,nan,-1,BYU Cougars,Offense
10/04/2013,@ Utah St.,W 31 - 14,1/,4,nan,3,BYU Cougars,Defense
10/12/2013,Georgia Tech,W 38 - 20,1/,2,nan,9,BYU Cougars,Offense
10/12/2013,Georgia Tech,W 38 - 20,1/,1,nan,8,BYU Cougars,Defense
10/19/2013,@ Houston,W 47 - 46,1/,3,nan,-4,BYU Cougars,Offense
10/19/2013,@ Houston,W 47 - 46,1/,3,nan,9,BYU Cougars,Defense
10/25/2013,Boise St.,W 37 - 20,1/,nan,nan,nan,BYU Cougars,Offense
10/25/2013,Boise St.,W 37 - 20,1/,4,nan,46,BYU Cougars,Defense
11/09/2013,@ Wisconsin,L 17 - 27,1/,1,nan,10,BYU Cougars,Offense
11/09/2013,@ Wisconsin,L 17 - 27,1/,2,nan,28,BYU Cougars,Defense
11/16/2013,Idaho St.,W 59 - 13,1/,6/,nan,52,BYU Cougars,Offense
11/16/2013,Idaho St.,W 59 - 13,1/,1,nan,2,BYU Cougars,Defense
11/23/2013,@ Notre Dame,L 13 - 23,1/,2,nan,18,BYU Cougars,Offense
11/23/2013,@ Notre Dame,L 13 - 23,1/,1,nan,10,BYU Cougars,Defense
11/30/2013,@ Nevada,W 28 - 23,1/,2,nan,8,BYU Cougars,Offense
11/30/2013,@ Nevada,W 28 - 23,1/,3,nan,21,BYU Cougars,Defense
12/27/2013,"Washington @ San Francisco, CA",L 16 - 31,1/,2,nan,8,BYU Cougars,Offense
12/27/2013,"Washington @ San Francisco, CA",L 16 - 31,1/,nan,nan,nan,BYU Cougars,Defense
08/29/2014,@ UConn,W 35 - 10,1/,2,nan,24,BYU Cougars,Offense
08/29/2014,@ UConn,W 35 - 10,1/,1,nan,-1,BYU Cougars,Defense
09/06/2014,@ Texas,W 41 - 7,1/,4,nan,24,BYU Cougars,Offense
09/06/2014,@ Texas,W 41 - 7,1/,1,nan,6,BYU Cougars,Defense
09/11/2014,Houston,W 33 - 25,1/,3,nan,16,BYU Cougars,Offense
09/11/2014,Houston,W 33 - 25,1/,nan,nan,nan,BYU Cougars,Defense
09/20/2014,Virginia,W 41 - 33,1/,1,nan,25,BYU Cougars,Offense
