Year,Team,GP,G,Rec,ReceivingYards,ReceptionsPerGame,YardsPerReception,RecTD,RecYdsG,OffenseDefense
2017-18,NC State,12,12,292,3262,24.33,11.17,16,271.83,Offense
2017-18,NC State,0,12,236,2940,19.67,12.46,19,245.00,Defensive
2013-14,NC State,12,12,249,2890,20.75,11.61,14,240.83,Offense
2013-14,NC State,0,12,227,2631,18.92,11.59,19,219.25,Defensive
2014-15,NC State,13,13,224,2652,17.23,11.84,24,204.00,Offense
2014-15,NC State,0,13,226,2661,17.38,11.77,19,204.69,Defensive
2015-16,NC State,13,13,246,2740,18.92,11.14,20,210.77,Offense
2015-16,NC State,0,13,210,2642,16.15,12.58,24,203.23,Defensive
2016-17,NC State,13,13,263,3383,20.23,12.86,20,260.23,Offense
2016-17,NC State,0,13,275,3174,275.00,149.88,16,3174.00,Defensive
2017-18,NC State,12,12,292,3262,24.33,11.17,16,271.83,Offense
2017-18,NC State,0,12,236,2940,19.67,12.46,19,245.00,Defensive
2013-14,Northern Ill.,14,14,261,3116,18.64,11.94,29,222.57,Offense
2013-14,Northern Ill.,0,14,280,3684,20.00,13.16,27,263.14,Defensive
2014-15,Northern Ill.,14,14,229,2689,16.36,11.74,19,192.07,Offense
2014-15,Northern Ill.,0,14,265,3199,18.93,12.07,18,228.50,Defensive
2015-16,Northern Ill.,14,14,240,2918,17.14,12.16,22,208.43,Offense
2015-16,Northern Ill.,0,14,299,3411,21.36,11.41,25,243.64,Defensive
2016-17,Northern Ill.,12,12,232,2688,19.33,11.59,20,224.00,Offense
2016-17,Northern Ill.,0,12,236,3008,19.67,12.75,25,250.67,Defensive
2017-18,Northern Ill.,12,12,216,2365,18.00,10.95,24,197.08,Offense
2017-18,Northern Ill.,0,12,215,2589,17.92,12.04,14,215.75,Defensive
2013-14,Northern Ill.,14,14,261,3116,18.64,11.94,29,222.57,Offense
2013-14,Northern Ill.,0,14,280,3684,20.00,13.16,27,263.14,Defensive
2014-15,Northern Ill.,14,14,229,2689,16.36,11.74,19,192.07,Offense
2014-15,Northern Ill.,0,14,265,3199,18.93,12.07,18,228.50,Defensive
2015-16,Northern Ill.,14,14,240,2918,17.14,12.16,22,208.43,Offense
2015-16,Northern Ill.,0,14,299,3411,21.36,11.41,25,243.64,Defensive
2016-17,Northern Ill.,12,12,232,2688,19.33,11.59,20,224.00,Offense
2016-17,Northern Ill.,0,12,236,3008,19.67,12.75,25,250.67,Defensive
2017-18,Northern Ill.,12,12,216,2365,18.00,10.95,24,197.08,Offense
2017-18,Northern Ill.,0,12,215,2589,17.92,12.04,14,215.75,Defensive
2013-14,North Texas,13,13,261,2987,20.08,11.44,16,229.77,Offense
2013-14,North Texas,0,13,267,2961,20.54,11.09,15,227.77,Defensive
2014-15,North Texas,12,12,181,2073,15.08,11.45,13,172.75,Offense
2014-15,North Texas,0,12,216,2492,18.00,11.54,19,207.67,Defensive
2015-16,North Texas,12,12,190,1937,15.83,10.19,12,161.42,Offense
2015-16,North Texas,0,12,256,3152,21.33,12.31,24,262.67,Defensive
2016-17,North Texas,13,13,261,2708,20.08,10.38,15,208.31,Offense
2016-17,North Texas,0,13,182,2603,182.00,199.18,20,2603.00,Defensive
2017-18,North Texas,13,13,298,3783,22.92,12.69,29,291.00,Offense
2017-18,North Texas,0,13,209,2900,16.08,13.88,20,223.08,Defensive
2013-14,North Texas,13,13,261,2987,20.08,11.44,16,229.77,Offense
2013-14,North Texas,0,13,267,2961,20.54,11.09,15,227.77,Defensive
2014-15,North Texas,12,12,181,2073,15.08,11.45,13,172.75,Offense
2014-15,North Texas,0,12,216,2492,18.00,11.54,19,207.67,Defensive
2015-16,North Texas,12,12,190,1937,15.83,10.19,12,161.42,Offense
2015-16,North Texas,0,12,256,3152,21.33,12.31,24,262.67,Defensive
2016-17,North Texas,13,13,261,2708,20.08,10.38,15,208.31,Offense
2016-17,North Texas,0,13,182,2603,182.00,199.18,20,2603.00,Defensive
2017-18,North Texas,13,13,298,3783,22.92,12.69,29,291.00,Offense
2017-18,North Texas,0,13,209,2900,16.08,13.88,20,223.08,Defensive
2013-14,North Texas,13,13,261,2987,20.08,11.44,16,229.77,Offense
2013-14,North Texas,0,13,267,2961,20.54,11.09,15,227.77,Defensive
2014-15,North Texas,12,12,181,2073,15.08,11.45,13,172.75,Offense
2014-15,North Texas,0,12,216,2492,18.00,11.54,19,207.67,Defensive
2015-16,North Texas,12,12,190,1937,15.83,10.19,12,161.42,Offense
2015-16,North Texas,0,12,256,3152,21.33,12.31,24,262.67,Defensive
2016-17,North Texas,13,13,261,2708,20.08,10.38,15,208.31,Offense
2016-17,North Texas,0,13,182,2603,182.00,199.18,20,2603.00,Defensive
2017-18,North Texas,13,13,298,3783,22.92,12.69,29,291.00,Offense
2017-18,North Texas,0,13,209,2900,16.08,13.88,20,223.08,Defensive
2013-14,North Texas,13,13,261,2987,20.08,11.44,16,229.77,Offense
2013-14,North Texas,0,13,267,2961,20.54,11.09,15,227.77,Defensive
2014-15,North Texas,12,12,181,2073,15.08,11.45,13,172.75,Offense
2014-15,North Texas,0,12,216,2492,18.00,11.54,19,207.67,Defensive
2015-16,North Texas,12,12,190,1937,15.83,10.19,12,161.42,Offense
2015-16,North Texas,0,12,256,3152,21.33,12.31,24,262.67,Defensive
2016-17,North Texas,13,13,261,2708,20.08,10.38,15,208.31,Offense
2016-17,North Texas,0,13,182,2603,182.00,199.18,20,2603.00,Defensive
2017-18,North Texas,13,13,298,3783,22.92,12.69,29,291.00,Offense
2017-18,North Texas,0,13,209,2900,16.08,13.88,20,223.08,Defensive
2013-14,North Carolina,13,13,283,3606,21.77,12.74,28,277.38,Offense
2013-14,North Carolina,0,13,237,2869,18.23,12.11,16,220.69,Defensive
2014-15,North Carolina,13,13,315,3619,24.23,11.49,29,278.38,Offense
2014-15,North Carolina,0,13,230,3346,17.69,14.55,31,257.38,Defensive
2015-16,North Carolina,14,14,261,3675,18.64,14.08,31,262.50,Offense
2015-16,North Carolina,0,14,237,2640,16.93,11.14,16,188.57,Defensive
2016-17,North Carolina,13,13,313,3811,24.08,12.18,30,293.15,Offense
2016-17,North Carolina,0,13,183,2350,183.00,184.18,11,2350.00,Defensive
2017-18,North Carolina,12,12,221,2705,18.42,12.24,21,225.42,Offense
2017-18,North Carolina,0,12,201,2677,16.75,13.32,22,223.08,Defensive
2013-14,North Carolina,13,13,283,3606,21.77,12.74,28,277.38,Offense
2013-14,North Carolina,0,13,237,2869,18.23,12.11,16,220.69,Defensive
2014-15,North Carolina,13,13,315,3619,24.23,11.49,29,278.38,Offense
2014-15,North Carolina,0,13,230,3346,17.69,14.55,31,257.38,Defensive
2015-16,North Carolina,14,14,261,3675,18.64,14.08,31,262.50,Offense
2015-16,North Carolina,0,14,237,2640,16.93,11.14,16,188.57,Defensive
2016-17,North Carolina,13,13,313,3811,24.08,12.18,30,293.15,Offense
2016-17,North Carolina,0,13,183,2350,183.00,184.18,11,2350.00,Defensive
2017-18,North Carolina,12,12,221,2705,18.42,12.24,21,225.42,Offense
2017-18,North Carolina,0,12,201,2677,16.75,13.32,22,223.08,Defensive
2013-14,North Carolina,13,13,283,3606,21.77,12.74,28,277.38,Offense
2013-14,North Carolina,0,13,237,2869,18.23,12.11,16,220.69,Defensive
2014-15,North Carolina,13,13,315,3619,24.23,11.49,29,278.38,Offense
2014-15,North Carolina,0,13,230,3346,17.69,14.55,31,257.38,Defensive
2015-16,North Carolina,14,14,261,3675,18.64,14.08,31,262.50,Offense
2015-16,North Carolina,0,14,237,2640,16.93,11.14,16,188.57,Defensive
2016-17,North Carolina,13,13,313,3811,24.08,12.18,30,293.15,Offense
2016-17,North Carolina,0,13,183,2350,183.00,184.18,11,2350.00,Defensive
2017-18,North Carolina,12,12,221,2705,18.42,12.24,21,225.42,Offense
2017-18,North Carolina,0,12,201,2677,16.75,13.32,22,223.08,Defensive
2013-14,North Carolina,13,13,283,3606,21.77,12.74,28,277.38,Offense
2013-14,North Carolina,0,13,237,2869,18.23,12.11,16,220.69,Defensive
2014-15,North Carolina,13,13,315,3619,24.23,11.49,29,278.38,Offense
2014-15,North Carolina,0,13,230,3346,17.69,14.55,31,257.38,Defensive
2015-16,North Carolina,14,14,261,3675,18.64,14.08,31,262.50,Offense
2015-16,North Carolina,0,14,237,2640,16.93,11.14,16,188.57,Defensive
2016-17,North Carolina,13,13,313,3811,24.08,12.18,30,293.15,Offense
2016-17,North Carolina,0,13,183,2350,183.00,184.18,11,2350.00,Defensive
2017-18,North Carolina,12,12,221,2705,18.42,12.24,21,225.42,Offense
2017-18,North Carolina,0,12,201,2677,16.75,13.32,22,223.08,Defensive
2013-14,New Mexico St.,12,12,265,2891,22.08,10.91,18,240.92,Offense
2013-14,New Mexico St.,0,12,218,3000,18.17,13.76,21,250.00,Defensive
2014-15,New Mexico St.,12,12,278,2899,23.17,10.43,19,241.58,Offense
2014-15,New Mexico St.,0,12,187,2094,15.58,11.20,16,174.50,Defensive
2015-16,New Mexico St.,12,12,241,3034,20.08,12.59,26,252.83,Offense
2015-16,New Mexico St.,0,12,251,3360,20.92,13.39,30,280.00,Defensive
2016-17,New Mexico St.,12,12,253,2939,21.08,11.62,22,244.92,Offense
2016-17,New Mexico St.,0,12,232,3029,19.33,13.06,23,252.42,Defensive
2017-18,New Mexico St.,12,12,368,4231,30.67,11.50,28,352.58,Offense
2017-18,New Mexico St.,0,12,239,2793,19.92,11.69,21,232.75,Defensive
2013-14,New Mexico St.,12,12,265,2891,22.08,10.91,18,240.92,Offense
2013-14,New Mexico St.,0,12,218,3000,18.17,13.76,21,250.00,Defensive
2014-15,New Mexico St.,12,12,278,2899,23.17,10.43,19,241.58,Offense
2014-15,New Mexico St.,0,12,187,2094,15.58,11.20,16,174.50,Defensive
2015-16,New Mexico St.,12,12,241,3034,20.08,12.59,26,252.83,Offense
2015-16,New Mexico St.,0,12,251,3360,20.92,13.39,30,280.00,Defensive
2016-17,New Mexico St.,12,12,253,2939,21.08,11.62,22,244.92,Offense
2016-17,New Mexico St.,0,12,232,3029,19.33,13.06,23,252.42,Defensive
2017-18,New Mexico St.,12,12,368,4231,30.67,11.50,28,352.58,Offense
2017-18,New Mexico St.,0,12,239,2793,19.92,11.69,21,232.75,Defensive
2013-14,New Mexico St.,12,12,265,2891,22.08,10.91,18,240.92,Offense
2013-14,New Mexico St.,0,12,218,3000,18.17,13.76,21,250.00,Defensive
2014-15,New Mexico St.,12,12,278,2899,23.17,10.43,19,241.58,Offense
2014-15,New Mexico St.,0,12,187,2094,15.58,11.20,16,174.50,Defensive
2015-16,New Mexico St.,12,12,241,3034,20.08,12.59,26,252.83,Offense
2015-16,New Mexico St.,0,12,251,3360,20.92,13.39,30,280.00,Defensive
2016-17,New Mexico St.,12,12,253,2939,21.08,11.62,22,244.92,Offense
2016-17,New Mexico St.,0,12,232,3029,19.33,13.06,23,252.42,Defensive
2017-18,New Mexico St.,12,12,368,4231,30.67,11.50,28,352.58,Offense
2017-18,New Mexico St.,0,12,239,2793,19.92,11.69,21,232.75,Defensive
2013-14,New Mexico St.,12,12,265,2891,22.08,10.91,18,240.92,Offense
2013-14,New Mexico St.,0,12,218,3000,18.17,13.76,21,250.00,Defensive
2014-15,New Mexico St.,12,12,278,2899,23.17,10.43,19,241.58,Offense
2014-15,New Mexico St.,0,12,187,2094,15.58,11.20,16,174.50,Defensive
2015-16,New Mexico St.,12,12,241,3034,20.08,12.59,26,252.83,Offense
2015-16,New Mexico St.,0,12,251,3360,20.92,13.39,30,280.00,Defensive
2016-17,New Mexico St.,12,12,253,2939,21.08,11.62,22,244.92,Offense
2016-17,New Mexico St.,0,12,232,3029,19.33,13.06,23,252.42,Defensive
2017-18,New Mexico St.,12,12,368,4231,30.67,11.50,28,352.58,Offense
2017-18,New Mexico St.,0,12,239,2793,19.92,11.69,21,232.75,Defensive
2013-14,New Mexico,12,12,90,1356,7.50,15.07,9,113.00,Offense
2013-14,New Mexico,0,12,228,3113,19.00,13.65,30,259.42,Defensive
2014-15,New Mexico,12,12,76,1069,6.33,14.07,7,89.08,Offense
2014-15,New Mexico,0,12,217,3000,18.08,13.82,18,250.00,Defensive
2015-16,New Mexico,13,13,118,1768,9.08,14.98,6,136.00,Offense
2015-16,New Mexico,0,13,221,3184,17.00,14.41,23,244.92,Defensive
2016-17,New Mexico,13,13,96,1389,7.38,14.47,11,106.85,Offense
2016-17,New Mexico,0,13,201,2890,15.46,14.38,24,222.31,Defensive
2017-18,New Mexico,12,12,120,1489,10.00,12.41,8,124.08,Offense
2017-18,New Mexico,0,12,222,2887,18.50,13.00,28,240.58,Defensive
2013-14,New Mexico,12,12,90,1356,7.50,15.07,9,113.00,Offense
2013-14,New Mexico,0,12,228,3113,19.00,13.65,30,259.42,Defensive
2014-15,New Mexico,12,12,76,1069,6.33,14.07,7,89.08,Offense
2014-15,New Mexico,0,12,217,3000,18.08,13.82,18,250.00,Defensive
2015-16,New Mexico,13,13,118,1768,9.08,14.98,6,136.00,Offense
2015-16,New Mexico,0,13,221,3184,17.00,14.41,23,244.92,Defensive
2016-17,New Mexico,13,13,96,1389,7.38,14.47,11,106.85,Offense
2016-17,New Mexico,0,13,201,2890,15.46,14.38,24,222.31,Defensive
2017-18,New Mexico,12,12,120,1489,10.00,12.41,8,124.08,Offense
2017-18,New Mexico,0,12,222,2887,18.50,13.00,28,240.58,Defensive
2013-14,New Mexico,12,12,90,1356,7.50,15.07,9,113.00,Offense
2013-14,New Mexico,0,12,228,3113,19.00,13.65,30,259.42,Defensive
2014-15,New Mexico,12,12,76,1069,6.33,14.07,7,89.08,Offense
2014-15,New Mexico,0,12,217,3000,18.08,13.82,18,250.00,Defensive
2015-16,New Mexico,13,13,118,1768,9.08,14.98,6,136.00,Offense
2015-16,New Mexico,0,13,221,3184,17.00,14.41,23,244.92,Defensive
2016-17,New Mexico,13,13,96,1389,7.38,14.47,11,106.85,Offense
2016-17,New Mexico,0,13,201,2890,15.46,14.38,24,222.31,Defensive
2017-18,New Mexico,12,12,120,1489,10.00,12.41,8,124.08,Offense
2017-18,New Mexico,0,12,222,2887,18.50,13.00,28,240.58,Defensive
2013-14,Ohio St.,14,14,238,2846,17.00,11.96,38,203.29,Offense
2013-14,Ohio St.,0,14,330,3752,23.57,11.37,31,268.00,Defensive
2014-15,Ohio St.,15,15,260,3707,17.33,14.26,42,247.13,Offense
2014-15,Ohio St.,0,15,276,3016,18.40,10.93,17,201.07,Defensive
2015-16,Ohio St.,13,13,204,2455,15.69,12.03,19,188.85,Offense
2015-16,Ohio St.,0,13,207,2398,15.92,11.58,14,184.46,Defensive
2016-17,Ohio St.,13,13,255,2781,19.62,10.91,26,213.92,Offense
2016-17,Ohio St.,0,13,196,2239,196.00,157.24,11,2239.00,Defensive
2017-18,Ohio St.,13,13,276,3565,21.23,12.92,39,274.23,Offense
2017-18,Ohio St.,0,13,220,2386,16.92,10.85,16,183.54,Defensive
2013-14,Ohio St.,14,14,238,2846,17.00,11.96,38,203.29,Offense
2013-14,Ohio St.,0,14,330,3752,23.57,11.37,31,268.00,Defensive
2014-15,Ohio St.,15,15,260,3707,17.33,14.26,42,247.13,Offense
2014-15,Ohio St.,0,15,276,3016,18.40,10.93,17,201.07,Defensive
2015-16,Ohio St.,13,13,204,2455,15.69,12.03,19,188.85,Offense
2015-16,Ohio St.,0,13,207,2398,15.92,11.58,14,184.46,Defensive
2016-17,Ohio St.,13,13,255,2781,19.62,10.91,26,213.92,Offense
2016-17,Ohio St.,0,13,196,2239,196.00,157.24,11,2239.00,Defensive
2017-18,Ohio St.,13,13,276,3565,21.23,12.92,39,274.23,Offense
2017-18,Ohio St.,0,13,220,2386,16.92,10.85,16,183.54,Defensive
2013-14,Ohio St.,14,14,238,2846,17.00,11.96,38,203.29,Offense
2013-14,Ohio St.,0,14,330,3752,23.57,11.37,31,268.00,Defensive
2014-15,Ohio St.,15,15,260,3707,17.33,14.26,42,247.13,Offense
2014-15,Ohio St.,0,15,276,3016,18.40,10.93,17,201.07,Defensive
2015-16,Ohio St.,13,13,204,2455,15.69,12.03,19,188.85,Offense
2015-16,Ohio St.,0,13,207,2398,15.92,11.58,14,184.46,Defensive
2016-17,Ohio St.,13,13,255,2781,19.62,10.91,26,213.92,Offense
2016-17,Ohio St.,0,13,196,2239,196.00,157.24,11,2239.00,Defensive
2017-18,Ohio St.,13,13,276,3565,21.23,12.92,39,274.23,Offense
2017-18,Ohio St.,0,13,220,2386,16.92,10.85,16,183.54,Defensive
2013-14,Ohio St.,14,14,238,2846,17.00,11.96,38,203.29,Offense
2013-14,Ohio St.,0,14,330,3752,23.57,11.37,31,268.00,Defensive
2014-15,Ohio St.,15,15,260,3707,17.33,14.26,42,247.13,Offense
2014-15,Ohio St.,0,15,276,3016,18.40,10.93,17,201.07,Defensive
2015-16,Ohio St.,13,13,204,2455,15.69,12.03,19,188.85,Offense
2015-16,Ohio St.,0,13,207,2398,15.92,11.58,14,184.46,Defensive
2016-17,Ohio St.,13,13,255,2781,19.62,10.91,26,213.92,Offense
2016-17,Ohio St.,0,13,196,2239,196.00,157.24,11,2239.00,Defensive
2017-18,Ohio St.,13,13,276,3565,21.23,12.92,39,274.23,Offense
2017-18,Ohio St.,0,13,220,2386,16.92,10.85,16,183.54,Defensive
2013-14,Ohio,13,13,256,3190,19.69,12.46,22,245.38,Offense
2013-14,Ohio,0,13,229,2833,17.62,12.37,24,217.92,Defensive
2014-15,Ohio,12,12,202,2474,16.83,12.25,11,206.17,Offense
2014-15,Ohio,0,12,255,3137,21.25,12.30,22,261.42,Defensive
2015-16,Ohio,13,13,240,3019,18.46,12.58,18,232.23,Offense
2015-16,Ohio,0,13,251,2723,19.31,10.85,17,209.46,Defensive
2016-17,Ohio,14,14,250,3142,17.86,12.57,22,224.43,Offense
2016-17,Ohio,0,14,308,3581,308.00,161.34,25,3581.00,Defensive
2017-18,Ohio,12,12,164,2241,13.67,13.66,18,186.75,Offense
2017-18,Ohio,0,12,256,3141,21.33,12.27,25,261.75,Defensive
2013-14,Ohio,13,13,256,3190,19.69,12.46,22,245.38,Offense
2013-14,Ohio,0,13,229,2833,17.62,12.37,24,217.92,Defensive
2014-15,Ohio,12,12,202,2474,16.83,12.25,11,206.17,Offense
2014-15,Ohio,0,12,255,3137,21.25,12.30,22,261.42,Defensive
2015-16,Ohio,13,13,240,3019,18.46,12.58,18,232.23,Offense
2015-16,Ohio,0,13,251,2723,19.31,10.85,17,209.46,Defensive
2016-17,Ohio,14,14,250,3142,17.86,12.57,22,224.43,Offense
2016-17,Ohio,0,14,308,3581,308.00,161.34,25,3581.00,Defensive
2017-18,Ohio,12,12,164,2241,13.67,13.66,18,186.75,Offense
2017-18,Ohio,0,12,256,3141,21.33,12.27,25,261.75,Defensive
2013-14,Ohio,13,13,256,3190,19.69,12.46,22,245.38,Offense
2013-14,Ohio,0,13,229,2833,17.62,12.37,24,217.92,Defensive
2014-15,Ohio,12,12,202,2474,16.83,12.25,11,206.17,Offense
2014-15,Ohio,0,12,255,3137,21.25,12.30,22,261.42,Defensive
2015-16,Ohio,13,13,240,3019,18.46,12.58,18,232.23,Offense
2015-16,Ohio,0,13,251,2723,19.31,10.85,17,209.46,Defensive
2016-17,Ohio,14,14,250,3142,17.86,12.57,22,224.43,Offense
2016-17,Ohio,0,14,308,3581,308.00,161.34,25,3581.00,Defensive
2017-18,Ohio,12,12,164,2241,13.67,13.66,18,186.75,Offense
2017-18,Ohio,0,12,256,3141,21.33,12.27,25,261.75,Defensive
2013-14,Ohio,13,13,256,3190,19.69,12.46,22,245.38,Offense
2013-14,Ohio,0,13,229,2833,17.62,12.37,24,217.92,Defensive
2014-15,Ohio,12,12,202,2474,16.83,12.25,11,206.17,Offense
2014-15,Ohio,0,12,255,3137,21.25,12.30,22,261.42,Defensive
2015-16,Ohio,13,13,240,3019,18.46,12.58,18,232.23,Offense
2015-16,Ohio,0,13,251,2723,19.31,10.85,17,209.46,Defensive
2016-17,Ohio,14,14,250,3142,17.86,12.57,22,224.43,Offense
2016-17,Ohio,0,14,308,3581,308.00,161.34,25,3581.00,Defensive
2017-18,Ohio,12,12,164,2241,13.67,13.66,18,186.75,Offense
2017-18,Ohio,0,12,256,3141,21.33,12.27,25,261.75,Defensive
2013-14,Notre Dame,13,13,226,3313,17.38,14.66,27,254.85,Offense
2013-14,Notre Dame,0,13,240,2576,18.46,10.73,19,198.15,Defensive
2014-15,Notre Dame,13,13,277,3711,21.31,13.40,30,285.46,Offense
2014-15,Notre Dame,0,13,249,3029,19.15,12.16,23,233.00,Defensive
2015-16,Notre Dame,13,13,241,3364,18.54,13.96,25,258.77,Offense
2015-16,Notre Dame,0,13,207,2562,15.92,12.38,18,197.08,Defensive
2016-17,Notre Dame,12,12,224,3051,18.67,13.62,27,254.25,Offense
2016-17,Notre Dame,0,12,193,2357,193.00,138.69,14,2357.00,Defensive
2017-18,Notre Dame,12,12,165,2110,13.75,12.79,18,175.83,Offense
2017-18,Notre Dame,0,12,233,2562,19.42,11.00,21,213.50,Defensive
2013-14,Notre Dame,13,13,226,3313,17.38,14.66,27,254.85,Offense
2013-14,Notre Dame,0,13,240,2576,18.46,10.73,19,198.15,Defensive
2014-15,Notre Dame,13,13,277,3711,21.31,13.40,30,285.46,Offense
2014-15,Notre Dame,0,13,249,3029,19.15,12.16,23,233.00,Defensive
2015-16,Notre Dame,13,13,241,3364,18.54,13.96,25,258.77,Offense
2015-16,Notre Dame,0,13,207,2562,15.92,12.38,18,197.08,Defensive
2016-17,Notre Dame,12,12,224,3051,18.67,13.62,27,254.25,Offense
2016-17,Notre Dame,0,12,193,2357,193.00,138.69,14,2357.00,Defensive
2017-18,Notre Dame,12,12,165,2110,13.75,12.79,18,175.83,Offense
2017-18,Notre Dame,0,12,233,2562,19.42,11.00,21,213.50,Defensive
2013-14,Notre Dame,13,13,226,3313,17.38,14.66,27,254.85,Offense
2013-14,Notre Dame,0,13,240,2576,18.46,10.73,19,198.15,Defensive
2014-15,Notre Dame,13,13,277,3711,21.31,13.40,30,285.46,Offense
2014-15,Notre Dame,0,13,249,3029,19.15,12.16,23,233.00,Defensive
2015-16,Notre Dame,13,13,241,3364,18.54,13.96,25,258.77,Offense
2015-16,Notre Dame,0,13,207,2562,15.92,12.38,18,197.08,Defensive
2016-17,Notre Dame,12,12,224,3051,18.67,13.62,27,254.25,Offense
2016-17,Notre Dame,0,12,193,2357,193.00,138.69,14,2357.00,Defensive
2017-18,Notre Dame,12,12,165,2110,13.75,12.79,18,175.83,Offense
2017-18,Notre Dame,0,12,233,2562,19.42,11.00,21,213.50,Defensive
2013-14,Notre Dame,13,13,226,3313,17.38,14.66,27,254.85,Offense
2013-14,Notre Dame,0,13,240,2576,18.46,10.73,19,198.15,Defensive
2014-15,Notre Dame,13,13,277,3711,21.31,13.40,30,285.46,Offense
2014-15,Notre Dame,0,13,249,3029,19.15,12.16,23,233.00,Defensive
2015-16,Notre Dame,13,13,241,3364,18.54,13.96,25,258.77,Offense
2015-16,Notre Dame,0,13,207,2562,15.92,12.38,18,197.08,Defensive
2016-17,Notre Dame,12,12,224,3051,18.67,13.62,27,254.25,Offense
2016-17,Notre Dame,0,12,193,2357,193.00,138.69,14,2357.00,Defensive
2017-18,Notre Dame,12,12,165,2110,13.75,12.79,18,175.83,Offense
2017-18,Notre Dame,0,12,233,2562,19.42,11.00,21,213.50,Defensive
2013-14,Northwestern,12,12,241,2726,20.08,11.31,15,227.17,Offense
2013-14,Northwestern,0,12,267,3074,22.25,11.51,20,256.17,Defensive
2014-15,Northwestern,12,12,261,2598,21.75,9.95,10,216.50,Offense
2014-15,Northwestern,0,12,220,2572,18.33,11.69,17,214.33,Defensive
2015-16,Northwestern,13,13,174,1801,13.38,10.35,8,138.54,Offense
2015-16,Northwestern,0,13,244,2506,18.77,10.27,5,192.77,Defensive
2016-17,Northwestern,13,13,282,3186,21.69,11.30,22,245.08,Offense
2016-17,Northwestern,0,13,303,3448,303.00,152.52,13,3448.00,Defensive
2017-18,Northwestern,12,12,267,2931,22.25,10.98,17,244.25,Offense
2017-18,Northwestern,0,12,262,2971,21.83,11.34,18,247.58,Defensive
2013-14,Northwestern,12,12,241,2726,20.08,11.31,15,227.17,Offense
2013-14,Northwestern,0,12,267,3074,22.25,11.51,20,256.17,Defensive
2014-15,Northwestern,12,12,261,2598,21.75,9.95,10,216.50,Offense
2014-15,Northwestern,0,12,220,2572,18.33,11.69,17,214.33,Defensive
2015-16,Northwestern,13,13,174,1801,13.38,10.35,8,138.54,Offense
2015-16,Northwestern,0,13,244,2506,18.77,10.27,5,192.77,Defensive
2016-17,Northwestern,13,13,282,3186,21.69,11.30,22,245.08,Offense
2016-17,Northwestern,0,13,303,3448,303.00,152.52,13,3448.00,Defensive
2017-18,Northwestern,12,12,267,2931,22.25,10.98,17,244.25,Offense
2017-18,Northwestern,0,12,262,2971,21.83,11.34,18,247.58,Defensive
2013-14,Northwestern,12,12,241,2726,20.08,11.31,15,227.17,Offense
2013-14,Northwestern,0,12,267,3074,22.25,11.51,20,256.17,Defensive
2014-15,Northwestern,12,12,261,2598,21.75,9.95,10,216.50,Offense
2014-15,Northwestern,0,12,220,2572,18.33,11.69,17,214.33,Defensive
2015-16,Northwestern,13,13,174,1801,13.38,10.35,8,138.54,Offense
2015-16,Northwestern,0,13,244,2506,18.77,10.27,5,192.77,Defensive
2016-17,Northwestern,13,13,282,3186,21.69,11.30,22,245.08,Offense
2016-17,Northwestern,0,13,303,3448,303.00,152.52,13,3448.00,Defensive
