Year,Team,GP,G,PuntRet,PuntRetTDs,PuntRetYds,OffenseDefense
2014-15,Iowa,13,13,24,2,123,Offense
2014-15,Iowa,0,13,15,1,227,Defensive
2015-16,Iowa,14,14,18,nan,251,Offense
2015-16,Iowa,0,14,13,2,180,Defensive
2016-17,Iowa,13,13,33,1,412,Offense
2016-17,Iowa,0,13,12,nan,134,Defensive
2017-18,Iowa,12,12,18,nan,122,Offense
2017-18,Iowa,0,12,16,nan,81,Defensive
2013-14,Iowa,13,13,24,2,337,Offense
2013-14,Iowa,0,13,21,nan,103,Defensive
2014-15,Iowa,13,13,24,2,123,Offense
2014-15,Iowa,0,13,15,1,227,Defensive
2015-16,Iowa,14,14,18,nan,251,Offense
2015-16,Iowa,0,14,13,2,180,Defensive
2016-17,Iowa,13,13,33,1,412,Offense
2016-17,Iowa,0,13,12,nan,134,Defensive
2017-18,Iowa,12,12,18,nan,122,Offense
2017-18,Iowa,0,12,16,nan,81,Defensive
2013-14,Iowa,13,13,24,2,337,Offense
2013-14,Iowa,0,13,21,nan,103,Defensive
2014-15,Iowa,13,13,24,2,123,Offense
2014-15,Iowa,0,13,15,1,227,Defensive
2015-16,Iowa,14,14,18,nan,251,Offense
2015-16,Iowa,0,14,13,2,180,Defensive
2016-17,Iowa,13,13,33,1,412,Offense
2016-17,Iowa,0,13,12,nan,134,Defensive
2017-18,Iowa,12,12,18,nan,122,Offense
2017-18,Iowa,0,12,16,nan,81,Defensive
2013-14,Indiana,12,12,10,1,130,Offense
2013-14,Indiana,0,12,15,1,140,Defensive
2014-15,Indiana,12,12,17,nan,88,Offense
2014-15,Indiana,0,12,18,1,195,Defensive
2015-16,Indiana,13,13,18,2,199,Offense
2015-16,Indiana,0,13,27,1,191,Defensive
2016-17,Indiana,13,13,24,nan,179,Offense
2016-17,Indiana,0,13,32,1,195,Defensive
2017-18,Indiana,12,12,29,2,368,Offense
2017-18,Indiana,0,12,25,1,124,Defensive
2013-14,Louisiana,13,13,15,1,157,Offense
2013-14,Louisiana,0,13,11,nan,157,Defensive
2014-15,Louisiana,13,13,18,nan,125,Offense
2014-15,Louisiana,0,13,15,1,143,Defensive
2015-16,Louisiana,12,12,25,1,242,Offense
2015-16,Louisiana,0,12,15,nan,94,Defensive
2016-17,Louisiana,13,13,16,nan,87,Offense
2016-17,Louisiana,0,13,8,1,195,Defensive
2017-18,Louisiana,12,12,19,nan,233,Offense
2017-18,Louisiana,0,12,8,1,117,Defensive
2013-14,Louisiana,13,13,15,1,157,Offense
2013-14,Louisiana,0,13,11,nan,157,Defensive
2014-15,Louisiana,13,13,18,nan,125,Offense
2014-15,Louisiana,0,13,15,1,143,Defensive
2015-16,Louisiana,12,12,25,1,242,Offense
2015-16,Louisiana,0,12,15,nan,94,Defensive
2016-17,Louisiana,13,13,16,nan,87,Offense
2016-17,Louisiana,0,13,8,1,195,Defensive
2017-18,Louisiana,12,12,19,nan,233,Offense
2017-18,Louisiana,0,12,8,1,117,Defensive
2013-14,La.-Monroe,12,12,16,1,127,Offense
2013-14,La.-Monroe,0,12,26,1,240,Defensive
2014-15,La.-Monroe,12,12,15,1,151,Offense
2014-15,La.-Monroe,0,12,30,1,266,Defensive
2015-16,La.-Monroe,13,13,11,nan,24,Offense
2015-16,La.-Monroe,0,13,26,1,273,Defensive
2016-17,La.-Monroe,12,12,12,nan,98,Offense
2016-17,La.-Monroe,0,12,18,1,143,Defensive
2017-18,La.-Monroe,12,12,14,nan,99,Offense
2017-18,La.-Monroe,0,12,19,nan,148,Defensive
2013-14,La.-Monroe,12,12,16,1,127,Offense
2013-14,La.-Monroe,0,12,26,1,240,Defensive
2014-15,La.-Monroe,12,12,15,1,151,Offense
2014-15,La.-Monroe,0,12,30,1,266,Defensive
2015-16,La.-Monroe,13,13,11,nan,24,Offense
2015-16,La.-Monroe,0,13,26,1,273,Defensive
2016-17,La.-Monroe,12,12,12,nan,98,Offense
2016-17,La.-Monroe,0,12,18,1,143,Defensive
2017-18,La.-Monroe,12,12,14,nan,99,Offense
2017-18,La.-Monroe,0,12,19,nan,148,Defensive
2013-14,La.-Monroe,12,12,16,1,127,Offense
2013-14,La.-Monroe,0,12,26,1,240,Defensive
2014-15,La.-Monroe,12,12,15,1,151,Offense
2014-15,La.-Monroe,0,12,30,1,266,Defensive
2015-16,La.-Monroe,13,13,11,nan,24,Offense
2015-16,La.-Monroe,0,13,26,1,273,Defensive
2016-17,La.-Monroe,12,12,12,nan,98,Offense
2016-17,La.-Monroe,0,12,18,1,143,Defensive
2017-18,La.-Monroe,12,12,14,nan,99,Offense
2017-18,La.-Monroe,0,12,19,nan,148,Defensive
2013-14,La.-Monroe,12,12,16,1,127,Offense
2013-14,La.-Monroe,0,12,26,1,240,Defensive
2014-15,La.-Monroe,12,12,15,1,151,Offense
2014-15,La.-Monroe,0,12,30,1,266,Defensive
2015-16,La.-Monroe,13,13,11,nan,24,Offense
2015-16,La.-Monroe,0,13,26,1,273,Defensive
2016-17,La.-Monroe,12,12,12,nan,98,Offense
2016-17,La.-Monroe,0,12,18,1,143,Defensive
2017-18,La.-Monroe,12,12,14,nan,99,Offense
2017-18,La.-Monroe,0,12,19,nan,148,Defensive
2013-14,LSU,13,13,23,nan,172,Offense
2013-14,LSU,0,13,15,nan,47,Defensive
2014-15,LSU,13,13,26,1,280,Offense
2014-15,LSU,0,13,21,1,192,Defensive
2015-16,LSU,12,12,24,1,235,Offense
2015-16,LSU,0,12,11,1,208,Defensive
2016-17,LSU,12,12,24,1,186,Offense
2016-17,LSU,0,12,11,nan,38,Defensive
2017-18,LSU,12,12,16,2,187,Offense
2017-18,LSU,0,12,10,nan,69,Defensive
2013-14,LSU,13,13,23,nan,172,Offense
2013-14,LSU,0,13,15,nan,47,Defensive
2014-15,LSU,13,13,26,1,280,Offense
2014-15,LSU,0,13,21,1,192,Defensive
2015-16,LSU,12,12,24,1,235,Offense
2015-16,LSU,0,12,11,1,208,Defensive
2016-17,LSU,12,12,24,1,186,Offense
2016-17,LSU,0,12,11,nan,38,Defensive
2017-18,LSU,12,12,16,2,187,Offense
2017-18,LSU,0,12,10,nan,69,Defensive
2013-14,LSU,13,13,23,nan,172,Offense
2013-14,LSU,0,13,15,nan,47,Defensive
2014-15,LSU,13,13,26,1,280,Offense
2014-15,LSU,0,13,21,1,192,Defensive
2015-16,LSU,12,12,24,1,235,Offense
2015-16,LSU,0,12,11,1,208,Defensive
2016-17,LSU,12,12,24,1,186,Offense
2016-17,LSU,0,12,11,nan,38,Defensive
2017-18,LSU,12,12,16,2,187,Offense
2017-18,LSU,0,12,10,nan,69,Defensive
2013-14,Kentucky,12,12,22,nan,136,Offense
2013-14,Kentucky,0,12,25,nan,155,Defensive
2014-15,Kentucky,12,12,27,nan,185,Offense
2014-15,Kentucky,0,12,20,2,253,Defensive
2015-16,Kentucky,12,12,11,nan,81,Offense
2015-16,Kentucky,0,12,23,1,235,Defensive
2016-17,Kentucky,13,13,16,1,131,Offense
2016-17,Kentucky,0,13,23,nan,125,Defensive
2017-18,Kentucky,12,12,6,nan,104,Offense
2017-18,Kentucky,0,12,18,nan,82,Defensive
2013-14,Kentucky,12,12,22,nan,136,Offense
2013-14,Kentucky,0,12,25,nan,155,Defensive
2014-15,Kentucky,12,12,27,nan,185,Offense
2014-15,Kentucky,0,12,20,2,253,Defensive
2015-16,Kentucky,12,12,11,nan,81,Offense
2015-16,Kentucky,0,12,23,1,235,Defensive
2016-17,Kentucky,13,13,16,1,131,Offense
2016-17,Kentucky,0,13,23,nan,125,Defensive
2017-18,Kentucky,12,12,6,nan,104,Offense
2017-18,Kentucky,0,12,18,nan,82,Defensive
2013-14,Kentucky,12,12,22,nan,136,Offense
2013-14,Kentucky,0,12,25,nan,155,Defensive
2014-15,Kentucky,12,12,27,nan,185,Offense
2014-15,Kentucky,0,12,20,2,253,Defensive
2015-16,Kentucky,12,12,11,nan,81,Offense
2015-16,Kentucky,0,12,23,1,235,Defensive
2016-17,Kentucky,13,13,16,1,131,Offense
2016-17,Kentucky,0,13,23,nan,125,Defensive
2017-18,Kentucky,12,12,6,nan,104,Offense
2017-18,Kentucky,0,12,18,nan,82,Defensive
2013-14,Kentucky,12,12,22,nan,136,Offense
2013-14,Kentucky,0,12,25,nan,155,Defensive
2014-15,Kentucky,12,12,27,nan,185,Offense
2014-15,Kentucky,0,12,20,2,253,Defensive
2015-16,Kentucky,12,12,11,nan,81,Offense
2015-16,Kentucky,0,12,23,1,235,Defensive
2016-17,Kentucky,13,13,16,1,131,Offense
2016-17,Kentucky,0,13,23,nan,125,Defensive
2017-18,Kentucky,12,12,6,nan,104,Offense
2017-18,Kentucky,0,12,18,nan,82,Defensive
2013-14,Kent St.,12,12,17,nan,66,Offense
2013-14,Kent St.,0,12,11,nan,24,Defensive
2014-15,Kent St.,11,11,15,nan,93,Offense
2014-15,Kent St.,0,11,20,nan,185,Defensive
2015-16,Kent St.,12,12,28,nan,103,Offense
2015-16,Kent St.,0,12,31,nan,234,Defensive
2016-17,Kent St.,12,12,22,nan,123,Offense
2016-17,Kent St.,0,12,21,1,185,Defensive
2017-18,Kent St.,12,12,21,nan,121,Offense
2017-18,Kent St.,0,12,27,nan,92,Defensive
2013-14,Kent St.,12,12,17,nan,66,Offense
2013-14,Kent St.,0,12,11,nan,24,Defensive
2014-15,Kent St.,11,11,15,nan,93,Offense
2014-15,Kent St.,0,11,20,nan,185,Defensive
2015-16,Kent St.,12,12,28,nan,103,Offense
2015-16,Kent St.,0,12,31,nan,234,Defensive
2016-17,Kent St.,12,12,22,nan,123,Offense
2016-17,Kent St.,0,12,21,1,185,Defensive
2017-18,Kent St.,12,12,21,nan,121,Offense
2017-18,Kent St.,0,12,27,nan,92,Defensive
2013-14,Kent St.,12,12,17,nan,66,Offense
2013-14,Kent St.,0,12,11,nan,24,Defensive
2014-15,Kent St.,11,11,15,nan,93,Offense
2014-15,Kent St.,0,11,20,nan,185,Defensive
2015-16,Kent St.,12,12,28,nan,103,Offense
2015-16,Kent St.,0,12,31,nan,234,Defensive
2016-17,Kent St.,12,12,22,nan,123,Offense
2016-17,Kent St.,0,12,21,1,185,Defensive
2017-18,Kent St.,12,12,21,nan,121,Offense
2017-18,Kent St.,0,12,27,nan,92,Defensive
2013-14,Kent St.,12,12,17,nan,66,Offense
2013-14,Kent St.,0,12,11,nan,24,Defensive
2014-15,Kent St.,11,11,15,nan,93,Offense
2014-15,Kent St.,0,11,20,nan,185,Defensive
2015-16,Kent St.,12,12,28,nan,103,Offense
2015-16,Kent St.,0,12,31,nan,234,Defensive
2016-17,Kent St.,12,12,22,nan,123,Offense
2016-17,Kent St.,0,12,21,1,185,Defensive
2017-18,Kent St.,12,12,21,nan,121,Offense
2017-18,Kent St.,0,12,27,nan,92,Defensive
2013-14,Massachusetts,12,12,12,nan,147,Offense
2013-14,Massachusetts,0,12,20,nan,108,Defensive
2014-15,Massachusetts,12,12,6,nan,33,Offense
2014-15,Massachusetts,0,12,16,1,99,Defensive
2015-16,Massachusetts,12,12,14,nan,114,Offense
2015-16,Massachusetts,0,12,22,1,214,Defensive
2016-17,Massachusetts,12,12,13,nan,102,Offense
2016-17,Massachusetts,0,12,33,nan,229,Defensive
2017-18,Massachusetts,12,12,17,nan,79,Offense
2017-18,Massachusetts,0,12,32,1,429,Defensive
2013-14,Massachusetts,12,12,12,nan,147,Offense
2013-14,Massachusetts,0,12,20,nan,108,Defensive
2014-15,Massachusetts,12,12,6,nan,33,Offense
2014-15,Massachusetts,0,12,16,1,99,Defensive
2015-16,Massachusetts,12,12,14,nan,114,Offense
2015-16,Massachusetts,0,12,22,1,214,Defensive
2016-17,Massachusetts,12,12,13,nan,102,Offense
2016-17,Massachusetts,0,12,33,nan,229,Defensive
2017-18,Massachusetts,12,12,17,nan,79,Offense
2017-18,Massachusetts,0,12,32,1,429,Defensive
2013-14,Massachusetts,12,12,12,nan,147,Offense
2013-14,Massachusetts,0,12,20,nan,108,Defensive
2014-15,Massachusetts,12,12,6,nan,33,Offense
2014-15,Massachusetts,0,12,16,1,99,Defensive
2015-16,Massachusetts,12,12,14,nan,114,Offense
2015-16,Massachusetts,0,12,22,1,214,Defensive
2016-17,Massachusetts,12,12,13,nan,102,Offense
2016-17,Massachusetts,0,12,33,nan,229,Defensive
2017-18,Massachusetts,12,12,17,nan,79,Offense
2017-18,Massachusetts,0,12,32,1,429,Defensive
2013-14,Maryland,13,13,19,1,204,Offense
2013-14,Maryland,0,13,28,nan,159,Defensive
2014-15,Maryland,13,13,22,2,274,Offense
2014-15,Maryland,0,13,31,nan,325,Defensive
2015-16,Maryland,12,12,26,2,449,Offense
2015-16,Maryland,0,12,13,nan,96,Defensive
2016-17,Maryland,13,13,25,2,223,Offense
2016-17,Maryland,0,13,20,nan,100,Defensive
2017-18,Maryland,12,12,18,1,189,Offense
2017-18,Maryland,0,12,13,1,146,Defensive
2013-14,Maryland,13,13,19,1,204,Offense
2013-14,Maryland,0,13,28,nan,159,Defensive
2014-15,Maryland,13,13,22,2,274,Offense
2014-15,Maryland,0,13,31,nan,325,Defensive
2015-16,Maryland,12,12,26,2,449,Offense
2015-16,Maryland,0,12,13,nan,96,Defensive
2016-17,Maryland,13,13,25,2,223,Offense
2016-17,Maryland,0,13,20,nan,100,Defensive
2017-18,Maryland,12,12,18,1,189,Offense
2017-18,Maryland,0,12,13,1,146,Defensive
2013-14,Maryland,13,13,19,1,204,Offense
2013-14,Maryland,0,13,28,nan,159,Defensive
2014-15,Maryland,13,13,22,2,274,Offense
2014-15,Maryland,0,13,31,nan,325,Defensive
2015-16,Maryland,12,12,26,2,449,Offense
2015-16,Maryland,0,12,13,nan,96,Defensive
2016-17,Maryland,13,13,25,2,223,Offense
2016-17,Maryland,0,13,20,nan,100,Defensive
2017-18,Maryland,12,12,18,1,189,Offense
2017-18,Maryland,0,12,13,1,146,Defensive
2013-14,Maryland,13,13,19,1,204,Offense
2013-14,Maryland,0,13,28,nan,159,Defensive
2014-15,Maryland,13,13,22,2,274,Offense
2014-15,Maryland,0,13,31,nan,325,Defensive
2015-16,Maryland,12,12,26,2,449,Offense
2015-16,Maryland,0,12,13,nan,96,Defensive
2016-17,Maryland,13,13,25,2,223,Offense
2016-17,Maryland,0,13,20,nan,100,Defensive
2017-18,Maryland,12,12,18,1,189,Offense
2017-18,Maryland,0,12,13,1,146,Defensive
2013-14,Marshall,14,14,35,1,431,Offense
2013-14,Marshall,0,14,21,2,195,Defensive
2014-15,Marshall,14,14,32,1,264,Offense
2014-15,Marshall,0,14,12,nan,129,Defensive
2015-16,Marshall,13,13,23,1,241,Offense
2015-16,Marshall,0,13,24,nan,116,Defensive
2016-17,Marshall,12,12,17,nan,148,Offense
2016-17,Marshall,0,12,18,1,162,Defensive
2017-18,Marshall,12,12,21,nan,40,Offense
2017-18,Marshall,0,12,14,nan,62,Defensive
2013-14,Marshall,14,14,35,1,431,Offense
2013-14,Marshall,0,14,21,2,195,Defensive
2014-15,Marshall,14,14,32,1,264,Offense
2014-15,Marshall,0,14,12,nan,129,Defensive
2015-16,Marshall,13,13,23,1,241,Offense
2015-16,Marshall,0,13,24,nan,116,Defensive
2016-17,Marshall,12,12,17,nan,148,Offense
2016-17,Marshall,0,12,18,1,162,Defensive
2017-18,Marshall,12,12,21,nan,40,Offense
2017-18,Marshall,0,12,14,nan,62,Defensive
2013-14,Louisville,13,13,27,1,206,Offense
2013-14,Louisville,0,13,13,nan,15,Defensive
2014-15,Louisville,13,13,37,nan,274,Offense
2014-15,Louisville,0,13,31,1,301,Defensive
2015-16,Louisville,13,13,30,nan,212,Offense
2015-16,Louisville,0,13,12,1,57,Defensive
2016-17,Louisville,13,13,26,1,211,Offense
2016-17,Louisville,0,13,19,nan,183,Defensive
2017-18,Louisville,12,12,23,nan,114,Offense
2017-18,Louisville,0,12,17,nan,108,Defensive
2013-14,Louisville,13,13,27,1,206,Offense
2013-14,Louisville,0,13,13,nan,15,Defensive
2014-15,Louisville,13,13,37,nan,274,Offense
2014-15,Louisville,0,13,31,1,301,Defensive
2015-16,Louisville,13,13,30,nan,212,Offense
2015-16,Louisville,0,13,12,1,57,Defensive
2016-17,Louisville,13,13,26,1,211,Offense
2016-17,Louisville,0,13,19,nan,183,Defensive
2017-18,Louisville,12,12,23,nan,114,Offense
2017-18,Louisville,0,12,17,nan,108,Defensive
2013-14,Louisiana Tech,12,12,23,nan,103,Offense
2013-14,Louisiana Tech,0,12,14,nan,44,Defensive
2014-15,Louisiana Tech,14,14,24,nan,199,Offense
2014-15,Louisiana Tech,0,14,20,1,208,Defensive
2015-16,Louisiana Tech,13,13,16,1,148,Offense
2015-16,Louisiana Tech,0,13,16,nan,185,Defensive
2016-17,Louisiana Tech,14,14,17,nan,178,Offense
2016-17,Louisiana Tech,0,14,12,1,180,Defensive
2017-18,Louisiana Tech,12,12,14,1,94,Offense
2017-18,Louisiana Tech,0,12,12,1,97,Defensive
2013-14,Louisiana Tech,12,12,23,nan,103,Offense
2013-14,Louisiana Tech,0,12,14,nan,44,Defensive
2014-15,Louisiana Tech,14,14,24,nan,199,Offense
2014-15,Louisiana Tech,0,14,20,1,208,Defensive
2015-16,Louisiana Tech,13,13,16,1,148,Offense
2015-16,Louisiana Tech,0,13,16,nan,185,Defensive
2016-17,Louisiana Tech,14,14,17,nan,178,Offense
2016-17,Louisiana Tech,0,14,12,1,180,Defensive
2017-18,Louisiana Tech,12,12,14,1,94,Offense
2017-18,Louisiana Tech,0,12,12,1,97,Defensive
2013-14,Louisiana Tech,12,12,23,nan,103,Offense
2013-14,Louisiana Tech,0,12,14,nan,44,Defensive
2014-15,Louisiana Tech,14,14,24,nan,199,Offense
2014-15,Louisiana Tech,0,14,20,1,208,Defensive
2015-16,Louisiana Tech,13,13,16,1,148,Offense
2015-16,Louisiana Tech,0,13,16,nan,185,Defensive
2016-17,Louisiana Tech,14,14,17,nan,178,Offense
2016-17,Louisiana Tech,0,14,12,1,180,Defensive
2017-18,Louisiana Tech,12,12,14,1,94,Offense
2017-18,Louisiana Tech,0,12,12,1,97,Defensive
2013-14,Louisiana Tech,12,12,23,nan,103,Offense
2013-14,Louisiana Tech,0,12,14,nan,44,Defensive
2014-15,Louisiana Tech,14,14,24,nan,199,Offense
2014-15,Louisiana Tech,0,14,20,1,208,Defensive
2015-16,Louisiana Tech,13,13,16,1,148,Offense
2015-16,Louisiana Tech,0,13,16,nan,185,Defensive
2016-17,Louisiana Tech,14,14,17,nan,178,Offense
2016-17,Louisiana Tech,0,14,12,1,180,Defensive
2017-18,Louisiana Tech,12,12,14,1,94,Offense
2017-18,Louisiana Tech,0,12,12,1,97,Defensive
2013-14,Louisiana,13,13,15,1,157,Offense
2013-14,Louisiana,0,13,11,nan,157,Defensive
2014-15,Louisiana,13,13,18,nan,125,Offense
2014-15,Louisiana,0,13,15,1,143,Defensive
2015-16,Louisiana,12,12,25,1,242,Offense
2015-16,Louisiana,0,12,15,nan,94,Defensive
2016-17,Louisiana,13,13,16,nan,87,Offense
2016-17,Louisiana,0,13,8,1,195,Defensive
2017-18,Louisiana,12,12,19,nan,233,Offense
2017-18,Louisiana,0,12,8,1,117,Defensive
2013-14,Louisiana,13,13,15,1,157,Offense
2013-14,Louisiana,0,13,11,nan,157,Defensive
2014-15,Louisiana,13,13,18,nan,125,Offense
2014-15,Louisiana,0,13,15,1,143,Defensive
2015-16,Louisiana,12,12,25,1,242,Offense
2015-16,Louisiana,0,12,15,nan,94,Defensive
2016-17,Louisiana,13,13,16,nan,87,Offense
2016-17,Louisiana,0,13,8,1,195,Defensive
2017-18,Louisiana,12,12,19,nan,233,Offense
2017-18,Louisiana,0,12,8,1,117,Defensive
2013-14,Michigan St.,14,14,36,nan,353,Offense
2013-14,Michigan St.,0,14,18,nan,120,Defensive
2014-15,Michigan St.,13,13,23,nan,127,Offense
2014-15,Michigan St.,0,13,18,1,194,Defensive
2015-16,Michigan St.,14,14,13,nan,44,Offense
2015-16,Michigan St.,0,14,21,2,269,Defensive
2016-17,Michigan St.,12,12,19,nan,132,Offense
2016-17,Michigan St.,0,12,16,nan,87,Defensive
2017-18,Michigan St.,12,12,21,nan,82,Offense
2017-18,Michigan St.,0,12,12,nan,31,Defensive
2013-14,Michigan St.,14,14,36,nan,353,Offense
2013-14,Michigan St.,0,14,18,nan,120,Defensive
2014-15,Michigan St.,13,13,23,nan,127,Offense
2014-15,Michigan St.,0,13,18,1,194,Defensive
2015-16,Michigan St.,14,14,13,nan,44,Offense
2015-16,Michigan St.,0,14,21,2,269,Defensive
2016-17,Michigan St.,12,12,19,nan,132,Offense
2016-17,Michigan St.,0,12,16,nan,87,Defensive
2017-18,Michigan St.,12,12,21,nan,82,Offense
2017-18,Michigan St.,0,12,12,nan,31,Defensive
2013-14,Michigan St.,14,14,36,nan,353,Offense
2013-14,Michigan St.,0,14,18,nan,120,Defensive
2014-15,Michigan St.,13,13,23,nan,127,Offense
2014-15,Michigan St.,0,13,18,1,194,Defensive
2015-16,Michigan St.,14,14,13,nan,44,Offense
2015-16,Michigan St.,0,14,21,2,269,Defensive
2016-17,Michigan St.,12,12,19,nan,132,Offense
2016-17,Michigan St.,0,12,16,nan,87,Defensive
2017-18,Michigan St.,12,12,21,nan,82,Offense
2017-18,Michigan St.,0,12,12,nan,31,Defensive
2013-14,Michigan St.,14,14,36,nan,353,Offense
2013-14,Michigan St.,0,14,18,nan,120,Defensive
2014-15,Michigan St.,13,13,23,nan,127,Offense
2014-15,Michigan St.,0,13,18,1,194,Defensive
2015-16,Michigan St.,14,14,13,nan,44,Offense
2015-16,Michigan St.,0,14,21,2,269,Defensive
2016-17,Michigan St.,12,12,19,nan,132,Offense
2016-17,Michigan St.,0,12,16,nan,87,Defensive
2017-18,Michigan St.,12,12,21,nan,82,Offense
2017-18,Michigan St.,0,12,12,nan,31,Defensive
2013-14,Miami (OH),12,12,15,nan,139,Offense
2013-14,Miami (OH),0,12,51,nan,495,Defensive
2014-15,Miami (OH),12,12,15,nan,111,Offense
2014-15,Miami (OH),0,12,23,nan,112,Defensive
2015-16,Miami (OH),12,12,13,nan,69,Offense
2015-16,Miami (OH),0,12,24,nan,172,Defensive
2016-17,Miami (OH),13,13,6,nan,18,Offense
2016-17,Miami (OH),0,13,19,1,150,Defensive
2017-18,Miami (OH),12,12,6,nan,37,Offense
2017-18,Miami (OH),0,12,12,nan,15,Defensive
2013-14,Miami (OH),12,12,15,nan,139,Offense
2013-14,Miami (OH),0,12,51,nan,495,Defensive
2014-15,Miami (OH),12,12,15,nan,111,Offense
2014-15,Miami (OH),0,12,23,nan,112,Defensive
2015-16,Miami (OH),12,12,13,nan,69,Offense
2015-16,Miami (OH),0,12,24,nan,172,Defensive
2016-17,Miami (OH),13,13,6,nan,18,Offense
2016-17,Miami (OH),0,13,19,1,150,Defensive
2017-18,Miami (OH),12,12,6,nan,37,Offense
2017-18,Miami (OH),0,12,12,nan,15,Defensive
2013-14,Miami (OH),12,12,15,nan,139,Offense
2013-14,Miami (OH),0,12,51,nan,495,Defensive
2014-15,Miami (OH),12,12,15,nan,111,Offense
2014-15,Miami (OH),0,12,23,nan,112,Defensive
2015-16,Miami (OH),12,12,13,nan,69,Offense
2015-16,Miami (OH),0,12,24,nan,172,Defensive
2016-17,Miami (OH),13,13,6,nan,18,Offense
2016-17,Miami (OH),0,13,19,1,150,Defensive
2017-18,Miami (OH),12,12,6,nan,37,Offense
2017-18,Miami (OH),0,12,12,nan,15,Defensive
2013-14,Miami (OH),12,12,15,nan,139,Offense
2013-14,Miami (OH),0,12,51,nan,495,Defensive
2014-15,Miami (OH),12,12,15,nan,111,Offense
2014-15,Miami (OH),0,12,23,nan,112,Defensive
2015-16,Miami (OH),12,12,13,nan,69,Offense
2015-16,Miami (OH),0,12,24,nan,172,Defensive
2016-17,Miami (OH),13,13,6,nan,18,Offense
2016-17,Miami (OH),0,13,19,1,150,Defensive
2017-18,Miami (OH),12,12,6,nan,37,Offense
2017-18,Miami (OH),0,12,12,nan,15,Defensive
2013-14,Miami (FL),13,13,27,1,305,Offense
2013-14,Miami (FL),0,13,16,nan,196,Defensive
2014-15,Miami (FL),13,13,22,1,145,Offense
2014-15,Miami (FL),0,13,16,nan,101,Defensive
2015-16,Miami (FL),13,13,22,1,197,Offense
2015-16,Miami (FL),0,13,18,1,228,Defensive
2016-17,Miami (FL),13,13,21,1,243,Offense
2016-17,Miami (FL),0,13,20,nan,158,Defensive
2017-18,Miami (FL),12,12,13,nan,207,Offense
2017-18,Miami (FL),0,12,10,nan,49,Defensive
2013-14,Miami (FL),13,13,27,1,305,Offense
2013-14,Miami (FL),0,13,16,nan,196,Defensive
2014-15,Miami (FL),13,13,22,1,145,Offense
2014-15,Miami (FL),0,13,16,nan,101,Defensive
2015-16,Miami (FL),13,13,22,1,197,Offense
2015-16,Miami (FL),0,13,18,1,228,Defensive
2016-17,Miami (FL),13,13,21,1,243,Offense
2016-17,Miami (FL),0,13,20,nan,158,Defensive
2017-18,Miami (FL),12,12,13,nan,207,Offense
2017-18,Miami (FL),0,12,10,nan,49,Defensive
2013-14,Miami (FL),13,13,27,1,305,Offense
2013-14,Miami (FL),0,13,16,nan,196,Defensive
2014-15,Miami (FL),13,13,22,1,145,Offense
2014-15,Miami (FL),0,13,16,nan,101,Defensive
2015-16,Miami (FL),13,13,22,1,197,Offense
2015-16,Miami (FL),0,13,18,1,228,Defensive
2016-17,Miami (FL),13,13,21,1,243,Offense
2016-17,Miami (FL),0,13,20,nan,158,Defensive
2017-18,Miami (FL),12,12,13,nan,207,Offense
2017-18,Miami (FL),0,12,10,nan,49,Defensive
2013-14,Miami (FL),13,13,27,1,305,Offense
2013-14,Miami (FL),0,13,16,nan,196,Defensive
2014-15,Miami (FL),13,13,22,1,145,Offense
2014-15,Miami (FL),0,13,16,nan,101,Defensive
2015-16,Miami (FL),13,13,22,1,197,Offense
2015-16,Miami (FL),0,13,18,1,228,Defensive
2016-17,Miami (FL),13,13,21,1,243,Offense
2016-17,Miami (FL),0,13,20,nan,158,Defensive
2017-18,Miami (FL),12,12,13,nan,207,Offense
2017-18,Miami (FL),0,12,10,nan,49,Defensive
2013-14,Memphis,12,12,27,nan,204,Offense
2013-14,Memphis,0,12,20,1,136,Defensive
2014-15,Memphis,13,13,42,nan,371,Offense
2014-15,Memphis,0,13,13,nan,36,Defensive
2015-16,Memphis,13,13,28,1,224,Offense
2015-16,Memphis,0,13,16,nan,155,Defensive
2016-17,Memphis,13,13,21,nan,175,Offense
2016-17,Memphis,0,13,7,nan,66,Defensive
2017-18,Memphis,12,12,19,nan,104,Offense
2017-18,Memphis,0,12,5,nan,23,Defensive
2013-14,Memphis,12,12,27,nan,204,Offense
2013-14,Memphis,0,12,20,1,136,Defensive
2014-15,Memphis,13,13,42,nan,371,Offense
2014-15,Memphis,0,13,13,nan,36,Defensive
2015-16,Memphis,13,13,28,1,224,Offense
2015-16,Memphis,0,13,16,nan,155,Defensive
2016-17,Memphis,13,13,21,nan,175,Offense
