Year,Team,GP,G,RZScores,RZPts,RZRushTD,RZPassTD,RZFGMade,RZEndFGA,RZEndFumble,RZEndINT,RZEndDowns,RZEndHalf,RZEndGame,OffenseDefense
2017-18,Fla. Atlantic,13,13,55,339,37,7,11,1,1,nan,2,nan,nan,Offense
2017-18,Fla. Atlantic,0,13,36,215,16,11,9,6,nan,1,2,1,nan,Defensive
2013-14,FIU,12,12,18,101,5,7,6,1,2,1,2,1,nan,Offense
2013-14,FIU,0,12,46,260,18,13,15,5,nan,nan,nan,1,nan,Defensive
2014-15,FIU,12,12,27,142,9,7,11,3,1,nan,1,1,nan,Offense
2014-15,FIU,0,12,27,153,12,6,9,1,8,3,nan,nan,nan,Defensive
2015-16,FIU,12,12,34,203,13,13,8,1,1,1,2,nan,nan,Offense
2015-16,FIU,0,12,34,213,19,9,6,3,1,nan,4,3,nan,Defensive
2016-17,FIU,12,12,38,226,15,13,10,3,1,1,1,nan,nan,Offense
2016-17,FIU,0,12,39,237,19,11,9,3,nan,nan,nan,1,nan,Defensive
2017-18,FIU,12,12,39,236,18,12,9,nan,1,nan,nan,nan,nan,Offense
2017-18,FIU,0,12,39,241,16,15,8,4,2,nan,5,nan,nan,Defensive
2013-14,FIU,12,12,18,101,5,7,6,1,2,1,2,1,nan,Offense
2013-14,FIU,0,12,46,260,18,13,15,5,nan,nan,nan,1,nan,Defensive
2014-15,FIU,12,12,27,142,9,7,11,3,1,nan,1,1,nan,Offense
2014-15,FIU,0,12,27,153,12,6,9,1,8,3,nan,nan,nan,Defensive
2015-16,FIU,12,12,34,203,13,13,8,1,1,1,2,nan,nan,Offense
2015-16,FIU,0,12,34,213,19,9,6,3,1,nan,4,3,nan,Defensive
2016-17,FIU,12,12,38,226,15,13,10,3,1,1,1,nan,nan,Offense
2016-17,FIU,0,12,39,237,19,11,9,3,nan,nan,nan,1,nan,Defensive
2017-18,FIU,12,12,39,236,18,12,9,nan,1,nan,nan,nan,nan,Offense
2017-18,FIU,0,12,39,241,16,15,8,4,2,nan,5,nan,nan,Defensive
2013-14,Hawaii,12,12,30,188,12,13,5,3,2,2,3,nan,nan,Offense
2013-14,Hawaii,0,12,47,287,22,15,10,2,nan,nan,4,nan,nan,Defensive
2014-15,Hawaii,13,13,39,212,13,11,15,3,2,1,2,nan,nan,Offense
2014-15,Hawaii,0,13,40,255,18,16,6,5,1,2,3,nan,nan,Defensive
2015-16,Hawaii,13,13,24,152,12,8,4,2,2,2,1,nan,nan,Offense
2015-16,Hawaii,0,13,54,326,31,10,13,nan,1,1,3,3,nan,Defensive
2016-17,Hawaii,14,14,44,264,20,13,11,nan,nan,1,3,1,nan,Offense
2016-17,Hawaii,0,14,53,311,21,17,15,2,nan,2,3,2,nan,Defensive
2017-18,Hawaii,12,12,30,194,13,13,4,3,1,2,6,1,nan,Offense
2017-18,Hawaii,0,12,40,249,16,17,7,5,nan,3,1,1,nan,Defensive
2013-14,Hawaii,12,12,30,188,12,13,5,3,2,2,3,nan,nan,Offense
2013-14,Hawaii,0,12,47,287,22,15,10,2,nan,nan,4,nan,nan,Defensive
2014-15,Hawaii,13,13,39,212,13,11,15,3,2,1,2,nan,nan,Offense
2014-15,Hawaii,0,13,40,255,18,16,6,5,1,2,3,nan,nan,Defensive
2015-16,Hawaii,13,13,24,152,12,8,4,2,2,2,1,nan,nan,Offense
2015-16,Hawaii,0,13,54,326,31,10,13,nan,1,1,3,3,nan,Defensive
2016-17,Hawaii,14,14,44,264,20,13,11,nan,nan,1,3,1,nan,Offense
2016-17,Hawaii,0,14,53,311,21,17,15,2,nan,2,3,2,nan,Defensive
2017-18,Hawaii,12,12,30,194,13,13,4,3,1,2,6,1,nan,Offense
2017-18,Hawaii,0,12,40,249,16,17,7,5,nan,3,1,1,nan,Defensive
2013-14,Georgia St.,12,12,21,127,7,9,5,1,2,nan,3,nan,nan,Offense
2013-14,Georgia St.,0,12,46,291,25,14,7,3,1,1,1,1,nan,Defensive
2014-15,Georgia St.,12,12,28,175,11,12,5,nan,2,1,3,nan,nan,Offense
2014-15,Georgia St.,0,12,62,376,33,15,14,2,nan,nan,1,3,nan,Defensive
2015-16,Georgia St.,13,13,36,221,13,16,7,3,1,3,2,nan,nan,Offense
2015-16,Georgia St.,0,13,36,197,13,10,13,3,1,2,1,nan,nan,Defensive
2016-17,Georgia St.,12,12,23,127,7,8,8,2,nan,nan,1,1,nan,Offense
2016-17,Georgia St.,0,12,42,247,23,7,12,4,1,2,2,3,nan,Defensive
2017-18,Georgia St.,11,11,21,122,9,6,6,5,2,1,2,2,nan,Offense
2017-18,Georgia St.,0,11,30,181,11,12,7,4,nan,1,3,1,nan,Defensive
2013-14,Georgia Tech,13,13,44,291,35,5,4,3,nan,nan,1,1,nan,Offense
2013-14,Georgia Tech,0,13,31,197,17,9,5,4,nan,4,2,1,nan,Defensive
2014-15,Georgia Tech,14,14,59,377,40,11,8,5,3,1,1,4,nan,Offense
2014-15,Georgia Tech,0,14,42,237,18,10,14,2,2,5,2,nan,nan,Defensive
2015-16,Georgia Tech,12,12,31,204,22,6,3,2,1,1,2,nan,nan,Offense
2015-16,Georgia Tech,0,12,35,196,17,7,11,2,nan,2,2,1,nan,Defensive
2016-17,Georgia Tech,13,13,35,205,24,1,10,2,2,1,1,nan,nan,Offense
2016-17,Georgia Tech,0,13,37,222,19,9,9,5,1,1,1,1,nan,Defensive
2017-18,Georgia Tech,11,11,32,195,21,5,6,2,2,nan,nan,nan,nan,Offense
2017-18,Georgia Tech,0,11,36,194,13,9,14,nan,nan,nan,1,nan,nan,Defensive
2013-14,Georgia Tech,13,13,44,291,35,5,4,3,nan,nan,1,1,nan,Offense
2013-14,Georgia Tech,0,13,31,197,17,9,5,4,nan,4,2,1,nan,Defensive
2014-15,Georgia Tech,14,14,59,377,40,11,8,5,3,1,1,4,nan,Offense
2014-15,Georgia Tech,0,14,42,237,18,10,14,2,2,5,2,nan,nan,Defensive
2015-16,Georgia Tech,12,12,31,204,22,6,3,2,1,1,2,nan,nan,Offense
2015-16,Georgia Tech,0,12,35,196,17,7,11,2,nan,2,2,1,nan,Defensive
2016-17,Georgia Tech,13,13,35,205,24,1,10,2,2,1,1,nan,nan,Offense
2016-17,Georgia Tech,0,13,37,222,19,9,9,5,1,1,1,1,nan,Defensive
2017-18,Georgia Tech,11,11,32,195,21,5,6,2,2,nan,nan,nan,nan,Offense
2017-18,Georgia Tech,0,11,36,194,13,9,14,nan,nan,nan,1,nan,nan,Defensive
2013-14,Georgia Tech,13,13,44,291,35,5,4,3,nan,nan,1,1,nan,Offense
2013-14,Georgia Tech,0,13,31,197,17,9,5,4,nan,4,2,1,nan,Defensive
2014-15,Georgia Tech,14,14,59,377,40,11,8,5,3,1,1,4,nan,Offense
2014-15,Georgia Tech,0,14,42,237,18,10,14,2,2,5,2,nan,nan,Defensive
2015-16,Georgia Tech,12,12,31,204,22,6,3,2,1,1,2,nan,nan,Offense
2015-16,Georgia Tech,0,12,35,196,17,7,11,2,nan,2,2,1,nan,Defensive
2016-17,Georgia Tech,13,13,35,205,24,1,10,2,2,1,1,nan,nan,Offense
2016-17,Georgia Tech,0,13,37,222,19,9,9,5,1,1,1,1,nan,Defensive
2017-18,Georgia Tech,11,11,32,195,21,5,6,2,2,nan,nan,nan,nan,Offense
2017-18,Georgia Tech,0,11,36,194,13,9,14,nan,nan,nan,1,nan,nan,Defensive
2013-14,Georgia St.,12,12,21,127,7,9,5,1,2,nan,3,nan,nan,Offense
2013-14,Georgia St.,0,12,46,291,25,14,7,3,1,1,1,1,nan,Defensive
2014-15,Georgia St.,12,12,28,175,11,12,5,nan,2,1,3,nan,nan,Offense
2014-15,Georgia St.,0,12,62,376,33,15,14,2,nan,nan,1,3,nan,Defensive
2015-16,Georgia St.,13,13,36,221,13,16,7,3,1,3,2,nan,nan,Offense
2015-16,Georgia St.,0,13,36,197,13,10,13,3,1,2,1,nan,nan,Defensive
2016-17,Georgia St.,12,12,23,127,7,8,8,2,nan,nan,1,1,nan,Offense
2016-17,Georgia St.,0,12,42,247,23,7,12,4,1,2,2,3,nan,Defensive
2017-18,Georgia St.,11,11,21,122,9,6,6,5,2,1,2,2,nan,Offense
2017-18,Georgia St.,0,11,30,181,11,12,7,4,nan,1,3,1,nan,Defensive
2013-14,Georgia St.,12,12,21,127,7,9,5,1,2,nan,3,nan,nan,Offense
2013-14,Georgia St.,0,12,46,291,25,14,7,3,1,1,1,1,nan,Defensive
2014-15,Georgia St.,12,12,28,175,11,12,5,nan,2,1,3,nan,nan,Offense
2014-15,Georgia St.,0,12,62,376,33,15,14,2,nan,nan,1,3,nan,Defensive
2015-16,Georgia St.,13,13,36,221,13,16,7,3,1,3,2,nan,nan,Offense
2015-16,Georgia St.,0,13,36,197,13,10,13,3,1,2,1,nan,nan,Defensive
2016-17,Georgia St.,12,12,23,127,7,8,8,2,nan,nan,1,1,nan,Offense
2016-17,Georgia St.,0,12,42,247,23,7,12,4,1,2,2,3,nan,Defensive
2017-18,Georgia St.,11,11,21,122,9,6,6,5,2,1,2,2,nan,Offense
2017-18,Georgia St.,0,11,30,181,11,12,7,4,nan,1,3,1,nan,Defensive
2013-14,Georgia St.,12,12,21,127,7,9,5,1,2,nan,3,nan,nan,Offense
2013-14,Georgia St.,0,12,46,291,25,14,7,3,1,1,1,1,nan,Defensive
2014-15,Georgia St.,12,12,28,175,11,12,5,nan,2,1,3,nan,nan,Offense
2014-15,Georgia St.,0,12,62,376,33,15,14,2,nan,nan,1,3,nan,Defensive
2015-16,Georgia St.,13,13,36,221,13,16,7,3,1,3,2,nan,nan,Offense
2015-16,Georgia St.,0,13,36,197,13,10,13,3,1,2,1,nan,nan,Defensive
2016-17,Georgia St.,12,12,23,127,7,8,8,2,nan,nan,1,1,nan,Offense
2016-17,Georgia St.,0,12,42,247,23,7,12,4,1,2,2,3,nan,Defensive
2017-18,Georgia St.,11,11,21,122,9,6,6,5,2,1,2,2,nan,Offense
2017-18,Georgia St.,0,11,30,181,11,12,7,4,nan,1,3,1,nan,Defensive
2013-14,Georgia,13,13,63,372,24,22,17,1,1,2,3,3,nan,Offense
2013-14,Georgia,0,13,41,239,21,8,12,3,2,nan,2,nan,nan,Defensive
2014-15,Georgia,13,13,57,350,27,18,12,1,4,1,1,3,nan,Offense
2014-15,Georgia,0,13,31,196,17,10,4,3,2,3,nan,1,nan,Defensive
2015-16,Georgia,13,13,33,171,11,7,15,2,1,1,3,2,nan,Offense
2015-16,Georgia,0,13,23,137,10,7,6,2,2,2,3,2,nan,Defensive
2016-17,Georgia,13,13,38,214,15,10,13,3,nan,3,1,nan,nan,Offense
2016-17,Georgia,0,13,39,244,21,11,7,3,nan,1,nan,nan,nan,Defensive
2017-18,Georgia,13,13,48,285,23,12,13,nan,1,nan,1,nan,nan,Offense
2017-18,Georgia,0,13,22,118,6,7,9,2,1,nan,2,1,nan,Defensive
2013-14,Georgia,13,13,63,372,24,22,17,1,1,2,3,3,nan,Offense
2013-14,Georgia,0,13,41,239,21,8,12,3,2,nan,2,nan,nan,Defensive
2014-15,Georgia,13,13,57,350,27,18,12,1,4,1,1,3,nan,Offense
2014-15,Georgia,0,13,31,196,17,10,4,3,2,3,nan,1,nan,Defensive
2015-16,Georgia,13,13,33,171,11,7,15,2,1,1,3,2,nan,Offense
2015-16,Georgia,0,13,23,137,10,7,6,2,2,2,3,2,nan,Defensive
2016-17,Georgia,13,13,38,214,15,10,13,3,nan,3,1,nan,nan,Offense
2016-17,Georgia,0,13,39,244,21,11,7,3,nan,1,nan,nan,nan,Defensive
2017-18,Georgia,13,13,48,285,23,12,13,nan,1,nan,1,nan,nan,Offense
2017-18,Georgia,0,13,22,118,6,7,9,2,1,nan,2,1,nan,Defensive
2013-14,Georgia,13,13,63,372,24,22,17,1,1,2,3,3,nan,Offense
2013-14,Georgia,0,13,41,239,21,8,12,3,2,nan,2,nan,nan,Defensive
2014-15,Georgia,13,13,57,350,27,18,12,1,4,1,1,3,nan,Offense
2014-15,Georgia,0,13,31,196,17,10,4,3,2,3,nan,1,nan,Defensive
2015-16,Georgia,13,13,33,171,11,7,15,2,1,1,3,2,nan,Offense
2015-16,Georgia,0,13,23,137,10,7,6,2,2,2,3,2,nan,Defensive
2016-17,Georgia,13,13,38,214,15,10,13,3,nan,3,1,nan,nan,Offense
2016-17,Georgia,0,13,39,244,21,11,7,3,nan,1,nan,nan,nan,Defensive
2017-18,Georgia,13,13,48,285,23,12,13,nan,1,nan,1,nan,nan,Offense
2017-18,Georgia,0,13,22,118,6,7,9,2,1,nan,2,1,nan,Defensive
2013-14,Georgia,13,13,63,372,24,22,17,1,1,2,3,3,nan,Offense
2013-14,Georgia,0,13,41,239,21,8,12,3,2,nan,2,nan,nan,Defensive
2014-15,Georgia,13,13,57,350,27,18,12,1,4,1,1,3,nan,Offense
2014-15,Georgia,0,13,31,196,17,10,4,3,2,3,nan,1,nan,Defensive
2015-16,Georgia,13,13,33,171,11,7,15,2,1,1,3,2,nan,Offense
2015-16,Georgia,0,13,23,137,10,7,6,2,2,2,3,2,nan,Defensive
2016-17,Georgia,13,13,38,214,15,10,13,3,nan,3,1,nan,nan,Offense
2016-17,Georgia,0,13,39,244,21,11,7,3,nan,1,nan,nan,nan,Defensive
2017-18,Georgia,13,13,48,285,23,12,13,nan,1,nan,1,nan,nan,Offense
2017-18,Georgia,0,13,22,118,6,7,9,2,1,nan,2,1,nan,Defensive
2013-14,Ga. Southern,11,11,40,261,34,2,4,2,1,nan,3,nan,nan,Offense
2013-14,Ga. Southern,0,11,25,135,11,5,9,2,nan,2,3,1,nan,Defensive
2014-15,Ga. Southern,12,12,52,323,41,2,9,3,2,1,nan,1,nan,Offense
2014-15,Ga. Southern,0,12,29,184,16,8,5,1,nan,2,4,1,nan,Defensive
2015-16,Ga. Southern,13,13,49,293,37,nan,12,4,1,nan,1,1,nan,Offense
2015-16,Ga. Southern,0,13,31,178,9,13,9,nan,nan,nan,2,1,nan,Defensive
2016-17,Ga. Southern,12,12,34,183,16,5,13,nan,1,1,2,1,nan,Offense
2016-17,Ga. Southern,0,12,37,209,17,8,12,4,2,2,1,2,nan,Defensive
2017-18,Ga. Southern,12,12,29,166,17,3,9,2,nan,3,1,3,nan,Offense
2017-18,Ga. Southern,0,12,31,202,14,13,4,1,2,nan,5,nan,nan,Defensive
2013-14,Ga. Southern,11,11,40,261,34,2,4,2,1,nan,3,nan,nan,Offense
2013-14,Ga. Southern,0,11,25,135,11,5,9,2,nan,2,3,1,nan,Defensive
2014-15,Ga. Southern,12,12,52,323,41,2,9,3,2,1,nan,1,nan,Offense
2014-15,Ga. Southern,0,12,29,184,16,8,5,1,nan,2,4,1,nan,Defensive
2015-16,Ga. Southern,13,13,49,293,37,nan,12,4,1,nan,1,1,nan,Offense
2015-16,Ga. Southern,0,13,31,178,9,13,9,nan,nan,nan,2,1,nan,Defensive
2016-17,Ga. Southern,12,12,34,183,16,5,13,nan,1,1,2,1,nan,Offense
2016-17,Ga. Southern,0,12,37,209,17,8,12,4,2,2,1,2,nan,Defensive
2017-18,Ga. Southern,12,12,29,166,17,3,9,2,nan,3,1,3,nan,Offense
2017-18,Ga. Southern,0,12,31,202,14,13,4,1,2,nan,5,nan,nan,Defensive
2013-14,Ga. Southern,11,11,40,261,34,2,4,2,1,nan,3,nan,nan,Offense
2013-14,Ga. Southern,0,11,25,135,11,5,9,2,nan,2,3,1,nan,Defensive
2014-15,Ga. Southern,12,12,52,323,41,2,9,3,2,1,nan,1,nan,Offense
2014-15,Ga. Southern,0,12,29,184,16,8,5,1,nan,2,4,1,nan,Defensive
2015-16,Ga. Southern,13,13,49,293,37,nan,12,4,1,nan,1,1,nan,Offense
2015-16,Ga. Southern,0,13,31,178,9,13,9,nan,nan,nan,2,1,nan,Defensive
2016-17,Ga. Southern,12,12,34,183,16,5,13,nan,1,1,2,1,nan,Offense
2016-17,Ga. Southern,0,12,37,209,17,8,12,4,2,2,1,2,nan,Defensive
2017-18,Ga. Southern,12,12,29,166,17,3,9,2,nan,3,1,3,nan,Offense
2017-18,Ga. Southern,0,12,31,202,14,13,4,1,2,nan,5,nan,nan,Defensive
2013-14,Ga. Southern,11,11,40,261,34,2,4,2,1,nan,3,nan,nan,Offense
2013-14,Ga. Southern,0,11,25,135,11,5,9,2,nan,2,3,1,nan,Defensive
2014-15,Ga. Southern,12,12,52,323,41,2,9,3,2,1,nan,1,nan,Offense
2014-15,Ga. Southern,0,12,29,184,16,8,5,1,nan,2,4,1,nan,Defensive
2015-16,Ga. Southern,13,13,49,293,37,nan,12,4,1,nan,1,1,nan,Offense
2015-16,Ga. Southern,0,13,31,178,9,13,9,nan,nan,nan,2,1,nan,Defensive
2016-17,Ga. Southern,12,12,34,183,16,5,13,nan,1,1,2,1,nan,Offense
2016-17,Ga. Southern,0,12,37,209,17,8,12,4,2,2,1,2,nan,Defensive
2017-18,Ga. Southern,12,12,29,166,17,3,9,2,nan,3,1,3,nan,Offense
2017-18,Ga. Southern,0,12,31,202,14,13,4,1,2,nan,5,nan,nan,Defensive
2013-14,Indiana,12,12,46,290,17,21,8,1,2,2,4,1,nan,Offense
2013-14,Indiana,0,12,44,274,25,11,8,3,1,1,3,nan,nan,Defensive
2014-15,Indiana,12,12,28,155,16,2,10,3,nan,1,2,nan,nan,Offense
2014-15,Indiana,0,12,43,235,13,14,16,1,nan,1,nan,nan,nan,Defensive
2015-16,Indiana,13,13,54,303,21,15,18,1,1,1,3,1,nan,Offense
2015-16,Indiana,0,13,40,240,16,14,10,1,2,2,3,nan,nan,Defensive
2016-17,Indiana,13,13,35,196,14,10,11,4,2,2,6,nan,nan,Offense
2016-17,Indiana,0,13,39,205,17,6,16,1,1,nan,1,1,nan,Defensive
2017-18,Indiana,12,12,38,221,11,16,11,nan,nan,2,3,1,nan,Offense
2017-18,Indiana,0,12,35,209,15,11,9,2,nan,1,2,nan,nan,Defensive
2013-14,Indiana,12,12,46,290,17,21,8,1,2,2,4,1,nan,Offense
2013-14,Indiana,0,12,44,274,25,11,8,3,1,1,3,nan,nan,Defensive
2014-15,Indiana,12,12,28,155,16,2,10,3,nan,1,2,nan,nan,Offense
2014-15,Indiana,0,12,43,235,13,14,16,1,nan,1,nan,nan,nan,Defensive
2015-16,Indiana,13,13,54,303,21,15,18,1,1,1,3,1,nan,Offense
2015-16,Indiana,0,13,40,240,16,14,10,1,2,2,3,nan,nan,Defensive
2016-17,Indiana,13,13,35,196,14,10,11,4,2,2,6,nan,nan,Offense
2016-17,Indiana,0,13,39,205,17,6,16,1,1,nan,1,1,nan,Defensive
2017-18,Indiana,12,12,38,221,11,16,11,nan,nan,2,3,1,nan,Offense
2017-18,Indiana,0,12,35,209,15,11,9,2,nan,1,2,nan,nan,Defensive
2013-14,Indiana,12,12,46,290,17,21,8,1,2,2,4,1,nan,Offense
2013-14,Indiana,0,12,44,274,25,11,8,3,1,1,3,nan,nan,Defensive
2014-15,Indiana,12,12,28,155,16,2,10,3,nan,1,2,nan,nan,Offense
2014-15,Indiana,0,12,43,235,13,14,16,1,nan,1,nan,nan,nan,Defensive
2015-16,Indiana,13,13,54,303,21,15,18,1,1,1,3,1,nan,Offense
2015-16,Indiana,0,13,40,240,16,14,10,1,2,2,3,nan,nan,Defensive
2016-17,Indiana,13,13,35,196,14,10,11,4,2,2,6,nan,nan,Offense
2016-17,Indiana,0,13,39,205,17,6,16,1,1,nan,1,1,nan,Defensive
2017-18,Indiana,12,12,38,221,11,16,11,nan,nan,2,3,1,nan,Offense
2017-18,Indiana,0,12,35,209,15,11,9,2,nan,1,2,nan,nan,Defensive
2013-14,Illinois,12,12,38,229,17,11,10,3,nan,3,3,1,nan,Offense
2013-14,Illinois,0,12,48,287,19,17,12,2,2,nan,4,1,nan,Defensive
2014-15,Illinois,13,13,37,223,12,17,8,4,2,2,4,1,nan,Offense
2014-15,Illinois,0,13,45,277,22,13,10,nan,nan,nan,4,1,nan,Defensive
2015-16,Illinois,12,12,29,167,11,9,9,5,1,nan,5,nan,nan,Offense
2015-16,Illinois,0,12,34,191,12,11,11,2,nan,1,2,nan,nan,Defensive
2016-17,Illinois,12,12,24,141,8,9,7,nan,2,1,3,1,nan,Offense
2016-17,Illinois,0,12,51,298,27,9,15,nan,2,nan,3,1,nan,Defensive
2017-18,Illinois,12,12,24,129,9,5,10,nan,nan,2,nan,1,nan,Offense
2017-18,Illinois,0,12,48,303,25,15,8,2,2,2,1,4,nan,Defensive
2013-14,Illinois,12,12,38,229,17,11,10,3,nan,3,3,1,nan,Offense
2013-14,Illinois,0,12,48,287,19,17,12,2,2,nan,4,1,nan,Defensive
2014-15,Illinois,13,13,37,223,12,17,8,4,2,2,4,1,nan,Offense
2014-15,Illinois,0,13,45,277,22,13,10,nan,nan,nan,4,1,nan,Defensive
2015-16,Illinois,12,12,29,167,11,9,9,5,1,nan,5,nan,nan,Offense
2015-16,Illinois,0,12,34,191,12,11,11,2,nan,1,2,nan,nan,Defensive
2016-17,Illinois,12,12,24,141,8,9,7,nan,2,1,3,1,nan,Offense
2016-17,Illinois,0,12,51,298,27,9,15,nan,2,nan,3,1,nan,Defensive
2017-18,Illinois,12,12,24,129,9,5,10,nan,nan,2,nan,1,nan,Offense
2017-18,Illinois,0,12,48,303,25,15,8,2,2,2,1,4,nan,Defensive
2013-14,Illinois,12,12,38,229,17,11,10,3,nan,3,3,1,nan,Offense
2013-14,Illinois,0,12,48,287,19,17,12,2,2,nan,4,1,nan,Defensive
2014-15,Illinois,13,13,37,223,12,17,8,4,2,2,4,1,nan,Offense
2014-15,Illinois,0,13,45,277,22,13,10,nan,nan,nan,4,1,nan,Defensive
2015-16,Illinois,12,12,29,167,11,9,9,5,1,nan,5,nan,nan,Offense
2015-16,Illinois,0,12,34,191,12,11,11,2,nan,1,2,nan,nan,Defensive
2016-17,Illinois,12,12,24,141,8,9,7,nan,2,1,3,1,nan,Offense
2016-17,Illinois,0,12,51,298,27,9,15,nan,2,nan,3,1,nan,Defensive
2017-18,Illinois,12,12,24,129,9,5,10,nan,nan,2,nan,1,nan,Offense
2017-18,Illinois,0,12,48,303,25,15,8,2,2,2,1,4,nan,Defensive
2013-14,Illinois,12,12,38,229,17,11,10,3,nan,3,3,1,nan,Offense
2013-14,Illinois,0,12,48,287,19,17,12,2,2,nan,4,1,nan,Defensive
2014-15,Illinois,13,13,37,223,12,17,8,4,2,2,4,1,nan,Offense
2014-15,Illinois,0,13,45,277,22,13,10,nan,nan,nan,4,1,nan,Defensive
2015-16,Illinois,12,12,29,167,11,9,9,5,1,nan,5,nan,nan,Offense
2015-16,Illinois,0,12,34,191,12,11,11,2,nan,1,2,nan,nan,Defensive
2016-17,Illinois,12,12,24,141,8,9,7,nan,2,1,3,1,nan,Offense
2016-17,Illinois,0,12,51,298,27,9,15,nan,2,nan,3,1,nan,Defensive
2017-18,Illinois,12,12,24,129,9,5,10,nan,nan,2,nan,1,nan,Offense
2017-18,Illinois,0,12,48,303,25,15,8,2,2,2,1,4,nan,Defensive
2013-14,Idaho,12,12,27,156,11,8,8,2,nan,4,2,1,nan,Offense
2013-14,Idaho,0,12,51,335,26,20,5,2,2,4,1,1,nan,Defensive
2014-15,Idaho,11,11,36,211,22,5,9,5,2,4,2,1,nan,Offense
2014-15,Idaho,0,11,34,199,20,5,9,3,nan,nan,2,1,nan,Defensive
2015-16,Idaho,12,12,45,260,22,9,14,2,nan,2,1,1,nan,Offense
2015-16,Idaho,0,12,57,359,30,17,10,2,1,nan,3,nan,nan,Defensive
2016-17,Idaho,13,13,51,283,21,12,18,1,2,1,3,nan,nan,Offense
2016-17,Idaho,0,13,45,255,14,16,15,1,nan,3,nan,nan,nan,Defensive
2017-18,Idaho,12,12,33,193,10,14,9,4,2,nan,2,nan,nan,Offense
2017-18,Idaho,0,12,39,207,13,10,16,3,1,2,2,2,nan,Defensive
2013-14,Idaho,12,12,27,156,11,8,8,2,nan,4,2,1,nan,Offense
2013-14,Idaho,0,12,51,335,26,20,5,2,2,4,1,1,nan,Defensive
2014-15,Idaho,11,11,36,211,22,5,9,5,2,4,2,1,nan,Offense
2014-15,Idaho,0,11,34,199,20,5,9,3,nan,nan,2,1,nan,Defensive
2015-16,Idaho,12,12,45,260,22,9,14,2,nan,2,1,1,nan,Offense
2015-16,Idaho,0,12,57,359,30,17,10,2,1,nan,3,nan,nan,Defensive
2016-17,Idaho,13,13,51,283,21,12,18,1,2,1,3,nan,nan,Offense
2016-17,Idaho,0,13,45,255,14,16,15,1,nan,3,nan,nan,nan,Defensive
2017-18,Idaho,12,12,33,193,10,14,9,4,2,nan,2,nan,nan,Offense
2017-18,Idaho,0,12,39,207,13,10,16,3,1,2,2,2,nan,Defensive
2013-14,Idaho,12,12,27,156,11,8,8,2,nan,4,2,1,nan,Offense
2013-14,Idaho,0,12,51,335,26,20,5,2,2,4,1,1,nan,Defensive
2014-15,Idaho,11,11,36,211,22,5,9,5,2,4,2,1,nan,Offense
2014-15,Idaho,0,11,34,199,20,5,9,3,nan,nan,2,1,nan,Defensive
2015-16,Idaho,12,12,45,260,22,9,14,2,nan,2,1,1,nan,Offense
2015-16,Idaho,0,12,57,359,30,17,10,2,1,nan,3,nan,nan,Defensive
2016-17,Idaho,13,13,51,283,21,12,18,1,2,1,3,nan,nan,Offense
2016-17,Idaho,0,13,45,255,14,16,15,1,nan,3,nan,nan,nan,Defensive
2017-18,Idaho,12,12,33,193,10,14,9,4,2,nan,2,nan,nan,Offense
2017-18,Idaho,0,12,39,207,13,10,16,3,1,2,2,2,nan,Defensive
2013-14,Idaho,12,12,27,156,11,8,8,2,nan,4,2,1,nan,Offense
2013-14,Idaho,0,12,51,335,26,20,5,2,2,4,1,1,nan,Defensive
2014-15,Idaho,11,11,36,211,22,5,9,5,2,4,2,1,nan,Offense
2014-15,Idaho,0,11,34,199,20,5,9,3,nan,nan,2,1,nan,Defensive
2015-16,Idaho,12,12,45,260,22,9,14,2,nan,2,1,1,nan,Offense
2015-16,Idaho,0,12,57,359,30,17,10,2,1,nan,3,nan,nan,Defensive
2016-17,Idaho,13,13,51,283,21,12,18,1,2,1,3,nan,nan,Offense
2016-17,Idaho,0,13,45,255,14,16,15,1,nan,3,nan,nan,nan,Defensive
2017-18,Idaho,12,12,33,193,10,14,9,4,2,nan,2,nan,nan,Offense
2017-18,Idaho,0,12,39,207,13,10,16,3,1,2,2,2,nan,Defensive
2013-14,Houston,13,13,49,283,15,19,15,4,2,nan,3,1,nan,Offense
2013-14,Houston,0,13,37,208,16,9,12,3,2,4,2,1,nan,Defensive
2014-15,Houston,13,13,43,250,22,9,12,6,3,2,3,nan,nan,Offense
2014-15,Houston,0,13,38,230,18,11,9,1,1,2,2,nan,nan,Defensive
2015-16,Houston,14,14,59,373,38,11,10,2,nan,1,4,1,nan,Offense
2015-16,Houston,0,14,32,197,15,10,7,nan,2,nan,1,nan,nan,Defensive
2016-17,Houston,13,13,55,334,26,17,12,3,1,1,3,1,nan,Offense
2016-17,Houston,0,13,30,165,13,6,11,nan,1,nan,2,1,nan,Defensive
2017-18,Houston,11,11,38,234,20,10,8,1,nan,2,2,1,nan,Offense
2017-18,Houston,0,11,32,179,16,5,11,5,1,1,3,nan,nan,Defensive
2013-14,Houston,13,13,49,283,15,19,15,4,2,nan,3,1,nan,Offense
2013-14,Houston,0,13,37,208,16,9,12,3,2,4,2,1,nan,Defensive
2014-15,Houston,13,13,43,250,22,9,12,6,3,2,3,nan,nan,Offense
2014-15,Houston,0,13,38,230,18,11,9,1,1,2,2,nan,nan,Defensive
2015-16,Houston,14,14,59,373,38,11,10,2,nan,1,4,1,nan,Offense
2015-16,Houston,0,14,32,197,15,10,7,nan,2,nan,1,nan,nan,Defensive
