Year,Team,GP,G,FGM,FGA,FGBlocksAllowed,FGM1-19,FGA1-19,FGM20-29,FGA20-29,FGM30-39,FGA30-39,FGM40-49,FGA40-49,FGM50-59,FGA50-59,FGM60+,FGA60+,LongFGM,OffenseDefense
2017-18,Notre Dame,12,12,12,16,nan,nan,nan,4,4,5,5,3,6,0,1,nan,nan,nan,Offense
2017-18,Notre Dame,0,12,13,19,nan,nan,nan,3,4,8,10,2,5,nan,nan,nan,nan,nan,Defensive
2013-14,Notre Dame,13,13,20,27,1,nan,nan,11,11,2,5,4,7,3,4,nan,nan,nan,Offense
2013-14,Notre Dame,0,13,18,25,1,2,2,7,9,3,5,6,9,nan,nan,nan,nan,nan,Defensive
2014-15,Notre Dame,13,13,14,24,2,1,1,2,3,6,9,5,10,0,1,nan,nan,nan,Offense
2014-15,Notre Dame,0,13,12,20,3,1,1,3,3,3,6,5,10,nan,nan,nan,nan,nan,Defensive
2015-16,Notre Dame,13,13,15,17,nan,nan,nan,5,5,7,8,2,3,1,1,nan,nan,nan,Offense
2015-16,Notre Dame,0,13,12,20,nan,nan,nan,1,1,5,7,6,10,0,2,nan,nan,nan,Defensive
2016-17,Notre Dame,12,12,13,17,1,nan,nan,6,6,6,9,1,2,nan,nan,nan,nan,nan,Offense
2016-17,Notre Dame,0,12,9,13,nan,1,1,4,4,3,5,1,3,nan,nan,nan,nan,nan,Defensive
2017-18,Notre Dame,12,12,12,16,nan,nan,nan,4,4,5,5,3,6,0,1,nan,nan,nan,Offense
2017-18,Notre Dame,0,12,13,19,nan,nan,nan,3,4,8,10,2,5,nan,nan,nan,nan,nan,Defensive
2013-14,Notre Dame,13,13,20,27,1,nan,nan,11,11,2,5,4,7,3,4,nan,nan,nan,Offense
2013-14,Notre Dame,0,13,18,25,1,2,2,7,9,3,5,6,9,nan,nan,nan,nan,nan,Defensive
2014-15,Notre Dame,13,13,14,24,2,1,1,2,3,6,9,5,10,0,1,nan,nan,nan,Offense
2014-15,Notre Dame,0,13,12,20,3,1,1,3,3,3,6,5,10,nan,nan,nan,nan,nan,Defensive
2015-16,Notre Dame,13,13,15,17,nan,nan,nan,5,5,7,8,2,3,1,1,nan,nan,nan,Offense
2015-16,Notre Dame,0,13,12,20,nan,nan,nan,1,1,5,7,6,10,0,2,nan,nan,nan,Defensive
2016-17,Notre Dame,12,12,13,17,1,nan,nan,6,6,6,9,1,2,nan,nan,nan,nan,nan,Offense
2016-17,Notre Dame,0,12,9,13,nan,1,1,4,4,3,5,1,3,nan,nan,nan,nan,nan,Defensive
2017-18,Notre Dame,12,12,12,16,nan,nan,nan,4,4,5,5,3,6,0,1,nan,nan,nan,Offense
2017-18,Notre Dame,0,12,13,19,nan,nan,nan,3,4,8,10,2,5,nan,nan,nan,nan,nan,Defensive
2013-14,Northwestern,12,12,23,25,nan,2,2,11,11,7,7,3,5,nan,nan,nan,nan,nan,Offense
2013-14,Northwestern,0,12,16,24,1,nan,nan,6,6,8,11,1,5,1,2,nan,nan,nan,Defensive
2014-15,Northwestern,12,12,14,18,1,1,1,7,7,3,4,3,6,nan,nan,nan,nan,nan,Offense
2014-15,Northwestern,0,12,11,21,3,nan,nan,3,4,6,10,2,6,0,1,nan,nan,nan,Defensive
2015-16,Northwestern,13,13,18,27,nan,2,2,7,9,7,8,2,8,nan,nan,nan,nan,nan,Offense
2015-16,Northwestern,0,13,11,18,nan,nan,nan,2,3,6,7,3,8,nan,nan,nan,nan,nan,Defensive
2016-17,Northwestern,13,13,8,12,nan,1,1,3,4,3,5,1,2,nan,nan,nan,nan,nan,Offense
2016-17,Northwestern,0,13,18,26,nan,1,1,6,6,6,8,5,7,0,4,nan,nan,nan,Defensive
2017-18,Northwestern,12,12,12,14,nan,1,1,3,4,6,6,2,3,nan,nan,nan,nan,nan,Offense
2017-18,Northwestern,0,12,9,15,nan,nan,nan,4,4,3,6,2,3,0,2,nan,nan,nan,Defensive
2013-14,Northwestern,12,12,23,25,nan,2,2,11,11,7,7,3,5,nan,nan,nan,nan,nan,Offense
2013-14,Northwestern,0,12,16,24,1,nan,nan,6,6,8,11,1,5,1,2,nan,nan,nan,Defensive
2014-15,Northwestern,12,12,14,18,1,1,1,7,7,3,4,3,6,nan,nan,nan,nan,nan,Offense
2014-15,Northwestern,0,12,11,21,3,nan,nan,3,4,6,10,2,6,0,1,nan,nan,nan,Defensive
2015-16,Northwestern,13,13,18,27,nan,2,2,7,9,7,8,2,8,nan,nan,nan,nan,nan,Offense
2015-16,Northwestern,0,13,11,18,nan,nan,nan,2,3,6,7,3,8,nan,nan,nan,nan,nan,Defensive
2016-17,Northwestern,13,13,8,12,nan,1,1,3,4,3,5,1,2,nan,nan,nan,nan,nan,Offense
2016-17,Northwestern,0,13,18,26,nan,1,1,6,6,6,8,5,7,0,4,nan,nan,nan,Defensive
2017-18,Northwestern,12,12,12,14,nan,1,1,3,4,6,6,2,3,nan,nan,nan,nan,nan,Offense
2017-18,Northwestern,0,12,9,15,nan,nan,nan,4,4,3,6,2,3,0,2,nan,nan,nan,Defensive
2013-14,Northwestern,12,12,23,25,nan,2,2,11,11,7,7,3,5,nan,nan,nan,nan,nan,Offense
2013-14,Northwestern,0,12,16,24,1,nan,nan,6,6,8,11,1,5,1,2,nan,nan,nan,Defensive
2014-15,Northwestern,12,12,14,18,1,1,1,7,7,3,4,3,6,nan,nan,nan,nan,nan,Offense
2014-15,Northwestern,0,12,11,21,3,nan,nan,3,4,6,10,2,6,0,1,nan,nan,nan,Defensive
2015-16,Northwestern,13,13,18,27,nan,2,2,7,9,7,8,2,8,nan,nan,nan,nan,nan,Offense
2015-16,Northwestern,0,13,11,18,nan,nan,nan,2,3,6,7,3,8,nan,nan,nan,nan,nan,Defensive
2016-17,Northwestern,13,13,8,12,nan,1,1,3,4,3,5,1,2,nan,nan,nan,nan,nan,Offense
2016-17,Northwestern,0,13,18,26,nan,1,1,6,6,6,8,5,7,0,4,nan,nan,nan,Defensive
2017-18,Northwestern,12,12,12,14,nan,1,1,3,4,6,6,2,3,nan,nan,nan,nan,nan,Offense
2017-18,Northwestern,0,12,9,15,nan,nan,nan,4,4,3,6,2,3,0,2,nan,nan,nan,Defensive
2013-14,Northwestern,12,12,23,25,nan,2,2,11,11,7,7,3,5,nan,nan,nan,nan,nan,Offense
2013-14,Northwestern,0,12,16,24,1,nan,nan,6,6,8,11,1,5,1,2,nan,nan,nan,Defensive
2014-15,Northwestern,12,12,14,18,1,1,1,7,7,3,4,3,6,nan,nan,nan,nan,nan,Offense
2014-15,Northwestern,0,12,11,21,3,nan,nan,3,4,6,10,2,6,0,1,nan,nan,nan,Defensive
2015-16,Northwestern,13,13,18,27,nan,2,2,7,9,7,8,2,8,nan,nan,nan,nan,nan,Offense
2015-16,Northwestern,0,13,11,18,nan,nan,nan,2,3,6,7,3,8,nan,nan,nan,nan,nan,Defensive
2016-17,Northwestern,13,13,8,12,nan,1,1,3,4,3,5,1,2,nan,nan,nan,nan,nan,Offense
2016-17,Northwestern,0,13,18,26,nan,1,1,6,6,6,8,5,7,0,4,nan,nan,nan,Defensive
2017-18,Northwestern,12,12,12,14,nan,1,1,3,4,6,6,2,3,nan,nan,nan,nan,nan,Offense
2017-18,Northwestern,0,12,9,15,nan,nan,nan,4,4,3,6,2,3,0,2,nan,nan,nan,Defensive
2013-14,Northern Ill.,14,14,20,34,3,1,1,5,7,8,10,4,12,2,4,nan,nan,nan,Offense
2013-14,Northern Ill.,0,14,18,24,2,1,1,4,5,5,7,7,9,1,2,nan,nan,nan,Defensive
2014-15,Northern Ill.,14,14,17,28,3,2,2,4,9,8,13,3,4,nan,nan,nan,nan,nan,Offense
2014-15,Northern Ill.,0,14,13,20,nan,1,1,9,9,1,2,2,6,0,2,nan,nan,nan,Defensive
2015-16,Northern Ill.,14,14,14,18,2,nan,nan,5,6,5,5,3,6,1,1,nan,nan,nan,Offense
2015-16,Northern Ill.,0,14,25,32,1,nan,nan,14,14,8,11,2,6,1,1,nan,nan,nan,Defensive
2016-17,Northern Ill.,12,12,11,18,2,1,1,4,4,4,8,2,4,0,1,nan,nan,nan,Offense
2016-17,Northern Ill.,0,12,8,19,1,nan,nan,3,3,4,9,1,5,0,2,nan,nan,nan,Defensive
2017-18,Northern Ill.,12,12,9,16,2,nan,nan,6,6,2,6,1,4,nan,nan,nan,nan,nan,Offense
2017-18,Northern Ill.,0,12,18,26,2,1,1,8,8,8,12,1,3,0,2,nan,nan,nan,Defensive
2011-12,Oregon,1,1,1,1,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,Offense
2011-12,Oregon,0,1,2,2,nan,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,Defensive
2013-14,Oregon,13,13,10,14,nan,nan,nan,4,4,6,9,0,1,nan,nan,nan,nan,nan,Offense
2013-14,Oregon,0,13,15,18,2,2,2,2,2,8,8,3,6,nan,nan,nan,nan,nan,Defensive
2014-15,Oregon,15,15,18,21,nan,nan,nan,10,11,6,8,2,2,nan,nan,nan,nan,nan,Offense
2014-15,Oregon,0,15,18,24,nan,nan,nan,8,9,5,5,5,9,0,1,nan,nan,nan,Defensive
2015-16,Oregon,13,13,22,24,1,1,1,8,8,7,9,6,6,nan,nan,nan,nan,nan,Offense
2015-16,Oregon,0,13,18,25,1,nan,nan,7,9,4,4,6,7,1,5,nan,nan,nan,Defensive
2016-17,Oregon,12,12,9,12,nan,nan,nan,2,2,4,5,3,5,nan,nan,nan,nan,nan,Offense
2016-17,Oregon,0,12,7,10,2,nan,nan,3,5,3,3,1,2,nan,nan,nan,nan,nan,Defensive
2017-18,Oregon,12,12,9,12,nan,nan,nan,4,4,3,5,2,3,nan,nan,nan,nan,nan,Offense
2017-18,Oregon,0,12,15,19,1,nan,nan,6,6,4,5,4,7,1,1,nan,nan,nan,Defensive
2013-14,Ole Miss,13,13,16,24,3,2,2,4,8,3,4,5,6,2,3,0,1,nan,Offense
2013-14,Ole Miss,0,13,14,19,nan,nan,nan,3,4,6,8,3,3,2,4,nan,nan,nan,Defensive
2014-15,Ole Miss,13,13,9,16,1,1,1,3,3,3,5,2,5,0,2,nan,nan,nan,Offense
2014-15,Ole Miss,0,13,13,19,nan,1,1,6,7,2,4,4,6,0,1,nan,nan,nan,Defensive
2015-16,Ole Miss,13,13,19,25,1,1,1,5,7,10,12,3,5,nan,nan,nan,nan,nan,Offense
2015-16,Ole Miss,0,13,22,28,2,nan,nan,11,13,5,7,5,7,1,1,nan,nan,nan,Defensive
2016-17,Ole Miss,12,12,22,23,nan,1,1,11,11,7,7,3,3,0,1,nan,nan,nan,Offense
2016-17,Ole Miss,0,12,20,23,nan,nan,nan,4,4,7,8,8,9,1,2,nan,nan,nan,Defensive
2017-18,Ole Miss,12,12,19,24,nan,1,1,10,10,7,8,1,4,0,1,nan,nan,nan,Offense
2017-18,Ole Miss,0,12,20,28,nan,2,2,4,5,8,9,6,12,nan,nan,nan,nan,nan,Defensive
2013-14,Ole Miss,13,13,16,24,3,2,2,4,8,3,4,5,6,2,3,0,1,nan,Offense
2013-14,Ole Miss,0,13,14,19,nan,nan,nan,3,4,6,8,3,3,2,4,nan,nan,nan,Defensive
2014-15,Ole Miss,13,13,9,16,1,1,1,3,3,3,5,2,5,0,2,nan,nan,nan,Offense
2014-15,Ole Miss,0,13,13,19,nan,1,1,6,7,2,4,4,6,0,1,nan,nan,nan,Defensive
2015-16,Ole Miss,13,13,19,25,1,1,1,5,7,10,12,3,5,nan,nan,nan,nan,nan,Offense
2015-16,Ole Miss,0,13,22,28,2,nan,nan,11,13,5,7,5,7,1,1,nan,nan,nan,Defensive
2016-17,Ole Miss,12,12,22,23,nan,1,1,11,11,7,7,3,3,0,1,nan,nan,nan,Offense
2016-17,Ole Miss,0,12,20,23,nan,nan,nan,4,4,7,8,8,9,1,2,nan,nan,nan,Defensive
2017-18,Ole Miss,12,12,19,24,nan,1,1,10,10,7,8,1,4,0,1,nan,nan,nan,Offense
2017-18,Ole Miss,0,12,20,28,nan,2,2,4,5,8,9,6,12,nan,nan,nan,nan,nan,Defensive
2013-14,Ole Miss,13,13,16,24,3,2,2,4,8,3,4,5,6,2,3,0,1,nan,Offense
2013-14,Ole Miss,0,13,14,19,nan,nan,nan,3,4,6,8,3,3,2,4,nan,nan,nan,Defensive
2014-15,Ole Miss,13,13,9,16,1,1,1,3,3,3,5,2,5,0,2,nan,nan,nan,Offense
2014-15,Ole Miss,0,13,13,19,nan,1,1,6,7,2,4,4,6,0,1,nan,nan,nan,Defensive
2015-16,Ole Miss,13,13,19,25,1,1,1,5,7,10,12,3,5,nan,nan,nan,nan,nan,Offense
2015-16,Ole Miss,0,13,22,28,2,nan,nan,11,13,5,7,5,7,1,1,nan,nan,nan,Defensive
2016-17,Ole Miss,12,12,22,23,nan,1,1,11,11,7,7,3,3,0,1,nan,nan,nan,Offense
2016-17,Ole Miss,0,12,20,23,nan,nan,nan,4,4,7,8,8,9,1,2,nan,nan,nan,Defensive
2017-18,Ole Miss,12,12,19,24,nan,1,1,10,10,7,8,1,4,0,1,nan,nan,nan,Offense
2017-18,Ole Miss,0,12,20,28,nan,2,2,4,5,8,9,6,12,nan,nan,nan,nan,nan,Defensive
2013-14,Oklahoma St.,13,13,11,18,2,nan,nan,5,6,4,7,2,5,nan,nan,nan,nan,nan,Offense
2013-14,Oklahoma St.,0,13,17,23,1,nan,nan,6,6,6,10,5,5,0,2,nan,nan,nan,Defensive
2014-15,Oklahoma St.,13,13,22,28,1,1,1,7,8,9,11,5,7,0,1,nan,nan,nan,Offense
2014-15,Oklahoma St.,0,13,17,24,2,nan,nan,3,4,10,12,2,6,2,2,nan,nan,nan,Defensive
2015-16,Oklahoma St.,13,13,16,21,nan,nan,nan,7,10,5,5,4,6,nan,nan,nan,nan,nan,Offense
2015-16,Oklahoma St.,0,13,13,19,nan,nan,nan,3,3,5,5,5,11,nan,nan,nan,nan,nan,Defensive
2016-17,Oklahoma St.,13,13,20,26,nan,1,1,11,12,6,8,1,4,1,1,nan,nan,nan,Offense
2016-17,Oklahoma St.,0,13,10,15,2,nan,nan,3,3,4,6,3,5,0,1,nan,nan,nan,Defensive
2017-18,Oklahoma St.,12,12,20,26,nan,1,2,7,9,6,7,5,7,1,1,nan,nan,nan,Offense
2017-18,Oklahoma St.,0,12,15,17,nan,nan,nan,8,8,5,6,1,2,1,1,nan,nan,nan,Defensive
2013-14,Ole Miss,13,13,16,24,3,2,2,4,8,3,4,5,6,2,3,0,1,nan,Offense
2013-14,Ole Miss,0,13,14,19,nan,nan,nan,3,4,6,8,3,3,2,4,nan,nan,nan,Defensive
2014-15,Ole Miss,13,13,9,16,1,1,1,3,3,3,5,2,5,0,2,nan,nan,nan,Offense
2014-15,Ole Miss,0,13,13,19,nan,1,1,6,7,2,4,4,6,0,1,nan,nan,nan,Defensive
2015-16,Ole Miss,13,13,19,25,1,1,1,5,7,10,12,3,5,nan,nan,nan,nan,nan,Offense
2015-16,Ole Miss,0,13,22,28,2,nan,nan,11,13,5,7,5,7,1,1,nan,nan,nan,Defensive
2016-17,Ole Miss,12,12,22,23,nan,1,1,11,11,7,7,3,3,0,1,nan,nan,nan,Offense
2016-17,Ole Miss,0,12,20,23,nan,nan,nan,4,4,7,8,8,9,1,2,nan,nan,nan,Defensive
2017-18,Ole Miss,12,12,19,24,nan,1,1,10,10,7,8,1,4,0,1,nan,nan,nan,Offense
2017-18,Ole Miss,0,12,20,28,nan,2,2,4,5,8,9,6,12,nan,nan,nan,nan,nan,Defensive
2013-14,Old Dominion,12,12,13,20,1,nan,nan,5,7,5,5,1,2,2,6,nan,nan,nan,Offense
2013-14,Old Dominion,0,12,10,17,4,nan,nan,2,3,5,6,2,6,1,2,nan,nan,nan,Defensive
2014-15,Old Dominion,11,11,5,8,nan,nan,nan,3,4,0,1,2,3,nan,nan,nan,nan,nan,Offense
2014-15,Old Dominion,0,11,9,12,nan,nan,nan,4,4,2,4,3,4,nan,nan,nan,nan,nan,Defensive
2015-16,Old Dominion,12,12,12,17,nan,nan,nan,5,6,3,6,4,5,nan,nan,nan,nan,nan,Offense
2015-16,Old Dominion,0,12,18,22,1,1,1,5,5,10,11,1,4,1,1,nan,nan,nan,Defensive
2016-17,Old Dominion,13,13,12,14,1,1,1,6,7,4,5,1,1,nan,nan,nan,nan,nan,Offense
2016-17,Old Dominion,0,13,7,9,nan,1,1,4,4,2,3,0,1,nan,nan,nan,nan,nan,Defensive
2017-18,Old Dominion,12,12,15,20,3,1,1,6,7,4,4,4,8,nan,nan,nan,nan,nan,Offense
2017-18,Old Dominion,0,12,7,13,2,nan,nan,3,6,3,3,1,3,0,1,nan,nan,nan,Defensive
2013-14,Old Dominion,12,12,13,20,1,nan,nan,5,7,5,5,1,2,2,6,nan,nan,nan,Offense
2013-14,Old Dominion,0,12,10,17,4,nan,nan,2,3,5,6,2,6,1,2,nan,nan,nan,Defensive
2014-15,Old Dominion,11,11,5,8,nan,nan,nan,3,4,0,1,2,3,nan,nan,nan,nan,nan,Offense
2014-15,Old Dominion,0,11,9,12,nan,nan,nan,4,4,2,4,3,4,nan,nan,nan,nan,nan,Defensive
2015-16,Old Dominion,12,12,12,17,nan,nan,nan,5,6,3,6,4,5,nan,nan,nan,nan,nan,Offense
2015-16,Old Dominion,0,12,18,22,1,1,1,5,5,10,11,1,4,1,1,nan,nan,nan,Defensive
2016-17,Old Dominion,13,13,12,14,1,1,1,6,7,4,5,1,1,nan,nan,nan,nan,nan,Offense
2016-17,Old Dominion,0,13,7,9,nan,1,1,4,4,2,3,0,1,nan,nan,nan,nan,nan,Defensive
2017-18,Old Dominion,12,12,15,20,3,1,1,6,7,4,4,4,8,nan,nan,nan,nan,nan,Offense
2017-18,Old Dominion,0,12,7,13,2,nan,nan,3,6,3,3,1,3,0,1,nan,nan,nan,Defensive
2013-14,Old Dominion,12,12,13,20,1,nan,nan,5,7,5,5,1,2,2,6,nan,nan,nan,Offense
2013-14,Old Dominion,0,12,10,17,4,nan,nan,2,3,5,6,2,6,1,2,nan,nan,nan,Defensive
2014-15,Old Dominion,11,11,5,8,nan,nan,nan,3,4,0,1,2,3,nan,nan,nan,nan,nan,Offense
2014-15,Old Dominion,0,11,9,12,nan,nan,nan,4,4,2,4,3,4,nan,nan,nan,nan,nan,Defensive
2015-16,Old Dominion,12,12,12,17,nan,nan,nan,5,6,3,6,4,5,nan,nan,nan,nan,nan,Offense
2015-16,Old Dominion,0,12,18,22,1,1,1,5,5,10,11,1,4,1,1,nan,nan,nan,Defensive
2016-17,Old Dominion,13,13,12,14,1,1,1,6,7,4,5,1,1,nan,nan,nan,nan,nan,Offense
2016-17,Old Dominion,0,13,7,9,nan,1,1,4,4,2,3,0,1,nan,nan,nan,nan,nan,Defensive
2017-18,Old Dominion,12,12,15,20,3,1,1,6,7,4,4,4,8,nan,nan,nan,nan,nan,Offense
2017-18,Old Dominion,0,12,7,13,2,nan,nan,3,6,3,3,1,3,0,1,nan,nan,nan,Defensive
2013-14,Old Dominion,12,12,13,20,1,nan,nan,5,7,5,5,1,2,2,6,nan,nan,nan,Offense
2013-14,Old Dominion,0,12,10,17,4,nan,nan,2,3,5,6,2,6,1,2,nan,nan,nan,Defensive
2014-15,Old Dominion,11,11,5,8,nan,nan,nan,3,4,0,1,2,3,nan,nan,nan,nan,nan,Offense
2014-15,Old Dominion,0,11,9,12,nan,nan,nan,4,4,2,4,3,4,nan,nan,nan,nan,nan,Defensive
2015-16,Old Dominion,12,12,12,17,nan,nan,nan,5,6,3,6,4,5,nan,nan,nan,nan,nan,Offense
2015-16,Old Dominion,0,12,18,22,1,1,1,5,5,10,11,1,4,1,1,nan,nan,nan,Defensive
2016-17,Old Dominion,13,13,12,14,1,1,1,6,7,4,5,1,1,nan,nan,nan,nan,nan,Offense
2016-17,Old Dominion,0,13,7,9,nan,1,1,4,4,2,3,0,1,nan,nan,nan,nan,nan,Defensive
2017-18,Old Dominion,12,12,15,20,3,1,1,6,7,4,4,4,8,nan,nan,nan,nan,nan,Offense
2017-18,Old Dominion,0,12,7,13,2,nan,nan,3,6,3,3,1,3,0,1,nan,nan,nan,Defensive
2013-14,Oklahoma St.,13,13,11,18,2,nan,nan,5,6,4,7,2,5,nan,nan,nan,nan,nan,Offense
2013-14,Oklahoma St.,0,13,17,23,1,nan,nan,6,6,6,10,5,5,0,2,nan,nan,nan,Defensive
2014-15,Oklahoma St.,13,13,22,28,1,1,1,7,8,9,11,5,7,0,1,nan,nan,nan,Offense
2014-15,Oklahoma St.,0,13,17,24,2,nan,nan,3,4,10,12,2,6,2,2,nan,nan,nan,Defensive
2015-16,Oklahoma St.,13,13,16,21,nan,nan,nan,7,10,5,5,4,6,nan,nan,nan,nan,nan,Offense
2015-16,Oklahoma St.,0,13,13,19,nan,nan,nan,3,3,5,5,5,11,nan,nan,nan,nan,nan,Defensive
2016-17,Oklahoma St.,13,13,20,26,nan,1,1,11,12,6,8,1,4,1,1,nan,nan,nan,Offense
2016-17,Oklahoma St.,0,13,10,15,2,nan,nan,3,3,4,6,3,5,0,1,nan,nan,nan,Defensive
2017-18,Oklahoma St.,12,12,20,26,nan,1,2,7,9,6,7,5,7,1,1,nan,nan,nan,Offense
2017-18,Oklahoma St.,0,12,15,17,nan,nan,nan,8,8,5,6,1,2,1,1,nan,nan,nan,Defensive
2013-14,Oklahoma St.,13,13,11,18,2,nan,nan,5,6,4,7,2,5,nan,nan,nan,nan,nan,Offense
2013-14,Oklahoma St.,0,13,17,23,1,nan,nan,6,6,6,10,5,5,0,2,nan,nan,nan,Defensive
2014-15,Oklahoma St.,13,13,22,28,1,1,1,7,8,9,11,5,7,0,1,nan,nan,nan,Offense
2014-15,Oklahoma St.,0,13,17,24,2,nan,nan,3,4,10,12,2,6,2,2,nan,nan,nan,Defensive
2015-16,Oklahoma St.,13,13,16,21,nan,nan,nan,7,10,5,5,4,6,nan,nan,nan,nan,nan,Offense
2015-16,Oklahoma St.,0,13,13,19,nan,nan,nan,3,3,5,5,5,11,nan,nan,nan,nan,nan,Defensive
2016-17,Oklahoma St.,13,13,20,26,nan,1,1,11,12,6,8,1,4,1,1,nan,nan,nan,Offense
2016-17,Oklahoma St.,0,13,10,15,2,nan,nan,3,3,4,6,3,5,0,1,nan,nan,nan,Defensive
2017-18,Oklahoma St.,12,12,20,26,nan,1,2,7,9,6,7,5,7,1,1,nan,nan,nan,Offense
2017-18,Oklahoma St.,0,12,15,17,nan,nan,nan,8,8,5,6,1,2,1,1,nan,nan,nan,Defensive
2013-14,Oklahoma St.,13,13,11,18,2,nan,nan,5,6,4,7,2,5,nan,nan,nan,nan,nan,Offense
2013-14,Oklahoma St.,0,13,17,23,1,nan,nan,6,6,6,10,5,5,0,2,nan,nan,nan,Defensive
2014-15,Oklahoma St.,13,13,22,28,1,1,1,7,8,9,11,5,7,0,1,nan,nan,nan,Offense
2014-15,Oklahoma St.,0,13,17,24,2,nan,nan,3,4,10,12,2,6,2,2,nan,nan,nan,Defensive
2015-16,Oklahoma St.,13,13,16,21,nan,nan,nan,7,10,5,5,4,6,nan,nan,nan,nan,nan,Offense
2015-16,Oklahoma St.,0,13,13,19,nan,nan,nan,3,3,5,5,5,11,nan,nan,nan,nan,nan,Defensive
2016-17,Oklahoma St.,13,13,20,26,nan,1,1,11,12,6,8,1,4,1,1,nan,nan,nan,Offense
2016-17,Oklahoma St.,0,13,10,15,2,nan,nan,3,3,4,6,3,5,0,1,nan,nan,nan,Defensive
2017-18,Oklahoma St.,12,12,20,26,nan,1,2,7,9,6,7,5,7,1,1,nan,nan,nan,Offense
2017-18,Oklahoma St.,0,12,15,17,nan,nan,nan,8,8,5,6,1,2,1,1,nan,nan,nan,Defensive
2013-14,Oklahoma,13,13,24,27,1,1,1,6,6,14,15,3,4,0,1,nan,nan,nan,Offense
2013-14,Oklahoma,0,13,13,16,nan,nan,nan,7,7,2,3,3,4,1,2,nan,nan,nan,Defensive
2014-15,Oklahoma,13,13,13,18,1,0,1,2,2,8,10,3,5,nan,nan,nan,nan,nan,Offense
2014-15,Oklahoma,0,13,14,18,2,nan,nan,6,6,6,7,1,3,1,2,nan,nan,nan,Defensive
2015-16,Oklahoma,13,13,19,24,nan,1,1,5,5,8,12,5,6,nan,nan,nan,nan,nan,Offense
2015-16,Oklahoma,0,13,17,22,1,1,1,7,8,3,5,5,7,1,1,nan,nan,nan,Defensive
2016-17,Oklahoma,13,13,11,16,nan,nan,nan,4,5,7,7,0,3,0,1,nan,nan,nan,Offense
2016-17,Oklahoma,0,13,18,19,nan,1,1,6,6,8,9,3,3,nan,nan,nan,nan,nan,Defensive
2017-18,Oklahoma,13,13,15,18,nan,1,1,5,5,5,6,3,5,1,1,nan,nan,nan,Offense
2017-18,Oklahoma,0,13,15,19,nan,nan,nan,7,7,5,8,3,3,0,1,nan,nan,nan,Defensive
2013-14,Oklahoma,13,13,24,27,1,1,1,6,6,14,15,3,4,0,1,nan,nan,nan,Offense
2013-14,Oklahoma,0,13,13,16,nan,nan,nan,7,7,2,3,3,4,1,2,nan,nan,nan,Defensive
2014-15,Oklahoma,13,13,13,18,1,0,1,2,2,8,10,3,5,nan,nan,nan,nan,nan,Offense
2014-15,Oklahoma,0,13,14,18,2,nan,nan,6,6,6,7,1,3,1,2,nan,nan,nan,Defensive
2015-16,Oklahoma,13,13,19,24,nan,1,1,5,5,8,12,5,6,nan,nan,nan,nan,nan,Offense
2015-16,Oklahoma,0,13,17,22,1,1,1,7,8,3,5,5,7,1,1,nan,nan,nan,Defensive
2016-17,Oklahoma,13,13,11,16,nan,nan,nan,4,5,7,7,0,3,0,1,nan,nan,nan,Offense
2016-17,Oklahoma,0,13,18,19,nan,1,1,6,6,8,9,3,3,nan,nan,nan,nan,nan,Defensive
2017-18,Oklahoma,13,13,15,18,nan,1,1,5,5,5,6,3,5,1,1,nan,nan,nan,Offense
2017-18,Oklahoma,0,13,15,19,nan,nan,nan,7,7,5,8,3,3,0,1,nan,nan,nan,Defensive
2013-14,Oklahoma,13,13,24,27,1,1,1,6,6,14,15,3,4,0,1,nan,nan,nan,Offense
2013-14,Oklahoma,0,13,13,16,nan,nan,nan,7,7,2,3,3,4,1,2,nan,nan,nan,Defensive
2014-15,Oklahoma,13,13,13,18,1,0,1,2,2,8,10,3,5,nan,nan,nan,nan,nan,Offense
2014-15,Oklahoma,0,13,14,18,2,nan,nan,6,6,6,7,1,3,1,2,nan,nan,nan,Defensive
2015-16,Oklahoma,13,13,19,24,nan,1,1,5,5,8,12,5,6,nan,nan,nan,nan,nan,Offense
2015-16,Oklahoma,0,13,17,22,1,1,1,7,8,3,5,5,7,1,1,nan,nan,nan,Defensive
2016-17,Oklahoma,13,13,11,16,nan,nan,nan,4,5,7,7,0,3,0,1,nan,nan,nan,Offense
2016-17,Oklahoma,0,13,18,19,nan,1,1,6,6,8,9,3,3,nan,nan,nan,nan,nan,Defensive
2017-18,Oklahoma,13,13,15,18,nan,1,1,5,5,5,6,3,5,1,1,nan,nan,nan,Offense
2017-18,Oklahoma,0,13,15,19,nan,nan,nan,7,7,5,8,3,3,0,1,nan,nan,nan,Defensive
2013-14,Oklahoma,13,13,24,27,1,1,1,6,6,14,15,3,4,0,1,nan,nan,nan,Offense
2013-14,Oklahoma,0,13,13,16,nan,nan,nan,7,7,2,3,3,4,1,2,nan,nan,nan,Defensive
2014-15,Oklahoma,13,13,13,18,1,0,1,2,2,8,10,3,5,nan,nan,nan,nan,nan,Offense
2014-15,Oklahoma,0,13,14,18,2,nan,nan,6,6,6,7,1,3,1,2,nan,nan,nan,Defensive
2015-16,Oklahoma,13,13,19,24,nan,1,1,5,5,8,12,5,6,nan,nan,nan,nan,nan,Offense
