Year,Team,GP,SackUA,G,SackA,SackYds,Sacks,OffenseDefense
2014-15,Old Dominion,0,nan,11,nan,203,nan,Defensive
2015-16,Old Dominion,12,nan,12,nan,163,nan,Offense
2015-16,Old Dominion,0,nan,12,nan,159,nan,Defensive
2016-17,Old Dominion,13,nan,13,nan,242,nan,Offense
2016-17,Old Dominion,0,nan,13,nan,114,nan,Defensive
2017-18,Old Dominion,12,nan,12,nan,177,nan,Offense
2017-18,Old Dominion,0,nan,12,nan,113,nan,Defensive
2013-14,Oklahoma St.,13,nan,13,nan,158,nan,Offense
2013-14,Oklahoma St.,0,nan,13,nan,80,nan,Defensive
2014-15,Oklahoma St.,13,nan,13,nan,203,nan,Offense
2014-15,Oklahoma St.,0,nan,13,nan,235,nan,Defensive
2015-16,Oklahoma St.,13,nan,13,nan,231,nan,Offense
2015-16,Oklahoma St.,0,nan,13,nan,191,nan,Defensive
2016-17,Oklahoma St.,13,nan,13,nan,206,nan,Offense
2016-17,Oklahoma St.,0,nan,13,nan,201,nan,Defensive
2017-18,Oklahoma St.,12,nan,12,nan,233,nan,Offense
2017-18,Oklahoma St.,0,nan,12,nan,113,nan,Defensive
2013-14,Oklahoma St.,13,nan,13,nan,158,nan,Offense
2013-14,Oklahoma St.,0,nan,13,nan,80,nan,Defensive
2014-15,Oklahoma St.,13,nan,13,nan,203,nan,Offense
2014-15,Oklahoma St.,0,nan,13,nan,235,nan,Defensive
2015-16,Oklahoma St.,13,nan,13,nan,231,nan,Offense
2015-16,Oklahoma St.,0,nan,13,nan,191,nan,Defensive
2016-17,Oklahoma St.,13,nan,13,nan,206,nan,Offense
2016-17,Oklahoma St.,0,nan,13,nan,201,nan,Defensive
2017-18,Oklahoma St.,12,nan,12,nan,233,nan,Offense
2017-18,Oklahoma St.,0,nan,12,nan,113,nan,Defensive
2013-14,Oklahoma St.,13,nan,13,nan,158,nan,Offense
2013-14,Oklahoma St.,0,nan,13,nan,80,nan,Defensive
2014-15,Oklahoma St.,13,nan,13,nan,203,nan,Offense
2014-15,Oklahoma St.,0,nan,13,nan,235,nan,Defensive
2015-16,Oklahoma St.,13,nan,13,nan,231,nan,Offense
2015-16,Oklahoma St.,0,nan,13,nan,191,nan,Defensive
2016-17,Oklahoma St.,13,nan,13,nan,206,nan,Offense
2016-17,Oklahoma St.,0,nan,13,nan,201,nan,Defensive
2017-18,Oklahoma St.,12,nan,12,nan,233,nan,Offense
2017-18,Oklahoma St.,0,nan,12,nan,113,nan,Defensive
2013-14,Oklahoma,13,nan,13,nan,204,nan,Offense
2013-14,Oklahoma,0,nan,13,nan,109,nan,Defensive
2014-15,Oklahoma,13,nan,13,nan,204,nan,Offense
2014-15,Oklahoma,0,nan,13,nan,58,nan,Defensive
2015-16,Oklahoma,13,nan,13,nan,243,nan,Offense
2015-16,Oklahoma,0,nan,13,nan,216,nan,Defensive
2016-17,Oklahoma,13,nan,13,nan,153,nan,Offense
2016-17,Oklahoma,0,nan,13,nan,134,nan,Defensive
2017-18,Oklahoma,13,nan,13,nan,177,nan,Offense
2017-18,Oklahoma,0,nan,13,nan,138,nan,Defensive
2013-14,Oklahoma,13,nan,13,nan,204,nan,Offense
2013-14,Oklahoma,0,nan,13,nan,109,nan,Defensive
2014-15,Oklahoma,13,nan,13,nan,204,nan,Offense
2014-15,Oklahoma,0,nan,13,nan,58,nan,Defensive
2015-16,Oklahoma,13,nan,13,nan,243,nan,Offense
2015-16,Oklahoma,0,nan,13,nan,216,nan,Defensive
2016-17,Oklahoma,13,nan,13,nan,153,nan,Offense
2016-17,Oklahoma,0,nan,13,nan,134,nan,Defensive
2017-18,Oklahoma,13,nan,13,nan,177,nan,Offense
2017-18,Oklahoma,0,nan,13,nan,138,nan,Defensive
2013-14,Oklahoma,13,nan,13,nan,204,nan,Offense
2013-14,Oklahoma,0,nan,13,nan,109,nan,Defensive
2014-15,Oklahoma,13,nan,13,nan,204,nan,Offense
2014-15,Oklahoma,0,nan,13,nan,58,nan,Defensive
2015-16,Oklahoma,13,nan,13,nan,243,nan,Offense
2015-16,Oklahoma,0,nan,13,nan,216,nan,Defensive
2016-17,Oklahoma,13,nan,13,nan,153,nan,Offense
2016-17,Oklahoma,0,nan,13,nan,134,nan,Defensive
2017-18,Oklahoma,13,nan,13,nan,177,nan,Offense
2017-18,Oklahoma,0,nan,13,nan,138,nan,Defensive
2013-14,Oklahoma,13,nan,13,nan,204,nan,Offense
2013-14,Oklahoma,0,nan,13,nan,109,nan,Defensive
2014-15,Oklahoma,13,nan,13,nan,204,nan,Offense
2014-15,Oklahoma,0,nan,13,nan,58,nan,Defensive
2015-16,Oklahoma,13,nan,13,nan,243,nan,Offense
2015-16,Oklahoma,0,nan,13,nan,216,nan,Defensive
2016-17,Oklahoma,13,nan,13,nan,153,nan,Offense
2016-17,Oklahoma,0,nan,13,nan,134,nan,Defensive
2017-18,Oklahoma,13,nan,13,nan,177,nan,Offense
2017-18,Oklahoma,0,nan,13,nan,138,nan,Defensive
2013-14,Purdue,12,nan,12,nan,60,nan,Offense
2013-14,Purdue,0,nan,12,nan,265,nan,Defensive
2014-15,Purdue,12,nan,12,nan,134,nan,Offense
2014-15,Purdue,0,nan,12,nan,186,nan,Defensive
2015-16,Purdue,12,nan,12,nan,121,nan,Offense
2015-16,Purdue,0,nan,12,nan,173,nan,Defensive
2016-17,Purdue,12,nan,12,nan,187,nan,Offense
2016-17,Purdue,0,nan,12,nan,194,nan,Defensive
2017-18,Purdue,12,nan,12,nan,188,nan,Offense
2017-18,Purdue,0,nan,12,nan,190,nan,Defensive
2013-14,Purdue,12,nan,12,nan,60,nan,Offense
2013-14,Purdue,0,nan,12,nan,265,nan,Defensive
2014-15,Purdue,12,nan,12,nan,134,nan,Offense
2014-15,Purdue,0,nan,12,nan,186,nan,Defensive
2015-16,Purdue,12,nan,12,nan,121,nan,Offense
2015-16,Purdue,0,nan,12,nan,173,nan,Defensive
2016-17,Purdue,12,nan,12,nan,187,nan,Offense
2016-17,Purdue,0,nan,12,nan,194,nan,Defensive
2017-18,Purdue,12,nan,12,nan,188,nan,Offense
2017-18,Purdue,0,nan,12,nan,190,nan,Defensive
2013-14,Pittsburgh,13,nan,13,nan,169,nan,Offense
2013-14,Pittsburgh,0,nan,13,nan,361,nan,Defensive
2014-15,Pittsburgh,13,nan,13,nan,133,nan,Offense
2014-15,Pittsburgh,0,nan,13,nan,148,nan,Defensive
2015-16,Pittsburgh,13,nan,13,nan,290,nan,Offense
2015-16,Pittsburgh,0,nan,13,nan,193,nan,Defensive
2016-17,Pittsburgh,13,nan,13,nan,299,nan,Offense
2016-17,Pittsburgh,0,nan,13,nan,75,nan,Defensive
2017-18,Pittsburgh,12,nan,12,nan,145,nan,Offense
2017-18,Pittsburgh,0,nan,12,nan,221,nan,Defensive
2013-14,Pittsburgh,13,nan,13,nan,169,nan,Offense
2013-14,Pittsburgh,0,nan,13,nan,361,nan,Defensive
2014-15,Pittsburgh,13,nan,13,nan,133,nan,Offense
2014-15,Pittsburgh,0,nan,13,nan,148,nan,Defensive
2015-16,Pittsburgh,13,nan,13,nan,290,nan,Offense
2015-16,Pittsburgh,0,nan,13,nan,193,nan,Defensive
2016-17,Pittsburgh,13,nan,13,nan,299,nan,Offense
2016-17,Pittsburgh,0,nan,13,nan,75,nan,Defensive
2017-18,Pittsburgh,12,nan,12,nan,145,nan,Offense
2017-18,Pittsburgh,0,nan,12,nan,221,nan,Defensive
2013-14,Pittsburgh,13,nan,13,nan,169,nan,Offense
2013-14,Pittsburgh,0,nan,13,nan,361,nan,Defensive
2014-15,Pittsburgh,13,nan,13,nan,133,nan,Offense
2014-15,Pittsburgh,0,nan,13,nan,148,nan,Defensive
2015-16,Pittsburgh,13,nan,13,nan,290,nan,Offense
2015-16,Pittsburgh,0,nan,13,nan,193,nan,Defensive
2016-17,Pittsburgh,13,nan,13,nan,299,nan,Offense
2016-17,Pittsburgh,0,nan,13,nan,75,nan,Defensive
2017-18,Pittsburgh,12,nan,12,nan,145,nan,Offense
2017-18,Pittsburgh,0,nan,12,nan,221,nan,Defensive
2013-14,Pittsburgh,13,nan,13,nan,169,nan,Offense
2013-14,Pittsburgh,0,nan,13,nan,361,nan,Defensive
2014-15,Pittsburgh,13,nan,13,nan,133,nan,Offense
2014-15,Pittsburgh,0,nan,13,nan,148,nan,Defensive
2015-16,Pittsburgh,13,nan,13,nan,290,nan,Offense
2015-16,Pittsburgh,0,nan,13,nan,193,nan,Defensive
2016-17,Pittsburgh,13,nan,13,nan,299,nan,Offense
2016-17,Pittsburgh,0,nan,13,nan,75,nan,Defensive
2017-18,Pittsburgh,12,nan,12,nan,145,nan,Offense
2017-18,Pittsburgh,0,nan,12,nan,221,nan,Defensive
2013-14,Penn St.,12,nan,12,nan,200,nan,Offense
2013-14,Penn St.,0,nan,12,nan,135,nan,Defensive
2014-15,Penn St.,13,nan,13,nan,206,nan,Offense
2014-15,Penn St.,0,nan,13,nan,277,nan,Defensive
2015-16,Penn St.,13,nan,13,nan,344,nan,Offense
2015-16,Penn St.,0,nan,13,nan,230,nan,Defensive
2016-17,Penn St.,14,nan,14,nan,270,nan,Offense
2016-17,Penn St.,0,nan,14,nan,161,nan,Defensive
2017-18,Penn St.,12,nan,12,nan,223,nan,Offense
2017-18,Penn St.,0,nan,12,nan,162,nan,Defensive
2013-14,Penn St.,12,nan,12,nan,200,nan,Offense
2013-14,Penn St.,0,nan,12,nan,135,nan,Defensive
2014-15,Penn St.,13,nan,13,nan,206,nan,Offense
2014-15,Penn St.,0,nan,13,nan,277,nan,Defensive
2015-16,Penn St.,13,nan,13,nan,344,nan,Offense
2015-16,Penn St.,0,nan,13,nan,230,nan,Defensive
2016-17,Penn St.,14,nan,14,nan,270,nan,Offense
2016-17,Penn St.,0,nan,14,nan,161,nan,Defensive
2017-18,Penn St.,12,nan,12,nan,223,nan,Offense
2017-18,Penn St.,0,nan,12,nan,162,nan,Defensive
2013-14,Penn St.,12,nan,12,nan,200,nan,Offense
2013-14,Penn St.,0,nan,12,nan,135,nan,Defensive
2014-15,Penn St.,13,nan,13,nan,206,nan,Offense
2014-15,Penn St.,0,nan,13,nan,277,nan,Defensive
2015-16,Penn St.,13,nan,13,nan,344,nan,Offense
2015-16,Penn St.,0,nan,13,nan,230,nan,Defensive
2016-17,Penn St.,14,nan,14,nan,270,nan,Offense
2016-17,Penn St.,0,nan,14,nan,161,nan,Defensive
2017-18,Penn St.,12,nan,12,nan,223,nan,Offense
2017-18,Penn St.,0,nan,12,nan,162,nan,Defensive
2013-14,Penn St.,12,nan,12,nan,200,nan,Offense
2013-14,Penn St.,0,nan,12,nan,135,nan,Defensive
2014-15,Penn St.,13,nan,13,nan,206,nan,Offense
2014-15,Penn St.,0,nan,13,nan,277,nan,Defensive
2015-16,Penn St.,13,nan,13,nan,344,nan,Offense
2015-16,Penn St.,0,nan,13,nan,230,nan,Defensive
2016-17,Penn St.,14,nan,14,nan,270,nan,Offense
2016-17,Penn St.,0,nan,14,nan,161,nan,Defensive
2017-18,Penn St.,12,nan,12,nan,223,nan,Offense
2017-18,Penn St.,0,nan,12,nan,162,nan,Defensive
2013-14,Oregon St.,13,nan,13,nan,168,nan,Offense
2013-14,Oregon St.,0,nan,13,nan,212,nan,Defensive
2014-15,Oregon St.,12,nan,12,nan,170,nan,Offense
2014-15,Oregon St.,0,nan,12,nan,304,nan,Defensive
2015-16,Oregon St.,12,nan,12,nan,126,nan,Offense
2015-16,Oregon St.,0,nan,12,nan,127,nan,Defensive
2016-17,Oregon St.,12,nan,12,nan,90,nan,Offense
2016-17,Oregon St.,0,nan,12,nan,155,nan,Defensive
2017-18,Oregon St.,12,nan,12,nan,116,nan,Offense
2017-18,Oregon St.,0,nan,12,nan,97,nan,Defensive
2013-14,Oregon St.,13,nan,13,nan,168,nan,Offense
2013-14,Oregon St.,0,nan,13,nan,212,nan,Defensive
2014-15,Oregon St.,12,nan,12,nan,170,nan,Offense
2014-15,Oregon St.,0,nan,12,nan,304,nan,Defensive
2015-16,Oregon St.,12,nan,12,nan,126,nan,Offense
2015-16,Oregon St.,0,nan,12,nan,127,nan,Defensive
2016-17,Oregon St.,12,nan,12,nan,90,nan,Offense
2016-17,Oregon St.,0,nan,12,nan,155,nan,Defensive
2017-18,Oregon St.,12,nan,12,nan,116,nan,Offense
2017-18,Oregon St.,0,nan,12,nan,97,nan,Defensive
2013-14,Oregon St.,13,nan,13,nan,168,nan,Offense
2013-14,Oregon St.,0,nan,13,nan,212,nan,Defensive
2014-15,Oregon St.,12,nan,12,nan,170,nan,Offense
2014-15,Oregon St.,0,nan,12,nan,304,nan,Defensive
2015-16,Oregon St.,12,nan,12,nan,126,nan,Offense
2015-16,Oregon St.,0,nan,12,nan,127,nan,Defensive
2016-17,Oregon St.,12,nan,12,nan,90,nan,Offense
2016-17,Oregon St.,0,nan,12,nan,155,nan,Defensive
2017-18,Oregon St.,12,nan,12,nan,116,nan,Offense
2017-18,Oregon St.,0,nan,12,nan,97,nan,Defensive
2013-14,Oregon St.,13,nan,13,nan,168,nan,Offense
2013-14,Oregon St.,0,nan,13,nan,212,nan,Defensive
2014-15,Oregon St.,12,nan,12,nan,170,nan,Offense
2014-15,Oregon St.,0,nan,12,nan,304,nan,Defensive
2015-16,Oregon St.,12,nan,12,nan,126,nan,Offense
2015-16,Oregon St.,0,nan,12,nan,127,nan,Defensive
2016-17,Oregon St.,12,nan,12,nan,90,nan,Offense
2016-17,Oregon St.,0,nan,12,nan,155,nan,Defensive
2017-18,Oregon St.,12,nan,12,nan,116,nan,Offense
2017-18,Oregon St.,0,nan,12,nan,97,nan,Defensive
2011-12,Oregon,1,nan,1,nan,13,nan,Offense
2011-12,Oregon,0,nan,1,nan,9,nan,Defensive
2013-14,Oregon,13,nan,13,nan,182,nan,Offense
2013-14,Oregon,0,nan,13,nan,111,nan,Defensive
2014-15,Oregon,15,nan,15,nan,292,nan,Offense
2014-15,Oregon,0,nan,15,nan,165,nan,Defensive
2015-16,Oregon,13,nan,13,nan,254,nan,Offense
2015-16,Oregon,0,nan,13,nan,236,nan,Defensive
2016-17,Oregon,12,nan,12,nan,164,nan,Offense
2016-17,Oregon,0,nan,12,nan,169,nan,Defensive
2017-18,Oregon,12,nan,12,nan,195,nan,Offense
2017-18,Oregon,0,nan,12,nan,134,nan,Defensive
2011-12,Oregon,1,nan,1,nan,13,nan,Offense
2011-12,Oregon,0,nan,1,nan,9,nan,Defensive
2013-14,Oregon,13,nan,13,nan,182,nan,Offense
2013-14,Oregon,0,nan,13,nan,111,nan,Defensive
2014-15,Oregon,15,nan,15,nan,292,nan,Offense
2014-15,Oregon,0,nan,15,nan,165,nan,Defensive
2015-16,Oregon,13,nan,13,nan,254,nan,Offense
2015-16,Oregon,0,nan,13,nan,236,nan,Defensive
2016-17,Oregon,12,nan,12,nan,164,nan,Offense
2016-17,Oregon,0,nan,12,nan,169,nan,Defensive
2017-18,Oregon,12,nan,12,nan,195,nan,Offense
2017-18,Oregon,0,nan,12,nan,134,nan,Defensive
2011-12,Oregon,1,nan,1,nan,13,nan,Offense
2011-12,Oregon,0,nan,1,nan,9,nan,Defensive
2013-14,Oregon,13,nan,13,nan,182,nan,Offense
2013-14,Oregon,0,nan,13,nan,111,nan,Defensive
2014-15,Oregon,15,nan,15,nan,292,nan,Offense
2014-15,Oregon,0,nan,15,nan,165,nan,Defensive
2015-16,Oregon,13,nan,13,nan,254,nan,Offense
2015-16,Oregon,0,nan,13,nan,236,nan,Defensive
2016-17,Oregon,12,nan,12,nan,164,nan,Offense
2016-17,Oregon,0,nan,12,nan,169,nan,Defensive
2017-18,Oregon,12,nan,12,nan,195,nan,Offense
2017-18,Oregon,0,nan,12,nan,134,nan,Defensive
2013-14,San Jose St.,12,nan,12,nan,99,nan,Offense
2013-14,San Jose St.,0,nan,12,nan,155,nan,Defensive
2014-15,San Jose St.,12,nan,12,nan,79,nan,Offense
2014-15,San Jose St.,0,nan,12,nan,167,nan,Defensive
2015-16,San Jose St.,13,nan,13,nan,110,nan,Offense
2015-16,San Jose St.,0,nan,13,nan,230,nan,Defensive
2016-17,San Jose St.,12,nan,12,nan,147,nan,Offense
2016-17,San Jose St.,0,nan,12,nan,259,nan,Defensive
2017-18,San Jose St.,13,nan,13,nan,73,nan,Offense
2017-18,San Jose St.,0,nan,13,nan,285,nan,Defensive
2013-14,San Diego St.,13,nan,13,nan,180,nan,Offense
2013-14,San Diego St.,0,nan,13,nan,221,nan,Defensive
2014-15,San Diego St.,13,nan,13,nan,165,nan,Offense
2014-15,San Diego St.,0,nan,13,nan,156,nan,Defensive
2015-16,San Diego St.,14,nan,14,nan,244,nan,Offense
2015-16,San Diego St.,0,nan,14,nan,120,nan,Defensive
2016-17,San Diego St.,14,nan,14,nan,246,nan,Offense
2016-17,San Diego St.,0,nan,14,nan,159,nan,Defensive
2017-18,San Diego St.,12,nan,12,nan,166,nan,Offense
2017-18,San Diego St.,0,nan,12,nan,188,nan,Defensive
2013-14,San Diego St.,13,nan,13,nan,180,nan,Offense
2013-14,San Diego St.,0,nan,13,nan,221,nan,Defensive
2014-15,San Diego St.,13,nan,13,nan,165,nan,Offense
2014-15,San Diego St.,0,nan,13,nan,156,nan,Defensive
2015-16,San Diego St.,14,nan,14,nan,244,nan,Offense
2015-16,San Diego St.,0,nan,14,nan,120,nan,Defensive
2016-17,San Diego St.,14,nan,14,nan,246,nan,Offense
2016-17,San Diego St.,0,nan,14,nan,159,nan,Defensive
2017-18,San Diego St.,12,nan,12,nan,166,nan,Offense
2017-18,San Diego St.,0,nan,12,nan,188,nan,Defensive
2013-14,San Diego St.,13,nan,13,nan,180,nan,Offense
2013-14,San Diego St.,0,nan,13,nan,221,nan,Defensive
2014-15,San Diego St.,13,nan,13,nan,165,nan,Offense
2014-15,San Diego St.,0,nan,13,nan,156,nan,Defensive
2015-16,San Diego St.,14,nan,14,nan,244,nan,Offense
2015-16,San Diego St.,0,nan,14,nan,120,nan,Defensive
2016-17,San Diego St.,14,nan,14,nan,246,nan,Offense
2016-17,San Diego St.,0,nan,14,nan,159,nan,Defensive
2017-18,San Diego St.,12,nan,12,nan,166,nan,Offense
2017-18,San Diego St.,0,nan,12,nan,188,nan,Defensive
2013-14,San Diego St.,13,nan,13,nan,180,nan,Offense
2013-14,San Diego St.,0,nan,13,nan,221,nan,Defensive
2014-15,San Diego St.,13,nan,13,nan,165,nan,Offense
2014-15,San Diego St.,0,nan,13,nan,156,nan,Defensive
2015-16,San Diego St.,14,nan,14,nan,244,nan,Offense
2015-16,San Diego St.,0,nan,14,nan,120,nan,Defensive
2016-17,San Diego St.,14,nan,14,nan,246,nan,Offense
2016-17,San Diego St.,0,nan,14,nan,159,nan,Defensive
2017-18,San Diego St.,12,nan,12,nan,166,nan,Offense
2017-18,San Diego St.,0,nan,12,nan,188,nan,Defensive
2013-14,SMU,12,nan,12,nan,176,nan,Offense
2013-14,SMU,0,nan,12,nan,210,nan,Defensive
2014-15,SMU,12,nan,12,nan,107,nan,Offense
2014-15,SMU,0,nan,12,nan,256,nan,Defensive
2015-16,SMU,12,nan,12,nan,83,nan,Offense
2015-16,SMU,0,nan,12,nan,289,nan,Defensive
2016-17,SMU,12,nan,12,nan,227,nan,Offense
2016-17,SMU,0,nan,12,nan,168,nan,Defensive
2017-18,SMU,12,nan,12,nan,192,nan,Offense
2017-18,SMU,0,nan,12,nan,109,nan,Defensive
2013-14,SMU,12,nan,12,nan,176,nan,Offense
2013-14,SMU,0,nan,12,nan,210,nan,Defensive
2014-15,SMU,12,nan,12,nan,107,nan,Offense
2014-15,SMU,0,nan,12,nan,256,nan,Defensive
2015-16,SMU,12,nan,12,nan,83,nan,Offense
2015-16,SMU,0,nan,12,nan,289,nan,Defensive
2016-17,SMU,12,nan,12,nan,227,nan,Offense
2016-17,SMU,0,nan,12,nan,168,nan,Defensive
2017-18,SMU,12,nan,12,nan,192,nan,Offense
2017-18,SMU,0,nan,12,nan,109,nan,Defensive
2013-14,SMU,12,nan,12,nan,176,nan,Offense
2013-14,SMU,0,nan,12,nan,210,nan,Defensive
2014-15,SMU,12,nan,12,nan,107,nan,Offense
2014-15,SMU,0,nan,12,nan,256,nan,Defensive
2015-16,SMU,12,nan,12,nan,83,nan,Offense
2015-16,SMU,0,nan,12,nan,289,nan,Defensive
2016-17,SMU,12,nan,12,nan,227,nan,Offense
2016-17,SMU,0,nan,12,nan,168,nan,Defensive
2017-18,SMU,12,nan,12,nan,192,nan,Offense
2017-18,SMU,0,nan,12,nan,109,nan,Defensive
2013-14,SMU,12,nan,12,nan,176,nan,Offense
2013-14,SMU,0,nan,12,nan,210,nan,Defensive
2014-15,SMU,12,nan,12,nan,107,nan,Offense
2014-15,SMU,0,nan,12,nan,256,nan,Defensive
2015-16,SMU,12,nan,12,nan,83,nan,Offense
2015-16,SMU,0,nan,12,nan,289,nan,Defensive
2016-17,SMU,12,nan,12,nan,227,nan,Offense
2016-17,SMU,0,nan,12,nan,168,nan,Defensive
2017-18,SMU,12,nan,12,nan,192,nan,Offense
2017-18,SMU,0,nan,12,nan,109,nan,Defensive
2013-14,Rutgers,13,nan,13,nan,185,nan,Offense
2013-14,Rutgers,0,nan,13,nan,230,nan,Defensive
2014-15,Rutgers,13,nan,13,nan,240,nan,Offense
2014-15,Rutgers,0,nan,13,nan,142,nan,Defensive
2015-16,Rutgers,12,nan,12,nan,98,nan,Offense
2015-16,Rutgers,0,nan,12,nan,207,nan,Defensive
2016-17,Rutgers,11,nan,11,nan,98,nan,Offense
2016-17,Rutgers,0,nan,11,nan,232,nan,Defensive
2017-18,Rutgers,12,nan,12,nan,89,nan,Offense
2017-18,Rutgers,0,nan,12,nan,116,nan,Defensive
2013-14,Rutgers,13,nan,13,nan,185,nan,Offense
2013-14,Rutgers,0,nan,13,nan,230,nan,Defensive
2014-15,Rutgers,13,nan,13,nan,240,nan,Offense
2014-15,Rutgers,0,nan,13,nan,142,nan,Defensive
2015-16,Rutgers,12,nan,12,nan,98,nan,Offense
2015-16,Rutgers,0,nan,12,nan,207,nan,Defensive
2016-17,Rutgers,11,nan,11,nan,98,nan,Offense
2016-17,Rutgers,0,nan,11,nan,232,nan,Defensive
2017-18,Rutgers,12,nan,12,nan,89,nan,Offense
2017-18,Rutgers,0,nan,12,nan,116,nan,Defensive
2013-14,Rutgers,13,nan,13,nan,185,nan,Offense
2013-14,Rutgers,0,nan,13,nan,230,nan,Defensive
2014-15,Rutgers,13,nan,13,nan,240,nan,Offense
2014-15,Rutgers,0,nan,13,nan,142,nan,Defensive
2015-16,Rutgers,12,nan,12,nan,98,nan,Offense
2015-16,Rutgers,0,nan,12,nan,207,nan,Defensive
2016-17,Rutgers,11,nan,11,nan,98,nan,Offense
2016-17,Rutgers,0,nan,11,nan,232,nan,Defensive
2017-18,Rutgers,12,nan,12,nan,89,nan,Offense
2017-18,Rutgers,0,nan,12,nan,116,nan,Defensive
2013-14,Rutgers,13,nan,13,nan,185,nan,Offense
2013-14,Rutgers,0,nan,13,nan,230,nan,Defensive
2014-15,Rutgers,13,nan,13,nan,240,nan,Offense
2014-15,Rutgers,0,nan,13,nan,142,nan,Defensive
2015-16,Rutgers,12,nan,12,nan,98,nan,Offense
2015-16,Rutgers,0,nan,12,nan,207,nan,Defensive
2016-17,Rutgers,11,nan,11,nan,98,nan,Offense
2016-17,Rutgers,0,nan,11,nan,232,nan,Defensive
2017-18,Rutgers,12,nan,12,nan,89,nan,Offense
2017-18,Rutgers,0,nan,12,nan,116,nan,Defensive
2013-14,Rice,14,nan,14,nan,170,nan,Offense
2013-14,Rice,0,nan,14,nan,201,nan,Defensive
2014-15,Rice,13,nan,13,nan,273,nan,Offense
2014-15,Rice,0,nan,13,nan,160,nan,Defensive
2015-16,Rice,12,nan,12,nan,102,nan,Offense
2015-16,Rice,0,nan,12,nan,228,nan,Defensive
2016-17,Rice,12,nan,12,nan,122,nan,Offense
2016-17,Rice,0,nan,12,nan,209,nan,Defensive
2017-18,Rice,12,nan,12,nan,214,nan,Offense
2017-18,Rice,0,nan,12,nan,157,nan,Defensive
2013-14,Rice,14,nan,14,nan,170,nan,Offense
2013-14,Rice,0,nan,14,nan,201,nan,Defensive
2014-15,Rice,13,nan,13,nan,273,nan,Offense
2014-15,Rice,0,nan,13,nan,160,nan,Defensive
2015-16,Rice,12,nan,12,nan,102,nan,Offense
2015-16,Rice,0,nan,12,nan,228,nan,Defensive
2016-17,Rice,12,nan,12,nan,122,nan,Offense
2016-17,Rice,0,nan,12,nan,209,nan,Defensive
2017-18,Rice,12,nan,12,nan,214,nan,Offense
2017-18,Rice,0,nan,12,nan,157,nan,Defensive
2013-14,Rice,14,nan,14,nan,170,nan,Offense
2013-14,Rice,0,nan,14,nan,201,nan,Defensive
2014-15,Rice,13,nan,13,nan,273,nan,Offense
2014-15,Rice,0,nan,13,nan,160,nan,Defensive
2015-16,Rice,12,nan,12,nan,102,nan,Offense
2015-16,Rice,0,nan,12,nan,228,nan,Defensive
2016-17,Rice,12,nan,12,nan,122,nan,Offense
2016-17,Rice,0,nan,12,nan,209,nan,Defensive
2017-18,Rice,12,nan,12,nan,214,nan,Offense
2017-18,Rice,0,nan,12,nan,157,nan,Defensive
2013-14,Rice,14,nan,14,nan,170,nan,Offense
2013-14,Rice,0,nan,14,nan,201,nan,Defensive
2014-15,Rice,13,nan,13,nan,273,nan,Offense
2014-15,Rice,0,nan,13,nan,160,nan,Defensive
2015-16,Rice,12,nan,12,nan,102,nan,Offense
2015-16,Rice,0,nan,12,nan,228,nan,Defensive
2016-17,Rice,12,nan,12,nan,122,nan,Offense
2016-17,Rice,0,nan,12,nan,209,nan,Defensive
2017-18,Rice,12,nan,12,nan,214,nan,Offense
2017-18,Rice,0,nan,12,nan,157,nan,Defensive
2013-14,Southern California,14,nan,14,nan,244,nan,Offense
2013-14,Southern California,0,nan,14,nan,220,nan,Defensive
2014-15,Southern California,13,nan,13,nan,219,nan,Offense
2014-15,Southern California,0,nan,13,nan,228,nan,Defensive
2015-16,Southern California,14,nan,14,nan,249,nan,Offense
2015-16,Southern California,0,nan,14,nan,256,nan,Defensive
2016-17,Southern California,13,nan,13,nan,186,nan,Offense
2016-17,Southern California,0,nan,13,nan,80,nan,Defensive
2017-18,Southern California,13,nan,13,nan,257,nan,Offense
2017-18,Southern California,0,nan,13,nan,170,nan,Defensive
2013-14,Southern California,14,nan,14,nan,244,nan,Offense
2013-14,Southern California,0,nan,14,nan,220,nan,Defensive
2014-15,Southern California,13,nan,13,nan,219,nan,Offense
2014-15,Southern California,0,nan,13,nan,228,nan,Defensive
2015-16,Southern California,14,nan,14,nan,249,nan,Offense
2015-16,Southern California,0,nan,14,nan,256,nan,Defensive
2016-17,Southern California,13,nan,13,nan,186,nan,Offense
2016-17,Southern California,0,nan,13,nan,80,nan,Defensive
2017-18,Southern California,13,nan,13,nan,257,nan,Offense
2017-18,Southern California,0,nan,13,nan,170,nan,Defensive
2013-14,Southern California,14,nan,14,nan,244,nan,Offense
2013-14,Southern California,0,nan,14,nan,220,nan,Defensive
2014-15,Southern California,13,nan,13,nan,219,nan,Offense
2014-15,Southern California,0,nan,13,nan,228,nan,Defensive
2015-16,Southern California,14,nan,14,nan,249,nan,Offense
2015-16,Southern California,0,nan,14,nan,256,nan,Defensive
2016-17,Southern California,13,nan,13,nan,186,nan,Offense
2016-17,Southern California,0,nan,13,nan,80,nan,Defensive
2017-18,Southern California,13,nan,13,nan,257,nan,Offense
