Year,Team,GP,G,FumblesRecovered,Int,Blkd,OffenseDefense
2013-14,Buffalo,13,13,14,15,4,Offense
2013-14,Buffalo,0,13,7,8,5,Defensive
2014-15,Buffalo,11,11,13,2,4,Offense
2014-15,Buffalo,0,11,6,12,1,Defensive
2015-16,Buffalo,12,12,7,13,nan,Offense
2015-16,Buffalo,0,12,4,16,6,Defensive
2016-17,Buffalo,12,12,8,5,nan,Offense
2016-17,Buffalo,0,12,8,11,4,Defensive
2017-18,Buffalo,12,12,6,8,3,Offense
2017-18,Buffalo,0,12,7,6,1,Defensive
2013-14,Buffalo,13,13,14,15,4,Offense
2013-14,Buffalo,0,13,7,8,5,Defensive
2014-15,Buffalo,11,11,13,2,4,Offense
2014-15,Buffalo,0,11,6,12,1,Defensive
2015-16,Buffalo,12,12,7,13,nan,Offense
2015-16,Buffalo,0,12,4,16,6,Defensive
2016-17,Buffalo,12,12,8,5,nan,Offense
2016-17,Buffalo,0,12,8,11,4,Defensive
2017-18,Buffalo,12,12,6,8,3,Offense
2017-18,Buffalo,0,12,7,6,1,Defensive
2013-14,Buffalo,13,13,14,15,4,Offense
2013-14,Buffalo,0,13,7,8,5,Defensive
2014-15,Buffalo,11,11,13,2,4,Offense
2014-15,Buffalo,0,11,6,12,1,Defensive
2015-16,Buffalo,12,12,7,13,nan,Offense
2015-16,Buffalo,0,12,4,16,6,Defensive
2016-17,Buffalo,12,12,8,5,nan,Offense
2016-17,Buffalo,0,12,8,11,4,Defensive
2017-18,Buffalo,12,12,6,8,3,Offense
2017-18,Buffalo,0,12,7,6,1,Defensive
2013-14,Buffalo,13,13,14,15,4,Offense
2013-14,Buffalo,0,13,7,8,5,Defensive
2014-15,Buffalo,11,11,13,2,4,Offense
2014-15,Buffalo,0,11,6,12,1,Defensive
2015-16,Buffalo,12,12,7,13,nan,Offense
2015-16,Buffalo,0,12,4,16,6,Defensive
2016-17,Buffalo,12,12,8,5,nan,Offense
2016-17,Buffalo,0,12,8,11,4,Defensive
2017-18,Buffalo,12,12,6,8,3,Offense
2017-18,Buffalo,0,12,7,6,1,Defensive
2013-14,Bowling Green,14,14,13,8,1,Offense
2013-14,Bowling Green,0,14,4,7,1,Defensive
2014-15,Bowling Green,14,14,17,16,3,Offense
2014-15,Bowling Green,0,14,10,13,4,Defensive
2015-16,Bowling Green,14,14,7,20,nan,Offense
2015-16,Bowling Green,0,14,7,8,4,Defensive
2016-17,Bowling Green,12,12,8,9,1,Offense
2016-17,Bowling Green,0,12,8,25,2,Defensive
2017-18,Bowling Green,12,12,15,9,nan,Offense
2017-18,Bowling Green,0,12,13,12,1,Defensive
2013-14,Bowling Green,14,14,13,8,1,Offense
2013-14,Bowling Green,0,14,4,7,1,Defensive
2014-15,Bowling Green,14,14,17,16,3,Offense
2014-15,Bowling Green,0,14,10,13,4,Defensive
2015-16,Bowling Green,14,14,7,20,nan,Offense
2015-16,Bowling Green,0,14,7,8,4,Defensive
2016-17,Bowling Green,12,12,8,9,1,Offense
2016-17,Bowling Green,0,12,8,25,2,Defensive
2017-18,Bowling Green,12,12,15,9,nan,Offense
2017-18,Bowling Green,0,12,13,12,1,Defensive
2013-14,Bowling Green,14,14,13,8,1,Offense
2013-14,Bowling Green,0,14,4,7,1,Defensive
2014-15,Bowling Green,14,14,17,16,3,Offense
2014-15,Bowling Green,0,14,10,13,4,Defensive
2015-16,Bowling Green,14,14,7,20,nan,Offense
2015-16,Bowling Green,0,14,7,8,4,Defensive
2016-17,Bowling Green,12,12,8,9,1,Offense
2016-17,Bowling Green,0,12,8,25,2,Defensive
2017-18,Bowling Green,12,12,15,9,nan,Offense
2017-18,Bowling Green,0,12,13,12,1,Defensive
2013-14,Bowling Green,14,14,13,8,1,Offense
2013-14,Bowling Green,0,14,4,7,1,Defensive
2014-15,Bowling Green,14,14,17,16,3,Offense
2014-15,Bowling Green,0,14,10,13,4,Defensive
2015-16,Bowling Green,14,14,7,20,nan,Offense
2015-16,Bowling Green,0,14,7,8,4,Defensive
2016-17,Bowling Green,12,12,8,9,1,Offense
2016-17,Bowling Green,0,12,8,25,2,Defensive
2017-18,Bowling Green,12,12,15,9,nan,Offense
2017-18,Bowling Green,0,12,13,12,1,Defensive
2013-14,Boston College,13,13,11,9,1,Offense
2013-14,Boston College,0,13,9,8,2,Defensive
2014-15,Boston College,13,13,5,9,1,Offense
2014-15,Boston College,0,13,3,10,3,Defensive
2015-16,Boston College,12,12,10,13,3,Offense
2015-16,Boston College,0,12,11,9,nan,Defensive
2016-17,Boston College,13,13,15,12,1,Offense
2016-17,Boston College,0,13,12,8,4,Defensive
2017-18,Boston College,12,12,7,18,1,Offense
2017-18,Boston College,0,12,7,10,3,Defensive
2013-14,Boston College,13,13,11,9,1,Offense
2013-14,Boston College,0,13,9,8,2,Defensive
2014-15,Boston College,13,13,5,9,1,Offense
2014-15,Boston College,0,13,3,10,3,Defensive
2015-16,Boston College,12,12,10,13,3,Offense
2015-16,Boston College,0,12,11,9,nan,Defensive
2016-17,Boston College,13,13,15,12,1,Offense
2016-17,Boston College,0,13,12,8,4,Defensive
2017-18,Boston College,12,12,7,18,1,Offense
2017-18,Boston College,0,12,7,10,3,Defensive
2013-14,Boston College,13,13,11,9,1,Offense
2013-14,Boston College,0,13,9,8,2,Defensive
2014-15,Boston College,13,13,5,9,1,Offense
2014-15,Boston College,0,13,3,10,3,Defensive
2015-16,Boston College,12,12,10,13,3,Offense
2015-16,Boston College,0,12,11,9,nan,Defensive
2016-17,Boston College,13,13,15,12,1,Offense
2016-17,Boston College,0,13,12,8,4,Defensive
2017-18,Boston College,12,12,7,18,1,Offense
2017-18,Boston College,0,12,7,10,3,Defensive
2013-14,Boston College,13,13,11,9,1,Offense
2013-14,Boston College,0,13,9,8,2,Defensive
2014-15,Boston College,13,13,5,9,1,Offense
2014-15,Boston College,0,13,3,10,3,Defensive
2015-16,Boston College,12,12,10,13,3,Offense
2015-16,Boston College,0,12,11,9,nan,Defensive
2016-17,Boston College,13,13,15,12,1,Offense
2016-17,Boston College,0,13,12,8,4,Defensive
2017-18,Boston College,12,12,7,18,1,Offense
2017-18,Boston College,0,12,7,10,3,Defensive
2013-14,Boise St.,13,13,11,16,3,Offense
2013-14,Boise St.,0,13,13,11,3,Defensive
2014-15,Boise St.,14,14,9,22,3,Offense
2014-15,Boise St.,0,14,9,15,4,Defensive
2015-16,Boise St.,13,13,9,22,2,Offense
2015-16,Boise St.,0,13,10,12,4,Defensive
2016-17,Boise St.,13,13,2,7,3,Offense
2016-17,Boise St.,0,13,10,8,2,Defensive
2017-18,Boise St.,13,13,9,13,1,Offense
2017-18,Boise St.,0,13,5,5,nan,Defensive
2013-14,Boise St.,13,13,11,16,3,Offense
2013-14,Boise St.,0,13,13,11,3,Defensive
2014-15,Boise St.,14,14,9,22,3,Offense
2014-15,Boise St.,0,14,9,15,4,Defensive
2015-16,Boise St.,13,13,9,22,2,Offense
2015-16,Boise St.,0,13,10,12,4,Defensive
2016-17,Boise St.,13,13,2,7,3,Offense
2016-17,Boise St.,0,13,10,8,2,Defensive
2017-18,Boise St.,13,13,9,13,1,Offense
2017-18,Boise St.,0,13,5,5,nan,Defensive
2013-14,Colorado,12,12,11,10,nan,Offense
2013-14,Colorado,0,12,9,15,1,Defensive
2014-15,Colorado,12,12,8,3,nan,Offense
2014-15,Colorado,0,12,6,15,nan,Defensive
2015-16,Colorado,13,13,8,14,1,Offense
2015-16,Colorado,0,13,9,12,6,Defensive
2016-17,Colorado,14,14,11,15,1,Offense
2016-17,Colorado,0,14,9,11,4,Defensive
2017-18,Colorado,12,12,6,8,2,Offense
2017-18,Colorado,0,12,5,9,4,Defensive
2013-14,Clemson,13,13,12,18,nan,Offense
2013-14,Clemson,0,13,12,12,nan,Defensive
2014-15,Clemson,13,13,12,12,1,Offense
2014-15,Clemson,0,13,6,12,2,Defensive
2015-16,Clemson,15,15,9,16,3,Offense
2015-16,Clemson,0,15,12,15,4,Defensive
2016-17,Clemson,15,15,7,20,5,Offense
2016-17,Clemson,0,15,11,17,2,Defensive
2017-18,Clemson,13,13,5,14,nan,Offense
2017-18,Clemson,0,13,7,7,1,Defensive
2013-14,Colorado,12,12,11,10,nan,Offense
2013-14,Colorado,0,12,9,15,1,Defensive
2014-15,Colorado,12,12,8,3,nan,Offense
2014-15,Colorado,0,12,6,15,nan,Defensive
2015-16,Colorado,13,13,8,14,1,Offense
2015-16,Colorado,0,13,9,12,6,Defensive
2016-17,Colorado,14,14,11,15,1,Offense
2016-17,Colorado,0,14,9,11,4,Defensive
2017-18,Colorado,12,12,6,8,2,Offense
2017-18,Colorado,0,12,5,9,4,Defensive
2013-14,Colorado,12,12,11,10,nan,Offense
2013-14,Colorado,0,12,9,15,1,Defensive
2014-15,Colorado,12,12,8,3,nan,Offense
2014-15,Colorado,0,12,6,15,nan,Defensive
2015-16,Colorado,13,13,8,14,1,Offense
2015-16,Colorado,0,13,9,12,6,Defensive
2016-17,Colorado,14,14,11,15,1,Offense
2016-17,Colorado,0,14,9,11,4,Defensive
2017-18,Colorado,12,12,6,8,2,Offense
2017-18,Colorado,0,12,5,9,4,Defensive
2013-14,Colorado,12,12,11,10,nan,Offense
2013-14,Colorado,0,12,9,15,1,Defensive
2014-15,Colorado,12,12,8,3,nan,Offense
2014-15,Colorado,0,12,6,15,nan,Defensive
2015-16,Colorado,13,13,8,14,1,Offense
2015-16,Colorado,0,13,9,12,6,Defensive
2016-17,Colorado,14,14,11,15,1,Offense
2016-17,Colorado,0,14,9,11,4,Defensive
2017-18,Colorado,12,12,6,8,2,Offense
2017-18,Colorado,0,12,5,9,4,Defensive
2013-14,Coastal Caro.,15,15,6,13,3,Offense
2013-14,Coastal Caro.,0,15,5,10,2,Defensive
2014-15,Coastal Caro.,14,14,9,13,1,Offense
2014-15,Coastal Caro.,0,14,11,7,2,Defensive
2015-16,Coastal Caro.,12,12,8,6,5,Offense
2015-16,Coastal Caro.,0,12,8,7,nan,Defensive
2016-17,Coastal Caro.,12,12,8,21,4,Offense
2016-17,Coastal Caro.,0,12,12,6,1,Defensive
2017-18,Coastal Caro.,12,12,6,5,2,Offense
2017-18,Coastal Caro.,0,12,7,11,nan,Defensive
2013-14,Clemson,13,13,12,18,nan,Offense
2013-14,Clemson,0,13,12,12,nan,Defensive
2014-15,Clemson,13,13,12,12,1,Offense
2014-15,Clemson,0,13,6,12,2,Defensive
2015-16,Clemson,15,15,9,16,3,Offense
2015-16,Clemson,0,15,12,15,4,Defensive
2016-17,Clemson,15,15,7,20,5,Offense
2016-17,Clemson,0,15,11,17,2,Defensive
2017-18,Clemson,13,13,5,14,nan,Offense
2017-18,Clemson,0,13,7,7,1,Defensive
2013-14,Clemson,13,13,12,18,nan,Offense
2013-14,Clemson,0,13,12,12,nan,Defensive
2014-15,Clemson,13,13,12,12,1,Offense
2014-15,Clemson,0,13,6,12,2,Defensive
2015-16,Clemson,15,15,9,16,3,Offense
2015-16,Clemson,0,15,12,15,4,Defensive
2016-17,Clemson,15,15,7,20,5,Offense
2016-17,Clemson,0,15,11,17,2,Defensive
2017-18,Clemson,13,13,5,14,nan,Offense
2017-18,Clemson,0,13,7,7,1,Defensive
2013-14,Clemson,13,13,12,18,nan,Offense
2013-14,Clemson,0,13,12,12,nan,Defensive
2014-15,Clemson,13,13,12,12,1,Offense
2014-15,Clemson,0,13,6,12,2,Defensive
2015-16,Clemson,15,15,9,16,3,Offense
2015-16,Clemson,0,15,12,15,4,Defensive
2016-17,Clemson,15,15,7,20,5,Offense
2016-17,Clemson,0,15,11,17,2,Defensive
2017-18,Clemson,13,13,5,14,nan,Offense
2017-18,Clemson,0,13,7,7,1,Defensive
2013-14,Cincinnati,13,13,8,13,nan,Offense
2013-14,Cincinnati,0,13,11,17,2,Defensive
2014-15,Cincinnati,13,13,16,8,nan,Offense
2014-15,Cincinnati,0,13,8,14,nan,Defensive
2015-16,Cincinnati,13,13,5,9,1,Offense
2015-16,Cincinnati,0,13,11,22,4,Defensive
2016-17,Cincinnati,12,12,7,17,nan,Offense
2016-17,Cincinnati,0,12,8,15,3,Defensive
2017-18,Cincinnati,12,12,6,5,nan,Offense
2017-18,Cincinnati,0,12,7,9,1,Defensive
2013-14,Cincinnati,13,13,8,13,nan,Offense
2013-14,Cincinnati,0,13,11,17,2,Defensive
2014-15,Cincinnati,13,13,16,8,nan,Offense
2014-15,Cincinnati,0,13,8,14,nan,Defensive
2015-16,Cincinnati,13,13,5,9,1,Offense
2015-16,Cincinnati,0,13,11,22,4,Defensive
2016-17,Cincinnati,12,12,7,17,nan,Offense
2016-17,Cincinnati,0,12,8,15,3,Defensive
2017-18,Cincinnati,12,12,6,5,nan,Offense
2017-18,Cincinnati,0,12,7,9,1,Defensive
2013-14,Cincinnati,13,13,8,13,nan,Offense
2013-14,Cincinnati,0,13,11,17,2,Defensive
2014-15,Cincinnati,13,13,16,8,nan,Offense
2014-15,Cincinnati,0,13,8,14,nan,Defensive
2015-16,Cincinnati,13,13,5,9,1,Offense
2015-16,Cincinnati,0,13,11,22,4,Defensive
2016-17,Cincinnati,12,12,7,17,nan,Offense
2016-17,Cincinnati,0,12,8,15,3,Defensive
2017-18,Cincinnati,12,12,6,5,nan,Offense
2017-18,Cincinnati,0,12,7,9,1,Defensive
2013-14,Cincinnati,13,13,8,13,nan,Offense
2013-14,Cincinnati,0,13,11,17,2,Defensive
2014-15,Cincinnati,13,13,16,8,nan,Offense
2014-15,Cincinnati,0,13,8,14,nan,Defensive
2015-16,Cincinnati,13,13,5,9,1,Offense
2015-16,Cincinnati,0,13,11,22,4,Defensive
2016-17,Cincinnati,12,12,7,17,nan,Offense
2016-17,Cincinnati,0,12,8,15,3,Defensive
2017-18,Cincinnati,12,12,6,5,nan,Offense
2017-18,Cincinnati,0,12,7,9,1,Defensive
2013-14,Charlotte,11,11,16,15,2,Offense
2013-14,Charlotte,0,11,14,12,3,Defensive
2014-15,Charlotte,11,11,9,13,3,Offense
2014-15,Charlotte,0,11,14,11,nan,Defensive
2015-16,Charlotte,12,12,12,10,2,Offense
2015-16,Charlotte,0,12,12,23,3,Defensive
2016-17,Charlotte,12,12,6,16,1,Offense
2016-17,Charlotte,0,12,9,6,3,Defensive
2017-18,Charlotte,12,12,9,2,nan,Offense
2017-18,Charlotte,0,12,4,16,2,Defensive
2013-14,Charlotte,11,11,16,15,2,Offense
2013-14,Charlotte,0,11,14,12,3,Defensive
2014-15,Charlotte,11,11,9,13,3,Offense
2014-15,Charlotte,0,11,14,11,nan,Defensive
2015-16,Charlotte,12,12,12,10,2,Offense
2015-16,Charlotte,0,12,12,23,3,Defensive
2016-17,Charlotte,12,12,6,16,1,Offense
2016-17,Charlotte,0,12,9,6,3,Defensive
2017-18,Charlotte,12,12,9,2,nan,Offense
2017-18,Charlotte,0,12,4,16,2,Defensive
2013-14,Charlotte,11,11,16,15,2,Offense
2013-14,Charlotte,0,11,14,12,3,Defensive
2014-15,Charlotte,11,11,9,13,3,Offense
2014-15,Charlotte,0,11,14,11,nan,Defensive
2015-16,Charlotte,12,12,12,10,2,Offense
2015-16,Charlotte,0,12,12,23,3,Defensive
2016-17,Charlotte,12,12,6,16,1,Offense
2016-17,Charlotte,0,12,9,6,3,Defensive
2017-18,Charlotte,12,12,9,2,nan,Offense
2017-18,Charlotte,0,12,4,16,2,Defensive
2013-14,FIU,12,12,7,7,4,Offense
2013-14,FIU,0,12,10,10,1,Defensive
2014-15,FIU,12,12,19,14,1,Offense
2014-15,FIU,0,12,12,10,1,Defensive
2015-16,FIU,12,12,9,9,4,Offense
2015-16,FIU,0,12,7,8,1,Defensive
2016-17,FIU,12,12,8,6,2,Offense
2016-17,FIU,0,12,6,17,1,Defensive
2017-18,FIU,12,12,10,7,1,Offense
2017-18,FIU,0,12,10,8,nan,Defensive
2013-14,FIU,12,12,7,7,4,Offense
2013-14,FIU,0,12,10,10,1,Defensive
2014-15,FIU,12,12,19,14,1,Offense
2014-15,FIU,0,12,12,10,1,Defensive
2015-16,FIU,12,12,9,9,4,Offense
2015-16,FIU,0,12,7,8,1,Defensive
2016-17,FIU,12,12,8,6,2,Offense
2016-17,FIU,0,12,6,17,1,Defensive
2017-18,FIU,12,12,10,7,1,Offense
2017-18,FIU,0,12,10,8,nan,Defensive
2013-14,Eastern Mich.,12,12,4,7,nan,Offense
2013-14,Eastern Mich.,0,12,9,14,2,Defensive
2014-15,Eastern Mich.,12,12,6,6,6,Offense
2014-15,Eastern Mich.,0,12,19,11,2,Defensive
2015-16,Eastern Mich.,12,12,8,4,nan,Offense
2015-16,Eastern Mich.,0,12,11,14,3,Defensive
2016-17,Eastern Mich.,13,13,13,11,2,Offense
2016-17,Eastern Mich.,0,13,6,17,nan,Defensive
2017-18,Eastern Mich.,12,12,10,8,1,Offense
2017-18,Eastern Mich.,0,12,7,15,4,Defensive
2013-14,Eastern Mich.,12,12,4,7,nan,Offense
2013-14,Eastern Mich.,0,12,9,14,2,Defensive
2014-15,Eastern Mich.,12,12,6,6,6,Offense
2014-15,Eastern Mich.,0,12,19,11,2,Defensive
2015-16,Eastern Mich.,12,12,8,4,nan,Offense
2015-16,Eastern Mich.,0,12,11,14,3,Defensive
2016-17,Eastern Mich.,13,13,13,11,2,Offense
2016-17,Eastern Mich.,0,13,6,17,nan,Defensive
2017-18,Eastern Mich.,12,12,10,8,1,Offense
2017-18,Eastern Mich.,0,12,7,15,4,Defensive
2013-14,Eastern Mich.,12,12,4,7,nan,Offense
2013-14,Eastern Mich.,0,12,9,14,2,Defensive
2014-15,Eastern Mich.,12,12,6,6,6,Offense
2014-15,Eastern Mich.,0,12,19,11,2,Defensive
2015-16,Eastern Mich.,12,12,8,4,nan,Offense
2015-16,Eastern Mich.,0,12,11,14,3,Defensive
2016-17,Eastern Mich.,13,13,13,11,2,Offense
2016-17,Eastern Mich.,0,13,6,17,nan,Defensive
2017-18,Eastern Mich.,12,12,10,8,1,Offense
2017-18,Eastern Mich.,0,12,7,15,4,Defensive
2013-14,Eastern Mich.,12,12,4,7,nan,Offense
2013-14,Eastern Mich.,0,12,9,14,2,Defensive
2014-15,Eastern Mich.,12,12,6,6,6,Offense
2014-15,Eastern Mich.,0,12,19,11,2,Defensive
2015-16,Eastern Mich.,12,12,8,4,nan,Offense
2015-16,Eastern Mich.,0,12,11,14,3,Defensive
2016-17,Eastern Mich.,13,13,13,11,2,Offense
2016-17,Eastern Mich.,0,13,6,17,nan,Defensive
2017-18,Eastern Mich.,12,12,10,8,1,Offense
2017-18,Eastern Mich.,0,12,7,15,4,Defensive
2013-14,East Carolina,13,13,6,18,nan,Offense
2013-14,East Carolina,0,13,6,10,1,Defensive
2014-15,East Carolina,13,13,5,14,2,Offense
2014-15,East Carolina,0,13,12,11,5,Defensive
2015-16,East Carolina,12,12,8,8,2,Offense
2015-16,East Carolina,0,12,7,12,4,Defensive
2016-17,East Carolina,12,12,3,5,3,Offense
2016-17,East Carolina,0,12,12,12,3,Defensive
2017-18,East Carolina,12,12,4,7,nan,Offense
2017-18,East Carolina,0,12,5,16,2,Defensive
2013-14,East Carolina,13,13,6,18,nan,Offense
2013-14,East Carolina,0,13,6,10,1,Defensive
2014-15,East Carolina,13,13,5,14,2,Offense
2014-15,East Carolina,0,13,12,11,5,Defensive
2015-16,East Carolina,12,12,8,8,2,Offense
2015-16,East Carolina,0,12,7,12,4,Defensive
2016-17,East Carolina,12,12,3,5,3,Offense
2016-17,East Carolina,0,12,12,12,3,Defensive
2017-18,East Carolina,12,12,4,7,nan,Offense
2017-18,East Carolina,0,12,5,16,2,Defensive
2013-14,East Carolina,13,13,6,18,nan,Offense
2013-14,East Carolina,0,13,6,10,1,Defensive
2014-15,East Carolina,13,13,5,14,2,Offense
2014-15,East Carolina,0,13,12,11,5,Defensive
2015-16,East Carolina,12,12,8,8,2,Offense
2015-16,East Carolina,0,12,7,12,4,Defensive
2016-17,East Carolina,12,12,3,5,3,Offense
2016-17,East Carolina,0,12,12,12,3,Defensive
2017-18,East Carolina,12,12,4,7,nan,Offense
2017-18,East Carolina,0,12,5,16,2,Defensive
2013-14,Duke,14,14,8,18,3,Offense
2013-14,Duke,0,14,6,19,nan,Defensive
2014-15,Duke,13,13,10,11,1,Offense
2014-15,Duke,0,13,7,8,nan,Defensive
2015-16,Duke,13,13,9,11,1,Offense
2015-16,Duke,0,13,11,10,nan,Defensive
2016-17,Duke,12,12,9,10,nan,Offense
2016-17,Duke,0,12,14,9,2,Defensive
2017-18,Duke,12,12,4,15,2,Offense
2017-18,Duke,0,12,6,12,3,Defensive
2013-14,Duke,14,14,8,18,3,Offense
2013-14,Duke,0,14,6,19,nan,Defensive
2014-15,Duke,13,13,10,11,1,Offense
2014-15,Duke,0,13,7,8,nan,Defensive
2015-16,Duke,13,13,9,11,1,Offense
2015-16,Duke,0,13,11,10,nan,Defensive
2016-17,Duke,12,12,9,10,nan,Offense
2016-17,Duke,0,12,14,9,2,Defensive
2017-18,Duke,12,12,4,15,2,Offense
2017-18,Duke,0,12,6,12,3,Defensive
2013-14,Duke,14,14,8,18,3,Offense
2013-14,Duke,0,14,6,19,nan,Defensive
2014-15,Duke,13,13,10,11,1,Offense
2014-15,Duke,0,13,7,8,nan,Defensive
2015-16,Duke,13,13,9,11,1,Offense
2015-16,Duke,0,13,11,10,nan,Defensive
2016-17,Duke,12,12,9,10,nan,Offense
2016-17,Duke,0,12,14,9,2,Defensive
2017-18,Duke,12,12,4,15,2,Offense
2017-18,Duke,0,12,6,12,3,Defensive
2013-14,Duke,14,14,8,18,3,Offense
2013-14,Duke,0,14,6,19,nan,Defensive
2014-15,Duke,13,13,10,11,1,Offense
2014-15,Duke,0,13,7,8,nan,Defensive
2015-16,Duke,13,13,9,11,1,Offense
2015-16,Duke,0,13,11,10,nan,Defensive
2016-17,Duke,12,12,9,10,nan,Offense
2016-17,Duke,0,12,14,9,2,Defensive
2017-18,Duke,12,12,4,15,2,Offense
2017-18,Duke,0,12,6,12,3,Defensive
2013-14,Colorado St.,14,14,12,10,4,Offense
2013-14,Colorado St.,0,14,9,11,2,Defensive
2014-15,Colorado St.,13,13,6,13,4,Offense
2014-15,Colorado St.,0,13,10,7,nan,Defensive
2015-16,Colorado St.,13,13,7,8,3,Offense
2015-16,Colorado St.,0,13,12,15,5,Defensive
2016-17,Colorado St.,13,13,6,8,nan,Offense
2016-17,Colorado St.,0,13,8,7,nan,Defensive
2017-18,Colorado St.,12,12,6,10,nan,Offense
2017-18,Colorado St.,0,12,6,10,2,Defensive
2013-14,Colorado St.,14,14,12,10,4,Offense
2013-14,Colorado St.,0,14,9,11,2,Defensive
2014-15,Colorado St.,13,13,6,13,4,Offense
2014-15,Colorado St.,0,13,10,7,nan,Defensive
2015-16,Colorado St.,13,13,7,8,3,Offense
2015-16,Colorado St.,0,13,12,15,5,Defensive
2016-17,Colorado St.,13,13,6,8,nan,Offense
2016-17,Colorado St.,0,13,8,7,nan,Defensive
2017-18,Colorado St.,12,12,6,10,nan,Offense
2017-18,Colorado St.,0,12,6,10,2,Defensive
2013-14,Colorado St.,14,14,12,10,4,Offense
2013-14,Colorado St.,0,14,9,11,2,Defensive
2014-15,Colorado St.,13,13,6,13,4,Offense
2014-15,Colorado St.,0,13,10,7,nan,Defensive
2015-16,Colorado St.,13,13,7,8,3,Offense
2015-16,Colorado St.,0,13,12,15,5,Defensive
2016-17,Colorado St.,13,13,6,8,nan,Offense
2016-17,Colorado St.,0,13,8,7,nan,Defensive
2017-18,Colorado St.,12,12,6,10,nan,Offense
2017-18,Colorado St.,0,12,6,10,2,Defensive
2013-14,Colorado St.,14,14,12,10,4,Offense
2013-14,Colorado St.,0,14,9,11,2,Defensive
2014-15,Colorado St.,13,13,6,13,4,Offense
2014-15,Colorado St.,0,13,10,7,nan,Defensive
2015-16,Colorado St.,13,13,7,8,3,Offense
2015-16,Colorado St.,0,13,12,15,5,Defensive
2016-17,Colorado St.,13,13,6,8,nan,Offense
2016-17,Colorado St.,0,13,8,7,nan,Defensive
2017-18,Colorado St.,12,12,6,10,nan,Offense
2017-18,Colorado St.,0,12,6,10,2,Defensive
2013-14,Fresno St.,13,13,9,14,2,Offense
2013-14,Fresno St.,0,13,10,10,4,Defensive
2014-15,Fresno St.,14,14,11,9,2,Offense
2014-15,Fresno St.,0,14,6,21,3,Defensive
2015-16,Fresno St.,12,12,11,9,1,Offense
2015-16,Fresno St.,0,12,7,16,3,Defensive
2016-17,Fresno St.,12,12,4,5,2,Offense
2016-17,Fresno St.,0,12,5,13,3,Defensive
2017-18,Fresno St.,13,13,11,8,2,Offense
2017-18,Fresno St.,0,13,5,6,nan,Defensive
2013-14,Fresno St.,13,13,9,14,2,Offense
2013-14,Fresno St.,0,13,10,10,4,Defensive
2014-15,Fresno St.,14,14,11,9,2,Offense
2014-15,Fresno St.,0,14,6,21,3,Defensive
2015-16,Fresno St.,12,12,11,9,1,Offense
2015-16,Fresno St.,0,12,7,16,3,Defensive
2016-17,Fresno St.,12,12,4,5,2,Offense
2016-17,Fresno St.,0,12,5,13,3,Defensive
2017-18,Fresno St.,13,13,11,8,2,Offense
2017-18,Fresno St.,0,13,5,6,nan,Defensive
2013-14,Fresno St.,13,13,9,14,2,Offense
2013-14,Fresno St.,0,13,10,10,4,Defensive
2014-15,Fresno St.,14,14,11,9,2,Offense
2014-15,Fresno St.,0,14,6,21,3,Defensive
2015-16,Fresno St.,12,12,11,9,1,Offense
2015-16,Fresno St.,0,12,7,16,3,Defensive
2016-17,Fresno St.,12,12,4,5,2,Offense
2016-17,Fresno St.,0,12,5,13,3,Defensive
2017-18,Fresno St.,13,13,11,8,2,Offense
2017-18,Fresno St.,0,13,5,6,nan,Defensive
2013-14,Fresno St.,13,13,9,14,2,Offense
2013-14,Fresno St.,0,13,10,10,4,Defensive
2014-15,Fresno St.,14,14,11,9,2,Offense
2014-15,Fresno St.,0,14,6,21,3,Defensive
2015-16,Fresno St.,12,12,11,9,1,Offense
2015-16,Fresno St.,0,12,7,16,3,Defensive
2016-17,Fresno St.,12,12,4,5,2,Offense
2016-17,Fresno St.,0,12,5,13,3,Defensive
2017-18,Fresno St.,13,13,11,8,2,Offense
2017-18,Fresno St.,0,13,5,6,nan,Defensive
2013-14,Florida St.,14,14,9,26,nan,Offense
2013-14,Florida St.,0,14,5,13,nan,Defensive
2014-15,Florida St.,14,14,12,14,2,Offense
2014-15,Florida St.,0,14,12,20,nan,Defensive
2015-16,Florida St.,13,13,7,8,1,Offense
2015-16,Florida St.,0,13,6,9,1,Defensive
2016-17,Florida St.,13,13,8,15,4,Offense
2016-17,Florida St.,0,13,12,8,3,Defensive
2017-18,Florida St.,12,12,5,9,6,Offense
2017-18,Florida St.,0,12,8,13,2,Defensive
2013-14,Florida St.,14,14,9,26,nan,Offense
2013-14,Florida St.,0,14,5,13,nan,Defensive
2014-15,Florida St.,14,14,12,14,2,Offense
2014-15,Florida St.,0,14,12,20,nan,Defensive
2015-16,Florida St.,13,13,7,8,1,Offense
2015-16,Florida St.,0,13,6,9,1,Defensive
2016-17,Florida St.,13,13,8,15,4,Offense
2016-17,Florida St.,0,13,12,8,3,Defensive
2017-18,Florida St.,12,12,5,9,6,Offense
2017-18,Florida St.,0,12,8,13,2,Defensive
2013-14,Florida St.,14,14,9,26,nan,Offense
2013-14,Florida St.,0,14,5,13,nan,Defensive
2014-15,Florida St.,14,14,12,14,2,Offense
2014-15,Florida St.,0,14,12,20,nan,Defensive
2015-16,Florida St.,13,13,7,8,1,Offense
2015-16,Florida St.,0,13,6,9,1,Defensive
2016-17,Florida St.,13,13,8,15,4,Offense
2016-17,Florida St.,0,13,12,8,3,Defensive
2017-18,Florida St.,12,12,5,9,6,Offense
