Date,Opponent,Result,G,SoloTack,AsstTack,STFL,ATFL,TackleYds,Tackles,Team,OffenseDefense
10/01/2016,San Jose St.,W 48 - 41,1/,27,16,6,2,26,43,New Mexico Lobos,Offense
10/01/2016,San Jose St.,W 48 - 41,1/,45,26,3,nan,7,71,New Mexico Lobos,Defense
10/07/2016,Boise St.,L 21 - 49,1/,26,24,2,2,8,50,New Mexico Lobos,Offense
10/07/2016,Boise St.,L 21 - 49,1/,49,28,9,2,37,77,New Mexico Lobos,Defense
10/15/2016,"Air Force @ Dallas, Texas",W 45 - 40,1/,48,16,6,2,38,64,New Mexico Lobos,Offense
10/15/2016,"Air Force @ Dallas, Texas",W 45 - 40,1/,44,20,3,2,10,64,New Mexico Lobos,Defense
10/22/2016,La.-Monroe,W 59 - 17,1/,38,26,5,4,23,64,New Mexico Lobos,Offense
10/22/2016,La.-Monroe,W 59 - 17,1/,37,22,2,nan,6,59,New Mexico Lobos,Defense
10/29/2016,@ Hawaii,W 28 - 21,1/,48,20,6,nan,16,68,New Mexico Lobos,Offense
10/29/2016,@ Hawaii,W 28 - 21,1/,34,36,3,4,12,70,New Mexico Lobos,Defense
11/05/2016,Nevada,W 35 - 26,1/,27,18,2,6,22,45,New Mexico Lobos,Offense
11/05/2016,Nevada,W 35 - 26,1/,55,22,3,nan,5,77,New Mexico Lobos,Defense
11/12/2016,@ Utah St.,W 24 - 21,1/,31,26,3,6,12,57,New Mexico Lobos,Offense
11/12/2016,@ Utah St.,W 24 - 21,1/,29,64,nan,10/,16,93,New Mexico Lobos,Defense
11/19/2016,@ Colorado St.,L 31 - 49,1/,32,28,4,nan,10,nan,New Mexico Lobos,Offense
11/19/2016,@ Colorado St.,L 31 - 49,1/,37,28,4,nan,14,nan,New Mexico Lobos,Defense
11/26/2016,Wyoming,W 56 - 35,1/,38,36,4,nan,33,74,New Mexico Lobos,Offense
11/26/2016,Wyoming,W 56 - 35,1/,40,8,6,nan,20,48,New Mexico Lobos,Defense
12/17/2016,"UTSA @ Albuquerque, N.M.",W 23 - 20,1/,35,20,5,2,13,55,New Mexico Lobos,Offense
12/17/2016,"UTSA @ Albuquerque, N.M.",W 23 - 20,1/,35,26,4,2,17,61,New Mexico Lobos,Defense
08/31/2013,UTSA,L 13 - 21,1/,33,28,3,4,23,61,New Mexico Lobos,Offense
08/31/2013,UTSA,L 13 - 21,1/,25,44,3,2,15,69,New Mexico Lobos,Defense
09/07/2013,@ UTEP,W 42 - 35 (1OT),1/,29,64,2,nan,9,93,New Mexico Lobos,Offense
09/07/2013,@ UTEP,W 42 - 35 (1OT),1/,26,64,2,nan,15,90,New Mexico Lobos,Defense
09/14/2013,@ Pittsburgh,L 27 - 49,1/,31,22,1,2,5,53,New Mexico Lobos,Offense
09/14/2013,@ Pittsburgh,L 27 - 49,1/,55,14,13/,nan,49,69,New Mexico Lobos,Defense
09/28/2013,UNLV,L 42 - 56,1/,38,28,3,2,15,66,New Mexico Lobos,Offense
09/28/2013,UNLV,L 42 - 56,1/,45,34,4,4,20,79,New Mexico Lobos,Defense
10/05/2013,New Mexico St.,W 66 - 17,1/,48,26,7,nan,26,74,New Mexico Lobos,Offense
10/05/2013,New Mexico St.,W 66 - 17,1/,39,33,2,2,6,72,New Mexico Lobos,Defense
10/12/2013,@ Wyoming,L 31 - 38,1/,47,28,4,nan,11,75,New Mexico Lobos,Offense
10/12/2013,@ Wyoming,L 31 - 38,1/,44,32,4,4,18,76,New Mexico Lobos,Defense
10/19/2013,Utah St.,L 10 - 45,1/,35,38,3,4,11,73,New Mexico Lobos,Offense
10/19/2013,Utah St.,L 10 - 45,1/,34,24,11,2,33,58,New Mexico Lobos,Defense
11/02/2013,@ San Diego St.,L 30 - 35,1/,36,38,2,4,20,74,New Mexico Lobos,Offense
11/02/2013,@ San Diego St.,L 30 - 35,1/,37,24,2,2,7,61,New Mexico Lobos,Defense
11/08/2013,Air Force,W 45 - 37,1/,39,42,3,2,21,81,New Mexico Lobos,Offense
11/08/2013,Air Force,W 45 - 37,1/,44,34,3,nan,19,78,New Mexico Lobos,Defense
11/16/2013,Colorado St.,L 42 - 66,1/,40,42,3,2,13,82,New Mexico Lobos,Offense
11/16/2013,Colorado St.,L 42 - 66,1/,37,40,3,2,9,77,New Mexico Lobos,Defense
11/23/2013,@ Fresno St.,L 28 - 69,1/,53,26,2,nan,7,79,New Mexico Lobos,Offense
11/23/2013,@ Fresno St.,L 28 - 69,1/,47,8,11,4,43,55,New Mexico Lobos,Defense
11/30/2013,@ Boise St.,L 17 - 45,1/,39,26,2,4,24,65,New Mexico Lobos,Offense
11/30/2013,@ Boise St.,L 17 - 45,1/,50,34,8,6,31,84,New Mexico Lobos,Defense
08/30/2014,"Navy @ Baltimore, Md.",W 34 - 17,1/,48,36,8,nan,31,84,Ohio St. Buckeyes,Offense
08/30/2014,"Navy @ Baltimore, Md.",W 34 - 17,1/,40,22,5,nan,23,62,Ohio St. Buckeyes,Defense
09/06/2014,Virginia Tech,L 21 - 35,1/,48,26,8,4,48,74,Ohio St. Buckeyes,Offense
09/06/2014,Virginia Tech,L 21 - 35,1/,43,22,10,2,64,65,Ohio St. Buckeyes,Defense
09/13/2014,Kent St.,W 66 - 0,1/,33,30,4,6,27,63,Ohio St. Buckeyes,Offense
09/13/2014,Kent St.,W 66 - 0,1/,62,32,2,nan,8,94,Ohio St. Buckeyes,Defense
09/27/2014,Cincinnati,W 50 - 28,1/,28,22,1,nan,8,50,Ohio St. Buckeyes,Offense
09/27/2014,Cincinnati,W 50 - 28,1/,63,46,3,nan,25,109,Ohio St. Buckeyes,Defense
10/04/2014,@ Maryland,W 52 - 24,1/,32,26,5,2,28,58,Ohio St. Buckeyes,Offense
10/04/2014,@ Maryland,W 52 - 24,1/,47,48,5,6,36,95,Ohio St. Buckeyes,Defense
10/18/2014,Rutgers,W 56 - 17,1/,43,30,9,nan,37,73,Ohio St. Buckeyes,Offense
10/18/2014,Rutgers,W 56 - 17,1/,44,24,2,nan,4,68,Ohio St. Buckeyes,Defense
10/25/2014,@ Penn St.,W 31 - 24 (2OT),1/,48,24,9,4,52,72,Ohio St. Buckeyes,Offense
10/25/2014,@ Penn St.,W 31 - 24 (2OT),1/,33,66,6,2,33,99,Ohio St. Buckeyes,Defense
11/01/2014,Illinois,W 55 - 14,1/,45,18,10/,2,35,63,Ohio St. Buckeyes,Offense
11/01/2014,Illinois,W 55 - 14,1/,44,34,3,2,6,78,Ohio St. Buckeyes,Defense
11/08/2014,@ Michigan St.,W 49 - 37,1/,38,28,4,nan,14,66,Ohio St. Buckeyes,Offense
11/08/2014,@ Michigan St.,W 49 - 37,1/,32,42,2,2,27,74,Ohio St. Buckeyes,Defense
11/15/2014,@ Minnesota,W 31 - 24,1/,43,20,4,4,28,63,Ohio St. Buckeyes,Offense
11/15/2014,@ Minnesota,W 31 - 24,1/,37,30,3,nan,11,67,Ohio St. Buckeyes,Defense
11/22/2014,Indiana,W 42 - 27,1/,36,26,6,4,21,62,Ohio St. Buckeyes,Offense
11/22/2014,Indiana,W 42 - 27,1/,43,36,5,2,21,79,Ohio St. Buckeyes,Defense
11/29/2014,Michigan,W 42 - 28,1/,43,28,9,2,52,71,Ohio St. Buckeyes,Offense
11/29/2014,Michigan,W 42 - 28,1/,32,32,3,nan,9,64,Ohio St. Buckeyes,Defense
12/06/2014,"Wisconsin @ Indianapolis, Ind.",W 59 - 0,1/,48,24,9,nan,35,72,Ohio St. Buckeyes,Offense
12/06/2014,"Wisconsin @ Indianapolis, Ind.",W 59 - 0,1/,32,26,4,2,20,58,Ohio St. Buckeyes,Defense
01/01/2015,@ Alabama,W 42 - 35,1/,52,12,4,2,21,64,Ohio St. Buckeyes,Offense
01/01/2015,@ Alabama,W 42 - 35,1/,54,14,11/,nan,55,68,Ohio St. Buckeyes,Defense
01/12/2015,"Oregon @ Arlington, Texas",W 42 - 20,1/,41,26,4,2,12,67,Ohio St. Buckeyes,Offense
01/12/2015,"Oregon @ Arlington, Texas",W 42 - 20,1/,57,28,4,2,22,85,Ohio St. Buckeyes,Defense
08/31/2013,Buffalo,W 40 - 20,1/,39,24,3,4,14,63,Ohio St. Buckeyes,Offense
08/31/2013,Buffalo,W 40 - 20,1/,47,24,8,2,30,71,Ohio St. Buckeyes,Defense
09/07/2013,San Diego St.,W 42 - 7,1/,37,30,4,2,34,67,Ohio St. Buckeyes,Offense
09/07/2013,San Diego St.,W 42 - 7,1/,45,24,3,nan,8,69,Ohio St. Buckeyes,Defense
09/14/2013,@ California,W 52 - 34,1/,48,32,7,nan,27,80,Ohio St. Buckeyes,Offense
09/14/2013,@ California,W 52 - 34,1/,45,48,4,nan,8,93,Ohio St. Buckeyes,Defense
09/21/2013,Florida A&M,W 76 - 0,1/,33,16,5,2,16,49,Ohio St. Buckeyes,Offense
09/21/2013,Florida A&M,W 76 - 0,1/,46,30,3,nan,6,76,Ohio St. Buckeyes,Defense
09/28/2013,Wisconsin,W 31 - 24,1/,31,24,5,2,24,55,Ohio St. Buckeyes,Offense
09/28/2013,Wisconsin,W 31 - 24,1/,46,26,3,2,15,72,Ohio St. Buckeyes,Defense
10/05/2013,@ Northwestern,W 40 - 30,1/,50,32,6,2,31,82,Ohio St. Buckeyes,Offense
10/05/2013,@ Northwestern,W 40 - 30,1/,47,30,4,2,17,77,Ohio St. Buckeyes,Defense
10/19/2013,Iowa,W 34 - 24,1/,32,32,1,nan,1,64,Ohio St. Buckeyes,Offense
10/19/2013,Iowa,W 34 - 24,1/,51,36,2,nan,10,87,Ohio St. Buckeyes,Defense
10/26/2013,Penn St.,W 63 - 14,1/,48,26,6,nan,24,74,Ohio St. Buckeyes,Offense
10/26/2013,Penn St.,W 63 - 14,1/,39,44,4,nan,21,83,Ohio St. Buckeyes,Defense
11/02/2013,@ Purdue,W 56 - 0,1/,37,8,8,4,53,45,Ohio St. Buckeyes,Offense
11/02/2013,@ Purdue,W 56 - 0,1/,56,6,1,nan,5,62,Ohio St. Buckeyes,Defense
11/16/2013,@ Illinois,W 60 - 35,1/,49,50,7,6,58,99,Ohio St. Buckeyes,Offense
11/16/2013,@ Illinois,W 60 - 35,1/,33,50,4,nan,19,83,Ohio St. Buckeyes,Defense
11/23/2013,Indiana,W 42 - 14,1/,62,26,11,2,43,88,Ohio St. Buckeyes,Offense
11/23/2013,Indiana,W 42 - 14,1/,33,22,2,nan,8,55,Ohio St. Buckeyes,Defense
11/30/2013,@ Michigan,W 42 - 41,1/,46,36,4,4,28,82,Ohio St. Buckeyes,Offense
11/30/2013,@ Michigan,W 42 - 41,1/,37,16,3,nan,15,53,Ohio St. Buckeyes,Defense
12/07/2013,"Michigan St. @ Indianapolis, Ind.",L 24 - 34,1/,45,16,5,6,23,61,Ohio St. Buckeyes,Offense
12/07/2013,"Michigan St. @ Indianapolis, Ind.",L 24 - 34,1/,33,26,1,2,11,59,Ohio St. Buckeyes,Defense
01/03/2014,"Clemson @ Miami Gardens, FL",L 35 - 40,1/,43,18,2,nan,10,61,Ohio St. Buckeyes,Offense
01/03/2014,"Clemson @ Miami Gardens, FL",L 35 - 40,1/,49,16,10,nan,55,65,Ohio St. Buckeyes,Defense
09/03/2016,Bowling Green,W 77 - 10,1/,40,24,3,4,31,64,Ohio St. Buckeyes,Offense
09/03/2016,Bowling Green,W 77 - 10,1/,53,44,nan,nan,nan,97,Ohio St. Buckeyes,Defense
09/10/2016,Tulsa,W 48 - 3,1/,40,26,6,nan,34,66,Ohio St. Buckeyes,Offense
09/10/2016,Tulsa,W 48 - 3,1/,41,44,1,nan,4,85,Ohio St. Buckeyes,Defense
09/17/2016,@ Oklahoma,W 45 - 24,1/,33,36,2,10,30,69,Ohio St. Buckeyes,Offense
09/17/2016,@ Oklahoma,W 45 - 24,1/,47,24,2,2,11,71,Ohio St. Buckeyes,Defense
10/01/2016,Rutgers,W 58 - 0,1/,29,28,4,6,24,57,Ohio St. Buckeyes,Offense
10/01/2016,Rutgers,W 58 - 0,1/,59,28,3,nan,3,87,Ohio St. Buckeyes,Defense
10/08/2016,Indiana,W 38 - 17,1/,44,24,6,6,17,68,Ohio St. Buckeyes,Offense
10/08/2016,Indiana,W 38 - 17,1/,40,32,2,nan,2,72,Ohio St. Buckeyes,Defense
10/15/2016,@ Wisconsin,W 30 - 23 (1OT),1/,43,32,7,2,42,75,Ohio St. Buckeyes,Offense
10/15/2016,@ Wisconsin,W 30 - 23 (1OT),1/,45,34,4,6,31,79,Ohio St. Buckeyes,Defense
10/22/2016,@ Penn St.,L 21 - 24,1/,27,30,5,2,25,57,Ohio St. Buckeyes,Offense
10/22/2016,@ Penn St.,L 21 - 24,1/,35,68,7,8,49,103/,Ohio St. Buckeyes,Defense
10/29/2016,Northwestern,W 24 - 20,1/,31,36,3,2,17,67,Ohio St. Buckeyes,Offense
10/29/2016,Northwestern,W 24 - 20,1/,34,40,3,2,12,74,Ohio St. Buckeyes,Defense
11/05/2016,Nebraska,W 62 - 3,1/,26,30,3,4,11,56,Ohio St. Buckeyes,Offense
11/05/2016,Nebraska,W 62 - 3,1/,45,42,2,2,5,87,Ohio St. Buckeyes,Defense
11/12/2016,@ Maryland,W 62 - 3,1/,44,28,12,nan,53,72,Ohio St. Buckeyes,Offense
11/12/2016,@ Maryland,W 62 - 3,1/,39,32,nan,6,13,71,Ohio St. Buckeyes,Defense
11/19/2016,@ Michigan St.,W 17 - 16,1/,26,36,4,4,23,62,Ohio St. Buckeyes,Offense
11/19/2016,@ Michigan St.,W 17 - 16,1/,25,50,3,4,26,75,Ohio St. Buckeyes,Defense
11/26/2016,Michigan,W 30 - 27 (2OT),1/,40,48,3,4,26,88,Ohio St. Buckeyes,Offense
11/26/2016,Michigan,W 30 - 27 (2OT),1/,46,28,11,4,44,74,Ohio St. Buckeyes,Defense
12/31/2016,"Clemson @ Glendale, Ariz.",L 0 - 31,1/,61,16,5,4,24,77,Ohio St. Buckeyes,Offense
12/31/2016,"Clemson @ Glendale, Ariz.",L 0 - 31,1/,41,8,10,2,51,49,Ohio St. Buckeyes,Defense
09/07/2015,@ Virginia Tech,W 42 - 24,1/,25,66,3,10,31,91,Ohio St. Buckeyes,Offense
09/07/2015,@ Virginia Tech,W 42 - 24,1/,25,34,2,4,5,59,Ohio St. Buckeyes,Defense
09/12/2015,Hawaii,W 38 - 0,1/,32,28,5,nan,25,60,Ohio St. Buckeyes,Offense
09/12/2015,Hawaii,W 38 - 0,1/,46,36,4,4,33,82,Ohio St. Buckeyes,Defense
09/19/2015,Northern Ill.,W 20 - 13,1/,41,30,6,2,32,71,Ohio St. Buckeyes,Offense
09/19/2015,Northern Ill.,W 20 - 13,1/,33,34,1,nan,2,67,Ohio St. Buckeyes,Defense
09/26/2015,Western Mich.,W 38 - 12,1/,40,36,4,nan,16,76,Ohio St. Buckeyes,Offense
09/26/2015,Western Mich.,W 38 - 12,1/,40,18,3,nan,8,58,Ohio St. Buckeyes,Defense
10/03/2015,@ Indiana,W 34 - 27,1/,60,28,7,8,22,88,Ohio St. Buckeyes,Offense
10/03/2015,@ Indiana,W 34 - 27,1/,42,22,7,nan,32,64,Ohio St. Buckeyes,Defense
10/10/2015,Maryland,W 49 - 28,1/,39,18,7,2,39,57,Ohio St. Buckeyes,Offense
10/10/2015,Maryland,W 49 - 28,1/,42,38,3,6,10,80,Ohio St. Buckeyes,Defense
10/17/2015,Penn St.,W 38 - 10,1/,38,24,8,nan,34,62,Ohio St. Buckeyes,Offense
10/17/2015,Penn St.,W 38 - 10,1/,34,44,8,4,33,78,Ohio St. Buckeyes,Defense
10/24/2015,@ Rutgers,W 49 - 7,1/,37,10,4,2,30,47,Ohio St. Buckeyes,Offense
10/24/2015,@ Rutgers,W 49 - 7,1/,44,26,4,4,15,70,Ohio St. Buckeyes,Defense
11/07/2015,Minnesota,W 28 - 14,1/,31,36,3,2,11,67,Ohio St. Buckeyes,Offense
11/07/2015,Minnesota,W 28 - 14,1/,40,34,7,4,44,74,Ohio St. Buckeyes,Defense
11/14/2015,@ Illinois,W 28 - 3,1/,35,32,5,12/,36,67,Ohio St. Buckeyes,Offense
11/14/2015,@ Illinois,W 28 - 3,1/,24,74/,4,4,17,98,Ohio St. Buckeyes,Defense
11/21/2015,Michigan St.,L 14 - 17,1/,34,42,3,4,17,76,Ohio St. Buckeyes,Offense
11/21/2015,Michigan St.,L 14 - 17,1/,26,20,1,2,9,46,Ohio St. Buckeyes,Defense
11/28/2015,@ Michigan,W 42 - 13,1/,41,24,2,2,12,65,Ohio St. Buckeyes,Offense
11/28/2015,@ Michigan,W 42 - 13,1/,42,30,2,2,5,72,Ohio St. Buckeyes,Defense
01/01/2016,"Notre Dame @ Glendale, AZ",W 44 - 28,1/,46,12,4,nan,25,58,Ohio St. Buckeyes,Offense
01/01/2016,"Notre Dame @ Glendale, AZ",W 44 - 28,1/,68/,14,7,nan,24,82,Ohio St. Buckeyes,Defense
09/03/2015,@ Idaho,W 45 - 28,1/,54,19,3,nan,20,73,Ohio Bobcats,Offense
09/03/2015,@ Idaho,W 45 - 28,1/,39,26,3,nan,13,65,Ohio Bobcats,Defense
09/12/2015,Marshall,W 21 - 10,1/,31,28,3,nan,21,59,Ohio Bobcats,Offense
09/12/2015,Marshall,W 21 - 10,1/,44,50,3,2,19,94,Ohio Bobcats,Defense
09/19/2015,Southeastern La.,W 35 - 14,1/,37,38,2,2,19,75,Ohio Bobcats,Offense
09/19/2015,Southeastern La.,W 35 - 14,1/,34,28,6,2,40,62,Ohio Bobcats,Defense
09/26/2015,@ Minnesota,L 24 - 27,1/,41,38,4,nan,9,79,Ohio Bobcats,Offense
09/26/2015,@ Minnesota,L 24 - 27,1/,47,18,9,nan,16,65,Ohio Bobcats,Defense
10/03/2015,@ Akron,W 14 - 12,1/,38,26,6,4,30,64,Ohio Bobcats,Offense
10/03/2015,@ Akron,W 14 - 12,1/,40,20,4,4,28,60,Ohio Bobcats,Defense
10/10/2015,Miami (OH),W 34 - 3,1/,23,32,1,2,17,55,Ohio Bobcats,Offense
10/10/2015,Miami (OH),W 34 - 3,1/,46,32,4,nan,17,78,Ohio Bobcats,Defense
10/17/2015,Western Mich.,L 14 - 49,1/,41,24,5,4,18,65,Ohio Bobcats,Offense
10/17/2015,Western Mich.,L 14 - 49,1/,42,22,5,4,22,64,Ohio Bobcats,Defense
10/24/2015,@ Buffalo,L 17 - 41,1/,40,30,2,nan,3,70,Ohio Bobcats,Offense
10/24/2015,@ Buffalo,L 17 - 41,1/,50,34,3,6,36,84,Ohio Bobcats,Defense
11/04/2015,@ Bowling Green,L 24 - 62,1/,41,28,1,6,17,69,Ohio Bobcats,Offense
11/04/2015,@ Bowling Green,L 24 - 62,1/,55,42,5,nan,29,97,Ohio Bobcats,Defense
11/10/2015,Kent St.,W 27 - 0,1/,36,22,8,2,16,58,Ohio Bobcats,Offense
11/10/2015,Kent St.,W 27 - 0,1/,45,40,5,nan,35,85,Ohio Bobcats,Defense
11/17/2015,Ball St.,W 48 - 31,1/,38,20,nan,nan,nan,58,Ohio Bobcats,Offense
11/17/2015,Ball St.,W 48 - 31,1/,49,36,1,2,2,85,Ohio Bobcats,Defense
11/24/2015,@ Northern Ill.,W 26 - 21,1/,50,16,10,2,44,66,Ohio Bobcats,Offense
11/24/2015,@ Northern Ill.,W 26 - 21,1/,55,12,nan,2,2,67,Ohio Bobcats,Defense
12/19/2015,"Appalachian St. @ Montgomery, Ala.",L 29 - 31,1/,36,48,5,6,31,84,Ohio Bobcats,Offense
12/19/2015,"Appalachian St. @ Montgomery, Ala.",L 29 - 31,1/,35,34,4,2,20,69,Ohio Bobcats,Defense
08/30/2014,@ Kent St.,W 17 - 14,1/,40,22,6,4,30,62,Ohio Bobcats,Offense
08/30/2014,@ Kent St.,W 17 - 14,1/,41,36,2,2,4,77,Ohio Bobcats,Defense
09/06/2014,@ Kentucky,L 3 - 20,1/,43,54,5,8,42,97,Ohio Bobcats,Offense
09/06/2014,@ Kentucky,L 3 - 20,1/,25,30,3,4,22,55,Ohio Bobcats,Defense
09/13/2014,@ Marshall,L 14 - 44,1/,23,76,2,2,11,99,Ohio Bobcats,Offense
09/13/2014,@ Marshall,L 14 - 44,1/,30,50,2,nan,11,80,Ohio Bobcats,Defense
09/20/2014,Idaho,W 36 - 24,1/,39,36,4,2,28,75,Ohio Bobcats,Offense
09/20/2014,Idaho,W 36 - 24,1/,38,36,3,2,20,74,Ohio Bobcats,Defense
09/27/2014,Eastern Ill.,W 34 - 19,1/,46,30,1,nan,3,76,Ohio Bobcats,Offense
09/27/2014,Eastern Ill.,W 34 - 19,1/,36,38,3,2,12,74,Ohio Bobcats,Defense
10/04/2014,@ Central Mich.,L 10 - 28,1/,53,21,4,2,29,74,Ohio Bobcats,Offense
10/04/2014,@ Central Mich.,L 10 - 28,1/,24,16,5,nan,29,40,Ohio Bobcats,Defense
10/11/2014,Bowling Green,L 13 - 31,1/,29,24,3,4,9,53,Ohio Bobcats,Offense
10/11/2014,Bowling Green,L 13 - 31,1/,65,34,8,2,56,99,Ohio Bobcats,Defense
10/18/2014,Akron,W 23 - 20,1/,36,26,4,6,15,62,Ohio Bobcats,Offense
10/18/2014,Akron,W 23 - 20,1/,47,32,4,nan,12,79,Ohio Bobcats,Defense
10/25/2014,@ Western Mich.,L 21 - 42,1/,40,30,2,nan,4,70,Ohio Bobcats,Offense
10/25/2014,@ Western Mich.,L 21 - 42,1/,35,33,5,6,41,68,Ohio Bobcats,Defense
11/05/2014,Buffalo,W 37 - 14,1/,36,16,3,nan,15,52,Ohio Bobcats,Offense
11/05/2014,Buffalo,W 37 - 14,1/,59,25,6,nan,24,84,Ohio Bobcats,Defense
11/18/2014,Northern Ill.,L 14 - 21,1/,33,44,1,6,10,77,Ohio Bobcats,Offense
11/18/2014,Northern Ill.,L 14 - 21,1/,30,60,1,2,13,90,Ohio Bobcats,Defense
11/25/2014,@ Miami (OH),W 24 - 21,1/,28,16,3,2,23,44,Ohio Bobcats,Offense
11/25/2014,@ Miami (OH),W 24 - 21,1/,33,32,3,2,20,65,Ohio Bobcats,Defense
09/01/2013,@ Louisville,L 7 - 49,1/,23,76/,2,4,14,99,Ohio Bobcats,Offense
09/01/2013,@ Louisville,L 7 - 49,1/,21,52,2,4,11,73,Ohio Bobcats,Defense
09/07/2013,North Texas,W 27 - 21,1/,37,44,7,nan,20,81,Ohio Bobcats,Offense
09/07/2013,North Texas,W 27 - 21,1/,31,52,1,2,4,83,Ohio Bobcats,Defense
09/14/2013,Marshall,W 34 - 31,1/,39,28,3,2,16,67,Ohio Bobcats,Offense
09/14/2013,Marshall,W 34 - 31,1/,38,38,4,4,27,76,Ohio Bobcats,Defense
09/21/2013,Austin Peay,W 38 - 0,1/,34,40,7,nan,35,74,Ohio Bobcats,Offense
09/21/2013,Austin Peay,W 38 - 0,1/,35,54,2,2,16,89,Ohio Bobcats,Defense
10/05/2013,@ Akron,W 43 - 3,1/,53,10,8,6,50,63,Ohio Bobcats,Offense
10/05/2013,@ Akron,W 43 - 3,1/,46,22,2,2,17,68,Ohio Bobcats,Defense
10/12/2013,Central Mich.,L 23 - 26,1/,42,46,6,6,30,88,Ohio Bobcats,Offense
10/12/2013,Central Mich.,L 23 - 26,1/,37,44,2,8,24,81,Ohio Bobcats,Defense
10/19/2013,@ Eastern Mich.,W 56 - 28,1/,29,60,1,4,4,89,Ohio Bobcats,Offense
10/19/2013,@ Eastern Mich.,W 56 - 28,1/,37,42,2,nan,4,79,Ohio Bobcats,Defense
10/26/2013,Miami (OH),W 41 - 16,1/,38,30,6,2,35,68,Ohio Bobcats,Offense
10/26/2013,Miami (OH),W 41 - 16,1/,34,50,3,nan,4,84,Ohio Bobcats,Defense
11/05/2013,@ Buffalo,L 3 - 30,1/,38,26,1,2,8,64,Ohio Bobcats,Offense
11/05/2013,@ Buffalo,L 3 - 30,1/,41,30,4,2,37,71,Ohio Bobcats,Defense
11/12/2013,@ Bowling Green,L 0 - 49,1/,36,22,2,2,8,58,Ohio Bobcats,Offense
11/12/2013,@ Bowling Green,L 0 - 49,1/,41,24,5,8,38,65,Ohio Bobcats,Defense
11/19/2013,Kent St.,L 13 - 44,1/,39,40,3,nan,9,79,Ohio Bobcats,Offense
11/19/2013,Kent St.,L 13 - 44,1/,25,50,3,2,19,75,Ohio Bobcats,Defense
11/29/2013,Massachusetts,W 51 - 23,1/,35,62,4,10,27,97,Ohio Bobcats,Offense
11/29/2013,Massachusetts,W 51 - 23,1/,29,46,1,6,7,75,Ohio Bobcats,Defense
12/23/2013,"East Carolina @ St. Petersburg , FL",L 20 - 37,1/,67,6,4,nan,19,73,Ohio Bobcats,Offense
12/23/2013,"East Carolina @ St. Petersburg , FL",L 20 - 37,1/,48,26,5,2,27,74,Ohio Bobcats,Defense
09/03/2016,Texas St.,L 54 - 56 (3OT),1/,51,52,8,10,49,103,Ohio Bobcats,Offense
09/03/2016,Texas St.,L 54 - 56 (3OT),1/,55,34,4,nan,10,89,Ohio Bobcats,Defense
09/10/2016,@ Kansas,W 37 - 21,1/,31,10,3,nan,8,41,Ohio Bobcats,Offense
09/10/2016,@ Kansas,W 37 - 21,1/,58,19,13/,2,33,77,Ohio Bobcats,Defense
09/17/2016,@ Tennessee,L 19 - 28,1/,43,42,7,2,37,85,Ohio Bobcats,Offense
09/17/2016,@ Tennessee,L 19 - 28,1/,38,26,2,4,6,64,Ohio Bobcats,Defense
09/24/2016,Gardner-Webb,W 37 - 21,1/,28,38,6,2,29,66,Ohio Bobcats,Offense
09/24/2016,Gardner-Webb,W 37 - 21,1/,52,26,4,nan,14,78,Ohio Bobcats,Defense
10/01/2016,@ Miami (OH),W 17 - 7,1/,32,36,8,nan,54,68,Ohio Bobcats,Offense
10/01/2016,@ Miami (OH),W 17 - 7,1/,34,48,4,14/,34,82,Ohio Bobcats,Defense
10/08/2016,Bowling Green,W 30 - 24,1/,42,28,4,6,47,70,Ohio Bobcats,Offense
10/08/2016,Bowling Green,W 30 - 24,1/,44,14,3,4,14,58,Ohio Bobcats,Defense
10/15/2016,Eastern Mich.,L 20 - 27,1/,38,38,2,2,15,76,Ohio Bobcats,Offense
10/15/2016,Eastern Mich.,L 20 - 27,1/,41,34,4,nan,12,75,Ohio Bobcats,Defense
10/22/2016,@ Kent St.,W 14 - 10,1/,50,32,6,4,34,82,Ohio Bobcats,Offense
10/22/2016,@ Kent St.,W 14 - 10,1/,36,14,1,2,5,50,Ohio Bobcats,Defense
10/27/2016,@ Toledo,W 31 - 26,1/,56,12,5,2,15,68,Ohio Bobcats,Offense
10/27/2016,@ Toledo,W 31 - 26,1/,55,12,8,2,60/,67,Ohio Bobcats,Defense
11/03/2016,Buffalo,W 34 - 10,1/,43,42,7,4,37,85,Ohio Bobcats,Offense
11/03/2016,Buffalo,W 34 - 10,1/,31,38,5,6,22,69,Ohio Bobcats,Defense
11/15/2016,@ Central Mich.,L 20 - 27,1/,43,12,8,2,26,55,Ohio Bobcats,Offense
11/15/2016,@ Central Mich.,L 20 - 27,1/,43,22,7,nan,22,65,Ohio Bobcats,Defense
11/22/2016,Akron,W 9 - 3,1/,34,24,7,2,39,58,Ohio Bobcats,Offense
11/22/2016,Akron,W 9 - 3,1/,40,16,2,nan,13,56,Ohio Bobcats,Defense
12/02/2016,"Western Mich. @ Detroit, Mich.",L 23 - 29,1/,35,56,5,6,32,91,Ohio Bobcats,Offense
12/02/2016,"Western Mich. @ Detroit, Mich.",L 23 - 29,1/,24,12,3,2,8,36,Ohio Bobcats,Defense
12/23/2016,"Troy @ Mobile, Ala.",L 23 - 28,1/,34,36,6,2,20,70,Ohio Bobcats,Offense
