Year,Team,GP,G,SoloTack,AsstTack,STFL,ATFL,TackleYds,Tackles,OffenseDefense
2016-17,Syracuse,12,12,493,336,44,28,261,829,Offense
2016-17,Syracuse,0,12,575,374,76,36,336,949,Defensive
2017-18,Syracuse,12,12,471,308,54,26,224,779,Offense
2017-18,Syracuse,0,12,558,386,63,38,329,944,Defensive
2013-14,Syracuse,13,13,564,237,80,28,438,801,Offense
2013-14,Syracuse,0,13,637,288,63,26,284,925,Defensive
2014-15,Syracuse,12,12,567,228,69,22,311,723,Offense
2014-15,Syracuse,0,12,521,172,73,18,350,647,Defensive
2015-16,Syracuse,12,12,555,206,67,22,318,761,Offense
2015-16,Syracuse,0,12,497,182,70,30,297,679,Defensive
2016-17,Syracuse,12,12,493,336,44,28,261,829,Offense
2016-17,Syracuse,0,12,575,374,76,36,336,949,Defensive
2017-18,Syracuse,12,12,471,308,54,26,224,779,Offense
2017-18,Syracuse,0,12,558,386,63,38,329,944,Defensive
2013-14,Syracuse,13,13,564,237,80,28,438,801,Offense
2013-14,Syracuse,0,13,637,288,63,26,284,925,Defensive
2014-15,Syracuse,12,12,567,228,69,22,311,723,Offense
2014-15,Syracuse,0,12,521,172,73,18,350,647,Defensive
2015-16,Syracuse,12,12,555,206,67,22,318,761,Offense
2015-16,Syracuse,0,12,497,182,70,30,297,679,Defensive
2016-17,Syracuse,12,12,493,336,44,28,261,829,Offense
2016-17,Syracuse,0,12,575,374,76,36,336,949,Defensive
2017-18,Syracuse,12,12,471,308,54,26,224,779,Offense
2017-18,Syracuse,0,12,558,386,63,38,329,944,Defensive
2013-14,Stanford,14,14,588,411,85,48,479,999,Offense
2013-14,Stanford,0,14,483,532,46,24,181,1015,Defensive
2014-15,Stanford,13,13,482,372,75,40,464,792,Offense
2014-15,Stanford,0,13,526,340,49,22,252,801,Defensive
2015-16,Stanford,14,14,509,403,63,40,375,912,Offense
2015-16,Stanford,0,14,556,470,45,34,196,1026,Defensive
2016-17,Stanford,13,13,487,324,55,34,327,744,Offense
2016-17,Stanford,0,13,487,398,57,30,309,791,Defensive
2017-18,Stanford,13,13,454,496,50,36,308,950,Offense
2017-18,Stanford,0,13,431,358,50,34,198,789,Defensive
2013-14,Stanford,14,14,588,411,85,48,479,999,Offense
2013-14,Stanford,0,14,483,532,46,24,181,1015,Defensive
2014-15,Stanford,13,13,482,372,75,40,464,792,Offense
2014-15,Stanford,0,13,526,340,49,22,252,801,Defensive
2015-16,Stanford,14,14,509,403,63,40,375,912,Offense
2015-16,Stanford,0,14,556,470,45,34,196,1026,Defensive
2016-17,Stanford,13,13,487,324,55,34,327,744,Offense
2016-17,Stanford,0,13,487,398,57,30,309,791,Defensive
2017-18,Stanford,13,13,454,496,50,36,308,950,Offense
2017-18,Stanford,0,13,431,358,50,34,198,789,Defensive
2013-14,Stanford,14,14,588,411,85,48,479,999,Offense
2013-14,Stanford,0,14,483,532,46,24,181,1015,Defensive
2014-15,Stanford,13,13,482,372,75,40,464,792,Offense
2014-15,Stanford,0,13,526,340,49,22,252,801,Defensive
2015-16,Stanford,14,14,509,403,63,40,375,912,Offense
2015-16,Stanford,0,14,556,470,45,34,196,1026,Defensive
2016-17,Stanford,13,13,487,324,55,34,327,744,Offense
2016-17,Stanford,0,13,487,398,57,30,309,791,Defensive
2017-18,Stanford,13,13,454,496,50,36,308,950,Offense
2017-18,Stanford,0,13,431,358,50,34,198,789,Defensive
2013-14,Stanford,14,14,588,411,85,48,479,999,Offense
2013-14,Stanford,0,14,483,532,46,24,181,1015,Defensive
2014-15,Stanford,13,13,482,372,75,40,464,792,Offense
2014-15,Stanford,0,13,526,340,49,22,252,801,Defensive
2015-16,Stanford,14,14,509,403,63,40,375,912,Offense
2015-16,Stanford,0,14,556,470,45,34,196,1026,Defensive
2016-17,Stanford,13,13,487,324,55,34,327,744,Offense
2016-17,Stanford,0,13,487,398,57,30,309,791,Defensive
2017-18,Stanford,13,13,454,496,50,36,308,950,Offense
2017-18,Stanford,0,13,431,358,50,34,198,789,Defensive
2013-14,Southern Miss.,12,12,497,506,60,36,252,1003,Offense
2013-14,Southern Miss.,0,12,437,294,66,34,336,731,Defensive
2014-15,Southern Miss.,12,12,497,342,58,16,229,839,Offense
2014-15,Southern Miss.,0,12,496,310,71,28,338,806,Defensive
2015-16,Southern Miss.,14,14,620,314,76,38,372,934,Offense
2015-16,Southern Miss.,0,14,631,304,56,20,295,935,Defensive
2016-17,Southern Miss.,13,13,442,286,66,56,410,728,Offense
2016-17,Southern Miss.,0,13,565,477,68,48,403,1042,Defensive
2017-18,Southern Miss.,12,12,418,345,66,56,315,763,Offense
2017-18,Southern Miss.,0,12,457,439,54,30,212,896,Defensive
2013-14,Southern Miss.,12,12,497,506,60,36,252,1003,Offense
2013-14,Southern Miss.,0,12,437,294,66,34,336,731,Defensive
2014-15,Southern Miss.,12,12,497,342,58,16,229,839,Offense
2014-15,Southern Miss.,0,12,496,310,71,28,338,806,Defensive
2015-16,Southern Miss.,14,14,620,314,76,38,372,934,Offense
2015-16,Southern Miss.,0,14,631,304,56,20,295,935,Defensive
2016-17,Southern Miss.,13,13,442,286,66,56,410,728,Offense
2016-17,Southern Miss.,0,13,565,477,68,48,403,1042,Defensive
2017-18,Southern Miss.,12,12,418,345,66,56,315,763,Offense
2017-18,Southern Miss.,0,12,457,439,54,30,212,896,Defensive
2013-14,Southern Miss.,12,12,497,506,60,36,252,1003,Offense
2013-14,Southern Miss.,0,12,437,294,66,34,336,731,Defensive
2014-15,Southern Miss.,12,12,497,342,58,16,229,839,Offense
2014-15,Southern Miss.,0,12,496,310,71,28,338,806,Defensive
2015-16,Southern Miss.,14,14,620,314,76,38,372,934,Offense
2015-16,Southern Miss.,0,14,631,304,56,20,295,935,Defensive
2016-17,Southern Miss.,13,13,442,286,66,56,410,728,Offense
2016-17,Southern Miss.,0,13,565,477,68,48,403,1042,Defensive
2017-18,Southern Miss.,12,12,418,345,66,56,315,763,Offense
2017-18,Southern Miss.,0,12,457,439,54,30,212,896,Defensive
2013-14,Southern Miss.,12,12,497,506,60,36,252,1003,Offense
2013-14,Southern Miss.,0,12,437,294,66,34,336,731,Defensive
2014-15,Southern Miss.,12,12,497,342,58,16,229,839,Offense
2014-15,Southern Miss.,0,12,496,310,71,28,338,806,Defensive
2015-16,Southern Miss.,14,14,620,314,76,38,372,934,Offense
2015-16,Southern Miss.,0,14,631,304,56,20,295,935,Defensive
2016-17,Southern Miss.,13,13,442,286,66,56,410,728,Offense
2016-17,Southern Miss.,0,13,565,477,68,48,403,1042,Defensive
2017-18,Southern Miss.,12,12,418,345,66,56,315,763,Offense
2017-18,Southern Miss.,0,12,457,439,54,30,212,896,Defensive
2013-14,Texas St.,12,12,544,251,50,14,221,795,Offense
2013-14,Texas St.,0,12,513,258,69,24,272,771,Defensive
2014-15,Texas St.,12,12,546,360,51,16,215,906,Offense
2014-15,Texas St.,0,12,574,282,54,42,249,856,Defensive
2015-16,Texas St.,12,12,587,267,46,18,206,854,Offense
2015-16,Texas St.,0,12,613,192,69,13,262,805,Defensive
2016-17,Texas St.,12,12,614,355,50,26,177,969,Offense
2016-17,Texas St.,0,12,562,288,84,42,460,850,Defensive
2017-18,Texas St.,12,12,571,333,46,20,209,904,Offense
2017-18,Texas St.,0,12,546,314,90,38,447,860,Defensive
2013-14,Texas St.,12,12,544,251,50,14,221,795,Offense
2013-14,Texas St.,0,12,513,258,69,24,272,771,Defensive
2014-15,Texas St.,12,12,546,360,51,16,215,906,Offense
2014-15,Texas St.,0,12,574,282,54,42,249,856,Defensive
2015-16,Texas St.,12,12,587,267,46,18,206,854,Offense
2015-16,Texas St.,0,12,613,192,69,13,262,805,Defensive
2016-17,Texas St.,12,12,614,355,50,26,177,969,Offense
2016-17,Texas St.,0,12,562,288,84,42,460,850,Defensive
2017-18,Texas St.,12,12,571,333,46,20,209,904,Offense
2017-18,Texas St.,0,12,546,314,90,38,447,860,Defensive
2013-14,Texas,13,13,556,394,71,36,347,950,Offense
2013-14,Texas,0,13,590,450,70,24,238,1040,Defensive
2014-15,Texas,13,13,583,391,69,30,346,974,Offense
2014-15,Texas,0,13,581,240,78,16,401,821,Defensive
2015-16,Texas,12,12,603,276,71,20,340,879,Offense
2015-16,Texas,0,12,520,264,68,32,319,784,Defensive
2016-17,Texas,12,12,645,244,81,20,427,889,Offense
2016-17,Texas,0,12,659,304,56,20,242,963,Defensive
2017-18,Texas,12,12,532,219,67,24,342,751,Offense
2017-18,Texas,0,12,554,327,68,22,313,881,Defensive
2013-14,Texas,13,13,556,394,71,36,347,950,Offense
2013-14,Texas,0,13,590,450,70,24,238,1040,Defensive
2014-15,Texas,13,13,583,391,69,30,346,974,Offense
2014-15,Texas,0,13,581,240,78,16,401,821,Defensive
2015-16,Texas,12,12,603,276,71,20,340,879,Offense
2015-16,Texas,0,12,520,264,68,32,319,784,Defensive
2016-17,Texas,12,12,645,244,81,20,427,889,Offense
2016-17,Texas,0,12,659,304,56,20,242,963,Defensive
2017-18,Texas,12,12,532,219,67,24,342,751,Offense
2017-18,Texas,0,12,554,327,68,22,313,881,Defensive
2013-14,Texas,13,13,556,394,71,36,347,950,Offense
2013-14,Texas,0,13,590,450,70,24,238,1040,Defensive
2014-15,Texas,13,13,583,391,69,30,346,974,Offense
2014-15,Texas,0,13,581,240,78,16,401,821,Defensive
2015-16,Texas,12,12,603,276,71,20,340,879,Offense
2015-16,Texas,0,12,520,264,68,32,319,784,Defensive
2016-17,Texas,12,12,645,244,81,20,427,889,Offense
2016-17,Texas,0,12,659,304,56,20,242,963,Defensive
2017-18,Texas,12,12,532,219,67,24,342,751,Offense
2017-18,Texas,0,12,554,327,68,22,313,881,Defensive
2013-14,Texas,13,13,556,394,71,36,347,950,Offense
2013-14,Texas,0,13,590,450,70,24,238,1040,Defensive
2014-15,Texas,13,13,583,391,69,30,346,974,Offense
2014-15,Texas,0,13,581,240,78,16,401,821,Defensive
2015-16,Texas,12,12,603,276,71,20,340,879,Offense
2015-16,Texas,0,12,520,264,68,32,319,784,Defensive
2016-17,Texas,12,12,645,244,81,20,427,889,Offense
2016-17,Texas,0,12,659,304,56,20,242,963,Defensive
2017-18,Texas,12,12,532,219,67,24,342,751,Offense
2017-18,Texas,0,12,554,327,68,22,313,881,Defensive
2013-14,Texas A&M,13,13,480,548,48,38,196,1028,Offense
2013-14,Texas A&M,0,13,539,412,47,20,248,951,Defensive
2014-15,Texas A&M,13,13,519,486,63,26,267,1005,Offense
2014-15,Texas A&M,0,13,500,426,45,46,281,926,Defensive
2015-16,Texas A&M,13,13,524,486,89,44,390,1010,Offense
2015-16,Texas A&M,0,13,496,447,60,30,342,943,Defensive
2016-17,Texas A&M,13,13,553,454,82,58,437,1007,Offense
2016-17,Texas A&M,0,13,488,372,58,24,303,860,Defensive
2017-18,Texas A&M,12,12,469,376,73,26,354,845,Offense
2017-18,Texas A&M,0,12,465,360,61,26,277,825,Defensive
2013-14,Texas A&M,13,13,480,548,48,38,196,1028,Offense
2013-14,Texas A&M,0,13,539,412,47,20,248,951,Defensive
2014-15,Texas A&M,13,13,519,486,63,26,267,1005,Offense
2014-15,Texas A&M,0,13,500,426,45,46,281,926,Defensive
2015-16,Texas A&M,13,13,524,486,89,44,390,1010,Offense
2015-16,Texas A&M,0,13,496,447,60,30,342,943,Defensive
2016-17,Texas A&M,13,13,553,454,82,58,437,1007,Offense
2016-17,Texas A&M,0,13,488,372,58,24,303,860,Defensive
2017-18,Texas A&M,12,12,469,376,73,26,354,845,Offense
2017-18,Texas A&M,0,12,465,360,61,26,277,825,Defensive
2013-14,Texas A&M,13,13,480,548,48,38,196,1028,Offense
2013-14,Texas A&M,0,13,539,412,47,20,248,951,Defensive
2014-15,Texas A&M,13,13,519,486,63,26,267,1005,Offense
2014-15,Texas A&M,0,13,500,426,45,46,281,926,Defensive
2015-16,Texas A&M,13,13,524,486,89,44,390,1010,Offense
2015-16,Texas A&M,0,13,496,447,60,30,342,943,Defensive
2016-17,Texas A&M,13,13,553,454,82,58,437,1007,Offense
2016-17,Texas A&M,0,13,488,372,58,24,303,860,Defensive
2017-18,Texas A&M,12,12,469,376,73,26,354,845,Offense
2017-18,Texas A&M,0,12,465,360,61,26,277,825,Defensive
2013-14,Texas A&M,13,13,480,548,48,38,196,1028,Offense
2013-14,Texas A&M,0,13,539,412,47,20,248,951,Defensive
2014-15,Texas A&M,13,13,519,486,63,26,267,1005,Offense
2014-15,Texas A&M,0,13,500,426,45,46,281,926,Defensive
2015-16,Texas A&M,13,13,524,486,89,44,390,1010,Offense
2015-16,Texas A&M,0,13,496,447,60,30,342,943,Defensive
2016-17,Texas A&M,13,13,553,454,82,58,437,1007,Offense
2016-17,Texas A&M,0,13,488,372,58,24,303,860,Defensive
2017-18,Texas A&M,12,12,469,376,73,26,354,845,Offense
2017-18,Texas A&M,0,12,465,360,61,26,277,825,Defensive
2013-14,Tennessee,12,12,510,289,56,18,216,799,Offense
2013-14,Tennessee,0,12,490,336,53,20,243,826,Defensive
2014-15,Tennessee,13,13,569,286,80,22,341,855,Offense
2014-15,Tennessee,0,13,621,334,80,42,472,955,Defensive
2015-16,Tennessee,13,13,545,248,68,14,283,793,Offense
2015-16,Tennessee,0,13,604,390,67,50,345,994,Defensive
2016-17,Tennessee,13,13,617,300,86,28,371,917,Offense
2016-17,Tennessee,0,13,547,392,56,32,339,939,Defensive
2017-18,Tennessee,12,12,476,420,49,24,217,896,Offense
2017-18,Tennessee,0,12,408,327,70,38,365,735,Defensive
2013-14,Tennessee,12,12,510,289,56,18,216,799,Offense
2013-14,Tennessee,0,12,490,336,53,20,243,826,Defensive
2014-15,Tennessee,13,13,569,286,80,22,341,855,Offense
2014-15,Tennessee,0,13,621,334,80,42,472,955,Defensive
2015-16,Tennessee,13,13,545,248,68,14,283,793,Offense
2015-16,Tennessee,0,13,604,390,67,50,345,994,Defensive
2016-17,Tennessee,13,13,617,300,86,28,371,917,Offense
2016-17,Tennessee,0,13,547,392,56,32,339,939,Defensive
2017-18,Tennessee,12,12,476,420,49,24,217,896,Offense
2017-18,Tennessee,0,12,408,327,70,38,365,735,Defensive
2013-14,Tennessee,12,12,510,289,56,18,216,799,Offense
2013-14,Tennessee,0,12,490,336,53,20,243,826,Defensive
2014-15,Tennessee,13,13,569,286,80,22,341,855,Offense
2014-15,Tennessee,0,13,621,334,80,42,472,955,Defensive
2015-16,Tennessee,13,13,545,248,68,14,283,793,Offense
2015-16,Tennessee,0,13,604,390,67,50,345,994,Defensive
2016-17,Tennessee,13,13,617,300,86,28,371,917,Offense
2016-17,Tennessee,0,13,547,392,56,32,339,939,Defensive
2017-18,Tennessee,12,12,476,420,49,24,217,896,Offense
2017-18,Tennessee,0,12,408,327,70,38,365,735,Defensive
2013-14,Tennessee,12,12,510,289,56,18,216,799,Offense
2013-14,Tennessee,0,12,490,336,53,20,243,826,Defensive
2014-15,Tennessee,13,13,569,286,80,22,341,855,Offense
2014-15,Tennessee,0,13,621,334,80,42,472,955,Defensive
2015-16,Tennessee,13,13,545,248,68,14,283,793,Offense
2015-16,Tennessee,0,13,604,390,67,50,345,994,Defensive
2016-17,Tennessee,13,13,617,300,86,28,371,917,Offense
2016-17,Tennessee,0,13,547,392,56,32,339,939,Defensive
2017-18,Tennessee,12,12,476,420,49,24,217,896,Offense
2017-18,Tennessee,0,12,408,327,70,38,365,735,Defensive
2013-14,Temple,12,12,612,243,69,8,230,855,Offense
2013-14,Temple,0,12,531,224,65,22,331,755,Defensive
2014-15,Temple,12,12,587,282,64,30,270,738,Offense
2014-15,Temple,0,12,481,210,55,28,264,583,Defensive
2015-16,Temple,14,14,538,384,85,36,362,922,Offense
2015-16,Temple,0,14,567,348,79,34,299,915,Defensive
2016-17,Temple,14,14,562,322,84,38,432,817,Offense
2016-17,Temple,0,14,628,250,74,40,409,818,Defensive
2017-18,Temple,12,12,542,278,78,28,360,751,Offense
2017-18,Temple,0,12,495,328,56,26,267,743,Defensive
2013-14,Temple,12,12,612,243,69,8,230,855,Offense
2013-14,Temple,0,12,531,224,65,22,331,755,Defensive
2014-15,Temple,12,12,587,282,64,30,270,738,Offense
2014-15,Temple,0,12,481,210,55,28,264,583,Defensive
2015-16,Temple,14,14,538,384,85,36,362,922,Offense
2015-16,Temple,0,14,567,348,79,34,299,915,Defensive
2016-17,Temple,14,14,562,322,84,38,432,817,Offense
2016-17,Temple,0,14,628,250,74,40,409,818,Defensive
2017-18,Temple,12,12,542,278,78,28,360,751,Offense
2017-18,Temple,0,12,495,328,56,26,267,743,Defensive
2013-14,Temple,12,12,612,243,69,8,230,855,Offense
2013-14,Temple,0,12,531,224,65,22,331,755,Defensive
2014-15,Temple,12,12,587,282,64,30,270,738,Offense
2014-15,Temple,0,12,481,210,55,28,264,583,Defensive
2015-16,Temple,14,14,538,384,85,36,362,922,Offense
2015-16,Temple,0,14,567,348,79,34,299,915,Defensive
2016-17,Temple,14,14,562,322,84,38,432,817,Offense
2016-17,Temple,0,14,628,250,74,40,409,818,Defensive
2017-18,Temple,12,12,542,278,78,28,360,751,Offense
2017-18,Temple,0,12,495,328,56,26,267,743,Defensive
2013-14,Tulsa,12,12,501,434,55,40,314,935,Offense
2013-14,Tulsa,0,12,466,464,45,46,198,930,Defensive
2014-15,Tulsa,12,12,455,366,54,46,277,821,Offense
2014-15,Tulsa,0,12,498,426,48,22,222,924,Defensive
2015-16,Tulsa,13,13,611,420,63,42,263,1031,Offense
2015-16,Tulsa,0,13,580,468,59,36,368,1048,Defensive
2016-17,Tulsa,13,13,585,378,68,26,348,963,Offense
2016-17,Tulsa,0,13,653,444,47,32,232,1097,Defensive
2017-18,Tulsa,12,12,522,400,49,18,207,922,Offense
2017-18,Tulsa,0,12,544,385,59,24,257,929,Defensive
2013-14,Tulane,13,13,557,350,76,68,439,907,Offense
2013-14,Tulane,0,13,482,398,63,46,296,880,Defensive
2014-15,Tulane,12,12,499,272,69,32,354,771,Offense
2014-15,Tulane,0,12,502,314,72,20,351,816,Defensive
2015-16,Tulane,12,12,589,188,82,16,388,777,Offense
2015-16,Tulane,0,12,512,190,60,22,291,702,Defensive
2016-17,Tulane,12,12,474,292,72,30,327,766,Offense
2016-17,Tulane,0,12,487,388,57,32,256,875,Defensive
2017-18,Tulane,12,12,487,235,51,14,182,722,Offense
2017-18,Tulane,0,12,516,290,63,22,307,806,Defensive
2013-14,Tulane,13,13,557,350,76,68,439,907,Offense
2013-14,Tulane,0,13,482,398,63,46,296,880,Defensive
2014-15,Tulane,12,12,499,272,69,32,354,771,Offense
2014-15,Tulane,0,12,502,314,72,20,351,816,Defensive
2015-16,Tulane,12,12,589,188,82,16,388,777,Offense
2015-16,Tulane,0,12,512,190,60,22,291,702,Defensive
2016-17,Tulane,12,12,474,292,72,30,327,766,Offense
2016-17,Tulane,0,12,487,388,57,32,256,875,Defensive
2017-18,Tulane,12,12,487,235,51,14,182,722,Offense
2017-18,Tulane,0,12,516,290,63,22,307,806,Defensive
2013-14,Tulane,13,13,557,350,76,68,439,907,Offense
2013-14,Tulane,0,13,482,398,63,46,296,880,Defensive
2014-15,Tulane,12,12,499,272,69,32,354,771,Offense
2014-15,Tulane,0,12,502,314,72,20,351,816,Defensive
2015-16,Tulane,12,12,589,188,82,16,388,777,Offense
2015-16,Tulane,0,12,512,190,60,22,291,702,Defensive
2016-17,Tulane,12,12,474,292,72,30,327,766,Offense
2016-17,Tulane,0,12,487,388,57,32,256,875,Defensive
2017-18,Tulane,12,12,487,235,51,14,182,722,Offense
2017-18,Tulane,0,12,516,290,63,22,307,806,Defensive
2013-14,Tulane,13,13,557,350,76,68,439,907,Offense
2013-14,Tulane,0,13,482,398,63,46,296,880,Defensive
2014-15,Tulane,12,12,499,272,69,32,354,771,Offense
2014-15,Tulane,0,12,502,314,72,20,351,816,Defensive
2015-16,Tulane,12,12,589,188,82,16,388,777,Offense
2015-16,Tulane,0,12,512,190,60,22,291,702,Defensive
2016-17,Tulane,12,12,474,292,72,30,327,766,Offense
2016-17,Tulane,0,12,487,388,57,32,256,875,Defensive
2017-18,Tulane,12,12,487,235,51,14,182,722,Offense
2017-18,Tulane,0,12,516,290,63,22,307,806,Defensive
2013-14,Troy,12,12,532,281,61,10,236,813,Offense
2013-14,Troy,0,12,579,277,61,34,318,856,Defensive
2014-15,Troy,12,12,513,330,44,16,192,843,Offense
2014-15,Troy,0,12,544,326,62,38,305,870,Defensive
2015-16,Troy,12,12,543,342,65,36,312,885,Offense
2015-16,Troy,0,12,465,304,58,48,304,769,Defensive
2016-17,Troy,13,13,580,248,77,30,358,828,Offense
2016-17,Troy,0,13,634,297,58,16,220,931,Defensive
2017-18,Troy,12,12,477,366,68,66,357,843,Offense
2017-18,Troy,0,12,394,438,40,22,175,832,Defensive
2013-14,Troy,12,12,532,281,61,10,236,813,Offense
2013-14,Troy,0,12,579,277,61,34,318,856,Defensive
2014-15,Troy,12,12,513,330,44,16,192,843,Offense
2014-15,Troy,0,12,544,326,62,38,305,870,Defensive
2015-16,Troy,12,12,543,342,65,36,312,885,Offense
2015-16,Troy,0,12,465,304,58,48,304,769,Defensive
2016-17,Troy,13,13,580,248,77,30,358,828,Offense
2016-17,Troy,0,13,634,297,58,16,220,931,Defensive
2017-18,Troy,12,12,477,366,68,66,357,843,Offense
2017-18,Troy,0,12,394,438,40,22,175,832,Defensive
2013-14,Troy,12,12,532,281,61,10,236,813,Offense
2013-14,Troy,0,12,579,277,61,34,318,856,Defensive
2014-15,Troy,12,12,513,330,44,16,192,843,Offense
2014-15,Troy,0,12,544,326,62,38,305,870,Defensive
2015-16,Troy,12,12,543,342,65,36,312,885,Offense
2015-16,Troy,0,12,465,304,58,48,304,769,Defensive
2016-17,Troy,13,13,580,248,77,30,358,828,Offense
2016-17,Troy,0,13,634,297,58,16,220,931,Defensive
2017-18,Troy,12,12,477,366,68,66,357,843,Offense
2017-18,Troy,0,12,394,438,40,22,175,832,Defensive
2013-14,Troy,12,12,532,281,61,10,236,813,Offense
2013-14,Troy,0,12,579,277,61,34,318,856,Defensive
2014-15,Troy,12,12,513,330,44,16,192,843,Offense
2014-15,Troy,0,12,544,326,62,38,305,870,Defensive
2015-16,Troy,12,12,543,342,65,36,312,885,Offense
2015-16,Troy,0,12,465,304,58,48,304,769,Defensive
2016-17,Troy,13,13,580,248,77,30,358,828,Offense
2016-17,Troy,0,13,634,297,58,16,220,931,Defensive
2017-18,Troy,12,12,477,366,68,66,357,843,Offense
2017-18,Troy,0,12,394,438,40,22,175,832,Defensive
2013-14,Toledo,12,12,487,404,60,30,305,891,Offense
2013-14,Toledo,0,12,435,466,26,26,95,901,Defensive
2014-15,Toledo,13,13,501,356,60,38,340,857,Offense
2014-15,Toledo,0,13,551,476,41,24,239,1027,Defensive
2015-16,Toledo,12,12,514,372,60,42,273,886,Offense
2015-16,Toledo,0,12,468,462,33,16,111,930,Defensive
2016-17,Toledo,13,13,538,344,61,26,294,882,Offense
2016-17,Toledo,0,13,562,418,51,32,192,980,Defensive
2017-18,Toledo,13,13,432,450,53,30,231,882,Offense
2017-18,Toledo,0,13,513,456,43,22,180,969,Defensive
2013-14,Toledo,12,12,487,404,60,30,305,891,Offense
2013-14,Toledo,0,12,435,466,26,26,95,901,Defensive
2014-15,Toledo,13,13,501,356,60,38,340,857,Offense
2014-15,Toledo,0,13,551,476,41,24,239,1027,Defensive
2015-16,Toledo,12,12,514,372,60,42,273,886,Offense
2015-16,Toledo,0,12,468,462,33,16,111,930,Defensive
2016-17,Toledo,13,13,538,344,61,26,294,882,Offense
2016-17,Toledo,0,13,562,418,51,32,192,980,Defensive
2017-18,Toledo,13,13,432,450,53,30,231,882,Offense
2017-18,Toledo,0,13,513,456,43,22,180,969,Defensive
2013-14,Toledo,12,12,487,404,60,30,305,891,Offense
2013-14,Toledo,0,12,435,466,26,26,95,901,Defensive
2014-15,Toledo,13,13,501,356,60,38,340,857,Offense
2014-15,Toledo,0,13,551,476,41,24,239,1027,Defensive
2015-16,Toledo,12,12,514,372,60,42,273,886,Offense
2015-16,Toledo,0,12,468,462,33,16,111,930,Defensive
2016-17,Toledo,13,13,538,344,61,26,294,882,Offense
2016-17,Toledo,0,13,562,418,51,32,192,980,Defensive
2017-18,Toledo,13,13,432,450,53,30,231,882,Offense
2017-18,Toledo,0,13,513,456,43,22,180,969,Defensive
2013-14,Toledo,12,12,487,404,60,30,305,891,Offense
2013-14,Toledo,0,12,435,466,26,26,95,901,Defensive
2014-15,Toledo,13,13,501,356,60,38,340,857,Offense
2014-15,Toledo,0,13,551,476,41,24,239,1027,Defensive
2015-16,Toledo,12,12,514,372,60,42,273,886,Offense
2015-16,Toledo,0,12,468,462,33,16,111,930,Defensive
2016-17,Toledo,13,13,538,344,61,26,294,882,Offense
2016-17,Toledo,0,13,562,418,51,32,192,980,Defensive
2017-18,Toledo,13,13,432,450,53,30,231,882,Offense
2017-18,Toledo,0,13,513,456,43,22,180,969,Defensive
2013-14,Texas Tech,13,13,705,246,70,26,276,951,Offense
2013-14,Texas Tech,0,13,720,192,83,18,363,912,Defensive
2014-15,Texas Tech,12,12,625,300,48,30,258,925,Offense
2014-15,Texas Tech,0,12,564,196,50,14,185,760,Defensive
2015-16,Texas Tech,13,13,636,382,54,30,198,1018,Offense
2015-16,Texas Tech,0,13,688,226,54,28,281,914,Defensive
2016-17,Texas Tech,12,12,603,220,42,10,147,823,Offense
2016-17,Texas Tech,0,12,615,234,58,20,403,849,Defensive
2017-18,Texas Tech,12,12,559,264,44,14,226,823,Offense
2017-18,Texas Tech,0,12,577,252,63,18,322,829,Defensive
2013-14,Texas Tech,13,13,705,246,70,26,276,951,Offense
2013-14,Texas Tech,0,13,720,192,83,18,363,912,Defensive
2014-15,Texas Tech,12,12,625,300,48,30,258,925,Offense
2014-15,Texas Tech,0,12,564,196,50,14,185,760,Defensive
2015-16,Texas Tech,13,13,636,382,54,30,198,1018,Offense
2015-16,Texas Tech,0,13,688,226,54,28,281,914,Defensive
2016-17,Texas Tech,12,12,603,220,42,10,147,823,Offense
2016-17,Texas Tech,0,12,615,234,58,20,403,849,Defensive
2017-18,Texas Tech,12,12,559,264,44,14,226,823,Offense
2017-18,Texas Tech,0,12,577,252,63,18,322,829,Defensive
2013-14,Texas St.,12,12,544,251,50,14,221,795,Offense
2013-14,Texas St.,0,12,513,258,69,24,272,771,Defensive
2014-15,Texas St.,12,12,546,360,51,16,215,906,Offense
2014-15,Texas St.,0,12,574,282,54,42,249,856,Defensive
2015-16,Texas St.,12,12,587,267,46,18,206,854,Offense
2015-16,Texas St.,0,12,613,192,69,13,262,805,Defensive
2016-17,Texas St.,12,12,614,355,50,26,177,969,Offense
2016-17,Texas St.,0,12,562,288,84,42,460,850,Defensive
2017-18,Texas St.,12,12,571,333,46,20,209,904,Offense
2017-18,Texas St.,0,12,546,314,90,38,447,860,Defensive
2013-14,Texas St.,12,12,544,251,50,14,221,795,Offense
2013-14,Texas St.,0,12,513,258,69,24,272,771,Defensive
2014-15,Texas St.,12,12,546,360,51,16,215,906,Offense
2014-15,Texas St.,0,12,574,282,54,42,249,856,Defensive
2015-16,Texas St.,12,12,587,267,46,18,206,854,Offense
2015-16,Texas St.,0,12,613,192,69,13,262,805,Defensive
2016-17,Texas St.,12,12,614,355,50,26,177,969,Offense
2016-17,Texas St.,0,12,562,288,84,42,460,850,Defensive
2017-18,Texas St.,12,12,571,333,46,20,209,904,Offense
2017-18,Texas St.,0,12,546,314,90,38,447,860,Defensive
2013-14,UNLV,13,13,555,387,58,28,247,942,Offense
2013-14,UNLV,0,13,559,382,67,30,329,941,Defensive
2014-15,UNLV,13,13,601,488,53,38,259,1089,Offense
