Year,Team,GP,G,SoloTack,AsstTack,STFL,ATFL,TackleYds,Tackles,OffenseDefense
2015-16,FIU,0,12,445,402,46,40,273,847,Defensive
2016-17,FIU,12,12,461,342,33,24,155,803,Offense
2016-17,FIU,0,12,465,364,52,30,240,829,Defensive
2017-18,FIU,12,12,567,237,68,6,253,804,Offense
2017-18,FIU,0,12,568,263,58,12,294,831,Defensive
2013-14,Hawaii,12,12,617,340,80,40,359,957,Offense
2013-14,Hawaii,0,12,573,312,58,34,339,885,Defensive
2014-15,Hawaii,13,13,621,239,65,10,291,860,Offense
2014-15,Hawaii,0,13,664,221,87,8,377,885,Defensive
2015-16,Hawaii,13,13,663,411,68,31,296,1074,Offense
2015-16,Hawaii,0,13,505,260,51,20,279,765,Defensive
2016-17,Hawaii,14,14,663,364,83,18,328,1027,Offense
2016-17,Hawaii,0,14,594,224,59,12,278,818,Defensive
2017-18,Hawaii,12,12,515,324,57,24,268,839,Offense
2017-18,Hawaii,0,12,507,274,48,22,248,781,Defensive
2013-14,Hawaii,12,12,617,340,80,40,359,957,Offense
2013-14,Hawaii,0,12,573,312,58,34,339,885,Defensive
2014-15,Hawaii,13,13,621,239,65,10,291,860,Offense
2014-15,Hawaii,0,13,664,221,87,8,377,885,Defensive
2015-16,Hawaii,13,13,663,411,68,31,296,1074,Offense
2015-16,Hawaii,0,13,505,260,51,20,279,765,Defensive
2016-17,Hawaii,14,14,663,364,83,18,328,1027,Offense
2016-17,Hawaii,0,14,594,224,59,12,278,818,Defensive
2017-18,Hawaii,12,12,515,324,57,24,268,839,Offense
2017-18,Hawaii,0,12,507,274,48,22,248,781,Defensive
2013-14,Georgia St.,12,12,554,324,48,28,171,878,Offense
2013-14,Georgia St.,0,12,461,238,61,24,276,699,Defensive
2014-15,Georgia St.,12,12,577,315,42,12,158,892,Offense
2014-15,Georgia St.,0,12,503,261,61,32,285,764,Defensive
2015-16,Georgia St.,13,13,605,335,62,26,286,940,Offense
2015-16,Georgia St.,0,13,531,275,66,20,299,806,Defensive
2016-17,Georgia St.,12,12,593,347,40,12,204,940,Offense
2016-17,Georgia St.,0,12,440,212,51,8,216,652,Defensive
2017-18,Georgia St.,11,11,422,302,35,22,177,724,Offense
2017-18,Georgia St.,0,11,477,292,53,27,229,769,Defensive
2013-14,Georgia Tech,13,13,559,225,69,28,342,784,Offense
2013-14,Georgia Tech,0,13,616,303,66,30,281,919,Defensive
2014-15,Georgia Tech,14,14,581,264,51,20,242,845,Offense
2014-15,Georgia Tech,0,14,673,326,60,10,192,999,Defensive
2015-16,Georgia Tech,12,12,468,239,39,16,153,707,Offense
2015-16,Georgia Tech,0,12,495,260,70,12,300,755,Defensive
2016-17,Georgia Tech,13,13,551,253,49,16,164,804,Offense
2016-17,Georgia Tech,0,13,507,248,64,12,275,755,Defensive
2017-18,Georgia Tech,11,11,470,179,43,8,222,649,Offense
2017-18,Georgia Tech,0,11,503,319,57,18,217,822,Defensive
2013-14,Georgia Tech,13,13,559,225,69,28,342,784,Offense
2013-14,Georgia Tech,0,13,616,303,66,30,281,919,Defensive
2014-15,Georgia Tech,14,14,581,264,51,20,242,845,Offense
2014-15,Georgia Tech,0,14,673,326,60,10,192,999,Defensive
2015-16,Georgia Tech,12,12,468,239,39,16,153,707,Offense
2015-16,Georgia Tech,0,12,495,260,70,12,300,755,Defensive
2016-17,Georgia Tech,13,13,551,253,49,16,164,804,Offense
2016-17,Georgia Tech,0,13,507,248,64,12,275,755,Defensive
2017-18,Georgia Tech,11,11,470,179,43,8,222,649,Offense
2017-18,Georgia Tech,0,11,503,319,57,18,217,822,Defensive
2013-14,Georgia Tech,13,13,559,225,69,28,342,784,Offense
2013-14,Georgia Tech,0,13,616,303,66,30,281,919,Defensive
2014-15,Georgia Tech,14,14,581,264,51,20,242,845,Offense
2014-15,Georgia Tech,0,14,673,326,60,10,192,999,Defensive
2015-16,Georgia Tech,12,12,468,239,39,16,153,707,Offense
2015-16,Georgia Tech,0,12,495,260,70,12,300,755,Defensive
2016-17,Georgia Tech,13,13,551,253,49,16,164,804,Offense
2016-17,Georgia Tech,0,13,507,248,64,12,275,755,Defensive
2017-18,Georgia Tech,11,11,470,179,43,8,222,649,Offense
2017-18,Georgia Tech,0,11,503,319,57,18,217,822,Defensive
2013-14,Georgia St.,12,12,554,324,48,28,171,878,Offense
2013-14,Georgia St.,0,12,461,238,61,24,276,699,Defensive
2014-15,Georgia St.,12,12,577,315,42,12,158,892,Offense
2014-15,Georgia St.,0,12,503,261,61,32,285,764,Defensive
2015-16,Georgia St.,13,13,605,335,62,26,286,940,Offense
2015-16,Georgia St.,0,13,531,275,66,20,299,806,Defensive
2016-17,Georgia St.,12,12,593,347,40,12,204,940,Offense
2016-17,Georgia St.,0,12,440,212,51,8,216,652,Defensive
2017-18,Georgia St.,11,11,422,302,35,22,177,724,Offense
2017-18,Georgia St.,0,11,477,292,53,27,229,769,Defensive
2013-14,Georgia St.,12,12,554,324,48,28,171,878,Offense
2013-14,Georgia St.,0,12,461,238,61,24,276,699,Defensive
2014-15,Georgia St.,12,12,577,315,42,12,158,892,Offense
2014-15,Georgia St.,0,12,503,261,61,32,285,764,Defensive
2015-16,Georgia St.,13,13,605,335,62,26,286,940,Offense
2015-16,Georgia St.,0,13,531,275,66,20,299,806,Defensive
2016-17,Georgia St.,12,12,593,347,40,12,204,940,Offense
2016-17,Georgia St.,0,12,440,212,51,8,216,652,Defensive
2017-18,Georgia St.,11,11,422,302,35,22,177,724,Offense
2017-18,Georgia St.,0,11,477,292,53,27,229,769,Defensive
2013-14,Georgia St.,12,12,554,324,48,28,171,878,Offense
2013-14,Georgia St.,0,12,461,238,61,24,276,699,Defensive
2014-15,Georgia St.,12,12,577,315,42,12,158,892,Offense
2014-15,Georgia St.,0,12,503,261,61,32,285,764,Defensive
2015-16,Georgia St.,13,13,605,335,62,26,286,940,Offense
2015-16,Georgia St.,0,13,531,275,66,20,299,806,Defensive
2016-17,Georgia St.,12,12,593,347,40,12,204,940,Offense
2016-17,Georgia St.,0,12,440,212,51,8,216,652,Defensive
2017-18,Georgia St.,11,11,422,302,35,22,177,724,Offense
2017-18,Georgia St.,0,11,477,292,53,27,229,769,Defensive
2013-14,Georgia,13,13,575,357,71,20,337,932,Offense
2013-14,Georgia,0,13,562,344,43,22,201,906,Defensive
2014-15,Georgia,13,13,499,480,53,36,348,979,Offense
2014-15,Georgia,0,13,520,458,58,22,215,978,Defensive
2015-16,Georgia,13,13,443,462,57,38,248,905,Offense
2015-16,Georgia,0,13,416,486,36,28,201,902,Defensive
2016-17,Georgia,13,13,440,420,48,28,284,860,Offense
2016-17,Georgia,0,13,486,491,61,42,305,977,Defensive
2017-18,Georgia,13,13,436,366,63,30,306,726,Offense
2017-18,Georgia,0,13,455,487,27,58,177,868,Defensive
2013-14,Georgia,13,13,575,357,71,20,337,932,Offense
2013-14,Georgia,0,13,562,344,43,22,201,906,Defensive
2014-15,Georgia,13,13,499,480,53,36,348,979,Offense
2014-15,Georgia,0,13,520,458,58,22,215,978,Defensive
2015-16,Georgia,13,13,443,462,57,38,248,905,Offense
2015-16,Georgia,0,13,416,486,36,28,201,902,Defensive
2016-17,Georgia,13,13,440,420,48,28,284,860,Offense
2016-17,Georgia,0,13,486,491,61,42,305,977,Defensive
2017-18,Georgia,13,13,436,366,63,30,306,726,Offense
2017-18,Georgia,0,13,455,487,27,58,177,868,Defensive
2013-14,Georgia,13,13,575,357,71,20,337,932,Offense
2013-14,Georgia,0,13,562,344,43,22,201,906,Defensive
2014-15,Georgia,13,13,499,480,53,36,348,979,Offense
2014-15,Georgia,0,13,520,458,58,22,215,978,Defensive
2015-16,Georgia,13,13,443,462,57,38,248,905,Offense
2015-16,Georgia,0,13,416,486,36,28,201,902,Defensive
2016-17,Georgia,13,13,440,420,48,28,284,860,Offense
2016-17,Georgia,0,13,486,491,61,42,305,977,Defensive
2017-18,Georgia,13,13,436,366,63,30,306,726,Offense
2017-18,Georgia,0,13,455,487,27,58,177,868,Defensive
2013-14,Georgia,13,13,575,357,71,20,337,932,Offense
2013-14,Georgia,0,13,562,344,43,22,201,906,Defensive
2014-15,Georgia,13,13,499,480,53,36,348,979,Offense
2014-15,Georgia,0,13,520,458,58,22,215,978,Defensive
2015-16,Georgia,13,13,443,462,57,38,248,905,Offense
2015-16,Georgia,0,13,416,486,36,28,201,902,Defensive
2016-17,Georgia,13,13,440,420,48,28,284,860,Offense
2016-17,Georgia,0,13,486,491,61,42,305,977,Defensive
2017-18,Georgia,13,13,436,366,63,30,306,726,Offense
2017-18,Georgia,0,13,455,487,27,58,177,868,Defensive
2013-14,Ga. Southern,11,11,388,324,43,16,165,712,Offense
2013-14,Ga. Southern,0,11,442,448,53,16,189,890,Defensive
2014-15,Ga. Southern,12,12,477,311,55,22,266,788,Offense
2014-15,Ga. Southern,0,12,484,446,35,14,146,930,Defensive
2015-16,Ga. Southern,13,13,439,346,42,24,222,785,Offense
2015-16,Ga. Southern,0,13,564,392,59,24,255,956,Defensive
2016-17,Ga. Southern,12,12,451,292,54,26,237,743,Offense
2016-17,Ga. Southern,0,12,526,422,72,28,272,948,Defensive
2017-18,Ga. Southern,12,12,403,246,52,29,195,649,Offense
2017-18,Ga. Southern,0,12,535,378,75,35,354,913,Defensive
2013-14,Ga. Southern,11,11,388,324,43,16,165,712,Offense
2013-14,Ga. Southern,0,11,442,448,53,16,189,890,Defensive
2014-15,Ga. Southern,12,12,477,311,55,22,266,788,Offense
2014-15,Ga. Southern,0,12,484,446,35,14,146,930,Defensive
2015-16,Ga. Southern,13,13,439,346,42,24,222,785,Offense
2015-16,Ga. Southern,0,13,564,392,59,24,255,956,Defensive
2016-17,Ga. Southern,12,12,451,292,54,26,237,743,Offense
2016-17,Ga. Southern,0,12,526,422,72,28,272,948,Defensive
2017-18,Ga. Southern,12,12,403,246,52,29,195,649,Offense
2017-18,Ga. Southern,0,12,535,378,75,35,354,913,Defensive
2013-14,Ga. Southern,11,11,388,324,43,16,165,712,Offense
2013-14,Ga. Southern,0,11,442,448,53,16,189,890,Defensive
2014-15,Ga. Southern,12,12,477,311,55,22,266,788,Offense
2014-15,Ga. Southern,0,12,484,446,35,14,146,930,Defensive
2015-16,Ga. Southern,13,13,439,346,42,24,222,785,Offense
2015-16,Ga. Southern,0,13,564,392,59,24,255,956,Defensive
2016-17,Ga. Southern,12,12,451,292,54,26,237,743,Offense
2016-17,Ga. Southern,0,12,526,422,72,28,272,948,Defensive
2017-18,Ga. Southern,12,12,403,246,52,29,195,649,Offense
2017-18,Ga. Southern,0,12,535,378,75,35,354,913,Defensive
2013-14,Ga. Southern,11,11,388,324,43,16,165,712,Offense
2013-14,Ga. Southern,0,11,442,448,53,16,189,890,Defensive
2014-15,Ga. Southern,12,12,477,311,55,22,266,788,Offense
2014-15,Ga. Southern,0,12,484,446,35,14,146,930,Defensive
2015-16,Ga. Southern,13,13,439,346,42,24,222,785,Offense
2015-16,Ga. Southern,0,13,564,392,59,24,255,956,Defensive
2016-17,Ga. Southern,12,12,451,292,54,26,237,743,Offense
2016-17,Ga. Southern,0,12,526,422,72,28,272,948,Defensive
2017-18,Ga. Southern,12,12,403,246,52,29,195,649,Offense
2017-18,Ga. Southern,0,12,535,378,75,35,354,913,Defensive
2013-14,Indiana,12,12,584,322,47,34,232,906,Offense
2013-14,Indiana,0,12,582,226,64,20,280,808,Defensive
2014-15,Indiana,12,12,536,292,65,24,264,828,Offense
2014-15,Indiana,0,12,537,344,69,34,318,881,Defensive
2015-16,Indiana,13,13,609,346,69,26,289,955,Offense
2015-16,Indiana,0,13,622,442,51,32,217,1064,Defensive
2016-17,Indiana,13,13,643,236,81,32,354,879,Offense
2016-17,Indiana,0,13,670,272,78,32,407,942,Defensive
2017-18,Indiana,12,12,524,273,68,38,348,797,Offense
2017-18,Indiana,0,12,533,432,56,36,318,965,Defensive
2013-14,Indiana,12,12,584,322,47,34,232,906,Offense
2013-14,Indiana,0,12,582,226,64,20,280,808,Defensive
2014-15,Indiana,12,12,536,292,65,24,264,828,Offense
2014-15,Indiana,0,12,537,344,69,34,318,881,Defensive
2015-16,Indiana,13,13,609,346,69,26,289,955,Offense
2015-16,Indiana,0,13,622,442,51,32,217,1064,Defensive
2016-17,Indiana,13,13,643,236,81,32,354,879,Offense
2016-17,Indiana,0,13,670,272,78,32,407,942,Defensive
2017-18,Indiana,12,12,524,273,68,38,348,797,Offense
2017-18,Indiana,0,12,533,432,56,36,318,965,Defensive
2013-14,Indiana,12,12,584,322,47,34,232,906,Offense
2013-14,Indiana,0,12,582,226,64,20,280,808,Defensive
2014-15,Indiana,12,12,536,292,65,24,264,828,Offense
2014-15,Indiana,0,12,537,344,69,34,318,881,Defensive
2015-16,Indiana,13,13,609,346,69,26,289,955,Offense
2015-16,Indiana,0,13,622,442,51,32,217,1064,Defensive
2016-17,Indiana,13,13,643,236,81,32,354,879,Offense
2016-17,Indiana,0,13,670,272,78,32,407,942,Defensive
2017-18,Indiana,12,12,524,273,68,38,348,797,Offense
2017-18,Indiana,0,12,533,432,56,36,318,965,Defensive
2013-14,Illinois,12,12,441,526,51,32,219,967,Offense
2013-14,Illinois,0,12,476,424,62,36,378,900,Defensive
2014-15,Illinois,13,13,476,572,59,46,286,1048,Offense
2014-15,Illinois,0,13,486,356,85,32,415,842,Defensive
2015-16,Illinois,12,12,440,479,72,34,307,919,Offense
2015-16,Illinois,0,12,437,448,47,40,284,885,Defensive
2016-17,Illinois,12,12,454,542,75,40,320,996,Offense
2016-17,Illinois,0,12,316,435,37,48,227,751,Defensive
2017-18,Illinois,12,12,498,421,38,30,194,919,Offense
2017-18,Illinois,0,12,392,312,69,34,402,704,Defensive
2013-14,Illinois,12,12,441,526,51,32,219,967,Offense
2013-14,Illinois,0,12,476,424,62,36,378,900,Defensive
2014-15,Illinois,13,13,476,572,59,46,286,1048,Offense
2014-15,Illinois,0,13,486,356,85,32,415,842,Defensive
2015-16,Illinois,12,12,440,479,72,34,307,919,Offense
2015-16,Illinois,0,12,437,448,47,40,284,885,Defensive
2016-17,Illinois,12,12,454,542,75,40,320,996,Offense
2016-17,Illinois,0,12,316,435,37,48,227,751,Defensive
2017-18,Illinois,12,12,498,421,38,30,194,919,Offense
2017-18,Illinois,0,12,392,312,69,34,402,704,Defensive
2013-14,Illinois,12,12,441,526,51,32,219,967,Offense
2013-14,Illinois,0,12,476,424,62,36,378,900,Defensive
2014-15,Illinois,13,13,476,572,59,46,286,1048,Offense
2014-15,Illinois,0,13,486,356,85,32,415,842,Defensive
2015-16,Illinois,12,12,440,479,72,34,307,919,Offense
2015-16,Illinois,0,12,437,448,47,40,284,885,Defensive
2016-17,Illinois,12,12,454,542,75,40,320,996,Offense
2016-17,Illinois,0,12,316,435,37,48,227,751,Defensive
2017-18,Illinois,12,12,498,421,38,30,194,919,Offense
2017-18,Illinois,0,12,392,312,69,34,402,704,Defensive
2013-14,Illinois,12,12,441,526,51,32,219,967,Offense
2013-14,Illinois,0,12,476,424,62,36,378,900,Defensive
2014-15,Illinois,13,13,476,572,59,46,286,1048,Offense
2014-15,Illinois,0,13,486,356,85,32,415,842,Defensive
2015-16,Illinois,12,12,440,479,72,34,307,919,Offense
2015-16,Illinois,0,12,437,448,47,40,284,885,Defensive
2016-17,Illinois,12,12,454,542,75,40,320,996,Offense
2016-17,Illinois,0,12,316,435,37,48,227,751,Defensive
2017-18,Illinois,12,12,498,421,38,30,194,919,Offense
2017-18,Illinois,0,12,392,312,69,34,402,704,Defensive
2013-14,Idaho,12,12,625,285,66,10,278,910,Offense
2013-14,Idaho,0,12,624,327,97,20,509,951,Defensive
2014-15,Idaho,11,11,496,287,57,16,214,783,Offense
2014-15,Idaho,0,11,540,315,62,14,351,855,Defensive
2015-16,Idaho,12,12,562,264,60,8,230,826,Offense
2015-16,Idaho,0,12,584,336,50,16,242,920,Defensive
2016-17,Idaho,13,13,582,265,64,4,281,798,Offense
2016-17,Idaho,0,13,628,289,60,14,237,846,Defensive
2017-18,Idaho,12,12,515,293,74,34,331,808,Offense
2017-18,Idaho,0,12,493,326,63,62,425,819,Defensive
2013-14,Idaho,12,12,625,285,66,10,278,910,Offense
2013-14,Idaho,0,12,624,327,97,20,509,951,Defensive
2014-15,Idaho,11,11,496,287,57,16,214,783,Offense
2014-15,Idaho,0,11,540,315,62,14,351,855,Defensive
2015-16,Idaho,12,12,562,264,60,8,230,826,Offense
2015-16,Idaho,0,12,584,336,50,16,242,920,Defensive
2016-17,Idaho,13,13,582,265,64,4,281,798,Offense
2016-17,Idaho,0,13,628,289,60,14,237,846,Defensive
2017-18,Idaho,12,12,515,293,74,34,331,808,Offense
2017-18,Idaho,0,12,493,326,63,62,425,819,Defensive
2013-14,Idaho,12,12,625,285,66,10,278,910,Offense
2013-14,Idaho,0,12,624,327,97,20,509,951,Defensive
2014-15,Idaho,11,11,496,287,57,16,214,783,Offense
2014-15,Idaho,0,11,540,315,62,14,351,855,Defensive
2015-16,Idaho,12,12,562,264,60,8,230,826,Offense
2015-16,Idaho,0,12,584,336,50,16,242,920,Defensive
2016-17,Idaho,13,13,582,265,64,4,281,798,Offense
2016-17,Idaho,0,13,628,289,60,14,237,846,Defensive
2017-18,Idaho,12,12,515,293,74,34,331,808,Offense
2017-18,Idaho,0,12,493,326,63,62,425,819,Defensive
2013-14,Idaho,12,12,625,285,66,10,278,910,Offense
2013-14,Idaho,0,12,624,327,97,20,509,951,Defensive
2014-15,Idaho,11,11,496,287,57,16,214,783,Offense
2014-15,Idaho,0,11,540,315,62,14,351,855,Defensive
2015-16,Idaho,12,12,562,264,60,8,230,826,Offense
2015-16,Idaho,0,12,584,336,50,16,242,920,Defensive
2016-17,Idaho,13,13,582,265,64,4,281,798,Offense
2016-17,Idaho,0,13,628,289,60,14,237,846,Defensive
2017-18,Idaho,12,12,515,293,74,34,331,808,Offense
2017-18,Idaho,0,12,493,326,63,62,425,819,Defensive
2013-14,Houston,13,13,588,460,62,32,360,1048,Offense
2013-14,Houston,0,13,529,396,67,46,361,925,Defensive
2014-15,Houston,13,13,506,460,50,32,249,966,Offense
2014-15,Houston,0,13,527,420,69,40,372,947,Defensive
2015-16,Houston,14,14,597,318,73,24,388,915,Offense
2015-16,Houston,0,14,650,456,64,32,291,1106,Defensive
2016-17,Houston,13,13,549,246,83,34,429,795,Offense
2016-17,Houston,0,13,653,383,81,34,393,1036,Defensive
2017-18,Houston,11,11,508,305,63,22,263,813,Offense
2017-18,Houston,0,11,513,286,51,26,215,799,Defensive
2013-14,Houston,13,13,588,460,62,32,360,1048,Offense
2013-14,Houston,0,13,529,396,67,46,361,925,Defensive
2014-15,Houston,13,13,506,460,50,32,249,966,Offense
2014-15,Houston,0,13,527,420,69,40,372,947,Defensive
2015-16,Houston,14,14,597,318,73,24,388,915,Offense
2015-16,Houston,0,14,650,456,64,32,291,1106,Defensive
2016-17,Houston,13,13,549,246,83,34,429,795,Offense
2016-17,Houston,0,13,653,383,81,34,393,1036,Defensive
2017-18,Houston,11,11,508,305,63,22,263,813,Offense
2017-18,Houston,0,11,513,286,51,26,215,799,Defensive
2013-14,Houston,13,13,588,460,62,32,360,1048,Offense
2013-14,Houston,0,13,529,396,67,46,361,925,Defensive
2014-15,Houston,13,13,506,460,50,32,249,966,Offense
2014-15,Houston,0,13,527,420,69,40,372,947,Defensive
2015-16,Houston,14,14,597,318,73,24,388,915,Offense
2015-16,Houston,0,14,650,456,64,32,291,1106,Defensive
2016-17,Houston,13,13,549,246,83,34,429,795,Offense
2016-17,Houston,0,13,653,383,81,34,393,1036,Defensive
2017-18,Houston,11,11,508,305,63,22,263,813,Offense
2017-18,Houston,0,11,513,286,51,26,215,799,Defensive
2013-14,Houston,13,13,588,460,62,32,360,1048,Offense
2013-14,Houston,0,13,529,396,67,46,361,925,Defensive
2014-15,Houston,13,13,506,460,50,32,249,966,Offense
2014-15,Houston,0,13,527,420,69,40,372,947,Defensive
2015-16,Houston,14,14,597,318,73,24,388,915,Offense
2015-16,Houston,0,14,650,456,64,32,291,1106,Defensive
2016-17,Houston,13,13,549,246,83,34,429,795,Offense
2016-17,Houston,0,13,653,383,81,34,393,1036,Defensive
2017-18,Houston,11,11,508,305,63,22,263,813,Offense
2017-18,Houston,0,11,513,286,51,26,215,799,Defensive
2013-14,Hawaii,12,12,617,340,80,40,359,957,Offense
2013-14,Hawaii,0,12,573,312,58,34,339,885,Defensive
2014-15,Hawaii,13,13,621,239,65,10,291,860,Offense
2014-15,Hawaii,0,13,664,221,87,8,377,885,Defensive
2015-16,Hawaii,13,13,663,411,68,31,296,1074,Offense
2015-16,Hawaii,0,13,505,260,51,20,279,765,Defensive
2016-17,Hawaii,14,14,663,364,83,18,328,1027,Offense
2016-17,Hawaii,0,14,594,224,59,12,278,818,Defensive
2017-18,Hawaii,12,12,515,324,57,24,268,839,Offense
2017-18,Hawaii,0,12,507,274,48,22,248,781,Defensive
2013-14,Hawaii,12,12,617,340,80,40,359,957,Offense
2013-14,Hawaii,0,12,573,312,58,34,339,885,Defensive
2014-15,Hawaii,13,13,621,239,65,10,291,860,Offense
2014-15,Hawaii,0,13,664,221,87,8,377,885,Defensive
2015-16,Hawaii,13,13,663,411,68,31,296,1074,Offense
2015-16,Hawaii,0,13,505,260,51,20,279,765,Defensive
2016-17,Hawaii,14,14,663,364,83,18,328,1027,Offense
2016-17,Hawaii,0,14,594,224,59,12,278,818,Defensive
2017-18,Hawaii,12,12,515,324,57,24,268,839,Offense
2017-18,Hawaii,0,12,507,274,48,22,248,781,Defensive
2013-14,Kansas St.,13,13,602,220,59,24,240,822,Offense
2013-14,Kansas St.,0,13,588,160,73,18,280,748,Defensive
2014-15,Kansas St.,13,13,588,236,65,16,274,824,Offense
2014-15,Kansas St.,0,13,606,158,79,18,310,764,Defensive
2015-16,Kansas St.,13,13,681,136,63,18,317,817,Offense
2015-16,Kansas St.,0,13,621,125,83,6,330,746,Defensive
2016-17,Kansas St.,13,13,561,242,56,28,311,803,Offense
2016-17,Kansas St.,0,13,605,199,72,16,285,804,Defensive
2017-18,Kansas St.,12,12,581,177,52,14,225,758,Offense
2017-18,Kansas St.,0,12,500,176,69,33,255,676,Defensive
2013-14,Kansas St.,13,13,602,220,59,24,240,822,Offense
2013-14,Kansas St.,0,13,588,160,73,18,280,748,Defensive
2014-15,Kansas St.,13,13,588,236,65,16,274,824,Offense
2014-15,Kansas St.,0,13,606,158,79,18,310,764,Defensive
2015-16,Kansas St.,13,13,681,136,63,18,317,817,Offense
2015-16,Kansas St.,0,13,621,125,83,6,330,746,Defensive
2016-17,Kansas St.,13,13,561,242,56,28,311,803,Offense
2016-17,Kansas St.,0,13,605,199,72,16,285,804,Defensive
2017-18,Kansas St.,12,12,581,177,52,14,225,758,Offense
2017-18,Kansas St.,0,12,500,176,69,33,255,676,Defensive
2013-14,Kansas St.,13,13,602,220,59,24,240,822,Offense
2013-14,Kansas St.,0,13,588,160,73,18,280,748,Defensive
2014-15,Kansas St.,13,13,588,236,65,16,274,824,Offense
2014-15,Kansas St.,0,13,606,158,79,18,310,764,Defensive
2015-16,Kansas St.,13,13,681,136,63,18,317,817,Offense
2015-16,Kansas St.,0,13,621,125,83,6,330,746,Defensive
2016-17,Kansas St.,13,13,561,242,56,28,311,803,Offense
2016-17,Kansas St.,0,13,605,199,72,16,285,804,Defensive
2017-18,Kansas St.,12,12,581,177,52,14,225,758,Offense
2017-18,Kansas St.,0,12,500,176,69,33,255,676,Defensive
2013-14,Kansas St.,13,13,602,220,59,24,240,822,Offense
2013-14,Kansas St.,0,13,588,160,73,18,280,748,Defensive
2014-15,Kansas St.,13,13,588,236,65,16,274,824,Offense
2014-15,Kansas St.,0,13,606,158,79,18,310,764,Defensive
2015-16,Kansas St.,13,13,681,136,63,18,317,817,Offense
2015-16,Kansas St.,0,13,621,125,83,6,330,746,Defensive
2016-17,Kansas St.,13,13,561,242,56,28,311,803,Offense
2016-17,Kansas St.,0,13,605,199,72,16,285,804,Defensive
2017-18,Kansas St.,12,12,581,177,52,14,225,758,Offense
2017-18,Kansas St.,0,12,500,176,69,33,255,676,Defensive
2013-14,Kansas,12,12,551,309,60,26,274,860,Offense
2013-14,Kansas,0,12,532,284,77,26,372,816,Defensive
2014-15,Kansas,12,12,572,220,57,20,249,792,Offense
2014-15,Kansas,0,12,531,277,67,28,352,808,Defensive
2015-16,Kansas,12,12,657,230,50,16,214,887,Offense
2015-16,Kansas,0,12,581,233,70,28,394,814,Defensive
2016-17,Kansas,12,12,621,185,84,12,340,806,Offense
2016-17,Kansas,0,12,591,162,64,16,277,753,Defensive
2017-18,Kansas,12,12,578,260,71,36,262,838,Offense
2017-18,Kansas,0,12,539,196,76,32,381,735,Defensive
2013-14,Kansas,12,12,551,309,60,26,274,860,Offense
2013-14,Kansas,0,12,532,284,77,26,372,816,Defensive
2014-15,Kansas,12,12,572,220,57,20,249,792,Offense
2014-15,Kansas,0,12,531,277,67,28,352,808,Defensive
2015-16,Kansas,12,12,657,230,50,16,214,887,Offense
2015-16,Kansas,0,12,581,233,70,28,394,814,Defensive
2016-17,Kansas,12,12,621,185,84,12,340,806,Offense
2016-17,Kansas,0,12,591,162,64,16,277,753,Defensive
2017-18,Kansas,12,12,578,260,71,36,262,838,Offense
2017-18,Kansas,0,12,539,196,76,32,381,735,Defensive
2013-14,Kansas,12,12,551,309,60,26,274,860,Offense
2013-14,Kansas,0,12,532,284,77,26,372,816,Defensive
2014-15,Kansas,12,12,572,220,57,20,249,792,Offense
2014-15,Kansas,0,12,531,277,67,28,352,808,Defensive
2015-16,Kansas,12,12,657,230,50,16,214,887,Offense
2015-16,Kansas,0,12,581,233,70,28,394,814,Defensive
2016-17,Kansas,12,12,621,185,84,12,340,806,Offense
2016-17,Kansas,0,12,591,162,64,16,277,753,Defensive
2017-18,Kansas,12,12,578,260,71,36,262,838,Offense
2017-18,Kansas,0,12,539,196,76,32,381,735,Defensive
2013-14,Kansas,12,12,551,309,60,26,274,860,Offense
2013-14,Kansas,0,12,532,284,77,26,372,816,Defensive
2014-15,Kansas,12,12,572,220,57,20,249,792,Offense
2014-15,Kansas,0,12,531,277,67,28,352,808,Defensive
2015-16,Kansas,12,12,657,230,50,16,214,887,Offense
2015-16,Kansas,0,12,581,233,70,28,394,814,Defensive
2016-17,Kansas,12,12,621,185,84,12,340,806,Offense
2016-17,Kansas,0,12,591,162,64,16,277,753,Defensive
2017-18,Kansas,12,12,578,260,71,36,262,838,Offense
2017-18,Kansas,0,12,539,196,76,32,381,735,Defensive
2013-14,Iowa St.,12,12,565,294,46,28,192,859,Offense
2013-14,Iowa St.,0,12,572,318,84,20,350,890,Defensive
2014-15,Iowa St.,12,12,588,376,44,28,169,964,Offense
2014-15,Iowa St.,0,12,526,317,56,30,302,843,Defensive
2015-16,Iowa St.,12,12,538,350,61,26,292,888,Offense
2015-16,Iowa St.,0,12,586,300,65,24,297,886,Defensive
2016-17,Iowa St.,12,12,549,380,63,34,234,929,Offense
2016-17,Iowa St.,0,12,520,366,52,20,239,886,Defensive
2017-18,Iowa St.,12,12,490,377,68,36,265,867,Offense
2017-18,Iowa St.,0,12,495,295,40,20,179,790,Defensive
2013-14,Iowa St.,12,12,565,294,46,28,192,859,Offense
2013-14,Iowa St.,0,12,572,318,84,20,350,890,Defensive
2014-15,Iowa St.,12,12,588,376,44,28,169,964,Offense
2014-15,Iowa St.,0,12,526,317,56,30,302,843,Defensive
2015-16,Iowa St.,12,12,538,350,61,26,292,888,Offense
2015-16,Iowa St.,0,12,586,300,65,24,297,886,Defensive
2016-17,Iowa St.,12,12,549,380,63,34,234,929,Offense
2016-17,Iowa St.,0,12,520,366,52,20,239,886,Defensive
