Date,Opponent,Result,G,KO,KOYds,KOTB,KORet,KickRetTDs,KORetYds,Team,OffenseDefense
11/22/2014,Boston College,W 20 - 17,1/,,320,4,nan,nan,nan,Florida St. Seminoles,Offense
11/22/2014,Boston College,W 20 - 17,1/,,260,4,1,nan,22,Florida St. Seminoles,Defense
11/29/2014,Florida,W 24 - 19,1/,,323,2,6,nan,92,Florida St. Seminoles,Offense
11/29/2014,Florida,W 24 - 19,1/,,384,nan,3,nan,85,Florida St. Seminoles,Defense
12/06/2014,"Georgia Tech @ Charlotte, N.C.",W 37 - 35,1/,,501,5,3,nan,79,Florida St. Seminoles,Offense
12/06/2014,"Georgia Tech @ Charlotte, N.C.",W 37 - 35,1/,,324,2,3,nan,45,Florida St. Seminoles,Defense
01/01/2015,"Oregon @ Pasadena, Calif.",L 20 - 59,1/,,307,2,9/,nan,186,Florida St. Seminoles,Offense
01/01/2015,"Oregon @ Pasadena, Calif.",L 20 - 59,1/,,599,1,3,nan,48,Florida St. Seminoles,Defense
09/02/2013,@ Pittsburgh,W 41 - 13,1/,,479,1,3,nan,56,Florida St. Seminoles,Offense
09/02/2013,@ Pittsburgh,W 41 - 13,1/,,254,1,7,nan,138,Florida St. Seminoles,Defense
09/14/2013,Nevada,W 62 - 7,1/,,658,3,2,nan,54,Florida St. Seminoles,Offense
09/14/2013,Nevada,W 62 - 7,1/,,124,nan,7,nan,151,Florida St. Seminoles,Defense
09/21/2013,Bethune-Cookman,W 54 - 6,1/,,563,2,3,nan,86,Florida St. Seminoles,Offense
09/21/2013,Bethune-Cookman,W 54 - 6,1/,,164,nan,7,nan,104,Florida St. Seminoles,Defense
09/28/2013,@ Boston College,W 48 - 34,1/,,506,2,1,nan,17,Florida St. Seminoles,Offense
09/28/2013,@ Boston College,W 48 - 34,1/,,455,6,6,nan,162,Florida St. Seminoles,Defense
10/05/2013,Maryland,W 63 - 0,1/,,556,3,1,nan,12,Florida St. Seminoles,Offense
10/05/2013,Maryland,W 63 - 0,1/,,65,nan,4,nan,73,Florida St. Seminoles,Defense
10/19/2013,@ Clemson,W 51 - 14,1/,,536,2,2,nan,73,Florida St. Seminoles,Offense
10/19/2013,@ Clemson,W 51 - 14,1/,,162,nan,5,nan,68,Florida St. Seminoles,Defense
10/26/2013,NC State,W 49 - 17,1/,,487,3,3,nan,79,Florida St. Seminoles,Offense
10/26/2013,NC State,W 49 - 17,1/,,190,nan,3,nan,44,Florida St. Seminoles,Defense
11/02/2013,Miami (FL),W 41 - 14,1/,,486,1,2,nan,36,Florida St. Seminoles,Offense
11/02/2013,Miami (FL),W 41 - 14,1/,,182,1,7,nan,132,Florida St. Seminoles,Defense
11/09/2013,@ Wake Forest,W 59 - 3,1/,,610,7,2,1/,101,Florida St. Seminoles,Offense
11/09/2013,@ Wake Forest,W 59 - 3,1/,,122,nan,3,nan,37,Florida St. Seminoles,Defense
11/16/2013,Syracuse,W 59 - 3,1/,,643,7,2,nan,7,Florida St. Seminoles,Offense
11/16/2013,Syracuse,W 59 - 3,1/,,78,nan,3,nan,62,Florida St. Seminoles,Defense
11/23/2013,Idaho,W 80 - 14,1/,,815/,7,2,nan,96,Florida St. Seminoles,Offense
11/23/2013,Idaho,W 80 - 14,1/,,106,nan,6,nan,99,Florida St. Seminoles,Defense
11/30/2013,@ Florida,W 37 - 7,1/,,499,2,2,nan,24,Florida St. Seminoles,Offense
11/30/2013,@ Florida,W 37 - 7,1/,,114,nan,5,nan,125,Florida St. Seminoles,Defense
12/07/2013,"Duke @ Charlotte, N.C.",W 45 - 7,1/,,487,4,2,nan,60,Florida St. Seminoles,Offense
12/07/2013,"Duke @ Charlotte, N.C.",W 45 - 7,1/,,120,nan,3,nan,36,Florida St. Seminoles,Defense
01/06/2014,"Auburn @ Pasadena, Calif.",W 34 - 31,1/,,429,3,4,1/,172,Florida St. Seminoles,Offense
01/06/2014,"Auburn @ Pasadena, Calif.",W 34 - 31,1/,,387,2,4,nan,70,Florida St. Seminoles,Defense
09/05/2016,"Ole Miss @ Orlando, Fla.",W 45 - 34,1/,11,710/,7,3,nan,81,Florida St. Seminoles,Offense
09/05/2016,"Ole Miss @ Orlando, Fla.",W 45 - 34,1/,6,371,3,4,nan,74,Florida St. Seminoles,Defense
09/10/2016,Charleston So.,W 52 - 8,1/,10,650,6,2,nan,17,Florida St. Seminoles,Offense
09/10/2016,Charleston So.,W 52 - 8,1/,2,91,nan,4,nan,73,Florida St. Seminoles,Defense
09/17/2016,@ Louisville,L 20 - 63,1/,5,319,3,6,nan,133,Florida St. Seminoles,Offense
09/17/2016,@ Louisville,L 20 - 63,1/,10,592,2,2,nan,32,Florida St. Seminoles,Defense
09/24/2016,@ South Fla.,W 55 - 35,1/,10,651,6,4,nan,128,Florida St. Seminoles,Offense
09/24/2016,@ South Fla.,W 55 - 35,1/,6,379,2,4,nan,62,Florida St. Seminoles,Defense
10/01/2016,North Carolina,L 35 - 37,1/,6,388,5,2,nan,40,Florida St. Seminoles,Offense
10/01/2016,North Carolina,L 35 - 37,1/,6,384,4,1,nan,21,Florida St. Seminoles,Defense
10/08/2016,@ Miami (FL),W 20 - 19,1/,5,310,4,2,nan,26,Florida St. Seminoles,Offense
10/08/2016,@ Miami (FL),W 20 - 19,1/,5,329,3,1,nan,8,Florida St. Seminoles,Defense
10/15/2016,Wake Forest,W 17 - 6,1/,4,240,2,1,nan,22,Florida St. Seminoles,Offense
10/15/2016,Wake Forest,W 17 - 6,1/,3,183,1,2,nan,34,Florida St. Seminoles,Defense
10/29/2016,Clemson,L 34 - 37,1/,6,380,5,5,nan,93,Florida St. Seminoles,Offense
10/29/2016,Clemson,L 34 - 37,1/,8,512,3,1,nan,22,Florida St. Seminoles,Defense
11/05/2016,@ NC State,W 24 - 20,1/,5,320,2,4,nan,81,Florida St. Seminoles,Offense
11/05/2016,@ NC State,W 24 - 20,1/,5,285,nan,3,nan,60,Florida St. Seminoles,Defense
11/11/2016,Boston College,W 45 - 7,1/,8,512,5,2,nan,22,Florida St. Seminoles,Offense
11/11/2016,Boston College,W 45 - 7,1/,2,120,nan,3,nan,43,Florida St. Seminoles,Defense
11/19/2016,@ Syracuse,W 45 - 14,1/,8,520,4,nan,nan,nan,Florida St. Seminoles,Offense
11/19/2016,@ Syracuse,W 45 - 14,1/,1,65,1,4,nan,97,Florida St. Seminoles,Defense
11/26/2016,Florida,W 31 - 13,1/,6,390,4,1,nan,36,Florida St. Seminoles,Offense
11/26/2016,Florida,W 31 - 13,1/,4,243,1,2,nan,29,Florida St. Seminoles,Defense
12/30/2016,"Michigan @ Miami Gardens, Fla.",W 33 - 32,1/,7,433,4,1,nan,66,Florida St. Seminoles,Offense
12/30/2016,"Michigan @ Miami Gardens, Fla.",W 33 - 32,1/,7,455,6,2,nan,40,Florida St. Seminoles,Defense
09/05/2015,Texas St.,W 59 - 16,1/,10,636,5,3,nan,127,Florida St. Seminoles,Offense
09/05/2015,Texas St.,W 59 - 16,1/,4,259,1,3,nan,51,Florida St. Seminoles,Defense
09/12/2015,South Fla.,W 34 - 14,1/,7,446,3,2,nan,56,Florida St. Seminoles,Offense
09/12/2015,South Fla.,W 34 - 14,1/,3,154,1,4,nan,99,Florida St. Seminoles,Defense
09/18/2015,@ Boston College,W 14 - 0,1/,3,194,1,1,nan,17,Florida St. Seminoles,Offense
09/18/2015,@ Boston College,W 14 - 0,1/,1,65,nan,2,nan,47,Florida St. Seminoles,Defense
10/03/2015,@ Wake Forest,W 24 - 16,1/,5,307,2,5,nan,129,Florida St. Seminoles,Offense
10/03/2015,@ Wake Forest,W 24 - 16,1/,5,283,nan,3,nan,38,Florida St. Seminoles,Defense
10/10/2015,Miami (FL),W 29 - 24,1/,7,437,4,2,nan,30,Florida St. Seminoles,Offense
10/10/2015,Miami (FL),W 29 - 24,1/,5,290,2,3,nan,29,Florida St. Seminoles,Defense
10/17/2015,Louisville,W 41 - 21,1/,8,484,2,1,nan,13,Florida St. Seminoles,Offense
10/17/2015,Louisville,W 41 - 21,1/,4,245,3,5,nan,76,Florida St. Seminoles,Defense
10/24/2015,@ Georgia Tech,L 16 - 22,1/,4,249,3,nan,nan,nan,Florida St. Seminoles,Offense
10/24/2015,@ Georgia Tech,L 16 - 22,1/,5,325,5,1,nan,1,Florida St. Seminoles,Defense
10/31/2015,Syracuse,W 45 - 21,1/,8,515,5,1,nan,19,Florida St. Seminoles,Offense
10/31/2015,Syracuse,W 45 - 21,1/,4,217,2,2,nan,32,Florida St. Seminoles,Defense
11/07/2015,@ Clemson,L 13 - 23,1/,4,242,2,4,nan,91,Florida St. Seminoles,Offense
11/07/2015,@ Clemson,L 13 - 23,1/,6,350,2,2,nan,26,Florida St. Seminoles,Defense
11/14/2015,NC State,W 34 - 17,1/,7,441,5,nan,nan,nan,Florida St. Seminoles,Offense
11/14/2015,NC State,W 34 - 17,1/,4,260,4,2,nan,36,Florida St. Seminoles,Defense
11/21/2015,Chattanooga,W 52 - 13,1/,9,555,6,2,nan,56,Florida St. Seminoles,Offense
11/21/2015,Chattanooga,W 52 - 13,1/,4,228,1,3,nan,49,Florida St. Seminoles,Defense
11/28/2015,@ Florida,W 27 - 2,1/,7,460,5,nan,nan,nan,Florida St. Seminoles,Offense
11/28/2015,@ Florida,W 27 - 2,1/,1,65,1,2,nan,36,Florida St. Seminoles,Defense
12/31/2015,"Houston @ Atlanta, Georgia",L 24 - 38,1/,5,307,4,4,nan,86,Florida St. Seminoles,Offense
12/31/2015,"Houston @ Atlanta, Georgia",L 24 - 38,1/,7,453,3,1,nan,37,Florida St. Seminoles,Defense
09/06/2014,Eastern Mich.,W 65 - 0,1/,,741,3,nan,nan,nan,Florida Gators,Offense
09/06/2014,Eastern Mich.,W 65 - 0,1/,,65,1,7,nan,161,Florida Gators,Defense
09/13/2014,Kentucky,W 36 - 30 (3OT),1/,,324,4,4,nan,104,Florida Gators,Offense
09/13/2014,Kentucky,W 36 - 30 (3OT),1/,,220,nan,1,nan,25,Florida Gators,Defense
09/20/2014,@ Alabama,L 21 - 42,1/,,254,1,5,nan,85,Florida Gators,Offense
09/20/2014,@ Alabama,L 21 - 42,1/,,440,1,3,nan,70,Florida Gators,Defense
10/04/2014,@ Tennessee,W 10 - 9,1/,,185,nan,4,nan,86,Florida Gators,Offense
10/04/2014,@ Tennessee,W 10 - 9,1/,,248,nan,3,nan,58,Florida Gators,Defense
10/11/2014,LSU,L 27 - 30,1/,,389,2,3,nan,54,Florida Gators,Offense
10/11/2014,LSU,L 27 - 30,1/,,375,3,4,nan,85,Florida Gators,Defense
10/18/2014,Missouri,L 13 - 42,1/,,191,2,6,nan,90,Florida Gators,Offense
10/18/2014,Missouri,L 13 - 42,1/,,452,2,1,1,96,Florida Gators,Defense
11/01/2014,"Georgia @ Jacksonville, Fla.",W 38 - 20,1/,,442,2,3,nan,47,Florida Gators,Offense
11/01/2014,"Georgia @ Jacksonville, Fla.",W 38 - 20,1/,,230,1,5,nan,92,Florida Gators,Defense
11/08/2014,@ Vanderbilt,W 34 - 10,1/,,441,nan,3,nan,87,Florida Gators,Offense
11/08/2014,@ Vanderbilt,W 34 - 10,1/,,195,nan,6,nan,151,Florida Gators,Defense
11/15/2014,South Carolina,L 20 - 23 (1OT),1/,,260,2,4,nan,28,Florida Gators,Offense
11/15/2014,South Carolina,L 20 - 23 (1OT),1/,,186,nan,2,nan,32,Florida Gators,Defense
11/22/2014,Eastern Ky.,W 52 - 3,1/,,563,3,2,nan,51,Florida Gators,Offense
11/22/2014,Eastern Ky.,W 52 - 3,1/,,135,nan,6,nan,116,Florida Gators,Defense
11/29/2014,@ Florida St.,L 19 - 24,1/,,384,nan,3,nan,85,Florida Gators,Offense
11/29/2014,@ Florida St.,L 19 - 24,1/,,323,2,6,nan,92,Florida Gators,Defense
01/03/2015,"East Carolina @ Birmingham, Ala.",W 28 - 20,1/,,306,1,4,nan,109,Florida Gators,Offense
01/03/2015,"East Carolina @ Birmingham, Ala.",W 28 - 20,1/,,312,1,3,nan,75,Florida Gators,Defense
09/03/2016,Massachusetts,W 24 - 7,1/,6,386,4,2,nan,53,Florida Gators,Offense
09/03/2016,Massachusetts,W 24 - 7,1/,2,126,nan,2,nan,27,Florida Gators,Defense
09/10/2016,Kentucky,W 45 - 7,1/,8,524,5,2,nan,32,Florida Gators,Offense
09/10/2016,Kentucky,W 45 - 7,1/,2,123,nan,2,nan,48,Florida Gators,Defense
09/17/2016,North Texas,W 32 - 0,1/,6,387,5,1,nan,12,Florida Gators,Offense
09/17/2016,North Texas,W 32 - 0,1/,2,129,1,1,nan,15,Florida Gators,Defense
09/24/2016,@ Tennessee,L 28 - 38,1/,4,260,3,1,nan,14,Florida Gators,Offense
09/24/2016,@ Tennessee,L 28 - 38,1/,7,454,5,1,nan,43,Florida Gators,Defense
10/01/2016,@ Vanderbilt,W 13 - 6,1/,3,195,3,1,nan,29,Florida Gators,Offense
10/01/2016,@ Vanderbilt,W 13 - 6,1/,3,185,1,nan,nan,nan,Florida Gators,Defense
10/15/2016,Missouri,W 40 - 14,1/,8,520,6,2,1/,85,Florida Gators,Offense
10/15/2016,Missouri,W 40 - 14,1/,3,139,1,2,nan,46,Florida Gators,Defense
10/29/2016,"Georgia @ Jacksonville, Fla.",W 24 - 10,1/,5,325,4,2,nan,55,Florida Gators,Offense
10/29/2016,"Georgia @ Jacksonville, Fla.",W 24 - 10,1/,3,188,1,1,nan,26,Florida Gators,Defense
11/05/2016,@ Arkansas,L 10 - 31,1/,2,130,1,4,nan,59,Florida Gators,Offense
11/05/2016,@ Arkansas,L 10 - 31,1/,6,372,2,1,nan,15,Florida Gators,Defense
11/12/2016,South Carolina,W 20 - 7,1/,5,325,4,1,nan,16,Florida Gators,Offense
11/12/2016,South Carolina,W 20 - 7,1/,2,130,1,1,nan,16,Florida Gators,Defense
11/19/2016,@ LSU,W 16 - 10,1/,5,316,4,2,nan,51,Florida Gators,Offense
11/19/2016,@ LSU,W 16 - 10,1/,3,182,1,1,nan,12,Florida Gators,Defense
11/26/2016,@ Florida St.,L 13 - 31,1/,4,243,1,2,nan,29,Florida Gators,Offense
11/26/2016,@ Florida St.,L 13 - 31,1/,6,390,4,1,nan,36,Florida Gators,Defense
12/03/2016,"Alabama @ Atlanta, Ga.",L 16 - 54,1/,3,195,3,6,nan,145,Florida Gators,Offense
12/03/2016,"Alabama @ Atlanta, Ga.",L 16 - 54,1/,10,634,4,nan,nan,nan,Florida Gators,Defense
01/02/2017,"Iowa @ Tampa, Fla.",W 30 - 3,1/,7,470,5,nan,nan,nan,Florida Gators,Offense
01/02/2017,"Iowa @ Tampa, Fla.",W 30 - 3,1/,2,130,2,2,nan,70,Florida Gators,Defense
09/05/2015,New Mexico St.,W 61 - 13,1/,11,713,10/,2,nan,46,Florida Gators,Offense
09/05/2015,New Mexico St.,W 61 - 13,1/,3,192,1,1,nan,22,Florida Gators,Defense
09/12/2015,East Carolina,W 31 - 24,1/,6,404,3,2,nan,56,Florida Gators,Offense
09/12/2015,East Carolina,W 31 - 24,1/,5,321,3,3,nan,71,Florida Gators,Defense
09/19/2015,@ Kentucky,W 14 - 9,1/,3,188,2,3,nan,51,Florida Gators,Offense
09/19/2015,@ Kentucky,W 14 - 9,1/,4,254,1,1,nan,16,Florida Gators,Defense
09/26/2015,Tennessee,W 28 - 27,1/,5,315,2,4,nan,76,Florida Gators,Offense
09/26/2015,Tennessee,W 28 - 27,1/,6,381,2,3,nan,77,Florida Gators,Defense
10/03/2015,Ole Miss,W 38 - 10,1/,8,508,4,2,nan,41,Florida Gators,Offense
10/03/2015,Ole Miss,W 38 - 10,1/,2,124,nan,4,nan,66,Florida Gators,Defense
10/10/2015,@ Missouri,W 21 - 3,1/,4,246,nan,1,nan,18,Florida Gators,Offense
10/10/2015,@ Missouri,W 21 - 3,1/,2,130,1,3,nan,38,Florida Gators,Defense
10/17/2015,@ LSU,L 28 - 35,1/,5,327,4,3,nan,35,Florida Gators,Offense
10/17/2015,@ LSU,L 28 - 35,1/,6,351,3,1,nan,32,Florida Gators,Defense
10/31/2015,"Georgia @ Jacksonville, Fla.",W 27 - 3,1/,5,335,2,2,nan,25,Florida Gators,Offense
10/31/2015,"Georgia @ Jacksonville, Fla.",W 27 - 3,1/,2,118,nan,3,nan,75,Florida Gators,Defense
11/07/2015,Vanderbilt,W 9 - 7,1/,3,193,1,1,nan,71,Florida Gators,Offense
11/07/2015,Vanderbilt,W 9 - 7,1/,2,124,1,2,nan,23,Florida Gators,Defense
11/14/2015,@ South Carolina,W 24 - 14,1/,5,319,3,1,nan,19,Florida Gators,Offense
11/14/2015,@ South Carolina,W 24 - 14,1/,3,202,2,1,nan,15,Florida Gators,Defense
11/21/2015,Fla. Atlantic,W 20 - 14 (1OT),1/,3,195,2,1,nan,22,Florida Gators,Offense
11/21/2015,Fla. Atlantic,W 20 - 14 (1OT),1/,3,195,2,1,nan,25,Florida Gators,Defense
11/28/2015,Florida St.,L 2 - 27,1/,1,65,1,2,nan,36,Florida Gators,Offense
11/28/2015,Florida St.,L 2 - 27,1/,7,460,5,nan,nan,nan,Florida Gators,Defense
12/05/2015,"Alabama @ Atltana, Ga.",L 15 - 29,1/,4,213,1,2,nan,44,Florida Gators,Offense
12/05/2015,"Alabama @ Atltana, Ga.",L 15 - 29,1/,6,390,4,2,nan,46,Florida Gators,Defense
01/01/2016,"Michigan @ Orlando, FL",L 7 - 41,1/,2,104,nan,7/,nan,153,Florida Gators,Offense
01/01/2016,"Michigan @ Orlando, FL",L 7 - 41,1/,8,513,1,1,nan,28,Florida Gators,Defense
09/05/2015,@ Tulsa,L 44 - 47 (1OT),1/,8,519,6/,5,nan,128,Fla. Atlantic Owls,Offense
09/05/2015,@ Tulsa,L 44 - 47 (1OT),1/,8,471,2,2,nan,26,Fla. Atlantic Owls,Defense
09/11/2015,Miami (FL),L 20 - 44,1/,5,325,4,6,nan,112,Fla. Atlantic Owls,Offense
09/11/2015,Miami (FL),L 20 - 44,1/,9,578,2,1,nan,22,Fla. Atlantic Owls,Defense
09/19/2015,Buffalo,L 15 - 33,1/,4,263,2,4,nan,89,Fla. Atlantic Owls,Offense
09/19/2015,Buffalo,L 15 - 33,1/,7,431,3,2,nan,40,Fla. Atlantic Owls,Defense
09/26/2015,@ Charlotte,W 17 - 7,1/,4,260,2,1,nan,22,Fla. Atlantic Owls,Offense
09/26/2015,@ Charlotte,W 17 - 7,1/,2,126,1,2,nan,32,Fla. Atlantic Owls,Defense
10/10/2015,Rice,L 26 - 27,1/,6,378,5,1,nan,20,Fla. Atlantic Owls,Offense
10/10/2015,Rice,L 26 - 27,1/,5,325,4,1,nan,6,Fla. Atlantic Owls,Defense
10/17/2015,Marshall,L 17 - 33,1/,5,276,1,2,nan,38,Fla. Atlantic Owls,Offense
10/17/2015,Marshall,L 17 - 33,1/,6,354,2,2,nan,44,Fla. Atlantic Owls,Defense
10/24/2015,@ UTEP,L 17 - 27,1/,4,258,3,2,nan,71,Fla. Atlantic Owls,Offense
10/24/2015,@ UTEP,L 17 - 27,1/,6,389,4,1,nan,25,Fla. Atlantic Owls,Defense
10/31/2015,FIU,W 31 - 17,1/,6,328,1,3,nan,61,Fla. Atlantic Owls,Offense
10/31/2015,FIU,W 31 - 17,1/,3,185,nan,5,nan,78,Fla. Atlantic Owls,Defense
11/07/2015,@ Western Ky.,L 19 - 35,1/,5,320,2,5,nan,91,Fla. Atlantic Owls,Offense
11/07/2015,@ Western Ky.,L 19 - 35,1/,6,360,1,3,nan,82,Fla. Atlantic Owls,Defense
11/14/2015,Middle Tenn.,L 17 - 24,1/,4,260,2,4,nan,87,Fla. Atlantic Owls,Offense
11/14/2015,Middle Tenn.,L 17 - 24,1/,5,306,1,2,nan,42,Fla. Atlantic Owls,Defense
11/21/2015,@ Florida,L 14 - 20 (1OT),1/,3,195,2,1,nan,25,Fla. Atlantic Owls,Offense
11/21/2015,@ Florida,L 14 - 20 (1OT),1/,3,195,2,1,nan,22,Fla. Atlantic Owls,Defense
11/28/2015,@ Old Dominion,W 33 - 31,1/,8,519,3,6,nan,107,Fla. Atlantic Owls,Offense
11/28/2015,@ Old Dominion,W 33 - 31,1/,6,319,nan,5,nan,140,Fla. Atlantic Owls,Defense
08/30/2013,@ Miami (FL),L 6 - 34,1/,,195,2,4,nan,67,Fla. Atlantic Owls,Offense
08/30/2013,@ Miami (FL),L 6 - 34,1/,,451,3,1,nan,11,Fla. Atlantic Owls,Defense
09/05/2013,@ East Carolina,L 13 - 31,1/,,234,1,3,nan,65,Fla. Atlantic Owls,Offense
09/05/2013,@ East Carolina,L 13 - 31,1/,,387,3,2,nan,104,Fla. Atlantic Owls,Defense
09/14/2013,@ South Fla.,W 28 - 10,1/,,315,1,3,nan,83,Fla. Atlantic Owls,Offense
09/14/2013,@ South Fla.,W 28 - 10,1/,,184,nan,4,nan,81,Fla. Atlantic Owls,Defense
09/21/2013,Middle Tenn.,L 35 - 42 (1OT),1/,,378,4,5,nan,96,Fla. Atlantic Owls,Offense
09/21/2013,Middle Tenn.,L 35 - 42 (1OT),1/,,363,1,2,nan,80,Fla. Atlantic Owls,Defense
09/28/2013,@ Rice,L 14 - 18,1/,,195,3,nan,nan,nan,Fla. Atlantic Owls,Offense
09/28/2013,@ Rice,L 14 - 18,1/,,325,5,nan,nan,nan,Fla. Atlantic Owls,Defense
10/05/2013,@ UAB,W 37 - 23,1/,,435,2,1,nan,19,Fla. Atlantic Owls,Offense
10/05/2013,@ UAB,W 37 - 23,1/,,388,5,4,nan,152,Fla. Atlantic Owls,Defense
10/12/2013,Marshall,L 23 - 24,1/,,305,nan,nan,nan,nan,Fla. Atlantic Owls,Offense
10/12/2013,Marshall,L 23 - 24,1/,,260,4,4,nan,59,Fla. Atlantic Owls,Defense
10/26/2013,@ Auburn,L 10 - 45,1/,,175,nan,3,nan,65,Fla. Atlantic Owls,Offense
10/26/2013,@ Auburn,L 10 - 45,1/,,510,5,3,nan,72,Fla. Atlantic Owls,Defense
11/02/2013,Tulane,W 34 - 17,1/,,447,4,1,nan,33,Fla. Atlantic Owls,Offense
11/02/2013,Tulane,W 34 - 17,1/,,256,3,3,nan,52,Fla. Atlantic Owls,Defense
11/16/2013,@ Southern Miss.,W 41 - 7,1/,,504,2,2,nan,41,Fla. Atlantic Owls,Offense
11/16/2013,@ Southern Miss.,W 41 - 7,1/,,127,nan,6,nan,118,Fla. Atlantic Owls,Defense
11/23/2013,New Mexico St.,W 55 - 10,1/,,571,4,2,nan,40,Fla. Atlantic Owls,Offense
11/23/2013,New Mexico St.,W 55 - 10,1/,,150,nan,5,nan,69,Fla. Atlantic Owls,Defense
11/29/2013,FIU,W 21 - 6,1/,,250,1,1,nan,28,Fla. Atlantic Owls,Offense
11/29/2013,FIU,W 21 - 6,1/,,185,2,3,nan,115,Fla. Atlantic Owls,Defense
08/30/2014,@ Nebraska,L 7 - 55,1/,,130,1,3,nan,105,Fla. Atlantic Owls,Offense
08/30/2014,@ Nebraska,L 7 - 55,1/,,650,7,1,nan,14,Fla. Atlantic Owls,Defense
09/06/2014,@ Alabama,L 0 - 41,1/,,65,nan,6,nan,118,Fla. Atlantic Owls,Offense
09/06/2014,@ Alabama,L 0 - 41,1/,,516,2,1,nan,26,Fla. Atlantic Owls,Defense
09/13/2014,Tulsa,W 50 - 21,1/,,508,3,3,nan,7,Fla. Atlantic Owls,Offense
09/13/2014,Tulsa,W 50 - 21,1/,,253,1,5,nan,96,Fla. Atlantic Owls,Defense
09/20/2014,@ Wyoming,L 19 - 20,1/,,390,5,3,nan,78,Fla. Atlantic Owls,Offense
09/20/2014,@ Wyoming,L 19 - 20,1/,,319,2,1,nan,29,Fla. Atlantic Owls,Defense
09/27/2014,UTSA,W 41 - 37,1/,,416,2,3,nan,86,Fla. Atlantic Owls,Offense
09/27/2014,UTSA,W 41 - 37,1/,,508,5,5,nan,186,Fla. Atlantic Owls,Defense
10/02/2014,@ FIU,L 10 - 38,1/,,119,nan,6,nan,120,Fla. Atlantic Owls,Offense
10/02/2014,@ FIU,L 10 - 38,1/,,411,nan,3,nan,16,Fla. Atlantic Owls,Defense
10/18/2014,Western Ky.,W 45 - 38,1/,,472,4,6,nan,107,Fla. Atlantic Owls,Offense
10/18/2014,Western Ky.,W 45 - 38,1/,,409,1,4,nan,58,Fla. Atlantic Owls,Defense
10/25/2014,@ Marshall,L 16 - 35,1/,,318,1,6,nan,202,Fla. Atlantic Owls,Offense
10/25/2014,@ Marshall,L 16 - 35,1/,,371,nan,4,nan,108,Fla. Atlantic Owls,Defense
11/01/2014,UAB,L 28 - 31,1/,,306,2,4,nan,106,Fla. Atlantic Owls,Offense
11/01/2014,UAB,L 28 - 31,1/,,361,2,3,nan,66,Fla. Atlantic Owls,Defense
11/08/2014,@ North Texas,L 10 - 31,1/,,174,1,5,nan,85,Fla. Atlantic Owls,Offense
11/08/2014,@ North Texas,L 10 - 31,1/,,394,1,1,nan,27,Fla. Atlantic Owls,Defense
11/22/2014,@ Middle Tenn.,L 34 - 35,1/,,437,2,5,nan,89,Fla. Atlantic Owls,Offense
11/22/2014,@ Middle Tenn.,L 34 - 35,1/,,346,1,5,nan,136,Fla. Atlantic Owls,Defense
11/29/2014,Old Dominion,L 28 - 31,1/,,290,2,5,nan,100,Fla. Atlantic Owls,Offense
11/29/2014,Old Dominion,L 28 - 31,1/,,299,nan,3,nan,53,Fla. Atlantic Owls,Defense
09/03/2016,Southern Ill.,W 38 - 30,1/,7,445,1,4,nan,61,Fla. Atlantic Owls,Offense
09/03/2016,Southern Ill.,W 38 - 30,1/,5,289,1,6,nan,145,Fla. Atlantic Owls,Defense
09/10/2016,@ Miami (FL),L 10 - 38,1/,3,195,3,5,nan,149,Fla. Atlantic Owls,Offense
09/10/2016,@ Miami (FL),L 10 - 38,1/,7,425,1,nan,nan,nan,Fla. Atlantic Owls,Defense
09/17/2016,@ Kansas St.,L 7 - 63,1/,2,130,2,6,nan,141,Fla. Atlantic Owls,Offense
09/17/2016,@ Kansas St.,L 7 - 63,1/,10,631,3,nan,nan,nan,Fla. Atlantic Owls,Defense
09/24/2016,Ball St.,L 27 - 31,1/,6,390,5,4,nan,97,Fla. Atlantic Owls,Offense
09/24/2016,Ball St.,L 27 - 31,1/,6,358,nan,1,nan,18,Fla. Atlantic Owls,Defense
10/01/2016,@ FIU,L 31 - 33,1/,6,390,4,5,nan,106,Fla. Atlantic Owls,Offense
10/01/2016,@ FIU,L 31 - 33,1/,7,387,1,2,nan,42,Fla. Atlantic Owls,Defense
10/09/2016,Charlotte,L 23 - 28,1/,4,260,4,4,nan,88,Fla. Atlantic Owls,Offense
10/09/2016,Charlotte,L 23 - 28,1/,5,296,1,nan,nan,nan,Fla. Atlantic Owls,Defense
10/15/2016,@ Marshall,L 21 - 27,1/,4,256,2,1,nan,11,Fla. Atlantic Owls,Offense
10/15/2016,@ Marshall,L 21 - 27,1/,6,397,4,2,nan,42,Fla. Atlantic Owls,Defense
10/29/2016,Western Ky.,L 3 - 52,1/,2,123,1,6,nan,121,Fla. Atlantic Owls,Offense
10/29/2016,Western Ky.,L 3 - 52,1/,9,565,3,1,nan,19,Fla. Atlantic Owls,Defense
11/05/2016,@ Rice,W 42 - 25,1/,7,455,5,4,nan,93,Fla. Atlantic Owls,Offense
11/05/2016,@ Rice,W 42 - 25,1/,5,319,1,1,nan,28,Fla. Atlantic Owls,Defense
11/12/2016,UTEP,W 35 - 31,1/,7,455,5,5,nan,104,Fla. Atlantic Owls,Offense
11/12/2016,UTEP,W 35 - 31,1/,6,380,1,2,nan,39,Fla. Atlantic Owls,Defense
11/19/2016,Old Dominion,L 24 - 42,1/,5,325,4,7,nan,124,Fla. Atlantic Owls,Offense
