Date,Opponent,Result,SackUA,G,SackA,SackYds,Sacks,Team,OffenseDefense
09/10/2016,Southern U.,W 66 - 21,nan,1/,nan,10,1.0,Tulane Green Wave,Offense
09/10/2016,Southern U.,W 66 - 21,nan,1/,nan,nan,nan,Tulane Green Wave,Defense
09/17/2016,Navy,L 14 - 21,nan,1/,nan,20,3.0,Tulane Green Wave,Offense
09/17/2016,Navy,L 14 - 21,nan,1/,nan,16,2.0,Tulane Green Wave,Defense
09/24/2016,Louisiana,W 41 - 39 (4OT),nan,1/,nan,38,6.0,Tulane Green Wave,Offense
09/24/2016,Louisiana,W 41 - 39 (4OT),nan,1/,nan,21,3.0,Tulane Green Wave,Defense
10/01/2016,@ Massachusetts,W 31 - 24,nan,1/,nan,7,2.0,Tulane Green Wave,Offense
10/01/2016,@ Massachusetts,W 31 - 24,nan,1/,nan,5,1.0,Tulane Green Wave,Defense
10/14/2016,Memphis,L 14 - 24,nan,1/,nan,21,3.0,Tulane Green Wave,Offense
10/14/2016,Memphis,L 14 - 24,nan,1/,nan,5,1.0,Tulane Green Wave,Defense
10/22/2016,@ Tulsa,L 27 - 50,nan,1/,nan,3,1.0,Tulane Green Wave,Offense
10/22/2016,@ Tulsa,L 27 - 50,nan,1/,nan,30,4.0,Tulane Green Wave,Defense
10/29/2016,SMU,L 31 - 35,nan,1/,nan,28,4.0,Tulane Green Wave,Offense
10/29/2016,SMU,L 31 - 35,nan,1/,nan,11,2.0,Tulane Green Wave,Defense
11/05/2016,@ UCF,L 6 - 37,nan,1/,nan,10,1.0,Tulane Green Wave,Offense
11/05/2016,@ UCF,L 6 - 37,nan,1/,nan,nan,nan,Tulane Green Wave,Defense
11/12/2016,@ Houston,L 18 - 30,nan,1/,nan,29,4.0,Tulane Green Wave,Offense
11/12/2016,@ Houston,L 18 - 30,nan,1/,nan,17,3.0,Tulane Green Wave,Defense
11/19/2016,Temple,L 0 - 31,nan,1/,nan,nan,nan,Tulane Green Wave,Offense
11/19/2016,Temple,L 0 - 31,nan,1/,nan,6,1.0,Tulane Green Wave,Defense
11/26/2016,@ UConn,W 38 - 13,nan,1/,nan,10,3.0,Tulane Green Wave,Offense
11/26/2016,@ UConn,W 38 - 13,nan,1/,nan,nan,nan,Tulane Green Wave,Defense
08/31/2013,UAB,W 34 - 31 (1OT),nan,1/,nan,15,1.0,Troy Trojans,Offense
08/31/2013,UAB,W 34 - 31 (1OT),nan,1/,nan,9,1.0,Troy Trojans,Defense
09/07/2013,Savannah St.,W 66 - 3,nan,1/,nan,45,6.0,Troy Trojans,Offense
09/07/2013,Savannah St.,W 66 - 3,nan,1/,nan,nan,nan,Troy Trojans,Defense
09/12/2013,@ Arkansas St.,L 34 - 41,nan,1/,nan,7,2.0,Troy Trojans,Offense
09/12/2013,@ Arkansas St.,L 34 - 41,nan,1/,nan,18,2.0,Troy Trojans,Defense
09/21/2013,@ Mississippi St.,L 7 - 62,nan,1/,nan,2,1.0,Troy Trojans,Offense
09/21/2013,@ Mississippi St.,L 7 - 62,nan,1/,nan,3,1.0,Troy Trojans,Defense
09/28/2013,@ Duke,L 31 - 38,nan,1/,nan,nan,nan,Troy Trojans,Offense
09/28/2013,@ Duke,L 31 - 38,nan,1/,nan,10,3.0,Troy Trojans,Defense
10/05/2013,South Ala.,W 34 - 33,nan,1/,nan,6,1.0,Troy Trojans,Offense
10/05/2013,South Ala.,W 34 - 33,nan,1/,nan,34,3.0,Troy Trojans,Defense
10/12/2013,@ Georgia St.,W 35 - 28,nan,1/,nan,25,4.0,Troy Trojans,Offense
10/12/2013,@ Georgia St.,W 35 - 28,nan,1/,nan,6,2.0,Troy Trojans,Defense
10/26/2013,@ Western Ky.,W 32 - 26,nan,1/,nan,18,3.0,Troy Trojans,Offense
10/26/2013,@ Western Ky.,W 32 - 26,nan,1/,nan,14,2.0,Troy Trojans,Defense
10/31/2013,La.-Monroe,L 37 - 49,nan,1/,nan,11,2.0,Troy Trojans,Offense
10/31/2013,La.-Monroe,L 37 - 49,nan,1/,nan,14,1.0,Troy Trojans,Defense
11/07/2013,@ Louisiana,L 36 - 41,nan,1/,nan,7,3.0,Troy Trojans,Offense
11/07/2013,@ Louisiana,L 36 - 41,nan,1/,nan,nan,nan,Troy Trojans,Defense
11/16/2013,@ Ole Miss,L 21 - 51,nan,1/,nan,nan,nan,Troy Trojans,Offense
11/16/2013,@ Ole Miss,L 21 - 51,nan,1/,nan,46,4.0,Troy Trojans,Defense
11/29/2013,Texas St.,W 42 - 28,nan,1/,nan,7,1.0,Troy Trojans,Offense
11/29/2013,Texas St.,W 42 - 28,nan,1/,nan,10,1.0,Troy Trojans,Defense
09/05/2015,@ NC State,L 21 - 49,nan,1/,nan,9,3.0,Troy Trojans,Offense
09/05/2015,@ NC State,L 21 - 49,nan,1/,nan,6,1.0,Troy Trojans,Defense
09/12/2015,Charleston So.,W 44 - 16,nan,1/,nan,24,3.0,Troy Trojans,Offense
09/12/2015,Charleston So.,W 44 - 16,nan,1/,nan,7,3.0,Troy Trojans,Defense
09/19/2015,@ Wisconsin,L 3 - 28,nan,1/,nan,nan,nan,Troy Trojans,Offense
09/19/2015,@ Wisconsin,L 3 - 28,nan,1/,nan,18,3.0,Troy Trojans,Defense
10/03/2015,South Ala.,L 18 - 24,nan,1/,nan,23,5.0,Troy Trojans,Offense
10/03/2015,South Ala.,L 18 - 24,nan,1/,nan,nan,nan,Troy Trojans,Defense
10/10/2015,@ Mississippi St.,L 17 - 45,nan,1/,nan,nan,nan,Troy Trojans,Offense
10/10/2015,@ Mississippi St.,L 17 - 45,nan,1/,nan,36,4.0,Troy Trojans,Defense
10/17/2015,Idaho,L 16 - 19,nan,1/,nan,14,2.0,Troy Trojans,Offense
10/17/2015,Idaho,L 16 - 19,nan,1/,nan,13,4.0,Troy Trojans,Defense
10/24/2015,@ New Mexico St.,W 52 - 7,nan,1/,nan,11,2.0,Troy Trojans,Offense
10/24/2015,@ New Mexico St.,W 52 - 7,nan,1/,nan,nan,nan,Troy Trojans,Defense
10/31/2015,@ Appalachian St.,L 41 - 44 (3OT),nan,1/,nan,11,3.0,Troy Trojans,Offense
10/31/2015,@ Appalachian St.,L 41 - 44 (3OT),nan,1/,nan,4,1.0,Troy Trojans,Defense
11/07/2015,La.-Monroe,W 51 - 14,nan,1/,nan,21,4.0,Troy Trojans,Offense
11/07/2015,La.-Monroe,W 51 - 14,nan,1/,nan,4,1.0,Troy Trojans,Defense
11/14/2015,Ga. Southern,L 10 - 45,nan,1/,nan,nan,nan,Troy Trojans,Offense
11/14/2015,Ga. Southern,L 10 - 45,nan,1/,nan,nan,nan,Troy Trojans,Defense
11/27/2015,@ Georgia St.,L 21 - 31,nan,1/,nan,18,3.0,Troy Trojans,Offense
11/27/2015,@ Georgia St.,L 21 - 31,nan,1/,nan,8,1.0,Troy Trojans,Defense
12/05/2015,@ Louisiana,W 41 - 17,nan,1/,nan,22,4.0,Troy Trojans,Offense
12/05/2015,@ Louisiana,W 41 - 17,nan,1/,nan,nan,nan,Troy Trojans,Defense
09/03/2016,Austin Peay,W 57 - 17,nan,1/,nan,7,1.0,Troy Trojans,Offense
09/03/2016,Austin Peay,W 57 - 17,nan,1/,nan,nan,nan,Troy Trojans,Defense
09/10/2016,@ Clemson,L 24 - 30,nan,1/,nan,8,1.0,Troy Trojans,Offense
09/10/2016,@ Clemson,L 24 - 30,nan,1/,nan,8,1.0,Troy Trojans,Defense
09/17/2016,@ Southern Miss.,W 37 - 31,nan,1/,nan,nan,nan,Troy Trojans,Offense
09/17/2016,@ Southern Miss.,W 37 - 31,nan,1/,nan,nan,nan,Troy Trojans,Defense
09/24/2016,New Mexico St.,W 52 - 6,nan,1/,nan,22,3.0,Troy Trojans,Offense
09/24/2016,New Mexico St.,W 52 - 6,nan,1/,nan,nan,nan,Troy Trojans,Defense
10/01/2016,@ Idaho,W 34 - 13,nan,1/,nan,39,5.0,Troy Trojans,Offense
10/01/2016,@ Idaho,W 34 - 13,nan,1/,nan,nan,nan,Troy Trojans,Defense
10/15/2016,Georgia St.,W 31 - 21,nan,1/,nan,18,3.0,Troy Trojans,Offense
10/15/2016,Georgia St.,W 31 - 21,nan,1/,nan,nan,nan,Troy Trojans,Defense
10/20/2016,@ South Ala.,W 28 - 21,nan,1/,nan,31,6.0,Troy Trojans,Offense
10/20/2016,@ South Ala.,W 28 - 21,nan,1/,nan,nan,nan,Troy Trojans,Defense
11/05/2016,Massachusetts,W 52 - 31,nan,1/,nan,35,5.0,Troy Trojans,Offense
11/05/2016,Massachusetts,W 52 - 31,nan,1/,nan,7,1.0,Troy Trojans,Defense
11/12/2016,Appalachian St.,W 28 - 24,nan,1/,nan,7,1.0,Troy Trojans,Offense
11/12/2016,Appalachian St.,W 28 - 24,nan,1/,nan,9,1.0,Troy Trojans,Defense
11/17/2016,Arkansas St.,L 3 - 35,nan,1/,nan,5,1.0,Troy Trojans,Offense
11/17/2016,Arkansas St.,L 3 - 35,nan,1/,nan,16,2.0,Troy Trojans,Defense
11/26/2016,@ Texas St.,W 40 - 7,nan,1/,nan,nan,nan,Troy Trojans,Offense
11/26/2016,@ Texas St.,W 40 - 7,nan,1/,nan,5,1.0,Troy Trojans,Defense
12/03/2016,@ Ga. Southern,L 24 - 28,nan,1/,nan,8,1.0,Troy Trojans,Offense
12/03/2016,@ Ga. Southern,L 24 - 28,nan,1/,nan,7,1.0,Troy Trojans,Defense
12/23/2016,"Ohio @ Mobile, Ala.",W 28 - 23,nan,1/,nan,11,2.0,Troy Trojans,Offense
12/23/2016,"Ohio @ Mobile, Ala.",W 28 - 23,nan,1/,nan,9,1.0,Troy Trojans,Defense
08/30/2014,@ UAB,L 10 - 48,nan,1/,nan,nan,nan,Troy Trojans,Offense
08/30/2014,@ UAB,L 10 - 48,nan,1/,nan,27,4.0,Troy Trojans,Defense
09/06/2014,Duke,L 17 - 34,nan,1/,nan,9,2.0,Troy Trojans,Offense
09/06/2014,Duke,L 17 - 34,nan,1/,nan,21,3.0,Troy Trojans,Defense
09/13/2014,Abilene Christian,L 35 - 38,nan,1/,nan,11,2.0,Troy Trojans,Offense
09/13/2014,Abilene Christian,L 35 - 38,nan,1/,nan,nan,nan,Troy Trojans,Defense
09/20/2014,@ Georgia,L 0 - 66,nan,1/,nan,nan,nan,Troy Trojans,Offense
09/20/2014,@ Georgia,L 0 - 66,nan,1/,nan,17,2.0,Troy Trojans,Defense
09/27/2014,@ La.-Monroe,L 20 - 22,nan,1/,nan,29,4.0,Troy Trojans,Offense
09/27/2014,@ La.-Monroe,L 20 - 22,nan,1/,nan,30,5.0,Troy Trojans,Defense
10/11/2014,New Mexico St.,W 41 - 24,nan,1/,nan,37,4.0,Troy Trojans,Offense
10/11/2014,New Mexico St.,W 41 - 24,nan,1/,nan,nan,nan,Troy Trojans,Defense
10/18/2014,Appalachian St.,L 14 - 53,nan,1/,nan,nan,nan,Troy Trojans,Offense
10/18/2014,Appalachian St.,L 14 - 53,nan,1/,nan,28,3.0,Troy Trojans,Defense
10/24/2014,@ South Ala.,L 13 - 27,nan,1/,nan,nan,nan,Troy Trojans,Offense
10/24/2014,@ South Ala.,L 13 - 27,nan,1/,nan,8,1.0,Troy Trojans,Defense
10/30/2014,@ Ga. Southern,L 10 - 42,nan,1/,nan,nan,nan,Troy Trojans,Offense
10/30/2014,@ Ga. Southern,L 10 - 42,nan,1/,nan,15,2.0,Troy Trojans,Defense
11/08/2014,Georgia St.,W 45 - 21,nan,1/,nan,14,3.0,Troy Trojans,Offense
11/08/2014,Georgia St.,W 45 - 21,nan,1/,nan,nan,nan,Troy Trojans,Defense
11/15/2014,@ Idaho,W 34 - 17,nan,1/,nan,8,2.0,Troy Trojans,Offense
11/15/2014,@ Idaho,W 34 - 17,nan,1/,nan,7,1.0,Troy Trojans,Defense
11/29/2014,Louisiana,L 23 - 42,nan,1/,nan,nan,nan,Troy Trojans,Offense
11/29/2014,Louisiana,L 23 - 42,nan,1/,nan,18,2.0,Troy Trojans,Defense
09/12/2015,@ Arkansas,W 16 - 12,nan,1/,nan,nan,nan,Toledo Rockets,Offense
09/12/2015,@ Arkansas,W 16 - 12,nan,1/,nan,nan,nan,Toledo Rockets,Defense
09/19/2015,Iowa St.,W 30 - 23 (2OT),nan,1/,nan,24,4.0,Toledo Rockets,Offense
09/19/2015,Iowa St.,W 30 - 23 (2OT),nan,1/,nan,nan,nan,Toledo Rockets,Defense
09/26/2015,Arkansas St.,W 37 - 7,nan,1/,nan,42,6.0,Toledo Rockets,Offense
09/26/2015,Arkansas St.,W 37 - 7,nan,1/,nan,nan,nan,Toledo Rockets,Defense
10/03/2015,@ Ball St.,W 24 - 10,nan,1/,nan,21,2.0,Toledo Rockets,Offense
10/03/2015,@ Ball St.,W 24 - 10,nan,1/,nan,nan,nan,Toledo Rockets,Defense
10/10/2015,Kent St.,W 38 - 7,nan,1/,nan,1,1.0,Toledo Rockets,Offense
10/10/2015,Kent St.,W 38 - 7,nan,1/,nan,nan,nan,Toledo Rockets,Defense
10/17/2015,Eastern Mich.,W 63 - 20,nan,1/,nan,18,4.0,Toledo Rockets,Offense
10/17/2015,Eastern Mich.,W 63 - 20,nan,1/,nan,nan,nan,Toledo Rockets,Defense
10/24/2015,@ Massachusetts,W 51 - 35,nan,1/,nan,nan,nan,Toledo Rockets,Offense
10/24/2015,@ Massachusetts,W 51 - 35,nan,1/,nan,nan,nan,Toledo Rockets,Defense
11/03/2015,Northern Ill.,L 27 - 32,nan,1/,nan,10,2.0,Toledo Rockets,Offense
11/03/2015,Northern Ill.,L 27 - 32,nan,1/,nan,5,2.0,Toledo Rockets,Defense
11/10/2015,@ Central Mich.,W 28 - 23,nan,1/,nan,23,2.0,Toledo Rockets,Offense
11/10/2015,@ Central Mich.,W 28 - 23,nan,1/,nan,nan,nan,Toledo Rockets,Defense
11/17/2015,@ Bowling Green,W 44 - 28,nan,1/,nan,13,3.0,Toledo Rockets,Offense
11/17/2015,@ Bowling Green,W 44 - 28,nan,1/,nan,9,1.0,Toledo Rockets,Defense
11/27/2015,Western Mich.,L 30 - 35,nan,1/,nan,3,1.0,Toledo Rockets,Offense
11/27/2015,Western Mich.,L 30 - 35,nan,1/,nan,11,2.0,Toledo Rockets,Defense
12/22/2015,"Temple @ Boca Raton, FL",W 32 - 17,nan,1/,nan,10,1.0,Toledo Rockets,Offense
12/22/2015,"Temple @ Boca Raton, FL",W 32 - 17,nan,1/,nan,nan,nan,Toledo Rockets,Defense
08/31/2013,@ Florida,L 6 - 24,nan,1/,nan,14,2.0,Toledo Rockets,Offense
08/31/2013,@ Florida,L 6 - 24,nan,1/,nan,3,2.0,Toledo Rockets,Defense
09/07/2013,@ Missouri,L 23 - 38,nan,1/,nan,29,4.0,Toledo Rockets,Offense
09/07/2013,@ Missouri,L 23 - 38,nan,1/,nan,nan,nan,Toledo Rockets,Defense
09/14/2013,Eastern Wash.,W 33 - 21,nan,1/,nan,17,2.0,Toledo Rockets,Offense
09/14/2013,Eastern Wash.,W 33 - 21,nan,1/,nan,nan,nan,Toledo Rockets,Defense
09/21/2013,@ Central Mich.,W 38 - 17,nan,1/,nan,29,3.0,Toledo Rockets,Offense
09/21/2013,@ Central Mich.,W 38 - 17,nan,1/,nan,nan,nan,Toledo Rockets,Defense
09/28/2013,@ Ball St.,L 24 - 31,nan,1/,nan,13,2.0,Toledo Rockets,Offense
09/28/2013,@ Ball St.,L 24 - 31,nan,1/,nan,5,1.0,Toledo Rockets,Defense
10/05/2013,Western Mich.,W 47 - 20,nan,1/,nan,11,1.0,Toledo Rockets,Offense
10/05/2013,Western Mich.,W 47 - 20,nan,1/,nan,nan,nan,Toledo Rockets,Defense
10/19/2013,Navy,W 45 - 44 (2OT),nan,1/,nan,28,4.0,Toledo Rockets,Offense
10/19/2013,Navy,W 45 - 44 (2OT),nan,1/,nan,nan,nan,Toledo Rockets,Defense
10/26/2013,@ Bowling Green,W 28 - 25,nan,1/,nan,32,6.0,Toledo Rockets,Offense
10/26/2013,@ Bowling Green,W 28 - 25,nan,1/,nan,7,1.0,Toledo Rockets,Defense
11/02/2013,Eastern Mich.,W 55 - 16,nan,1/,nan,8,3.0,Toledo Rockets,Offense
11/02/2013,Eastern Mich.,W 55 - 16,nan,1/,nan,nan,nan,Toledo Rockets,Defense
11/12/2013,Buffalo,W 51 - 41,nan,1/,nan,14,3.0,Toledo Rockets,Offense
11/12/2013,Buffalo,W 51 - 41,nan,1/,nan,nan,nan,Toledo Rockets,Defense
11/20/2013,Northern Ill.,L 17 - 35,nan,1/,nan,13,2.0,Toledo Rockets,Offense
11/20/2013,Northern Ill.,L 17 - 35,nan,1/,nan,4,1.0,Toledo Rockets,Defense
11/29/2013,@ Akron,L 29 - 31,nan,1/,nan,24,2.0,Toledo Rockets,Offense
11/29/2013,@ Akron,L 29 - 31,nan,1/,nan,7,1.0,Toledo Rockets,Defense
09/02/2016,@ Arkansas St.,W 31 - 10,nan,1/,nan,26,4.0,Toledo Rockets,Offense
09/02/2016,@ Arkansas St.,W 31 - 10,nan,1/,nan,nan,nan,Toledo Rockets,Defense
09/10/2016,Maine,W 45 - 3,nan,1/,nan,4,1.0,Toledo Rockets,Offense
09/10/2016,Maine,W 45 - 3,nan,1/,nan,nan,nan,Toledo Rockets,Defense
09/17/2016,Fresno St.,W 52 - 17,nan,1/,nan,35,5.0,Toledo Rockets,Offense
09/17/2016,Fresno St.,W 52 - 17,nan,1/,nan,nan,nan,Toledo Rockets,Defense
09/30/2016,@ BYU,L 53 - 55,nan,1/,nan,20,3.0,Toledo Rockets,Offense
09/30/2016,@ BYU,L 53 - 55,nan,1/,nan,12,2.0,Toledo Rockets,Defense
10/08/2016,@ Eastern Mich.,W 35 - 20,nan,1/,nan,nan,nan,Toledo Rockets,Offense
10/08/2016,@ Eastern Mich.,W 35 - 20,nan,1/,nan,3,1.0,Toledo Rockets,Defense
10/15/2016,Bowling Green,W 42 - 35,nan,1/,nan,12,2.0,Toledo Rockets,Offense
10/15/2016,Bowling Green,W 42 - 35,nan,1/,nan,17,3.0,Toledo Rockets,Defense
10/22/2016,Central Mich.,W 31 - 17,nan,1/,nan,4,1.0,Toledo Rockets,Offense
10/22/2016,Central Mich.,W 31 - 17,nan,1/,nan,6,1.0,Toledo Rockets,Defense
10/27/2016,Ohio,L 26 - 31,nan,1/,nan,25,3.0,Toledo Rockets,Offense
10/27/2016,Ohio,L 26 - 31,nan,1/,nan,nan,nan,Toledo Rockets,Defense
11/02/2016,@ Akron,W 48 - 17,nan,1/,nan,4,1.0,Toledo Rockets,Offense
11/02/2016,@ Akron,W 48 - 17,nan,1/,nan,nan,nan,Toledo Rockets,Defense
11/09/2016,"Northern Ill. @ Chicago, Ill.",W 31 - 24,nan,1/,nan,nan,nan,Toledo Rockets,Offense
11/09/2016,"Northern Ill. @ Chicago, Ill.",W 31 - 24,nan,1/,nan,24,3.0,Toledo Rockets,Defense
11/16/2016,Ball St.,W 37 - 19,nan,1/,nan,nan,nan,Toledo Rockets,Offense
11/16/2016,Ball St.,W 37 - 19,nan,1/,nan,nan,nan,Toledo Rockets,Defense
11/25/2016,@ Western Mich.,L 35 - 55,nan,1/,nan,nan,nan,Toledo Rockets,Offense
11/25/2016,@ Western Mich.,L 35 - 55,nan,1/,nan,19,2.0,Toledo Rockets,Defense
12/17/2016,"Appalachian St. @ Montgomery, AL",L 28 - 31,nan,1/,nan,8,1.0,Toledo Rockets,Offense
12/17/2016,"Appalachian St. @ Montgomery, AL",L 28 - 31,nan,1/,nan,8,2.0,Toledo Rockets,Defense
08/30/2014,New Hampshire,W 54 - 20,nan,1/,nan,30,4.0,Toledo Rockets,Offense
08/30/2014,New Hampshire,W 54 - 20,nan,1/,nan,nan,nan,Toledo Rockets,Defense
09/06/2014,Missouri,L 24 - 49,nan,1/,nan,10,2.0,Toledo Rockets,Offense
09/06/2014,Missouri,L 24 - 49,nan,1/,nan,31,3.0,Toledo Rockets,Defense
09/12/2014,@ Cincinnati,L 34 - 58,nan,1/,nan,8,1.0,Toledo Rockets,Offense
09/12/2014,@ Cincinnati,L 34 - 58,nan,1/,nan,22,3.0,Toledo Rockets,Defense
09/20/2014,Ball St.,W 34 - 23,nan,1/,nan,15,2.0,Toledo Rockets,Offense
09/20/2014,Ball St.,W 34 - 23,nan,1/,nan,nan,nan,Toledo Rockets,Defense
09/27/2014,Central Mich.,W 42 - 28,nan,1/,nan,11,2.0,Toledo Rockets,Offense
09/27/2014,Central Mich.,W 42 - 28,nan,1/,nan,nan,nan,Toledo Rockets,Defense
10/04/2014,@ Western Mich.,W 20 - 19 (1OT),nan,1/,nan,13,4.0,Toledo Rockets,Offense
10/04/2014,@ Western Mich.,W 20 - 19 (1OT),nan,1/,nan,2,1.0,Toledo Rockets,Defense
10/11/2014,@ Iowa St.,L 30 - 37,nan,1/,nan,15,2.0,Toledo Rockets,Offense
10/11/2014,@ Iowa St.,L 30 - 37,nan,1/,nan,nan,nan,Toledo Rockets,Defense
10/25/2014,Massachusetts,W 42 - 35,nan,1/,nan,7,1.0,Toledo Rockets,Offense
10/25/2014,Massachusetts,W 42 - 35,nan,1/,nan,7,1.0,Toledo Rockets,Defense
11/04/2014,@ Kent St.,W 30 - 20,nan,1/,nan,1,1.0,Toledo Rockets,Offense
11/04/2014,@ Kent St.,W 30 - 20,nan,1/,nan,nan,nan,Toledo Rockets,Defense
11/11/2014,@ Northern Ill.,L 24 - 27,nan,1/,nan,7,1.0,Toledo Rockets,Offense
11/11/2014,@ Northern Ill.,L 24 - 27,nan,1/,nan,19,3.0,Toledo Rockets,Defense
11/19/2014,Bowling Green,W 27 - 20,nan,1/,nan,23,4.0,Toledo Rockets,Offense
11/19/2014,Bowling Green,W 27 - 20,nan,1/,nan,22,3.0,Toledo Rockets,Defense
11/28/2014,@ Eastern Mich.,W 52 - 16,nan,1/,nan,22,3.0,Toledo Rockets,Offense
11/28/2014,@ Eastern Mich.,W 52 - 16,nan,1/,nan,26,2.0,Toledo Rockets,Defense
01/04/2015,"Arkansas St. @ Mobile, Ala.",W 63 - 44,nan,1/,nan,13,2.0,Toledo Rockets,Offense
01/04/2015,"Arkansas St. @ Mobile, Ala.",W 63 - 44,nan,1/,nan,7,1.0,Toledo Rockets,Defense
09/05/2015,Sam Houston St.,W 59 - 45,nan,1/,nan,7,2.0,Texas Tech Red Raiders,Offense
09/05/2015,Sam Houston St.,W 59 - 45,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Defense
09/12/2015,UTEP,W 69 - 20,nan,1/,nan,1,1.0,Texas Tech Red Raiders,Offense
09/12/2015,UTEP,W 69 - 20,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Defense
09/19/2015,@ Arkansas,W 35 - 24,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Offense
09/19/2015,@ Arkansas,W 35 - 24,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Defense
09/26/2015,TCU,L 52 - 55,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Offense
09/26/2015,TCU,L 52 - 55,nan,1/,nan,2,1.0,Texas Tech Red Raiders,Defense
10/03/2015,"Baylor @ Arlington, Texas",L 35 - 63,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Offense
10/03/2015,"Baylor @ Arlington, Texas",L 35 - 63,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Defense
10/10/2015,Iowa St.,W 66 - 31,nan,1/,nan,7,2.0,Texas Tech Red Raiders,Offense
10/10/2015,Iowa St.,W 66 - 31,nan,1/,nan,7,1.0,Texas Tech Red Raiders,Defense
10/17/2015,@ Kansas,W 30 - 20,nan,1/,nan,13,2.0,Texas Tech Red Raiders,Offense
10/17/2015,@ Kansas,W 30 - 20,nan,1/,nan,28,5.0,Texas Tech Red Raiders,Defense
10/24/2015,@ Oklahoma,L 27 - 63,nan,1/,nan,3,1.0,Texas Tech Red Raiders,Offense
10/24/2015,@ Oklahoma,L 27 - 63,nan,1/,nan,25,4.0,Texas Tech Red Raiders,Defense
10/31/2015,Oklahoma St.,L 53 - 70,nan,1/,nan,14,2.0,Texas Tech Red Raiders,Offense
10/31/2015,Oklahoma St.,L 53 - 70,nan,1/,nan,8,2.0,Texas Tech Red Raiders,Defense
11/07/2015,@ West Virginia,L 26 - 31,nan,1/,nan,12,3.0,Texas Tech Red Raiders,Offense
11/07/2015,@ West Virginia,L 26 - 31,nan,1/,nan,11,2.0,Texas Tech Red Raiders,Defense
11/14/2015,Kansas St.,W 59 - 44,nan,1/,nan,11,2.0,Texas Tech Red Raiders,Offense
11/14/2015,Kansas St.,W 59 - 44,nan,1/,nan,22,2.0,Texas Tech Red Raiders,Defense
11/26/2015,@ Texas,W 48 - 45,nan,1/,nan,26,4.0,Texas Tech Red Raiders,Offense
11/26/2015,@ Texas,W 48 - 45,nan,1/,nan,20,4.0,Texas Tech Red Raiders,Defense
12/29/2015,"LSU @ Houston, Texas",L 27 - 56,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Offense
12/29/2015,"LSU @ Houston, Texas",L 27 - 56,nan,1/,nan,43,6.0,Texas Tech Red Raiders,Defense
09/03/2016,SFA,W 69 - 17,nan,1/,nan,35,5.0,Texas Tech Red Raiders,Offense
09/03/2016,SFA,W 69 - 17,nan,1/,nan,18,2.0,Texas Tech Red Raiders,Defense
09/10/2016,@ Arizona St.,L 55 - 68,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Offense
09/10/2016,@ Arizona St.,L 55 - 68,nan,1/,nan,9,2.0,Texas Tech Red Raiders,Defense
09/17/2016,Louisiana Tech,W 59 - 45,nan,1/,nan,4,1.0,Texas Tech Red Raiders,Offense
09/17/2016,Louisiana Tech,W 59 - 45,nan,1/,nan,20,2.0,Texas Tech Red Raiders,Defense
09/29/2016,Kansas,W 55 - 19,nan,1/,nan,28,4.0,Texas Tech Red Raiders,Offense
09/29/2016,Kansas,W 55 - 19,nan,1/,nan,32,3.0,Texas Tech Red Raiders,Defense
10/08/2016,@ Kansas St.,L 38 - 44,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Offense
10/08/2016,@ Kansas St.,L 38 - 44,nan,1/,nan,33,3.0,Texas Tech Red Raiders,Defense
10/15/2016,West Virginia,L 17 - 48,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Offense
10/15/2016,West Virginia,L 17 - 48,nan,1/,nan,47,4.0,Texas Tech Red Raiders,Defense
10/22/2016,Oklahoma,L 59 - 66,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Offense
10/22/2016,Oklahoma,L 59 - 66,nan,1/,nan,2,1.0,Texas Tech Red Raiders,Defense
10/29/2016,@ TCU,W 27 - 24 (2OT),nan,1/,nan,nan,nan,Texas Tech Red Raiders,Offense
10/29/2016,@ TCU,W 27 - 24 (2OT),nan,1/,nan,24,4.0,Texas Tech Red Raiders,Defense
11/05/2016,Texas,L 37 - 45,nan,1/,nan,3,1.0,Texas Tech Red Raiders,Offense
11/05/2016,Texas,L 37 - 45,nan,1/,nan,38,3.0,Texas Tech Red Raiders,Defense
11/12/2016,@ Oklahoma St.,L 44 - 45,nan,1/,nan,18,2.0,Texas Tech Red Raiders,Offense
11/12/2016,@ Oklahoma St.,L 44 - 45,nan,1/,nan,14,2.0,Texas Tech Red Raiders,Defense
11/19/2016,@ Iowa St.,L 10 - 66,nan,1/,nan,nan,nan,Texas Tech Red Raiders,Offense
11/19/2016,@ Iowa St.,L 10 - 66,nan,1/,nan,20,2.0,Texas Tech Red Raiders,Defense
11/25/2016,"Baylor @ Arlington, Texas",W 54 - 35,nan,1/,nan,6,1.0,Texas Tech Red Raiders,Offense
