Date,Opponent,Result,G,FumblesRecovered,Int,Blkd,Team,OffenseDefense
09/07/2013,@ Nebraska,L 13 - 56,1/,1,nan,nan,Southern Miss. Golden Eagles,Offense
09/07/2013,@ Nebraska,L 13 - 56,1/,nan,4/,nan,Southern Miss. Golden Eagles,Defense
09/14/2013,@ Arkansas,L 3 - 24,1/,nan,1,nan,Southern Miss. Golden Eagles,Offense
09/14/2013,@ Arkansas,L 3 - 24,1/,nan,2,nan,Southern Miss. Golden Eagles,Defense
09/28/2013,@ Boise St.,L 7 - 60,1/,1,nan,1,Southern Miss. Golden Eagles,Offense
09/28/2013,@ Boise St.,L 7 - 60,1/,1,2,2,Southern Miss. Golden Eagles,Defense
10/05/2013,FIU,L 23 - 24,1/,nan,2,nan,Southern Miss. Golden Eagles,Offense
10/05/2013,FIU,L 23 - 24,1/,2,2,1,Southern Miss. Golden Eagles,Defense
10/19/2013,@ East Carolina,L 14 - 55,1/,1,nan,nan,Southern Miss. Golden Eagles,Offense
10/19/2013,@ East Carolina,L 14 - 55,1/,1,1,nan,Southern Miss. Golden Eagles,Defense
10/26/2013,North Texas,L 14 - 55,1/,2,2,nan,Southern Miss. Golden Eagles,Offense
10/26/2013,North Texas,L 14 - 55,1/,2,3,nan,Southern Miss. Golden Eagles,Defense
11/02/2013,@ Marshall,L 13 - 61,1/,2,nan,1,Southern Miss. Golden Eagles,Offense
11/02/2013,@ Marshall,L 13 - 61,1/,1,1,nan,Southern Miss. Golden Eagles,Defense
11/09/2013,@ Louisiana Tech,L 13 - 36,1/,1,nan,1,Southern Miss. Golden Eagles,Offense
11/09/2013,@ Louisiana Tech,L 13 - 36,1/,nan,4/,nan,Southern Miss. Golden Eagles,Defense
11/16/2013,Fla. Atlantic,L 7 - 41,1/,nan,nan,nan,Southern Miss. Golden Eagles,Offense
11/16/2013,Fla. Atlantic,L 7 - 41,1/,1,2,nan,Southern Miss. Golden Eagles,Defense
11/23/2013,Middle Tenn.,L 21 - 42,1/,nan,nan,nan,Southern Miss. Golden Eagles,Offense
11/23/2013,Middle Tenn.,L 21 - 42,1/,nan,2,nan,Southern Miss. Golden Eagles,Defense
11/30/2013,@ UAB,W 62 - 27,1/,4/,1,1,Southern Miss. Golden Eagles,Offense
11/30/2013,@ UAB,W 62 - 27,1/,nan,1,nan,Southern Miss. Golden Eagles,Defense
09/03/2016,@ Kentucky,W 44 - 35,1/,2,1,1,Southern Miss. Golden Eagles,Offense
09/03/2016,@ Kentucky,W 44 - 35,1/,nan,3/,nan,Southern Miss. Golden Eagles,Defense
09/10/2016,Savannah St.,W 56 - 0,1/,nan,nan,1,Southern Miss. Golden Eagles,Offense
09/10/2016,Savannah St.,W 56 - 0,1/,nan,1,nan,Southern Miss. Golden Eagles,Defense
09/17/2016,Troy,L 31 - 37,1/,nan,1,nan,Southern Miss. Golden Eagles,Offense
09/17/2016,Troy,L 31 - 37,1/,1,2,nan,Southern Miss. Golden Eagles,Defense
09/24/2016,@ UTEP,W 34 - 7,1/,1,2,nan,Southern Miss. Golden Eagles,Offense
09/24/2016,@ UTEP,W 34 - 7,1/,2,nan,nan,Southern Miss. Golden Eagles,Defense
10/01/2016,Rice,W 44 - 28,1/,nan,nan,nan,Southern Miss. Golden Eagles,Offense
10/01/2016,Rice,W 44 - 28,1/,2,1,nan,Southern Miss. Golden Eagles,Defense
10/08/2016,@ UTSA,L 32 - 55,1/,nan,nan,nan,Southern Miss. Golden Eagles,Offense
10/08/2016,@ UTSA,L 32 - 55,1/,2,1,nan,Southern Miss. Golden Eagles,Defense
10/15/2016,@ LSU,L 10 - 45,1/,nan,1,nan,Southern Miss. Golden Eagles,Offense
10/15/2016,@ LSU,L 10 - 45,1/,1,nan,nan,Southern Miss. Golden Eagles,Defense
10/29/2016,Marshall,W 24 - 14,1/,nan,nan,1,Southern Miss. Golden Eagles,Offense
10/29/2016,Marshall,W 24 - 14,1/,1,nan,nan,Southern Miss. Golden Eagles,Defense
11/05/2016,Charlotte,L 27 - 38,1/,nan,nan,nan,Southern Miss. Golden Eagles,Offense
11/05/2016,Charlotte,L 27 - 38,1/,nan,3,1,Southern Miss. Golden Eagles,Defense
11/12/2016,@ Old Dominion,L 35 - 51,1/,nan,nan,nan,Southern Miss. Golden Eagles,Offense
11/12/2016,@ Old Dominion,L 35 - 51,1/,4/,1,nan,Southern Miss. Golden Eagles,Defense
11/19/2016,@ North Texas,L 23 - 29,1/,2,1,nan,Southern Miss. Golden Eagles,Offense
11/19/2016,@ North Texas,L 23 - 29,1/,1,3,nan,Southern Miss. Golden Eagles,Defense
11/25/2016,Louisiana Tech,W 39 - 24,1/,nan,3,nan,Southern Miss. Golden Eagles,Offense
11/25/2016,Louisiana Tech,W 39 - 24,1/,1,nan,1,Southern Miss. Golden Eagles,Defense
12/17/2016,"Louisiana @ New Orleans, LA",W 28 - 21,1/,nan,1,nan,Southern Miss. Golden Eagles,Offense
12/17/2016,"Louisiana @ New Orleans, LA",W 28 - 21,1/,1,1,nan,Southern Miss. Golden Eagles,Defense
08/31/2013,@ Southern Miss.,W 22 - 15,1/,4/,2,nan,Texas St. Bobcats,Offense
08/31/2013,@ Southern Miss.,W 22 - 15,1/,1,nan,1,Texas St. Bobcats,Defense
09/07/2013,Prairie View,W 28 - 3,1/,1,nan,1,Texas St. Bobcats,Offense
09/07/2013,Prairie View,W 28 - 3,1/,nan,nan,1,Texas St. Bobcats,Defense
09/21/2013,@ Texas Tech,L 7 - 33,1/,nan,3,nan,Texas St. Bobcats,Offense
09/21/2013,@ Texas Tech,L 7 - 33,1/,2,1,nan,Texas St. Bobcats,Defense
09/28/2013,Wyoming,W 42 - 21,1/,nan,1,nan,Texas St. Bobcats,Offense
09/28/2013,Wyoming,W 42 - 21,1/,nan,1,nan,Texas St. Bobcats,Defense
10/05/2013,@ Louisiana,L 24 - 48,1/,1,nan,nan,Texas St. Bobcats,Offense
10/05/2013,@ Louisiana,L 24 - 48,1/,2,nan,nan,Texas St. Bobcats,Defense
10/12/2013,La.-Monroe,L 14 - 21,1/,nan,2,nan,Texas St. Bobcats,Offense
10/12/2013,La.-Monroe,L 14 - 21,1/,nan,2,nan,Texas St. Bobcats,Defense
10/19/2013,Georgia St.,W 24 - 17,1/,nan,1,nan,Texas St. Bobcats,Offense
10/19/2013,Georgia St.,W 24 - 17,1/,nan,1,nan,Texas St. Bobcats,Defense
10/26/2013,South Ala.,W 33 - 31,1/,1,1,nan,Texas St. Bobcats,Offense
10/26/2013,South Ala.,W 33 - 31,1/,nan,1,nan,Texas St. Bobcats,Defense
11/02/2013,@ Idaho,W 37 - 21,1/,1,nan,nan,Texas St. Bobcats,Offense
11/02/2013,@ Idaho,W 37 - 21,1/,nan,nan,nan,Texas St. Bobcats,Defense
11/16/2013,@ Arkansas St.,L 21 - 38,1/,nan,1,nan,Texas St. Bobcats,Offense
11/16/2013,@ Arkansas St.,L 21 - 38,1/,nan,nan,nan,Texas St. Bobcats,Defense
11/23/2013,Western Ky.,L 7 - 38,1/,nan,nan,nan,Texas St. Bobcats,Offense
11/23/2013,Western Ky.,L 7 - 38,1/,1,4/,nan,Texas St. Bobcats,Defense
11/29/2013,@ Troy,L 28 - 42,1/,nan,nan,nan,Texas St. Bobcats,Offense
11/29/2013,@ Troy,L 28 - 42,1/,nan,1,nan,Texas St. Bobcats,Defense
09/03/2016,@ Ohio,W 56 - 54 (3OT),1/,2,nan,nan,Texas St. Bobcats,Offense
09/03/2016,@ Ohio,W 56 - 54 (3OT),1/,1,2,nan,Texas St. Bobcats,Defense
09/17/2016,@ Arkansas,L 3 - 42,1/,1,nan,nan,Texas St. Bobcats,Offense
09/17/2016,@ Arkansas,L 3 - 42,1/,nan,1,nan,Texas St. Bobcats,Defense
09/24/2016,Houston,L 3 - 64,1/,nan,nan,1,Texas St. Bobcats,Offense
09/24/2016,Houston,L 3 - 64,1/,nan,1,nan,Texas St. Bobcats,Defense
10/01/2016,Incarnate Word,W 48 - 17,1/,nan,1,2/,Texas St. Bobcats,Offense
10/01/2016,Incarnate Word,W 48 - 17,1/,nan,nan,2/,Texas St. Bobcats,Defense
10/08/2016,@ Georgia St.,L 21 - 41,1/,3/,nan,nan,Texas St. Bobcats,Offense
10/08/2016,@ Georgia St.,L 21 - 41,1/,1,2,1,Texas St. Bobcats,Defense
10/15/2016,@ La.-Monroe,L 34 - 40,1/,1,1,1,Texas St. Bobcats,Offense
10/15/2016,@ La.-Monroe,L 34 - 40,1/,1,2,nan,Texas St. Bobcats,Defense
10/22/2016,Louisiana,L 3 - 27,1/,nan,1,nan,Texas St. Bobcats,Offense
10/22/2016,Louisiana,L 3 - 27,1/,1,1,nan,Texas St. Bobcats,Defense
11/05/2016,@ Appalachian St.,L 10 - 35,1/,nan,nan,1,Texas St. Bobcats,Offense
11/05/2016,@ Appalachian St.,L 10 - 35,1/,nan,1,nan,Texas St. Bobcats,Defense
11/12/2016,Idaho,L 14 - 47,1/,nan,nan,1,Texas St. Bobcats,Offense
11/12/2016,Idaho,L 14 - 47,1/,2,nan,nan,Texas St. Bobcats,Defense
11/19/2016,@ New Mexico St.,L 10 - 50,1/,1,nan,nan,Texas St. Bobcats,Offense
11/19/2016,@ New Mexico St.,L 10 - 50,1/,2,3,nan,Texas St. Bobcats,Defense
11/26/2016,Troy,L 7 - 40,1/,nan,nan,1,Texas St. Bobcats,Offense
11/26/2016,Troy,L 7 - 40,1/,nan,2,nan,Texas St. Bobcats,Defense
12/03/2016,Arkansas St.,L 14 - 36,1/,nan,nan,1,Texas St. Bobcats,Offense
12/03/2016,Arkansas St.,L 14 - 36,1/,nan,2,1,Texas St. Bobcats,Defense
09/04/2016,Notre Dame,W 50 - 47 (2OT),1/,nan,nan,1,Texas Longhorns,Offense
09/04/2016,Notre Dame,W 50 - 47 (2OT),1/,nan,1,1,Texas Longhorns,Defense
09/10/2016,UTEP,W 41 - 7,1/,1,nan,1,Texas Longhorns,Offense
09/10/2016,UTEP,W 41 - 7,1/,1,nan,nan,Texas Longhorns,Defense
09/17/2016,@ California,L 43 - 50,1/,nan,nan,1,Texas Longhorns,Offense
09/17/2016,@ California,L 43 - 50,1/,nan,2,nan,Texas Longhorns,Defense
10/01/2016,@ Oklahoma St.,L 31 - 49,1/,nan,nan,1,Texas Longhorns,Offense
10/01/2016,@ Oklahoma St.,L 31 - 49,1/,nan,1,3/,Texas Longhorns,Defense
10/08/2016,"Oklahoma @ Dallas, Texas",L 40 - 45,1/,2,2,nan,Texas Longhorns,Offense
10/08/2016,"Oklahoma @ Dallas, Texas",L 40 - 45,1/,1,1,nan,Texas Longhorns,Defense
10/15/2016,Iowa St.,W 27 - 6,1/,1,nan,nan,Texas Longhorns,Offense
10/15/2016,Iowa St.,W 27 - 6,1/,1,1,nan,Texas Longhorns,Defense
10/22/2016,@ Kansas St.,L 21 - 24,1/,2,1,nan,Texas Longhorns,Offense
10/22/2016,@ Kansas St.,L 21 - 24,1/,nan,nan,nan,Texas Longhorns,Defense
10/29/2016,Baylor,W 35 - 34,1/,1,1,nan,Texas Longhorns,Offense
10/29/2016,Baylor,W 35 - 34,1/,1,1,nan,Texas Longhorns,Defense
11/05/2016,@ Texas Tech,W 45 - 37,1/,1,1,1,Texas Longhorns,Offense
11/05/2016,@ Texas Tech,W 45 - 37,1/,2,nan,nan,Texas Longhorns,Defense
11/12/2016,West Virginia,L 20 - 24,1/,1,3,nan,Texas Longhorns,Offense
11/12/2016,West Virginia,L 20 - 24,1/,2,1,1,Texas Longhorns,Defense
11/19/2016,@ Kansas,L 21 - 24 (1OT),1/,1,1,nan,Texas Longhorns,Offense
11/19/2016,@ Kansas,L 21 - 24 (1OT),1/,3,3,nan,Texas Longhorns,Defense
11/25/2016,TCU,L 9 - 31,1/,nan,1,nan,Texas Longhorns,Offense
11/25/2016,TCU,L 9 - 31,1/,nan,1,nan,Texas Longhorns,Defense
08/30/2014,North Texas,W 38 - 7,1/,nan,4/,nan,Texas Longhorns,Offense
08/30/2014,North Texas,W 38 - 7,1/,2,nan,nan,Texas Longhorns,Defense
09/06/2014,BYU,L 7 - 41,1/,1,1,nan,Texas Longhorns,Offense
09/06/2014,BYU,L 7 - 41,1/,3/,1,nan,Texas Longhorns,Defense
09/13/2014,"UCLA @ Arlington, Texas",L 17 - 20,1/,1,nan,nan,Texas Longhorns,Offense
09/13/2014,"UCLA @ Arlington, Texas",L 17 - 20,1/,nan,nan,nan,Texas Longhorns,Defense
09/27/2014,@ Kansas,W 23 - 0,1/,nan,4/,nan,Texas Longhorns,Offense
09/27/2014,@ Kansas,W 23 - 0,1/,1,nan,1,Texas Longhorns,Defense
10/04/2014,Baylor,L 7 - 28,1/,nan,nan,nan,Texas Longhorns,Offense
10/04/2014,Baylor,L 7 - 28,1/,1,2,1,Texas Longhorns,Defense
10/11/2014,"Oklahoma @ Dallas, Texas",L 26 - 31,1/,nan,nan,nan,Texas Longhorns,Offense
10/11/2014,"Oklahoma @ Dallas, Texas",L 26 - 31,1/,nan,1,nan,Texas Longhorns,Defense
10/18/2014,Iowa St.,W 48 - 45,1/,1,2,nan,Texas Longhorns,Offense
10/18/2014,Iowa St.,W 48 - 45,1/,1,1,nan,Texas Longhorns,Defense
10/25/2014,@ Kansas St.,L 0 - 23,1/,nan,nan,nan,Texas Longhorns,Offense
10/25/2014,@ Kansas St.,L 0 - 23,1/,1,nan,nan,Texas Longhorns,Defense
11/01/2014,@ Texas Tech,W 34 - 13,1/,1,1,nan,Texas Longhorns,Offense
11/01/2014,@ Texas Tech,W 34 - 13,1/,2,nan,nan,Texas Longhorns,Defense
11/08/2014,West Virginia,W 33 - 16,1/,1,1,nan,Texas Longhorns,Offense
11/08/2014,West Virginia,W 33 - 16,1/,nan,1,nan,Texas Longhorns,Defense
11/15/2014,@ Oklahoma St.,W 28 - 7,1/,1,1,nan,Texas Longhorns,Offense
11/15/2014,@ Oklahoma St.,W 28 - 7,1/,nan,nan,1,Texas Longhorns,Defense
11/27/2014,TCU,L 10 - 48,1/,1,1,nan,Texas Longhorns,Offense
11/27/2014,TCU,L 10 - 48,1/,2,4/,nan,Texas Longhorns,Defense
12/29/2014,"Arkansas @ Houston, Texas",L 7 - 31,1/,nan,nan,nan,Texas Longhorns,Offense
12/29/2014,"Arkansas @ Houston, Texas",L 7 - 31,1/,1,1,nan,Texas Longhorns,Defense
09/05/2015,@ Notre Dame,L 3 - 38,1/,nan,nan,nan,Texas Longhorns,Offense
09/05/2015,@ Notre Dame,L 3 - 38,1/,nan,nan,nan,Texas Longhorns,Defense
09/12/2015,Rice,W 42 - 28,1/,2,3,nan,Texas Longhorns,Offense
09/12/2015,Rice,W 42 - 28,1/,1,nan,nan,Texas Longhorns,Defense
09/19/2015,California,L 44 - 45,1/,2,nan,nan,Texas Longhorns,Offense
09/19/2015,California,L 44 - 45,1/,1,1,nan,Texas Longhorns,Defense
09/26/2015,Oklahoma St.,L 27 - 30,1/,1,2,nan,Texas Longhorns,Offense
09/26/2015,Oklahoma St.,L 27 - 30,1/,nan,1,nan,Texas Longhorns,Defense
10/03/2015,@ TCU,L 7 - 50,1/,nan,nan,nan,Texas Longhorns,Offense
10/03/2015,@ TCU,L 7 - 50,1/,1,nan,nan,Texas Longhorns,Defense
10/10/2015,"Oklahoma @ Dallas, TX",W 24 - 17,1/,1,nan,nan,Texas Longhorns,Offense
10/10/2015,"Oklahoma @ Dallas, TX",W 24 - 17,1/,nan,nan,nan,Texas Longhorns,Defense
10/24/2015,Kansas St.,W 23 - 9,1/,nan,1,nan,Texas Longhorns,Offense
10/24/2015,Kansas St.,W 23 - 9,1/,nan,nan,nan,Texas Longhorns,Defense
10/31/2015,@ Iowa St.,L 0 - 24,1/,nan,nan,nan,Texas Longhorns,Offense
10/31/2015,@ Iowa St.,L 0 - 24,1/,nan,1,nan,Texas Longhorns,Defense
11/07/2015,Kansas,W 59 - 20,1/,1,3,nan,Texas Longhorns,Offense
11/07/2015,Kansas,W 59 - 20,1/,1,nan,nan,Texas Longhorns,Defense
11/14/2015,@ West Virginia,L 20 - 38,1/,nan,1,nan,Texas Longhorns,Offense
11/14/2015,@ West Virginia,L 20 - 38,1/,3,2,nan,Texas Longhorns,Defense
11/26/2015,Texas Tech,L 45 - 48,1/,3,1,nan,Texas Longhorns,Offense
11/26/2015,Texas Tech,L 45 - 48,1/,1,1,nan,Texas Longhorns,Defense
12/05/2015,@ Baylor,W 23 - 17,1/,2,2,nan,Texas Longhorns,Offense
12/05/2015,@ Baylor,W 23 - 17,1/,nan,nan,nan,Texas Longhorns,Defense
08/31/2013,New Mexico St.,W 56 - 7,1/,2,1,nan,Texas Longhorns,Offense
08/31/2013,New Mexico St.,W 56 - 7,1/,1,2,nan,Texas Longhorns,Defense
09/07/2013,@ BYU,L 21 - 40,1/,1,1,nan,Texas Longhorns,Offense
09/07/2013,@ BYU,L 21 - 40,1/,nan,nan,nan,Texas Longhorns,Defense
09/14/2013,Ole Miss,L 23 - 44,1/,1,nan,1,Texas Longhorns,Offense
09/14/2013,Ole Miss,L 23 - 44,1/,1,nan,nan,Texas Longhorns,Defense
09/21/2013,Kansas St.,W 31 - 21,1/,3/,nan,nan,Texas Longhorns,Offense
09/21/2013,Kansas St.,W 31 - 21,1/,nan,nan,nan,Texas Longhorns,Defense
10/03/2013,@ Iowa St.,W 31 - 30,1/,1,1,nan,Texas Longhorns,Offense
10/03/2013,@ Iowa St.,W 31 - 30,1/,1,nan,nan,Texas Longhorns,Defense
10/12/2013,"Oklahoma @ Dallas, Texas",W 36 - 20,1/,nan,2,nan,Texas Longhorns,Offense
10/12/2013,"Oklahoma @ Dallas, Texas",W 36 - 20,1/,1,1,1,Texas Longhorns,Defense
10/26/2013,@ TCU,W 30 - 7,1/,2,1,nan,Texas Longhorns,Offense
10/26/2013,@ TCU,W 30 - 7,1/,nan,2,nan,Texas Longhorns,Defense
11/02/2013,Kansas,W 35 - 13,1/,1,nan,1,Texas Longhorns,Offense
11/02/2013,Kansas,W 35 - 13,1/,nan,2,nan,Texas Longhorns,Defense
11/09/2013,@ West Virginia,W 47 - 40 (1OT),1/,3/,2,nan,Texas Longhorns,Offense
11/09/2013,@ West Virginia,W 47 - 40 (1OT),1/,1,1,1,Texas Longhorns,Defense
11/16/2013,Oklahoma St.,L 13 - 38,1/,nan,1,nan,Texas Longhorns,Offense
11/16/2013,Oklahoma St.,L 13 - 38,1/,nan,3,nan,Texas Longhorns,Defense
11/28/2013,Texas Tech,W 41 - 16,1/,2,1,nan,Texas Longhorns,Offense
11/28/2013,Texas Tech,W 41 - 16,1/,2,nan,nan,Texas Longhorns,Defense
12/07/2013,@ Baylor,L 10 - 30,1/,nan,nan,nan,Texas Longhorns,Offense
12/07/2013,@ Baylor,L 10 - 30,1/,nan,2,1,Texas Longhorns,Defense
12/30/2013,"Oregon @ San Antonio, Texas",L 7 - 30,1/,nan,nan,nan,Texas Longhorns,Offense
12/30/2013,"Oregon @ San Antonio, Texas",L 7 - 30,1/,nan,2,nan,Texas Longhorns,Defense
09/03/2016,UCLA,W 31 - 24 (1OT),1/,nan,3/,nan,Texas A&M Aggies,Offense
09/03/2016,UCLA,W 31 - 24 (1OT),1/,1,1,nan,Texas A&M Aggies,Defense
09/10/2016,Prairie View,W 67 - 0,1/,nan,1,1,Texas A&M Aggies,Offense
09/10/2016,Prairie View,W 67 - 0,1/,1,1,nan,Texas A&M Aggies,Defense
09/17/2016,@ Auburn,W 29 - 16,1/,1,nan,nan,Texas A&M Aggies,Offense
09/17/2016,@ Auburn,W 29 - 16,1/,nan,nan,nan,Texas A&M Aggies,Defense
09/24/2016,"Arkansas @ Arlington, Texas",W 45 - 24,1/,3,nan,nan,Texas A&M Aggies,Offense
09/24/2016,"Arkansas @ Arlington, Texas",W 45 - 24,1/,2,nan,nan,Texas A&M Aggies,Defense
10/01/2016,@ South Carolina,W 24 - 13,1/,1,1,nan,Texas A&M Aggies,Offense
10/01/2016,@ South Carolina,W 24 - 13,1/,1,1,nan,Texas A&M Aggies,Defense
10/08/2016,Tennessee,W 45 - 38 (2OT),1/,5/,2,nan,Texas A&M Aggies,Offense
10/08/2016,Tennessee,W 45 - 38 (2OT),1/,1,2,nan,Texas A&M Aggies,Defense
10/22/2016,@ Alabama,L 14 - 33,1/,nan,2,nan,Texas A&M Aggies,Offense
10/22/2016,@ Alabama,L 14 - 33,1/,1,1,nan,Texas A&M Aggies,Defense
10/29/2016,New Mexico St.,W 52 - 10,1/,nan,nan,nan,Texas A&M Aggies,Offense
10/29/2016,New Mexico St.,W 52 - 10,1/,1,nan,nan,Texas A&M Aggies,Defense
11/05/2016,@ Mississippi St.,L 28 - 35,1/,nan,2,nan,Texas A&M Aggies,Offense
11/05/2016,@ Mississippi St.,L 28 - 35,1/,1,1,nan,Texas A&M Aggies,Defense
11/12/2016,Ole Miss,L 28 - 29,1/,1,1,nan,Texas A&M Aggies,Offense
11/12/2016,Ole Miss,L 28 - 29,1/,nan,1,nan,Texas A&M Aggies,Defense
11/19/2016,UTSA,W 23 - 10,1/,1,nan,nan,Texas A&M Aggies,Offense
11/19/2016,UTSA,W 23 - 10,1/,1,nan,nan,Texas A&M Aggies,Defense
11/24/2016,LSU,L 39 - 54,1/,nan,nan,nan,Texas A&M Aggies,Offense
11/24/2016,LSU,L 39 - 54,1/,1,nan,nan,Texas A&M Aggies,Defense
12/28/2016,"Kansas St. @ Houston, Texas",L 28 - 33,1/,nan,nan,1,Texas A&M Aggies,Offense
12/28/2016,"Kansas St. @ Houston, Texas",L 28 - 33,1/,1,1,nan,Texas A&M Aggies,Defense
08/31/2013,Rice,W 52 - 31,1/,nan,2,nan,Texas A&M Aggies,Offense
08/31/2013,Rice,W 52 - 31,1/,1,nan,nan,Texas A&M Aggies,Defense
09/07/2013,Sam Houston St.,W 65 - 28,1/,nan,2,nan,Texas A&M Aggies,Offense
09/07/2013,Sam Houston St.,W 65 - 28,1/,nan,1,nan,Texas A&M Aggies,Defense
09/14/2013,Alabama,L 42 - 49,1/,1,nan,nan,Texas A&M Aggies,Offense
09/14/2013,Alabama,L 42 - 49,1/,nan,2,nan,Texas A&M Aggies,Defense
09/21/2013,SMU,W 42 - 13,1/,2,1,nan,Texas A&M Aggies,Offense
09/21/2013,SMU,W 42 - 13,1/,nan,1,1/,Texas A&M Aggies,Defense
09/28/2013,@ Arkansas,W 45 - 33,1/,nan,2,nan,Texas A&M Aggies,Offense
09/28/2013,@ Arkansas,W 45 - 33,1/,nan,nan,nan,Texas A&M Aggies,Defense
10/12/2013,@ Ole Miss,W 41 - 38,1/,nan,1,nan,Texas A&M Aggies,Offense
10/12/2013,@ Ole Miss,W 41 - 38,1/,1,1,nan,Texas A&M Aggies,Defense
10/19/2013,Auburn,L 41 - 45,1/,1,nan,nan,Texas A&M Aggies,Offense
10/19/2013,Auburn,L 41 - 45,1/,nan,2,nan,Texas A&M Aggies,Defense
10/26/2013,Vanderbilt,W 56 - 24,1/,nan,3,nan,Texas A&M Aggies,Offense
10/26/2013,Vanderbilt,W 56 - 24,1/,3/,1,nan,Texas A&M Aggies,Defense
11/02/2013,UTEP,W 57 - 7,1/,1,3,1,Texas A&M Aggies,Offense
11/02/2013,UTEP,W 57 - 7,1/,1,nan,nan,Texas A&M Aggies,Defense
11/09/2013,Mississippi St.,W 51 - 41,1/,nan,1,2/,Texas A&M Aggies,Offense
11/09/2013,Mississippi St.,W 51 - 41,1/,nan,3,nan,Texas A&M Aggies,Defense
11/23/2013,@ LSU,L 10 - 34,1/,nan,nan,nan,Texas A&M Aggies,Offense
11/23/2013,@ LSU,L 10 - 34,1/,nan,2,nan,Texas A&M Aggies,Defense
11/30/2013,@ Missouri,L 21 - 28,1/,nan,nan,nan,Texas A&M Aggies,Offense
11/30/2013,@ Missouri,L 21 - 28,1/,1,nan,nan,Texas A&M Aggies,Defense
12/31/2013,"Duke @ Atlanta, Georgia",W 52 - 48,1/,nan,2,nan,Texas A&M Aggies,Offense
12/31/2013,"Duke @ Atlanta, Georgia",W 52 - 48,1/,nan,nan,1,Texas A&M Aggies,Defense
09/05/2015,"Arizona St. @ Houston, Texas",W 38 - 17,1/,2,nan,nan,Texas A&M Aggies,Offense
09/05/2015,"Arizona St. @ Houston, Texas",W 38 - 17,1/,1,2,nan,Texas A&M Aggies,Defense
09/12/2015,Ball St.,W 56 - 23,1/,nan,1,nan,Texas A&M Aggies,Offense
09/12/2015,Ball St.,W 56 - 23,1/,1,nan,nan,Texas A&M Aggies,Defense
09/19/2015,Nevada,W 44 - 27,1/,nan,1,nan,Texas A&M Aggies,Offense
09/19/2015,Nevada,W 44 - 27,1/,1,1,nan,Texas A&M Aggies,Defense
09/26/2015,"Arkansas @ Arlington, Texas",W 28 - 21 (1OT),1/,1,1,nan,Texas A&M Aggies,Offense
09/26/2015,"Arkansas @ Arlington, Texas",W 28 - 21 (1OT),1/,nan,nan,nan,Texas A&M Aggies,Defense
10/03/2015,Mississippi St.,W 30 - 17,1/,2,nan,nan,Texas A&M Aggies,Offense
10/03/2015,Mississippi St.,W 30 - 17,1/,nan,nan,nan,Texas A&M Aggies,Defense
10/17/2015,Alabama,L 23 - 41,1/,1,nan,1,Texas A&M Aggies,Offense
10/17/2015,Alabama,L 23 - 41,1/,nan,4/,nan,Texas A&M Aggies,Defense
10/24/2015,@ Ole Miss,L 3 - 23,1/,1,3,nan,Texas A&M Aggies,Offense
10/24/2015,@ Ole Miss,L 3 - 23,1/,2,1,nan,Texas A&M Aggies,Defense
10/31/2015,South Carolina,W 35 - 28,1/,nan,2,nan,Texas A&M Aggies,Offense
10/31/2015,South Carolina,W 35 - 28,1/,nan,nan,nan,Texas A&M Aggies,Defense
11/07/2015,Auburn,L 10 - 26,1/,nan,nan,nan,Texas A&M Aggies,Offense
11/07/2015,Auburn,L 10 - 26,1/,nan,3,nan,Texas A&M Aggies,Defense
11/14/2015,Western Caro.,W 41 - 17,1/,nan,1,nan,Texas A&M Aggies,Offense
11/14/2015,Western Caro.,W 41 - 17,1/,1,2,nan,Texas A&M Aggies,Defense
11/21/2015,@ Vanderbilt,W 25 - 0,1/,nan,1,1,Texas A&M Aggies,Offense
11/21/2015,@ Vanderbilt,W 25 - 0,1/,nan,nan,nan,Texas A&M Aggies,Defense
11/28/2015,@ LSU,L 7 - 19,1/,nan,1,nan,Texas A&M Aggies,Offense
11/28/2015,@ LSU,L 7 - 19,1/,2,1,nan,Texas A&M Aggies,Defense
12/30/2015,"Louisville @ Nashville, Tennessee",L 21 - 27,1/,nan,nan,nan,Texas A&M Aggies,Offense
12/30/2015,"Louisville @ Nashville, Tennessee",L 21 - 27,1/,1,1,nan,Texas A&M Aggies,Defense
08/28/2014,@ South Carolina,W 52 - 28,1/,nan,1,nan,Texas A&M Aggies,Offense
08/28/2014,@ South Carolina,W 52 - 28,1/,nan,nan,nan,Texas A&M Aggies,Defense
09/06/2014,Lamar University,W 73 - 3,1/,1,1,nan,Texas A&M Aggies,Offense
09/06/2014,Lamar University,W 73 - 3,1/,2,1,nan,Texas A&M Aggies,Defense
09/13/2014,Rice,W 38 - 10,1/,nan,nan,1,Texas A&M Aggies,Offense
09/13/2014,Rice,W 38 - 10,1/,nan,1,nan,Texas A&M Aggies,Defense
09/20/2014,@ SMU,W 58 - 6,1/,nan,nan,nan,Texas A&M Aggies,Offense
09/20/2014,@ SMU,W 58 - 6,1/,nan,1,nan,Texas A&M Aggies,Defense
09/27/2014,"Arkansas @ Arlington, Texas",W 35 - 28 (1OT),1/,1,nan,nan,Texas A&M Aggies,Offense
09/27/2014,"Arkansas @ Arlington, Texas",W 35 - 28 (1OT),1/,nan,1,nan,Texas A&M Aggies,Defense
