Year,Team,GP,Punts,G,PuntYds,PuntTBs,LongPunt,OffenseDefense
2017-18,Oklahoma St.,0,76,12,3257,3,nan,Defensive
2013-14,Ole Miss,13,51,13,2266,10,nan,Offense
2013-14,Ole Miss,0,71,13,2948,4,nan,Defensive
2014-15,Ole Miss,13,68,13,2943,2,nan,Offense
2014-15,Ole Miss,0,89,13,3878,6,nan,Defensive
2015-16,Ole Miss,13,52,13,2170,1,nan,Offense
2015-16,Ole Miss,0,75,13,3133,2,nan,Defensive
2016-17,Ole Miss,12,54,12,2323,4,nan,Offense
2016-17,Ole Miss,0,57,12,2401,2,nan,Defensive
2017-18,Ole Miss,12,57,12,2325,1,nan,Offense
2017-18,Ole Miss,0,54,12,2240,3,nan,Defensive
2013-14,Old Dominion,12,38,12,1460,1,nan,Offense
2013-14,Old Dominion,0,44,12,1721,3,nan,Defensive
2014-15,Old Dominion,11,37,11,1531,1,nan,Offense
2014-15,Old Dominion,0,35,11,1340,4,nan,Defensive
2015-16,Old Dominion,12,64,12,2553,2,nan,Offense
2015-16,Old Dominion,0,50,12,1962,3,nan,Defensive
2016-17,Old Dominion,13,59,13,2198,3,nan,Offense
2016-17,Old Dominion,0,59,13,2387,5,nan,Defensive
2017-18,Old Dominion,12,68,12,2683,3,nan,Offense
2017-18,Old Dominion,0,62,12,2690,4,nan,Defensive
2013-14,Old Dominion,12,38,12,1460,1,nan,Offense
2013-14,Old Dominion,0,44,12,1721,3,nan,Defensive
2014-15,Old Dominion,11,37,11,1531,1,nan,Offense
2014-15,Old Dominion,0,35,11,1340,4,nan,Defensive
2015-16,Old Dominion,12,64,12,2553,2,nan,Offense
2015-16,Old Dominion,0,50,12,1962,3,nan,Defensive
2016-17,Old Dominion,13,59,13,2198,3,nan,Offense
2016-17,Old Dominion,0,59,13,2387,5,nan,Defensive
2017-18,Old Dominion,12,68,12,2683,3,nan,Offense
2017-18,Old Dominion,0,62,12,2690,4,nan,Defensive
2013-14,Old Dominion,12,38,12,1460,1,nan,Offense
2013-14,Old Dominion,0,44,12,1721,3,nan,Defensive
2014-15,Old Dominion,11,37,11,1531,1,nan,Offense
2014-15,Old Dominion,0,35,11,1340,4,nan,Defensive
2015-16,Old Dominion,12,64,12,2553,2,nan,Offense
2015-16,Old Dominion,0,50,12,1962,3,nan,Defensive
2016-17,Old Dominion,13,59,13,2198,3,nan,Offense
2016-17,Old Dominion,0,59,13,2387,5,nan,Defensive
2017-18,Old Dominion,12,68,12,2683,3,nan,Offense
2017-18,Old Dominion,0,62,12,2690,4,nan,Defensive
2013-14,Old Dominion,12,38,12,1460,1,nan,Offense
2013-14,Old Dominion,0,44,12,1721,3,nan,Defensive
2014-15,Old Dominion,11,37,11,1531,1,nan,Offense
2014-15,Old Dominion,0,35,11,1340,4,nan,Defensive
2015-16,Old Dominion,12,64,12,2553,2,nan,Offense
2015-16,Old Dominion,0,50,12,1962,3,nan,Defensive
2016-17,Old Dominion,13,59,13,2198,3,nan,Offense
2016-17,Old Dominion,0,59,13,2387,5,nan,Defensive
2017-18,Old Dominion,12,68,12,2683,3,nan,Offense
2017-18,Old Dominion,0,62,12,2690,4,nan,Defensive
2013-14,Oklahoma St.,13,82,13,3201,7,nan,Offense
2013-14,Oklahoma St.,0,89,13,3753,5,nan,Defensive
2014-15,Oklahoma St.,13,81,13,3385,5,nan,Offense
2014-15,Oklahoma St.,0,76,13,3079,1,nan,Defensive
2015-16,Oklahoma St.,13,75,13,3010,3,nan,Offense
2015-16,Oklahoma St.,0,73,13,3025,4,nan,Defensive
2016-17,Oklahoma St.,13,59,13,2458,1,nan,Offense
2016-17,Oklahoma St.,0,73,13,3036,3,nan,Defensive
2017-18,Oklahoma St.,12,39,12,1639,5,nan,Offense
2017-18,Oklahoma St.,0,76,12,3257,3,nan,Defensive
2013-14,Oklahoma St.,13,82,13,3201,7,nan,Offense
2013-14,Oklahoma St.,0,89,13,3753,5,nan,Defensive
2014-15,Oklahoma St.,13,81,13,3385,5,nan,Offense
2014-15,Oklahoma St.,0,76,13,3079,1,nan,Defensive
2015-16,Oklahoma St.,13,75,13,3010,3,nan,Offense
2015-16,Oklahoma St.,0,73,13,3025,4,nan,Defensive
2016-17,Oklahoma St.,13,59,13,2458,1,nan,Offense
2016-17,Oklahoma St.,0,73,13,3036,3,nan,Defensive
2017-18,Oklahoma St.,12,39,12,1639,5,nan,Offense
2017-18,Oklahoma St.,0,76,12,3257,3,nan,Defensive
2013-14,Oklahoma St.,13,82,13,3201,7,nan,Offense
2013-14,Oklahoma St.,0,89,13,3753,5,nan,Defensive
2014-15,Oklahoma St.,13,81,13,3385,5,nan,Offense
2014-15,Oklahoma St.,0,76,13,3079,1,nan,Defensive
2015-16,Oklahoma St.,13,75,13,3010,3,nan,Offense
2015-16,Oklahoma St.,0,73,13,3025,4,nan,Defensive
2016-17,Oklahoma St.,13,59,13,2458,1,nan,Offense
2016-17,Oklahoma St.,0,73,13,3036,3,nan,Defensive
2017-18,Oklahoma St.,12,39,12,1639,5,nan,Offense
2017-18,Oklahoma St.,0,76,12,3257,3,nan,Defensive
2013-14,Oklahoma,13,67,13,2746,6,nan,Offense
2013-14,Oklahoma,0,76,13,3049,4,nan,Defensive
2014-15,Oklahoma,13,66,13,2763,6,nan,Offense
2014-15,Oklahoma,0,89,13,3489,2,nan,Defensive
2015-16,Oklahoma,13,57,13,2395,2,nan,Offense
2015-16,Oklahoma,0,91,13,3898,3,nan,Defensive
2016-17,Oklahoma,13,48,13,1975,1,nan,Offense
2016-17,Oklahoma,0,70,13,3033,2,nan,Defensive
2017-18,Oklahoma,13,36,13,1532,3,nan,Offense
2017-18,Oklahoma,0,68,13,2871,4,nan,Defensive
2013-14,Oklahoma,13,67,13,2746,6,nan,Offense
2013-14,Oklahoma,0,76,13,3049,4,nan,Defensive
2014-15,Oklahoma,13,66,13,2763,6,nan,Offense
2014-15,Oklahoma,0,89,13,3489,2,nan,Defensive
2015-16,Oklahoma,13,57,13,2395,2,nan,Offense
2015-16,Oklahoma,0,91,13,3898,3,nan,Defensive
2016-17,Oklahoma,13,48,13,1975,1,nan,Offense
2016-17,Oklahoma,0,70,13,3033,2,nan,Defensive
2017-18,Oklahoma,13,36,13,1532,3,nan,Offense
2017-18,Oklahoma,0,68,13,2871,4,nan,Defensive
2013-14,Oklahoma,13,67,13,2746,6,nan,Offense
2013-14,Oklahoma,0,76,13,3049,4,nan,Defensive
2014-15,Oklahoma,13,66,13,2763,6,nan,Offense
2014-15,Oklahoma,0,89,13,3489,2,nan,Defensive
2015-16,Oklahoma,13,57,13,2395,2,nan,Offense
2015-16,Oklahoma,0,91,13,3898,3,nan,Defensive
2016-17,Oklahoma,13,48,13,1975,1,nan,Offense
2016-17,Oklahoma,0,70,13,3033,2,nan,Defensive
2017-18,Oklahoma,13,36,13,1532,3,nan,Offense
2017-18,Oklahoma,0,68,13,2871,4,nan,Defensive
2013-14,Oklahoma,13,67,13,2746,6,nan,Offense
2013-14,Oklahoma,0,76,13,3049,4,nan,Defensive
2014-15,Oklahoma,13,66,13,2763,6,nan,Offense
2014-15,Oklahoma,0,89,13,3489,2,nan,Defensive
2015-16,Oklahoma,13,57,13,2395,2,nan,Offense
2015-16,Oklahoma,0,91,13,3898,3,nan,Defensive
2016-17,Oklahoma,13,48,13,1975,1,nan,Offense
2016-17,Oklahoma,0,70,13,3033,2,nan,Defensive
2017-18,Oklahoma,13,36,13,1532,3,nan,Offense
2017-18,Oklahoma,0,68,13,2871,4,nan,Defensive
2013-14,Purdue,12,73,12,3158,2,nan,Offense
2013-14,Purdue,0,42,12,1642,2,nan,Defensive
2014-15,Purdue,12,60,12,2322,2,nan,Offense
2014-15,Purdue,0,50,12,2087,4,nan,Defensive
2015-16,Purdue,12,67,12,2645,3,nan,Offense
2015-16,Purdue,0,50,12,2100,6,nan,Defensive
2016-17,Purdue,12,56,12,2277,6,nan,Offense
2016-17,Purdue,0,57,12,2290,3,nan,Defensive
2017-18,Purdue,12,67,12,2694,3,nan,Offense
2017-18,Purdue,0,78,12,3045,4,nan,Defensive
2013-14,Purdue,12,73,12,3158,2,nan,Offense
2013-14,Purdue,0,42,12,1642,2,nan,Defensive
2014-15,Purdue,12,60,12,2322,2,nan,Offense
2014-15,Purdue,0,50,12,2087,4,nan,Defensive
2015-16,Purdue,12,67,12,2645,3,nan,Offense
2015-16,Purdue,0,50,12,2100,6,nan,Defensive
2016-17,Purdue,12,56,12,2277,6,nan,Offense
2016-17,Purdue,0,57,12,2290,3,nan,Defensive
2017-18,Purdue,12,67,12,2694,3,nan,Offense
2017-18,Purdue,0,78,12,3045,4,nan,Defensive
2013-14,Pittsburgh,13,71,13,3017,9,nan,Offense
2013-14,Pittsburgh,0,62,13,2761,5,nan,Defensive
2014-15,Pittsburgh,13,50,13,2003,4,nan,Offense
2014-15,Pittsburgh,0,69,13,2905,5,nan,Defensive
2015-16,Pittsburgh,13,63,13,2589,7,nan,Offense
2015-16,Pittsburgh,0,62,13,2500,6,nan,Defensive
2016-17,Pittsburgh,13,56,13,2385,6,nan,Offense
2016-17,Pittsburgh,0,65,13,2616,1,nan,Defensive
2017-18,Pittsburgh,12,60,12,2644,5,nan,Offense
2017-18,Pittsburgh,0,61,12,2515,1,nan,Defensive
2013-14,Pittsburgh,13,71,13,3017,9,nan,Offense
2013-14,Pittsburgh,0,62,13,2761,5,nan,Defensive
2014-15,Pittsburgh,13,50,13,2003,4,nan,Offense
2014-15,Pittsburgh,0,69,13,2905,5,nan,Defensive
2015-16,Pittsburgh,13,63,13,2589,7,nan,Offense
2015-16,Pittsburgh,0,62,13,2500,6,nan,Defensive
2016-17,Pittsburgh,13,56,13,2385,6,nan,Offense
2016-17,Pittsburgh,0,65,13,2616,1,nan,Defensive
2017-18,Pittsburgh,12,60,12,2644,5,nan,Offense
2017-18,Pittsburgh,0,61,12,2515,1,nan,Defensive
2013-14,Pittsburgh,13,71,13,3017,9,nan,Offense
2013-14,Pittsburgh,0,62,13,2761,5,nan,Defensive
2014-15,Pittsburgh,13,50,13,2003,4,nan,Offense
2014-15,Pittsburgh,0,69,13,2905,5,nan,Defensive
2015-16,Pittsburgh,13,63,13,2589,7,nan,Offense
2015-16,Pittsburgh,0,62,13,2500,6,nan,Defensive
2016-17,Pittsburgh,13,56,13,2385,6,nan,Offense
2016-17,Pittsburgh,0,65,13,2616,1,nan,Defensive
2017-18,Pittsburgh,12,60,12,2644,5,nan,Offense
2017-18,Pittsburgh,0,61,12,2515,1,nan,Defensive
2013-14,Pittsburgh,13,71,13,3017,9,nan,Offense
2013-14,Pittsburgh,0,62,13,2761,5,nan,Defensive
2014-15,Pittsburgh,13,50,13,2003,4,nan,Offense
2014-15,Pittsburgh,0,69,13,2905,5,nan,Defensive
2015-16,Pittsburgh,13,63,13,2589,7,nan,Offense
2015-16,Pittsburgh,0,62,13,2500,6,nan,Defensive
2016-17,Pittsburgh,13,56,13,2385,6,nan,Offense
2016-17,Pittsburgh,0,65,13,2616,1,nan,Defensive
2017-18,Pittsburgh,12,60,12,2644,5,nan,Offense
2017-18,Pittsburgh,0,61,12,2515,1,nan,Defensive
2013-14,Penn St.,12,55,12,2086,5,nan,Offense
2013-14,Penn St.,0,70,12,2998,7,nan,Defensive
2014-15,Penn St.,13,77,13,2818,4,nan,Offense
2014-15,Penn St.,0,84,13,3473,10,nan,Defensive
2015-16,Penn St.,13,81,13,3182,5,nan,Offense
2015-16,Penn St.,0,87,13,3454,5,nan,Defensive
2016-17,Penn St.,14,64,14,2686,6,nan,Offense
2016-17,Penn St.,0,80,14,3215,5,nan,Defensive
2017-18,Penn St.,12,52,12,2203,3,nan,Offense
2017-18,Penn St.,0,82,12,3267,2,nan,Defensive
2013-14,Penn St.,12,55,12,2086,5,nan,Offense
2013-14,Penn St.,0,70,12,2998,7,nan,Defensive
2014-15,Penn St.,13,77,13,2818,4,nan,Offense
2014-15,Penn St.,0,84,13,3473,10,nan,Defensive
2015-16,Penn St.,13,81,13,3182,5,nan,Offense
2015-16,Penn St.,0,87,13,3454,5,nan,Defensive
2016-17,Penn St.,14,64,14,2686,6,nan,Offense
2016-17,Penn St.,0,80,14,3215,5,nan,Defensive
2017-18,Penn St.,12,52,12,2203,3,nan,Offense
2017-18,Penn St.,0,82,12,3267,2,nan,Defensive
2013-14,Penn St.,12,55,12,2086,5,nan,Offense
2013-14,Penn St.,0,70,12,2998,7,nan,Defensive
2014-15,Penn St.,13,77,13,2818,4,nan,Offense
2014-15,Penn St.,0,84,13,3473,10,nan,Defensive
2015-16,Penn St.,13,81,13,3182,5,nan,Offense
2015-16,Penn St.,0,87,13,3454,5,nan,Defensive
2016-17,Penn St.,14,64,14,2686,6,nan,Offense
2016-17,Penn St.,0,80,14,3215,5,nan,Defensive
2017-18,Penn St.,12,52,12,2203,3,nan,Offense
2017-18,Penn St.,0,82,12,3267,2,nan,Defensive
2013-14,Penn St.,12,55,12,2086,5,nan,Offense
2013-14,Penn St.,0,70,12,2998,7,nan,Defensive
2014-15,Penn St.,13,77,13,2818,4,nan,Offense
2014-15,Penn St.,0,84,13,3473,10,nan,Defensive
2015-16,Penn St.,13,81,13,3182,5,nan,Offense
2015-16,Penn St.,0,87,13,3454,5,nan,Defensive
2016-17,Penn St.,14,64,14,2686,6,nan,Offense
2016-17,Penn St.,0,80,14,3215,5,nan,Defensive
2017-18,Penn St.,12,52,12,2203,3,nan,Offense
2017-18,Penn St.,0,82,12,3267,2,nan,Defensive
2013-14,Oregon St.,13,56,13,2243,5,nan,Offense
2013-14,Oregon St.,0,60,13,2432,2,nan,Defensive
2014-15,Oregon St.,12,70,12,2735,1,nan,Offense
2014-15,Oregon St.,0,58,12,2406,3,nan,Defensive
2015-16,Oregon St.,12,72,12,2958,1,nan,Offense
2015-16,Oregon St.,0,45,12,1991,4,nan,Defensive
2016-17,Oregon St.,12,65,12,2643,5,nan,Offense
2016-17,Oregon St.,0,56,12,2217,2,nan,Defensive
2017-18,Oregon St.,12,60,12,2280,1,nan,Offense
2017-18,Oregon St.,0,30,12,1302,3,nan,Defensive
2013-14,Oregon St.,13,56,13,2243,5,nan,Offense
2013-14,Oregon St.,0,60,13,2432,2,nan,Defensive
2014-15,Oregon St.,12,70,12,2735,1,nan,Offense
2014-15,Oregon St.,0,58,12,2406,3,nan,Defensive
2015-16,Oregon St.,12,72,12,2958,1,nan,Offense
2015-16,Oregon St.,0,45,12,1991,4,nan,Defensive
2016-17,Oregon St.,12,65,12,2643,5,nan,Offense
2016-17,Oregon St.,0,56,12,2217,2,nan,Defensive
2017-18,Oregon St.,12,60,12,2280,1,nan,Offense
2017-18,Oregon St.,0,30,12,1302,3,nan,Defensive
2013-14,Oregon St.,13,56,13,2243,5,nan,Offense
2013-14,Oregon St.,0,60,13,2432,2,nan,Defensive
2014-15,Oregon St.,12,70,12,2735,1,nan,Offense
2014-15,Oregon St.,0,58,12,2406,3,nan,Defensive
2015-16,Oregon St.,12,72,12,2958,1,nan,Offense
2015-16,Oregon St.,0,45,12,1991,4,nan,Defensive
2016-17,Oregon St.,12,65,12,2643,5,nan,Offense
2016-17,Oregon St.,0,56,12,2217,2,nan,Defensive
2017-18,Oregon St.,12,60,12,2280,1,nan,Offense
2017-18,Oregon St.,0,30,12,1302,3,nan,Defensive
2013-14,Oregon St.,13,56,13,2243,5,nan,Offense
2013-14,Oregon St.,0,60,13,2432,2,nan,Defensive
2014-15,Oregon St.,12,70,12,2735,1,nan,Offense
2014-15,Oregon St.,0,58,12,2406,3,nan,Defensive
2015-16,Oregon St.,12,72,12,2958,1,nan,Offense
2015-16,Oregon St.,0,45,12,1991,4,nan,Defensive
2016-17,Oregon St.,12,65,12,2643,5,nan,Offense
2016-17,Oregon St.,0,56,12,2217,2,nan,Defensive
2017-18,Oregon St.,12,60,12,2280,1,nan,Offense
2017-18,Oregon St.,0,30,12,1302,3,nan,Defensive
2011-12,Oregon,1,5,1,184,1,nan,Offense
2011-12,Oregon,0,5,1,202,nan,nan,Defensive
2013-14,Oregon,13,43,13,1681,nan,nan,Offense
2013-14,Oregon,0,81,13,3210,4,nan,Defensive
2014-15,Oregon,15,47,15,1840,3,nan,Offense
2014-15,Oregon,0,68,15,2906,4,nan,Defensive
2015-16,Oregon,13,54,13,2035,2,nan,Offense
2015-16,Oregon,0,60,13,2490,2,nan,Defensive
2016-17,Oregon,12,59,12,2233,3,nan,Offense
2016-17,Oregon,0,55,12,2301,4,nan,Defensive
2017-18,Oregon,12,57,12,2117,3,nan,Offense
2017-18,Oregon,0,68,12,2527,1,nan,Defensive
2011-12,Oregon,1,5,1,184,1,nan,Offense
2011-12,Oregon,0,5,1,202,nan,nan,Defensive
2013-14,Oregon,13,43,13,1681,nan,nan,Offense
2013-14,Oregon,0,81,13,3210,4,nan,Defensive
2014-15,Oregon,15,47,15,1840,3,nan,Offense
2014-15,Oregon,0,68,15,2906,4,nan,Defensive
2015-16,Oregon,13,54,13,2035,2,nan,Offense
2015-16,Oregon,0,60,13,2490,2,nan,Defensive
2016-17,Oregon,12,59,12,2233,3,nan,Offense
2016-17,Oregon,0,55,12,2301,4,nan,Defensive
2017-18,Oregon,12,57,12,2117,3,nan,Offense
2017-18,Oregon,0,68,12,2527,1,nan,Defensive
2011-12,Oregon,1,5,1,184,1,nan,Offense
2011-12,Oregon,0,5,1,202,nan,nan,Defensive
2013-14,Oregon,13,43,13,1681,nan,nan,Offense
2013-14,Oregon,0,81,13,3210,4,nan,Defensive
2014-15,Oregon,15,47,15,1840,3,nan,Offense
2014-15,Oregon,0,68,15,2906,4,nan,Defensive
2015-16,Oregon,13,54,13,2035,2,nan,Offense
2015-16,Oregon,0,60,13,2490,2,nan,Defensive
2016-17,Oregon,12,59,12,2233,3,nan,Offense
2016-17,Oregon,0,55,12,2301,4,nan,Defensive
2017-18,Oregon,12,57,12,2117,3,nan,Offense
2017-18,Oregon,0,68,12,2527,1,nan,Defensive
2013-14,San Jose St.,12,48,12,2082,6,nan,Offense
2013-14,San Jose St.,0,48,12,2043,2,nan,Defensive
2014-15,San Jose St.,12,44,12,1595,1,nan,Offense
2014-15,San Jose St.,0,51,12,1934,1,nan,Defensive
2015-16,San Jose St.,13,48,13,2280,6,nan,Offense
2015-16,San Jose St.,0,62,13,2665,3,nan,Defensive
2016-17,San Jose St.,12,62,12,2703,6,nan,Offense
2016-17,San Jose St.,0,56,12,2297,3,nan,Defensive
2017-18,San Jose St.,13,86,13,3726,6,nan,Offense
2017-18,San Jose St.,0,66,13,2550,3,nan,Defensive
2013-14,San Diego St.,13,57,13,2214,2,nan,Offense
2013-14,San Diego St.,0,71,13,2882,4,nan,Defensive
2014-15,San Diego St.,13,59,13,2113,1,nan,Offense
2014-15,San Diego St.,0,69,13,2830,1,nan,Defensive
2015-16,San Diego St.,14,77,14,3102,8,nan,Offense
2015-16,San Diego St.,0,89,14,3734,4,nan,Defensive
2016-17,San Diego St.,14,63,14,2602,5,nan,Offense
2016-17,San Diego St.,0,83,14,3460,3,nan,Defensive
2017-18,San Diego St.,12,58,12,2191,3,nan,Offense
2017-18,San Diego St.,0,72,12,3016,4,nan,Defensive
2013-14,San Diego St.,13,57,13,2214,2,nan,Offense
2013-14,San Diego St.,0,71,13,2882,4,nan,Defensive
2014-15,San Diego St.,13,59,13,2113,1,nan,Offense
2014-15,San Diego St.,0,69,13,2830,1,nan,Defensive
2015-16,San Diego St.,14,77,14,3102,8,nan,Offense
2015-16,San Diego St.,0,89,14,3734,4,nan,Defensive
2016-17,San Diego St.,14,63,14,2602,5,nan,Offense
2016-17,San Diego St.,0,83,14,3460,3,nan,Defensive
2017-18,San Diego St.,12,58,12,2191,3,nan,Offense
2017-18,San Diego St.,0,72,12,3016,4,nan,Defensive
2013-14,San Diego St.,13,57,13,2214,2,nan,Offense
2013-14,San Diego St.,0,71,13,2882,4,nan,Defensive
2014-15,San Diego St.,13,59,13,2113,1,nan,Offense
2014-15,San Diego St.,0,69,13,2830,1,nan,Defensive
2015-16,San Diego St.,14,77,14,3102,8,nan,Offense
2015-16,San Diego St.,0,89,14,3734,4,nan,Defensive
2016-17,San Diego St.,14,63,14,2602,5,nan,Offense
2016-17,San Diego St.,0,83,14,3460,3,nan,Defensive
2017-18,San Diego St.,12,58,12,2191,3,nan,Offense
2017-18,San Diego St.,0,72,12,3016,4,nan,Defensive
2013-14,San Diego St.,13,57,13,2214,2,nan,Offense
2013-14,San Diego St.,0,71,13,2882,4,nan,Defensive
2014-15,San Diego St.,13,59,13,2113,1,nan,Offense
2014-15,San Diego St.,0,69,13,2830,1,nan,Defensive
2015-16,San Diego St.,14,77,14,3102,8,nan,Offense
2015-16,San Diego St.,0,89,14,3734,4,nan,Defensive
2016-17,San Diego St.,14,63,14,2602,5,nan,Offense
2016-17,San Diego St.,0,83,14,3460,3,nan,Defensive
2017-18,San Diego St.,12,58,12,2191,3,nan,Offense
2017-18,San Diego St.,0,72,12,3016,4,nan,Defensive
2013-14,SMU,12,63,12,2372,8,nan,Offense
2013-14,SMU,0,60,12,2293,4,nan,Defensive
2014-15,SMU,12,77,12,3121,4,nan,Offense
2014-15,SMU,0,37,12,1467,nan,nan,Defensive
2015-16,SMU,12,67,12,2557,2,nan,Offense
2015-16,SMU,0,48,12,1989,7,nan,Defensive
2016-17,SMU,12,71,12,2813,5,nan,Offense
2016-17,SMU,0,59,12,2434,nan,nan,Defensive
2017-18,SMU,12,53,12,2160,3,nan,Offense
2017-18,SMU,0,44,12,1763,3,nan,Defensive
2013-14,SMU,12,63,12,2372,8,nan,Offense
2013-14,SMU,0,60,12,2293,4,nan,Defensive
2014-15,SMU,12,77,12,3121,4,nan,Offense
2014-15,SMU,0,37,12,1467,nan,nan,Defensive
2015-16,SMU,12,67,12,2557,2,nan,Offense
2015-16,SMU,0,48,12,1989,7,nan,Defensive
2016-17,SMU,12,71,12,2813,5,nan,Offense
2016-17,SMU,0,59,12,2434,nan,nan,Defensive
2017-18,SMU,12,53,12,2160,3,nan,Offense
2017-18,SMU,0,44,12,1763,3,nan,Defensive
2013-14,SMU,12,63,12,2372,8,nan,Offense
2013-14,SMU,0,60,12,2293,4,nan,Defensive
2014-15,SMU,12,77,12,3121,4,nan,Offense
2014-15,SMU,0,37,12,1467,nan,nan,Defensive
2015-16,SMU,12,67,12,2557,2,nan,Offense
2015-16,SMU,0,48,12,1989,7,nan,Defensive
2016-17,SMU,12,71,12,2813,5,nan,Offense
2016-17,SMU,0,59,12,2434,nan,nan,Defensive
2017-18,SMU,12,53,12,2160,3,nan,Offense
2017-18,SMU,0,44,12,1763,3,nan,Defensive
2013-14,SMU,12,63,12,2372,8,nan,Offense
2013-14,SMU,0,60,12,2293,4,nan,Defensive
2014-15,SMU,12,77,12,3121,4,nan,Offense
2014-15,SMU,0,37,12,1467,nan,nan,Defensive
2015-16,SMU,12,67,12,2557,2,nan,Offense
2015-16,SMU,0,48,12,1989,7,nan,Defensive
2016-17,SMU,12,71,12,2813,5,nan,Offense
2016-17,SMU,0,59,12,2434,nan,nan,Defensive
2017-18,SMU,12,53,12,2160,3,nan,Offense
2017-18,SMU,0,44,12,1763,3,nan,Defensive
2013-14,Rutgers,13,65,13,2640,10,nan,Offense
2013-14,Rutgers,0,70,13,2585,3,nan,Defensive
2014-15,Rutgers,13,65,13,2427,2,nan,Offense
2014-15,Rutgers,0,56,13,2068,5,nan,Defensive
2015-16,Rutgers,12,62,12,2476,6,nan,Offense
2015-16,Rutgers,0,43,12,1569,1,nan,Defensive
2016-17,Rutgers,11,93,11,3447,5,nan,Offense
2016-17,Rutgers,0,48,11,1900,2,nan,Defensive
2017-18,Rutgers,12,79,12,3508,10,nan,Offense
2017-18,Rutgers,0,62,12,2350,5,nan,Defensive
2013-14,Rutgers,13,65,13,2640,10,nan,Offense
2013-14,Rutgers,0,70,13,2585,3,nan,Defensive
2014-15,Rutgers,13,65,13,2427,2,nan,Offense
2014-15,Rutgers,0,56,13,2068,5,nan,Defensive
2015-16,Rutgers,12,62,12,2476,6,nan,Offense
2015-16,Rutgers,0,43,12,1569,1,nan,Defensive
2016-17,Rutgers,11,93,11,3447,5,nan,Offense
2016-17,Rutgers,0,48,11,1900,2,nan,Defensive
2017-18,Rutgers,12,79,12,3508,10,nan,Offense
2017-18,Rutgers,0,62,12,2350,5,nan,Defensive
2013-14,Rutgers,13,65,13,2640,10,nan,Offense
2013-14,Rutgers,0,70,13,2585,3,nan,Defensive
2014-15,Rutgers,13,65,13,2427,2,nan,Offense
2014-15,Rutgers,0,56,13,2068,5,nan,Defensive
2015-16,Rutgers,12,62,12,2476,6,nan,Offense
2015-16,Rutgers,0,43,12,1569,1,nan,Defensive
2016-17,Rutgers,11,93,11,3447,5,nan,Offense
2016-17,Rutgers,0,48,11,1900,2,nan,Defensive
2017-18,Rutgers,12,79,12,3508,10,nan,Offense
2017-18,Rutgers,0,62,12,2350,5,nan,Defensive
2013-14,Rutgers,13,65,13,2640,10,nan,Offense
2013-14,Rutgers,0,70,13,2585,3,nan,Defensive
2014-15,Rutgers,13,65,13,2427,2,nan,Offense
2014-15,Rutgers,0,56,13,2068,5,nan,Defensive
2015-16,Rutgers,12,62,12,2476,6,nan,Offense
2015-16,Rutgers,0,43,12,1569,1,nan,Defensive
2016-17,Rutgers,11,93,11,3447,5,nan,Offense
2016-17,Rutgers,0,48,11,1900,2,nan,Defensive
2017-18,Rutgers,12,79,12,3508,10,nan,Offense
2017-18,Rutgers,0,62,12,2350,5,nan,Defensive
2013-14,Rice,14,82,14,3429,10,nan,Offense
2013-14,Rice,0,75,14,3143,2,nan,Defensive
2014-15,Rice,13,68,13,2853,8,nan,Offense
2014-15,Rice,0,62,13,2561,4,nan,Defensive
2015-16,Rice,12,59,12,2544,2,nan,Offense
2015-16,Rice,0,55,12,2132,1,nan,Defensive
2016-17,Rice,12,79,12,3135,3,nan,Offense
2016-17,Rice,0,57,12,2296,2,nan,Defensive
2017-18,Rice,12,57,12,2520,7,nan,Offense
2017-18,Rice,0,40,12,1663,3,nan,Defensive
2013-14,Rice,14,82,14,3429,10,nan,Offense
2013-14,Rice,0,75,14,3143,2,nan,Defensive
2014-15,Rice,13,68,13,2853,8,nan,Offense
2014-15,Rice,0,62,13,2561,4,nan,Defensive
2015-16,Rice,12,59,12,2544,2,nan,Offense
2015-16,Rice,0,55,12,2132,1,nan,Defensive
2016-17,Rice,12,79,12,3135,3,nan,Offense
2016-17,Rice,0,57,12,2296,2,nan,Defensive
2017-18,Rice,12,57,12,2520,7,nan,Offense
2017-18,Rice,0,40,12,1663,3,nan,Defensive
2013-14,Rice,14,82,14,3429,10,nan,Offense
2013-14,Rice,0,75,14,3143,2,nan,Defensive
2014-15,Rice,13,68,13,2853,8,nan,Offense
2014-15,Rice,0,62,13,2561,4,nan,Defensive
2015-16,Rice,12,59,12,2544,2,nan,Offense
2015-16,Rice,0,55,12,2132,1,nan,Defensive
2016-17,Rice,12,79,12,3135,3,nan,Offense
2016-17,Rice,0,57,12,2296,2,nan,Defensive
2017-18,Rice,12,57,12,2520,7,nan,Offense
2017-18,Rice,0,40,12,1663,3,nan,Defensive
2013-14,Rice,14,82,14,3429,10,nan,Offense
2013-14,Rice,0,75,14,3143,2,nan,Defensive
2014-15,Rice,13,68,13,2853,8,nan,Offense
2014-15,Rice,0,62,13,2561,4,nan,Defensive
2015-16,Rice,12,59,12,2544,2,nan,Offense
2015-16,Rice,0,55,12,2132,1,nan,Defensive
2016-17,Rice,12,79,12,3135,3,nan,Offense
2016-17,Rice,0,57,12,2296,2,nan,Defensive
2017-18,Rice,12,57,12,2520,7,nan,Offense
2017-18,Rice,0,40,12,1663,3,nan,Defensive
2013-14,Southern California,14,79,14,2928,4,nan,Offense
