Date,Opponent,Result,G,TDs,KickPAT,PATAtt,RushPAT,Ru2PTAtt,ReceivingPAT,Pass2PtConv,Pass2PTAtt,KickReturnPAT,FumbRetPAT,FG,Safeties,Points,Team,OffenseDefense
10/03/2015,@ California,L 28 - 34,1/,5,2,3,nan,nan,1/,1,2/,nan,nan,nan,nan,34,Washington St. Cougars,Defense
10/10/2015,@ Oregon,W 45 - 38 (2OT),1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,1,nan,45,Washington St. Cougars,Offense
10/10/2015,@ Oregon,W 45 - 38 (2OT),1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Washington St. Cougars,Defense
10/17/2015,Oregon St.,W 52 - 31,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,1,nan,52,Washington St. Cougars,Offense
10/17/2015,Oregon St.,W 52 - 31,1/,4,2,2,nan,nan,1/,1,2/,nan,nan,1,nan,31,Washington St. Cougars,Defense
10/24/2015,@ Arizona,W 45 - 42,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,1,nan,45,Washington St. Cougars,Offense
10/24/2015,@ Arizona,W 45 - 42,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,Washington St. Cougars,Defense
10/31/2015,Stanford,L 28 - 30,1/,2,1,1,nan,nan,nan,nan,1,nan,nan,5,nan,28,Washington St. Cougars,Offense
10/31/2015,Stanford,L 28 - 30,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,3,nan,30,Washington St. Cougars,Defense
11/07/2015,Arizona St.,W 38 - 24,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Washington St. Cougars,Offense
11/07/2015,Arizona St.,W 38 - 24,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Washington St. Cougars,Defense
11/14/2015,@ UCLA,W 31 - 27,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Washington St. Cougars,Offense
11/14/2015,@ UCLA,W 31 - 27,1/,2,1,1,nan,nan,1/,1,1,nan,nan,4,nan,27,Washington St. Cougars,Defense
11/21/2015,Colorado,W 27 - 3,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Washington St. Cougars,Offense
11/21/2015,Colorado,W 27 - 3,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Washington St. Cougars,Defense
11/27/2015,@ Washington,L 10 - 45,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Washington St. Cougars,Offense
11/27/2015,@ Washington,L 10 - 45,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,1,nan,45,Washington St. Cougars,Defense
12/26/2015,"Miami (FL) @ El Paso, Texas",W 20 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,2,nan,20,Washington St. Cougars,Offense
12/26/2015,"Miami (FL) @ El Paso, Texas",W 20 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Washington St. Cougars,Defense
08/31/2013,@ Auburn,L 24 - 31,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Washington St. Cougars,Offense
08/31/2013,@ Auburn,L 24 - 31,1/,3,2,2,1/,1,nan,,nan,nan,nan,3,nan,31,Washington St. Cougars,Defense
09/07/2013,@ Southern California,W 10 - 7,1/,1,1,1,nan,nan,nan,,nan,nan,nan,1,nan,10,Washington St. Cougars,Offense
09/07/2013,@ Southern California,W 10 - 7,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Washington St. Cougars,Defense
09/14/2013,Southern Utah,W 48 - 10,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,nan,48,Washington St. Cougars,Offense
09/14/2013,Southern Utah,W 48 - 10,1/,1,1,1,nan,nan,nan,,nan,nan,nan,1,nan,10,Washington St. Cougars,Defense
09/21/2013,Idaho,W 42 - 0,1/,6,6,6,nan,nan,nan,,nan,nan,nan,nan,nan,42,Washington St. Cougars,Offense
09/21/2013,Idaho,W 42 - 0,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Washington St. Cougars,Defense
09/28/2013,Stanford,L 17 - 55,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Washington St. Cougars,Offense
09/28/2013,Stanford,L 17 - 55,1/,7,7,7,nan,nan,nan,,nan,nan,nan,2,nan,55,Washington St. Cougars,Defense
10/05/2013,@ California,W 44 - 22,1/,5,5,5,nan,nan,nan,,nan,nan,nan,3,nan,44,Washington St. Cougars,Offense
10/05/2013,@ California,W 44 - 22,1/,2,2,2,nan,nan,nan,,nan,nan,nan,2,1/,22,Washington St. Cougars,Defense
10/12/2013,Oregon St.,L 24 - 52,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Washington St. Cougars,Offense
10/12/2013,Oregon St.,L 24 - 52,1/,7,7,7,nan,nan,nan,,nan,nan,nan,1,nan,52,Washington St. Cougars,Defense
10/19/2013,@ Oregon,L 38 - 62,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Washington St. Cougars,Offense
10/19/2013,@ Oregon,L 38 - 62,1/,9,8,8,nan,nan,nan,,1,nan,nan,nan,nan,62,Washington St. Cougars,Defense
10/31/2013,Arizona St.,L 21 - 55,1/,3,3,3,nan,nan,nan,,nan,nan,nan,nan,nan,21,Washington St. Cougars,Offense
10/31/2013,Arizona St.,L 21 - 55,1/,7,7,7,nan,nan,nan,,nan,nan,nan,2,nan,55,Washington St. Cougars,Defense
11/16/2013,@ Arizona,W 24 - 17,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Washington St. Cougars,Offense
11/16/2013,@ Arizona,W 24 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Washington St. Cougars,Defense
11/23/2013,Utah,W 49 - 37,1/,6,4,5,nan,nan,nan,,1,nan,nan,3,nan,49,Washington St. Cougars,Offense
11/23/2013,Utah,W 49 - 37,1/,5,4,4,nan,nan,nan,,1,nan,nan,1,nan,37,Washington St. Cougars,Defense
11/29/2013,@ Washington,L 17 - 27,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Washington St. Cougars,Offense
11/29/2013,@ Washington,L 17 - 27,1/,3,3,3,nan,nan,nan,,nan,nan,nan,2,nan,27,Washington St. Cougars,Defense
12/21/2013,"Colorado St. @ Albuquerque, N.M.",L 45 - 48,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Washington St. Cougars,Offense
12/21/2013,"Colorado St. @ Albuquerque, N.M.",L 45 - 48,1/,5,4,4,1,1,nan,,nan,nan,nan,4/,nan,48,Washington St. Cougars,Defense
09/03/2016,Eastern Wash.,L 42 - 45,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,Washington St. Cougars,Offense
09/03/2016,Eastern Wash.,L 42 - 45,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,1,nan,45,Washington St. Cougars,Defense
09/10/2016,@ Boise St.,L 28 - 31,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,Washington St. Cougars,Offense
09/10/2016,@ Boise St.,L 28 - 31,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Washington St. Cougars,Defense
09/17/2016,Idaho,W 56 - 6,1/,8,8,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,56,Washington St. Cougars,Offense
09/17/2016,Idaho,W 56 - 6,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,6,Washington St. Cougars,Defense
10/01/2016,Oregon,W 51 - 33,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,nan,1/,51,Washington St. Cougars,Offense
10/01/2016,Oregon,W 51 - 33,1/,5,3,3,nan,nan,nan,nan,2/,nan,nan,nan,nan,33,Washington St. Cougars,Defense
10/08/2016,@ Stanford,W 42 - 16,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,Washington St. Cougars,Offense
10/08/2016,@ Stanford,W 42 - 16,1/,2,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,16,Washington St. Cougars,Defense
10/15/2016,UCLA,W 27 - 21,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Washington St. Cougars,Offense
10/15/2016,UCLA,W 27 - 21,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,Washington St. Cougars,Defense
10/22/2016,@ Arizona St.,W 37 - 32,1/,5,4,5,nan,nan,nan,nan,nan,nan,nan,1,nan,37,Washington St. Cougars,Offense
10/22/2016,@ Arizona St.,W 37 - 32,1/,4,3,3,nan,nan,1/,1,1,nan,nan,1,nan,32,Washington St. Cougars,Defense
10/29/2016,@ Oregon St.,W 35 - 31,1/,5,3,4,nan,nan,1/,1,1,nan,nan,nan,nan,35,Washington St. Cougars,Offense
10/29/2016,@ Oregon St.,W 35 - 31,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Washington St. Cougars,Defense
11/05/2016,Arizona,W 69 - 7,1/,9,9,9,nan,nan,nan,nan,nan,nan,nan,2,nan,69,Washington St. Cougars,Offense
11/05/2016,Arizona,W 69 - 7,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Washington St. Cougars,Defense
11/12/2016,California,W 56 - 21,1/,8,8,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,56,Washington St. Cougars,Offense
11/12/2016,California,W 56 - 21,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,Washington St. Cougars,Defense
11/19/2016,@ Colorado,L 24 - 38,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Washington St. Cougars,Offense
11/19/2016,@ Colorado,L 24 - 38,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Washington St. Cougars,Defense
11/25/2016,Washington,L 17 - 45,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Washington St. Cougars,Offense
11/25/2016,Washington,L 17 - 45,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,1,nan,45,Washington St. Cougars,Defense
12/27/2016,"Minnesota @ San Diego, Calif.",L 12 - 17,1/,1,nan,nan,nan,nan,nan,nan,1,nan,nan,2,nan,12,Washington St. Cougars,Offense
12/27/2016,"Minnesota @ San Diego, Calif.",L 12 - 17,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Washington St. Cougars,Defense
08/30/2014,@ Hawaii,W 17 - 16,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Washington Huskies,Offense
08/30/2014,@ Hawaii,W 17 - 16,1/,1,1,1,nan,nan,nan,,nan,nan,nan,3,nan,16,Washington Huskies,Defense
09/06/2014,Eastern Wash.,W 59 - 52,1/,8,6,7,nan,nan,1/,,1/,nan,nan,1,nan,59,Washington Huskies,Offense
09/06/2014,Eastern Wash.,W 59 - 52,1/,7,7,7,nan,nan,nan,,nan,nan,nan,1,nan,52,Washington Huskies,Defense
09/13/2014,Illinois,W 44 - 19,1/,5,5,5,nan,nan,nan,,nan,nan,nan,3,nan,44,Washington Huskies,Offense
09/13/2014,Illinois,W 44 - 19,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,1/,19,Washington Huskies,Defense
09/20/2014,Georgia St.,W 45 - 14,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Washington Huskies,Offense
09/20/2014,Georgia St.,W 45 - 14,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Washington Huskies,Defense
09/27/2014,Stanford,L 13 - 20,1/,2,1,2,nan,nan,nan,,nan,nan,nan,nan,nan,13,Washington Huskies,Offense
09/27/2014,Stanford,L 13 - 20,1/,2,2,2,nan,nan,nan,,nan,nan,nan,2,nan,20,Washington Huskies,Defense
10/11/2014,@ California,W 31 - 7,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Washington Huskies,Offense
10/11/2014,@ California,W 31 - 7,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Washington Huskies,Defense
10/18/2014,@ Oregon,L 20 - 45,1/,2,2,2,nan,nan,nan,,nan,nan,nan,2,nan,20,Washington Huskies,Offense
10/18/2014,@ Oregon,L 20 - 45,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Washington Huskies,Defense
10/25/2014,Arizona St.,L 10 - 24,1/,1,1,1,nan,nan,nan,,nan,nan,nan,1,nan,10,Washington Huskies,Offense
10/25/2014,Arizona St.,L 10 - 24,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Washington Huskies,Defense
11/01/2014,@ Colorado,W 38 - 23,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Washington Huskies,Offense
11/01/2014,@ Colorado,W 38 - 23,1/,2,2,2,nan,nan,nan,,nan,nan,nan,3,nan,23,Washington Huskies,Defense
11/08/2014,UCLA,L 30 - 44,1/,3,3,3,nan,nan,nan,,nan,nan,nan,3,nan,30,Washington Huskies,Offense
11/08/2014,UCLA,L 30 - 44,1/,5,5,5,nan,nan,nan,,nan,nan,nan,3,nan,44,Washington Huskies,Defense
11/15/2014,@ Arizona,L 26 - 27,1/,3,2,3,nan,nan,nan,,nan,nan,nan,2,nan,26,Washington Huskies,Offense
11/15/2014,@ Arizona,L 26 - 27,1/,3,3,3,nan,nan,nan,,nan,nan,nan,2,nan,27,Washington Huskies,Defense
11/22/2014,Oregon St.,W 37 - 13,1/,4,4,4,nan,nan,nan,,nan,nan,nan,3,nan,37,Washington Huskies,Offense
11/22/2014,Oregon St.,W 37 - 13,1/,2,1,1,nan,nan,nan,,1/,nan,nan,nan,nan,13,Washington Huskies,Defense
11/29/2014,@ Washington St.,W 31 - 13,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Washington Huskies,Offense
11/29/2014,@ Washington St.,W 31 - 13,1/,2,1,1,nan,nan,nan,,1/,nan,nan,nan,nan,13,Washington Huskies,Defense
01/02/2015,"Oklahoma St. @ Tempe, Ariz.",L 22 - 30,1/,3,2,2,nan,nan,1/,,1/,nan,nan,nan,nan,22,Washington Huskies,Offense
01/02/2015,"Oklahoma St. @ Tempe, Ariz.",L 22 - 30,1/,3,3,3,nan,nan,nan,,nan,nan,nan,3,nan,30,Washington Huskies,Defense
09/04/2015,@ Boise St.,L 13 - 16,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,2,nan,13,Washington Huskies,Offense
09/04/2015,@ Boise St.,L 13 - 16,1/,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,nan,16,Washington Huskies,Defense
09/12/2015,Sacramento St.,W 49 - 0,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,49,Washington Huskies,Offense
09/12/2015,Sacramento St.,W 49 - 0,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Washington Huskies,Defense
09/19/2015,Utah St.,W 31 - 17,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Washington Huskies,Offense
09/19/2015,Utah St.,W 31 - 17,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Washington Huskies,Defense
09/26/2015,California,L 24 - 30,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Washington Huskies,Offense
09/26/2015,California,L 24 - 30,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,3,nan,30,Washington Huskies,Defense
10/08/2015,@ Southern California,W 17 - 12,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Washington Huskies,Offense
10/08/2015,@ Southern California,W 17 - 12,1/,1,nan,nan,nan,nan,nan,nan,1,nan,nan,2,nan,12,Washington Huskies,Defense
10/17/2015,Oregon,L 20 - 26,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,2,nan,20,Washington Huskies,Offense
10/17/2015,Oregon,L 20 - 26,1/,3,2,2,nan,nan,nan,nan,1,nan,nan,2,nan,26,Washington Huskies,Defense
10/24/2015,@ Stanford,L 14 - 31,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Washington Huskies,Offense
10/24/2015,@ Stanford,L 14 - 31,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Washington Huskies,Defense
10/31/2015,Arizona,W 49 - 3,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,49,Washington Huskies,Offense
10/31/2015,Arizona,W 49 - 3,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Washington Huskies,Defense
11/07/2015,Utah,L 23 - 34,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,3,nan,23,Washington Huskies,Offense
11/07/2015,Utah,L 23 - 34,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,2,nan,34,Washington Huskies,Defense
11/14/2015,@ Arizona St.,L 17 - 27,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Washington Huskies,Offense
11/14/2015,@ Arizona St.,L 17 - 27,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Washington Huskies,Defense
11/21/2015,@ Oregon St.,W 52 - 7,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,1,nan,52,Washington Huskies,Offense
11/21/2015,@ Oregon St.,W 52 - 7,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Washington Huskies,Defense
11/27/2015,Washington St.,W 45 - 10,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,1,nan,45,Washington Huskies,Offense
11/27/2015,Washington St.,W 45 - 10,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Washington Huskies,Defense
12/26/2015,"Southern Miss. @ Dallas, Texas",W 44 - 31,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,3,nan,44,Washington Huskies,Offense
12/26/2015,"Southern Miss. @ Dallas, Texas",W 44 - 31,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Washington Huskies,Defense
09/03/2016,Rutgers,W 48 - 13,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,2,nan,48,Washington Huskies,Offense
09/03/2016,Rutgers,W 48 - 13,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,2,nan,13,Washington Huskies,Defense
09/10/2016,Idaho,W 59 - 14,1/,8,8,8,nan,nan,nan,nan,nan,nan,nan,1,nan,59,Washington Huskies,Offense
09/10/2016,Idaho,W 59 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Washington Huskies,Defense
09/17/2016,Portland St.,W 41 - 3,1/,6,5,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,41,Washington Huskies,Offense
09/17/2016,Portland St.,W 41 - 3,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Washington Huskies,Defense
09/24/2016,@ Arizona,W 35 - 28 (1OT),1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,Washington Huskies,Offense
09/24/2016,@ Arizona,W 35 - 28 (1OT),1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,Washington Huskies,Defense
09/30/2016,Stanford,W 44 - 6,1/,6,5,6,nan,nan,nan,nan,nan,nan,nan,1,nan,44,Washington Huskies,Offense
09/30/2016,Stanford,W 44 - 6,1/,1,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,6,Washington Huskies,Defense
10/08/2016,@ Oregon,W 70 - 21,1/,10/,10/,10/,nan,nan,nan,nan,nan,nan,nan,nan,nan,70/,Washington Huskies,Offense
10/08/2016,@ Oregon,W 70 - 21,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,Washington Huskies,Defense
10/22/2016,Oregon St.,W 41 - 17,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,2,nan,41,Washington Huskies,Offense
10/22/2016,Oregon St.,W 41 - 17,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Washington Huskies,Defense
10/29/2016,@ Utah,W 31 - 24,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Washington Huskies,Offense
10/29/2016,@ Utah,W 31 - 24,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Washington Huskies,Defense
11/05/2016,@ California,W 66 - 27,1/,9,9,9,nan,nan,nan,nan,nan,nan,nan,1,nan,66,Washington Huskies,Offense
11/05/2016,@ California,W 66 - 27,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Washington Huskies,Defense
11/12/2016,Southern California,L 13 - 26,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,2,nan,13,Washington Huskies,Offense
11/12/2016,Southern California,L 13 - 26,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,1/,26,Washington Huskies,Defense
11/19/2016,Arizona St.,W 44 - 18,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,3,nan,44,Washington Huskies,Offense
11/19/2016,Arizona St.,W 44 - 18,1/,2,1,1,nan,nan,1/,1,1,nan,nan,1,nan,18,Washington Huskies,Defense
11/25/2016,@ Washington St.,W 45 - 17,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,1,nan,45,Washington Huskies,Offense
11/25/2016,@ Washington St.,W 45 - 17,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Washington Huskies,Defense
12/02/2016,"Colorado @ Santa Clara, Calif.",W 41 - 10,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,2,nan,41,Washington Huskies,Offense
12/02/2016,"Colorado @ Santa Clara, Calif.",W 41 - 10,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Washington Huskies,Defense
12/31/2016,"Alabama @ Atlanta, Georgia",L 7 - 24,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Washington Huskies,Offense
12/31/2016,"Alabama @ Atlanta, Georgia",L 7 - 24,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Washington Huskies,Defense
08/31/2013,Boise St.,W 38 - 6,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Washington Huskies,Offense
08/31/2013,Boise St.,W 38 - 6,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,2,nan,6,Washington Huskies,Defense
09/14/2013,"Illinois @ Chicago, Ill.",W 34 - 24,1/,4,4,4,nan,nan,nan,,nan,nan,nan,2,nan,34,Washington Huskies,Offense
09/14/2013,"Illinois @ Chicago, Ill.",W 34 - 24,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Washington Huskies,Defense
09/21/2013,Idaho St.,W 56 - 0,1/,8,8,8,nan,nan,nan,,nan,nan,nan,nan,nan,56,Washington Huskies,Offense
09/21/2013,Idaho St.,W 56 - 0,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Washington Huskies,Defense
09/28/2013,Arizona,W 31 - 13,1/,4,2,4,nan,nan,nan,,nan,nan,nan,1,1/,31,Washington Huskies,Offense
09/28/2013,Arizona,W 31 - 13,1/,2,1,2,nan,nan,nan,,nan,nan,nan,nan,nan,13,Washington Huskies,Defense
10/05/2013,@ Stanford,L 28 - 31,1/,4,4,4,nan,nan,nan,,nan,nan,nan,nan,nan,28,Washington Huskies,Offense
10/05/2013,@ Stanford,L 28 - 31,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Washington Huskies,Defense
10/12/2013,Oregon,L 24 - 45,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Washington Huskies,Offense
10/12/2013,Oregon,L 24 - 45,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Washington Huskies,Defense
10/19/2013,@ Arizona St.,L 24 - 53,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Washington Huskies,Offense
10/19/2013,@ Arizona St.,L 24 - 53,1/,6,5,6,nan,nan,nan,,nan,nan,nan,4/,nan,53,Washington Huskies,Defense
10/26/2013,California,W 41 - 17,1/,5,5,5,nan,nan,nan,,nan,nan,nan,2,nan,41,Washington Huskies,Offense
10/26/2013,California,W 41 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Washington Huskies,Defense
11/09/2013,Colorado,W 59 - 7,1/,8,8,8,nan,nan,nan,,nan,nan,nan,1,nan,59,Washington Huskies,Offense
11/09/2013,Colorado,W 59 - 7,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Washington Huskies,Defense
11/15/2013,@ UCLA,L 31 - 41,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Washington Huskies,Offense
11/15/2013,@ UCLA,L 31 - 41,1/,6,5,6,nan,nan,nan,,nan,nan,nan,nan,nan,41,Washington Huskies,Defense
11/23/2013,@ Oregon St.,W 69 - 27,1/,9,9,9,nan,nan,nan,,nan,nan,nan,2,nan,69,Washington Huskies,Offense
11/23/2013,@ Oregon St.,W 69 - 27,1/,4,3,4,nan,nan,nan,,nan,nan,nan,nan,nan,27,Washington Huskies,Defense
11/29/2013,Washington St.,W 27 - 17,1/,3,3,3,nan,nan,nan,,nan,nan,nan,2,nan,27,Washington Huskies,Offense
11/29/2013,Washington St.,W 27 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Washington Huskies,Defense
12/27/2013,"BYU @ San Francisco, CA",W 31 - 16,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Washington Huskies,Offense
12/27/2013,"BYU @ San Francisco, CA",W 31 - 16,1/,1,1,1,nan,nan,nan,,nan,nan,nan,3,nan,16,Washington Huskies,Defense
09/03/2015,Elon,W 41 - 3,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,2,nan,41,Wake Forest Demon Deacons,Offense
09/03/2015,Elon,W 41 - 3,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Wake Forest Demon Deacons,Defense
09/12/2015,@ Syracuse,L 17 - 30,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Wake Forest Demon Deacons,Offense
09/12/2015,@ Syracuse,L 17 - 30,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,3,nan,30,Wake Forest Demon Deacons,Defense
09/19/2015,@ Army West Point,W 17 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Wake Forest Demon Deacons,Offense
09/19/2015,@ Army West Point,W 17 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Wake Forest Demon Deacons,Defense
09/26/2015,Indiana,L 24 - 31,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Wake Forest Demon Deacons,Offense
09/26/2015,Indiana,L 24 - 31,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Wake Forest Demon Deacons,Defense
10/03/2015,Florida St.,L 16 - 24,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,3,nan,16,Wake Forest Demon Deacons,Offense
10/03/2015,Florida St.,L 16 - 24,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Wake Forest Demon Deacons,Defense
10/10/2015,@ Boston College,W 3 - 0,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Wake Forest Demon Deacons,Offense
10/10/2015,@ Boston College,W 3 - 0,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Wake Forest Demon Deacons,Defense
10/17/2015,@ North Carolina,L 14 - 50,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Wake Forest Demon Deacons,Offense
