Date,Opponent,Result,G,TDs,KickPAT,PATAtt,RushPAT,Ru2PTAtt,ReceivingPAT,Pass2PtConv,Pass2PTAtt,KickReturnPAT,FumbRetPAT,FG,Safeties,Points,Team,OffenseDefense
09/20/2014,@ Florida St.,L 17 - 23 (1OT),1/,3,2,2,nan,nan,nan,,nan,nan,nan,1,nan,23,Clemson Tigers,Defense
09/27/2014,North Carolina,W 50 - 35,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,1,50,Clemson Tigers,Offense
09/27/2014,North Carolina,W 50 - 35,1/,5,5,5,nan,nan,nan,,nan,nan,nan,nan,nan,35,Clemson Tigers,Defense
10/04/2014,NC State,W 41 - 0,1/,5,5,5,nan,nan,nan,,nan,nan,nan,2,nan,41,Clemson Tigers,Offense
10/04/2014,NC State,W 41 - 0,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Clemson Tigers,Defense
10/11/2014,Louisville,W 23 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,3,nan,23,Clemson Tigers,Offense
10/11/2014,Louisville,W 23 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Clemson Tigers,Defense
10/18/2014,@ Boston College,W 17 - 13,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Clemson Tigers,Offense
10/18/2014,@ Boston College,W 17 - 13,1/,2,1,2,nan,nan,nan,,nan,nan,nan,nan,nan,13,Clemson Tigers,Defense
10/25/2014,Syracuse,W 16 - 6,1/,1,1,1,nan,nan,nan,,nan,nan,nan,3,nan,16,Clemson Tigers,Offense
10/25/2014,Syracuse,W 16 - 6,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,2,nan,6,Clemson Tigers,Defense
11/06/2014,@ Wake Forest,W 34 - 20,1/,4,4,4,nan,nan,nan,,nan,nan,nan,2,nan,34,Clemson Tigers,Offense
11/06/2014,@ Wake Forest,W 34 - 20,1/,2,2,2,nan,nan,nan,,nan,nan,nan,2,nan,20,Clemson Tigers,Defense
11/15/2014,@ Georgia Tech,L 6 - 28,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,2,nan,6,Clemson Tigers,Offense
11/15/2014,@ Georgia Tech,L 6 - 28,1/,3,1,1,nan,2/,nan,,nan,nan,nan,3,nan,28,Clemson Tigers,Defense
11/22/2014,Georgia St.,W 28 - 0,1/,4,4,4,nan,nan,nan,,nan,nan,nan,nan,nan,28,Clemson Tigers,Offense
11/22/2014,Georgia St.,W 28 - 0,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Clemson Tigers,Defense
11/29/2014,South Carolina,W 35 - 17,1/,5,5,5,nan,nan,nan,,nan,nan,nan,nan,nan,35,Clemson Tigers,Offense
11/29/2014,South Carolina,W 35 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Clemson Tigers,Defense
12/29/2014,"Oklahoma @ Orlando, Fla.",W 40 - 6,1/,5,4,5,nan,nan,nan,,nan,nan,nan,2,nan,40,Clemson Tigers,Offense
12/29/2014,"Oklahoma @ Orlando, Fla.",W 40 - 6,1/,1,nan,1,nan,nan,nan,,nan,nan,nan,nan,nan,6,Clemson Tigers,Defense
09/12/2014,Toledo,W 58 - 34,1/,8,7,8,nan,nan,nan,,nan,nan,nan,1,nan,58,Cincinnati Bearcats,Offense
09/12/2014,Toledo,W 58 - 34,1/,4,4,4,nan,nan,nan,,nan,nan,nan,2,nan,34,Cincinnati Bearcats,Defense
09/20/2014,Miami (OH),W 31 - 24,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Cincinnati Bearcats,Offense
09/20/2014,Miami (OH),W 31 - 24,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Cincinnati Bearcats,Defense
09/27/2014,@ Ohio St.,L 28 - 50,1/,4,4,4,nan,nan,nan,,nan,nan,nan,nan,nan,28,Cincinnati Bearcats,Offense
09/27/2014,@ Ohio St.,L 28 - 50,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,1/,50,Cincinnati Bearcats,Defense
10/04/2014,Memphis,L 14 - 41,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Cincinnati Bearcats,Offense
10/04/2014,Memphis,L 14 - 41,1/,5,5,5,nan,nan,nan,,nan,nan,nan,2,nan,41,Cincinnati Bearcats,Defense
10/11/2014,@ Miami (FL),L 34 - 55,1/,4,4,4,nan,nan,nan,,nan,nan,nan,2,nan,34,Cincinnati Bearcats,Offense
10/11/2014,@ Miami (FL),L 34 - 55,1/,7,7,7,nan,nan,nan,,nan,nan,nan,2,nan,55,Cincinnati Bearcats,Defense
10/18/2014,@ SMU,W 41 - 3,1/,5,2,3,nan,nan,nan,,2/,nan,nan,3,nan,41,Cincinnati Bearcats,Offense
10/18/2014,@ SMU,W 41 - 3,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,1,nan,3,Cincinnati Bearcats,Defense
10/24/2014,South Fla.,W 34 - 17,1/,4,4,4,nan,nan,nan,,nan,nan,nan,2,nan,34,Cincinnati Bearcats,Offense
10/24/2014,South Fla.,W 34 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Cincinnati Bearcats,Defense
10/31/2014,@ Tulane,W 38 - 14,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Cincinnati Bearcats,Offense
10/31/2014,@ Tulane,W 38 - 14,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Cincinnati Bearcats,Defense
11/13/2014,East Carolina,W 54 - 46,1/,7,6,6,nan,nan,nan,,nan,nan,nan,2,nan,54,Cincinnati Bearcats,Offense
11/13/2014,East Carolina,W 54 - 46,1/,6,4,4,nan,nan,nan,,2/,nan,nan,2,nan,46,Cincinnati Bearcats,Defense
11/22/2014,@ UConn,W 41 - 0,1/,5,5,5,nan,nan,nan,,nan,nan,nan,2,nan,41,Cincinnati Bearcats,Offense
11/22/2014,@ UConn,W 41 - 0,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Cincinnati Bearcats,Defense
11/29/2014,@ Temple,W 14 - 6,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Cincinnati Bearcats,Offense
11/29/2014,@ Temple,W 14 - 6,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,2,nan,6,Cincinnati Bearcats,Defense
12/06/2014,Houston,W 38 - 31,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Cincinnati Bearcats,Offense
12/06/2014,Houston,W 38 - 31,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Cincinnati Bearcats,Defense
12/27/2014,"Virginia Tech @ Annapolis, Md.",L 17 - 33,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Cincinnati Bearcats,Offense
12/27/2014,"Virginia Tech @ Annapolis, Md.",L 17 - 33,1/,3,3,3,nan,nan,nan,,nan,nan,nan,4,nan,33,Cincinnati Bearcats,Defense
09/05/2015,Alabama A&M,W 52 - 10,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,1,nan,52,Cincinnati Bearcats,Offense
09/05/2015,Alabama A&M,W 52 - 10,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Cincinnati Bearcats,Defense
09/12/2015,Temple,L 26 - 34,1/,3,2,2,nan,nan,nan,nan,1,nan,nan,2,nan,26,Cincinnati Bearcats,Offense
09/12/2015,Temple,L 26 - 34,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,2,nan,34,Cincinnati Bearcats,Defense
09/19/2015,@ Miami (OH),W 37 - 33,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,3,nan,37,Cincinnati Bearcats,Offense
09/19/2015,@ Miami (OH),W 37 - 33,1/,4,3,4,nan,nan,nan,nan,nan,nan,nan,2,nan,33,Cincinnati Bearcats,Defense
09/24/2015,@ Memphis,L 46 - 53,1/,5,4,4,nan,nan,nan,nan,1,nan,nan,4/,nan,46,Cincinnati Bearcats,Offense
09/24/2015,@ Memphis,L 46 - 53,1/,7,6,6,1/,1/,nan,nan,nan,nan,nan,1,nan,53,Cincinnati Bearcats,Defense
10/01/2015,Miami (FL),W 34 - 23,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,2,nan,34,Cincinnati Bearcats,Offense
10/01/2015,Miami (FL),W 34 - 23,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,3,nan,23,Cincinnati Bearcats,Defense
10/16/2015,@ BYU,L 24 - 38,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Cincinnati Bearcats,Offense
10/16/2015,@ BYU,L 24 - 38,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Cincinnati Bearcats,Defense
10/24/2015,UConn,W 37 - 13,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,3,nan,37,Cincinnati Bearcats,Offense
10/24/2015,UConn,W 37 - 13,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,2,nan,13,Cincinnati Bearcats,Defense
10/31/2015,UCF,W 52 - 7,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,1,nan,52,Cincinnati Bearcats,Offense
10/31/2015,UCF,W 52 - 7,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Cincinnati Bearcats,Defense
11/07/2015,@ Houston,L 30 - 33,1/,4,2,2,nan,nan,2/,2,2/,nan,nan,nan,nan,30,Cincinnati Bearcats,Offense
11/07/2015,@ Houston,L 30 - 33,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,1,33,Cincinnati Bearcats,Defense
11/14/2015,Tulsa,W 49 - 38,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,49,Cincinnati Bearcats,Offense
11/14/2015,Tulsa,W 49 - 38,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Cincinnati Bearcats,Defense
11/20/2015,@ South Fla.,L 27 - 65,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Cincinnati Bearcats,Offense
11/20/2015,@ South Fla.,L 27 - 65,1/,9/,8,9/,nan,nan,nan,nan,nan,nan,nan,1,nan,65,Cincinnati Bearcats,Defense
11/28/2015,@ East Carolina,W 19 - 16,1/,2,1,2,nan,nan,nan,nan,nan,nan,nan,2,nan,19,Cincinnati Bearcats,Offense
11/28/2015,@ East Carolina,W 19 - 16,1/,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,nan,16,Cincinnati Bearcats,Defense
12/24/2015,"San Diego St. @ Honolulu, HI",L 7 - 42,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Cincinnati Bearcats,Offense
12/24/2015,"San Diego St. @ Honolulu, HI",L 7 - 42,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,Cincinnati Bearcats,Defense
08/31/2013,Purdue,W 42 - 7,1/,6,6,6,nan,nan,nan,,nan,nan,nan,nan,nan,42,Cincinnati Bearcats,Offense
08/31/2013,Purdue,W 42 - 7,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Cincinnati Bearcats,Defense
09/07/2013,@ Illinois,L 17 - 45,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Cincinnati Bearcats,Offense
09/07/2013,@ Illinois,L 17 - 45,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Cincinnati Bearcats,Defense
09/14/2013,Northwestern St.,W 66 - 9,1/,9,9/,9,nan,nan,nan,,nan,nan,nan,1,nan,66,Cincinnati Bearcats,Offense
09/14/2013,Northwestern St.,W 66 - 9,1/,1,nan,nan,nan,1,nan,,nan,nan,nan,1,nan,9,Cincinnati Bearcats,Defense
09/21/2013,@ Miami (OH),W 14 - 0,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Cincinnati Bearcats,Offense
09/21/2013,@ Miami (OH),W 14 - 0,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Cincinnati Bearcats,Defense
10/05/2013,@ South Fla.,L 20 - 26,1/,3,2,3,nan,nan,nan,,nan,nan,nan,nan,nan,20,Cincinnati Bearcats,Offense
10/05/2013,@ South Fla.,L 20 - 26,1/,2,2,2,nan,nan,nan,,nan,nan,nan,4,nan,26,Cincinnati Bearcats,Defense
10/11/2013,Temple,W 38 - 20,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Cincinnati Bearcats,Offense
10/11/2013,Temple,W 38 - 20,1/,3,2,3,nan,nan,nan,,nan,nan,nan,nan,nan,20,Cincinnati Bearcats,Defense
10/19/2013,UConn,W 41 - 16,1/,6,5,6,nan,nan,nan,,nan,nan,nan,nan,nan,41,Cincinnati Bearcats,Offense
10/19/2013,UConn,W 41 - 16,1/,2,1,1,nan,nan,nan,,1/,nan,nan,1,nan,16,Cincinnati Bearcats,Defense
10/30/2013,@ Memphis,W 34 - 21,1/,5,4,5,nan,nan,nan,,nan,nan,nan,nan,nan,34,Cincinnati Bearcats,Offense
10/30/2013,@ Memphis,W 34 - 21,1/,3,3,3,nan,nan,nan,,nan,nan,nan,nan,nan,21,Cincinnati Bearcats,Defense
11/09/2013,SMU,W 28 - 25,1/,4,4,4,nan,nan,nan,,nan,nan,nan,nan,nan,28,Cincinnati Bearcats,Offense
11/09/2013,SMU,W 28 - 25,1/,3,2,2,1/,1/,nan,,nan,nan,nan,1,nan,25,Cincinnati Bearcats,Defense
11/16/2013,@ Rutgers,W 52 - 17,1/,7,7,7,nan,nan,nan,,nan,nan,nan,1,nan,52,Cincinnati Bearcats,Offense
11/16/2013,@ Rutgers,W 52 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Cincinnati Bearcats,Defense
11/23/2013,@ Houston,W 24 - 17,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Cincinnati Bearcats,Offense
11/23/2013,@ Houston,W 24 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Cincinnati Bearcats,Defense
12/05/2013,Louisville,L 24 - 31 (1OT),1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Cincinnati Bearcats,Offense
12/05/2013,Louisville,L 24 - 31 (1OT),1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Cincinnati Bearcats,Defense
12/28/2013,"North Carolina @ Charlotte, NC",L 17 - 39,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Cincinnati Bearcats,Offense
12/28/2013,"North Carolina @ Charlotte, NC",L 17 - 39,1/,5,4,5,nan,nan,nan,,nan,nan,nan,1,1/,39,Cincinnati Bearcats,Defense
09/01/2016,UT Martin,W 28 - 7,1/,4,2,3,nan,nan,1/,1,1,nan,nan,nan,nan,28,Cincinnati Bearcats,Offense
09/01/2016,UT Martin,W 28 - 7,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Cincinnati Bearcats,Defense
09/10/2016,@ Purdue,W 38 - 20,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Cincinnati Bearcats,Offense
09/10/2016,@ Purdue,W 38 - 20,1/,3,2,2,nan,nan,nan,nan,1,nan,nan,nan,nan,20,Cincinnati Bearcats,Defense
09/15/2016,Houston,L 16 - 40,1/,2,1,1,nan,nan,nan,nan,1,nan,nan,1,nan,16,Cincinnati Bearcats,Offense
09/15/2016,Houston,L 16 - 40,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,1/,40,Cincinnati Bearcats,Defense
09/24/2016,Miami (OH),W 27 - 20,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Cincinnati Bearcats,Offense
09/24/2016,Miami (OH),W 27 - 20,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,2,nan,20,Cincinnati Bearcats,Defense
10/01/2016,South Fla.,L 20 - 45,1/,3,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,20,Cincinnati Bearcats,Offense
10/01/2016,South Fla.,L 20 - 45,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,1,nan,45,Cincinnati Bearcats,Defense
10/08/2016,@ UConn,L 9 - 20,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan,9,Cincinnati Bearcats,Offense
10/08/2016,@ UConn,L 9 - 20,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,2,nan,20,Cincinnati Bearcats,Defense
10/22/2016,East Carolina,W 31 - 19,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Cincinnati Bearcats,Offense
10/22/2016,East Carolina,W 31 - 19,1/,2,1,1,nan,nan,nan,nan,1,nan,nan,2,nan,19,Cincinnati Bearcats,Defense
10/29/2016,@ Temple,L 13 - 34,1/,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,Cincinnati Bearcats,Offense
10/29/2016,@ Temple,L 13 - 34,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,2,nan,34,Cincinnati Bearcats,Defense
11/05/2016,BYU,L 3 - 20,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Cincinnati Bearcats,Offense
11/05/2016,BYU,L 3 - 20,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,2,nan,20,Cincinnati Bearcats,Defense
11/12/2016,@ UCF,L 3 - 24,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Cincinnati Bearcats,Offense
11/12/2016,@ UCF,L 3 - 24,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Cincinnati Bearcats,Defense
11/18/2016,Memphis,L 7 - 34,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Cincinnati Bearcats,Offense
11/18/2016,Memphis,L 7 - 34,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,2,nan,34,Cincinnati Bearcats,Defense
11/25/2016,@ Tulsa,L 37 - 40 (1OT),1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,3,nan,37,Cincinnati Bearcats,Offense
11/25/2016,@ Tulsa,L 37 - 40 (1OT),1/,5,4,4,nan,nan,nan,nan,nan,nan,nan,2,nan,40,Cincinnati Bearcats,Defense
08/28/2014,@ Campbell,W 33 - 9,1/,4,3,3,nan,1/,nan,,nan,nan,nan,2,nan,33,Charlotte 49ers,Offense
08/28/2014,@ Campbell,W 33 - 9,1/,1,nan,nan,nan,nan,nan,,1,nan,nan,1,nan,9,Charlotte 49ers,Defense
09/06/2014,Johnson C. Smith,W 56 - 0,1/,6,5,5,nan,1/,nan,,nan,nan,nan,5/,nan,56,Charlotte 49ers,Offense
09/06/2014,Johnson C. Smith,W 56 - 0,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Charlotte 49ers,Defense
09/13/2014,@ N.C. Central,W 40 - 28,1/,5,4,5,nan,nan,nan,,nan,nan,nan,2,nan,40,Charlotte 49ers,Offense
09/13/2014,@ N.C. Central,W 40 - 28,1/,4,4,4,nan,nan,nan,,nan,nan,nan,nan,nan,28,Charlotte 49ers,Defense
09/20/2014,@ Elon,L 13 - 20,1/,1,1,1,nan,nan,nan,,nan,nan,nan,2,nan,13,Charlotte 49ers,Offense
09/20/2014,@ Elon,L 13 - 20,1/,2,2,2,nan,nan,nan,,nan,nan,nan,2,nan,20,Charlotte 49ers,Defense
09/27/2014,Charleston So.,L 41 - 47 (1OT),1/,5,5,5,nan,nan,nan,,nan,nan,nan,2,nan,41,Charlotte 49ers,Offense
09/27/2014,Charleston So.,L 41 - 47 (1OT),1/,7,5,6,nan,nan,nan,,nan,nan,nan,nan,nan,47,Charlotte 49ers,Defense
10/04/2014,@ Gardner-Webb,L 24 - 27,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Charlotte 49ers,Offense
10/04/2014,@ Gardner-Webb,L 24 - 27,1/,3,3,3,nan,nan,nan,,nan,nan,nan,2,nan,27,Charlotte 49ers,Defense
10/11/2014,@ The Citadel,L 56 - 63 (2OT),1/,7,6,6,nan,nan,1/,,1/,nan,nan,2,nan,56,Charlotte 49ers,Offense
10/11/2014,@ The Citadel,L 56 - 63 (2OT),1/,9/,9/,9/,nan,nan,nan,,nan,nan,nan,nan,nan,63/,Charlotte 49ers,Defense
10/25/2014,James Madison,L 40 - 48,1/,5,4,5,nan,nan,nan,,nan,nan,nan,2,nan,40,Charlotte 49ers,Offense
10/25/2014,James Madison,L 40 - 48,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,nan,48,Charlotte 49ers,Defense
11/08/2014,Coastal Caro.,L 34 - 59,1/,5,4,5,nan,nan,nan,,nan,nan,nan,nan,nan,34,Charlotte 49ers,Offense
11/08/2014,Coastal Caro.,L 34 - 59,1/,8,8,8,nan,nan,nan,,nan,nan,nan,1,nan,59,Charlotte 49ers,Defense
11/15/2014,Wesley,W 38 - 33,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Charlotte 49ers,Offense
11/15/2014,Wesley,W 38 - 33,1/,4,3,3,nan,1,nan,,nan,nan,nan,2,nan,33,Charlotte 49ers,Defense
11/22/2014,Morehead St.,W 52 - 14,1/,7,7,7,nan,nan,nan,,nan,nan,nan,1,nan,52,Charlotte 49ers,Offense
11/22/2014,Morehead St.,W 52 - 14,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Charlotte 49ers,Defense
09/04/2015,@ Georgia St.,W 23 - 20,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,3,nan,23,Charlotte 49ers,Offense
09/04/2015,@ Georgia St.,W 23 - 20,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,2,nan,20,Charlotte 49ers,Defense
09/12/2015,Presbyterian,W 34 - 10,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,2,nan,34,Charlotte 49ers,Offense
09/12/2015,Presbyterian,W 34 - 10,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Charlotte 49ers,Defense
09/19/2015,@ Middle Tenn.,L 14 - 73,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Charlotte 49ers,Offense
09/19/2015,@ Middle Tenn.,L 14 - 73,1/,10/,10/,10/,nan,nan,nan,nan,nan,nan,nan,1,nan,73/,Charlotte 49ers,Defense
09/26/2015,Fla. Atlantic,L 7 - 17,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Charlotte 49ers,Offense
09/26/2015,Fla. Atlantic,L 7 - 17,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Charlotte 49ers,Defense
10/02/2015,Temple,L 3 - 37,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Charlotte 49ers,Offense
10/02/2015,Temple,L 3 - 37,1/,5,4,5,nan,nan,nan,nan,nan,nan,nan,1,nan,37,Charlotte 49ers,Defense
10/17/2015,@ Old Dominion,L 34 - 37,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,2,nan,34,Charlotte 49ers,Offense
10/17/2015,@ Old Dominion,L 34 - 37,1/,4,2,3,nan,nan,1/,1,1/,nan,nan,3,nan,37,Charlotte 49ers,Defense
10/24/2015,Southern Miss.,L 10 - 44,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Charlotte 49ers,Offense
10/24/2015,Southern Miss.,L 10 - 44,1/,6,5,6,nan,nan,nan,nan,nan,nan,nan,1,nan,44,Charlotte 49ers,Defense
10/31/2015,Marshall,L 10 - 34,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Charlotte 49ers,Offense
10/31/2015,Marshall,L 10 - 34,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,2,nan,34,Charlotte 49ers,Defense
11/07/2015,@ FIU,L 31 - 48,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Charlotte 49ers,Offense
11/07/2015,@ FIU,L 31 - 48,1/,7,6,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,48,Charlotte 49ers,Defense
11/14/2015,UTSA,L 27 - 30 (1OT),1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Charlotte 49ers,Offense
11/14/2015,UTSA,L 27 - 30 (1OT),1/,4,3,4,nan,nan,nan,nan,nan,nan,nan,1,nan,30,Charlotte 49ers,Defense
11/21/2015,@ Kentucky,L 10 - 58,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Charlotte 49ers,Offense
11/21/2015,@ Kentucky,L 10 - 58,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,3,nan,58,Charlotte 49ers,Defense
11/28/2015,@ Rice,L 7 - 27,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Charlotte 49ers,Offense
11/28/2015,@ Rice,L 7 - 27,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Charlotte 49ers,Defense
09/01/2016,@ Louisville,L 14 - 70,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Charlotte 49ers,Offense
09/01/2016,@ Louisville,L 14 - 70,1/,10,10/,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,70,Charlotte 49ers,Defense
09/10/2016,Elon,W 47 - 14,1/,7,5,6,nan,nan,nan,nan,1,nan,nan,nan,nan,47,Charlotte 49ers,Offense
09/10/2016,Elon,W 47 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Charlotte 49ers,Defense
09/17/2016,Eastern Mich.,L 19 - 37,1/,2,1,2,nan,nan,nan,nan,nan,nan,nan,2,nan,19,Charlotte 49ers,Offense
09/17/2016,Eastern Mich.,L 19 - 37,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,3,nan,37,Charlotte 49ers,Defense
09/24/2016,@ Temple,L 20 - 48,1/,3,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,20,Charlotte 49ers,Offense
09/24/2016,@ Temple,L 20 - 48,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,2,nan,48,Charlotte 49ers,Defense
10/01/2016,Old Dominion,L 17 - 52,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Charlotte 49ers,Offense
10/01/2016,Old Dominion,L 17 - 52,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,1,nan,52,Charlotte 49ers,Defense
10/09/2016,@ Fla. Atlantic,W 28 - 23,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,Charlotte 49ers,Offense
10/09/2016,@ Fla. Atlantic,W 28 - 23,1/,3,2,2,nan,nan,nan,nan,1,nan,nan,1,nan,23,Charlotte 49ers,Defense
10/15/2016,FIU,L 26 - 27,1/,3,2,3,nan,nan,nan,nan,nan,nan,nan,2,nan,26,Charlotte 49ers,Offense
10/15/2016,FIU,L 26 - 27,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Charlotte 49ers,Defense
10/22/2016,@ Marshall,W 27 - 24,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Charlotte 49ers,Offense
10/22/2016,@ Marshall,W 27 - 24,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Charlotte 49ers,Defense
11/05/2016,@ Southern Miss.,W 38 - 27,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Charlotte 49ers,Offense
11/05/2016,@ Southern Miss.,W 38 - 27,1/,4,3,3,nan,nan,nan,nan,1,nan,nan,nan,nan,27,Charlotte 49ers,Defense
