Year,Team,GP,G,PassAttempts,Completions,Interceptions,PassYards,PassTDs,PassEff,CompletionsPerGame,YdsPerCompletion,Pct,PassYardsG,OffenseDefense
2016-17,South Ala.,13,13,416,233,14,3169,15,125.17,17.92,13.601,0.560,243.77,Offense
2016-17,South Ala.,0,13,313,188,10,2270,14,1765.92,188.00,165.769,7.890,2270.00,Defensive
2017-18,South Ala.,12,12,411,222,14,2845,15,117.39,18.50,12.815,0.540,237.08,Offense
2017-18,South Ala.,0,12,421,262,8,3191,21,138.56,21.83,12.179,0.622,265.92,Defensive
2013-14,San Jose St.,12,12,496,317,14,4271,34,153.22,26.42,13.473,0.639,355.92,Offense
2013-14,San Jose St.,0,12,408,252,12,2971,26,138.08,21.00,11.790,0.618,247.58,Defensive
2014-15,San Jose St.,12,12,450,283,14,3038,16,125.11,23.58,10.735,0.629,253.17,Offense
2014-15,San Jose St.,0,12,241,134,6,1414,6,108.12,11.17,10.552,0.556,117.83,Defensive
2015-16,San Jose St.,13,13,391,264,12,2882,21,141.02,20.31,10.917,0.675,221.69,Offense
2015-16,San Jose St.,0,13,319,175,9,2051,16,119.78,13.46,11.720,0.549,157.77,Defensive
2016-17,San Jose St.,12,12,371,214,15,2665,18,125.95,17.83,12.453,0.577,222.08,Offense
2016-17,San Jose St.,0,12,266,160,10,2263,18,146.43,13.33,14.144,0.602,188.58,Defensive
2017-18,San Jose St.,13,13,415,226,20,2574,15,108.85,17.38,11.389,0.545,198.00,Offense
2017-18,San Jose St.,0,13,359,221,6,2781,25,146.27,17.00,12.584,0.616,213.92,Defensive
2013-14,San Jose St.,12,12,496,317,14,4271,34,153.22,26.42,13.473,,355.92,Offense
2013-14,San Jose St.,0,12,408,252,12,2971,26,138.08,21.00,11.790,,247.58,Defensive
2014-15,San Jose St.,12,12,450,283,14,3038,16,125.11,23.58,10.735,,253.17,Offense
2014-15,San Jose St.,0,12,241,134,6,1414,6,108.12,11.17,10.552,,117.83,Defensive
2015-16,San Jose St.,13,13,391,264,12,2882,21,141.02,20.31,10.917,,221.69,Offense
2015-16,San Jose St.,0,13,319,175,9,2051,16,119.78,13.46,11.720,,157.77,Defensive
2016-17,San Jose St.,12,12,371,214,15,2665,18,125.95,17.83,12.453,,222.08,Offense
2016-17,San Jose St.,0,12,266,160,10,2263,18,146.43,13.33,14.144,,188.58,Defensive
2017-18,San Jose St.,13,13,415,226,20,2574,15,108.85,17.38,11.389,,198.00,Offense
2017-18,San Jose St.,0,13,359,221,6,2781,25,146.27,17.00,12.584,,213.92,Defensive
2013-14,San Jose St.,12,12,496,317,14,4271,34,153.22,26.42,13.473,0.639,355.92,Offense
2013-14,San Jose St.,0,12,408,252,12,2971,26,138.08,21.00,11.790,0.618,247.58,Defensive
2014-15,San Jose St.,12,12,450,283,14,3038,16,125.11,23.58,10.735,0.629,253.17,Offense
2014-15,San Jose St.,0,12,241,134,6,1414,6,108.12,11.17,10.552,0.556,117.83,Defensive
2015-16,San Jose St.,13,13,391,264,12,2882,21,141.02,20.31,10.917,0.675,221.69,Offense
2015-16,San Jose St.,0,13,319,175,9,2051,16,119.78,13.46,11.720,0.549,157.77,Defensive
2016-17,San Jose St.,12,12,371,214,15,2665,18,125.95,17.83,12.453,0.577,222.08,Offense
2016-17,San Jose St.,0,12,266,160,10,2263,18,146.43,13.33,14.144,0.602,188.58,Defensive
2017-18,San Jose St.,13,13,415,226,20,2574,15,108.85,17.38,11.389,0.545,198.00,Offense
2017-18,San Jose St.,0,13,359,221,6,2781,25,146.27,17.00,12.584,0.616,213.92,Defensive
2013-14,Temple,12,12,418,235,11,2996,23,129.32,19.58,12.749,0.562,249.67,Offense
2013-14,Temple,0,12,431,278,3,3583,24,151.32,23.17,12.888,0.645,298.58,Defensive
2014-15,Temple,12,12,403,214,16,2408,13,106.00,17.83,11.252,0.531,200.67,Offense
2014-15,Temple,0,12,367,216,11,2243,9,112.29,18.00,10.384,0.589,186.92,Defensive
2015-16,Temple,14,14,439,250,8,3038,20,126.47,17.86,12.152,0.569,217.00,Offense
2015-16,Temple,0,14,467,269,16,2928,13,112.60,19.21,10.885,0.576,209.14,Defensive
2016-17,Temple,14,14,403,232,13,3324,22,138.42,16.57,14.328,0.576,237.43,Offense
2016-17,Temple,0,14,342,182,12,2130,13,111.06,13.00,11.703,0.532,152.14,Defensive
2017-18,Temple,12,12,425,244,15,3019,20,125.55,20.33,12.373,0.574,251.58,Offense
2017-18,Temple,0,12,353,204,8,2520,21,132.86,17.00,12.353,0.578,210.00,Defensive
2013-14,TCU,12,12,419,240,17,2715,14,114.62,20.00,11.312,0.573,226.25,Offense
2013-14,TCU,0,12,412,213,19,2707,14,108.88,17.75,12.709,0.517,225.58,Defensive
2014-15,TCU,13,13,529,325,11,4240,37,147.69,25.00,13.046,0.614,326.15,Offense
2014-15,TCU,0,13,445,216,26,3029,17,106.64,16.62,14.023,0.485,233.00,Defensive
2015-16,TCU,13,13,517,326,15,4517,39,155.54,25.08,13.856,0.631,347.46,Offense
2015-16,TCU,0,13,442,220,7,2805,17,112.61,16.92,12.750,0.498,215.77,Defensive
2016-17,TCU,13,13,503,295,14,3486,18,123.11,22.69,11.817,0.586,268.15,Offense
2016-17,TCU,0,13,428,244,8,3106,19,128.88,18.77,12.730,0.570,238.92,Defensive
2017-18,TCU,13,13,389,257,6,3090,25,150.92,19.77,12.023,0.661,237.69,Offense
2017-18,TCU,0,13,409,214,11,2973,20,124.14,16.46,13.893,0.523,228.69,Defensive
2013-14,TCU,12,12,419,240,17,2715,14,114.62,20.00,11.312,0.573,226.25,Offense
2013-14,TCU,0,12,412,213,19,2707,14,108.88,17.75,12.709,0.517,225.58,Defensive
2014-15,TCU,13,13,529,325,11,4240,37,147.69,25.00,13.046,0.614,326.15,Offense
2014-15,TCU,0,13,445,216,26,3029,17,106.64,16.62,14.023,0.485,233.00,Defensive
2015-16,TCU,13,13,517,326,15,4517,39,155.54,25.08,13.856,0.631,347.46,Offense
2015-16,TCU,0,13,442,220,7,2805,17,112.61,16.92,12.750,0.498,215.77,Defensive
2016-17,TCU,13,13,503,295,14,3486,18,123.11,22.69,11.817,0.586,268.15,Offense
2016-17,TCU,0,13,428,244,8,3106,19,128.88,18.77,12.730,0.570,238.92,Defensive
2017-18,TCU,13,13,389,257,6,3090,25,150.92,19.77,12.023,0.661,237.69,Offense
2017-18,TCU,0,13,409,214,11,2973,20,124.14,16.46,13.893,0.523,228.69,Defensive
2013-14,TCU,12,12,419,240,17,2715,14,114.62,20.00,11.312,,226.25,Offense
2013-14,TCU,0,12,412,213,19,2707,14,108.88,17.75,12.709,,225.58,Defensive
2014-15,TCU,13,13,529,325,11,4240,37,147.69,25.00,13.046,,326.15,Offense
2014-15,TCU,0,13,445,216,26,3029,17,106.64,16.62,14.023,,233.00,Defensive
2015-16,TCU,13,13,517,326,15,4517,39,155.54,25.08,13.856,,347.46,Offense
2015-16,TCU,0,13,442,220,7,2805,17,112.61,16.92,12.750,,215.77,Defensive
2016-17,TCU,13,13,503,295,14,3486,18,123.11,22.69,11.817,,268.15,Offense
2016-17,TCU,0,13,428,244,8,3106,19,128.88,18.77,12.730,,238.92,Defensive
2017-18,TCU,13,13,389,257,6,3090,25,150.92,19.77,12.023,,237.69,Offense
2017-18,TCU,0,13,409,214,11,2973,20,124.14,16.46,13.893,,228.69,Defensive
2013-14,TCU,12,12,419,240,17,2715,14,114.62,20.00,11.312,,226.25,Offense
2013-14,TCU,0,12,412,213,19,2707,14,108.88,17.75,12.709,,225.58,Defensive
2014-15,TCU,13,13,529,325,11,4240,37,147.69,25.00,13.046,,326.15,Offense
2014-15,TCU,0,13,445,216,26,3029,17,106.64,16.62,14.023,,233.00,Defensive
2015-16,TCU,13,13,517,326,15,4517,39,155.54,25.08,13.856,,347.46,Offense
2015-16,TCU,0,13,442,220,7,2805,17,112.61,16.92,12.750,,215.77,Defensive
2016-17,TCU,13,13,503,295,14,3486,18,123.11,22.69,11.817,,268.15,Offense
2016-17,TCU,0,13,428,244,8,3106,19,128.88,18.77,12.730,,238.92,Defensive
2017-18,TCU,13,13,389,257,6,3090,25,150.92,19.77,12.023,,237.69,Offense
2017-18,TCU,0,13,409,214,11,2973,20,124.14,16.46,13.893,,228.69,Defensive
2013-14,Syracuse,13,13,405,242,17,2366,13,111.02,18.62,9.777,0.598,182.00,Offense
2013-14,Syracuse,0,13,428,250,15,2987,22,126.99,19.23,11.948,0.584,229.77,Defensive
2014-15,Syracuse,12,12,383,207,17,2209,6,98.79,17.25,10.671,0.540,184.08,Offense
2014-15,Syracuse,0,12,345,225,8,2519,19,1693.64,225.00,137.633,7.800,2519.00,Defensive
2015-16,Syracuse,12,12,306,164,9,1881,19,119.84,13.67,11.470,0.536,156.75,Offense
2015-16,Syracuse,0,12,388,251,11,3080,18,141.01,20.92,12.271,0.647,256.67,Defensive
2016-17,Syracuse,12,12,522,332,13,3855,24,135.83,27.67,11.611,0.636,321.25,Offense
2016-17,Syracuse,0,12,373,215,10,3313,20,1700.73,215.00,185.010,6.717,3313.00,Defensive
2017-18,Syracuse,12,12,548,320,16,3538,20,118.83,26.67,11.056,0.584,294.83,Offense
2017-18,Syracuse,0,12,381,232,4,2968,19,140.69,19.33,12.793,0.609,247.33,Defensive
2013-14,Syracuse,13,13,405,242,17,2366,13,111.02,18.62,9.777,,182.00,Offense
2013-14,Syracuse,0,13,428,250,15,2987,22,126.99,19.23,11.948,,229.77,Defensive
2014-15,Syracuse,12,12,383,207,17,2209,6,98.79,17.25,10.671,,184.08,Offense
2014-15,Syracuse,0,12,345,225,8,2519,19,1693.64,225.00,137.633,,2519.00,Defensive
2015-16,Syracuse,12,12,306,164,9,1881,19,119.84,13.67,11.470,,156.75,Offense
2015-16,Syracuse,0,12,388,251,11,3080,18,141.01,20.92,12.271,,256.67,Defensive
2016-17,Syracuse,12,12,522,332,13,3855,24,135.83,27.67,11.611,,321.25,Offense
2016-17,Syracuse,0,12,373,215,10,3313,20,1700.73,215.00,185.010,,3313.00,Defensive
2017-18,Syracuse,12,12,548,320,16,3538,20,118.83,26.67,11.056,,294.83,Offense
2017-18,Syracuse,0,12,381,232,4,2968,19,140.69,19.33,12.793,,247.33,Defensive
2013-14,Syracuse,13,13,405,242,17,2366,13,111.02,18.62,9.777,,182.00,Offense
2013-14,Syracuse,0,13,428,250,15,2987,22,126.99,19.23,11.948,,229.77,Defensive
2014-15,Syracuse,12,12,383,207,17,2209,6,98.79,17.25,10.671,,184.08,Offense
2014-15,Syracuse,0,12,345,225,8,2519,19,1693.64,225.00,137.633,,2519.00,Defensive
2015-16,Syracuse,12,12,306,164,9,1881,19,119.84,13.67,11.470,,156.75,Offense
2015-16,Syracuse,0,12,388,251,11,3080,18,141.01,20.92,12.271,,256.67,Defensive
2016-17,Syracuse,12,12,522,332,13,3855,24,135.83,27.67,11.611,,321.25,Offense
2016-17,Syracuse,0,12,373,215,10,3313,20,1700.73,215.00,185.010,,3313.00,Defensive
2017-18,Syracuse,12,12,548,320,16,3538,20,118.83,26.67,11.056,,294.83,Offense
2017-18,Syracuse,0,12,381,232,4,2968,19,140.69,19.33,12.793,,247.33,Defensive
2013-14,Syracuse,13,13,405,242,17,2366,13,111.02,18.62,9.777,0.598,182.00,Offense
2013-14,Syracuse,0,13,428,250,15,2987,22,126.99,19.23,11.948,0.584,229.77,Defensive
2014-15,Syracuse,12,12,383,207,17,2209,6,98.79,17.25,10.671,0.540,184.08,Offense
2014-15,Syracuse,0,12,345,225,8,2519,19,1693.64,225.00,137.633,7.800,2519.00,Defensive
2015-16,Syracuse,12,12,306,164,9,1881,19,119.84,13.67,11.470,0.536,156.75,Offense
2015-16,Syracuse,0,12,388,251,11,3080,18,141.01,20.92,12.271,0.647,256.67,Defensive
2016-17,Syracuse,12,12,522,332,13,3855,24,135.83,27.67,11.611,0.636,321.25,Offense
2016-17,Syracuse,0,12,373,215,10,3313,20,1700.73,215.00,185.010,6.717,3313.00,Defensive
2017-18,Syracuse,12,12,548,320,16,3538,20,118.83,26.67,11.056,0.584,294.83,Offense
2017-18,Syracuse,0,12,381,232,4,2968,19,140.69,19.33,12.793,0.609,247.33,Defensive
2013-14,Stanford,14,14,311,190,10,2771,21,151.79,13.57,14.584,,197.93,Offense
2013-14,Stanford,0,14,554,344,13,3553,22,124.38,24.57,10.328,,253.79,Defensive
2014-15,Stanford,13,13,381,248,8,2988,20,144.09,19.08,12.048,,229.85,Offense
2014-15,Stanford,0,13,430,245,12,2313,12,105.79,18.85,9.441,,177.92,Defensive
2015-16,Stanford,14,14,318,213,8,2965,30,171.40,15.21,13.920,,211.79,Offense
2015-16,Stanford,0,14,473,271,8,3198,19,123.96,19.36,11.801,,228.43,Defensive
2016-17,Stanford,13,13,305,179,9,2056,15,125.64,13.77,11.486,,158.15,Offense
2016-17,Stanford,0,13,437,239,14,2907,18,117.75,18.38,12.163,,223.62,Defensive
2017-18,Stanford,13,13,336,193,6,2396,20,133.41,14.85,12.415,,184.31,Offense
2017-18,Stanford,0,13,392,246,16,2965,17,132.44,18.92,12.053,,228.08,Defensive
2013-14,Stanford,14,14,311,190,10,2771,21,151.79,13.57,14.584,,197.93,Offense
2013-14,Stanford,0,14,554,344,13,3553,22,124.38,24.57,10.328,,253.79,Defensive
2014-15,Stanford,13,13,381,248,8,2988,20,144.09,19.08,12.048,,229.85,Offense
2014-15,Stanford,0,13,430,245,12,2313,12,105.79,18.85,9.441,,177.92,Defensive
2015-16,Stanford,14,14,318,213,8,2965,30,171.40,15.21,13.920,,211.79,Offense
2015-16,Stanford,0,14,473,271,8,3198,19,123.96,19.36,11.801,,228.43,Defensive
2016-17,Stanford,13,13,305,179,9,2056,15,125.64,13.77,11.486,,158.15,Offense
2016-17,Stanford,0,13,437,239,14,2907,18,117.75,18.38,12.163,,223.62,Defensive
2017-18,Stanford,13,13,336,193,6,2396,20,133.41,14.85,12.415,,184.31,Offense
2017-18,Stanford,0,13,392,246,16,2965,17,132.44,18.92,12.053,,228.08,Defensive
2013-14,Stanford,14,14,311,190,10,2771,21,151.79,13.57,14.584,0.611,197.93,Offense
2013-14,Stanford,0,14,554,344,13,3553,22,124.38,24.57,10.328,0.621,253.79,Defensive
2014-15,Stanford,13,13,381,248,8,2988,20,144.09,19.08,12.048,0.651,229.85,Offense
2014-15,Stanford,0,13,430,245,12,2313,12,105.79,18.85,9.441,0.570,177.92,Defensive
2015-16,Stanford,14,14,318,213,8,2965,30,171.40,15.21,13.920,0.670,211.79,Offense
2015-16,Stanford,0,14,473,271,8,3198,19,123.96,19.36,11.801,0.573,228.43,Defensive
2016-17,Stanford,13,13,305,179,9,2056,15,125.64,13.77,11.486,0.587,158.15,Offense
2016-17,Stanford,0,13,437,239,14,2907,18,117.75,18.38,12.163,0.547,223.62,Defensive
2017-18,Stanford,13,13,336,193,6,2396,20,133.41,14.85,12.415,0.574,184.31,Offense
2017-18,Stanford,0,13,392,246,16,2965,17,132.44,18.92,12.053,0.628,228.08,Defensive
2013-14,Stanford,14,14,311,190,10,2771,21,151.79,13.57,14.584,0.611,197.93,Offense
2013-14,Stanford,0,14,554,344,13,3553,22,124.38,24.57,10.328,0.621,253.79,Defensive
2014-15,Stanford,13,13,381,248,8,2988,20,144.09,19.08,12.048,0.651,229.85,Offense
2014-15,Stanford,0,13,430,245,12,2313,12,105.79,18.85,9.441,0.570,177.92,Defensive
2015-16,Stanford,14,14,318,213,8,2965,30,171.40,15.21,13.920,0.670,211.79,Offense
2015-16,Stanford,0,14,473,271,8,3198,19,123.96,19.36,11.801,0.573,228.43,Defensive
2016-17,Stanford,13,13,305,179,9,2056,15,125.64,13.77,11.486,0.587,158.15,Offense
2016-17,Stanford,0,13,437,239,14,2907,18,117.75,18.38,12.163,0.547,223.62,Defensive
2017-18,Stanford,13,13,336,193,6,2396,20,133.41,14.85,12.415,0.574,184.31,Offense
2017-18,Stanford,0,13,392,246,16,2965,17,132.44,18.92,12.053,0.628,228.08,Defensive
2013-14,Southern Miss.,12,12,485,249,26,2911,19,103.96,20.75,11.691,0.513,242.58,Offense
2013-14,Southern Miss.,0,12,323,212,6,2531,24,152.26,17.67,11.939,0.656,210.92,Defensive
2014-15,Southern Miss.,12,12,482,277,15,3231,14,117.14,23.08,11.664,0.575,269.25,Offense
2014-15,Southern Miss.,0,12,363,231,7,2821,23,145.97,19.25,12.212,0.636,235.08,Defensive
2015-16,Southern Miss.,14,14,531,338,12,4616,40,157.01,24.14,13.657,0.637,329.71,Offense
2015-16,Southern Miss.,0,14,492,271,13,3187,22,118.97,19.36,11.760,0.551,227.64,Defensive
2016-17,Southern Miss.,13,13,478,285,16,3877,26,139.01,21.92,13.604,0.596,298.23,Offense
2016-17,Southern Miss.,0,13,312,170,10,2274,19,1781.96,170.00,175.500,7.212,2274.00,Defensive
2017-18,Southern Miss.,12,12,412,231,7,2992,23,132.09,19.25,12.952,0.561,249.33,Offense
2017-18,Southern Miss.,0,12,348,179,9,2277,12,112.61,14.92,12.721,0.514,189.75,Defensive
2013-14,Southern Miss.,12,12,485,249,26,2911,19,103.96,20.75,11.691,,242.58,Offense
2013-14,Southern Miss.,0,12,323,212,6,2531,24,152.26,17.67,11.939,,210.92,Defensive
2014-15,Southern Miss.,12,12,482,277,15,3231,14,117.14,23.08,11.664,,269.25,Offense
2014-15,Southern Miss.,0,12,363,231,7,2821,23,145.97,19.25,12.212,,235.08,Defensive
2015-16,Southern Miss.,14,14,531,338,12,4616,40,157.01,24.14,13.657,,329.71,Offense
2015-16,Southern Miss.,0,14,492,271,13,3187,22,118.97,19.36,11.760,,227.64,Defensive
2016-17,Southern Miss.,13,13,478,285,16,3877,26,139.01,21.92,13.604,,298.23,Offense
2016-17,Southern Miss.,0,13,312,170,10,2274,19,1781.96,170.00,175.500,,2274.00,Defensive
2017-18,Southern Miss.,12,12,412,231,7,2992,23,132.09,19.25,12.952,,249.33,Offense
2017-18,Southern Miss.,0,12,348,179,9,2277,12,112.61,14.92,12.721,,189.75,Defensive
2013-14,Southern Miss.,12,12,485,249,26,2911,19,103.96,20.75,11.691,,242.58,Offense
2013-14,Southern Miss.,0,12,323,212,6,2531,24,152.26,17.67,11.939,,210.92,Defensive
2014-15,Southern Miss.,12,12,482,277,15,3231,14,117.14,23.08,11.664,,269.25,Offense
2014-15,Southern Miss.,0,12,363,231,7,2821,23,145.97,19.25,12.212,,235.08,Defensive
2015-16,Southern Miss.,14,14,531,338,12,4616,40,157.01,24.14,13.657,,329.71,Offense
2015-16,Southern Miss.,0,14,492,271,13,3187,22,118.97,19.36,11.760,,227.64,Defensive
2016-17,Southern Miss.,13,13,478,285,16,3877,26,139.01,21.92,13.604,,298.23,Offense
2016-17,Southern Miss.,0,13,312,170,10,2274,19,1781.96,170.00,175.500,,2274.00,Defensive
2017-18,Southern Miss.,12,12,412,231,7,2992,23,132.09,19.25,12.952,,249.33,Offense
2017-18,Southern Miss.,0,12,348,179,9,2277,12,112.61,14.92,12.721,,189.75,Defensive
2013-14,Southern Miss.,12,12,485,249,26,2911,19,103.96,20.75,11.691,0.513,242.58,Offense
2013-14,Southern Miss.,0,12,323,212,6,2531,24,152.26,17.67,11.939,0.656,210.92,Defensive
2014-15,Southern Miss.,12,12,482,277,15,3231,14,117.14,23.08,11.664,0.575,269.25,Offense
2014-15,Southern Miss.,0,12,363,231,7,2821,23,145.97,19.25,12.212,0.636,235.08,Defensive
2015-16,Southern Miss.,14,14,531,338,12,4616,40,157.01,24.14,13.657,0.637,329.71,Offense
2015-16,Southern Miss.,0,14,492,271,13,3187,22,118.97,19.36,11.760,0.551,227.64,Defensive
2016-17,Southern Miss.,13,13,478,285,16,3877,26,139.01,21.92,13.604,0.596,298.23,Offense
2016-17,Southern Miss.,0,13,312,170,10,2274,19,1781.96,170.00,175.500,7.212,2274.00,Defensive
2017-18,Southern Miss.,12,12,412,231,7,2992,23,132.09,19.25,12.952,0.561,249.33,Offense
2017-18,Southern Miss.,0,12,348,179,9,2277,12,112.61,14.92,12.721,0.514,189.75,Defensive
2013-14,Texas St.,12,12,300,166,11,1857,11,112.10,13.83,11.187,,154.75,Offense
2013-14,Texas St.,0,12,455,271,11,2991,18,123.00,22.58,11.037,,249.25,Defensive
2014-15,Texas St.,12,12,382,250,7,2711,22,140.40,20.83,10.844,,225.92,Offense
2014-15,Texas St.,0,12,416,262,13,2919,18,129.95,21.83,11.141,,243.25,Defensive
2015-16,Texas St.,12,12,431,249,12,2752,15,117.32,20.75,11.052,,229.33,Offense
2015-16,Texas St.,0,12,351,228,3,3166,28,165.34,19.00,13.886,,263.83,Defensive
2016-17,Texas St.,12,12,415,257,17,2639,14,118.28,21.42,10.268,,219.92,Offense
2016-17,Texas St.,0,12,373,249,3,2985,28,157.14,20.75,11.988,,248.75,Defensive
2017-18,Texas St.,12,12,374,215,10,2468,15,120.81,17.92,11.479,,205.67,Offense
2017-18,Texas St.,0,12,397,250,nan,3567,21,155.90,20.83,14.268,,297.25,Defensive
2013-14,Texas St.,12,12,300,166,11,1857,11,112.10,13.83,11.187,0.553,154.75,Offense
2013-14,Texas St.,0,12,455,271,11,2991,18,123.00,22.58,11.037,0.596,249.25,Defensive
2014-15,Texas St.,12,12,382,250,7,2711,22,140.40,20.83,10.844,0.654,225.92,Offense
2014-15,Texas St.,0,12,416,262,13,2919,18,129.95,21.83,11.141,0.630,243.25,Defensive
2015-16,Texas St.,12,12,431,249,12,2752,15,117.32,20.75,11.052,0.578,229.33,Offense
2015-16,Texas St.,0,12,351,228,3,3166,28,165.34,19.00,13.886,0.650,263.83,Defensive
2016-17,Texas St.,12,12,415,257,17,2639,14,118.28,21.42,10.268,0.619,219.92,Offense
2016-17,Texas St.,0,12,373,249,3,2985,28,157.14,20.75,11.988,0.668,248.75,Defensive
2017-18,Texas St.,12,12,374,215,10,2468,15,120.81,17.92,11.479,0.575,205.67,Offense
2017-18,Texas St.,0,12,397,250,nan,3567,21,155.90,20.83,14.268,0.630,297.25,Defensive
2013-14,Texas,13,13,431,246,15,2762,18,117.73,18.92,11.228,0.571,212.46,Offense
2013-14,Texas,0,13,419,238,10,2914,13,120.69,18.31,12.244,0.568,224.15,Defensive
2014-15,Texas,13,13,418,243,11,2599,14,116.15,18.69,10.695,0.581,199.92,Offense
2014-15,Texas,0,13,419,247,15,2395,13,110.04,19.00,9.696,0.589,184.23,Defensive
2015-16,Texas,12,12,252,139,6,1751,9,120.55,11.58,12.597,0.552,145.92,Offense
2015-16,Texas,0,12,382,229,13,2801,24,135.47,19.08,12.231,0.599,233.42,Defensive
2016-17,Texas,12,12,402,241,12,3024,21,134.41,20.08,12.548,0.600,252.00,Offense
2016-17,Texas,0,12,405,246,10,3102,22,1670.74,246.00,151.117,7.340,3102.00,Defensive
2017-18,Texas,12,12,470,281,11,3198,16,123.50,23.42,11.381,0.598,266.50,Offense
2017-18,Texas,0,12,420,243,15,3095,16,125.19,20.25,12.737,0.579,257.92,Defensive
2013-14,Texas,13,13,431,246,15,2762,18,117.73,18.92,11.228,,212.46,Offense
2013-14,Texas,0,13,419,238,10,2914,13,120.69,18.31,12.244,,224.15,Defensive
2014-15,Texas,13,13,418,243,11,2599,14,116.15,18.69,10.695,,199.92,Offense
2014-15,Texas,0,13,419,247,15,2395,13,110.04,19.00,9.696,,184.23,Defensive
2015-16,Texas,12,12,252,139,6,1751,9,120.55,11.58,12.597,,145.92,Offense
2015-16,Texas,0,12,382,229,13,2801,24,135.47,19.08,12.231,,233.42,Defensive
2016-17,Texas,12,12,402,241,12,3024,21,134.41,20.08,12.548,,252.00,Offense
2016-17,Texas,0,12,405,246,10,3102,22,1670.74,246.00,151.117,,3102.00,Defensive
2017-18,Texas,12,12,470,281,11,3198,16,123.50,23.42,11.381,,266.50,Offense
2017-18,Texas,0,12,420,243,15,3095,16,125.19,20.25,12.737,,257.92,Defensive
2013-14,Texas,13,13,431,246,15,2762,18,117.73,18.92,11.228,0.571,212.46,Offense
2013-14,Texas,0,13,419,238,10,2914,13,120.69,18.31,12.244,0.568,224.15,Defensive
2014-15,Texas,13,13,418,243,11,2599,14,116.15,18.69,10.695,0.581,199.92,Offense
2014-15,Texas,0,13,419,247,15,2395,13,110.04,19.00,9.696,0.589,184.23,Defensive
2015-16,Texas,12,12,252,139,6,1751,9,120.55,11.58,12.597,0.552,145.92,Offense
2015-16,Texas,0,12,382,229,13,2801,24,135.47,19.08,12.231,0.599,233.42,Defensive
2016-17,Texas,12,12,402,241,12,3024,21,134.41,20.08,12.548,0.600,252.00,Offense
2016-17,Texas,0,12,405,246,10,3102,22,1670.74,246.00,151.117,7.340,3102.00,Defensive
2017-18,Texas,12,12,470,281,11,3198,16,123.50,23.42,11.381,0.598,266.50,Offense
2017-18,Texas,0,12,420,243,15,3095,16,125.19,20.25,12.737,0.579,257.92,Defensive
2013-14,Texas,13,13,431,246,15,2762,18,117.73,18.92,11.228,,212.46,Offense
2013-14,Texas,0,13,419,238,10,2914,13,120.69,18.31,12.244,,224.15,Defensive
2014-15,Texas,13,13,418,243,11,2599,14,116.15,18.69,10.695,,199.92,Offense
2014-15,Texas,0,13,419,247,15,2395,13,110.04,19.00,9.696,,184.23,Defensive
2015-16,Texas,12,12,252,139,6,1751,9,120.55,11.58,12.597,,145.92,Offense
2015-16,Texas,0,12,382,229,13,2801,24,135.47,19.08,12.231,,233.42,Defensive
2016-17,Texas,12,12,402,241,12,3024,21,134.41,20.08,12.548,,252.00,Offense
2016-17,Texas,0,12,405,246,10,3102,22,1670.74,246.00,151.117,,3102.00,Defensive
2017-18,Texas,12,12,470,281,11,3198,16,123.50,23.42,11.381,,266.50,Offense
2017-18,Texas,0,12,420,243,15,3095,16,125.19,20.25,12.737,,257.92,Defensive
2013-14,Texas A&M,13,13,489,339,13,4593,40,169.90,26.08,13.549,0.693,353.31,Offense
2013-14,Texas A&M,0,13,436,250,17,3295,31,136.49,19.23,13.180,0.573,253.46,Defensive
2014-15,Texas A&M,13,13,514,332,15,3971,39,148.69,25.54,11.961,0.646,305.46,Offense
2014-15,Texas A&M,0,13,431,242,5,3052,19,127.86,18.62,12.612,0.561,234.77,Defensive
2015-16,Texas A&M,13,13,482,273,15,3323,25,125.44,21.00,12.172,0.566,255.62,Offense
2015-16,Texas A&M,0,13,357,207,11,2162,10,111.94,15.92,10.444,0.580,166.31,Defensive
2016-17,Texas A&M,13,13,469,255,9,3317,25,127.53,19.62,13.008,0.544,255.15,Offense
2016-17,Texas A&M,0,13,462,272,12,3250,16,1648.86,272.00,154.461,7.755,3250.00,Defensive
2017-18,Texas A&M,12,12,386,211,11,2767,18,124.57,17.58,13.114,0.547,230.58,Offense
2017-18,Texas A&M,0,12,364,215,10,2689,24,137.38,17.92,12.507,0.591,224.08,Defensive
2013-14,Texas A&M,13,13,489,339,13,4593,40,169.90,26.08,13.549,,353.31,Offense
2013-14,Texas A&M,0,13,436,250,17,3295,31,136.49,19.23,13.180,,253.46,Defensive
2014-15,Texas A&M,13,13,514,332,15,3971,39,148.69,25.54,11.961,,305.46,Offense
2014-15,Texas A&M,0,13,431,242,5,3052,19,127.86,18.62,12.612,,234.77,Defensive
2015-16,Texas A&M,13,13,482,273,15,3323,25,125.44,21.00,12.172,,255.62,Offense
2015-16,Texas A&M,0,13,357,207,11,2162,10,111.94,15.92,10.444,,166.31,Defensive
2016-17,Texas A&M,13,13,469,255,9,3317,25,127.53,19.62,13.008,,255.15,Offense
2016-17,Texas A&M,0,13,462,272,12,3250,16,1648.86,272.00,154.461,,3250.00,Defensive
2017-18,Texas A&M,12,12,386,211,11,2767,18,124.57,17.58,13.114,,230.58,Offense
2017-18,Texas A&M,0,12,364,215,10,2689,24,137.38,17.92,12.507,,224.08,Defensive
