Year,Team,GP,G,PassAttempts,Completions,Interceptions,PassYards,PassTDs,PassEff,CompletionsPerGame,YdsPerCompletion,Pct,PassYardsG,OffenseDefense
2013-14,Eastern Mich.,0,12,312,204,7,3031,23,166.83,17.00,14.858,,252.58,Defensive
2014-15,Eastern Mich.,12,12,320,167,11,1821,13,106.52,13.92,10.904,,151.75,Offense
2014-15,Eastern Mich.,0,12,374,247,6,3298,27,160.73,20.58,13.352,,274.83,Defensive
2015-16,Eastern Mich.,12,12,409,249,14,2666,18,123.31,20.75,10.707,,222.17,Offense
2015-16,Eastern Mich.,0,12,300,184,4,2433,22,150.99,15.33,13.223,,202.75,Defensive
2016-17,Eastern Mich.,13,13,519,309,17,3849,25,131.18,23.77,12.456,,296.08,Offense
2016-17,Eastern Mich.,0,13,461,279,11,3447,25,1808.43,279.00,162.353,,3447.00,Defensive
2017-18,Eastern Mich.,12,12,435,257,15,3088,21,127.75,21.42,12.016,,257.33,Offense
2017-18,Eastern Mich.,0,12,336,195,8,2284,16,126.09,16.25,11.713,,190.33,Defensive
2013-14,Eastern Mich.,12,12,336,178,14,2137,14,111.82,14.83,12.006,0.530,178.08,Offense
2013-14,Eastern Mich.,0,12,312,204,7,3031,23,166.83,17.00,14.858,0.654,252.58,Defensive
2014-15,Eastern Mich.,12,12,320,167,11,1821,13,106.52,13.92,10.904,0.522,151.75,Offense
2014-15,Eastern Mich.,0,12,374,247,6,3298,27,160.73,20.58,13.352,0.660,274.83,Defensive
2015-16,Eastern Mich.,12,12,409,249,14,2666,18,123.31,20.75,10.707,0.609,222.17,Offense
2015-16,Eastern Mich.,0,12,300,184,4,2433,22,150.99,15.33,13.223,0.613,202.75,Defensive
2016-17,Eastern Mich.,13,13,519,309,17,3849,25,131.18,23.77,12.456,0.595,296.08,Offense
2016-17,Eastern Mich.,0,13,461,279,11,3447,25,1808.43,279.00,162.353,7.912,3447.00,Defensive
2017-18,Eastern Mich.,12,12,435,257,15,3088,21,127.75,21.42,12.016,0.591,257.33,Offense
2017-18,Eastern Mich.,0,12,336,195,8,2284,16,126.09,16.25,11.713,0.580,190.33,Defensive
2013-14,East Carolina,13,13,565,397,10,4265,35,150.58,30.54,10.743,,328.08,Offense
2013-14,East Carolina,0,13,514,304,18,3277,24,121.10,23.38,10.780,,252.08,Defensive
2014-15,East Carolina,13,13,637,402,11,4835,31,139.47,30.92,12.027,,371.92,Offense
2014-15,East Carolina,0,13,500,284,14,3322,20,120.21,21.85,11.697,,255.54,Defensive
2015-16,East Carolina,12,12,473,321,12,3375,21,137.38,26.75,10.514,,281.25,Offense
2015-16,East Carolina,0,12,376,204,8,2717,17,125.62,17.00,13.319,,226.42,Defensive
2016-17,East Carolina,12,12,554,359,12,4016,26,136.85,29.92,11.187,,334.67,Offense
2016-17,East Carolina,0,12,338,194,5,2691,17,137.91,16.17,13.871,,224.25,Defensive
2017-18,East Carolina,12,12,543,307,16,3815,26,125.46,25.58,12.427,,317.92,Offense
2017-18,East Carolina,0,12,341,227,7,3554,31,180.01,18.92,15.656,,296.17,Defensive
2013-14,East Carolina,13,13,565,397,10,4265,35,150.58,30.54,10.743,0.703,328.08,Offense
2013-14,East Carolina,0,13,514,304,18,3277,24,121.10,23.38,10.780,0.591,252.08,Defensive
2014-15,East Carolina,13,13,637,402,11,4835,31,139.47,30.92,12.027,0.631,371.92,Offense
2014-15,East Carolina,0,13,500,284,14,3322,20,120.21,21.85,11.697,0.568,255.54,Defensive
2015-16,East Carolina,12,12,473,321,12,3375,21,137.38,26.75,10.514,0.679,281.25,Offense
2015-16,East Carolina,0,12,376,204,8,2717,17,125.62,17.00,13.319,0.543,226.42,Defensive
2016-17,East Carolina,12,12,554,359,12,4016,26,136.85,29.92,11.187,0.648,334.67,Offense
2016-17,East Carolina,0,12,338,194,5,2691,17,137.91,16.17,13.871,0.574,224.25,Defensive
2017-18,East Carolina,12,12,543,307,16,3815,26,125.46,25.58,12.427,0.565,317.92,Offense
2017-18,East Carolina,0,12,341,227,7,3554,31,180.01,18.92,15.656,0.666,296.17,Defensive
2013-14,East Carolina,13,13,565,397,10,4265,35,150.58,30.54,10.743,,328.08,Offense
2013-14,East Carolina,0,13,514,304,18,3277,24,121.10,23.38,10.780,,252.08,Defensive
2014-15,East Carolina,13,13,637,402,11,4835,31,139.47,30.92,12.027,,371.92,Offense
2014-15,East Carolina,0,13,500,284,14,3322,20,120.21,21.85,11.697,,255.54,Defensive
2015-16,East Carolina,12,12,473,321,12,3375,21,137.38,26.75,10.514,,281.25,Offense
2015-16,East Carolina,0,12,376,204,8,2717,17,125.62,17.00,13.319,,226.42,Defensive
2016-17,East Carolina,12,12,554,359,12,4016,26,136.85,29.92,11.187,,334.67,Offense
2016-17,East Carolina,0,12,338,194,5,2691,17,137.91,16.17,13.871,,224.25,Defensive
2017-18,East Carolina,12,12,543,307,16,3815,26,125.46,25.58,12.427,,317.92,Offense
2017-18,East Carolina,0,12,341,227,7,3554,31,180.01,18.92,15.656,,296.17,Defensive
2013-14,Duke,14,14,472,298,19,3474,26,135.09,21.29,11.658,,248.14,Offense
2013-14,Duke,0,14,460,264,18,3414,25,129.84,18.86,12.932,,243.86,Defensive
2014-15,Duke,13,13,471,268,8,2814,23,119.80,20.62,10.500,,216.46,Offense
2014-15,Duke,0,13,421,235,11,2688,14,1522.35,235.00,148.546,,2688.00,Defensive
2015-16,Duke,13,13,509,294,10,3204,18,118.38,22.62,10.898,,246.46,Offense
2015-16,Duke,0,13,403,223,11,3132,23,1647.62,223.00,14.045,,240.92,Defensive
2016-17,Duke,12,12,443,277,9,2877,18,126.43,23.08,10.386,,239.75,Offense
2016-17,Duke,0,12,322,177,10,2877,21,145.33,14.75,16.254,,239.75,Defensive
2017-18,Duke,12,12,429,239,12,2522,14,110.27,19.92,10.552,,210.17,Offense
2017-18,Duke,0,12,302,152,15,2098,15,115.14,12.67,13.803,,174.83,Defensive
2013-14,Duke,14,14,472,298,19,3474,26,135.09,21.29,11.658,0.631,248.14,Offense
2013-14,Duke,0,14,460,264,18,3414,25,129.84,18.86,12.932,0.574,243.86,Defensive
2014-15,Duke,13,13,471,268,8,2814,23,119.80,20.62,10.500,0.569,216.46,Offense
2014-15,Duke,0,13,421,235,11,2688,14,1522.35,235.00,148.546,7.323,2688.00,Defensive
2015-16,Duke,13,13,509,294,10,3204,18,118.38,22.62,10.898,0.578,246.46,Offense
2015-16,Duke,0,13,403,223,11,3132,23,1647.62,223.00,14.045,0.553,240.92,Defensive
2016-17,Duke,12,12,443,277,9,2877,18,126.43,23.08,10.386,0.625,239.75,Offense
2016-17,Duke,0,12,322,177,10,2877,21,145.33,14.75,16.254,0.550,239.75,Defensive
2017-18,Duke,12,12,429,239,12,2522,14,110.27,19.92,10.552,0.557,210.17,Offense
2017-18,Duke,0,12,302,152,15,2098,15,115.14,12.67,13.803,0.503,174.83,Defensive
2013-14,Duke,14,14,472,298,19,3474,26,135.09,21.29,11.658,,248.14,Offense
2013-14,Duke,0,14,460,264,18,3414,25,129.84,18.86,12.932,,243.86,Defensive
2014-15,Duke,13,13,471,268,8,2814,23,119.80,20.62,10.500,,216.46,Offense
2014-15,Duke,0,13,421,235,11,2688,14,1522.35,235.00,148.546,,2688.00,Defensive
2015-16,Duke,13,13,509,294,10,3204,18,118.38,22.62,10.898,,246.46,Offense
2015-16,Duke,0,13,403,223,11,3132,23,1647.62,223.00,14.045,,240.92,Defensive
2016-17,Duke,12,12,443,277,9,2877,18,126.43,23.08,10.386,,239.75,Offense
2016-17,Duke,0,12,322,177,10,2877,21,145.33,14.75,16.254,,239.75,Defensive
2017-18,Duke,12,12,429,239,12,2522,14,110.27,19.92,10.552,,210.17,Offense
2017-18,Duke,0,12,302,152,15,2098,15,115.14,12.67,13.803,,174.83,Defensive
2013-14,Duke,14,14,472,298,19,3474,26,135.09,21.29,11.658,0.631,248.14,Offense
2013-14,Duke,0,14,460,264,18,3414,25,129.84,18.86,12.932,0.574,243.86,Defensive
2014-15,Duke,13,13,471,268,8,2814,23,119.80,20.62,10.500,0.569,216.46,Offense
2014-15,Duke,0,13,421,235,11,2688,14,1522.35,235.00,148.546,7.323,2688.00,Defensive
2015-16,Duke,13,13,509,294,10,3204,18,118.38,22.62,10.898,0.578,246.46,Offense
2015-16,Duke,0,13,403,223,11,3132,23,1647.62,223.00,14.045,0.553,240.92,Defensive
2016-17,Duke,12,12,443,277,9,2877,18,126.43,23.08,10.386,0.625,239.75,Offense
2016-17,Duke,0,12,322,177,10,2877,21,145.33,14.75,16.254,0.550,239.75,Defensive
2017-18,Duke,12,12,429,239,12,2522,14,110.27,19.92,10.552,0.557,210.17,Offense
2017-18,Duke,0,12,302,152,15,2098,15,115.14,12.67,13.803,0.503,174.83,Defensive
2013-14,Colorado St.,14,14,480,298,11,3730,24,139.28,21.29,12.517,,266.43,Offense
2013-14,Colorado St.,0,14,492,310,10,3860,33,146.98,22.14,12.452,,275.71,Defensive
2014-15,Colorado St.,13,13,447,286,7,4181,34,164.52,22.00,14.619,,321.62,Offense
2014-15,Colorado St.,0,13,433,238,13,2915,14,116.18,18.31,12.248,,224.23,Defensive
2015-16,Colorado St.,13,13,392,233,15,2965,24,135.53,17.92,12.725,,228.08,Offense
2015-16,Colorado St.,0,13,324,175,8,2309,12,121.16,13.46,13.194,,177.62,Defensive
2016-17,Colorado St.,13,13,361,218,7,3181,29,157.04,16.77,14.592,,244.69,Offense
2016-17,Colorado St.,0,13,315,185,8,2668,18,1790.78,185.00,201.469,,2668.00,Defensive
2017-18,Colorado St.,12,12,407,259,10,3479,27,152.42,21.58,13.432,,289.92,Offense
2017-18,Colorado St.,0,12,386,220,10,2917,19,131.54,18.33,13.259,,243.08,Defensive
2013-14,Colorado St.,14,14,480,298,11,3730,24,139.28,21.29,12.517,0.621,266.43,Offense
2013-14,Colorado St.,0,14,492,310,10,3860,33,146.98,22.14,12.452,0.630,275.71,Defensive
2014-15,Colorado St.,13,13,447,286,7,4181,34,164.52,22.00,14.619,0.640,321.62,Offense
2014-15,Colorado St.,0,13,433,238,13,2915,14,116.18,18.31,12.248,0.550,224.23,Defensive
2015-16,Colorado St.,13,13,392,233,15,2965,24,135.53,17.92,12.725,0.594,228.08,Offense
2015-16,Colorado St.,0,13,324,175,8,2309,12,121.16,13.46,13.194,0.540,177.62,Defensive
2016-17,Colorado St.,13,13,361,218,7,3181,29,157.04,16.77,14.592,0.604,244.69,Offense
2016-17,Colorado St.,0,13,315,185,8,2668,18,1790.78,185.00,201.469,7.279,2668.00,Defensive
2017-18,Colorado St.,12,12,407,259,10,3479,27,152.42,21.58,13.432,0.636,289.92,Offense
2017-18,Colorado St.,0,12,386,220,10,2917,19,131.54,18.33,13.259,0.570,243.08,Defensive
2013-14,Colorado St.,14,14,480,298,11,3730,24,139.28,21.29,12.517,,266.43,Offense
2013-14,Colorado St.,0,14,492,310,10,3860,33,146.98,22.14,12.452,,275.71,Defensive
2014-15,Colorado St.,13,13,447,286,7,4181,34,164.52,22.00,14.619,,321.62,Offense
2014-15,Colorado St.,0,13,433,238,13,2915,14,116.18,18.31,12.248,,224.23,Defensive
2015-16,Colorado St.,13,13,392,233,15,2965,24,135.53,17.92,12.725,,228.08,Offense
2015-16,Colorado St.,0,13,324,175,8,2309,12,121.16,13.46,13.194,,177.62,Defensive
2016-17,Colorado St.,13,13,361,218,7,3181,29,157.04,16.77,14.592,,244.69,Offense
2016-17,Colorado St.,0,13,315,185,8,2668,18,1790.78,185.00,201.469,,2668.00,Defensive
2017-18,Colorado St.,12,12,407,259,10,3479,27,152.42,21.58,13.432,,289.92,Offense
2017-18,Colorado St.,0,12,386,220,10,2917,19,131.54,18.33,13.259,,243.08,Defensive
2013-14,Colorado St.,14,14,480,298,11,3730,24,139.28,21.29,12.517,0.621,266.43,Offense
2013-14,Colorado St.,0,14,492,310,10,3860,33,146.98,22.14,12.452,0.630,275.71,Defensive
2014-15,Colorado St.,13,13,447,286,7,4181,34,164.52,22.00,14.619,0.640,321.62,Offense
2014-15,Colorado St.,0,13,433,238,13,2915,14,116.18,18.31,12.248,0.550,224.23,Defensive
2015-16,Colorado St.,13,13,392,233,15,2965,24,135.53,17.92,12.725,0.594,228.08,Offense
2015-16,Colorado St.,0,13,324,175,8,2309,12,121.16,13.46,13.194,0.540,177.62,Defensive
2016-17,Colorado St.,13,13,361,218,7,3181,29,157.04,16.77,14.592,0.604,244.69,Offense
2016-17,Colorado St.,0,13,315,185,8,2668,18,1790.78,185.00,201.469,7.279,2668.00,Defensive
2017-18,Colorado St.,12,12,407,259,10,3479,27,152.42,21.58,13.432,0.636,289.92,Offense
2017-18,Colorado St.,0,12,386,220,10,2917,19,131.54,18.33,13.259,0.570,243.08,Defensive
2013-14,Fresno St.,13,13,675,460,10,5133,50,153.51,35.38,11.159,,394.85,Offense
2013-14,Fresno St.,0,13,463,280,14,3674,26,1824.13,21.54,13.121,,282.62,Defensive
2014-15,Fresno St.,14,14,530,299,21,3132,25,113.70,21.36,10.475,,223.71,Offense
2014-15,Fresno St.,0,14,403,243,9,3557,32,2212.83,243.00,216.346,,3557.00,Defensive
2015-16,Fresno St.,12,12,403,202,16,2140,20,103.17,16.83,10.594,,178.33,Offense
2015-16,Fresno St.,0,12,331,206,9,2538,20,141.15,17.17,12.320,,211.50,Defensive
2016-17,Fresno St.,12,12,405,210,13,2557,13,109.06,17.50,12.176,,213.08,Offense
2016-17,Fresno St.,0,12,271,160,5,2012,21,1712.99,160.00,159.304,,2012.00,Defensive
2017-18,Fresno St.,13,13,388,235,6,2989,19,138.34,18.08,12.719,,229.92,Offense
2017-18,Fresno St.,0,13,418,252,8,2631,13,119.59,19.38,10.440,,202.38,Defensive
2013-14,Fresno St.,13,13,675,460,10,5133,50,153.51,35.38,11.159,,394.85,Offense
2013-14,Fresno St.,0,13,463,280,14,3674,26,1824.13,21.54,13.121,,282.62,Defensive
2014-15,Fresno St.,14,14,530,299,21,3132,25,113.70,21.36,10.475,,223.71,Offense
2014-15,Fresno St.,0,14,403,243,9,3557,32,2212.83,243.00,216.346,,3557.00,Defensive
2015-16,Fresno St.,12,12,403,202,16,2140,20,103.17,16.83,10.594,,178.33,Offense
2015-16,Fresno St.,0,12,331,206,9,2538,20,141.15,17.17,12.320,,211.50,Defensive
2016-17,Fresno St.,12,12,405,210,13,2557,13,109.06,17.50,12.176,,213.08,Offense
2016-17,Fresno St.,0,12,271,160,5,2012,21,1712.99,160.00,159.304,,2012.00,Defensive
2017-18,Fresno St.,13,13,388,235,6,2989,19,138.34,18.08,12.719,,229.92,Offense
2017-18,Fresno St.,0,13,418,252,8,2631,13,119.59,19.38,10.440,,202.38,Defensive
2013-14,Fresno St.,13,13,675,460,10,5133,50,153.51,35.38,11.159,0.681,394.85,Offense
2013-14,Fresno St.,0,13,463,280,14,3674,26,1824.13,21.54,13.121,0.605,282.62,Defensive
2014-15,Fresno St.,14,14,530,299,21,3132,25,113.70,21.36,10.475,0.564,223.71,Offense
2014-15,Fresno St.,0,14,403,243,9,3557,32,2212.83,243.00,216.346,8.210,3557.00,Defensive
2015-16,Fresno St.,12,12,403,202,16,2140,20,103.17,16.83,10.594,0.501,178.33,Offense
2015-16,Fresno St.,0,12,331,206,9,2538,20,141.15,17.17,12.320,0.622,211.50,Defensive
2016-17,Fresno St.,12,12,405,210,13,2557,13,109.06,17.50,12.176,0.519,213.08,Offense
2016-17,Fresno St.,0,12,271,160,5,2012,21,1712.99,160.00,159.304,6.909,2012.00,Defensive
2017-18,Fresno St.,13,13,388,235,6,2989,19,138.34,18.08,12.719,0.606,229.92,Offense
2017-18,Fresno St.,0,13,418,252,8,2631,13,119.59,19.38,10.440,0.603,202.38,Defensive
2013-14,Fresno St.,13,13,675,460,10,5133,50,153.51,35.38,11.159,0.681,394.85,Offense
2013-14,Fresno St.,0,13,463,280,14,3674,26,1824.13,21.54,13.121,0.605,282.62,Defensive
2014-15,Fresno St.,14,14,530,299,21,3132,25,113.70,21.36,10.475,0.564,223.71,Offense
2014-15,Fresno St.,0,14,403,243,9,3557,32,2212.83,243.00,216.346,8.210,3557.00,Defensive
2015-16,Fresno St.,12,12,403,202,16,2140,20,103.17,16.83,10.594,0.501,178.33,Offense
2015-16,Fresno St.,0,12,331,206,9,2538,20,141.15,17.17,12.320,0.622,211.50,Defensive
2016-17,Fresno St.,12,12,405,210,13,2557,13,109.06,17.50,12.176,0.519,213.08,Offense
2016-17,Fresno St.,0,12,271,160,5,2012,21,1712.99,160.00,159.304,6.909,2012.00,Defensive
2017-18,Fresno St.,13,13,388,235,6,2989,19,138.34,18.08,12.719,0.606,229.92,Offense
2017-18,Fresno St.,0,13,418,252,8,2631,13,119.59,19.38,10.440,0.603,202.38,Defensive
2013-14,Florida St.,14,14,442,288,13,4423,42,174.69,20.57,15.358,,315.93,Offense
2013-14,Florida St.,0,14,427,222,26,2193,14,93.77,15.86,9.878,,156.64,Defensive
2014-15,Florida St.,14,14,516,330,20,4246,26,141.95,23.57,12.867,,303.29,Offense
2014-15,Florida St.,0,14,435,248,14,3175,22,128.57,17.71,12.802,,226.79,Defensive
2015-16,Florida St.,13,13,419,264,9,3325,22,142.70,20.31,12.595,,255.77,Offense
2015-16,Florida St.,0,13,443,252,8,2491,14,110.94,19.38,9.885,,191.62,Defensive
2016-17,Florida St.,13,13,421,244,8,3433,23,140.68,18.77,14.070,,264.08,Offense
2016-17,Florida St.,0,13,404,224,15,2874,18,1559.35,224.00,186.148,,2874.00,Defensive
2017-18,Florida St.,12,12,316,183,13,2313,17,128.92,15.25,12.639,,192.75,Offense
2017-18,Florida St.,0,12,413,228,9,2412,14,111.09,19.00,10.579,,201.00,Defensive
2013-14,Florida St.,14,14,442,288,13,4423,42,174.69,20.57,15.358,,315.93,Offense
2013-14,Florida St.,0,14,427,222,26,2193,14,93.77,15.86,9.878,,156.64,Defensive
2014-15,Florida St.,14,14,516,330,20,4246,26,141.95,23.57,12.867,,303.29,Offense
2014-15,Florida St.,0,14,435,248,14,3175,22,128.57,17.71,12.802,,226.79,Defensive
2015-16,Florida St.,13,13,419,264,9,3325,22,142.70,20.31,12.595,,255.77,Offense
2015-16,Florida St.,0,13,443,252,8,2491,14,110.94,19.38,9.885,,191.62,Defensive
2016-17,Florida St.,13,13,421,244,8,3433,23,140.68,18.77,14.070,,264.08,Offense
2016-17,Florida St.,0,13,404,224,15,2874,18,1559.35,224.00,186.148,,2874.00,Defensive
2017-18,Florida St.,12,12,316,183,13,2313,17,128.92,15.25,12.639,,192.75,Offense
2017-18,Florida St.,0,12,413,228,9,2412,14,111.09,19.00,10.579,,201.00,Defensive
2013-14,Florida St.,14,14,442,288,13,4423,42,174.69,20.57,15.358,0.652,315.93,Offense
2013-14,Florida St.,0,14,427,222,26,2193,14,93.77,15.86,9.878,0.520,156.64,Defensive
2014-15,Florida St.,14,14,516,330,20,4246,26,141.95,23.57,12.867,0.640,303.29,Offense
2014-15,Florida St.,0,14,435,248,14,3175,22,128.57,17.71,12.802,0.570,226.79,Defensive
2015-16,Florida St.,13,13,419,264,9,3325,22,142.70,20.31,12.595,0.630,255.77,Offense
2015-16,Florida St.,0,13,443,252,8,2491,14,110.94,19.38,9.885,0.569,191.62,Defensive
2016-17,Florida St.,13,13,421,244,8,3433,23,140.68,18.77,14.070,0.580,264.08,Offense
2016-17,Florida St.,0,13,404,224,15,2874,18,1559.35,224.00,186.148,6.849,2874.00,Defensive
2017-18,Florida St.,12,12,316,183,13,2313,17,128.92,15.25,12.639,0.579,192.75,Offense
2017-18,Florida St.,0,12,413,228,9,2412,14,111.09,19.00,10.579,0.552,201.00,Defensive
2013-14,Florida St.,14,14,442,288,13,4423,42,174.69,20.57,15.358,0.652,315.93,Offense
2013-14,Florida St.,0,14,427,222,26,2193,14,93.77,15.86,9.878,0.520,156.64,Defensive
2014-15,Florida St.,14,14,516,330,20,4246,26,141.95,23.57,12.867,0.640,303.29,Offense
2014-15,Florida St.,0,14,435,248,14,3175,22,128.57,17.71,12.802,0.570,226.79,Defensive
2015-16,Florida St.,13,13,419,264,9,3325,22,142.70,20.31,12.595,0.630,255.77,Offense
2015-16,Florida St.,0,13,443,252,8,2491,14,110.94,19.38,9.885,0.569,191.62,Defensive
2016-17,Florida St.,13,13,421,244,8,3433,23,140.68,18.77,14.070,0.580,264.08,Offense
2016-17,Florida St.,0,13,404,224,15,2874,18,1559.35,224.00,186.148,6.849,2874.00,Defensive
2017-18,Florida St.,12,12,316,183,13,2313,17,128.92,15.25,12.639,0.579,192.75,Offense
2017-18,Florida St.,0,12,413,228,9,2412,14,111.09,19.00,10.579,0.552,201.00,Defensive
2013-14,Florida,12,12,311,199,9,2051,11,125.27,16.58,10.307,,170.92,Offense
2013-14,Florida,0,12,319,159,10,2062,9,107.18,13.25,12.969,,171.83,Defensive
2014-15,Florida,12,12,324,169,14,2159,18,117.83,14.08,12.775,,179.92,Offense
2014-15,Florida,0,12,429,228,16,2563,15,107.41,19.00,11.241,,213.58,Defensive
2015-16,Florida,14,14,405,229,10,2899,20,128.03,16.36,12.659,,207.07,Offense
2015-16,Florida,0,14,425,231,14,2550,17,111.36,16.50,11.039,,182.14,Defensive
2016-17,Florida,13,13,410,241,15,2805,18,123.42,18.54,11.639,,215.77,Offense
2016-17,Florida,0,13,328,148,16,1931,8,92.87,11.38,13.047,,148.54,Defensive
2017-18,Florida,11,11,312,174,10,1975,10,113.11,15.82,11.351,,179.55,Offense
2017-18,Florida,0,11,270,148,14,2149,16,130.86,13.45,14.520,,195.36,Defensive
2013-14,Florida,12,12,311,199,9,2051,11,125.27,16.58,10.307,0.640,170.92,Offense
2013-14,Florida,0,12,319,159,10,2062,9,107.18,13.25,12.969,0.498,171.83,Defensive
2014-15,Florida,12,12,324,169,14,2159,18,117.83,14.08,12.775,0.522,179.92,Offense
2014-15,Florida,0,12,429,228,16,2563,15,107.41,19.00,11.241,0.531,213.58,Defensive
2015-16,Florida,14,14,405,229,10,2899,20,128.03,16.36,12.659,0.565,207.07,Offense
2015-16,Florida,0,14,425,231,14,2550,17,111.36,16.50,11.039,0.544,182.14,Defensive
2016-17,Florida,13,13,410,241,15,2805,18,123.42,18.54,11.639,0.588,215.77,Offense
2016-17,Florida,0,13,328,148,16,1931,8,92.87,11.38,13.047,0.451,148.54,Defensive
2017-18,Florida,11,11,312,174,10,1975,10,113.11,15.82,11.351,0.558,179.55,Offense
2017-18,Florida,0,11,270,148,14,2149,16,130.86,13.45,14.520,0.548,195.36,Defensive
2013-14,Florida,12,12,311,199,9,2051,11,125.27,16.58,10.307,0.640,170.92,Offense
2013-14,Florida,0,12,319,159,10,2062,9,107.18,13.25,12.969,0.498,171.83,Defensive
2014-15,Florida,12,12,324,169,14,2159,18,117.83,14.08,12.775,0.522,179.92,Offense
2014-15,Florida,0,12,429,228,16,2563,15,107.41,19.00,11.241,0.531,213.58,Defensive
2015-16,Florida,14,14,405,229,10,2899,20,128.03,16.36,12.659,0.565,207.07,Offense
2015-16,Florida,0,14,425,231,14,2550,17,111.36,16.50,11.039,0.544,182.14,Defensive
2016-17,Florida,13,13,410,241,15,2805,18,123.42,18.54,11.639,0.588,215.77,Offense
2016-17,Florida,0,13,328,148,16,1931,8,92.87,11.38,13.047,0.451,148.54,Defensive
2017-18,Florida,11,11,312,174,10,1975,10,113.11,15.82,11.351,0.558,179.55,Offense
2017-18,Florida,0,11,270,148,14,2149,16,130.86,13.45,14.520,0.548,195.36,Defensive
2013-14,Fla. Atlantic,12,12,353,196,11,2380,16,120.88,16.33,12.143,0.555,198.33,Offense
2013-14,Fla. Atlantic,0,12,344,162,13,1938,11,97.41,13.50,11.963,0.471,161.50,Defensive
2014-15,Fla. Atlantic,12,12,365,206,5,2394,18,125.07,17.17,11.621,0.564,199.50,Offense
2014-15,Fla. Atlantic,0,12,404,238,8,2864,18,129.20,19.83,12.034,0.589,238.67,Defensive
2015-16,Fla. Atlantic,12,12,394,206,12,2557,12,110.76,17.17,12.413,0.523,213.08,Offense
2015-16,Fla. Atlantic,0,12,373,217,14,2840,23,134.98,18.08,13.088,0.582,236.67,Defensive
2016-17,Fla. Atlantic,12,12,366,215,13,2521,9,117.61,17.92,11.726,0.587,210.08,Offense
2016-17,Fla. Atlantic,0,12,355,233,10,3221,24,1999.52,233.00,173.767,7.953,3221.00,Defensive
2017-18,Fla. Atlantic,13,13,335,215,7,2713,19,146.74,16.54,12.619,0.642,208.69,Offense
2017-18,Fla. Atlantic,0,13,473,266,20,3153,18,116.33,20.46,11.853,0.562,242.54,Defensive
2013-14,Fla. Atlantic,12,12,353,196,11,2380,16,120.88,16.33,12.143,,198.33,Offense
2013-14,Fla. Atlantic,0,12,344,162,13,1938,11,97.41,13.50,11.963,,161.50,Defensive
2014-15,Fla. Atlantic,12,12,365,206,5,2394,18,125.07,17.17,11.621,,199.50,Offense
2014-15,Fla. Atlantic,0,12,404,238,8,2864,18,129.20,19.83,12.034,,238.67,Defensive
2015-16,Fla. Atlantic,12,12,394,206,12,2557,12,110.76,17.17,12.413,,213.08,Offense
2015-16,Fla. Atlantic,0,12,373,217,14,2840,23,134.98,18.08,13.088,,236.67,Defensive
2016-17,Fla. Atlantic,12,12,366,215,13,2521,9,117.61,17.92,11.726,,210.08,Offense
2016-17,Fla. Atlantic,0,12,355,233,10,3221,24,1999.52,233.00,173.767,,3221.00,Defensive
2017-18,Fla. Atlantic,13,13,335,215,7,2713,19,146.74,16.54,12.619,,208.69,Offense
2017-18,Fla. Atlantic,0,13,473,266,20,3153,18,116.33,20.46,11.853,,242.54,Defensive
2013-14,Fla. Atlantic,12,12,353,196,11,2380,16,120.88,16.33,12.143,,198.33,Offense
2013-14,Fla. Atlantic,0,12,344,162,13,1938,11,97.41,13.50,11.963,,161.50,Defensive
2014-15,Fla. Atlantic,12,12,365,206,5,2394,18,125.07,17.17,11.621,,199.50,Offense
2014-15,Fla. Atlantic,0,12,404,238,8,2864,18,129.20,19.83,12.034,,238.67,Defensive
2015-16,Fla. Atlantic,12,12,394,206,12,2557,12,110.76,17.17,12.413,,213.08,Offense
2015-16,Fla. Atlantic,0,12,373,217,14,2840,23,134.98,18.08,13.088,,236.67,Defensive
2016-17,Fla. Atlantic,12,12,366,215,13,2521,9,117.61,17.92,11.726,,210.08,Offense
2016-17,Fla. Atlantic,0,12,355,233,10,3221,24,1999.52,233.00,173.767,,3221.00,Defensive
2017-18,Fla. Atlantic,13,13,335,215,7,2713,19,146.74,16.54,12.619,,208.69,Offense
2017-18,Fla. Atlantic,0,13,473,266,20,3153,18,116.33,20.46,11.853,,242.54,Defensive
2013-14,Fla. Atlantic,12,12,353,196,11,2380,16,120.88,16.33,12.143,0.555,198.33,Offense
2013-14,Fla. Atlantic,0,12,344,162,13,1938,11,97.41,13.50,11.963,0.471,161.50,Defensive
2014-15,Fla. Atlantic,12,12,365,206,5,2394,18,125.07,17.17,11.621,0.564,199.50,Offense
2014-15,Fla. Atlantic,0,12,404,238,8,2864,18,129.20,19.83,12.034,0.589,238.67,Defensive
2015-16,Fla. Atlantic,12,12,394,206,12,2557,12,110.76,17.17,12.413,0.523,213.08,Offense
2015-16,Fla. Atlantic,0,12,373,217,14,2840,23,134.98,18.08,13.088,0.582,236.67,Defensive
2016-17,Fla. Atlantic,12,12,366,215,13,2521,9,117.61,17.92,11.726,0.587,210.08,Offense
2016-17,Fla. Atlantic,0,12,355,233,10,3221,24,1999.52,233.00,173.767,7.953,3221.00,Defensive
2017-18,Fla. Atlantic,13,13,335,215,7,2713,19,146.74,16.54,12.619,0.642,208.69,Offense
2017-18,Fla. Atlantic,0,13,473,266,20,3153,18,116.33,20.46,11.853,0.562,242.54,Defensive
