Jersey,Player,Yr,Pos,GP,GS,G,PBU,Int,IntRetTDs,IntRYds,PDef,stat,year,team
16,"Kelley, Sean",So,P,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
4D,"Glanton, Adarius",Sr,LB,12,11,12,1,nan,nan,nan,1,Passes Defended,2013-14,Fla. Atlantic Owls
58,"Johnson, Mustafa",Sr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
2D,"Bryant, Brandin",So,DL,12,11,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
88,"Stoshak, Jenson",So,WR,12,1,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
56,"Edwards, Isaac",Fr,OL,12,11,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
11,"Coley, Trevon",So,DL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
42,"Anderson, Mitch",Sr,K,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
20O,"Lohnes, Robert",So,WR,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
17,"Parms, Damian",Jr,DB,12,12,12,6,1,nan,28,7,Passes Defended,2013-14,Fla. Atlantic Owls
45,"Kirk, Andrae",Jr,LB,12,11,12,4,1,nan,4,5,Passes Defended,2013-14,Fla. Atlantic Owls
21D,"Smith, D'Joun",Jr,DB,12,12,12,13,7,1,112,20,Passes Defended,2013-14,Fla. Atlantic Owls
19O,"Dukes, William",Jr,WR,12,9,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
92,"Henry, Joe",Jr,DL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
84,"Deleon, Alex",Jr,TE,12,3,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
18,"Milstead, Christian",Sr,DB,12,9,12,4,4,1,76,8,Passes Defended,2013-14,Fla. Atlantic Owls
31,"Henry, Cory",Sr,DL,12,12,12,2,nan,nan,nan,2,Passes Defended,2013-14,Fla. Atlantic Owls
2,"Richardson, Deandre",Sr,WR,12,8,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
63,"Williams, Deandre",Sr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
94,"Stryffeler, Andrew",Sr,DL,12,1,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
15,"Johnson, Randell",Sr,LB,12,7,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
9,"Dorvilus, Nexon",Sr,TE,12,3,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
49K,"Fischer, Joe",So,OL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
24,"Thomas, Lester",nan,nan,11,1,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
12O,"Johnson, Jaquez",So,QB,11,11,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
5D,"Wright, Martin",Sr,DL,11,10,11,1,nan,nan,nan,1,Passes Defended,2013-14,Fla. Atlantic Owls
8O,"McKinney, Daniel",Sr,WR,11,11,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
80,"Howard, Darion",Sr,TE,11,11,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
59,"Eugene, Robinson",So,DL,11,0,11,1,nan,nan,nan,1,Passes Defended,2013-14,Fla. Atlantic Owls
37,"Lozandier, David",Jr,DB,11,0,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
90,"Ogbonda, Shalom",Fr,DL,11,0,11,1,nan,nan,nan,1,Passes Defended,2013-14,Fla. Atlantic Owls
25,"Warren, Jay",nan,nan,10,3,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
66,"DeBoer, Dillon",Fr,OL,10,7,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
30,"Gaskins, Jeremy",So,RB,10,0,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
1,"Whitehead, Lucky",Jr,WR,10,1,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
6D,"Brown, Reggie",Fr,DB,10,1,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
6O,"Hankerson, Greg",Fr,QB,9,1,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
27,"Wallace, Jonathan",Sr,RB,9,9,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
4I,"Bolognese, Andrew",Sr,DB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
13,"Orsino, Josh",Fr,DB,9,2,9,3,nan,nan,nan,3,Passes Defended,2013-14,Fla. Atlantic Owls
26,"McKnight, Jeremy",Sr,DB,9,8,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
29,"Neasman, Sharrod",So,DB,8,0,8,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
34,"Whitfield, Freedom",So,LB,8,0,8,1,nan,nan,nan,1,Passes Defended,2013-14,Fla. Atlantic Owls
21O,"Moore, Tony",Jr,RB,7,0,7,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
86,"Ishmar, Hakeeme",Jr,WR,7,0,7,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
96,"Burlingame, Lance",Fr,DL,6,0,6,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
43,"Relf, Robert",Fr,LB,6,0,6,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
71,"Chappell, Christopher",Sr,OL,6,3,6,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
3D,"Reaser, Keith",Sr,DB,6,5,6,4,nan,nan,nan,4,Passes Defended,2013-14,Fla. Atlantic Owls
22,"Fortner, Damian",Sr,RB,6,0,6,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
3O,"Juste, DJ",Fr,QB,6,1,6,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
8D,"Mauro, Marc",Jr,DB,5,0,5,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
95,"Sherrill, Kayvon",Sr,DL,5,0,5,1,nan,nan,nan,1,Passes Defended,2013-14,Fla. Atlantic Owls
4O,"Moise, Derek",So,WR,5,0,5,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
7O,"German III, Melvin",Sr,QB,5,1,5,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
41,"Ballesteros, Josh",Fr,LB,5,0,5,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
48,"Curtis, Andrew",nan,LB,4,0,4,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
4A,"Harrop, Michael",Sr,TE,4,0,4,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
85,"Cunningham, Marcus",Jr,WR,4,0,4,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
5O,"Jackson, Martese",Sr,RB,4,0,4,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
74,"Vile, Stern",Sr,OL,4,0,4,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
4,"Moore, Paul",nan,LB,2,0,2,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
14,"Lassiter, Evan",nan,nan,2,0,2,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
36,"Hamilton, Anthony",Fr,DB,2,0,2,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
55,"James, Karl",Jr,OL,2,1,2,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
65,"Davino, Vinny",So,OL,2,0,2,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
73,"Marsaille, Mike",So,OL,2,2,2,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
28O,"Glinton, Jeremy",So,WR,2,0,2,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
2B,"Miller, Robert",nan,nan,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
98,"Nagle, Haiden",nan,DL,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
87,"Bowens, Dustin",Fr,TE,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
77,"Butcher, Derrek",So,DL,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
1B,"Henderson, Tyler",Fr,DB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
67,"Schomp, Dalton",So,K,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
61,"Minemyer, Eric",Jr,OL,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
58,"Bain, Reggie",Fr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
18,"Milstead, Christian",Sr,DB,12,12,12,7,nan,nan,nan,7,Passes Defended,2014-15,Fla. Atlantic Owls
75,"Lyons, Braden",Sr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
9P,"Joseph, Greg",Fr,K,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
66,"DeBoer, Dillon",So,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
14,"Hendrickson, Trey",So,DL,12,9,12,1,nan,nan,nan,1,Passes Defended,2014-15,Fla. Atlantic Owls
1,"Whitehead, Lucky",Sr,WR,12,10,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
7,"LeBlanc, Cre'Von",Jr,DB,12,12,12,6,2,1,76,8,Passes Defended,2014-15,Fla. Atlantic Owls
29,"Neasman, Sharrod",Jr,DB,12,3,12,3,2,nan,nan,5,Passes Defended,2014-15,Fla. Atlantic Owls
88,"Stoshak, Jenson",Jr,WR,12,10,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
67,"Schomp, Dalton",So,K,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
59,"Eugene, Robinson",Jr,DL,12,9,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
11,"Coley, Trevon",Jr,DL,12,12,12,1,1,nan,3,2,Passes Defended,2014-15,Fla. Atlantic Owls
36,"Hamilton, Anthony",So,DB,12,0,12,1,nan,nan,nan,1,Passes Defended,2014-15,Fla. Atlantic Owls
17,"Parms, Damian",Sr,DB,12,11,12,1,nan,nan,nan,1,Passes Defended,2014-15,Fla. Atlantic Owls
45,"Kirk, Andrae",Sr,LB,12,12,12,8,2,nan,9,10,Passes Defended,2014-15,Fla. Atlantic Owls
73,"Marsaille, Mike",Jr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
19O,"Dukes, William",Sr,WR,12,7,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
84,"Deleon, Alex",Sr,TE,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
23,"Williams, Raekwon",Fr,DB,12,0,12,2,nan,nan,nan,2,Passes Defended,2014-15,Fla. Atlantic Owls
35,"Helm, Grant",Sr,DB,11,1,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
98,"Nagle, Haiden",Fr,DL,11,5,11,1,nan,nan,nan,1,Passes Defended,2014-15,Fla. Atlantic Owls
91,"Whitfield, Denzel",So,DL,11,1,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
43,"Relf, Robert",So,LB,11,11,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
24,"Moore, Tony",Sr,RB,11,8,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
90,"Ogbonda, Shalom",So,DL,11,3,11,1,nan,nan,nan,1,Passes Defended,2014-15,Fla. Atlantic Owls
21,"Smith, D'Joun",Sr,DB,11,11,11,8,1,1,23,9,Passes Defended,2014-15,Fla. Atlantic Owls
4,"Moise, Derek",Jr,WR,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
61,"Minemyer, Eric",Sr,OL,11,7,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
12,"Johnson, Jaquez",Jr,QB,11,11,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
47,"Ward, Jerrad",nan,nan,10,2,10,1,nan,nan,nan,1,Passes Defended,2014-15,Fla. Atlantic Owls
2A,"Bussey, Henry",nan,nan,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
82,"Solomon, Kamrin",Fr,WR,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
49K,"Fischer, Joe",Jr,OL,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
25,"Warren, Jay",So,RB,10,4,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
78,"Butcher, Derrek",Jr,DL,10,0,10,1,nan,nan,nan,1,Passes Defended,2014-15,Fla. Atlantic Owls
50,"Ozdemir, Nate",Fr,LB,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
5,"Jackson, Martese",Sr,RB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
34,"Whitfield, Freedom",Jr,LB,9,2,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
30,"Gaskins, Jeremy",Jr,RB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
3O,"Juste, DJ",So,WR,9,0,9,1,nan,nan,nan,1,Passes Defended,2014-15,Fla. Atlantic Owls
9K,"Rickel, Ryan",nan,nan,8,0,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
80,"Terry, Nate",Fr,TE,8,0,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
6O,"Hankerson, Greg",So,QB,8,1,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
64,"Woods, Antonyo",Fr,OL,8,0,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
51,"Gold, Joseph",Fr,OL,8,5,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
92,"Henry, Joe",Sr,DL,7,2,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
2D,"Bryant, Brandin",Jr,DL,7,5,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
81,"Woods, Kalib",So,WR,7,5,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
24D,"Thomas, Lester",So,DB,7,0,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
54,"Ellis, Ray",Fr,DL,6,2,6,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
85,"Cunningham, Marcus",Sr,WR,6,0,6,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
37,"Lozandier, David",Sr,DB,6,5,6,1,nan,nan,nan,1,Passes Defended,2014-15,Fla. Atlantic Owls
41,"Harrop, Michael",Jr,TE,6,3,6,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
32,"Giles, Javaris",Sr,LB,5,0,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
41,"Ballesteros, Josh",So,LB,5,0,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
55,"James, Karl",Sr,OL,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
8,"Mauro, Marc",Sr,DB,3,0,3,1,nan,nan,nan,1,Passes Defended,2014-15,Fla. Atlantic Owls
9,"Howell, Greg",Fr,RB,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
38,"Henderson, Rona",nan,nan,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
26,"Thompson, Richard",Fr,DB,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
53,"Smith, Jakobi",Fr,OL,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
6D,"Brown, Reggie",So,DB,2,1,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
11O,"Bowens, Dustin",Fr,TE,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
71,"Faulk, Jeremy",nan,nan,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
1C,"Lozandier, Dani",nan,nan,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
99,"Kendall, Josh",Fr,DL,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
96,"Leen, Kieran",Fr,DL,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
77,"Fernandez, Roman",Fr,OL,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
28,"Scott, Ronnie",Fr,DB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
15,"Scheer, Landon",Fr,K,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
13O,"Matyk, Andrew",Fr,QB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
22,"Miller, Robert",Fr,DB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
60,"Blair, Shane",So,OL,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Fla. Atlantic Owls
4A,"Wilson, Howard",Fr,DB,13,3,13,3,3,nan,nan,6,Passes Defended,2014-15,Houston Cougars
72,"Stansbury, Gavin",Sr,DL,13,12,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
75,"Oliver, Marcus",Fr,OL,13,0,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
88,"Dunbar, Steven",Fr,WR,13,2,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
63,"Dew, Ben",Fr,OL,13,13,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
68,"Cross, Travis",Jr,OL,13,12,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
9,"Adams, Matthew",Fr,LB,13,3,13,1,nan,nan,nan,1,Passes Defended,2014-15,Houston Cougars
21,"Ambles, Markeith",Sr,WR,13,10,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
5A,"Walker, Turon",Sr,DB,13,2,13,2,nan,nan,nan,2,Passes Defended,2014-15,Houston Cougars
3D,"Bullard, Kyle",Jr,K,13,0,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
1,"Ward, Jr., Greg",So,WR,13,12,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
79,"Thomas, Josh",So,OL,13,0,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
38,"Seibert, Dylan",Jr,P,13,0,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
45,"McCloskey, Tyler",So,RB,13,3,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
3A,"Jackson, William",Jr,DB,13,12,13,10,2,nan,5,12,Passes Defended,2014-15,Houston Cougars
47,"Cummings, Ty",So,K,13,0,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
81,"Bowser, Tyus",So,DL,13,1,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
10,"Ayers, Demarcus",So,WR,13,8,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
60,"Cooper, Alex",Jr,OL,13,13,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
26,"Wilson, Brandon",So,DB,13,8,13,1,nan,nan,nan,1,Passes Defended,2014-15,Houston Cougars
37,"Stice, Luke",Jr,RB,13,0,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
23,"Stewart, Trevon",Jr,DB,13,12,13,4,3,1,29,7,Passes Defended,2014-15,Houston Cougars
93,"Singleton, B.J.",So,DL,13,11,13,3,nan,nan,nan,3,Passes Defended,2014-15,Houston Cougars
16,"McDonald, Adrian",Jr,DB,13,13,13,2,5,nan,145,7,Passes Defended,2014-15,Houston Cougars
94,"Malveaux, Cameron",So,DL,13,1,13,1,nan,nan,nan,1,Passes Defended,2014-15,Houston Cougars
22,"Jackson, Ryan",Jr,RB,13,2,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
4,"Greenberry, Deontay",Jr,WR,13,13,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
2C,"Eiland, Eric",Jr,DB,13,10,13,nan,1,nan,6,1,Passes Defended,2014-15,Houston Cougars
39,"Aikens, Steven",So,DB,13,2,13,2,nan,nan,nan,2,Passes Defended,2014-15,Houston Cougars
35,"Farrow, Kenneth",Jr,RB,13,12,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
92,"Mbu, Joey",Sr,DL,13,13,13,4,1,nan,nan,5,Passes Defended,2014-15,Houston Cougars
53,"Frese, Nolan",Jr,OL,13,0,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
58,"Redman, Bryce",Sr,OL,13,13,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
50,"Oliphant, Efrem",Sr,LB,13,13,13,nan,2,nan,23,2,Passes Defended,2014-15,Houston Cougars
74,"Harper, Rowdy",Sr,OL,13,13,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
96,"Farley, Jeremiah",Sr,DL,13,1,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
28,"White, Tyler",Jr,DB,13,0,13,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
31,"Piper, Logan",Jr,P,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
44,"Roberts, Elandon",Jr,LB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
17,"Jackson, Chauntez",So,TE,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
84,"Beadle, Wayne",Sr,WR,12,6,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
95,"Mark, Tomme",Jr,DL,12,1,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
7A,"Okafor, Emeka",Sr,OL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
41,"Taylor, Steven",So,LB,12,10,12,2,nan,nan,nan,2,Passes Defended,2014-15,Houston Cougars
30,"Foster, Earl",Jr,DB,11,0,11,nan,1,nan,24,1,Passes Defended,2014-15,Houston Cougars
46,"Harris, Trevor",Sr,DL,11,2,11,1,nan,nan,nan,1,Passes Defended,2014-15,Houston Cougars
34,"Hollimon, Randall",Sr,RB,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
1A,"Hines, D'Juan",So,WR,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
36,"Fruge, Nomluis",So,LB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
70,"Long, Mac",So,OL,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
55,"Thomas, Davonte",So,LB,8,0,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
2A,"Williams, Khalil",Fr,DB,7,0,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
18,"Hightower, Lee",Jr,DB,6,6,6,3,1,nan,54,4,Passes Defended,2014-15,Houston Cougars
49,"Mathews, Derrick",Sr,LB,6,6,6,2,nan,nan,nan,2,Passes Defended,2014-15,Houston Cougars
5B,"Hall, Vincent",Sr,DL,6,0,6,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
5,"O'Korn, John",So,QB,6,5,6,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
19,"Ros, Shane",Sr,WR,5,0,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
8,"Tucker, Caleb",So,LB,5,1,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
4,"Spencer, Daniel",Sr,WR,5,5,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
56,"Parris, Damien",Sr,OL,5,1,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
91,"Thurman, Nick",So,DL,5,0,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
29,"Webb, Javin",So,RB,4,0,4,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
97,"Braswell, Eric",Sr,DL,4,0,4,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
3C,"Daniels, Hayden",Jr,WR,4,0,4,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
80,"Oliver, Cameron",So,WR,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
87,"McLemore, Derek",So,WR,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
51,"Witten, Jon",Sr,DL,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
9A,"Cosh, Billy",Sr,QB,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
99,"Holland, Melvin",Sr,DL,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
65,"Wall, Carter",Jr,OL,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
54,"Doubenmier, Cameron",So,LB,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
43,"Hicks, Justin",Jr,RB,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
3B,"Hughes, Greyson",Jr,WR,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
76,"Thomas, Ja'Braylin",So,OL,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
89,"Simpson, Byron",So,TE,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Houston Cougars
