Year,Team,GP,G,RushNetYards,ReceivingYards,IntRYds,PuntRetYds,FRetYds,KORetYds,APY,All-PurposeYardsG,OffenseDefense
2017-18,Louisiana,12,12,2204,2578,109,233,nan,900,6024,nan,Offense
2017-18,Louisiana,0,12,2839,3073,85,117,56,886,7056,nan,Defensive
2013-14,Louisiana,13,13,2659,2759,352,157,63,853,6843,nan,Offense
2013-14,Louisiana,0,13,1959,3157,215,157,nan,1086,6574,nan,Defensive
2014-15,Louisiana,13,13,2937,2489,99,125,45,628,6328,nan,Offense
2014-15,Louisiana,0,13,1849,3427,166,143,nan,655,6240,nan,Defensive
2015-16,Louisiana,12,12,2074,2491,114,242,28,684,5633,nan,Offense
2015-16,Louisiana,0,12,2205,2845,110,94,29,1035,6339,nan,Defensive
2016-17,Louisiana,13,13,2326,2317,120,87,117,710,5677,nan,Offense
2016-17,Louisiana,0,13,1679,3249,135,195,34,643,5935,nan,Defensive
2017-18,Louisiana,12,12,2204,2578,109,233,nan,900,6024,nan,Offense
2017-18,Louisiana,0,12,2839,3073,85,117,56,886,7056,nan,Defensive
2013-14,La.-Monroe,12,12,1474,2850,235,127,nan,643,5329,nan,Offense
2013-14,La.-Monroe,0,12,2271,2851,271,240,147,421,6224,nan,Defensive
2014-15,La.-Monroe,12,12,834,3359,103,151,7,867,5321,nan,Offense
2014-15,La.-Monroe,0,12,2200,2279,103,266,16,476,5341,nan,Defensive
2015-16,La.-Monroe,13,13,1338,2703,138,24,nan,873,5115,nan,Offense
2015-16,La.-Monroe,0,13,2704,2792,319,273,36,799,6923,nan,Defensive
2016-17,La.-Monroe,12,12,2176,2304,24,98,6,907,5482,nan,Offense
2016-17,La.-Monroe,0,12,3123,2641,221,143,152,968,7234,nan,Defensive
2017-18,La.-Monroe,12,12,2044,3452,82,99,21,1415,7113,nan,Offense
2017-18,La.-Monroe,0,12,2793,3592,143,148,92,1004,7772,nan,Defensive
2013-14,La.-Monroe,12,12,1474,2850,235,127,nan,643,5329,nan,Offense
2013-14,La.-Monroe,0,12,2271,2851,271,240,147,421,6224,nan,Defensive
2014-15,La.-Monroe,12,12,834,3359,103,151,7,867,5321,nan,Offense
2014-15,La.-Monroe,0,12,2200,2279,103,266,16,476,5341,nan,Defensive
2015-16,La.-Monroe,13,13,1338,2703,138,24,nan,873,5115,nan,Offense
2015-16,La.-Monroe,0,13,2704,2792,319,273,36,799,6923,nan,Defensive
2016-17,La.-Monroe,12,12,2176,2304,24,98,6,907,5482,nan,Offense
2016-17,La.-Monroe,0,12,3123,2641,221,143,152,968,7234,nan,Defensive
2017-18,La.-Monroe,12,12,2044,3452,82,99,21,1415,7113,nan,Offense
2017-18,La.-Monroe,0,12,2793,3592,143,148,92,1004,7772,nan,Defensive
2013-14,La.-Monroe,12,12,1474,2850,235,127,nan,643,5329,nan,Offense
2013-14,La.-Monroe,0,12,2271,2851,271,240,147,421,6224,nan,Defensive
2014-15,La.-Monroe,12,12,834,3359,103,151,7,867,5321,nan,Offense
2014-15,La.-Monroe,0,12,2200,2279,103,266,16,476,5341,nan,Defensive
2015-16,La.-Monroe,13,13,1338,2703,138,24,nan,873,5115,nan,Offense
2015-16,La.-Monroe,0,13,2704,2792,319,273,36,799,6923,nan,Defensive
2016-17,La.-Monroe,12,12,2176,2304,24,98,6,907,5482,nan,Offense
2016-17,La.-Monroe,0,12,3123,2641,221,143,152,968,7234,nan,Defensive
2017-18,La.-Monroe,12,12,2044,3452,82,99,21,1415,7113,nan,Offense
2017-18,La.-Monroe,0,12,2793,3592,143,148,92,1004,7772,nan,Defensive
2013-14,La.-Monroe,12,12,1474,2850,235,127,nan,643,5329,nan,Offense
2013-14,La.-Monroe,0,12,2271,2851,271,240,147,421,6224,nan,Defensive
2014-15,La.-Monroe,12,12,834,3359,103,151,7,867,5321,nan,Offense
2014-15,La.-Monroe,0,12,2200,2279,103,266,16,476,5341,nan,Defensive
2015-16,La.-Monroe,13,13,1338,2703,138,24,nan,873,5115,nan,Offense
2015-16,La.-Monroe,0,13,2704,2792,319,273,36,799,6923,nan,Defensive
2016-17,La.-Monroe,12,12,2176,2304,24,98,6,907,5482,nan,Offense
2016-17,La.-Monroe,0,12,3123,2641,221,143,152,968,7234,nan,Defensive
2017-18,La.-Monroe,12,12,2044,3452,82,99,21,1415,7113,nan,Offense
2017-18,La.-Monroe,0,12,2793,3592,143,148,92,1004,7772,nan,Defensive
2013-14,LSU,13,13,2630,3263,76,172,nan,917,7158,nan,Offense
2013-14,LSU,0,13,1862,2567,173,47,8,926,5583,nan,Defensive
2014-15,LSU,13,13,2919,2118,83,280,65,695,6160,nan,Offense
2014-15,LSU,0,13,1985,2134,23,192,nan,569,4913,nan,Defensive
2015-16,LSU,12,12,3082,2165,77,235,nan,714,6273,nan,Offense
2015-16,LSU,0,12,1475,2691,63,208,18,1140,5595,nan,Defensive
2016-17,LSU,12,12,2796,2281,80,186,10,459,5812,nan,Offense
2016-17,LSU,0,12,1407,2366,46,38,9,919,4785,nan,Defensive
2017-18,LSU,12,12,2529,2416,50,187,33,364,5579,nan,Offense
2017-18,LSU,0,12,1517,2223,16,69,12,739,4576,nan,Defensive
2013-14,LSU,13,13,2630,3263,76,172,nan,917,7158,nan,Offense
2013-14,LSU,0,13,1862,2567,173,47,8,926,5583,nan,Defensive
2014-15,LSU,13,13,2919,2118,83,280,65,695,6160,nan,Offense
2014-15,LSU,0,13,1985,2134,23,192,nan,569,4913,nan,Defensive
2015-16,LSU,12,12,3082,2165,77,235,nan,714,6273,nan,Offense
2015-16,LSU,0,12,1475,2691,63,208,18,1140,5595,nan,Defensive
2016-17,LSU,12,12,2796,2281,80,186,10,459,5812,nan,Offense
2016-17,LSU,0,12,1407,2366,46,38,9,919,4785,nan,Defensive
2017-18,LSU,12,12,2529,2416,50,187,33,364,5579,nan,Offense
2017-18,LSU,0,12,1517,2223,16,69,12,739,4576,nan,Defensive
2013-14,LSU,13,13,2630,3263,76,172,nan,917,7158,nan,Offense
2013-14,LSU,0,13,1862,2567,173,47,8,926,5583,nan,Defensive
2014-15,LSU,13,13,2919,2118,83,280,65,695,6160,nan,Offense
2014-15,LSU,0,13,1985,2134,23,192,nan,569,4913,nan,Defensive
2015-16,LSU,12,12,3082,2165,77,235,nan,714,6273,nan,Offense
2015-16,LSU,0,12,1475,2691,63,208,18,1140,5595,nan,Defensive
2016-17,LSU,12,12,2796,2281,80,186,10,459,5812,nan,Offense
2016-17,LSU,0,12,1407,2366,46,38,9,919,4785,nan,Defensive
2017-18,LSU,12,12,2529,2416,50,187,33,364,5579,nan,Offense
2017-18,LSU,0,12,1517,2223,16,69,12,739,4576,nan,Defensive
2013-14,Kentucky,12,12,1775,2319,70,136,0,784,5084,nan,Offense
2013-14,Kentucky,0,12,2368,2758,14,155,11,792,6098,nan,Defensive
2014-15,Kentucky,12,12,1838,2774,309,185,139,845,6091,nan,Offense
2014-15,Kentucky,0,12,2294,2589,180,253,nan,878,6194,nan,Defensive
2015-16,Kentucky,12,12,1952,2512,164,81,77,653,5439,nan,Offense
2015-16,Kentucky,0,12,2353,2377,230,235,20,937,6152,nan,Defensive
2016-17,Kentucky,13,13,3044,2419,129,131,nan,863,6586,nan,Offense
2016-17,Kentucky,0,13,2966,2679,77,125,215,997,7059,nan,Defensive
2017-18,Kentucky,12,12,2037,2173,90,104,20,926,5357,nan,Offense
2017-18,Kentucky,0,12,1946,3162,103,82,3,643,5939,nan,Defensive
2013-14,Kentucky,12,12,1775,2319,70,136,0,784,5084,nan,Offense
2013-14,Kentucky,0,12,2368,2758,14,155,11,792,6098,nan,Defensive
2014-15,Kentucky,12,12,1838,2774,309,185,139,845,6091,nan,Offense
2014-15,Kentucky,0,12,2294,2589,180,253,nan,878,6194,nan,Defensive
2015-16,Kentucky,12,12,1952,2512,164,81,77,653,5439,nan,Offense
2015-16,Kentucky,0,12,2353,2377,230,235,20,937,6152,nan,Defensive
2016-17,Kentucky,13,13,3044,2419,129,131,nan,863,6586,nan,Offense
2016-17,Kentucky,0,13,2966,2679,77,125,215,997,7059,nan,Defensive
2017-18,Kentucky,12,12,2037,2173,90,104,20,926,5357,nan,Offense
2017-18,Kentucky,0,12,1946,3162,103,82,3,643,5939,nan,Defensive
2013-14,Kentucky,12,12,1775,2319,70,136,0,784,5084,nan,Offense
2013-14,Kentucky,0,12,2368,2758,14,155,11,792,6098,nan,Defensive
2014-15,Kentucky,12,12,1838,2774,309,185,139,845,6091,nan,Offense
2014-15,Kentucky,0,12,2294,2589,180,253,nan,878,6194,nan,Defensive
2015-16,Kentucky,12,12,1952,2512,164,81,77,653,5439,nan,Offense
2015-16,Kentucky,0,12,2353,2377,230,235,20,937,6152,nan,Defensive
2016-17,Kentucky,13,13,3044,2419,129,131,nan,863,6586,nan,Offense
2016-17,Kentucky,0,13,2966,2679,77,125,215,997,7059,nan,Defensive
2017-18,Kentucky,12,12,2037,2173,90,104,20,926,5357,nan,Offense
2017-18,Kentucky,0,12,1946,3162,103,82,3,643,5939,nan,Defensive
2013-14,Kentucky,12,12,1775,2319,70,136,0,784,5084,nan,Offense
2013-14,Kentucky,0,12,2368,2758,14,155,11,792,6098,nan,Defensive
2014-15,Kentucky,12,12,1838,2774,309,185,139,845,6091,nan,Offense
2014-15,Kentucky,0,12,2294,2589,180,253,nan,878,6194,nan,Defensive
2015-16,Kentucky,12,12,1952,2512,164,81,77,653,5439,nan,Offense
2015-16,Kentucky,0,12,2353,2377,230,235,20,937,6152,nan,Defensive
2016-17,Kentucky,13,13,3044,2419,129,131,nan,863,6586,nan,Offense
2016-17,Kentucky,0,13,2966,2679,77,125,215,997,7059,nan,Defensive
2017-18,Kentucky,12,12,2037,2173,90,104,20,926,5357,nan,Offense
2017-18,Kentucky,0,12,1946,3162,103,82,3,643,5939,nan,Defensive
2013-14,Kent St.,12,12,2189,2238,84,66,nan,923,5500,nan,Offense
2013-14,Kent St.,0,12,2386,2533,103,24,11,856,5914,nan,Defensive
2014-15,Kent St.,11,11,900,2570,87,93,nan,865,4515,nan,Offense
2014-15,Kent St.,0,11,2354,2379,148,185,12,660,5738,nan,Defensive
2015-16,Kent St.,12,12,1593,1657,137,103,80,727,4312,nan,Offense
2015-16,Kent St.,0,12,1727,2474,144,234,109,710,5401,nan,Defensive
2016-17,Kent St.,12,12,2010,1700,157,123,81,750,4831,nan,Offense
2016-17,Kent St.,0,12,2277,2361,110,185,13,871,5817,nan,Defensive
2017-18,Kent St.,12,12,1830,1472,66,121,4,883,4376,nan,Offense
2017-18,Kent St.,0,12,2559,2341,258,92,67,687,6017,nan,Defensive
2013-14,Kent St.,12,12,2189,2238,84,66,nan,923,5500,nan,Offense
2013-14,Kent St.,0,12,2386,2533,103,24,11,856,5914,nan,Defensive
2014-15,Kent St.,11,11,900,2570,87,93,nan,865,4515,nan,Offense
2014-15,Kent St.,0,11,2354,2379,148,185,12,660,5738,nan,Defensive
2015-16,Kent St.,12,12,1593,1657,137,103,80,727,4312,nan,Offense
2015-16,Kent St.,0,12,1727,2474,144,234,109,710,5401,nan,Defensive
2016-17,Kent St.,12,12,2010,1700,157,123,81,750,4831,nan,Offense
2016-17,Kent St.,0,12,2277,2361,110,185,13,871,5817,nan,Defensive
2017-18,Kent St.,12,12,1830,1472,66,121,4,883,4376,nan,Offense
2017-18,Kent St.,0,12,2559,2341,258,92,67,687,6017,nan,Defensive
2013-14,Kent St.,12,12,2189,2238,84,66,nan,923,5500,nan,Offense
2013-14,Kent St.,0,12,2386,2533,103,24,11,856,5914,nan,Defensive
2014-15,Kent St.,11,11,900,2570,87,93,nan,865,4515,nan,Offense
2014-15,Kent St.,0,11,2354,2379,148,185,12,660,5738,nan,Defensive
2015-16,Kent St.,12,12,1593,1657,137,103,80,727,4312,nan,Offense
2015-16,Kent St.,0,12,1727,2474,144,234,109,710,5401,nan,Defensive
2016-17,Kent St.,12,12,2010,1700,157,123,81,750,4831,nan,Offense
2016-17,Kent St.,0,12,2277,2361,110,185,13,871,5817,nan,Defensive
2017-18,Kent St.,12,12,1830,1472,66,121,4,883,4376,nan,Offense
2017-18,Kent St.,0,12,2559,2341,258,92,67,687,6017,nan,Defensive
2013-14,Kent St.,12,12,2189,2238,84,66,nan,923,5500,nan,Offense
2013-14,Kent St.,0,12,2386,2533,103,24,11,856,5914,nan,Defensive
2014-15,Kent St.,11,11,900,2570,87,93,nan,865,4515,nan,Offense
2014-15,Kent St.,0,11,2354,2379,148,185,12,660,5738,nan,Defensive
2015-16,Kent St.,12,12,1593,1657,137,103,80,727,4312,nan,Offense
2015-16,Kent St.,0,12,1727,2474,144,234,109,710,5401,nan,Defensive
2016-17,Kent St.,12,12,2010,1700,157,123,81,750,4831,nan,Offense
2016-17,Kent St.,0,12,2277,2361,110,185,13,871,5817,nan,Defensive
2017-18,Kent St.,12,12,1830,1472,66,121,4,883,4376,nan,Offense
2017-18,Kent St.,0,12,2559,2341,258,92,67,687,6017,nan,Defensive
2013-14,Massachusetts,12,12,1502,1877,41,147,nan,1227,4795,nan,Offense
2013-14,Massachusetts,0,12,2586,2613,395,108,nan,679,6388,nan,Defensive
2014-15,Massachusetts,12,12,1312,3741,184,33,nan,1122,6392,nan,Offense
2014-15,Massachusetts,0,12,2301,3069,179,99,23,1022,6682,nan,Defensive
2015-16,Massachusetts,12,12,1707,3090,94,114,nan,1196,6201,nan,Offense
2015-16,Massachusetts,0,12,2315,3059,162,214,nan,743,6473,nan,Defensive
2016-17,Massachusetts,12,12,1194,3080,84,102,26,1213,5699,nan,Offense
2016-17,Massachusetts,0,12,2317,3115,133,229,27,1029,6850,nan,Defensive
2017-18,Massachusetts,12,12,1624,3570,207,79,38,889,6407,nan,Offense
2017-18,Massachusetts,0,12,2375,2484,145,429,6,1050,6495,nan,Defensive
2013-14,Massachusetts,12,12,1502,1877,41,147,nan,1227,4795,nan,Offense
2013-14,Massachusetts,0,12,2586,2613,395,108,nan,679,6388,nan,Defensive
2014-15,Massachusetts,12,12,1312,3741,184,33,nan,1122,6392,nan,Offense
2014-15,Massachusetts,0,12,2301,3069,179,99,23,1022,6682,nan,Defensive
2015-16,Massachusetts,12,12,1707,3090,94,114,nan,1196,6201,nan,Offense
2015-16,Massachusetts,0,12,2315,3059,162,214,nan,743,6473,nan,Defensive
2016-17,Massachusetts,12,12,1194,3080,84,102,26,1213,5699,nan,Offense
2016-17,Massachusetts,0,12,2317,3115,133,229,27,1029,6850,nan,Defensive
2017-18,Massachusetts,12,12,1624,3570,207,79,38,889,6407,nan,Offense
2017-18,Massachusetts,0,12,2375,2484,145,429,6,1050,6495,nan,Defensive
2013-14,Massachusetts,12,12,1502,1877,41,147,nan,1227,4795,nan,Offense
2013-14,Massachusetts,0,12,2586,2613,395,108,nan,679,6388,nan,Defensive
2014-15,Massachusetts,12,12,1312,3741,184,33,nan,1122,6392,nan,Offense
2014-15,Massachusetts,0,12,2301,3069,179,99,23,1022,6682,nan,Defensive
2015-16,Massachusetts,12,12,1707,3090,94,114,nan,1196,6201,nan,Offense
2015-16,Massachusetts,0,12,2315,3059,162,214,nan,743,6473,nan,Defensive
2016-17,Massachusetts,12,12,1194,3080,84,102,26,1213,5699,nan,Offense
2016-17,Massachusetts,0,12,2317,3115,133,229,27,1029,6850,nan,Defensive
2017-18,Massachusetts,12,12,1624,3570,207,79,38,889,6407,nan,Offense
2017-18,Massachusetts,0,12,2375,2484,145,429,6,1050,6495,nan,Defensive
2013-14,Maryland,13,13,1929,3231,118,204,nan,1165,6647,nan,Offense
2013-14,Maryland,0,13,1941,2926,120,159,45,1109,6310,nan,Defensive
2014-15,Maryland,13,13,1584,2863,172,274,6,1073,5973,nan,Offense
2014-15,Maryland,0,13,2625,3046,140,325,21,1029,7186,nan,Defensive
2015-16,Maryland,12,12,2408,2092,97,449,4,1039,6089,nan,Offense
2015-16,Maryland,0,12,1953,3101,363,96,54,898,6465,nan,Defensive
2016-17,Maryland,13,13,2594,2317,54,223,1,874,6076,nan,Offense
2016-17,Maryland,0,13,2792,2760,110,100,9,952,6723,nan,Defensive
2017-18,Maryland,12,12,1940,1940,117,189,2,1294,5576,nan,Offense
2017-18,Maryland,0,12,2290,2743,330,146,23,951,6570,nan,Defensive
2013-14,Maryland,13,13,1929,3231,118,204,nan,1165,6647,nan,Offense
2013-14,Maryland,0,13,1941,2926,120,159,45,1109,6310,nan,Defensive
2014-15,Maryland,13,13,1584,2863,172,274,6,1073,5973,nan,Offense
2014-15,Maryland,0,13,2625,3046,140,325,21,1029,7186,nan,Defensive
2015-16,Maryland,12,12,2408,2092,97,449,4,1039,6089,nan,Offense
2015-16,Maryland,0,12,1953,3101,363,96,54,898,6465,nan,Defensive
2016-17,Maryland,13,13,2594,2317,54,223,1,874,6076,nan,Offense
2016-17,Maryland,0,13,2792,2760,110,100,9,952,6723,nan,Defensive
2017-18,Maryland,12,12,1940,1940,117,189,2,1294,5576,nan,Offense
2017-18,Maryland,0,12,2290,2743,330,146,23,951,6570,nan,Defensive
2013-14,Maryland,13,13,1929,3231,118,204,nan,1165,6647,nan,Offense
2013-14,Maryland,0,13,1941,2926,120,159,45,1109,6310,nan,Defensive
2014-15,Maryland,13,13,1584,2863,172,274,6,1073,5973,nan,Offense
2014-15,Maryland,0,13,2625,3046,140,325,21,1029,7186,nan,Defensive
2015-16,Maryland,12,12,2408,2092,97,449,4,1039,6089,nan,Offense
2015-16,Maryland,0,12,1953,3101,363,96,54,898,6465,nan,Defensive
2016-17,Maryland,13,13,2594,2317,54,223,1,874,6076,nan,Offense
2016-17,Maryland,0,13,2792,2760,110,100,9,952,6723,nan,Defensive
2017-18,Maryland,12,12,1940,1940,117,189,2,1294,5576,nan,Offense
2017-18,Maryland,0,12,2290,2743,330,146,23,951,6570,nan,Defensive
2013-14,Maryland,13,13,1929,3231,118,204,nan,1165,6647,nan,Offense
2013-14,Maryland,0,13,1941,2926,120,159,45,1109,6310,nan,Defensive
2014-15,Maryland,13,13,1584,2863,172,274,6,1073,5973,nan,Offense
2014-15,Maryland,0,13,2625,3046,140,325,21,1029,7186,nan,Defensive
2015-16,Maryland,12,12,2408,2092,97,449,4,1039,6089,nan,Offense
2015-16,Maryland,0,12,1953,3101,363,96,54,898,6465,nan,Defensive
2016-17,Maryland,13,13,2594,2317,54,223,1,874,6076,nan,Offense
2016-17,Maryland,0,13,2792,2760,110,100,9,952,6723,nan,Defensive
2017-18,Maryland,12,12,1940,1940,117,189,2,1294,5576,nan,Offense
2017-18,Maryland,0,12,2290,2743,330,146,23,951,6570,nan,Defensive
2013-14,Marshall,14,14,2883,4122,184,431,8,1111,8739,nan,Offense
2013-14,Marshall,0,14,2247,2913,57,195,81,896,6397,nan,Defensive
2014-15,Marshall,14,14,3807,4022,173,264,3,1083,9362,nan,Offense
2014-15,Marshall,0,14,2243,2756,109,129,5,1182,6424,nan,Defensive
2015-16,Marshall,13,13,2196,3009,222,241,47,800,6544,nan,Offense
2015-16,Marshall,0,13,2185,2495,165,116,nan,457,5418,nan,Defensive
2016-17,Marshall,12,12,1298,2902,107,148,164,1279,5900,nan,Offense
2016-17,Marshall,0,12,2428,3044,233,162,58,471,6413,nan,Defensive
2017-18,Marshall,12,12,1584,2853,170,40,45,839,5536,nan,Offense
2017-18,Marshall,0,12,1505,2547,63,62,56,550,4793,nan,Defensive
2013-14,Marshall,14,14,2883,4122,184,431,8,1111,8739,nan,Offense
2013-14,Marshall,0,14,2247,2913,57,195,81,896,6397,nan,Defensive
2014-15,Marshall,14,14,3807,4022,173,264,3,1083,9362,nan,Offense
2014-15,Marshall,0,14,2243,2756,109,129,5,1182,6424,nan,Defensive
2015-16,Marshall,13,13,2196,3009,222,241,47,800,6544,nan,Offense
2015-16,Marshall,0,13,2185,2495,165,116,nan,457,5418,nan,Defensive
2016-17,Marshall,12,12,1298,2902,107,148,164,1279,5900,nan,Offense
2016-17,Marshall,0,12,2428,3044,233,162,58,471,6413,nan,Defensive
2017-18,Marshall,12,12,1584,2853,170,40,45,839,5536,nan,Offense
2017-18,Marshall,0,12,1505,2547,63,62,56,550,4793,nan,Defensive
2013-14,Louisville,13,13,1909,4082,191,206,100,636,7132,nan,Offense
2013-14,Louisville,0,13,1049,2220,3,15,5,1540,4832,nan,Defensive
2014-15,Louisville,13,13,1855,3276,310,274,1,758,6474,nan,Offense
2014-15,Louisville,0,13,1416,2595,117,301,38,1017,5484,nan,Defensive
2015-16,Louisville,13,13,2223,3186,229,212,93,625,6568,nan,Offense
2015-16,Louisville,0,13,1563,2763,316,57,116,1028,5879,nan,Defensive
2016-17,Louisville,13,13,3148,3777,228,211,38,825,8227,nan,Offense
2016-17,Louisville,0,13,1497,2692,121,183,26,1835,6354,nan,Defensive
2017-18,Louisville,12,12,2999,3727,229,114,4,433,7513,nan,Offense
2017-18,Louisville,0,12,1847,2794,106,108,119,1165,6139,nan,Defensive
2013-14,Louisville,13,13,1909,4082,191,206,100,636,7132,nan,Offense
2013-14,Louisville,0,13,1049,2220,3,15,5,1540,4832,nan,Defensive
2014-15,Louisville,13,13,1855,3276,310,274,1,758,6474,nan,Offense
2014-15,Louisville,0,13,1416,2595,117,301,38,1017,5484,nan,Defensive
2015-16,Louisville,13,13,2223,3186,229,212,93,625,6568,nan,Offense
2015-16,Louisville,0,13,1563,2763,316,57,116,1028,5879,nan,Defensive
2016-17,Louisville,13,13,3148,3777,228,211,38,825,8227,nan,Offense
2016-17,Louisville,0,13,1497,2692,121,183,26,1835,6354,nan,Defensive
2017-18,Louisville,12,12,2999,3727,229,114,4,433,7513,nan,Offense
2017-18,Louisville,0,12,1847,2794,106,108,119,1165,6139,nan,Defensive
2013-14,Louisiana Tech,12,12,1922,2472,134,103,18,766,5429,nan,Offense
2013-14,Louisiana Tech,0,12,2337,2562,181,44,68,750,5942,nan,Defensive
2014-15,Louisiana Tech,14,14,2080,3531,343,199,94,1067,7404,nan,Offense
2014-15,Louisiana Tech,0,14,1655,3420,75,208,78,1662,7127,nan,Defensive
2015-16,Louisiana Tech,13,13,2075,4201,250,148,26,1094,7794,nan,Offense
2015-16,Louisiana Tech,0,13,1551,3335,224,185,31,1529,6855,nan,Defensive
2016-17,Louisiana Tech,14,14,2119,5087,127,178,59,1436,9006,nan,Offense
2016-17,Louisiana Tech,0,14,2047,3846,59,180,nan,1693,7907,nan,Defensive
2017-18,Louisiana Tech,12,12,2101,2781,315,94,29,563,5886,nan,Offense
2017-18,Louisiana Tech,0,12,2129,2589,121,97,106,879,5921,nan,Defensive
2013-14,Louisiana Tech,12,12,1922,2472,134,103,18,766,5429,nan,Offense
2013-14,Louisiana Tech,0,12,2337,2562,181,44,68,750,5942,nan,Defensive
2014-15,Louisiana Tech,14,14,2080,3531,343,199,94,1067,7404,nan,Offense
2014-15,Louisiana Tech,0,14,1655,3420,75,208,78,1662,7127,nan,Defensive
2015-16,Louisiana Tech,13,13,2075,4201,250,148,26,1094,7794,nan,Offense
2015-16,Louisiana Tech,0,13,1551,3335,224,185,31,1529,6855,nan,Defensive
2016-17,Louisiana Tech,14,14,2119,5087,127,178,59,1436,9006,nan,Offense
2016-17,Louisiana Tech,0,14,2047,3846,59,180,nan,1693,7907,nan,Defensive
2017-18,Louisiana Tech,12,12,2101,2781,315,94,29,563,5886,nan,Offense
2017-18,Louisiana Tech,0,12,2129,2589,121,97,106,879,5921,nan,Defensive
2013-14,Louisiana Tech,12,12,1922,2472,134,103,18,766,5429,nan,Offense
2013-14,Louisiana Tech,0,12,2337,2562,181,44,68,750,5942,nan,Defensive
2014-15,Louisiana Tech,14,14,2080,3531,343,199,94,1067,7404,nan,Offense
2014-15,Louisiana Tech,0,14,1655,3420,75,208,78,1662,7127,nan,Defensive
2015-16,Louisiana Tech,13,13,2075,4201,250,148,26,1094,7794,nan,Offense
2015-16,Louisiana Tech,0,13,1551,3335,224,185,31,1529,6855,nan,Defensive
2016-17,Louisiana Tech,14,14,2119,5087,127,178,59,1436,9006,nan,Offense
2016-17,Louisiana Tech,0,14,2047,3846,59,180,nan,1693,7907,nan,Defensive
2017-18,Louisiana Tech,12,12,2101,2781,315,94,29,563,5886,nan,Offense
2017-18,Louisiana Tech,0,12,2129,2589,121,97,106,879,5921,nan,Defensive
2013-14,Louisiana Tech,12,12,1922,2472,134,103,18,766,5429,nan,Offense
2013-14,Louisiana Tech,0,12,2337,2562,181,44,68,750,5942,nan,Defensive
2014-15,Louisiana Tech,14,14,2080,3531,343,199,94,1067,7404,nan,Offense
2014-15,Louisiana Tech,0,14,1655,3420,75,208,78,1662,7127,nan,Defensive
2015-16,Louisiana Tech,13,13,2075,4201,250,148,26,1094,7794,nan,Offense
2015-16,Louisiana Tech,0,13,1551,3335,224,185,31,1529,6855,nan,Defensive
2016-17,Louisiana Tech,14,14,2119,5087,127,178,59,1436,9006,nan,Offense
2016-17,Louisiana Tech,0,14,2047,3846,59,180,nan,1693,7907,nan,Defensive
2017-18,Louisiana Tech,12,12,2101,2781,315,94,29,563,5886,nan,Offense
2017-18,Louisiana Tech,0,12,2129,2589,121,97,106,879,5921,nan,Defensive
2013-14,Louisiana,13,13,2659,2759,352,157,63,853,6843,nan,Offense
2013-14,Louisiana,0,13,1959,3157,215,157,nan,1086,6574,nan,Defensive
2014-15,Louisiana,13,13,2937,2489,99,125,45,628,6328,nan,Offense
2014-15,Louisiana,0,13,1849,3427,166,143,nan,655,6240,nan,Defensive
2015-16,Louisiana,12,12,2074,2491,114,242,28,684,5633,nan,Offense
2015-16,Louisiana,0,12,2205,2845,110,94,29,1035,6339,nan,Defensive
2016-17,Louisiana,13,13,2326,2317,120,87,117,710,5677,nan,Offense
2016-17,Louisiana,0,13,1679,3249,135,195,34,643,5935,nan,Defensive
2017-18,Louisiana,12,12,2204,2578,109,233,nan,900,6024,nan,Offense
2017-18,Louisiana,0,12,2839,3073,85,117,56,886,7056,nan,Defensive
2013-14,Louisiana,13,13,2659,2759,352,157,63,853,6843,nan,Offense
2013-14,Louisiana,0,13,1959,3157,215,157,nan,1086,6574,nan,Defensive
2014-15,Louisiana,13,13,2937,2489,99,125,45,628,6328,nan,Offense
2014-15,Louisiana,0,13,1849,3427,166,143,nan,655,6240,nan,Defensive
2015-16,Louisiana,12,12,2074,2491,114,242,28,684,5633,nan,Offense
