Year,Team,GP,G,PBU,Int,IntRetTDs,IntRYds,PDef,OffenseDefense
2015-16,Oklahoma St.,0,13,58,10,2,178,68.00,Defensive
2016-17,Oklahoma St.,13,13,44,14,nan,193,58.00,Offense
2016-17,Oklahoma St.,0,13,41,4,1,54,45.00,Defensive
2017-18,Oklahoma St.,12,12,43,16,2,214,59.00,Offense
2017-18,Oklahoma St.,0,12,44,10,2,151,54.00,Defensive
2013-14,Oklahoma St.,13,13,60,21,2,337,81,Offense
2013-14,Oklahoma St.,0,13,52,13,2,140,65,Defensive
2014-15,Oklahoma St.,13,13,49,12,2,155,61,Offense
2014-15,Oklahoma St.,0,13,35,17,2,184,52,Defensive
2015-16,Oklahoma St.,13,13,32,17,2,256,49,Offense
2015-16,Oklahoma St.,0,13,58,10,2,178,68,Defensive
2016-17,Oklahoma St.,13,13,44,14,nan,193,58,Offense
2016-17,Oklahoma St.,0,13,41,4,1,54,45,Defensive
2017-18,Oklahoma St.,12,12,43,16,2,214,59,Offense
2017-18,Oklahoma St.,0,12,44,10,2,151,54,Defensive
2013-14,Oklahoma,13,13,46,16,3,258,62,Offense
2013-14,Oklahoma,0,13,35,11,1,97,46,Defensive
2014-15,Oklahoma,13,13,54,12,3,191,66,Offense
2014-15,Oklahoma,0,13,34,17,3,239,51,Defensive
2015-16,Oklahoma,13,13,41,20,2,317,61,Offense
2015-16,Oklahoma,0,13,31,9,nan,70,40,Defensive
2016-17,Oklahoma,13,13,55,9,2,157,64,Offense
2016-17,Oklahoma,0,13,29,8,1,132,37,Defensive
2017-18,Oklahoma,13,13,39,8,1,145,47,Offense
2017-18,Oklahoma,0,13,30,5,nan,42,35,Defensive
2013-14,Oklahoma,13,13,46,16,3,258,62,Offense
2013-14,Oklahoma,0,13,35,11,1,97,46,Defensive
2014-15,Oklahoma,13,13,54,12,3,191,66,Offense
2014-15,Oklahoma,0,13,34,17,3,239,51,Defensive
2015-16,Oklahoma,13,13,41,20,2,317,61,Offense
2015-16,Oklahoma,0,13,31,9,nan,70,40,Defensive
2016-17,Oklahoma,13,13,55,9,2,157,64,Offense
2016-17,Oklahoma,0,13,29,8,1,132,37,Defensive
2017-18,Oklahoma,13,13,39,8,1,145,47,Offense
2017-18,Oklahoma,0,13,30,5,nan,42,35,Defensive
2013-14,Oklahoma,13,13,46,16,3,258,62.00,Offense
2013-14,Oklahoma,0,13,35,11,1,97,46.00,Defensive
2014-15,Oklahoma,13,13,54,12,3,191,66.00,Offense
2014-15,Oklahoma,0,13,34,17,3,239,51.00,Defensive
2015-16,Oklahoma,13,13,41,20,2,317,61.00,Offense
2015-16,Oklahoma,0,13,31,9,nan,70,40.00,Defensive
2016-17,Oklahoma,13,13,55,9,2,157,64.00,Offense
2016-17,Oklahoma,0,13,29,8,1,132,37.00,Defensive
2017-18,Oklahoma,13,13,39,8,1,145,47.00,Offense
2017-18,Oklahoma,0,13,30,5,nan,42,35.00,Defensive
2013-14,Oklahoma,13,13,46,16,3,258,62.00,Offense
2013-14,Oklahoma,0,13,35,11,1,97,46.00,Defensive
2014-15,Oklahoma,13,13,54,12,3,191,66.00,Offense
2014-15,Oklahoma,0,13,34,17,3,239,51.00,Defensive
2015-16,Oklahoma,13,13,41,20,2,317,61.00,Offense
2015-16,Oklahoma,0,13,31,9,nan,70,40.00,Defensive
2016-17,Oklahoma,13,13,55,9,2,157,64.00,Offense
2016-17,Oklahoma,0,13,29,8,1,132,37.00,Defensive
2017-18,Oklahoma,13,13,39,8,1,145,47.00,Offense
2017-18,Oklahoma,0,13,30,5,nan,42,35.00,Defensive
2013-14,Purdue,12,12,28,13,nan,59,41.00,Offense
2013-14,Purdue,0,12,31,13,4,271,44.00,Defensive
2014-15,Purdue,12,12,41,10,1,223,51.00,Offense
2014-15,Purdue,0,12,45,16,2,139,61.00,Defensive
2015-16,Purdue,12,12,37,12,nan,137,49.00,Offense
2015-16,Purdue,0,12,50,16,3,192,66.00,Defensive
2016-17,Purdue,12,12,23,12,1,272,35.00,Offense
2016-17,Purdue,0,12,38,25,2,276,63.00,Defensive
2017-18,Purdue,12,12,39,9,1,240,48.00,Offense
2017-18,Purdue,0,12,63,10,1,85,73.00,Defensive
2013-14,Purdue,12,12,28,13,nan,59,41.00,Offense
2013-14,Purdue,0,12,31,13,4,271,44.00,Defensive
2014-15,Purdue,12,12,41,10,1,223,51.00,Offense
2014-15,Purdue,0,12,45,16,2,139,61.00,Defensive
2015-16,Purdue,12,12,37,12,nan,137,49.00,Offense
2015-16,Purdue,0,12,50,16,3,192,66.00,Defensive
2016-17,Purdue,12,12,23,12,1,272,35.00,Offense
2016-17,Purdue,0,12,38,25,2,276,63.00,Defensive
2017-18,Purdue,12,12,39,9,1,240,48.00,Offense
2017-18,Purdue,0,12,63,10,1,85,73.00,Defensive
2013-14,Pittsburgh,13,13,41,8,1,116,49.00,Offense
2013-14,Pittsburgh,0,13,34,9,nan,47,43.00,Defensive
2014-15,Pittsburgh,13,13,43,10,nan,95,53.00,Offense
2014-15,Pittsburgh,0,13,28,7,1,81,35.00,Defensive
2015-16,Pittsburgh,13,13,40,10,1,135,50.00,Offense
2015-16,Pittsburgh,0,13,29,9,1,85,38.00,Defensive
2016-17,Pittsburgh,13,13,42,9,3,182,51.00,Offense
2016-17,Pittsburgh,0,13,39,9,1,73,48.00,Defensive
2017-18,Pittsburgh,12,12,51,9,nan,84,60.00,Offense
2017-18,Pittsburgh,0,12,51,8,1,73,59.00,Defensive
2013-14,Pittsburgh,13,13,41,8,1,116,49,Offense
2013-14,Pittsburgh,0,13,34,9,nan,47,43,Defensive
2014-15,Pittsburgh,13,13,43,10,nan,95,53,Offense
2014-15,Pittsburgh,0,13,28,7,1,81,35,Defensive
2015-16,Pittsburgh,13,13,40,10,1,135,50,Offense
2015-16,Pittsburgh,0,13,29,9,1,85,38,Defensive
2016-17,Pittsburgh,13,13,42,9,3,182,51,Offense
2016-17,Pittsburgh,0,13,39,9,1,73,48,Defensive
2017-18,Pittsburgh,12,12,51,9,nan,84,60,Offense
2017-18,Pittsburgh,0,12,51,8,1,73,59,Defensive
2013-14,Pittsburgh,13,13,41,8,1,116,49.00,Offense
2013-14,Pittsburgh,0,13,34,9,nan,47,43.00,Defensive
2014-15,Pittsburgh,13,13,43,10,nan,95,53.00,Offense
2014-15,Pittsburgh,0,13,28,7,1,81,35.00,Defensive
2015-16,Pittsburgh,13,13,40,10,1,135,50.00,Offense
2015-16,Pittsburgh,0,13,29,9,1,85,38.00,Defensive
2016-17,Pittsburgh,13,13,42,9,3,182,51.00,Offense
2016-17,Pittsburgh,0,13,39,9,1,73,48.00,Defensive
2017-18,Pittsburgh,12,12,51,9,nan,84,60.00,Offense
2017-18,Pittsburgh,0,12,51,8,1,73,59.00,Defensive
2013-14,Pittsburgh,13,13,41,8,1,116,49,Offense
2013-14,Pittsburgh,0,13,34,9,nan,47,43,Defensive
2014-15,Pittsburgh,13,13,43,10,nan,95,53,Offense
2014-15,Pittsburgh,0,13,28,7,1,81,35,Defensive
2015-16,Pittsburgh,13,13,40,10,1,135,50,Offense
2015-16,Pittsburgh,0,13,29,9,1,85,38,Defensive
2016-17,Pittsburgh,13,13,42,9,3,182,51,Offense
2016-17,Pittsburgh,0,13,39,9,1,73,48,Defensive
2017-18,Pittsburgh,12,12,51,9,nan,84,60,Offense
2017-18,Pittsburgh,0,12,51,8,1,73,59,Defensive
2013-14,Penn St.,12,12,54,13,nan,127,67,Offense
2013-14,Penn St.,0,12,43,10,nan,63,53,Defensive
2014-15,Penn St.,13,13,48,16,2,143,64,Offense
2014-15,Penn St.,0,13,50,15,2,257,65,Defensive
2015-16,Penn St.,13,13,44,10,nan,123,54,Offense
2015-16,Penn St.,0,13,53,6,1,43,59,Defensive
2016-17,Penn St.,14,14,50,10,1,126,60,Offense
2016-17,Penn St.,0,14,42,8,nan,142,50,Defensive
2017-18,Penn St.,12,12,60,10,nan,114,70,Offense
2017-18,Penn St.,0,12,35,8,nan,88,43,Defensive
2013-14,Penn St.,12,12,54,13,nan,127,67.00,Offense
2013-14,Penn St.,0,12,43,10,nan,63,53.00,Defensive
2014-15,Penn St.,13,13,48,16,2,143,64.00,Offense
2014-15,Penn St.,0,13,50,15,2,257,65.00,Defensive
2015-16,Penn St.,13,13,44,10,nan,123,54.00,Offense
2015-16,Penn St.,0,13,53,6,1,43,59.00,Defensive
2016-17,Penn St.,14,14,50,10,1,126,60.00,Offense
2016-17,Penn St.,0,14,42,8,nan,142,50.00,Defensive
2017-18,Penn St.,12,12,60,10,nan,114,70.00,Offense
2017-18,Penn St.,0,12,35,8,nan,88,43.00,Defensive
2013-14,Penn St.,12,12,54,13,nan,127,67,Offense
2013-14,Penn St.,0,12,43,10,nan,63,53,Defensive
2014-15,Penn St.,13,13,48,16,2,143,64,Offense
2014-15,Penn St.,0,13,50,15,2,257,65,Defensive
2015-16,Penn St.,13,13,44,10,nan,123,54,Offense
2015-16,Penn St.,0,13,53,6,1,43,59,Defensive
2016-17,Penn St.,14,14,50,10,1,126,60,Offense
2016-17,Penn St.,0,14,42,8,nan,142,50,Defensive
2017-18,Penn St.,12,12,60,10,nan,114,70,Offense
2017-18,Penn St.,0,12,35,8,nan,88,43,Defensive
2013-14,Penn St.,12,12,54,13,nan,127,67.00,Offense
2013-14,Penn St.,0,12,43,10,nan,63,53.00,Defensive
2014-15,Penn St.,13,13,48,16,2,143,64.00,Offense
2014-15,Penn St.,0,13,50,15,2,257,65.00,Defensive
2015-16,Penn St.,13,13,44,10,nan,123,54.00,Offense
2015-16,Penn St.,0,13,53,6,1,43,59.00,Defensive
2016-17,Penn St.,14,14,50,10,1,126,60.00,Offense
2016-17,Penn St.,0,14,42,8,nan,142,50.00,Defensive
2017-18,Penn St.,12,12,60,10,nan,114,70.00,Offense
2017-18,Penn St.,0,12,35,8,nan,88,43.00,Defensive
2013-14,Oregon St.,13,13,28,19,3,200,47,Offense
2013-14,Oregon St.,0,13,65,16,3,215,81,Defensive
2014-15,Oregon St.,12,12,39,11,1,109,50,Offense
2014-15,Oregon St.,0,12,47,8,1,133,55,Defensive
2015-16,Oregon St.,12,12,22,8,1,96,30,Offense
2015-16,Oregon St.,0,12,49,11,2,164,60,Defensive
2016-17,Oregon St.,12,12,46,7,1,181,53,Offense
2016-17,Oregon St.,0,12,39,11,3,156,50,Defensive
2017-18,Oregon St.,12,12,30,7,1,49,37,Offense
2017-18,Oregon St.,0,12,35,12,2,169,47,Defensive
2013-14,Oregon St.,13,13,28,19,3,200,47,Offense
2013-14,Oregon St.,0,13,65,16,3,215,81,Defensive
2014-15,Oregon St.,12,12,39,11,1,109,50,Offense
2014-15,Oregon St.,0,12,47,8,1,133,55,Defensive
2015-16,Oregon St.,12,12,22,8,1,96,30,Offense
2015-16,Oregon St.,0,12,49,11,2,164,60,Defensive
2016-17,Oregon St.,12,12,46,7,1,181,53,Offense
2016-17,Oregon St.,0,12,39,11,3,156,50,Defensive
2017-18,Oregon St.,12,12,30,7,1,49,37,Offense
2017-18,Oregon St.,0,12,35,12,2,169,47,Defensive
2013-14,Oregon St.,13,13,28,19,3,200,47.00,Offense
2013-14,Oregon St.,0,13,65,16,3,215,81.00,Defensive
2014-15,Oregon St.,12,12,39,11,1,109,50.00,Offense
2014-15,Oregon St.,0,12,47,8,1,133,55.00,Defensive
2015-16,Oregon St.,12,12,22,8,1,96,30.00,Offense
2015-16,Oregon St.,0,12,49,11,2,164,60.00,Defensive
2016-17,Oregon St.,12,12,46,7,1,181,53.00,Offense
2016-17,Oregon St.,0,12,39,11,3,156,50.00,Defensive
2017-18,Oregon St.,12,12,30,7,1,49,37.00,Offense
2017-18,Oregon St.,0,12,35,12,2,169,47.00,Defensive
2013-14,Oregon St.,13,13,28,19,3,200,47.00,Offense
2013-14,Oregon St.,0,13,65,16,3,215,81.00,Defensive
2014-15,Oregon St.,12,12,39,11,1,109,50.00,Offense
2014-15,Oregon St.,0,12,47,8,1,133,55.00,Defensive
2015-16,Oregon St.,12,12,22,8,1,96,30.00,Offense
2015-16,Oregon St.,0,12,49,11,2,164,60.00,Defensive
2016-17,Oregon St.,12,12,46,7,1,181,53.00,Offense
2016-17,Oregon St.,0,12,39,11,3,156,50.00,Defensive
2017-18,Oregon St.,12,12,30,7,1,49,37.00,Offense
2017-18,Oregon St.,0,12,35,12,2,169,47.00,Defensive
2011-12,Oregon,1,1,3,1,nan,22,4.00,Offense
2011-12,Oregon,0,1,4,2,nan,1,6.00,Defensive
2013-14,Oregon,13,13,57,17,3,309,74.00,Offense
2013-14,Oregon,0,13,29,6,nan,54,35.00,Defensive
2014-15,Oregon,15,15,71,13,nan,163,84.00,Offense
2014-15,Oregon,0,15,35,4,nan,8,39.00,Defensive
2015-16,Oregon,13,13,56,13,1,118,69.00,Offense
2015-16,Oregon,0,13,35,10,nan,85,45.00,Defensive
2016-17,Oregon,12,12,46,9,nan,154,55.00,Offense
2016-17,Oregon,0,12,49,6,nan,39,55.00,Defensive
2017-18,Oregon,12,12,63,13,1,142,76.00,Offense
2017-18,Oregon,0,12,19,10,nan,181,29.00,Defensive
2011-12,Oregon,1,1,3,1,nan,22,4.00,Offense
2011-12,Oregon,0,1,4,2,nan,1,6.00,Defensive
2013-14,Oregon,13,13,57,17,3,309,74.00,Offense
2013-14,Oregon,0,13,29,6,nan,54,35.00,Defensive
2014-15,Oregon,15,15,71,13,nan,163,84.00,Offense
2014-15,Oregon,0,15,35,4,nan,8,39.00,Defensive
2015-16,Oregon,13,13,56,13,1,118,69.00,Offense
2015-16,Oregon,0,13,35,10,nan,85,45.00,Defensive
2016-17,Oregon,12,12,46,9,nan,154,55.00,Offense
2016-17,Oregon,0,12,49,6,nan,39,55.00,Defensive
2017-18,Oregon,12,12,63,13,1,142,76.00,Offense
2017-18,Oregon,0,12,19,10,nan,181,29.00,Defensive
2011-12,Oregon,1,1,3,1,nan,22,4,Offense
2011-12,Oregon,0,1,4,2,nan,1,6,Defensive
2013-14,Oregon,13,13,57,17,3,309,74,Offense
2013-14,Oregon,0,13,29,6,nan,54,35,Defensive
2014-15,Oregon,15,15,71,13,nan,163,84,Offense
2014-15,Oregon,0,15,35,4,nan,8,39,Defensive
2015-16,Oregon,13,13,56,13,1,118,69,Offense
2015-16,Oregon,0,13,35,10,nan,85,45,Defensive
2016-17,Oregon,12,12,46,9,nan,154,55,Offense
2016-17,Oregon,0,12,49,6,nan,39,55,Defensive
2017-18,Oregon,12,12,63,13,1,142,76,Offense
2017-18,Oregon,0,12,19,10,nan,181,29,Defensive
2013-14,San Jose St.,12,12,38,12,nan,58,50,Offense
2013-14,San Jose St.,0,12,38,14,nan,43,52,Defensive
2014-15,San Jose St.,12,12,38,6,nan,40,44,Offense
2014-15,San Jose St.,0,12,30,14,1,174,44,Defensive
2015-16,San Jose St.,13,13,36,9,2,206,45,Offense
2015-16,San Jose St.,0,13,35,12,1,70,47,Defensive
2016-17,San Jose St.,12,12,34,10,nan,149,44,Offense
2016-17,San Jose St.,0,12,54,15,2,147,69,Defensive
2017-18,San Jose St.,13,13,43,6,1,137,49,Offense
2017-18,San Jose St.,0,13,55,20,3,311,75,Defensive
2013-14,San Diego St.,13,13,45,8,1,54,53.00,Offense
2013-14,San Diego St.,0,13,52,14,1,103,66.00,Defensive
2014-15,San Diego St.,13,13,48,14,1,182,62.00,Offense
2014-15,San Diego St.,0,13,43,15,1,224,58.00,Defensive
2015-16,San Diego St.,14,14,52,23,4,308,75.00,Offense
2015-16,San Diego St.,0,14,30,3,nan,nan,33.00,Defensive
2016-17,San Diego St.,14,14,61,26,5,364,87.00,Offense
2016-17,San Diego St.,0,14,25,6,nan,27,31.00,Defensive
2017-18,San Diego St.,12,12,39,13,1,175,52.00,Offense
2017-18,San Diego St.,0,12,26,3,nan,58,29.00,Defensive
2013-14,San Diego St.,13,13,45,8,1,54,53,Offense
2013-14,San Diego St.,0,13,52,14,1,103,66,Defensive
2014-15,San Diego St.,13,13,48,14,1,182,62,Offense
2014-15,San Diego St.,0,13,43,15,1,224,58,Defensive
2015-16,San Diego St.,14,14,52,23,4,308,75,Offense
2015-16,San Diego St.,0,14,30,3,nan,nan,33,Defensive
2016-17,San Diego St.,14,14,61,26,5,364,87,Offense
2016-17,San Diego St.,0,14,25,6,nan,27,31,Defensive
2017-18,San Diego St.,12,12,39,13,1,175,52,Offense
2017-18,San Diego St.,0,12,26,3,nan,58,29,Defensive
2013-14,San Diego St.,13,13,45,8,1,54,53,Offense
2013-14,San Diego St.,0,13,52,14,1,103,66,Defensive
2014-15,San Diego St.,13,13,48,14,1,182,62,Offense
2014-15,San Diego St.,0,13,43,15,1,224,58,Defensive
2015-16,San Diego St.,14,14,52,23,4,308,75,Offense
2015-16,San Diego St.,0,14,30,3,nan,nan,33,Defensive
2016-17,San Diego St.,14,14,61,26,5,364,87,Offense
2016-17,San Diego St.,0,14,25,6,nan,27,31,Defensive
2017-18,San Diego St.,12,12,39,13,1,175,52,Offense
2017-18,San Diego St.,0,12,26,3,nan,58,29,Defensive
2013-14,San Diego St.,13,13,45,8,1,54,53.00,Offense
2013-14,San Diego St.,0,13,52,14,1,103,66.00,Defensive
2014-15,San Diego St.,13,13,48,14,1,182,62.00,Offense
2014-15,San Diego St.,0,13,43,15,1,224,58.00,Defensive
2015-16,San Diego St.,14,14,52,23,4,308,75.00,Offense
2015-16,San Diego St.,0,14,30,3,nan,nan,33.00,Defensive
2016-17,San Diego St.,14,14,61,26,5,364,87.00,Offense
2016-17,San Diego St.,0,14,25,6,nan,27,31.00,Defensive
2017-18,San Diego St.,12,12,39,13,1,175,52.00,Offense
2017-18,San Diego St.,0,12,26,3,nan,58,29.00,Defensive
2013-14,SMU,12,12,45,11,1,96,56,Offense
2013-14,SMU,0,12,67,12,1,285,79,Defensive
2014-15,SMU,12,12,33,6,nan,14,39,Offense
2014-15,SMU,0,12,53,14,nan,113,67,Defensive
2015-16,SMU,12,12,28,10,nan,82,38,Offense
2015-16,SMU,0,12,40,8,2,142,48,Defensive
2016-17,SMU,12,12,36,18,4,416,54,Offense
2016-17,SMU,0,12,50,17,2,309,67,Defensive
2017-18,SMU,12,12,39,12,2,168,51,Offense
2017-18,SMU,0,12,53,10,1,127,63,Defensive
2013-14,SMU,12,12,45,11,1,96,56,Offense
2013-14,SMU,0,12,67,12,1,285,79,Defensive
2014-15,SMU,12,12,33,6,nan,14,39,Offense
2014-15,SMU,0,12,53,14,nan,113,67,Defensive
2015-16,SMU,12,12,28,10,nan,82,38,Offense
2015-16,SMU,0,12,40,8,2,142,48,Defensive
2016-17,SMU,12,12,36,18,4,416,54,Offense
2016-17,SMU,0,12,50,17,2,309,67,Defensive
2017-18,SMU,12,12,39,12,2,168,51,Offense
2017-18,SMU,0,12,53,10,1,127,63,Defensive
2013-14,SMU,12,12,45,11,1,96,56.00,Offense
2013-14,SMU,0,12,67,12,1,285,79.00,Defensive
2014-15,SMU,12,12,33,6,nan,14,39.00,Offense
2014-15,SMU,0,12,53,14,nan,113,67.00,Defensive
2015-16,SMU,12,12,28,10,nan,82,38.00,Offense
2015-16,SMU,0,12,40,8,2,142,48.00,Defensive
2016-17,SMU,12,12,36,18,4,416,54.00,Offense
2016-17,SMU,0,12,50,17,2,309,67.00,Defensive
2017-18,SMU,12,12,39,12,2,168,51.00,Offense
2017-18,SMU,0,12,53,10,1,127,63.00,Defensive
2013-14,SMU,12,12,45,11,1,96,56.00,Offense
2013-14,SMU,0,12,67,12,1,285,79.00,Defensive
2014-15,SMU,12,12,33,6,nan,14,39.00,Offense
2014-15,SMU,0,12,53,14,nan,113,67.00,Defensive
2015-16,SMU,12,12,28,10,nan,82,38.00,Offense
2015-16,SMU,0,12,40,8,2,142,48.00,Defensive
2016-17,SMU,12,12,36,18,4,416,54.00,Offense
2016-17,SMU,0,12,50,17,2,309,67.00,Defensive
2017-18,SMU,12,12,39,12,2,168,51.00,Offense
2017-18,SMU,0,12,53,10,1,127,63.00,Defensive
2013-14,Rutgers,13,13,49,8,nan,47,57.00,Offense
2013-14,Rutgers,0,13,49,22,1,157,71.00,Defensive
2014-15,Rutgers,13,13,37,7,nan,42,44.00,Offense
2014-15,Rutgers,0,13,31,13,nan,65,44.00,Defensive
2015-16,Rutgers,12,12,42,13,1,117,55.00,Offense
2015-16,Rutgers,0,12,36,12,nan,105,48.00,Defensive
2016-17,Rutgers,11,11,35,7,1,97,42.00,Offense
2016-17,Rutgers,0,11,29,6,2,164,35.00,Defensive
2017-18,Rutgers,12,12,57,12,2,154,69.00,Offense
2017-18,Rutgers,0,12,40,11,nan,115,51.00,Defensive
2013-14,Rutgers,13,13,49,8,nan,47,57,Offense
2013-14,Rutgers,0,13,49,22,1,157,71,Defensive
2014-15,Rutgers,13,13,37,7,nan,42,44,Offense
2014-15,Rutgers,0,13,31,13,nan,65,44,Defensive
2015-16,Rutgers,12,12,42,13,1,117,55,Offense
2015-16,Rutgers,0,12,36,12,nan,105,48,Defensive
2016-17,Rutgers,11,11,35,7,1,97,42,Offense
2016-17,Rutgers,0,11,29,6,2,164,35,Defensive
2017-18,Rutgers,12,12,57,12,2,154,69,Offense
2017-18,Rutgers,0,12,40,11,nan,115,51,Defensive
2013-14,Rutgers,13,13,49,8,nan,47,57,Offense
2013-14,Rutgers,0,13,49,22,1,157,71,Defensive
2014-15,Rutgers,13,13,37,7,nan,42,44,Offense
2014-15,Rutgers,0,13,31,13,nan,65,44,Defensive
2015-16,Rutgers,12,12,42,13,1,117,55,Offense
2015-16,Rutgers,0,12,36,12,nan,105,48,Defensive
2016-17,Rutgers,11,11,35,7,1,97,42,Offense
2016-17,Rutgers,0,11,29,6,2,164,35,Defensive
2017-18,Rutgers,12,12,57,12,2,154,69,Offense
2017-18,Rutgers,0,12,40,11,nan,115,51,Defensive
2013-14,Rutgers,13,13,49,8,nan,47,57.00,Offense
2013-14,Rutgers,0,13,49,22,1,157,71.00,Defensive
2014-15,Rutgers,13,13,37,7,nan,42,44.00,Offense
2014-15,Rutgers,0,13,31,13,nan,65,44.00,Defensive
2015-16,Rutgers,12,12,42,13,1,117,55.00,Offense
2015-16,Rutgers,0,12,36,12,nan,105,48.00,Defensive
2016-17,Rutgers,11,11,35,7,1,97,42.00,Offense
2016-17,Rutgers,0,11,29,6,2,164,35.00,Defensive
2017-18,Rutgers,12,12,57,12,2,154,69.00,Offense
2017-18,Rutgers,0,12,40,11,nan,115,51.00,Defensive
2013-14,Rice,14,14,61,14,1,113,75.00,Offense
2013-14,Rice,0,14,50,9,nan,83,59.00,Defensive
2014-15,Rice,13,13,60,9,1,167,69.00,Offense
2014-15,Rice,0,13,42,8,nan,123,50.00,Defensive
2015-16,Rice,12,12,30,2,nan,37,32.00,Offense
2015-16,Rice,0,12,33,9,nan,101,42.00,Defensive
2016-17,Rice,12,12,38,5,1,23,43.00,Offense
2016-17,Rice,0,12,59,10,1,120,69.00,Defensive
2017-18,Rice,12,12,33,3,1,80,36.00,Offense
2017-18,Rice,0,12,31,16,3,252,47.00,Defensive
2013-14,Rice,14,14,61,14,1,113,75.00,Offense
2013-14,Rice,0,14,50,9,nan,83,59.00,Defensive
2014-15,Rice,13,13,60,9,1,167,69.00,Offense
2014-15,Rice,0,13,42,8,nan,123,50.00,Defensive
2015-16,Rice,12,12,30,2,nan,37,32.00,Offense
2015-16,Rice,0,12,33,9,nan,101,42.00,Defensive
2016-17,Rice,12,12,38,5,1,23,43.00,Offense
2016-17,Rice,0,12,59,10,1,120,69.00,Defensive
2017-18,Rice,12,12,33,3,1,80,36.00,Offense
2017-18,Rice,0,12,31,16,3,252,47.00,Defensive
2013-14,Rice,14,14,61,14,1,113,75,Offense
2013-14,Rice,0,14,50,9,nan,83,59,Defensive
2014-15,Rice,13,13,60,9,1,167,69,Offense
2014-15,Rice,0,13,42,8,nan,123,50,Defensive
2015-16,Rice,12,12,30,2,nan,37,32,Offense
2015-16,Rice,0,12,33,9,nan,101,42,Defensive
2016-17,Rice,12,12,38,5,1,23,43,Offense
2016-17,Rice,0,12,59,10,1,120,69,Defensive
2017-18,Rice,12,12,33,3,1,80,36,Offense
2017-18,Rice,0,12,31,16,3,252,47,Defensive
2013-14,Rice,14,14,61,14,1,113,75,Offense
2013-14,Rice,0,14,50,9,nan,83,59,Defensive
2014-15,Rice,13,13,60,9,1,167,69,Offense
2014-15,Rice,0,13,42,8,nan,123,50,Defensive
2015-16,Rice,12,12,30,2,nan,37,32,Offense
2015-16,Rice,0,12,33,9,nan,101,42,Defensive
2016-17,Rice,12,12,38,5,1,23,43,Offense
2016-17,Rice,0,12,59,10,1,120,69,Defensive
2017-18,Rice,12,12,33,3,1,80,36,Offense
2017-18,Rice,0,12,31,16,3,252,47,Defensive
2013-14,Southern California,14,14,51,17,1,150,68.00,Offense
2013-14,Southern California,0,14,35,9,4,209,44.00,Defensive
2014-15,Southern California,13,13,70,14,2,212,84.00,Offense
2014-15,Southern California,0,13,35,5,nan,11,40.00,Defensive
2015-16,Southern California,14,14,41,14,2,284,55.00,Offense
2015-16,Southern California,0,14,37,7,nan,42,44.00,Defensive
2016-17,Southern California,13,13,61,14,1,131,75.00,Offense
2016-17,Southern California,0,13,51,11,1,159,62.00,Defensive
2017-18,Southern California,13,13,66,16,3,209,82.00,Offense
2017-18,Southern California,0,13,37,12,1,172,49.00,Defensive
2013-14,Southern California,14,14,51,17,1,150,68,Offense
2013-14,Southern California,0,14,35,9,4,209,44,Defensive
2014-15,Southern California,13,13,70,14,2,212,84,Offense
2014-15,Southern California,0,13,35,5,nan,11,40,Defensive
2015-16,Southern California,14,14,41,14,2,284,55,Offense
2015-16,Southern California,0,14,37,7,nan,42,44,Defensive
2016-17,Southern California,13,13,61,14,1,131,75,Offense
2016-17,Southern California,0,13,51,11,1,159,62,Defensive
2017-18,Southern California,13,13,66,16,3,209,82,Offense
2017-18,Southern California,0,13,37,12,1,172,49,Defensive
2013-14,Southern California,14,14,51,17,1,150,68,Offense
2013-14,Southern California,0,14,35,9,4,209,44,Defensive
2014-15,Southern California,13,13,70,14,2,212,84,Offense
2014-15,Southern California,0,13,35,5,nan,11,40,Defensive
2015-16,Southern California,14,14,41,14,2,284,55,Offense
2015-16,Southern California,0,14,37,7,nan,42,44,Defensive
2016-17,Southern California,13,13,61,14,1,131,75,Offense
2016-17,Southern California,0,13,51,11,1,159,62,Defensive
2017-18,Southern California,13,13,66,16,3,209,82,Offense
2017-18,Southern California,0,13,37,12,1,172,49,Defensive
2013-14,Southern California,14,14,51,17,1,150,68.00,Offense
2013-14,Southern California,0,14,35,9,4,209,44.00,Defensive
2014-15,Southern California,13,13,70,14,2,212,84.00,Offense
2014-15,Southern California,0,13,35,5,nan,11,40.00,Defensive
2015-16,Southern California,14,14,41,14,2,284,55.00,Offense
2015-16,Southern California,0,14,37,7,nan,42,44.00,Defensive
2016-17,Southern California,13,13,61,14,1,131,75.00,Offense
2016-17,Southern California,0,13,51,11,1,159,62.00,Defensive
2017-18,Southern California,13,13,66,16,3,209,82.00,Offense
2017-18,Southern California,0,13,37,12,1,172,49.00,Defensive
2013-14,South Fla.,12,12,25,11,1,56,36.00,Offense
2013-14,South Fla.,0,12,40,16,5,414,56.00,Defensive
2014-15,South Fla.,12,12,22,6,1,46,28.00,Offense
2014-15,South Fla.,0,12,38,11,2,145,49.00,Defensive
2015-16,South Fla.,13,13,41,17,1,226,58.00,Offense
