Year,Team,GP,G,FF,FRet,FRetTD,FRetYds,OffenseDefense
2013-14,Tulsa,12,12,9,3,2,175,Offense
2013-14,Tulsa,0,12,10,2,1,13,Defensive
2014-15,Tulsa,12,12,12,2,1,26,Offense
2014-15,Tulsa,0,12,6,2,nan,8,Defensive
2015-16,Tulsa,13,13,14,nan,nan,nan,Offense
2015-16,Tulsa,0,13,13,2,nan,21,Defensive
2016-17,Tulsa,13,13,12,1,1,44,Offense
2016-17,Tulsa,0,13,9,3,1,37,Defensive
2017-18,Tulsa,12,12,8,3,2,32,Offense
2017-18,Tulsa,0,12,4,1,1,82,Defensive
2013-14,Tulsa,12,12,9,3,2,175,Offense
2013-14,Tulsa,0,12,10,2,1,13,Defensive
2014-15,Tulsa,12,12,12,2,1,26,Offense
2014-15,Tulsa,0,12,6,2,nan,8,Defensive
2015-16,Tulsa,13,13,14,nan,nan,nan,Offense
2015-16,Tulsa,0,13,13,2,nan,21,Defensive
2016-17,Tulsa,13,13,12,1,1,44,Offense
2016-17,Tulsa,0,13,9,3,1,37,Defensive
2017-18,Tulsa,12,12,8,3,2,32,Offense
2017-18,Tulsa,0,12,4,1,1,82,Defensive
2013-14,Tulsa,12,12,9,3,2,175,Offense
2013-14,Tulsa,0,12,10,2,1,13,Defensive
2014-15,Tulsa,12,12,12,2,1,26,Offense
2014-15,Tulsa,0,12,6,2,nan,8,Defensive
2015-16,Tulsa,13,13,14,nan,nan,nan,Offense
2015-16,Tulsa,0,13,13,2,nan,21,Defensive
2016-17,Tulsa,13,13,12,1,1,44,Offense
2016-17,Tulsa,0,13,9,3,1,37,Defensive
2017-18,Tulsa,12,12,8,3,2,32,Offense
2017-18,Tulsa,0,12,4,1,1,82,Defensive
2013-14,Utah,12,12,13,3,1,42,Offense
2013-14,Utah,0,12,9,1,nan,42,Defensive
2014-15,Utah,13,13,10,4,1,71,Offense
2014-15,Utah,0,13,11,2,2,131,Defensive
2015-16,Utah,13,13,16,2,2,91,Offense
2015-16,Utah,0,13,9,nan,nan,nan,Defensive
2016-17,Utah,13,13,17,nan,1,nan,Offense
2016-17,Utah,0,13,21,2,1,13,Defensive
2017-18,Utah,12,12,10,3,1,25,Offense
2017-18,Utah,0,12,14,2,1,56,Defensive
2013-14,Utah,12,12,13,3,1,42,Offense
2013-14,Utah,0,12,9,1,nan,42,Defensive
2014-15,Utah,13,13,10,4,1,71,Offense
2014-15,Utah,0,13,11,2,2,131,Defensive
2015-16,Utah,13,13,16,2,2,91,Offense
2015-16,Utah,0,13,9,nan,nan,nan,Defensive
2016-17,Utah,13,13,17,nan,1,nan,Offense
2016-17,Utah,0,13,21,2,1,13,Defensive
2017-18,Utah,12,12,10,3,1,25,Offense
2017-18,Utah,0,12,14,2,1,56,Defensive
2013-14,Utah St.,14,14,14,1,1,86,Offense
2013-14,Utah St.,0,14,13,4,1,93,Defensive
2014-15,Utah St.,14,14,11,4,3,111,Offense
2014-15,Utah St.,0,14,11,nan,nan,nan,Defensive
2015-16,Utah St.,13,13,15,3,2,116,Offense
2015-16,Utah St.,0,13,14,3,1,100,Defensive
2016-17,Utah St.,12,12,4,2,nan,47,Offense
2016-17,Utah St.,0,12,10,1,2,52,Defensive
2017-18,Utah St.,12,12,17,3,2,121,Offense
2017-18,Utah St.,0,12,11,nan,1,nan,Defensive
2013-14,Utah St.,14,14,14,1,1,86,Offense
2013-14,Utah St.,0,14,13,4,1,93,Defensive
2014-15,Utah St.,14,14,11,4,3,111,Offense
2014-15,Utah St.,0,14,11,nan,nan,nan,Defensive
2015-16,Utah St.,13,13,15,3,2,116,Offense
2015-16,Utah St.,0,13,14,3,1,100,Defensive
2016-17,Utah St.,12,12,4,2,nan,47,Offense
2016-17,Utah St.,0,12,10,1,2,52,Defensive
2017-18,Utah St.,12,12,17,3,2,121,Offense
2017-18,Utah St.,0,12,11,nan,1,nan,Defensive
2013-14,Utah St.,14,14,14,1,1,86,Offense
2013-14,Utah St.,0,14,13,4,1,93,Defensive
2014-15,Utah St.,14,14,11,4,3,111,Offense
2014-15,Utah St.,0,14,11,nan,nan,nan,Defensive
2015-16,Utah St.,13,13,15,3,2,116,Offense
2015-16,Utah St.,0,13,14,3,1,100,Defensive
2016-17,Utah St.,12,12,4,2,nan,47,Offense
2016-17,Utah St.,0,12,10,1,2,52,Defensive
2017-18,Utah St.,12,12,17,3,2,121,Offense
2017-18,Utah St.,0,12,11,nan,1,nan,Defensive
2013-14,Utah St.,14,14,14,1,1,86,Offense
2013-14,Utah St.,0,14,13,4,1,93,Defensive
2014-15,Utah St.,14,14,11,4,3,111,Offense
2014-15,Utah St.,0,14,11,nan,nan,nan,Defensive
2015-16,Utah St.,13,13,15,3,2,116,Offense
2015-16,Utah St.,0,13,14,3,1,100,Defensive
2016-17,Utah St.,12,12,4,2,nan,47,Offense
2016-17,Utah St.,0,12,10,1,2,52,Defensive
2017-18,Utah St.,12,12,17,3,2,121,Offense
2017-18,Utah St.,0,12,11,nan,1,nan,Defensive
2013-14,UTSA,12,12,7,2,2,32,Offense
2013-14,UTSA,0,12,8,4,2,74,Defensive
2014-15,UTSA,12,12,13,2,nan,14,Offense
2014-15,UTSA,0,12,10,2,1,17,Defensive
2015-16,UTSA,12,12,10,2,nan,8,Offense
2015-16,UTSA,0,12,11,5,4,98,Defensive
2016-17,UTSA,13,13,12,2,1,63,Offense
2016-17,UTSA,0,13,9,2,1,20,Defensive
2017-18,UTSA,11,11,8,2,2,56,Offense
2017-18,UTSA,0,11,8,nan,nan,nan,Defensive
2013-14,UTSA,12,12,7,2,2,32,Offense
2013-14,UTSA,0,12,8,4,2,74,Defensive
2014-15,UTSA,12,12,13,2,nan,14,Offense
2014-15,UTSA,0,12,10,2,1,17,Defensive
2015-16,UTSA,12,12,10,2,nan,8,Offense
2015-16,UTSA,0,12,11,5,4,98,Defensive
2016-17,UTSA,13,13,12,2,1,63,Offense
2016-17,UTSA,0,13,9,2,1,20,Defensive
2017-18,UTSA,11,11,8,2,2,56,Offense
2017-18,UTSA,0,11,8,nan,nan,nan,Defensive
2013-14,UTSA,12,12,7,2,2,32,Offense
2013-14,UTSA,0,12,8,4,2,74,Defensive
2014-15,UTSA,12,12,13,2,nan,14,Offense
2014-15,UTSA,0,12,10,2,1,17,Defensive
2015-16,UTSA,12,12,10,2,nan,8,Offense
2015-16,UTSA,0,12,11,5,4,98,Defensive
2016-17,UTSA,13,13,12,2,1,63,Offense
2016-17,UTSA,0,13,9,2,1,20,Defensive
2017-18,UTSA,11,11,8,2,2,56,Offense
2017-18,UTSA,0,11,8,nan,nan,nan,Defensive
2013-14,UTSA,12,12,7,2,2,32,Offense
2013-14,UTSA,0,12,8,4,2,74,Defensive
2014-15,UTSA,12,12,13,2,nan,14,Offense
2014-15,UTSA,0,12,10,2,1,17,Defensive
2015-16,UTSA,12,12,10,2,nan,8,Offense
2015-16,UTSA,0,12,11,5,4,98,Defensive
2016-17,UTSA,13,13,12,2,1,63,Offense
2016-17,UTSA,0,13,9,2,1,20,Defensive
2017-18,UTSA,11,11,8,2,2,56,Offense
2017-18,UTSA,0,11,8,nan,nan,nan,Defensive
2013-14,UTEP,12,12,9,2,1,63,Offense
2013-14,UTEP,0,12,12,2,nan,3,Defensive
2014-15,UTEP,13,13,14,3,1,66,Offense
2014-15,UTEP,0,13,11,4,2,13,Defensive
2015-16,UTEP,12,12,4,nan,nan,nan,Offense
2015-16,UTEP,0,12,14,2,1,34,Defensive
2016-17,UTEP,12,12,4,1,1,27,Offense
2016-17,UTEP,0,12,9,3,2,63,Defensive
2017-18,UTEP,12,12,7,2,2,71,Offense
2017-18,UTEP,0,12,5,1,nan,3,Defensive
2013-14,UTEP,12,12,9,2,1,63,Offense
2013-14,UTEP,0,12,12,2,nan,3,Defensive
2014-15,UTEP,13,13,14,3,1,66,Offense
2014-15,UTEP,0,13,11,4,2,13,Defensive
2015-16,UTEP,12,12,4,nan,nan,nan,Offense
2015-16,UTEP,0,12,14,2,1,34,Defensive
2016-17,UTEP,12,12,4,1,1,27,Offense
2016-17,UTEP,0,12,9,3,2,63,Defensive
2017-18,UTEP,12,12,7,2,2,71,Offense
2017-18,UTEP,0,12,5,1,nan,3,Defensive
2013-14,UTEP,12,12,9,2,1,63,Offense
2013-14,UTEP,0,12,12,2,nan,3,Defensive
2014-15,UTEP,13,13,14,3,1,66,Offense
2014-15,UTEP,0,13,11,4,2,13,Defensive
2015-16,UTEP,12,12,4,nan,nan,nan,Offense
2015-16,UTEP,0,12,14,2,1,34,Defensive
2016-17,UTEP,12,12,4,1,1,27,Offense
2016-17,UTEP,0,12,9,3,2,63,Defensive
2017-18,UTEP,12,12,7,2,2,71,Offense
2017-18,UTEP,0,12,5,1,nan,3,Defensive
2013-14,UTEP,12,12,9,2,1,63,Offense
2013-14,UTEP,0,12,12,2,nan,3,Defensive
2014-15,UTEP,13,13,14,3,1,66,Offense
2014-15,UTEP,0,13,11,4,2,13,Defensive
2015-16,UTEP,12,12,4,nan,nan,nan,Offense
2015-16,UTEP,0,12,14,2,1,34,Defensive
2016-17,UTEP,12,12,4,1,1,27,Offense
2016-17,UTEP,0,12,9,3,2,63,Defensive
2017-18,UTEP,12,12,7,2,2,71,Offense
2017-18,UTEP,0,12,5,1,nan,3,Defensive
2013-14,UNLV,13,13,11,2,nan,30,Offense
2013-14,UNLV,0,13,5,1,1,36,Defensive
2014-15,UNLV,13,13,9,1,nan,6,Offense
2014-15,UNLV,0,13,5,nan,nan,nan,Defensive
2015-16,UNLV,12,12,8,1,1,1,Offense
2015-16,UNLV,0,12,9,2,nan,5,Defensive
2016-17,UNLV,12,12,15,3,2,61,Offense
2016-17,UNLV,0,12,3,nan,1,nan,Defensive
2017-18,UNLV,12,12,15,4,nan,85,Offense
2017-18,UNLV,0,12,10,2,1,87,Defensive
2013-14,UNLV,13,13,11,2,nan,30,Offense
2013-14,UNLV,0,13,5,1,1,36,Defensive
2014-15,UNLV,13,13,9,1,nan,6,Offense
2014-15,UNLV,0,13,5,nan,nan,nan,Defensive
2015-16,UNLV,12,12,8,1,1,1,Offense
2015-16,UNLV,0,12,9,2,nan,5,Defensive
2016-17,UNLV,12,12,15,3,2,61,Offense
2016-17,UNLV,0,12,3,nan,1,nan,Defensive
2017-18,UNLV,12,12,15,4,nan,85,Offense
2017-18,UNLV,0,12,10,2,1,87,Defensive
2013-14,UNLV,13,13,11,2,nan,30,Offense
2013-14,UNLV,0,13,5,1,1,36,Defensive
2014-15,UNLV,13,13,9,1,nan,6,Offense
2014-15,UNLV,0,13,5,nan,nan,nan,Defensive
2015-16,UNLV,12,12,8,1,1,1,Offense
2015-16,UNLV,0,12,9,2,nan,5,Defensive
2016-17,UNLV,12,12,15,3,2,61,Offense
2016-17,UNLV,0,12,3,nan,1,nan,Defensive
2017-18,UNLV,12,12,15,4,nan,85,Offense
2017-18,UNLV,0,12,10,2,1,87,Defensive
2013-14,Wake Forest,12,12,10,2,1,61,Offense
2013-14,Wake Forest,0,12,9,1,1,23,Defensive
2014-15,Wake Forest,12,12,12,nan,1,nan,Offense
2014-15,Wake Forest,0,12,9,3,3,129,Defensive
2015-16,Wake Forest,12,12,6,nan,nan,nan,Offense
2015-16,Wake Forest,0,12,9,nan,nan,nan,Defensive
2016-17,Wake Forest,13,13,15,3,1,127,Offense
2016-17,Wake Forest,0,13,10,1,nan,7,Defensive
2017-18,Wake Forest,12,12,12,nan,nan,nan,Offense
2017-18,Wake Forest,0,12,8,2,nan,9,Defensive
2013-14,Wake Forest,12,12,10,2,1,61,Offense
2013-14,Wake Forest,0,12,9,1,1,23,Defensive
2014-15,Wake Forest,12,12,12,nan,1,nan,Offense
2014-15,Wake Forest,0,12,9,3,3,129,Defensive
2015-16,Wake Forest,12,12,6,nan,nan,nan,Offense
2015-16,Wake Forest,0,12,9,nan,nan,nan,Defensive
2016-17,Wake Forest,13,13,15,3,1,127,Offense
2016-17,Wake Forest,0,13,10,1,nan,7,Defensive
2017-18,Wake Forest,12,12,12,nan,nan,nan,Offense
2017-18,Wake Forest,0,12,8,2,nan,9,Defensive
2013-14,Wake Forest,12,12,10,2,1,61,Offense
2013-14,Wake Forest,0,12,9,1,1,23,Defensive
2014-15,Wake Forest,12,12,12,nan,1,nan,Offense
2014-15,Wake Forest,0,12,9,3,3,129,Defensive
2015-16,Wake Forest,12,12,6,nan,nan,nan,Offense
2015-16,Wake Forest,0,12,9,nan,nan,nan,Defensive
2016-17,Wake Forest,13,13,15,3,1,127,Offense
2016-17,Wake Forest,0,13,10,1,nan,7,Defensive
2017-18,Wake Forest,12,12,12,nan,nan,nan,Offense
2017-18,Wake Forest,0,12,8,2,nan,9,Defensive
2013-14,Virginia Tech,13,13,8,2,nan,39,Offense
2013-14,Virginia Tech,0,13,5,nan,nan,nan,Defensive
2014-15,Virginia Tech,13,13,9,3,2,97,Offense
2014-15,Virginia Tech,0,13,15,3,nan,12,Defensive
2015-16,Virginia Tech,13,13,18,4,2,80,Offense
2015-16,Virginia Tech,0,13,10,2,1,91,Defensive
2016-17,Virginia Tech,14,14,9,3,2,88,Offense
2016-17,Virginia Tech,0,14,15,1,1,71,Defensive
2017-18,Virginia Tech,12,12,11,1,1,12,Offense
2017-18,Virginia Tech,0,12,4,2,nan,37,Defensive
2013-14,Virginia Tech,13,13,8,2,nan,39,Offense
2013-14,Virginia Tech,0,13,5,nan,nan,nan,Defensive
2014-15,Virginia Tech,13,13,9,3,2,97,Offense
2014-15,Virginia Tech,0,13,15,3,nan,12,Defensive
2015-16,Virginia Tech,13,13,18,4,2,80,Offense
2015-16,Virginia Tech,0,13,10,2,1,91,Defensive
2016-17,Virginia Tech,14,14,9,3,2,88,Offense
2016-17,Virginia Tech,0,14,15,1,1,71,Defensive
2017-18,Virginia Tech,12,12,11,1,1,12,Offense
2017-18,Virginia Tech,0,12,4,2,nan,37,Defensive
2013-14,Virginia Tech,13,13,8,2,nan,39,Offense
2013-14,Virginia Tech,0,13,5,nan,nan,nan,Defensive
2014-15,Virginia Tech,13,13,9,3,2,97,Offense
2014-15,Virginia Tech,0,13,15,3,nan,12,Defensive
2015-16,Virginia Tech,13,13,18,4,2,80,Offense
2015-16,Virginia Tech,0,13,10,2,1,91,Defensive
2016-17,Virginia Tech,14,14,9,3,2,88,Offense
2016-17,Virginia Tech,0,14,15,1,1,71,Defensive
2017-18,Virginia Tech,12,12,11,1,1,12,Offense
2017-18,Virginia Tech,0,12,4,2,nan,37,Defensive
2013-14,Virginia Tech,13,13,8,2,nan,39,Offense
2013-14,Virginia Tech,0,13,5,nan,nan,nan,Defensive
2014-15,Virginia Tech,13,13,9,3,2,97,Offense
2014-15,Virginia Tech,0,13,15,3,nan,12,Defensive
2015-16,Virginia Tech,13,13,18,4,2,80,Offense
2015-16,Virginia Tech,0,13,10,2,1,91,Defensive
2016-17,Virginia Tech,14,14,9,3,2,88,Offense
2016-17,Virginia Tech,0,14,15,1,1,71,Defensive
2017-18,Virginia Tech,12,12,11,1,1,12,Offense
2017-18,Virginia Tech,0,12,4,2,nan,37,Defensive
2013-14,Virginia,12,12,13,nan,nan,nan,Offense
2013-14,Virginia,0,12,13,1,1,72,Defensive
2014-15,Virginia,12,12,13,3,1,34,Offense
2014-15,Virginia,0,12,10,2,1,76,Defensive
2015-16,Virginia,12,12,16,4,2,82,Offense
2015-16,Virginia,0,12,10,2,1,54,Defensive
2016-17,Virginia,12,12,12,nan,1,nan,Offense
2016-17,Virginia,0,12,8,1,1,70,Defensive
2017-18,Virginia,12,12,8,1,nan,3,Offense
2017-18,Virginia,0,12,17,1,nan,13,Defensive
2013-14,Virginia,12,12,13,nan,nan,nan,Offense
2013-14,Virginia,0,12,13,1,1,72,Defensive
2014-15,Virginia,12,12,13,3,1,34,Offense
2014-15,Virginia,0,12,10,2,1,76,Defensive
2015-16,Virginia,12,12,16,4,2,82,Offense
2015-16,Virginia,0,12,10,2,1,54,Defensive
2016-17,Virginia,12,12,12,nan,1,nan,Offense
2016-17,Virginia,0,12,8,1,1,70,Defensive
2017-18,Virginia,12,12,8,1,nan,3,Offense
2017-18,Virginia,0,12,17,1,nan,13,Defensive
2013-14,Virginia,12,12,13,nan,nan,nan,Offense
2013-14,Virginia,0,12,13,1,1,72,Defensive
2014-15,Virginia,12,12,13,3,1,34,Offense
2014-15,Virginia,0,12,10,2,1,76,Defensive
2015-16,Virginia,12,12,16,4,2,82,Offense
2015-16,Virginia,0,12,10,2,1,54,Defensive
2016-17,Virginia,12,12,12,nan,1,nan,Offense
2016-17,Virginia,0,12,8,1,1,70,Defensive
2017-18,Virginia,12,12,8,1,nan,3,Offense
2017-18,Virginia,0,12,17,1,nan,13,Defensive
2013-14,Virginia,12,12,13,nan,nan,nan,Offense
2013-14,Virginia,0,12,13,1,1,72,Defensive
2014-15,Virginia,12,12,13,3,1,34,Offense
2014-15,Virginia,0,12,10,2,1,76,Defensive
2015-16,Virginia,12,12,16,4,2,82,Offense
2015-16,Virginia,0,12,10,2,1,54,Defensive
2016-17,Virginia,12,12,12,nan,1,nan,Offense
2016-17,Virginia,0,12,8,1,1,70,Defensive
2017-18,Virginia,12,12,8,1,nan,3,Offense
2017-18,Virginia,0,12,17,1,nan,13,Defensive
2013-14,Vanderbilt,13,13,13,2,nan,13,Offense
2013-14,Vanderbilt,0,13,9,1,nan,8,Defensive
2014-15,Vanderbilt,12,12,8,1,2,3,Offense
2014-15,Vanderbilt,0,12,9,2,3,106,Defensive
2015-16,Vanderbilt,12,12,14,nan,nan,nan,Offense
2015-16,Vanderbilt,0,12,10,1,nan,11,Defensive
2016-17,Vanderbilt,13,13,13,4,1,114,Offense
2016-17,Vanderbilt,0,13,7,nan,nan,nan,Defensive
2017-18,Vanderbilt,12,12,8,1,nan,15,Offense
2017-18,Vanderbilt,0,12,8,nan,nan,nan,Defensive
2013-14,Vanderbilt,13,13,13,2,nan,13,Offense
2013-14,Vanderbilt,0,13,9,1,nan,8,Defensive
2014-15,Vanderbilt,12,12,8,1,2,3,Offense
2014-15,Vanderbilt,0,12,9,2,3,106,Defensive
2015-16,Vanderbilt,12,12,14,nan,nan,nan,Offense
2015-16,Vanderbilt,0,12,10,1,nan,11,Defensive
2016-17,Vanderbilt,13,13,13,4,1,114,Offense
2016-17,Vanderbilt,0,13,7,nan,nan,nan,Defensive
2017-18,Vanderbilt,12,12,8,1,nan,15,Offense
2017-18,Vanderbilt,0,12,8,nan,nan,nan,Defensive
2013-14,Vanderbilt,13,13,13,2,nan,13,Offense
2013-14,Vanderbilt,0,13,9,1,nan,8,Defensive
2014-15,Vanderbilt,12,12,8,1,2,3,Offense
2014-15,Vanderbilt,0,12,9,2,3,106,Defensive
2015-16,Vanderbilt,12,12,14,nan,nan,nan,Offense
2015-16,Vanderbilt,0,12,10,1,nan,11,Defensive
2016-17,Vanderbilt,13,13,13,4,1,114,Offense
2016-17,Vanderbilt,0,13,7,nan,nan,nan,Defensive
2017-18,Vanderbilt,12,12,8,1,nan,15,Offense
2017-18,Vanderbilt,0,12,8,nan,nan,nan,Defensive
2013-14,Vanderbilt,13,13,13,2,nan,13,Offense
2013-14,Vanderbilt,0,13,9,1,nan,8,Defensive
2014-15,Vanderbilt,12,12,8,1,2,3,Offense
2014-15,Vanderbilt,0,12,9,2,3,106,Defensive
2015-16,Vanderbilt,12,12,14,nan,nan,nan,Offense
2015-16,Vanderbilt,0,12,10,1,nan,11,Defensive
2016-17,Vanderbilt,13,13,13,4,1,114,Offense
2016-17,Vanderbilt,0,13,7,nan,nan,nan,Defensive
2017-18,Vanderbilt,12,12,8,1,nan,15,Offense
2017-18,Vanderbilt,0,12,8,nan,nan,nan,Defensive
2013-14,Utah,12,12,13,3,1,42,Offense
2013-14,Utah,0,12,9,1,nan,42,Defensive
2014-15,Utah,13,13,10,4,1,71,Offense
2014-15,Utah,0,13,11,2,2,131,Defensive
2015-16,Utah,13,13,16,2,2,91,Offense
2015-16,Utah,0,13,9,nan,nan,nan,Defensive
2016-17,Utah,13,13,17,nan,1,nan,Offense
2016-17,Utah,0,13,21,2,1,13,Defensive
2017-18,Utah,12,12,10,3,1,25,Offense
2017-18,Utah,0,12,14,2,1,56,Defensive
2013-14,Utah,12,12,13,3,1,42,Offense
2013-14,Utah,0,12,9,1,nan,42,Defensive
2014-15,Utah,13,13,10,4,1,71,Offense
2014-15,Utah,0,13,11,2,2,131,Defensive
2015-16,Utah,13,13,16,2,2,91,Offense
2015-16,Utah,0,13,9,nan,nan,nan,Defensive
2016-17,Utah,13,13,17,nan,1,nan,Offense
2016-17,Utah,0,13,21,2,1,13,Defensive
2017-18,Utah,12,12,10,3,1,25,Offense
2017-18,Utah,0,12,14,2,1,56,Defensive
2013-14,Western Ky.,12,12,11,nan,1,nan,Offense
2013-14,Western Ky.,0,12,13,6,nan,155,Defensive
2014-15,Western Ky.,13,13,11,2,1,132,Offense
2014-15,Western Ky.,0,13,12,3,nan,58,Defensive
2015-16,Western Ky.,14,14,12,2,nan,32,Offense
2015-16,Western Ky.,0,14,9,nan,nan,nan,Defensive
2016-17,Western Ky.,14,14,7,nan,nan,nan,Offense
2016-17,Western Ky.,0,14,15,1,nan,27,Defensive
2017-18,Western Ky.,12,12,6,nan,nan,nan,Offense
2017-18,Western Ky.,0,12,14,3,2,122,Defensive
2013-14,Western Ky.,12,12,11,nan,1,nan,Offense
2013-14,Western Ky.,0,12,13,6,nan,155,Defensive
2014-15,Western Ky.,13,13,11,2,1,132,Offense
2014-15,Western Ky.,0,13,12,3,nan,58,Defensive
2015-16,Western Ky.,14,14,12,2,nan,32,Offense
2015-16,Western Ky.,0,14,9,nan,nan,nan,Defensive
2016-17,Western Ky.,14,14,7,nan,nan,nan,Offense
2016-17,Western Ky.,0,14,15,1,nan,27,Defensive
2017-18,Western Ky.,12,12,6,nan,nan,nan,Offense
2017-18,Western Ky.,0,12,14,3,2,122,Defensive
2013-14,Western Ky.,12,12,11,nan,1,nan,Offense
2013-14,Western Ky.,0,12,13,6,nan,155,Defensive
2014-15,Western Ky.,13,13,11,2,1,132,Offense
2014-15,Western Ky.,0,13,12,3,nan,58,Defensive
2015-16,Western Ky.,14,14,12,2,nan,32,Offense
2015-16,Western Ky.,0,14,9,nan,nan,nan,Defensive
2016-17,Western Ky.,14,14,7,nan,nan,nan,Offense
2016-17,Western Ky.,0,14,15,1,nan,27,Defensive
2017-18,Western Ky.,12,12,6,nan,nan,nan,Offense
2017-18,Western Ky.,0,12,14,3,2,122,Defensive
2013-14,Western Ky.,12,12,11,nan,1,nan,Offense
2013-14,Western Ky.,0,12,13,6,nan,155,Defensive
2014-15,Western Ky.,13,13,11,2,1,132,Offense
2014-15,Western Ky.,0,13,12,3,nan,58,Defensive
2015-16,Western Ky.,14,14,12,2,nan,32,Offense
2015-16,Western Ky.,0,14,9,nan,nan,nan,Defensive
2016-17,Western Ky.,14,14,7,nan,nan,nan,Offense
2016-17,Western Ky.,0,14,15,1,nan,27,Defensive
2017-18,Western Ky.,12,12,6,nan,nan,nan,Offense
2017-18,Western Ky.,0,12,14,3,2,122,Defensive
2013-14,West Virginia,12,12,18,2,2,38,Offense
2013-14,West Virginia,0,12,19,1,nan,27,Defensive
2014-15,West Virginia,13,13,6,1,1,35,Offense
2014-15,West Virginia,0,13,18,2,nan,13,Defensive
2015-16,West Virginia,13,13,13,1,1,42,Offense
2015-16,West Virginia,0,13,10,2,2,49,Defensive
2016-17,West Virginia,13,13,13,nan,nan,nan,Offense
2016-17,West Virginia,0,13,8,2,nan,5,Defensive
2017-18,West Virginia,12,12,6,nan,nan,nan,Offense
2017-18,West Virginia,0,12,10,nan,nan,nan,Defensive
2013-14,West Virginia,12,12,18,2,2,38,Offense
2013-14,West Virginia,0,12,19,1,nan,27,Defensive
2014-15,West Virginia,13,13,6,1,1,35,Offense
2014-15,West Virginia,0,13,18,2,nan,13,Defensive
2015-16,West Virginia,13,13,13,1,1,42,Offense
2015-16,West Virginia,0,13,10,2,2,49,Defensive
2016-17,West Virginia,13,13,13,nan,nan,nan,Offense
2016-17,West Virginia,0,13,8,2,nan,5,Defensive
2017-18,West Virginia,12,12,6,nan,nan,nan,Offense
2017-18,West Virginia,0,12,10,nan,nan,nan,Defensive
2013-14,West Virginia,12,12,18,2,2,38,Offense
2013-14,West Virginia,0,12,19,1,nan,27,Defensive
2014-15,West Virginia,13,13,6,1,1,35,Offense
2014-15,West Virginia,0,13,18,2,nan,13,Defensive
2015-16,West Virginia,13,13,13,1,1,42,Offense
2015-16,West Virginia,0,13,10,2,2,49,Defensive
2016-17,West Virginia,13,13,13,nan,nan,nan,Offense
2016-17,West Virginia,0,13,8,2,nan,5,Defensive
2017-18,West Virginia,12,12,6,nan,nan,nan,Offense
2017-18,West Virginia,0,12,10,nan,nan,nan,Defensive
2013-14,West Virginia,12,12,18,2,2,38,Offense
2013-14,West Virginia,0,12,19,1,nan,27,Defensive
2014-15,West Virginia,13,13,6,1,1,35,Offense
2014-15,West Virginia,0,13,18,2,nan,13,Defensive
2015-16,West Virginia,13,13,13,1,1,42,Offense
2015-16,West Virginia,0,13,10,2,2,49,Defensive
2016-17,West Virginia,13,13,13,nan,nan,nan,Offense
2016-17,West Virginia,0,13,8,2,nan,5,Defensive
2017-18,West Virginia,12,12,6,nan,nan,nan,Offense
2017-18,West Virginia,0,12,10,nan,nan,nan,Defensive
2013-14,Washington St.,13,13,18,2,1,58,Offense
2013-14,Washington St.,0,13,19,2,nan,49,Defensive
2014-15,Washington St.,12,12,9,1,nan,11,Offense
2014-15,Washington St.,0,12,9,1,nan,51,Defensive
2015-16,Washington St.,13,13,16,1,nan,9,Offense
2015-16,Washington St.,0,13,17,2,2,73,Defensive
2016-17,Washington St.,13,13,12,2,2,36,Offense
2016-17,Washington St.,0,13,9,nan,nan,nan,Defensive
2017-18,Washington St.,12,12,10,3,2,77,Offense
2017-18,Washington St.,0,12,14,4,2,85,Defensive
2013-14,Washington St.,13,13,18,2,1,58,Offense
2013-14,Washington St.,0,13,19,2,nan,49,Defensive
2014-15,Washington St.,12,12,9,1,nan,11,Offense
2014-15,Washington St.,0,12,9,1,nan,51,Defensive
2015-16,Washington St.,13,13,16,1,nan,9,Offense
2015-16,Washington St.,0,13,17,2,2,73,Defensive
2016-17,Washington St.,13,13,12,2,2,36,Offense
2016-17,Washington St.,0,13,9,nan,nan,nan,Defensive
2017-18,Washington St.,12,12,10,3,2,77,Offense
2017-18,Washington St.,0,12,14,4,2,85,Defensive
2013-14,Washington St.,13,13,18,2,1,58,Offense
2013-14,Washington St.,0,13,19,2,nan,49,Defensive
2014-15,Washington St.,12,12,9,1,nan,11,Offense
2014-15,Washington St.,0,12,9,1,nan,51,Defensive
2015-16,Washington St.,13,13,16,1,nan,9,Offense
2015-16,Washington St.,0,13,17,2,2,73,Defensive
2016-17,Washington St.,13,13,12,2,2,36,Offense
2016-17,Washington St.,0,13,9,nan,nan,nan,Defensive
2017-18,Washington St.,12,12,10,3,2,77,Offense
2017-18,Washington St.,0,12,14,4,2,85,Defensive
2013-14,Washington St.,13,13,18,2,1,58,Offense
2013-14,Washington St.,0,13,19,2,nan,49,Defensive
2014-15,Washington St.,12,12,9,1,nan,11,Offense
2014-15,Washington St.,0,12,9,1,nan,51,Defensive
2015-16,Washington St.,13,13,16,1,nan,9,Offense
2015-16,Washington St.,0,13,17,2,2,73,Defensive
2016-17,Washington St.,13,13,12,2,2,36,Offense
2016-17,Washington St.,0,13,9,nan,nan,nan,Defensive
2017-18,Washington St.,12,12,10,3,2,77,Offense
2017-18,Washington St.,0,12,14,4,2,85,Defensive
2013-14,Washington,13,13,11,2,1,54,Offense
2013-14,Washington,0,13,12,1,nan,6,Defensive
2014-15,Washington,14,14,18,6,3,203,Offense
