Year,Team,GP,G,KO,KOYds,KOTB,KORet,KickRetTDs,KORetYds,OffenseDefense
2016-17,New Mexico St.,12,12,,3675,27,28,nan,491,Offense
2016-17,New Mexico St.,0,12,,5439,55,29,1,768,Defensive
2017-18,New Mexico St.,12,12,,4132,27,27,1,564,Offense
2017-18,New Mexico St.,0,12,,4294,39,36,1,920,Defensive
2013-14,New Mexico St.,12,12,52,2736,13,48,nan,835,Offense
2013-14,New Mexico St.,0,12,95,5975,45,34,2,811,Defensive
2014-15,New Mexico St.,12,12,57,3242,12,34,nan,646,Offense
2014-15,New Mexico St.,0,12,87,5384,52,36,1,815,Defensive
2015-16,New Mexico St.,12,12,67,4134,33,33,nan,553,Offense
2015-16,New Mexico St.,0,12,94,5916,60,27,nan,597,Defensive
2016-17,New Mexico St.,12,12,59,3675,27,28,nan,491,Offense
2016-17,New Mexico St.,0,12,85,5439,55,29,1,768,Defensive
2017-18,New Mexico St.,12,12,68,4132,27,27,1,564,Offense
2017-18,New Mexico St.,0,12,69,4294,39,36,1,920,Defensive
2013-14,New Mexico,12,12,,4336,19,67,3,1608,Offense
2013-14,New Mexico,0,12,,4956,18,50,nan,1145,Defensive
2014-15,New Mexico,12,12,,3851,37,44,2,985,Offense
2014-15,New Mexico,0,12,,4712,29,23,nan,444,Defensive
2015-16,New Mexico,13,13,,4603,50,38,1,871,Offense
2015-16,New Mexico,0,13,,4319,30,21,nan,474,Defensive
2016-17,New Mexico,13,13,,5381,69,38,1,864,Offense
2016-17,New Mexico,0,13,,4547,33,13,nan,307,Defensive
2017-18,New Mexico,12,12,,3062,39,43,1,906,Offense
2017-18,New Mexico,0,12,,4439,26,9,nan,151,Defensive
2013-14,New Mexico,12,12,70,4336,19,67,3,1608,Offense
2013-14,New Mexico,0,12,86,4956,18,50,nan,1145,Defensive
2014-15,New Mexico,12,12,62,3851,37,44,2,985,Offense
2014-15,New Mexico,0,12,79,4712,29,23,nan,444,Defensive
2015-16,New Mexico,13,13,72,4603,50,38,1,871,Offense
2015-16,New Mexico,0,13,72,4319,30,21,nan,474,Defensive
2016-17,New Mexico,13,13,84,5381,69,38,1,864,Offense
2016-17,New Mexico,0,13,75,4547,33,13,nan,307,Defensive
2017-18,New Mexico,12,12,48,3062,39,43,1,906,Offense
2017-18,New Mexico,0,12,73,4439,26,9,nan,151,Defensive
2013-14,New Mexico,12,12,,4336,19,67,3,1608,Offense
2013-14,New Mexico,0,12,,4956,18,50,nan,1145,Defensive
2014-15,New Mexico,12,12,,3851,37,44,2,985,Offense
2014-15,New Mexico,0,12,,4712,29,23,nan,444,Defensive
2015-16,New Mexico,13,13,,4603,50,38,1,871,Offense
2015-16,New Mexico,0,13,,4319,30,21,nan,474,Defensive
2016-17,New Mexico,13,13,,5381,69,38,1,864,Offense
2016-17,New Mexico,0,13,,4547,33,13,nan,307,Defensive
2017-18,New Mexico,12,12,,3062,39,43,1,906,Offense
2017-18,New Mexico,0,12,,4439,26,9,nan,151,Defensive
2013-14,Ohio St.,14,14,,6446,28,29,nan,658,Offense
2013-14,Ohio St.,0,14,,3811,29,74,nan,1361,Defensive
2014-15,Ohio St.,15,15,,6975,38,39,nan,886,Offense
2014-15,Ohio St.,0,15,,3984,24,70,nan,1207,Defensive
2015-16,Ohio St.,13,13,,5163,27,17,nan,410,Offense
2015-16,Ohio St.,0,13,,2612,22,50,nan,813,Defensive
2016-17,Ohio St.,13,13,,5617,36,28,nan,682,Offense
2016-17,Ohio St.,0,13,,2976,20,52,1,984,Defensive
2017-18,Ohio St.,13,13,,5761,12,28,nan,678,Offense
2017-18,Ohio St.,0,13,,3414,26,77,2,1350,Defensive
2013-14,Ohio St.,14,14,,6446,28,29,nan,658,Offense
2013-14,Ohio St.,0,14,,3811,29,74,nan,1361,Defensive
2014-15,Ohio St.,15,15,,6975,38,39,nan,886,Offense
2014-15,Ohio St.,0,15,,3984,24,70,nan,1207,Defensive
2015-16,Ohio St.,13,13,,5163,27,17,nan,410,Offense
2015-16,Ohio St.,0,13,,2612,22,50,nan,813,Defensive
2016-17,Ohio St.,13,13,,5617,36,28,nan,682,Offense
2016-17,Ohio St.,0,13,,2976,20,52,1,984,Defensive
2017-18,Ohio St.,13,13,,5761,12,28,nan,678,Offense
2017-18,Ohio St.,0,13,,3414,26,77,2,1350,Defensive
2013-14,Ohio St.,14,14,107,6446,28,29,nan,658,Offense
2013-14,Ohio St.,0,14,63,3811,29,74,nan,1361,Defensive
2014-15,Ohio St.,15,15,115,6975,38,39,nan,886,Offense
2014-15,Ohio St.,0,15,64,3984,24,70,nan,1207,Defensive
2015-16,Ohio St.,13,13,85,5163,27,17,nan,410,Offense
2015-16,Ohio St.,0,13,43,2612,22,50,nan,813,Defensive
2016-17,Ohio St.,13,13,93,5617,36,28,nan,682,Offense
2016-17,Ohio St.,0,13,50,2976,20,52,1,984,Defensive
2017-18,Ohio St.,13,13,99,5761,12,28,nan,678,Offense
2017-18,Ohio St.,0,13,54,3414,26,77,2,1350,Defensive
2013-14,Ohio St.,14,14,107,6446,28,29,nan,658,Offense
2013-14,Ohio St.,0,14,63,3811,29,74,nan,1361,Defensive
2014-15,Ohio St.,15,15,115,6975,38,39,nan,886,Offense
2014-15,Ohio St.,0,15,64,3984,24,70,nan,1207,Defensive
2015-16,Ohio St.,13,13,85,5163,27,17,nan,410,Offense
2015-16,Ohio St.,0,13,43,2612,22,50,nan,813,Defensive
2016-17,Ohio St.,13,13,93,5617,36,28,nan,682,Offense
2016-17,Ohio St.,0,13,50,2976,20,52,1,984,Defensive
2017-18,Ohio St.,13,13,99,5761,12,28,nan,678,Offense
2017-18,Ohio St.,0,13,54,3414,26,77,2,1350,Defensive
2013-14,Ohio,13,13,74,4288,9,55,nan,1104,Offense
2013-14,Ohio,0,13,69,4072,11,64,1,1133,Defensive
2014-15,Ohio,12,12,54,3271,19,38,1,830,Offense
2014-15,Ohio,0,12,59,3555,19,33,nan,651,Defensive
2015-16,Ohio,13,13,73,4183,9,37,nan,746,Offense
2015-16,Ohio,0,13,65,3960,25,62,nan,1157,Defensive
2016-17,Ohio,14,14,80,4525,9,42,nan,885,Offense
2016-17,Ohio,0,14,66,3969,18,68,1,1308,Defensive
2017-18,Ohio,12,12,86,5046,19,32,nan,700,Offense
2017-18,Ohio,0,12,61,3536,23,67,nan,1151,Defensive
2013-14,Ohio,13,13,,4288,9,55,nan,1104,Offense
2013-14,Ohio,0,13,,4072,11,64,1,1133,Defensive
2014-15,Ohio,12,12,,3271,19,38,1,830,Offense
2014-15,Ohio,0,12,,3555,19,33,nan,651,Defensive
2015-16,Ohio,13,13,,4183,9,37,nan,746,Offense
2015-16,Ohio,0,13,,3960,25,62,nan,1157,Defensive
2016-17,Ohio,14,14,,4525,9,42,nan,885,Offense
2016-17,Ohio,0,14,,3969,18,68,1,1308,Defensive
2017-18,Ohio,12,12,,5046,19,32,nan,700,Offense
2017-18,Ohio,0,12,,3536,23,67,nan,1151,Defensive
2013-14,Ohio,13,13,,4288,9,55,nan,1104,Offense
2013-14,Ohio,0,13,,4072,11,64,1,1133,Defensive
2014-15,Ohio,12,12,,3271,19,38,1,830,Offense
2014-15,Ohio,0,12,,3555,19,33,nan,651,Defensive
2015-16,Ohio,13,13,,4183,9,37,nan,746,Offense
2015-16,Ohio,0,13,,3960,25,62,nan,1157,Defensive
2016-17,Ohio,14,14,,4525,9,42,nan,885,Offense
2016-17,Ohio,0,14,,3969,18,68,1,1308,Defensive
2017-18,Ohio,12,12,,5046,19,32,nan,700,Offense
2017-18,Ohio,0,12,,3536,23,67,nan,1151,Defensive
2013-14,Ohio,13,13,74,4288,9,55,nan,1104,Offense
2013-14,Ohio,0,13,69,4072,11,64,1,1133,Defensive
2014-15,Ohio,12,12,54,3271,19,38,1,830,Offense
2014-15,Ohio,0,12,59,3555,19,33,nan,651,Defensive
2015-16,Ohio,13,13,73,4183,9,37,nan,746,Offense
2015-16,Ohio,0,13,65,3960,25,62,nan,1157,Defensive
2016-17,Ohio,14,14,80,4525,9,42,nan,885,Offense
2016-17,Ohio,0,14,66,3969,18,68,1,1308,Defensive
2017-18,Ohio,12,12,86,5046,19,32,nan,700,Offense
2017-18,Ohio,0,12,61,3536,23,67,nan,1151,Defensive
2013-14,Notre Dame,13,13,,4692,35,42,nan,998,Offense
2013-14,Notre Dame,0,13,,3899,20,40,nan,1027,Defensive
2014-15,Notre Dame,13,13,,5131,52,45,nan,921,Offense
2014-15,Notre Dame,0,13,,4152,20,26,1,609,Defensive
2015-16,Notre Dame,13,13,,5175,21,38,1,825,Offense
2015-16,Notre Dame,0,13,,3679,18,58,nan,1283,Defensive
2016-17,Notre Dame,12,12,,4312,28,38,2,877,Offense
2016-17,Notre Dame,0,12,,3714,21,42,2,935,Defensive
2017-18,Notre Dame,12,12,,4916,22,33,nan,691,Offense
2017-18,Notre Dame,0,12,,3360,18,54,nan,1265,Defensive
2013-14,Notre Dame,13,13,,4692,35,42,nan,998,Offense
2013-14,Notre Dame,0,13,,3899,20,40,nan,1027,Defensive
2014-15,Notre Dame,13,13,,5131,52,45,nan,921,Offense
2014-15,Notre Dame,0,13,,4152,20,26,1,609,Defensive
2015-16,Notre Dame,13,13,,5175,21,38,1,825,Offense
2015-16,Notre Dame,0,13,,3679,18,58,nan,1283,Defensive
2016-17,Notre Dame,12,12,,4312,28,38,2,877,Offense
2016-17,Notre Dame,0,12,,3714,21,42,2,935,Defensive
2017-18,Notre Dame,12,12,,4916,22,33,nan,691,Offense
2017-18,Notre Dame,0,12,,3360,18,54,nan,1265,Defensive
2013-14,Notre Dame,13,13,75,4692,35,42,nan,998,Offense
2013-14,Notre Dame,0,13,64,3899,20,40,nan,1027,Defensive
2014-15,Notre Dame,13,13,81,5131,52,45,nan,921,Offense
2014-15,Notre Dame,0,13,68,4152,20,26,1,609,Defensive
2015-16,Notre Dame,13,13,84,5175,21,38,1,825,Offense
2015-16,Notre Dame,0,13,59,3679,18,58,nan,1283,Defensive
2016-17,Notre Dame,12,12,71,4312,28,38,2,877,Offense
2016-17,Notre Dame,0,12,62,3714,21,42,2,935,Defensive
2017-18,Notre Dame,12,12,79,4916,22,33,nan,691,Offense
2017-18,Notre Dame,0,12,55,3360,18,54,nan,1265,Defensive
2013-14,Notre Dame,13,13,75,4692,35,42,nan,998,Offense
2013-14,Notre Dame,0,13,64,3899,20,40,nan,1027,Defensive
2014-15,Notre Dame,13,13,81,5131,52,45,nan,921,Offense
2014-15,Notre Dame,0,13,68,4152,20,26,1,609,Defensive
2015-16,Notre Dame,13,13,84,5175,21,38,1,825,Offense
2015-16,Notre Dame,0,13,59,3679,18,58,nan,1283,Defensive
2016-17,Notre Dame,12,12,71,4312,28,38,2,877,Offense
2016-17,Notre Dame,0,12,62,3714,21,42,2,935,Defensive
2017-18,Notre Dame,12,12,79,4916,22,33,nan,691,Offense
2017-18,Notre Dame,0,12,55,3360,18,54,nan,1265,Defensive
2013-14,Northwestern,12,12,65,3982,21,30,nan,652,Offense
2013-14,Northwestern,0,12,59,3533,24,43,nan,829,Defensive
2014-15,Northwestern,12,12,55,3174,19,40,1,808,Offense
2014-15,Northwestern,0,12,62,3713,22,35,1,682,Defensive
2015-16,Northwestern,13,13,59,3479,20,32,2,802,Offense
2015-16,Northwestern,0,13,54,3351,21,36,1,746,Defensive
2016-17,Northwestern,13,13,65,3975,32,29,1,671,Offense
2016-17,Northwestern,0,13,63,3831,30,33,nan,689,Defensive
2017-18,Northwestern,12,12,63,3727,20,22,nan,406,Offense
2017-18,Northwestern,0,12,48,3019,26,40,nan,704,Defensive
2013-14,Northwestern,12,12,,3982,21,30,nan,652,Offense
2013-14,Northwestern,0,12,,3533,24,43,nan,829,Defensive
2014-15,Northwestern,12,12,,3174,19,40,1,808,Offense
2014-15,Northwestern,0,12,,3713,22,35,1,682,Defensive
2015-16,Northwestern,13,13,,3479,20,32,2,802,Offense
2015-16,Northwestern,0,13,,3351,21,36,1,746,Defensive
2016-17,Northwestern,13,13,,3975,32,29,1,671,Offense
2016-17,Northwestern,0,13,,3831,30,33,nan,689,Defensive
2017-18,Northwestern,12,12,,3727,20,22,nan,406,Offense
2017-18,Northwestern,0,12,,3019,26,40,nan,704,Defensive
2013-14,Northwestern,12,12,65,3982,21,30,nan,652,Offense
2013-14,Northwestern,0,12,59,3533,24,43,nan,829,Defensive
2014-15,Northwestern,12,12,55,3174,19,40,1,808,Offense
2014-15,Northwestern,0,12,62,3713,22,35,1,682,Defensive
2015-16,Northwestern,13,13,59,3479,20,32,2,802,Offense
2015-16,Northwestern,0,13,54,3351,21,36,1,746,Defensive
2016-17,Northwestern,13,13,65,3975,32,29,1,671,Offense
2016-17,Northwestern,0,13,63,3831,30,33,nan,689,Defensive
2017-18,Northwestern,12,12,63,3727,20,22,nan,406,Offense
2017-18,Northwestern,0,12,48,3019,26,40,nan,704,Defensive
2013-14,Northwestern,12,12,,3982,21,30,nan,652,Offense
2013-14,Northwestern,0,12,,3533,24,43,nan,829,Defensive
2014-15,Northwestern,12,12,,3174,19,40,1,808,Offense
2014-15,Northwestern,0,12,,3713,22,35,1,682,Defensive
2015-16,Northwestern,13,13,,3479,20,32,2,802,Offense
2015-16,Northwestern,0,13,,3351,21,36,1,746,Defensive
2016-17,Northwestern,13,13,,3975,32,29,1,671,Offense
2016-17,Northwestern,0,13,,3831,30,33,nan,689,Defensive
2017-18,Northwestern,12,12,,3727,20,22,nan,406,Offense
2017-18,Northwestern,0,12,,3019,26,40,nan,704,Defensive
2013-14,Northern Ill.,14,14,102,6089,32,46,1,1006,Offense
2013-14,Northern Ill.,0,14,71,4194,22,61,1,1234,Defensive
2014-15,Northern Ill.,14,14,88,5037,13,48,nan,946,Offense
2014-15,Northern Ill.,0,14,68,4069,16,71,2,1376,Defensive
2015-16,Northern Ill.,14,14,83,4762,16,55,2,1340,Offense
2015-16,Northern Ill.,0,14,84,5084,26,59,nan,996,Defensive
2016-17,Northern Ill.,12,12,68,4200,20,45,1,1034,Offense
2016-17,Northern Ill.,0,12,64,3793,16,44,nan,932,Defensive
2017-18,Northern Ill.,12,12,67,4049,19,33,nan,717,Offense
2017-18,Northern Ill.,0,12,56,3456,23,44,1,885,Defensive
2011-12,Oregon,1,1,,315,nan,4,nan,65,Offense
2011-12,Oregon,0,1,,280,nan,5,nan,92,Defensive
2013-14,Oregon,13,13,,6247,22,49,1,1063,Offense
2013-14,Oregon,0,13,,3238,6,72,nan,1559,Defensive
2014-15,Oregon,15,15,,7567,29,45,nan,886,Offense
2014-15,Oregon,0,15,,4070,21,93,nan,1989,Defensive
2015-16,Oregon,13,13,,6248,62,58,1,1459,Offense
2015-16,Oregon,0,13,,4694,13,36,nan,807,Defensive
2016-17,Oregon,12,12,,5039,52,45,1,1065,Offense
2016-17,Oregon,0,12,,4976,29,25,nan,513,Defensive
2017-18,Oregon,12,12,,5121,39,38,1,863,Offense
2017-18,Oregon,0,12,,4117,28,41,nan,907,Defensive
2013-14,Ole Miss,13,13,,4978,45,34,nan,661,Offense
2013-14,Ole Miss,0,13,,3835,27,31,nan,680,Defensive
2014-15,Ole Miss,13,13,,4402,25,32,nan,629,Offense
2014-15,Ole Miss,0,13,,2942,16,42,nan,893,Defensive
2015-16,Ole Miss,13,13,,6094,54,34,nan,602,Offense
2015-16,Ole Miss,0,13,,3974,27,40,nan,765,Defensive
2016-17,Ole Miss,12,12,,4982,32,37,nan,839,Offense
2016-17,Ole Miss,0,12,,5132,41,45,nan,921,Defensive
2017-18,Ole Miss,12,12,,4653,25,38,1,939,Offense
2017-18,Ole Miss,0,12,,4825,34,51,nan,1038,Defensive
2013-14,Ole Miss,13,13,,4978,45,34,nan,661,Offense
2013-14,Ole Miss,0,13,,3835,27,31,nan,680,Defensive
2014-15,Ole Miss,13,13,,4402,25,32,nan,629,Offense
2014-15,Ole Miss,0,13,,2942,16,42,nan,893,Defensive
2015-16,Ole Miss,13,13,,6094,54,34,nan,602,Offense
2015-16,Ole Miss,0,13,,3974,27,40,nan,765,Defensive
2016-17,Ole Miss,12,12,,4982,32,37,nan,839,Offense
2016-17,Ole Miss,0,12,,5132,41,45,nan,921,Defensive
2017-18,Ole Miss,12,12,,4653,25,38,1,939,Offense
2017-18,Ole Miss,0,12,,4825,34,51,nan,1038,Defensive
2013-14,Ole Miss,13,13,78,4978,45,34,nan,661,Offense
2013-14,Ole Miss,0,13,63,3835,27,31,nan,680,Defensive
2014-15,Ole Miss,13,13,71,4402,25,32,nan,629,Offense
2014-15,Ole Miss,0,13,48,2942,16,42,nan,893,Defensive
2015-16,Ole Miss,13,13,95,6094,54,34,nan,602,Offense
2015-16,Ole Miss,0,13,64,3974,27,40,nan,765,Defensive
2016-17,Ole Miss,12,12,79,4982,32,37,nan,839,Offense
2016-17,Ole Miss,0,12,81,5132,41,45,nan,921,Defensive
2017-18,Ole Miss,12,12,76,4653,25,38,1,939,Offense
2017-18,Ole Miss,0,12,79,4825,34,51,nan,1038,Defensive
2013-14,Oklahoma St.,13,13,,5520,21,38,1,871,Offense
2013-14,Oklahoma St.,0,13,,3468,20,66,nan,1237,Defensive
2014-15,Oklahoma St.,13,13,,4147,14,50,2,1024,Offense
2014-15,Oklahoma St.,0,13,,4768,30,56,2,1178,Defensive
2015-16,Oklahoma St.,13,13,,5651,22,42,nan,868,Offense
2015-16,Oklahoma St.,0,13,,4671,31,70,1,1611,Defensive
2016-17,Oklahoma St.,13,13,,6050,41,27,nan,557,Offense
2016-17,Oklahoma St.,0,13,,4062,38,53,nan,969,Defensive
2017-18,Oklahoma St.,12,12,,6104,36,27,nan,510,Offense
2017-18,Oklahoma St.,0,12,,4178,40,60,1,1173,Defensive
2013-14,Ole Miss,13,13,78,4978,45,34,nan,661,Offense
2013-14,Ole Miss,0,13,63,3835,27,31,nan,680,Defensive
2014-15,Ole Miss,13,13,71,4402,25,32,nan,629,Offense
2014-15,Ole Miss,0,13,48,2942,16,42,nan,893,Defensive
2015-16,Ole Miss,13,13,95,6094,54,34,nan,602,Offense
2015-16,Ole Miss,0,13,64,3974,27,40,nan,765,Defensive
2016-17,Ole Miss,12,12,79,4982,32,37,nan,839,Offense
2016-17,Ole Miss,0,12,81,5132,41,45,nan,921,Defensive
2017-18,Ole Miss,12,12,76,4653,25,38,1,939,Offense
2017-18,Ole Miss,0,12,79,4825,34,51,nan,1038,Defensive
2013-14,Old Dominion,12,12,,5328,34,48,nan,1032,Offense
2013-14,Old Dominion,0,12,,4316,19,46,1,1178,Defensive
2014-15,Old Dominion,11,11,,3353,11,39,nan,637,Offense
2014-15,Old Dominion,0,11,,4436,30,44,1,1023,Defensive
2015-16,Old Dominion,12,12,,2937,1,45,nan,951,Offense
2015-16,Old Dominion,0,12,,5123,35,51,nan,1016,Defensive
2016-17,Old Dominion,13,13,,4640,10,40,nan,881,Offense
2016-17,Old Dominion,0,13,,3824,20,67,nan,1144,Defensive
2017-18,Old Dominion,12,12,,3307,19,34,3,872,Offense
2017-18,Old Dominion,0,12,,4282,34,37,nan,744,Defensive
2013-14,Old Dominion,12,12,84,5328,34,48,nan,1032,Offense
2013-14,Old Dominion,0,12,72,4316,19,46,1,1178,Defensive
2014-15,Old Dominion,11,11,58,3353,11,39,nan,637,Offense
2014-15,Old Dominion,0,11,73,4436,30,44,1,1023,Defensive
2015-16,Old Dominion,12,12,53,2937,1,45,nan,951,Offense
2015-16,Old Dominion,0,12,83,5123,35,51,nan,1016,Defensive
2016-17,Old Dominion,13,13,85,4640,10,40,nan,881,Offense
2016-17,Old Dominion,0,13,64,3824,20,67,nan,1144,Defensive
2017-18,Old Dominion,12,12,56,3307,19,34,3,872,Offense
2017-18,Old Dominion,0,12,69,4282,34,37,nan,744,Defensive
2013-14,Old Dominion,12,12,84,5328,34,48,nan,1032,Offense
2013-14,Old Dominion,0,12,72,4316,19,46,1,1178,Defensive
2014-15,Old Dominion,11,11,58,3353,11,39,nan,637,Offense
2014-15,Old Dominion,0,11,73,4436,30,44,1,1023,Defensive
2015-16,Old Dominion,12,12,53,2937,1,45,nan,951,Offense
2015-16,Old Dominion,0,12,83,5123,35,51,nan,1016,Defensive
2016-17,Old Dominion,13,13,85,4640,10,40,nan,881,Offense
2016-17,Old Dominion,0,13,64,3824,20,67,nan,1144,Defensive
2017-18,Old Dominion,12,12,56,3307,19,34,3,872,Offense
2017-18,Old Dominion,0,12,69,4282,34,37,nan,744,Defensive
2013-14,Old Dominion,12,12,,5328,34,48,nan,1032,Offense
2013-14,Old Dominion,0,12,,4316,19,46,1,1178,Defensive
2014-15,Old Dominion,11,11,,3353,11,39,nan,637,Offense
2014-15,Old Dominion,0,11,,4436,30,44,1,1023,Defensive
2015-16,Old Dominion,12,12,,2937,1,45,nan,951,Offense
2015-16,Old Dominion,0,12,,5123,35,51,nan,1016,Defensive
2016-17,Old Dominion,13,13,,4640,10,40,nan,881,Offense
2016-17,Old Dominion,0,13,,3824,20,67,nan,1144,Defensive
2017-18,Old Dominion,12,12,,3307,19,34,3,872,Offense
2017-18,Old Dominion,0,12,,4282,34,37,nan,744,Defensive
2013-14,Oklahoma St.,13,13,92,5520,21,38,1,871,Offense
2013-14,Oklahoma St.,0,13,58,3468,20,66,nan,1237,Defensive
2014-15,Oklahoma St.,13,13,70,4147,14,50,2,1024,Offense
2014-15,Oklahoma St.,0,13,81,4768,30,56,2,1178,Defensive
2015-16,Oklahoma St.,13,13,94,5651,22,42,nan,868,Offense
2015-16,Oklahoma St.,0,13,76,4671,31,70,1,1611,Defensive
2016-17,Oklahoma St.,13,13,96,6050,41,27,nan,557,Offense
2016-17,Oklahoma St.,0,13,65,4062,38,53,nan,969,Defensive
2017-18,Oklahoma St.,12,12,102,6104,36,27,nan,510,Offense
2017-18,Oklahoma St.,0,12,68,4178,40,60,1,1173,Defensive
2013-14,Oklahoma St.,13,13,92,5520,21,38,1,871,Offense
2013-14,Oklahoma St.,0,13,58,3468,20,66,nan,1237,Defensive
2014-15,Oklahoma St.,13,13,70,4147,14,50,2,1024,Offense
2014-15,Oklahoma St.,0,13,81,4768,30,56,2,1178,Defensive
2015-16,Oklahoma St.,13,13,94,5651,22,42,nan,868,Offense
2015-16,Oklahoma St.,0,13,76,4671,31,70,1,1611,Defensive
2016-17,Oklahoma St.,13,13,96,6050,41,27,nan,557,Offense
2016-17,Oklahoma St.,0,13,65,4062,38,53,nan,969,Defensive
2017-18,Oklahoma St.,12,12,102,6104,36,27,nan,510,Offense
2017-18,Oklahoma St.,0,12,68,4178,40,60,1,1173,Defensive
2013-14,Oklahoma St.,13,13,,5520,21,38,1,871,Offense
2013-14,Oklahoma St.,0,13,,3468,20,66,nan,1237,Defensive
2014-15,Oklahoma St.,13,13,,4147,14,50,2,1024,Offense
2014-15,Oklahoma St.,0,13,,4768,30,56,2,1178,Defensive
2015-16,Oklahoma St.,13,13,,5651,22,42,nan,868,Offense
2015-16,Oklahoma St.,0,13,,4671,31,70,1,1611,Defensive
2016-17,Oklahoma St.,13,13,,6050,41,27,nan,557,Offense
2016-17,Oklahoma St.,0,13,,4062,38,53,nan,969,Defensive
2017-18,Oklahoma St.,12,12,,6104,36,27,nan,510,Offense
2017-18,Oklahoma St.,0,12,,4178,40,60,1,1173,Defensive
2013-14,Oklahoma,13,13,,5279,45,34,nan,761,Offense
2013-14,Oklahoma,0,13,,3667,25,36,nan,838,Defensive
2014-15,Oklahoma,13,13,,5506,58,37,2,840,Offense
2014-15,Oklahoma,0,13,,3810,25,26,nan,554,Defensive
2015-16,Oklahoma,13,13,,6472,52,33,nan,708,Offense
2015-16,Oklahoma,0,13,,3665,22,50,nan,1073,Defensive
2016-17,Oklahoma,13,13,,6322,49,35,1,815,Offense
2016-17,Oklahoma,0,13,,4342,31,51,nan,1110,Defensive
2017-18,Oklahoma,13,13,,6378,80,36,nan,707,Offense
2017-18,Oklahoma,0,13,,3928,27,19,nan,430,Defensive
2013-14,Oklahoma,13,13,,5279,45,34,nan,761,Offense
2013-14,Oklahoma,0,13,,3667,25,36,nan,838,Defensive
2014-15,Oklahoma,13,13,,5506,58,37,2,840,Offense
2014-15,Oklahoma,0,13,,3810,25,26,nan,554,Defensive
2015-16,Oklahoma,13,13,,6472,52,33,nan,708,Offense
2015-16,Oklahoma,0,13,,3665,22,50,nan,1073,Defensive
2016-17,Oklahoma,13,13,,6322,49,35,1,815,Offense
2016-17,Oklahoma,0,13,,4342,31,51,nan,1110,Defensive
2017-18,Oklahoma,13,13,,6378,80,36,nan,707,Offense
2017-18,Oklahoma,0,13,,3928,27,19,nan,430,Defensive
2013-14,Oklahoma,13,13,84,5279,45,34,nan,761,Offense
2013-14,Oklahoma,0,13,61,3667,25,36,nan,838,Defensive
2014-15,Oklahoma,13,13,86,5506,58,37,2,840,Offense
2014-15,Oklahoma,0,13,68,3810,25,26,nan,554,Defensive
2015-16,Oklahoma,13,13,102,6472,52,33,nan,708,Offense
2015-16,Oklahoma,0,13,60,3665,22,50,nan,1073,Defensive
2016-17,Oklahoma,13,13,100,6322,49,35,1,815,Offense
2016-17,Oklahoma,0,13,71,4342,31,51,nan,1110,Defensive
2017-18,Oklahoma,13,13,104,6378,80,36,nan,707,Offense
2017-18,Oklahoma,0,13,64,3928,27,19,nan,430,Defensive
2013-14,Oklahoma,13,13,84,5279,45,34,nan,761,Offense
2013-14,Oklahoma,0,13,61,3667,25,36,nan,838,Defensive
2014-15,Oklahoma,13,13,86,5506,58,37,2,840,Offense
2014-15,Oklahoma,0,13,68,3810,25,26,nan,554,Defensive
2015-16,Oklahoma,13,13,102,6472,52,33,nan,708,Offense
2015-16,Oklahoma,0,13,60,3665,22,50,nan,1073,Defensive
2016-17,Oklahoma,13,13,100,6322,49,35,1,815,Offense
2016-17,Oklahoma,0,13,71,4342,31,51,nan,1110,Defensive
2017-18,Oklahoma,13,13,104,6378,80,36,nan,707,Offense
2017-18,Oklahoma,0,13,64,3928,27,19,nan,430,Defensive
2013-14,Purdue,12,12,38,2234,6,49,2,1129,Offense
2013-14,Purdue,0,12,82,5090,33,31,1,760,Defensive
2014-15,Purdue,12,12,60,3316,19,49,nan,959,Offense
2014-15,Purdue,0,12,76,4473,24,37,nan,731,Defensive
2015-16,Purdue,12,12,54,3261,17,43,nan,849,Offense
2015-16,Purdue,0,12,81,4941,34,34,nan,809,Defensive
2016-17,Purdue,12,12,56,3040,7,41,nan,836,Offense
2016-17,Purdue,0,12,86,5349,41,44,nan,743,Defensive
2017-18,Purdue,12,12,60,3698,37,29,nan,482,Offense
2017-18,Purdue,0,12,50,3056,20,21,nan,486,Defensive
2013-14,Purdue,12,12,38,2234,6,49,2,1129,Offense
2013-14,Purdue,0,12,82,5090,33,31,1,760,Defensive
2014-15,Purdue,12,12,60,3316,19,49,nan,959,Offense
2014-15,Purdue,0,12,76,4473,24,37,nan,731,Defensive
