team,link,txt,key,match
Rice Owls,http://stats.ncaa.org/teams/history/MFB/574,Team History,history,True
Rice Owls,http://stats.ncaa.org/people/25058?sport_code=MFB,David Bailiff,people,True
Rice Owls,http://stats.ncaa.org/team/574/roster/11520,Roster,roster,True
Rice Owls,http://stats.ncaa.org/team/574/stats/11520,Team Statistics,stats,True
Rutgers Scarlet Knights,http://stats.ncaa.org/teams/history/MFB/587,Team History,history,True
Rutgers Scarlet Knights,http://stats.ncaa.org/people/37122?sport_code=MFB,Kyle Flood,people,True
Rutgers Scarlet Knights,http://stats.ncaa.org/team/587/roster/11520,Roster,roster,True
Rutgers Scarlet Knights,http://stats.ncaa.org/team/587/stats/11520,Team Statistics,stats,True
SMU Mustangs,http://stats.ncaa.org/teams/history/MFB/663,Team History,history,True
SMU Mustangs,http://stats.ncaa.org/people/2054?sport_code=MFB,June Jones,people,True
SMU Mustangs,http://stats.ncaa.org/team/663/roster/11520,Roster,roster,True
SMU Mustangs,http://stats.ncaa.org/team/663/stats/11520,Team Statistics,stats,True
San Diego St. Aztecs,http://stats.ncaa.org/teams/history/MFB/626,Team History,history,True
San Diego St. Aztecs,http://stats.ncaa.org/people/3211?sport_code=MFB,Rocky Long,people,True
San Diego St. Aztecs,http://stats.ncaa.org/team/626/roster/11520,Roster,roster,True
San Diego St. Aztecs,http://stats.ncaa.org/team/626/stats/11520,Team Statistics,stats,True
San Jose St. Spartans,http://stats.ncaa.org/teams/history/MFB/630,Team History,history,True
San Jose St. Spartans,http://stats.ncaa.org/people/31313?sport_code=MFB,Ron Caragher,people,True
San Jose St. Spartans,http://stats.ncaa.org/team/630/roster/11520,Roster,roster,True
San Jose St. Spartans,http://stats.ncaa.org/team/630/stats/11520,Team Statistics,stats,True
South Ala. Jaguars,http://stats.ncaa.org/teams/history/MFB/646,Team History,history,True
South Ala. Jaguars,http://stats.ncaa.org/people/40974?sport_code=MFB,Joey Jones,people,True
South Ala. Jaguars,http://stats.ncaa.org/team/646/roster/11520,Roster,roster,True
South Ala. Jaguars,http://stats.ncaa.org/team/646/stats/11520,Team Statistics,stats,True
South Carolina Gamecocks,http://stats.ncaa.org/teams/history/MFB/648,Team History,history,True
South Carolina Gamecocks,http://stats.ncaa.org/people/3529?sport_code=MFB,Steve Spurrier,people,True
South Carolina Gamecocks,http://stats.ncaa.org/team/648/roster/11520,Roster,roster,True
South Carolina Gamecocks,http://stats.ncaa.org/team/648/stats/11520,Team Statistics,stats,True
Southern California Trojans,http://stats.ncaa.org/teams/history/MFB/657,Team History,history,True
Southern California Trojans,http://stats.ncaa.org/people/35871?sport_code=MFB,Lane Kiffin,people,True
Southern California Trojans,http://stats.ncaa.org/people/25075?sport_code=MFB,Ed Orgeron,people,True
Southern California Trojans,http://stats.ncaa.org/people/44779?sport_code=MFB,Clay Helton,people,True
Southern California Trojans,http://stats.ncaa.org/team/657/roster/11520,Roster,roster,True
Southern California Trojans,http://stats.ncaa.org/team/657/stats/11520,Team Statistics,stats,True
Southern Miss. Golden Eagles,http://stats.ncaa.org/teams/history/MFB/664,Team History,history,True
Southern Miss. Golden Eagles,http://stats.ncaa.org/people/41716?sport_code=MFB,Todd Monken,people,True
Southern Miss. Golden Eagles,http://stats.ncaa.org/team/664/roster/11520,Roster,roster,True
Southern Miss. Golden Eagles,http://stats.ncaa.org/team/664/stats/11520,Team Statistics,stats,True
Stanford Cardinal,http://stats.ncaa.org/teams/history/MFB/674,Team History,history,True
Stanford Cardinal,http://stats.ncaa.org/people/38546?sport_code=MFB,David Shaw,people,True
Stanford Cardinal,http://stats.ncaa.org/team/674/roster/11520,Roster,roster,True
Stanford Cardinal,http://stats.ncaa.org/team/674/stats/11520,Team Statistics,stats,True
Syracuse Orange,http://stats.ncaa.org/teams/history/MFB/688,Team History,history,True
Syracuse Orange,http://stats.ncaa.org/people/41717?sport_code=MFB,Scott Shafer,people,True
Syracuse Orange,http://stats.ncaa.org/team/688/roster/11520,Roster,roster,True
Syracuse Orange,http://stats.ncaa.org/team/688/stats/11520,Team Statistics,stats,True
TCU Horned Frogs,http://stats.ncaa.org/teams/history/MFB/698,Team History,history,True
TCU Horned Frogs,http://stats.ncaa.org/people/1268?sport_code=MFB,Gary Patterson,people,True
TCU Horned Frogs,http://stats.ncaa.org/team/698/roster/11520,Roster,roster,True
TCU Horned Frogs,http://stats.ncaa.org/team/698/stats/11520,Team Statistics,stats,True
Temple Owls,http://stats.ncaa.org/teams/history/MFB/690,Team History,history,True
Temple Owls,http://stats.ncaa.org/people/41718?sport_code=MFB,Matt Rhule,people,True
Temple Owls,http://stats.ncaa.org/team/690/roster/11520,Roster,roster,True
Temple Owls,http://stats.ncaa.org/team/690/stats/11520,Team Statistics,stats,True
Tennessee Volunteers,http://stats.ncaa.org/teams/history/MFB/694,Team History,history,True
Tennessee Volunteers,http://stats.ncaa.org/people/31752?sport_code=MFB,Butch Jones,people,True
Tennessee Volunteers,http://stats.ncaa.org/team/694/roster/11520,Roster,roster,True
Tennessee Volunteers,http://stats.ncaa.org/team/694/stats/11520,Team Statistics,stats,True
Texas Longhorns,http://stats.ncaa.org/teams/history/MFB/703,Team History,history,True
Texas Longhorns,http://stats.ncaa.org/people/2456?sport_code=MFB,Mack Brown,people,True
Texas Longhorns,http://stats.ncaa.org/team/703/roster/11520,Roster,roster,True
Texas Longhorns,http://stats.ncaa.org/team/703/stats/11520,Team Statistics,stats,True
Texas A&M Aggies,http://stats.ncaa.org/teams/history/MFB/697,Team History,history,True
Texas A&M Aggies,http://stats.ncaa.org/people/33421?sport_code=MFB,Kevin Sumlin,people,True
Texas A&M Aggies,http://stats.ncaa.org/team/697/roster/11520,Roster,roster,True
Texas A&M Aggies,http://stats.ncaa.org/team/697/stats/11520,Team Statistics,stats,True
Texas St. Bobcats,http://stats.ncaa.org/teams/history/MFB/670,Team History,history,True
Texas St. Bobcats,http://stats.ncaa.org/people/945?sport_code=MFB,Dennis Franchione,people,True
Texas St. Bobcats,http://stats.ncaa.org/team/670/roster/11520,Roster,roster,True
Texas St. Bobcats,http://stats.ncaa.org/team/670/stats/11520,Team Statistics,stats,True
Toledo Rockets,http://stats.ncaa.org/teams/history/MFB/709,Team History,history,True
Toledo Rockets,http://stats.ncaa.org/people/22364?sport_code=MFB,Matt Campbell,people,True
Toledo Rockets,http://stats.ncaa.org/team/709/roster/11520,Roster,roster,True
Toledo Rockets,http://stats.ncaa.org/team/709/stats/11520,Team Statistics,stats,True
Troy Trojans,http://stats.ncaa.org/teams/history/MFB/716,Team History,history,True
Troy Trojans,http://stats.ncaa.org/people/2269?sport_code=MFB,Larry Blakeney,people,True
Troy Trojans,http://stats.ncaa.org/team/716/roster/11520,Roster,roster,True
Troy Trojans,http://stats.ncaa.org/team/716/stats/11520,Team Statistics,stats,True
Tulane Green Wave,http://stats.ncaa.org/teams/history/MFB/718,Team History,history,True
Tulane Green Wave,http://stats.ncaa.org/people/39897?sport_code=MFB,Curtis Johnson,people,True
Tulane Green Wave,http://stats.ncaa.org/team/718/roster/11520,Roster,roster,True
Tulane Green Wave,http://stats.ncaa.org/team/718/stats/11520,Team Statistics,stats,True
Tulsa Golden Hurricane,http://stats.ncaa.org/teams/history/MFB/719,Team History,history,True
Tulsa Golden Hurricane,http://stats.ncaa.org/people/38548?sport_code=MFB,Bill Blankenship,people,True
Tulsa Golden Hurricane,http://stats.ncaa.org/team/719/roster/11520,Roster,roster,True
Tulsa Golden Hurricane,http://stats.ncaa.org/team/719/stats/11520,Team Statistics,stats,True
UAB Blazers,http://stats.ncaa.org/teams/history/MFB/9,Team History,history,True
UAB Blazers,http://stats.ncaa.org/people/39895?sport_code=MFB,Garrick McGee,people,True
UAB Blazers,http://stats.ncaa.org/team/9/roster/11520,Roster,roster,True
UAB Blazers,http://stats.ncaa.org/team/9/stats/11520,Team Statistics,stats,True
UCF Knights,http://stats.ncaa.org/teams/history/MFB/128,Team History,history,True
UCF Knights,http://stats.ncaa.org/people/1312?sport_code=MFB,George O'Leary,people,True
UCF Knights,http://stats.ncaa.org/team/128/roster/11520,Roster,roster,True
UCF Knights,http://stats.ncaa.org/team/128/stats/11520,Team Statistics,stats,True
UCLA Bruins,http://stats.ncaa.org/teams/history/MFB/110,Team History,history,True
UCLA Bruins,http://stats.ncaa.org/people/13944?sport_code=MFB,Jim L. Mora,people,True
UCLA Bruins,http://stats.ncaa.org/team/110/roster/11520,Roster,roster,True
UCLA Bruins,http://stats.ncaa.org/team/110/stats/11520,Team Statistics,stats,True
"UConn Huskies, UConn",http://stats.ncaa.org/teams/history/MFB/164,Team History,history,True
"UConn Huskies, UConn",http://stats.ncaa.org/people/2930?sport_code=MFB,Paul Pasqualoni,people,True
"UConn Huskies, UConn",http://stats.ncaa.org/people/42314?sport_code=MFB,T.J. Weist,people,True
"UConn Huskies, UConn",http://stats.ncaa.org/team/164/roster/11520,Roster,roster,True
"UConn Huskies, UConn",http://stats.ncaa.org/team/164/stats/11520,Team Statistics,stats,True
UNLV Rebels,http://stats.ncaa.org/teams/history/MFB/465,Team History,history,True
UNLV Rebels,http://stats.ncaa.org/people/21446?sport_code=MFB,Bobby Hauck,people,True
UNLV Rebels,http://stats.ncaa.org/team/465/roster/11520,Roster,roster,True
UNLV Rebels,http://stats.ncaa.org/team/465/stats/11520,Team Statistics,stats,True
UTEP Miners,http://stats.ncaa.org/teams/history/MFB/704,Team History,history,True
UTEP Miners,http://stats.ncaa.org/people/41719?sport_code=MFB,Sean Kugler,people,True
UTEP Miners,http://stats.ncaa.org/team/704/roster/11520,Roster,roster,True
UTEP Miners,http://stats.ncaa.org/team/704/stats/11520,Team Statistics,stats,True
UTSA Roadrunners,http://stats.ncaa.org/teams/history/MFB/706,Team History,history,True
UTSA Roadrunners,http://stats.ncaa.org/people/2271?sport_code=MFB,Larry Coker,people,True
UTSA Roadrunners,http://stats.ncaa.org/team/706/roster/11520,Roster,roster,True
UTSA Roadrunners,http://stats.ncaa.org/team/706/stats/11520,Team Statistics,stats,True
Utah Utes,http://stats.ncaa.org/teams/history/MFB/732,Team History,history,True
Utah Utes,http://stats.ncaa.org/people/25052?sport_code=MFB,Kyle Whittingham,people,True
Utah Utes,http://stats.ncaa.org/team/732/roster/11520,Roster,roster,True
Utah Utes,http://stats.ncaa.org/team/732/stats/11520,Team Statistics,stats,True
Utah St. Aggies,http://stats.ncaa.org/teams/history/MFB/731,Team History,history,True
Utah St. Aggies,http://stats.ncaa.org/people/41685?sport_code=MFB,Matt Wells,people,True
Utah St. Aggies,http://stats.ncaa.org/team/731/roster/11520,Roster,roster,True
Utah St. Aggies,http://stats.ncaa.org/team/731/stats/11520,Team Statistics,stats,True
Vanderbilt Commodores,http://stats.ncaa.org/teams/history/MFB/736,Team History,history,True
Vanderbilt Commodores,http://stats.ncaa.org/people/38549?sport_code=MFB,James Franklin,people,True
Vanderbilt Commodores,http://stats.ncaa.org/team/736/roster/11520,Roster,roster,True
Vanderbilt Commodores,http://stats.ncaa.org/team/736/stats/11520,Team Statistics,stats,True
Virginia Cavaliers,http://stats.ncaa.org/teams/history/MFB/746,Team History,history,True
Virginia Cavaliers,http://stats.ncaa.org/people/33438?sport_code=MFB,Mike London,people,True
Virginia Cavaliers,http://stats.ncaa.org/team/746/roster/11520,Roster,roster,True
Virginia Cavaliers,http://stats.ncaa.org/team/746/stats/11520,Team Statistics,stats,True
Virginia Tech Hokies,http://stats.ncaa.org/teams/history/MFB/742,Team History,history,True
Virginia Tech Hokies,http://stats.ncaa.org/people/1190?sport_code=MFB,Frank Beamer,people,True
Virginia Tech Hokies,http://stats.ncaa.org/team/742/roster/11520,Roster,roster,True
Virginia Tech Hokies,http://stats.ncaa.org/team/742/stats/11520,Team Statistics,stats,True
Wake Forest Demon Deacons,http://stats.ncaa.org/teams/history/MFB/749,Team History,history,True
Wake Forest Demon Deacons,http://stats.ncaa.org/people/1741?sport_code=MFB,Jim Grobe,people,True
Wake Forest Demon Deacons,http://stats.ncaa.org/team/749/roster/11520,Roster,roster,True
Wake Forest Demon Deacons,http://stats.ncaa.org/team/749/stats/11520,Team Statistics,stats,True
Washington Huskies,http://stats.ncaa.org/teams/history/MFB/756,Team History,history,True
Washington Huskies,http://stats.ncaa.org/people/35875?sport_code=MFB,Steve Sarkisian,people,True
Washington Huskies,http://stats.ncaa.org/team/756/roster/11520,Roster,roster,True
Washington Huskies,http://stats.ncaa.org/team/756/stats/11520,Team Statistics,stats,True
Washington St. Cougars,http://stats.ncaa.org/teams/history/MFB/754,Team History,history,True
Washington St. Cougars,http://stats.ncaa.org/people/2710?sport_code=MFB,Mike Leach,people,True
Washington St. Cougars,http://stats.ncaa.org/team/754/roster/11520,Roster,roster,True
Washington St. Cougars,http://stats.ncaa.org/team/754/stats/11520,Team Statistics,stats,True
West Virginia Mountaineers,http://stats.ncaa.org/teams/history/MFB/768,Team History,history,True
West Virginia Mountaineers,http://stats.ncaa.org/people/37545?sport_code=MFB,Dana Holgorsen,people,True
West Virginia Mountaineers,http://stats.ncaa.org/team/768/roster/11520,Roster,roster,True
West Virginia Mountaineers,http://stats.ncaa.org/team/768/stats/11520,Team Statistics,stats,True
Western Ky. Hilltoppers,http://stats.ncaa.org/teams/history/MFB/772,Team History,history,True
Western Ky. Hilltoppers,http://stats.ncaa.org/people/21353?sport_code=MFB,Bobby Petrino,people,True
Western Ky. Hilltoppers,http://stats.ncaa.org/team/772/roster/11520,Roster,roster,True
Western Ky. Hilltoppers,http://stats.ncaa.org/team/772/stats/11520,Team Statistics,stats,True
Western Mich. Broncos,http://stats.ncaa.org/teams/history/MFB/774,Team History,history,True
Western Mich. Broncos,http://stats.ncaa.org/people/41684?sport_code=MFB,P.J. Fleck,people,True
Western Mich. Broncos,http://stats.ncaa.org/team/774/roster/11520,Roster,roster,True
Western Mich. Broncos,http://stats.ncaa.org/team/774/stats/11520,Team Statistics,stats,True
Wyoming Cowboys,http://stats.ncaa.org/teams/history/MFB/811,Team History,history,True
Wyoming Cowboys,http://stats.ncaa.org/people/35876?sport_code=MFB,Dave Christensen,people,True
Wyoming Cowboys,http://stats.ncaa.org/team/811/roster/11520,Roster,roster,True
Wyoming Cowboys,http://stats.ncaa.org/team/811/stats/11520,Team Statistics,stats,True
Wisconsin Badgers,http://stats.ncaa.org/teams/history/MFB/796,Team History,history,True
Wisconsin Badgers,http://stats.ncaa.org/people/35874?sport_code=MFB,Gary Andersen,people,True
Wisconsin Badgers,http://stats.ncaa.org/team/796/roster/11520,Roster,roster,True
Wisconsin Badgers,http://stats.ncaa.org/team/796/stats/11520,Team Statistics,stats,True
Air Force Falcons,http://stats.ncaa.org/teams/history/MFB/721,Team History,history,True
Air Force Falcons,http://stats.ncaa.org/people/31099?sport_code=MFB,Troy Calhoun,people,True
Air Force Falcons,http://stats.ncaa.org/team/721/roster/12424,Roster,roster,True
Air Force Falcons,http://stats.ncaa.org/team/721/stats/12424,Team Statistics,stats,True
Akron Zips,http://stats.ncaa.org/teams/history/MFB/5,Team History,history,True
Akron Zips,http://stats.ncaa.org/people/25564?sport_code=MFB,Terry Bowden,people,True
Akron Zips,http://stats.ncaa.org/team/5/roster/12424,Roster,roster,True
Akron Zips,http://stats.ncaa.org/team/5/stats/12424,Team Statistics,stats,True
Alabama Crimson Tide,http://stats.ncaa.org/teams/history/MFB/8,Team History,history,True
Alabama Crimson Tide,http://stats.ncaa.org/people/2826?sport_code=MFB,Nick Saban,people,True
Alabama Crimson Tide,http://stats.ncaa.org/team/8/roster/12424,Roster,roster,True
Alabama Crimson Tide,http://stats.ncaa.org/team/8/stats/12424,Team Statistics,stats,True
Appalachian St. Mountaineers,http://stats.ncaa.org/teams/history/MFB/27,Team History,history,True
Appalachian St. Mountaineers,http://stats.ncaa.org/people/41727?sport_code=MFB,Scott Satterfield,people,True
Appalachian St. Mountaineers,http://stats.ncaa.org/team/27/roster/12424,Roster,roster,True
Appalachian St. Mountaineers,http://stats.ncaa.org/team/27/stats/12424,Team Statistics,stats,True
Arizona Wildcats,http://stats.ncaa.org/teams/history/MFB/29,Team History,history,True
Arizona Wildcats,http://stats.ncaa.org/people/3089?sport_code=MFB,Rich Rodriguez,people,True
Arizona Wildcats,http://stats.ncaa.org/team/29/roster/12424,Roster,roster,True
Arizona Wildcats,http://stats.ncaa.org/team/29/stats/12424,Team Statistics,stats,True
Arizona St. Sun Devils,http://stats.ncaa.org/teams/history/MFB/28,Team History,history,True
Arizona St. Sun Devils,http://stats.ncaa.org/people/28005?sport_code=MFB,Todd Graham,people,True
Arizona St. Sun Devils,http://stats.ncaa.org/team/28/roster/12424,Roster,roster,True
Arizona St. Sun Devils,http://stats.ncaa.org/team/28/stats/12424,Team Statistics,stats,True
Arkansas Razorbacks,http://stats.ncaa.org/teams/history/MFB/31,Team History,history,True
Arkansas Razorbacks,http://stats.ncaa.org/people/28008?sport_code=MFB,Bret Bielema,people,True
Arkansas Razorbacks,http://stats.ncaa.org/team/31/roster/12424,Roster,roster,True
Arkansas Razorbacks,http://stats.ncaa.org/team/31/stats/12424,Team Statistics,stats,True
Arkansas St. Red Wolves,http://stats.ncaa.org/teams/history/MFB/30,Team History,history,True
Arkansas St. Red Wolves,http://stats.ncaa.org/people/42965?sport_code=MFB,Blake Anderson,people,True
Arkansas St. Red Wolves,http://stats.ncaa.org/team/30/roster/12424,Roster,roster,True
Arkansas St. Red Wolves,http://stats.ncaa.org/team/30/stats/12424,Team Statistics,stats,True
Army West Point Black Knights,http://stats.ncaa.org/teams/history/MFB/725,Team History,history,True
Army West Point Black Knights,http://stats.ncaa.org/people/37004?sport_code=MFB,Jeff Monken,people,True
Army West Point Black Knights,http://stats.ncaa.org/team/725/roster/12424,Roster,roster,True
Army West Point Black Knights,http://stats.ncaa.org/team/725/stats/12424,Team Statistics,stats,True
Auburn Tigers,http://stats.ncaa.org/teams/history/MFB/37,Team History,history,True
Auburn Tigers,http://stats.ncaa.org/people/18897?sport_code=MFB,Gus Malzahn,people,True
Auburn Tigers,http://stats.ncaa.org/team/37/roster/12424,Roster,roster,True
Auburn Tigers,http://stats.ncaa.org/team/37/stats/12424,Team Statistics,stats,True
BYU Cougars,http://stats.ncaa.org/teams/history/MFB/77,Team History,history,True
BYU Cougars,http://stats.ncaa.org/people/45382?sport_code=MFB,Kalani Sitake,people,True
BYU Cougars,http://stats.ncaa.org/team/77/roster/12424,Roster,roster,True
BYU Cougars,http://stats.ncaa.org/team/77/stats/12424,Team Statistics,stats,True
Ball St. Cardinals,http://stats.ncaa.org/teams/history/MFB/47,Team History,history,True
Ball St. Cardinals,http://stats.ncaa.org/people/44909?sport_code=MFB,Mike Neu,people,True
Ball St. Cardinals,http://stats.ncaa.org/team/47/roster/12424,Roster,roster,True
Ball St. Cardinals,http://stats.ncaa.org/team/47/stats/12424,Team Statistics,stats,True
Baylor Bears,http://stats.ncaa.org/teams/history/MFB/51,Team History,history,True
Baylor Bears,http://stats.ncaa.org/people/1741?sport_code=MFB,Jim Grobe,people,True
Baylor Bears,http://stats.ncaa.org/team/51/roster/12424,Roster,roster,True
Baylor Bears,http://stats.ncaa.org/team/51/stats/12424,Team Statistics,stats,True
Boise St. Broncos,http://stats.ncaa.org/teams/history/MFB/66,Team History,history,True
Boise St. Broncos,http://stats.ncaa.org/people/41686?sport_code=MFB,Bryan Harsin,people,True
Boise St. Broncos,http://stats.ncaa.org/team/66/roster/12424,Roster,roster,True
Boise St. Broncos,http://stats.ncaa.org/team/66/stats/12424,Team Statistics,stats,True
Boston College Eagles,http://stats.ncaa.org/teams/history/MFB/67,Team History,history,True
Boston College Eagles,http://stats.ncaa.org/people/38547?sport_code=MFB,Steve Addazio,people,True
Boston College Eagles,http://stats.ncaa.org/team/67/roster/12424,Roster,roster,True
Boston College Eagles,http://stats.ncaa.org/team/67/stats/12424,Team Statistics,stats,True
Bowling Green Falcons,http://stats.ncaa.org/teams/history/MFB/71,Team History,history,True
Bowling Green Falcons,http://stats.ncaa.org/people/45392?sport_code=MFB,Mike Jinks,people,True
Bowling Green Falcons,http://stats.ncaa.org/team/71/roster/12424,Roster,roster,True
Bowling Green Falcons,http://stats.ncaa.org/team/71/stats/12424,Team Statistics,stats,True
Buffalo Bulls,http://stats.ncaa.org/teams/history/MFB/86,Team History,history,True
Buffalo Bulls,http://stats.ncaa.org/people/31245?sport_code=MFB,Lance Leipold,people,True
Buffalo Bulls,http://stats.ncaa.org/team/86/roster/12424,Roster,roster,True
Buffalo Bulls,http://stats.ncaa.org/team/86/stats/12424,Team Statistics,stats,True
California Golden Bears,http://stats.ncaa.org/teams/history/MFB/107,Team History,history,True
California Golden Bears,http://stats.ncaa.org/people/37006?sport_code=MFB,Sonny Dykes,people,True
California Golden Bears,http://stats.ncaa.org/team/107/roster/12424,Roster,roster,True
California Golden Bears,http://stats.ncaa.org/team/107/stats/12424,Team Statistics,stats,True
Central Mich. Chippewas,http://stats.ncaa.org/teams/history/MFB/129,Team History,history,True
Central Mich. Chippewas,http://stats.ncaa.org/people/44006?sport_code=MFB,John Bonamego,people,True
Central Mich. Chippewas,http://stats.ncaa.org/team/129/roster/12424,Roster,roster,True
Central Mich. Chippewas,http://stats.ncaa.org/team/129/stats/12424,Team Statistics,stats,True
Charlotte 49ers,http://stats.ncaa.org/teams/history/MFB/458,Team History,history,True
Charlotte 49ers,http://stats.ncaa.org/people/42447?sport_code=MFB,Brad Lambert,people,True
Charlotte 49ers,http://stats.ncaa.org/team/458/roster/12424,Roster,roster,True
Charlotte 49ers,http://stats.ncaa.org/team/458/stats/12424,Team Statistics,stats,True
Cincinnati Bearcats,http://stats.ncaa.org/teams/history/MFB/140,Team History,history,True
Cincinnati Bearcats,http://stats.ncaa.org/people/3821?sport_code=MFB,Tommy Tuberville,people,True
Cincinnati Bearcats,http://stats.ncaa.org/team/140/roster/12424,Roster,roster,True
Cincinnati Bearcats,http://stats.ncaa.org/team/140/stats/12424,Team Statistics,stats,True
Clemson Tigers,http://stats.ncaa.org/teams/history/MFB/147,Team History,history,True
Clemson Tigers,http://stats.ncaa.org/people/34932?sport_code=MFB,Dabo Swinney,people,True
Clemson Tigers,http://stats.ncaa.org/team/147/roster/12424,Roster,roster,True
Clemson Tigers,http://stats.ncaa.org/team/147/stats/12424,Team Statistics,stats,True
Coastal Caro. Chanticleers,http://stats.ncaa.org/teams/history/MFB/149,Team History,history,True
Coastal Caro. Chanticleers,http://stats.ncaa.org/people/40967?sport_code=MFB,Joe Moglia,people,True
Coastal Caro. Chanticleers,http://stats.ncaa.org/team/149/roster/12424,Roster,roster,True
Coastal Caro. Chanticleers,http://stats.ncaa.org/team/149/stats/12424,Team Statistics,stats,True
Colorado Buffaloes,http://stats.ncaa.org/teams/history/MFB/157,Team History,history,True
Colorado Buffaloes,http://stats.ncaa.org/people/37033?sport_code=MFB,Mike MacIntyre,people,True
Colorado Buffaloes,http://stats.ncaa.org/team/157/roster/12424,Roster,roster,True
Colorado Buffaloes,http://stats.ncaa.org/team/157/stats/12424,Team Statistics,stats,True
Colorado St. Rams,http://stats.ncaa.org/teams/history/MFB/156,Team History,history,True
Colorado St. Rams,http://stats.ncaa.org/people/44007?sport_code=MFB,Mike Bobo,people,True
Colorado St. Rams,http://stats.ncaa.org/team/156/roster/12424,Roster,roster,True
Colorado St. Rams,http://stats.ncaa.org/team/156/stats/12424,Team Statistics,stats,True
Duke Blue Devils,http://stats.ncaa.org/teams/history/MFB/193,Team History,history,True
Duke Blue Devils,http://stats.ncaa.org/people/856?sport_code=MFB,David Cutcliffe,people,True
Duke Blue Devils,http://stats.ncaa.org/team/193/roster/12424,Roster,roster,True
Duke Blue Devils,http://stats.ncaa.org/team/193/stats/12424,Team Statistics,stats,True
East Carolina Pirates,http://stats.ncaa.org/teams/history/MFB/196,Team History,history,True
East Carolina Pirates,http://stats.ncaa.org/people/45384?sport_code=MFB,Scottie Montgomery,people,True
East Carolina Pirates,http://stats.ncaa.org/team/196/roster/12424,Roster,roster,True
East Carolina Pirates,http://stats.ncaa.org/team/196/stats/12424,Team Statistics,stats,True
Eastern Mich. Eagles,http://stats.ncaa.org/teams/history/MFB/204,Team History,history,True
Eastern Mich. Eagles,http://stats.ncaa.org/people/617?sport_code=MFB,Chris Creighton,people,True
Eastern Mich. Eagles,http://stats.ncaa.org/team/204/roster/12424,Roster,roster,True
Eastern Mich. Eagles,http://stats.ncaa.org/team/204/stats/12424,Team Statistics,stats,True
FIU Panthers,http://stats.ncaa.org/teams/history/MFB/231,Team History,history,True
FIU Panthers,http://stats.ncaa.org/people/3283?sport_code=MFB,Ron Turner,people,True
FIU Panthers,http://stats.ncaa.org/people/3252?sport_code=MFB,Ron Cooper,people,True
FIU Panthers,http://stats.ncaa.org/team/231/roster/12424,Roster,roster,True
FIU Panthers,http://stats.ncaa.org/team/231/stats/12424,Team Statistics,stats,True
Fla. Atlantic Owls,http://stats.ncaa.org/teams/history/MFB/229,Team History,history,True
Fla. Atlantic Owls,http://stats.ncaa.org/people/42982?sport_code=MFB,Charlie Partridge,people,True
Fla. Atlantic Owls,http://stats.ncaa.org/team/229/roster/12424,Roster,roster,True
Fla. Atlantic Owls,http://stats.ncaa.org/team/229/stats/12424,Team Statistics,stats,True
Florida Gators,http://stats.ncaa.org/teams/history/MFB/235,Team History,history,True
Florida Gators,http://stats.ncaa.org/people/40992?sport_code=MFB,Jim McElwain,people,True
Florida Gators,http://stats.ncaa.org/team/235/roster/12424,Roster,roster,True
Florida Gators,http://stats.ncaa.org/team/235/stats/12424,Team Statistics,stats,True
Florida St. Seminoles,http://stats.ncaa.org/teams/history/MFB/234,Team History,history,True
Florida St. Seminoles,http://stats.ncaa.org/people/37001?sport_code=MFB,Jimbo Fisher,people,True
Florida St. Seminoles,http://stats.ncaa.org/team/234/roster/12424,Roster,roster,True
Florida St. Seminoles,http://stats.ncaa.org/team/234/stats/12424,Team Statistics,stats,True
Fresno St. Bulldogs,http://stats.ncaa.org/teams/history/MFB/96,Team History,history,True
Fresno St. Bulldogs,http://stats.ncaa.org/people/40878?sport_code=MFB,Tim DeRuyter,people,True
Fresno St. Bulldogs,http://stats.ncaa.org/people/45840?sport_code=MFB,Eric Kiesau,people,True
Fresno St. Bulldogs,http://stats.ncaa.org/team/96/roster/12424,Roster,roster,True
Fresno St. Bulldogs,http://stats.ncaa.org/team/96/stats/12424,Team Statistics,stats,True
Ga. Southern Eagles,http://stats.ncaa.org/teams/history/MFB/253,Team History,history,True
Ga. Southern Eagles,http://stats.ncaa.org/people/45393?sport_code=MFB,Tyson Summers,people,True
Ga. Southern Eagles,http://stats.ncaa.org/team/253/roster/12424,Roster,roster,True
Ga. Southern Eagles,http://stats.ncaa.org/team/253/stats/12424,Team Statistics,stats,True
Georgia Bulldogs,http://stats.ncaa.org/teams/history/MFB/257,Team History,history,True
Georgia Bulldogs,http://stats.ncaa.org/people/45386?sport_code=MFB,Kirby Smart,people,True
Georgia Bulldogs,http://stats.ncaa.org/team/257/roster/12424,Roster,roster,True
Georgia Bulldogs,http://stats.ncaa.org/team/257/stats/12424,Team Statistics,stats,True
Georgia St. Panthers,http://stats.ncaa.org/teams/history/MFB/254,Team History,history,True
Georgia St. Panthers,http://stats.ncaa.org/people/33449?sport_code=MFB,Trent Miles,people,True
Georgia St. Panthers,http://stats.ncaa.org/people/45937?sport_code=MFB,Tim Lappano,people,True
Georgia St. Panthers,http://stats.ncaa.org/team/254/roster/12424,Roster,roster,True
Georgia St. Panthers,http://stats.ncaa.org/team/254/stats/12424,Team Statistics,stats,True
Georgia Tech Yellow Jackets,http://stats.ncaa.org/teams/history/MFB/255,Team History,history,True
Georgia Tech Yellow Jackets,http://stats.ncaa.org/people/2926?sport_code=MFB,Paul Johnson,people,True
