Team,Year,Link
UTSA,2017,http://stats.ncaa.org/team/706/12424
Utah,2017,http://stats.ncaa.org/team/732/12424
Utah St.,2017,http://stats.ncaa.org/team/731/12424
Vanderbilt,2017,http://stats.ncaa.org/team/736/12424
Virginia,2017,http://stats.ncaa.org/team/746/12424
Virginia Tech,2017,http://stats.ncaa.org/team/742/12424
Wake Forest,2017,http://stats.ncaa.org/team/749/12424
Washington,2017,http://stats.ncaa.org/team/756/12424
Washington St.,2017,http://stats.ncaa.org/team/754/12424
West Virginia,2017,http://stats.ncaa.org/team/768/12424
Western Ky.,2017,http://stats.ncaa.org/team/772/12424
Western Mich.,2017,http://stats.ncaa.org/team/774/12424
Wisconsin,2017,http://stats.ncaa.org/team/796/12424
Wyoming,2017,http://stats.ncaa.org/team/811/12424
